DATASET,METHOD,GROUP,VALUE,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
yue,v18,AUDIO_TYPE,music,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v18,MIX_MODE,concurrent,32,32.0,32.0,32.0,0.3541666666666667,0.25,0.375,,,0.6604166666666667,,
yue,v18,MIX_MODE,music_only,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v18,MIX_MODE,native_yue_vocal,12,12.0,12.0,12.0,,,0.0,,,,,
yue,v18,MIX_MODE,partial_overlap,32,32.0,32.0,32.0,0.125,0.0,0.125,,,0.8999999999999999,,
yue,v18,MIX_MODE,sequential,32,32.0,32.0,32.0,0.020833333333333315,0.0625,0.0625,,,0.9583333333333334,,
yue,v18,CONDITION,clean_separator_free,124,124.0,108.0,124.0,0.1861413043478261,0.10208333333333333,0.19354838709677422,0.9837962962962963,,0.828448165030388,,
yue,v18,VOICE_EER_GIVEN_MUSIC_FAKE,0,54,,,,,0.09166666666666665,,,,,,
yue,v18,VOICE_EER_GIVEN_MUSIC_FAKE,1,54,,,,,0.09166666666666665,,,,,,
yue,v18,MUSIC_EER_GIVEN_VOICE_FAKE,0,48,,,,,,0.20833333333333337,,,,,
yue,v18,MUSIC_EER_GIVEN_VOICE_FAKE,1,60,,,,,,0.16666666666666663,,,,,
yue,v18,FILE_EER_REAL_REAL_VS,fake_voice_real_music,54,,,,0.20416666666666666,,,,,,,
yue,v18,FILE_EER_REAL_REAL_VS,real_voice_fake_music,48,,,,0.20833333333333337,,,,,,,
yue,v18,FILE_EER_REAL_REAL_VS,both_fake,54,,,,0.07499999999999998,,,,,,,
yue,v32_file_router,ALL,ALL,124,124.0,108.0,124.0,0.15964673913043476,0.10208333333333333,0.19354838709677422,0.9837962962962963,,0.8416954476390837,,
yue,v32_file_router,AUDIO_TYPE,mixed,108,108.0,108.0,108.0,0.17261904761904762,0.10208333333333333,0.20370370370370372,,,0.8321626984126984,,
yue,v32_file_router,AUDIO_TYPE,music,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v32_file_router,MIX_MODE,concurrent,32,32.0,32.0,32.0,0.25,0.25,0.375,,,0.7125,,
yue,v32_file_router,MIX_MODE,music_only,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v32_file_router,MIX_MODE,native_yue_vocal,12,12.0,12.0,12.0,,,0.0,,,,,
yue,v32_file_router,MIX_MODE,partial_overlap,32,32.0,32.0,32.0,0.020833333333333315,0.0,0.125,,,0.9520833333333334,,
yue,v32_file_router,MIX_MODE,sequential,32,32.0,32.0,32.0,0.0,0.0625,0.0625,,,0.96875,,
yue,v32_file_router,CONDITION,clean_separator_free,124,124.0,108.0,124.0,0.15964673913043476,0.10208333333333333,0.19354838709677422,0.9837962962962963,,0.8416954476390837,,
yue,v32_file_router,VOICE_EER_GIVEN_MUSIC_FAKE,0,54,,,,,0.09166666666666665,,,,,,
yue,v32_file_router,VOICE_EER_GIVEN_MUSIC_FAKE,1,54,,,,,0.09166666666666665,,,,,,
yue,v32_file_router,MUSIC_EER_GIVEN_VOICE_FAKE,0,48,,,,,,0.20833333333333337,,,,,
yue,v32_file_router,MUSIC_EER_GIVEN_VOICE_FAKE,1,60,,,,,,0.16666666666666663,,,,,
yue,v32_file_router,FILE_EER_REAL_REAL_VS,fake_voice_real_music,54,,,,0.25833333333333336,,,,,,,
yue,v32_file_router,FILE_EER_REAL_REAL_VS,real_voice_fake_music,48,,,,0.20833333333333337,,,,,,,
yue,v32_file_router,FILE_EER_REAL_REAL_VS,both_fake,54,,,,0.03749999999999999,,,,,,,
yue,v33_file_router_music,ALL,ALL,124,124.0,108.0,124.0,0.15964673913043476,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8513728669939223,,
yue,v33_file_router_music,AUDIO_TYPE,mixed,108,108.0,108.0,108.0,0.17261904761904762,0.10208333333333333,0.16666666666666663,,,0.8432738095238095,,
yue,v33_file_router_music,AUDIO_TYPE,music,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v33_file_router_music,MIX_MODE,concurrent,32,32.0,32.0,32.0,0.25,0.25,0.1875,,,0.76875,,
yue,v33_file_router_music,MIX_MODE,music_only,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v33_file_router_music,MIX_MODE,native_yue_vocal,12,12.0,12.0,12.0,,,0.16666666666666663,,,,,
yue,v33_file_router_music,MIX_MODE,partial_overlap,32,32.0,32.0,32.0,0.020833333333333315,0.0,0.0625,,,0.9708333333333334,,
yue,v33_file_router_music,MIX_MODE,sequential,32,32.0,32.0,32.0,0.0,0.0625,0.0625,,,0.96875,,
yue,v33_file_router_music,CONDITION,clean_separator_free,124,124.0,108.0,124.0,0.15964673913043476,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8513728669939223,,
yue,v33_file_router_music,VOICE_EER_GIVEN_MUSIC_FAKE,0,54,,,,,0.09166666666666665,,,,,,
yue,v33_file_router_music,VOICE_EER_GIVEN_MUSIC_FAKE,1,54,,,,,0.09166666666666665,,,,,,
yue,v33_file_router_music,MUSIC_EER_GIVEN_VOICE_FAKE,0,48,,,,,,0.20833333333333337,,,,,
yue,v33_file_router_music,MUSIC_EER_GIVEN_VOICE_FAKE,1,60,,,,,,0.16666666666666663,,,,,
yue,v33_file_router_music,FILE_EER_REAL_REAL_VS,fake_voice_real_music,54,,,,0.25833333333333336,,,,,,,
yue,v33_file_router_music,FILE_EER_REAL_REAL_VS,real_voice_fake_music,48,,,,0.20833333333333337,,,,,,,
yue,v33_file_router_music,FILE_EER_REAL_REAL_VS,both_fake,54,,,,0.03749999999999999,,,,,,,
