MUSIC_WEIGHT,PHONE_MUSIC_WEIGHT,dev_ADS,dev_DELTA,dev_MUSIC_EER,factorial_ADS,factorial_DELTA,factorial_MUSIC_EER,phone_ADS,phone_DELTA,phone_MUSIC_EER,yue_ADS,yue_DELTA,yue_MUSIC_EER,MIN_DELTA,MEAN_DELTA
0.5,0.5,0.7542857142857143,0.056363636363636394,0.22857142857142854,0.7775064935064935,0.03199999999999992,0.23428571428571432,0.8241071428571429,0.09025000000000005,0.1775,0.8513728669939223,0.022924701963534355,0.16129032258064513,0.022924701963534355,0.05038458458179268
0.4,0.5,0.7525714285714287,0.054649350649350725,0.23428571428571432,0.7757922077922078,0.03028571428571425,0.24,0.8241071428571429,0.09025000000000005,0.1775,0.8513728669939223,0.022924701963534355,0.16129032258064513,0.022924701963534355,0.049527441724649846
0.6,0.4,0.7542857142857143,0.056363636363636394,0.22857142857142854,0.7809350649350649,0.035428571428571365,0.22285714285714286,0.8166071428571429,0.08274999999999999,0.2025,0.8513728669939223,0.022924701963534355,0.16129032258064513,0.022924701963534355,0.049366727438935526
0.7,0.4,0.7542857142857143,0.056363636363636394,0.22857142857142854,0.7792207792207793,0.0337142857142857,0.22857142857142854,0.8166071428571429,0.08274999999999999,0.2025,0.8513728669939223,0.022924701963534355,0.16129032258064513,0.022924701963534355,0.04893815601036411
0.6,0.3,0.756,0.05807792207792206,0.22285714285714286,0.7809350649350649,0.035428571428571365,0.22285714285714286,0.8106071428571429,0.07674999999999998,0.22250000000000003,0.8513728669939223,0.022924701963534355,0.16129032258064513,0.022924701963534355,0.04829529886750694
0.5,0.4,0.7525714285714287,0.054649350649350725,0.23428571428571432,0.7775064935064935,0.03199999999999992,0.23428571428571432,0.8166071428571429,0.08274999999999999,0.2025,0.8513728669939223,0.022924701963534355,0.16129032258064513,0.022924701963534355,0.04808101315322125
0.7,0.3,0.7542857142857143,0.056363636363636394,0.22857142857142854,0.7792207792207793,0.0337142857142857,0.22857142857142854,0.8106071428571429,0.07674999999999998,0.22250000000000003,0.8513728669939223,0.022924701963534355,0.16129032258064513,0.022924701963534355,0.04743815601036411
0.5,0.3,0.7542857142857143,0.056363636363636394,0.22857142857142854,0.7775064935064935,0.03199999999999992,0.23428571428571432,0.8106071428571429,0.07674999999999998,0.22250000000000003,0.8513728669939223,0.022924701963534355,0.16129032258064513,0.022924701963534355,0.04700958458179266
0.4,0.4,0.7491428571428572,0.05122077922077928,0.2457142857142857,0.7757922077922078,0.03028571428571425,0.24,0.8166071428571429,0.08274999999999999,0.2025,0.8513728669939223,0.022924701963534355,0.16129032258064513,0.022924701963534355,0.04679529886750697
0.4,0.3,0.7508571428571429,0.052935064935064946,0.24,0.7757922077922078,0.03028571428571425,0.24,0.8106071428571429,0.07674999999999998,0.22250000000000003,0.8513728669939223,0.022924701963534355,0.16129032258064513,0.022924701963534355,0.045723870296078384
0.3,0.7,0.7457142857142858,0.04779220779220783,0.2571428571428571,0.7740779220779221,0.02857142857142858,0.2457142857142857,0.8301071428571429,0.09625000000000006,0.15749999999999997,0.846534157316503,0.01808599228611507,0.17741935483870966,0.01808599228611507,0.047674907162437885
0.3,0.6,0.7474285714285714,0.0495064935064935,0.25142857142857145,0.7740779220779221,0.02857142857142858,0.2457142857142857,0.8271071428571429,0.09325000000000006,0.16749999999999998,0.846534157316503,0.01808599228611507,0.17741935483870966,0.01808599228611507,0.0473534785910093
0.3,0.5,0.7474285714285714,0.0495064935064935,0.25142857142857145,0.7740779220779221,0.02857142857142858,0.2457142857142857,0.8241071428571429,0.09025000000000005,0.1775,0.846534157316503,0.01808599228611507,0.17741935483870966,0.01808599228611507,0.0466034785910093
0.3,0.4,0.744,0.04607792207792205,0.2628571428571429,0.7723636363636364,0.0268571428571428,0.25142857142857145,0.8166071428571429,0.08274999999999999,0.2025,0.846534157316503,0.01808599228611507,0.17741935483870966,0.01808599228611507,0.04344276430529498
0.3,0.3,0.7457142857142858,0.04779220779220783,0.2571428571428571,0.7723636363636364,0.0268571428571428,0.25142857142857145,0.8106071428571429,0.07674999999999998,0.22250000000000003,0.846534157316503,0.01808599228611507,0.17741935483870966,0.01808599228611507,0.04237133573386642
