DATASET,ID,N_WINDOWS,SLS_FIRST,SLS_MEAN,SLS_MAX,SLS_LME5,SLS_WINDOWS
external_mixed_v1,mixed_0029,1,0.9999986987651376,0.9999986987651376,0.9999986987651376,0.9999986987651376,[0.9999986987651376]
external_mixed_v1,mixed_0030,1,0.9999874052149333,0.9999874052149333,0.9999874052149333,0.9999874052149333,[0.9999874052149333]
external_mixed_v1,mixed_0031,1,0.9999959810051953,0.9999959810051953,0.9999959810051953,0.9999959810051953,[0.9999959810051953]
external_mixed_v1,mixed_0032,1,0.9443096490057612,0.9443096490057612,0.9443096490057612,0.9443096490057613,[0.9443096490057612]
external_mixed_v1,mixed_0033,1,0.0006258490299431435,0.0006258490299431435,0.0006258490299431435,0.0006258490299431435,[0.0006258490299431435]
external_mixed_v1,mixed_0034,1,0.9999975570138385,0.9999975570138385,0.9999975570138385,0.9999975570138385,[0.9999975570138385]
external_mixed_v1,mixed_0035,1,0.9999990270848469,0.9999990270848469,0.9999990270848469,0.9999990270848469,[0.9999990270848469]
external_mixed_v1,mixed_0036,1,0.9999991910267677,0.9999991910267677,0.9999991910267677,0.9999991910267678,[0.9999991910267677]
external_mixed_v1,mixed_0037,1,0.9999995274918375,0.9999995274918375,0.9999995274918375,0.9999995274918374,[0.9999995274918375]
external_mixed_v1,mixed_0038,1,0.9998332295904732,0.9998332295904732,0.9998332295904732,0.9998332295904732,[0.9998332295904732]
external_mixed_v1,mixed_0039,1,0.9999829707043724,0.9999829707043724,0.9999829707043724,0.9999829707043724,[0.9999829707043724]
external_mixed_v1,mixed_0040,1,0.7437317961675683,0.7437317961675683,0.7437317961675683,0.7437317961675683,[0.7437317961675683]
external_mixed_v1,mixed_0041,1,0.9999980834680768,0.9999980834680768,0.9999980834680768,0.9999980834680768,[0.9999980834680768]
external_mixed_v1,mixed_0042,1,0.0003194383089369837,0.0003194383089369837,0.0003194383089369837,0.0003194383089369837,[0.0003194383089369837]
external_mixed_v1,mixed_0043,1,0.9994441082612945,0.9994441082612945,0.9994441082612945,0.9994441082612944,[0.9994441082612945]
external_mixed_v1,mixed_0044,1,0.9998307295620427,0.9998307295620427,0.9998307295620427,0.9998307295620427,[0.9998307295620427]
external_mixed_v1,mixed_0045,1,0.9203115299765683,0.9203115299765683,0.9203115299765683,0.9203115299765683,[0.9203115299765683]
external_mixed_v1,mixed_0046,1,0.00030120389688172795,0.00030120389688172795,0.00030120389688172795,0.00030120389688172795,[0.00030120389688172795]
external_mixed_v1,mixed_0047,1,0.9999660023949605,0.9999660023949605,0.9999660023949605,0.9999660023949606,[0.9999660023949605]
external_mixed_v1,mixed_0048,1,0.9999993778339126,0.9999993778339126,0.9999993778339126,0.9999993778339127,[0.9999993778339126]
external_mixed_v1,mixed_0049,1,0.9999974637536418,0.9999974637536418,0.9999974637536418,0.9999974637536418,[0.9999974637536418]
external_mixed_v1,mixed_0050,1,0.9999982836789657,0.9999982836789657,0.9999982836789657,0.9999982836789657,[0.9999982836789657]
external_mixed_v1,mixed_0051,1,0.9999996725732403,0.9999996725732403,0.9999996725732403,0.9999996725732403,[0.9999996725732403]
external_mixed_v1,mixed_0052,1,0.9999996748736475,0.9999996748736475,0.9999996748736475,0.9999996748736475,[0.9999996748736475]
external_mixed_v1,mixed_0053,1,0.9996866405759998,0.9996866405759998,0.9996866405759998,0.9996866405759997,[0.9996866405759998]
external_mixed_v1,mixed_0054,1,3.339711004648345e-05,3.339711004648345e-05,3.339711004648345e-05,3.339711004648345e-05,[3.339711004648345e-05]
external_mixed_v1,mixed_0055,1,0.9941864874556655,0.9941864874556655,0.9941864874556655,0.9941864874556655,[0.9941864874556655]
external_mixed_v1,mixed_0056,1,0.998096547756646,0.998096547756646,0.998096547756646,0.998096547756646,[0.998096547756646]
external_mixed_v1,mixed_0057,1,0.9999954354449051,0.9999954354449051,0.9999954354449051,0.999995435444905,[0.9999954354449051]
external_mixed_v1,mixed_0058,1,0.9993861976629925,0.9993861976629925,0.9993861976629925,0.9993861976629926,[0.9993861976629925]
external_mixed_v1,mixed_0059,1,0.9999995571420487,0.9999995571420487,0.9999995571420487,0.9999995571420486,[0.9999995571420487]
external_mixed_v1,mixed_0060,1,0.999999311194912,0.999999311194912,0.999999311194912,0.999999311194912,[0.999999311194912]
external_mixed_v1,mixed_0061,1,0.9984880647308623,0.9984880647308623,0.9984880647308623,0.9984880647308623,[0.9984880647308623]
external_mixed_v1,mixed_0062,1,0.9833902560846688,0.9833902560846688,0.9833902560846688,0.9833902560846688,[0.9833902560846688]
external_mixed_v1,mixed_0063,1,0.9999946360173028,0.9999946360173028,0.9999946360173028,0.9999946360173027,[0.9999946360173028]
external_mixed_v1,mixed_0064,1,0.9985807233158588,0.9985807233158588,0.9985807233158588,0.9985807233158589,[0.9985807233158588]
external_mixed_v1,mixed_0065,1,0.9999984924160086,0.9999984924160086,0.9999984924160086,0.9999984924160085,[0.9999984924160086]
external_mixed_v1,mixed_0066,1,0.2645826450541565,0.2645826450541565,0.2645826450541565,0.2645826450541565,[0.2645826450541565]
external_mixed_v1,mixed_0067,1,0.9999925369302461,0.9999925369302461,0.9999925369302461,0.9999925369302461,[0.9999925369302461]
external_mixed_v1,mixed_0068,1,0.00017596825314065588,0.00017596825314065588,0.00017596825314065588,0.00017596825314065588,[0.00017596825314065588]
external_mixed_v1,mixed_0069,1,0.21153068501477537,0.21153068501477537,0.21153068501477537,0.2115306850147754,[0.21153068501477537]
external_mixed_v1,mixed_0070,1,0.9960158155191174,0.9960158155191174,0.9960158155191174,0.9960158155191173,[0.9960158155191174]
external_mixed_v1,mixed_0071,1,9.94127057548951e-05,9.94127057548951e-05,9.94127057548951e-05,9.94127057548951e-05,[9.94127057548951e-05]
external_mixed_v1,mixed_0072,1,0.9999980163924501,0.9999980163924501,0.9999980163924501,0.9999980163924501,[0.9999980163924501]
external_mixed_v1,mixed_0073,1,0.9408748494329892,0.9408748494329892,0.9408748494329892,0.9408748494329892,[0.9408748494329892]
external_mixed_v1,mixed_0074,1,0.9999839442547531,0.9999839442547531,0.9999839442547531,0.9999839442547531,[0.9999839442547531]
external_mixed_v1,mixed_0075,1,0.23260894101578602,0.23260894101578602,0.23260894101578602,0.23260894101578602,[0.23260894101578602]
external_mixed_v1,mixed_0076,1,0.9999992841336907,0.9999992841336907,0.9999992841336907,0.9999992841336907,[0.9999992841336907]
external_mixed_v1,mixed_0077,1,1.819119654344601e-05,1.819119654344601e-05,1.819119654344601e-05,1.819119654344601e-05,[1.819119654344601e-05]
external_mixed_v1,mixed_0078,1,0.9999684847472886,0.9999684847472886,0.9999684847472886,0.9999684847472887,[0.9999684847472886]
external_mixed_v1,mixed_0079,1,0.9996723822836525,0.9996723822836525,0.9996723822836525,0.9996723822836525,[0.9996723822836525]
external_mixed_v1,mixed_0080,1,0.9819299491689704,0.9819299491689704,0.9819299491689704,0.9819299491689704,[0.9819299491689704]
external_mixed_v1,mixed_0081,1,0.7360985106724508,0.7360985106724508,0.7360985106724508,0.7360985106724508,[0.7360985106724508]
external_mixed_v1,mixed_0082,1,0.9999733248545519,0.9999733248545519,0.9999733248545519,0.9999733248545519,[0.9999733248545519]
external_mixed_v1,mixed_0083,1,0.00191369559166021,0.00191369559166021,0.00191369559166021,0.00191369559166021,[0.00191369559166021]
external_mixed_v1,mixed_0084,1,0.99997447168868,0.99997447168868,0.99997447168868,0.99997447168868,[0.99997447168868]
external_mixed_v1,mixed_0085,1,0.008024840164592546,0.008024840164592546,0.008024840164592546,0.008024840164592546,[0.008024840164592546]
external_mixed_v1,mixed_0086,1,0.9999946812812655,0.9999946812812655,0.9999946812812655,0.9999946812812655,[0.9999946812812655]
external_mixed_v1,mixed_0087,1,0.13135875544805242,0.13135875544805242,0.13135875544805242,0.13135875544805242,[0.13135875544805242]
external_mixed_v1,mixed_0088,1,0.9999995224961908,0.9999995224961908,0.9999995224961908,0.9999995224961908,[0.9999995224961908]
external_mixed_v1,mixed_0089,1,0.9999515204709485,0.9999515204709485,0.9999515204709485,0.9999515204709486,[0.9999515204709485]
external_mixed_v1,mixed_0090,1,0.001766887690419515,0.001766887690419515,0.001766887690419515,0.001766887690419515,[0.001766887690419515]
external_mixed_v1,mixed_0091,1,0.0006379951781608583,0.0006379951781608583,0.0006379951781608583,0.0006379951781608583,[0.0006379951781608583]
external_mixed_v1,mixed_0092,1,0.9999990349727677,0.9999990349727677,0.9999990349727677,0.9999990349727677,[0.9999990349727677]
external_mixed_v1,mixed_0093,1,0.999704475126765,0.999704475126765,0.999704475126765,0.999704475126765,[0.999704475126765]
external_mixed_v1,mixed_0094,1,0.00010898843227337879,0.00010898843227337879,0.00010898843227337879,0.00010898843227337877,[0.00010898843227337879]
external_mixed_v1,mixed_0095,1,5.465136382170143e-05,5.465136382170143e-05,5.465136382170143e-05,5.465136382170144e-05,[5.465136382170143e-05]
external_mixed_v1,mixed_0096,1,0.015857880730249373,0.015857880730249373,0.015857880730249373,0.015857880730249373,[0.015857880730249373]
external_mixed_v1,mixed_0097,1,0.9999938685332247,0.9999938685332247,0.9999938685332247,0.9999938685332246,[0.9999938685332247]
external_mixed_v1,mixed_0098,1,0.0009760225255162049,0.0009760225255162049,0.0009760225255162049,0.0009760225255162049,[0.0009760225255162049]
external_mixed_v1,mixed_0099,1,0.9999344185179265,0.9999344185179265,0.9999344185179265,0.9999344185179264,[0.9999344185179265]
external_mixed_v1,mixed_0100,1,0.9999988242370306,0.9999988242370306,0.9999988242370306,0.9999988242370306,[0.9999988242370306]
external_mixed_v1,mixed_0101,1,0.045265476451743336,0.045265476451743336,0.045265476451743336,0.045265476451743336,[0.045265476451743336]
external_mixed_v1,mixed_0102,1,0.8836196526184558,0.8836196526184558,0.8836196526184558,0.8836196526184559,[0.8836196526184558]
external_mixed_v1,mixed_0103,1,0.9843326748549168,0.9843326748549168,0.9843326748549168,0.9843326748549168,[0.9843326748549168]
external_mixed_v1,mixed_0104,1,0.999999946129815,0.999999946129815,0.999999946129815,0.999999946129815,[0.999999946129815]
external_mixed_v1,mixed_0105,1,0.9999998587200021,0.9999998587200021,0.9999998587200021,0.9999998587200022,[0.9999998587200021]
external_mixed_v1,mixed_0106,1,0.9999966502412544,0.9999966502412544,0.9999966502412544,0.9999966502412544,[0.9999966502412544]
external_mixed_v1,mixed_0107,1,0.8517400699505013,0.8517400699505013,0.8517400699505013,0.8517400699505014,[0.8517400699505013]
external_mixed_v1,mixed_0108,1,0.9999999180366627,0.9999999180366627,0.9999999180366627,0.9999999180366628,[0.9999999180366627]
external_mixed_v1,mixed_0109,1,0.9977360419829591,0.9977360419829591,0.9977360419829591,0.9977360419829591,[0.9977360419829591]
external_mixed_v1,mixed_0110,1,0.999999915890905,0.999999915890905,0.999999915890905,0.999999915890905,[0.999999915890905]
external_mixed_v1,mixed_0111,1,0.9998830517764848,0.9998830517764848,0.9998830517764848,0.9998830517764847,[0.9998830517764848]
external_mixed_v1,mixed_0112,1,0.9999989432094613,0.9999989432094613,0.9999989432094613,0.9999989432094611,[0.9999989432094613]
external_mixed_v1,mixed_0113,1,0.9999990879671892,0.9999990879671892,0.9999990879671892,0.9999990879671892,[0.9999990879671892]
external_mixed_v1,mixed_0114,1,0.7536880238807615,0.7536880238807615,0.7536880238807615,0.7536880238807615,[0.7536880238807615]
external_mixed_v1,mixed_0115,1,0.9999504017644585,0.9999504017644585,0.9999504017644585,0.9999504017644585,[0.9999504017644585]
external_mixed_v1,mixed_0116,1,0.0015009735657099301,0.0015009735657099301,0.0015009735657099301,0.0015009735657099301,[0.0015009735657099301]
external_mixed_v1,mixed_0117,1,0.9997054065345443,0.9997054065345443,0.9997054065345443,0.9997054065345443,[0.9997054065345443]
external_mixed_v1,mixed_0118,1,0.9999997145322874,0.9999997145322874,0.9999997145322874,0.9999997145322874,[0.9999997145322874]
external_mixed_v1,mixed_0119,1,0.9999967617594596,0.9999967617594596,0.9999967617594596,0.9999967617594596,[0.9999967617594596]
external_mixed_v1,mixed_0120,1,0.9999963256182974,0.9999963256182974,0.9999963256182974,0.9999963256182974,[0.9999963256182974]
external_mixed_v1,mixed_0121,1,0.13416011980447606,0.13416011980447606,0.13416011980447606,0.13416011980447606,[0.13416011980447606]
external_mixed_v1,mixed_0122,1,0.810613054453052,0.810613054453052,0.810613054453052,0.8106130544530521,[0.810613054453052]
external_mixed_v1,mixed_0123,1,0.6981922162460001,0.6981922162460001,0.6981922162460001,0.6981922162460001,[0.6981922162460001]
external_mixed_v1,mixed_0124,1,0.9999407951823103,0.9999407951823103,0.9999407951823103,0.9999407951823102,[0.9999407951823103]
external_mixed_v1,mixed_0125,1,0.9999984523167075,0.9999984523167075,0.9999984523167075,0.9999984523167076,[0.9999984523167075]
external_mixed_v1,mixed_0126,1,0.9999611952101023,0.9999611952101023,0.9999611952101023,0.9999611952101024,[0.9999611952101023]
external_mixed_v1,mixed_0127,1,0.9999894037008191,0.9999894037008191,0.9999894037008191,0.9999894037008191,[0.9999894037008191]
external_mixed_v1,mixed_0128,1,0.9999975620410431,0.9999975620410431,0.9999975620410431,0.9999975620410432,[0.9999975620410431]
external_mixed_v1,mixed_0129,1,0.9999995886877369,0.9999995886877369,0.9999995886877369,0.9999995886877369,[0.9999995886877369]
external_mixed_v1,mixed_0130,1,0.9785166870552159,0.9785166870552159,0.9785166870552159,0.9785166870552159,[0.9785166870552159]
external_mixed_v1,mixed_0131,1,0.9999604157688883,0.9999604157688883,0.9999604157688883,0.9999604157688882,[0.9999604157688883]
external_mixed_v1,mixed_0132,1,0.9999712857656986,0.9999712857656986,0.9999712857656986,0.9999712857656986,[0.9999712857656986]
external_mixed_v1,mixed_0133,1,0.9999938751956229,0.9999938751956229,0.9999938751956229,0.9999938751956229,[0.9999938751956229]
external_mixed_v1,mixed_0134,1,0.9999998728005162,0.9999998728005162,0.9999998728005162,0.9999998728005162,[0.9999998728005162]
external_mixed_v1,mixed_0135,1,0.7538559100371711,0.7538559100371711,0.7538559100371711,0.7538559100371711,[0.7538559100371711]
external_mixed_v1,mixed_0136,1,0.9999997731290808,0.9999997731290808,0.9999997731290808,0.9999997731290808,[0.9999997731290808]
external_mixed_v1,mixed_0137,1,0.9999968477977875,0.9999968477977875,0.9999968477977875,0.9999968477977875,[0.9999968477977875]
external_mixed_v1,mixed_0138,1,0.9999998800606233,0.9999998800606233,0.9999998800606233,0.9999998800606233,[0.9999998800606233]
external_mixed_v1,mixed_0139,1,0.9999997798825664,0.9999997798825664,0.9999997798825664,0.9999997798825664,[0.9999997798825664]
external_mixed_v1,mixed_0140,1,0.9999511285633731,0.9999511285633731,0.9999511285633731,0.999951128563373,[0.9999511285633731]
external_mixed_v1,mixed_0141,1,0.09034167616318488,0.09034167616318488,0.09034167616318488,0.09034167616318488,[0.09034167616318488]
external_mixed_v1,mixed_0142,1,0.9999997979936663,0.9999997979936663,0.9999997979936663,0.9999997979936663,[0.9999997979936663]
external_mixed_v1,mixed_0143,1,0.999999353890046,0.999999353890046,0.999999353890046,0.999999353890046,[0.999999353890046]
external_mixed_v1,mixed_0144,1,0.9999999535115461,0.9999999535115461,0.9999999535115461,0.9999999535115462,[0.9999999535115461]
external_mixed_v1,mixed_0145,1,0.9999977468467897,0.9999977468467897,0.9999977468467897,0.9999977468467897,[0.9999977468467897]
external_mixed_v1,mixed_0146,1,0.9999998011194144,0.9999998011194144,0.9999998011194144,0.9999998011194144,[0.9999998011194144]
external_mixed_v1,mixed_0147,1,0.9847201138822124,0.9847201138822124,0.9847201138822124,0.9847201138822124,[0.9847201138822124]
external_mixed_v1,mixed_0148,1,0.9998097659669858,0.9998097659669858,0.9998097659669858,0.9998097659669858,[0.9998097659669858]
external_mixed_v1,mixed_0149,1,0.9999955446167259,0.9999955446167259,0.9999955446167259,0.9999955446167259,[0.9999955446167259]
external_mixed_v1,mixed_0150,1,0.9951832443350979,0.9951832443350979,0.9951832443350979,0.9951832443350979,[0.9951832443350979]
external_mixed_v1,mixed_0151,1,0.999999018640294,0.999999018640294,0.999999018640294,0.999999018640294,[0.999999018640294]
external_mixed_v1,mixed_0152,1,0.9999985240589039,0.9999985240589039,0.9999985240589039,0.9999985240589039,[0.9999985240589039]
external_mixed_v1,mixed_0153,1,0.04443483334397179,0.04443483334397179,0.04443483334397179,0.04443483334397179,[0.04443483334397179]
external_mixed_v1,mixed_0154,1,0.9998690001851237,0.9998690001851237,0.9998690001851237,0.9998690001851237,[0.9998690001851237]
external_mixed_v1,mixed_0155,1,0.9999425677310446,0.9999425677310446,0.9999425677310446,0.9999425677310446,[0.9999425677310446]
external_mixed_v1,mixed_0156,1,0.9999988634178627,0.9999988634178627,0.9999988634178627,0.9999988634178628,[0.9999988634178627]
external_mixed_v1,mixed_0157,1,0.9999479006817928,0.9999479006817928,0.9999479006817928,0.9999479006817928,[0.9999479006817928]
external_mixed_v1,mixed_0158,1,0.9999999046326296,0.9999999046326296,0.9999999046326296,0.9999999046326294,[0.9999999046326296]
external_mixed_v1,mixed_0159,1,0.9999998853185814,0.9999998853185814,0.9999998853185814,0.9999998853185815,[0.9999998853185814]
external_mixed_v1,mixed_0160,1,0.9998167358509346,0.9998167358509346,0.9998167358509346,0.9998167358509346,[0.9998167358509346]
external_mixed_v1,mixed_0161,1,0.9999979335096987,0.9999979335096987,0.9999979335096987,0.9999979335096987,[0.9999979335096987]
external_mixed_v1,mixed_0162,1,0.9524514459232383,0.9524514459232383,0.9524514459232383,0.9524514459232382,[0.9524514459232383]
external_mixed_v1,mixed_0163,1,0.9999996253180035,0.9999996253180035,0.9999996253180035,0.9999996253180035,[0.9999996253180035]
external_mixed_v1,mixed_0164,1,0.9999997170990927,0.9999997170990927,0.9999997170990927,0.9999997170990926,[0.9999997170990927]
external_mixed_v1,mixed_0165,1,0.31797667174100686,0.31797667174100686,0.31797667174100686,0.31797667174100686,[0.31797667174100686]
external_mixed_v1,mixed_0166,1,0.9999987387120696,0.9999987387120696,0.9999987387120696,0.9999987387120696,[0.9999987387120696]
external_mixed_v1,mixed_0167,1,0.9911785905008988,0.9911785905008988,0.9911785905008988,0.9911785905008988,[0.9911785905008988]
external_mixed_v1,mixed_0168,1,0.9999950631287556,0.9999950631287556,0.9999950631287556,0.9999950631287555,[0.9999950631287556]
external_mixed_v1,mixed_0169,1,0.999975360392636,0.999975360392636,0.999975360392636,0.999975360392636,[0.999975360392636]
external_mixed_v1,mixed_0170,1,0.9999877617049404,0.9999877617049404,0.9999877617049404,0.9999877617049403,[0.9999877617049404]
external_mixed_v1,mixed_0171,1,0.9999984837272331,0.9999984837272331,0.9999984837272331,0.9999984837272331,[0.9999984837272331]
external_mixed_v1,mixed_0172,1,0.9554698491500588,0.9554698491500588,0.9554698491500588,0.9554698491500588,[0.9554698491500588]
external_mixed_v1,mixed_0173,1,0.9999998504061254,0.9999998504061254,0.9999998504061254,0.9999998504061253,[0.9999998504061254]
external_mixed_v1,mixed_0174,1,0.9999989969715635,0.9999989969715635,0.9999989969715635,0.9999989969715635,[0.9999989969715635]
external_mixed_v1,mixed_0175,1,0.9999998445917031,0.9999998445917031,0.9999998445917031,0.9999998445917031,[0.9999998445917031]
external_mixed_v1,mixed_0176,1,0.9989948571010687,0.9989948571010687,0.9989948571010687,0.9989948571010687,[0.9989948571010687]
external_mixed_v1,mixed_0177,1,0.9999989017078973,0.9999989017078973,0.9999989017078973,0.9999989017078972,[0.9999989017078973]
external_mixed_v1,mixed_0178,1,0.9999995814252582,0.9999995814252582,0.9999995814252582,0.9999995814252582,[0.9999995814252582]
external_mixed_v1,mixed_0179,1,0.9248439335011607,0.9248439335011607,0.9248439335011607,0.9248439335011607,[0.9248439335011607]
external_mixed_v1,mixed_0180,1,0.9999978605268401,0.9999978605268401,0.9999978605268401,0.9999978605268401,[0.9999978605268401]
external_mixed_v1,mixed_0181,1,0.9772250952796708,0.9772250952796708,0.9772250952796708,0.9772250952796708,[0.9772250952796708]
external_mixed_v1,mixed_0182,1,0.01651340993546025,0.01651340993546025,0.01651340993546025,0.01651340993546025,[0.01651340993546025]
external_mixed_v1,mixed_0183,1,0.9999882321573027,0.9999882321573027,0.9999882321573027,0.9999882321573027,[0.9999882321573027]
external_mixed_v1,mixed_0184,1,0.9999967864876474,0.9999967864876474,0.9999967864876474,0.9999967864876474,[0.9999967864876474]
external_mixed_v1,mixed_0185,1,0.0024384127810461154,0.0024384127810461154,0.0024384127810461154,0.0024384127810461154,[0.0024384127810461154]
external_mixed_v1,mixed_0186,1,0.9982038055331167,0.9982038055331167,0.9982038055331167,0.9982038055331166,[0.9982038055331167]
external_mixed_v1,mixed_0187,1,0.9999991205102049,0.9999991205102049,0.9999991205102049,0.9999991205102049,[0.9999991205102049]
external_mixed_v1,mixed_0188,1,0.9917254209087876,0.9917254209087876,0.9917254209087876,0.9917254209087876,[0.9917254209087876]
external_mixed_v1,mixed_0189,1,0.9999997778279933,0.9999997778279933,0.9999997778279933,0.9999997778279933,[0.9999997778279933]
external_mixed_v1,mixed_0190,1,0.9999784684304893,0.9999784684304893,0.9999784684304893,0.9999784684304893,[0.9999784684304893]
external_mixed_v1,mixed_0191,1,0.9999820320463421,0.9999820320463421,0.9999820320463421,0.9999820320463421,[0.9999820320463421]
external_mixed_v1,mixed_0192,1,0.9999993118934941,0.9999993118934941,0.9999993118934941,0.9999993118934942,[0.9999993118934941]
external_mixed_v1,mixed_0193,1,0.9999945543264889,0.9999945543264889,0.9999945543264889,0.999994554326489,[0.9999945543264889]
external_mixed_v1,mixed_0194,1,0.7934673598860625,0.7934673598860625,0.7934673598860625,0.7934673598860625,[0.7934673598860625]
external_mixed_v1,mixed_0195,1,0.10903196292440775,0.10903196292440775,0.10903196292440775,0.10903196292440775,[0.10903196292440775]
external_mixed_v1,mixed_0196,1,0.9819518072762468,0.9819518072762468,0.9819518072762468,0.9819518072762466,[0.9819518072762468]
external_mixed_v1,mixed_0197,1,0.9999994477374273,0.9999994477374273,0.9999994477374273,0.9999994477374272,[0.9999994477374273]
external_mixed_v1,mixed_0198,1,0.9999996036227717,0.9999996036227717,0.9999996036227717,0.9999996036227717,[0.9999996036227717]
external_mixed_v1,mixed_0199,1,0.999999929419019,0.999999929419019,0.999999929419019,0.9999999294190192,[0.999999929419019]
external_mixed_v1,mixed_0200,2,0.9999709670765812,0.5000017309956608,0.9999709670765812,0.862685012521989,"[0.9999709670765812,3.2494914740354614e-05]"
external_mixed_v1,mixed_0201,2,0.0002219088214233105,0.0002487059519195905,0.00027550308241587054,0.00024870774713507535,"[0.0002219088214233105,0.00027550308241587054]"
external_mixed_v1,mixed_0202,2,0.008848400499862475,0.5044235975335388,0.9999987945672151,0.8627729780080238,"[0.008848400499862475,0.9999987945672151]"
external_mixed_v1,mixed_0203,2,0.00039363412831441895,0.0002638251473326361,0.00039363412831441895,0.00026386727325852734,"[0.00039363412831441895,0.00013401616635085316]"
external_mixed_v1,mixed_0204,2,0.0012593277024370532,0.0008843152766435435,0.0012593277024370532,0.0008846668622362879,"[0.0012593277024370532,0.0005093028508500339]"
external_mixed_v1,mixed_0205,2,0.9940296197086137,0.9970144187448935,0.9999992177811733,0.9970366904813815,"[0.9940296197086137,0.9999992177811733]"
external_mixed_v1,mixed_0206,2,0.9997732994877366,0.506701079104721,0.9997732994877366,0.8625829308791684,"[0.9997732994877366,0.013628858721705248]"
external_mixed_v1,mixed_0207,2,0.004909229116008103,0.002501575508583868,0.004909229116008103,0.002516067148301136,"[0.004909229116008103,9.39219011596334e-05]"
external_mixed_v1,mixed_0208,2,0.9982866239170614,0.4992677031534687,0.9982866239170614,0.8610134541326369,"[0.9982866239170614,0.0002487823898760478]"
external_mixed_v1,mixed_0209,2,2.426930862447668e-06,0.500001062396414,0.9999996978619654,0.8627133497131749,"[2.426930862447668e-06,0.9999996978619654]"
