DATASET,ID,N_WINDOWS,SLS_FIRST,SLS_MEAN,SLS_MAX,SLS_LME5,SLS_WINDOWS
asvspoof_voice_wav_dev_v1,voice_0031__wav,2,2.940402518450332e-07,0.0008492065936018485,0.0016981191469518518,0.0008510082195001774,"[2.940402518450332e-07,0.0016981191469518518]"
asvspoof_voice_wav_dev_v1,voice_0032__wav,2,0.000723738645881169,0.3999099037038219,0.7990960687617626,0.6641260111370645,"[0.000723738645881169,0.7990960687617626]"
asvspoof_voice_wav_dev_v1,voice_0033__wav,2,3.3299556336735044e-07,4.4219673544925344e-05,8.810635152648334e-05,4.422448864613095e-05,"[3.3299556336735044e-07,8.810635152648334e-05]"
asvspoof_voice_wav_dev_v1,voice_0034__wav,2,2.738138805639066e-07,2.450929105817867e-07,2.738138805639066e-07,2.4509291262941854e-07,"[2.738138805639066e-07,2.1637194059966684e-07]"
asvspoof_voice_wav_dev_v1,voice_0035__wav,2,0.32959451186966926,0.21204264481386095,0.32959451186966926,0.24476564196577888,"[0.32959451186966926,0.09449077775805263]"
asvspoof_voice_wav_dev_v1,voice_0036__wav,2,0.002966843189177298,0.0034945288712112865,0.004022214553245275,0.0034952250008511944,"[0.002966843189177298,0.004022214553245275]"
asvspoof_voice_wav_dev_v1,voice_0037__wav,2,2.0323955762940554e-05,0.00014086388842494122,0.0002614038210869419,0.0001409002131111486,"[2.0323955762940554e-05,0.0002614038210869419]"
asvspoof_voice_wav_dev_v1,voice_0040__wav,2,0.0003572017817999204,0.13677862554990533,0.27320004931801073,0.18009036337517773,"[0.0003572017817999204,0.27320004931801073]"
asvspoof_voice_wav_dev_v1,voice_0041__wav,2,0.00377516059041204,0.39975899240393387,0.7957428242174557,0.6608907310145462,"[0.00377516059041204,0.7957428242174557]"
asvspoof_voice_wav_dev_v1,voice_0042__wav,2,0.40624176691453207,0.6998260241587206,0.9934102814029092,0.8651258201589578,"[0.40624176691453207,0.9934102814029092]"
asvspoof_voice_wav_dev_v1,voice_0043__wav,2,0.962157502948107,0.865430255111461,0.962157502948107,0.8879619263169605,"[0.962157502948107,0.7687030072748149]"
asvspoof_voice_wav_dev_v1,voice_0045__wav,2,2.2194244770986284e-07,8.845826509586021e-07,1.5472228542073415e-06,8.845837486842268e-07,"[2.2194244770986284e-07,1.5472228542073415e-06]"
asvspoof_voice_wav_dev_v1,voice_0046__wav,2,0.01890145431261527,0.011490175805955712,0.01890145431261527,0.011627462013334474,"[0.01890145431261527,0.004078897299296154]"
asvspoof_voice_wav_dev_v1,voice_0047__wav,3,4.703717737008234e-05,2.7282475351464453e-05,4.703717737008234e-05,2.7283205615656906e-05,"[4.703717737008234e-05,5.34383500517608e-06,2.9466413679134936e-05]"
asvspoof_voice_wav_dev_v1,voice_0048__wav,2,0.8869359948199778,0.9268969892494933,0.9668579836790088,0.9308629085360336,"[0.8869359948199778,0.9668579836790088]"
asvspoof_voice_wav_dev_v1,voice_0049__wav,2,5.6074174407234627e-08,7.191569949354486e-08,8.775722457985509e-08,7.191570012641585e-08,"[5.6074174407234627e-08,8.775722457985509e-08]"
asvspoof_voice_wav_dev_v1,voice_0050__wav,2,6.65432596501476e-08,8.255461083531525e-08,9.856596202048292e-08,8.255461148919766e-08,"[6.65432596501476e-08,9.856596202048292e-08]"
asvspoof_voice_wav_dev_v1,voice_0051__wav,2,2.0504349848347873e-07,2.4016154463100137e-07,2.75279590778524e-07,2.4016154770820647e-07,"[2.0504349848347873e-07,2.75279590778524e-07]"
asvspoof_voice_wav_dev_v1,voice_0052__wav,2,3.902770046216004e-07,0.007916397922323638,0.015832405567642656,0.008073014979153099,"[3.902770046216004e-07,0.015832405567642656]"
asvspoof_voice_wav_dev_v1,voice_0053__wav,2,2.2683024709097528e-07,7.458424343674364e-07,1.2648546216438977e-06,7.458431077958228e-07,"[2.2683024709097528e-07,1.2648546216438977e-06]"
asvspoof_voice_wav_dev_v1,voice_0054__wav,2,0.005409788187363897,0.09458896874019913,0.18376814929303437,0.1138453908099536,"[0.005409788187363897,0.18376814929303437]"
asvspoof_voice_wav_dev_v1,voice_0055__wav,2,0.9997076616210191,0.99985162094382,0.9999955802666209,0.999851672754532,"[0.9997076616210191,0.9999955802666209]"
asvspoof_voice_wav_dev_v1,voice_0056__wav,2,0.7683977396762379,0.6663339331148548,0.7683977396762379,0.6913189025399286,"[0.7683977396762379,0.5642701265534716]"
asvspoof_voice_wav_dev_v1,voice_0058__wav,2,1.8419300610935963e-06,1.6215123982784737e-06,1.8419300610935963e-06,1.6215125197400394e-06,"[1.8419300610935963e-06,1.401094735463351e-06]"
asvspoof_voice_wav_dev_v1,voice_0059__wav,2,0.001208568135461268,0.4959912006675251,0.990773833199589,0.8535591460222092,"[0.001208568135461268,0.990773833199589]"
asvspoof_voice_wav_dev_v1,voice_0060__wav,1,0.9997605680370875,0.9997605680370875,0.9997605680370875,0.9997605680370875,[0.9997605680370875]
asvspoof_voice_wav_dev_v1,voice_0061__wav,1,0.0313802990690541,0.0313802990690541,0.0313802990690541,0.0313802990690541,[0.0313802990690541]
asvspoof_voice_wav_dev_v1,voice_0062__wav,2,0.031067829321343204,0.3665793206404393,0.7020908119595354,0.5703233722075973,"[0.031067829321343204,0.7020908119595354]"
asvspoof_voice_wav_dev_v1,voice_0063__wav,2,1.3704562329698153e-07,1.2354926344773372e-07,1.3704562329698153e-07,1.2354926390005736e-07,"[1.3704562329698153e-07,1.1005290359848593e-07]"
asvspoof_voice_wav_dev_v1,voice_0064__wav,2,4.296055152062073e-06,2.9133170132568178e-06,4.296055152062073e-06,2.9133217931806754e-06,"[4.296055152062073e-06,1.5305788744515624e-06]"
asvspoof_voice_wav_dev_v1,voice_0066__wav,2,3.3895795938010807e-07,4.783705514638252e-07,6.177831435475425e-07,4.783706000540096e-07,"[3.3895795938010807e-07,6.177831435475425e-07]"
asvspoof_voice_wav_dev_v1,voice_0067__wav,2,3.5033659896577325e-06,6.25963100304003e-06,9.015896016422328e-06,6.259649995535246e-06,"[3.5033659896577325e-06,9.015896016422328e-06]"
asvspoof_voice_wav_dev_v1,voice_0068__wav,2,1.3188705900215388e-06,0.00033395944470416904,0.0006666000188183165,0.00033423606895550094,"[1.3188705900215388e-06,0.0006666000188183165]"
asvspoof_voice_wav_dev_v1,voice_0069__wav,2,0.5920018739812848,0.3026782439743056,0.5920018739812848,0.46415576992726226,"[0.5920018739812848,0.013354613967326378]"
asvspoof_voice_wav_dev_v1,voice_0070__wav,2,3.398297107770497e-06,1.8130069200679928e-06,3.398297107770497e-06,1.8130132029340345e-06,"[3.398297107770497e-06,2.277167323654883e-07]"
asvspoof_voice_wav_dev_v1,voice_0071__wav,2,0.6828411561107682,0.8280597188431742,0.97327828157558,0.876710457359461,"[0.6828411561107682,0.97327828157558]"
asvspoof_voice_wav_dev_v1,voice_0073__wav,1,0.0008511510300888096,0.0008511510300888096,0.0008511510300888096,0.0008511510300888096,[0.0008511510300888096]
asvspoof_voice_wav_dev_v1,voice_0074__wav,2,7.034570132573772e-06,3.682540254905787e-06,7.034570132573772e-06,3.682568345177999e-06,"[7.034570132573772e-06,3.305103772378022e-07]"
asvspoof_voice_wav_dev_v1,voice_0075__wav,2,0.996868769664991,0.9574492459013837,0.996868769664991,0.961309098459493,"[0.996868769664991,0.9180297221377764]"
asvspoof_voice_wav_dev_v1,voice_0076__wav,2,5.3119130374824134e-05,0.127075871026556,0.25409862292273716,0.16496112495622267,"[5.3119130374824134e-05,0.25409862292273716]"
asvspoof_voice_wav_dev_v1,voice_0077__wav,2,1.2744078925914425e-06,2.1404176909679133e-06,3.006427489344384e-06,2.1404195659061715e-06,"[1.2744078925914425e-06,3.006427489344384e-06]"
asvspoof_voice_wav_dev_v1,voice_0078__wav,2,2.8187508727023425e-06,4.417711178218665e-06,6.016671483734986e-06,4.417717569910179e-06,"[2.8187508727023425e-06,6.016671483734986e-06]"
asvspoof_voice_wav_dev_v1,voice_0079__wav,2,0.0029005349903037966,0.0713529830111271,0.1398054310319504,0.08284551705484977,"[0.0029005349903037966,0.1398054310319504]"
asvspoof_voice_wav_dev_v1,voice_0080__wav,2,0.9871084361827412,0.9894846638724626,0.9918608915621839,0.9894987796854492,"[0.9871084361827412,0.9918608915621839]"
asvspoof_voice_wav_dev_v1,voice_0081__wav,2,4.772047164037585e-07,1.1848438218753553e-06,1.892482927346952e-06,1.1848450737545208e-06,"[4.772047164037585e-07,1.892482927346952e-06]"
asvspoof_voice_wav_dev_v1,voice_0082__wav,2,1.4782752751070083e-06,6.9984203966798e-06,1.2518565518252592e-05,6.998496576681647e-06,"[1.4782752751070083e-06,1.2518565518252592e-05]"
asvspoof_voice_wav_dev_v1,voice_0083__wav,2,1.8845965888543015e-07,4.2711939013735813e-07,6.657791213892861e-07,4.2711953252128845e-07,"[1.8845965888543015e-07,6.657791213892861e-07]"
asvspoof_voice_wav_dev_v1,voice_0084__wav,2,5.128228638449796e-06,1.5699007964844787e-05,2.6269787291239778e-05,1.569928731827012e-05,"[5.128228638449796e-06,2.6269787291239778e-05]"
asvspoof_voice_wav_dev_v1,voice_0085__wav,2,0.6849206090589904,0.3928888476292797,0.6849206090589904,0.5567938293099856,"[0.6849206090589904,0.10085708619956901]"
asvspoof_voice_wav_dev_v1,voice_0086__wav,2,1.2173326106866646e-07,1.129543770347098e-06,2.1373542796255295e-06,1.129546309551567e-06,"[1.2173326106866646e-07,2.1373542796255295e-06]"
asvspoof_voice_wav_dev_v1,voice_0087__wav,2,1.4273357010635151e-05,2.8814568289412658e-05,4.335577956819017e-05,2.8815096906470158e-05,"[1.4273357010635151e-05,4.335577956819017e-05]"
asvspoof_voice_wav_dev_v1,voice_0088__wav,2,2.519068426763245e-07,7.7041586365278e-07,1.2889248846292357e-06,7.704165357969653e-07,"[2.519068426763245e-07,1.2889248846292357e-06]"
asvspoof_voice_wav_dev_v1,voice_0090__wav,2,0.0014816250708080147,0.4298158140981509,0.8581500031254937,0.7222610017385095,"[0.0014816250708080147,0.8581500031254937]"
asvspoof_voice_wav_dev_v1,voice_0091__wav,2,7.136012787416666e-07,0.00015811239944817792,0.0003155111976176142,0.000158174335395949,"[7.136012787416666e-07,0.0003155111976176142]"
asvspoof_voice_wav_dev_v1,voice_0092__wav,2,1.0369484986666017e-06,1.1789832965465015e-06,1.3210180944264012e-06,1.1789833469657338e-06,"[1.0369484986666017e-06,1.3210180944264012e-06]"
asvspoof_voice_wav_dev_v1,voice_0093__wav,2,0.0001721853025791078,0.487263964971532,0.9743557446404849,0.8372537263253783,"[0.0001721853025791078,0.9743557446404849]"
asvspoof_voice_wav_dev_v1,voice_0094__wav,2,0.9990512304548729,0.9968803626075109,0.9990512304548729,0.9968921440441989,"[0.9990512304548729,0.994709494760149]"
asvspoof_voice_wav_dev_v1,voice_0095__wav,2,2.360273735678685e-05,0.01765818743883468,0.035292772140312574,0.018434628594753238,"[2.360273735678685e-05,0.035292772140312574]"
asvspoof_voice_wav_dev_v1,voice_0096__wav,2,2.7833756374383695e-07,5.764425732405621e-07,8.745475827372873e-07,5.764427954050243e-07,"[2.7833756374383695e-07,8.745475827372873e-07]"
asvspoof_voice_wav_dev_v1,voice_0097__wav,2,9.862901871757679e-07,3.5213476765741395e-06,6.056405165972511e-06,3.5213637428551393e-06,"[9.862901871757679e-07,6.056405165972511e-06]"
asvspoof_voice_wav_dev_v1,voice_0098__wav,2,0.039438654486438,0.35620688191402844,0.6729751093416189,0.5425934589645449,"[0.039438654486438,0.6729751093416189]"
asvspoof_voice_wav_dev_v1,voice_0099__wav,2,0.6720296146366025,0.7199645557805538,0.7678994969245053,0.7256547834589523,"[0.6720296146366025,0.7678994969245053]"
asvspoof_voice_wav_dev_v1,voice_0100__wav,2,0.9999998801328916,0.999999897644776,0.9999999151566604,0.9999998976447767,"[0.9999998801328916,0.9999999151566604]"
asvspoof_voice_wav_dev_v1,voice_0101__wav,2,0.9999999243987402,0.9999999096312355,0.9999999243987402,0.9999999096312362,"[0.9999999243987402,0.999999894863731]"
asvspoof_voice_wav_dev_v1,voice_0102__wav,2,0.9999999292180112,0.9999998631371977,0.9999999292180112,0.9999998631372085,"[0.9999999292180112,0.9999997970563842]"
asvspoof_voice_wav_dev_v1,voice_0104__wav,2,0.9999999667449442,0.9999999675237954,0.9999999683026467,0.9999999675237954,"[0.9999999667449442,0.9999999683026467]"
asvspoof_voice_wav_dev_v1,voice_0105__wav,1,0.9999998791078224,0.9999998791078224,0.9999998791078224,0.9999998791078223,[0.9999998791078224]
asvspoof_voice_wav_dev_v1,voice_0107__wav,2,0.9999999338687152,0.9999999283934704,0.9999999338687152,0.9999999283934704,"[0.9999999338687152,0.9999999229182255]"
asvspoof_voice_wav_dev_v1,voice_0109__wav,2,0.9999998500807838,0.9999998777800051,0.9999999054792263,0.999999877780007,"[0.9999998500807838,0.9999999054792263]"
asvspoof_voice_wav_dev_v1,voice_0110__wav,2,0.9999997987397603,0.9999997878433553,0.9999997987397603,0.9999997878433555,"[0.9999997987397603,0.9999997769469504]"
asvspoof_voice_wav_dev_v1,voice_0111__wav,2,0.9999998855810937,0.9999998793902234,0.9999998855810937,0.9999998793902234,"[0.9999998855810937,0.9999998731993532]"
asvspoof_voice_wav_dev_v1,voice_0112__wav,2,0.9999999756702668,0.9999999756942578,0.9999999757182488,0.9999999756942577,"[0.9999999756702668,0.9999999757182488]"
asvspoof_voice_wav_dev_v1,voice_0113__wav,2,0.9999946174005864,0.9999967519698826,0.9999988865391788,0.9999967519812735,"[0.9999946174005864,0.9999988865391788]"
asvspoof_voice_wav_dev_v1,voice_0114__wav,2,0.9999999265323222,0.999999885683375,0.9999999265323222,0.9999998856833792,"[0.9999999265323222,0.9999998448344277]"
asvspoof_voice_wav_dev_v1,voice_0115__wav,2,0.9999999505693336,0.9999999399897335,0.9999999505693336,0.9999999399897337,"[0.9999999505693336,0.9999999294101335]"
asvspoof_voice_wav_dev_v1,voice_0116__wav,2,0.999999951688323,0.9999999534904069,0.9999999552924907,0.9999999534904068,"[0.999999951688323,0.9999999552924907]"
asvspoof_voice_wav_dev_v1,voice_0117__wav,2,0.9999999617807137,0.9999999615490743,0.9999999617807137,0.9999999615490743,"[0.9999999617807137,0.999999961317435]"
asvspoof_voice_wav_dev_v1,voice_0118__wav,2,0.999999917889265,0.9999999283820469,0.9999999388748289,0.9999999283820472,"[0.999999917889265,0.9999999388748289]"
asvspoof_voice_wav_dev_v1,voice_0119__wav,2,0.9999999734763887,0.9999999713547882,0.9999999734763887,0.9999999713547882,"[0.9999999734763887,0.9999999692331879]"
asvspoof_voice_wav_dev_v1,voice_0120__wav,2,0.999999976688786,0.9999999778689175,0.9999999790490488,0.9999999778689175,"[0.999999976688786,0.9999999790490488]"
asvspoof_voice_wav_dev_v1,voice_0123__wav,2,0.9999978152918992,0.9999983606966287,0.9999989061013583,0.9999983606973725,"[0.9999978152918992,0.9999989061013583]"
asvspoof_voice_wav_dev_v1,voice_0124__wav,2,0.9999998647568827,0.9999998441713616,0.9999998647568827,0.9999998441713627,"[0.9999998647568827,0.9999998235858405]"
asvspoof_voice_wav_dev_v1,voice_0125__wav,2,0.9999998433589287,0.9999998836761999,0.9999999239934712,0.9999998836762038,"[0.9999998433589287,0.9999999239934712]"
asvspoof_voice_wav_dev_v1,voice_0126__wav,2,0.9999998673359093,0.9999998832281924,0.9999998991204757,0.9999998832281932,"[0.9999998673359093,0.9999998991204757]"
asvspoof_voice_wav_dev_v1,voice_0127__wav,2,0.9999999308161199,0.9999999234552592,0.9999999308161199,0.9999999234552593,"[0.9999999308161199,0.9999999160943985]"
asvspoof_voice_wav_dev_v1,voice_0128__wav,2,0.9999996199743458,0.9999997827606597,0.9999999455469736,0.999999782760726,"[0.9999996199743458,0.9999999455469736]"
asvspoof_voice_wav_dev_v1,voice_0129__wav,2,0.999999946623713,0.9999999587451679,0.9999999708666227,0.9999999587451682,"[0.999999946623713,0.9999999708666227]"
asvspoof_voice_wav_dev_v1,voice_0130__wav,2,0.9999999472186928,0.9999999518327679,0.999999956446843,0.999999951832768,"[0.9999999472186928,0.999999956446843]"
asvspoof_voice_wav_dev_v1,voice_0131__wav,2,0.9999999442605481,0.9999999479047179,0.9999999515488879,0.9999999479047179,"[0.9999999442605481,0.9999999515488879]"
asvspoof_voice_wav_dev_v1,voice_0132__wav,2,0.9999999161973993,0.9999999147588245,0.9999999161973993,0.9999999147588247,"[0.9999999161973993,0.99999991332025]"
asvspoof_voice_wav_dev_v1,voice_0133__wav,2,0.999999853246639,0.9999998586669464,0.9999998640872538,0.9999998586669465,"[0.999999853246639,0.9999998640872538]"
asvspoof_voice_wav_dev_v1,voice_0134__wav,1,0.9999981902682049,0.9999981902682049,0.9999981902682049,0.9999981902682048,[0.9999981902682049]
asvspoof_voice_wav_dev_v1,voice_0135__wav,2,0.9999999276583639,0.9999999384563629,0.999999949254362,0.9999999384563631,"[0.9999999276583639,0.999999949254362]"
asvspoof_voice_wav_dev_v1,voice_0137__wav,2,0.9999999717434053,0.9999999707428178,0.9999999717434053,0.9999999707428178,"[0.9999999717434053,0.9999999697422302]"
asvspoof_voice_wav_dev_v1,voice_0138__wav,2,0.9999999108407358,0.9999999294898064,0.999999948138877,0.9999999294898073,"[0.9999999108407358,0.999999948138877]"
asvspoof_voice_wav_dev_v1,voice_0139__wav,2,0.9999999484153037,0.999999947856332,0.9999999484153037,0.9999999478563317,"[0.9999999484153037,0.9999999472973601]"
asvspoof_voice_wav_dev_v1,voice_0140__wav,2,0.9999996402088855,0.9999997881188394,0.9999999360287933,0.9999997881188941,"[0.9999996402088855,0.9999999360287933]"
asvspoof_voice_wav_dev_v1,voice_0141__wav,2,0.9999999664005295,0.9999999713735896,0.9999999763466497,0.9999999713735896,"[0.9999999664005295,0.9999999763466497]"
asvspoof_voice_wav_dev_v1,voice_0142__wav,2,0.9999999625684505,0.9999999304492471,0.9999999625684505,0.9999999304492496,"[0.9999999625684505,0.9999998983300437]"
asvspoof_voice_wav_dev_v1,voice_0143__wav,2,0.9999998827916312,0.999999896097398,0.9999999094031649,0.9999998960973985,"[0.9999998827916312,0.9999999094031649]"
asvspoof_voice_wav_dev_v1,voice_0145__wav,2,0.9999999253402096,0.9999999470943461,0.9999999688484825,0.9999999470943474,"[0.9999999253402096,0.9999999688484825]"
asvspoof_voice_wav_dev_v1,voice_0146__wav,2,0.9999999019760492,0.9999999037919554,0.9999999056078617,0.9999999037919552,"[0.9999999019760492,0.9999999056078617]"
asvspoof_voice_wav_dev_v1,voice_0148__wav,2,0.9999999668180606,0.999999958379074,0.9999999668180606,0.9999999583790741,"[0.9999999668180606,0.9999999499400872]"
asvspoof_voice_wav_dev_v1,voice_0149__wav,2,0.9999999686212201,0.9999999711827179,0.9999999737442156,0.9999999711827179,"[0.9999999686212201,0.9999999737442156]"
asvspoof_voice_wav_dev_v1,voice_0150__wav,2,0.9999999223062566,0.999999917640306,0.9999999223062566,0.9999999176403062,"[0.9999999223062566,0.9999999129743555]"
asvspoof_voice_wav_dev_v1,voice_0151__wav,2,0.9999993016210861,0.999999527703233,0.99999975378538,0.9999995277033606,"[0.9999993016210861,0.99999975378538]"
asvspoof_voice_wav_dev_v1,voice_0153__wav,2,0.9999998680665575,0.999999865944698,0.9999998680665575,0.999999865944698,"[0.9999998680665575,0.9999998638228386]"
asvspoof_voice_wav_dev_v1,voice_0154__wav,2,0.9999998851213295,0.9999998905997151,0.9999998960781006,0.9999998905997151,"[0.9999998851213295,0.9999998960781006]"
asvspoof_voice_wav_dev_v1,voice_0155__wav,2,0.9999997637881052,0.9999996975032326,0.9999997637881052,0.9999996975032435,"[0.9999997637881052,0.99999963121836]"
asvspoof_voice_wav_dev_v1,voice_0156__wav,2,0.9999998868279113,0.9999998785774462,0.9999998868279113,0.9999998785774464,"[0.9999998868279113,0.9999998703269811]"
asvspoof_voice_wav_dev_v1,voice_0157__wav,2,0.999999796204176,0.9999997656119264,0.999999796204176,0.9999997656119287,"[0.999999796204176,0.9999997350196768]"
asvspoof_voice_wav_dev_v1,voice_0158__wav,2,0.9999999343486762,0.9999999232163141,0.9999999343486762,0.9999999232163145,"[0.9999999343486762,0.9999999120839522]"
asvspoof_voice_wav_dev_v1,voice_0159__wav,1,0.9999999604771463,0.9999999604771463,0.9999999604771463,0.9999999604771463,[0.9999999604771463]
asvspoof_voice_wav_dev_v1,voice_0160__wav,2,0.9999996336594658,0.9999996844242003,0.9999997351889349,0.9999996844242067,"[0.9999996336594658,0.9999997351889349]"
asvspoof_voice_wav_dev_v1,voice_0161__wav,2,0.9999999620040726,0.9999999662847927,0.9999999705655127,0.9999999662847927,"[0.9999999620040726,0.9999999705655127]"
asvspoof_voice_wav_dev_v1,voice_0162__wav,2,0.9999998374449366,0.9999998313284315,0.9999998374449366,0.9999998313284315,"[0.9999998374449366,0.9999998252119263]"
asvspoof_voice_wav_dev_v1,voice_0163__wav,2,0.9999197261205648,0.9999597463941922,0.9999997666678195,0.9999597503982478,"[0.9999197261205648,0.9999997666678195]"
asvspoof_voice_wav_dev_v1,voice_0164__wav,2,0.9999999307470716,0.9999999423748591,0.9999999540026466,0.9999999423748595,"[0.9999999307470716,0.9999999540026466]"
asvspoof_voice_wav_dev_v1,voice_0165__wav,2,0.9999999679309047,0.9999999594444666,0.9999999679309047,0.9999999594444666,"[0.9999999679309047,0.9999999509580284]"
asvspoof_voice_wav_dev_v1,voice_0166__wav,2,0.9999999611585539,0.9999999618947828,0.9999999626310115,0.9999999618947827,"[0.9999999611585539,0.9999999626310115]"
asvspoof_voice_wav_dev_v1,voice_0167__wav,2,0.9999999404670548,0.9999999457884253,0.9999999511097959,0.9999999457884254,"[0.9999999404670548,0.9999999511097959]"
asvspoof_voice_wav_dev_v1,voice_0170__wav,2,0.999999938183552,0.9999999427207462,0.9999999472579405,0.9999999427207463,"[0.999999938183552,0.9999999472579405]"
asvspoof_voice_wav_dev_v1,voice_0171__wav,2,0.9999999496872839,0.9999999442576133,0.9999999496872839,0.9999999442576133,"[0.9999999496872839,0.9999999388279428]"
asvspoof_voice_wav_dev_v1,voice_0173__wav,2,0.9999997850443185,0.9999997745392573,0.9999997850443185,0.9999997745392575,"[0.9999997850443185,0.999999764034196]"
asvspoof_voice_wav_dev_v1,voice_0174__wav,2,0.9999999724869032,0.9999999710212191,0.9999999724869032,0.9999999710212191,"[0.9999999724869032,0.999999969555535]"
