ID,SOURCE_ID,SOURCE_BANK,GROUP_ID,COMPONENT,LABEL,PATH,GENERATOR,RAW_TRUTH_SHA256,AUDIO_SHA256,EAT_VOICE,EAT_MUSIC,PANNS_VOICE,PANNS_MUSIC,BOTH_VOICE_REVIEW,EITHER_VOICE_REVIEW
echoes_v1:echoes_real_0054,echoes_real_0054,echoes_v1,music_0092,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0054.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,cd4a2c8324db13fd21da20c860dfb8b7184bbccc25e961ed82a9568357249e08,0.24244464933872223,0.9193334579467773,0.5670678019523621,0.8884450197219849,False,True
echoes_v1:echoes_real_0067,echoes_real_0067,echoes_v1,music_0094,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0067.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,d1aa7241309a977500ca67d34f04b03d2560173b2d24f39249d9a64b01fc39c0,0.015195020474493504,0.7267037034034729,0.03168024122714996,0.4800776541233063,False,False
echoes_v1:echoes_real_0011,echoes_real_0011,echoes_v1,music_0178,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0011.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,d171a947658534e4f4d9a6caa1e40c6cd80d1b97c6b390bd33cd733d915c7109,0.02616102434694767,0.9291881918907166,0.04312017187476158,0.9098730087280273,False,False
echoes_v1:echoes_real_0142,echoes_real_0142,echoes_v1,music_0059,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0142.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,e6a39cc7e51aa4174456d71e9ef0ce21a60db89d934f172d5e4ac527bcfede65,0.13214129209518433,0.8768447637557983,0.08970959484577179,0.9250383973121643,False,False
echoes_v1:echoes_real_0146,echoes_real_0146,echoes_v1,music_0098,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0146.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,16eda5a269b00bfbc5ad16edab6582f470746a72d912f31a360287e3a01ea0e2,0.269492506980896,0.9113637804985046,0.19917985796928406,0.8892552256584167,False,False
echoes_v1:echoes_real_0187,echoes_real_0187,echoes_v1,music_0002,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0187.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,d653df723e2945a106c310ff9bbb13dc1c93020422d4b95b352294abecbc2911,0.9104409217834473,0.9328249096870422,0.721637487411499,0.8330597281455994,True,True
echoes_v1:echoes_real_0166,echoes_real_0166,echoes_v1,music_0194,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0166.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,3b8b48abf2cadb8563f81f1bed804879a087f4d655a4cce14e119e449678312d,0.03476520627737045,0.9118452668190002,0.1357649862766266,0.8513152003288269,False,False
echoes_v1:echoes_real_0113,echoes_real_0113,echoes_v1,music_0031,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0113.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,cc9e28f466e3e3cd7f630d7d0da6bb2e5dc5b142219049dadab6bc9ce2889f19,0.33785656094551086,0.9238036274909973,0.2525761127471924,0.924290657043457,False,False
echoes_v1:echoes_real_0141,echoes_real_0141,echoes_v1,music_0115,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0141.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,c7410b37d90db3f559a3d5b4c623db3d911373d8c3a82fd2edfc36b7e0ee9262,0.01336667686700821,0.8495318293571472,0.024068227037787437,0.8748847842216492,False,False
echoes_v1:echoes_real_0104,echoes_real_0104,echoes_v1,music_0013,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0104.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,0a10a3f91b2aff66d3c2101ebb0391d9014c11fcda7c502ca64cf6e9f5770a79,0.18859514594078064,0.9370136260986328,0.17429311573505402,0.8599733114242554,False,False
echoes_v1:echoes_real_0096,echoes_real_0096,echoes_v1,music_0019,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0096.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,5e9cf2d341d417dd88bff0f219b77a1782d99743ecfe3e047f8c1b1a59f68d68,0.012371624819934368,0.843471109867096,0.030725060030817986,0.7809765338897705,False,False
echoes_v1:echoes_real_0005,echoes_real_0005,echoes_v1,music_0023,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0005.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,aec57212b2ca519205c3ddc82eddc52776c4733ab543f695033fb8c4feb57d66,0.09192682057619095,0.7925912141799927,0.1421200931072235,0.8433563709259033,False,False
echoes_v1:echoes_real_0176,echoes_real_0176,echoes_v1,music_0001,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0176.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,4c1a0dac797a69a4ce2c8f6a1d94559a409a00c3d8bb6e8121dd7a5ed39cabc5,0.6791290640830994,0.8718011975288391,0.26126590371131897,0.8648281097412109,False,True
echoes_v1:echoes_real_0024,echoes_real_0024,echoes_v1,music_0051,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0024.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,6550714b51d7e58b426c11aedd26ddf3434e2be64099ae865279b377d9d0dd96,0.04871660843491554,0.9115412831306458,0.14953768253326416,0.9331743121147156,False,False
echoes_v1:echoes_real_0135,echoes_real_0135,echoes_v1,music_0017,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0135.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,927ea0aa773152e2346beb2725a31edeb6cc340fa3de02e9998941dff533668f,0.21315822005271912,0.9221404194831848,0.2522803544998169,0.8784870505332947,False,False
echoes_v1:echoes_real_0060,echoes_real_0060,echoes_v1,music_0056,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0060.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,d19df6e90a4c2b4bee4400587a8e5d86a1532c410f1f600d635614fd61748ac2,0.023603953421115875,0.6610185503959656,0.06136348098516464,0.8634031414985657,False,False
echoes_v1:echoes_real_0161,echoes_real_0161,echoes_v1,music_0175,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0161.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,27714a22885c2cb0eddb2cc8b08f0fa2b4fec16b24b82cdc435156cb3dcc730a,0.050203438848257065,0.9353553056716919,0.17756767570972443,0.9103403687477112,False,False
echoes_v1:echoes_real_0097,echoes_real_0097,echoes_v1,music_0041,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0097.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,e19cf42b11a9718b77b548b7442bac30760d91bb8b10ed562f663a3a0737a99c,0.1504853069782257,0.7683599591255188,0.24082624912261963,0.8923141956329346,False,False
echoes_v1:echoes_real_0076,echoes_real_0076,echoes_v1,music_0086,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0076.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,933ef05cf5f7bd3e8b89ebb00825ceb748f4556a9d81728b72f6aaec43d3ccfc,0.015328217297792435,0.9335283041000366,0.025389323011040688,0.9046281576156616,False,False
echoes_v1:echoes_real_0167,echoes_real_0167,echoes_v1,music_0061,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0167.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,1e74c1fc0cc9b3212ca4ad64b2b53c582e1adc8b6a2f7dad7744050f53fd8733,0.031422000378370285,0.7804452776908875,0.03406733274459839,0.8959071636199951,False,False
echoes_v1:echoes_real_0036,echoes_real_0036,echoes_v1,music_0144,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0036.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,f4318987e5063f0371e5d5a94f1504a86318e6f7e7b9a878d3cbb440a11a0817,0.034497037529945374,0.8094875812530518,0.03801974281668663,0.9122637510299683,False,False
echoes_v1:echoes_real_0020,echoes_real_0020,echoes_v1,music_0067,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0020.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,5400e74c705925c9fde1d8e03e62eca762a9da68aa1dafe8805bf41c7c5069ec,0.14146427810192108,0.9609728455543518,0.35421106219291687,0.9401323199272156,False,False
echoes_v1:echoes_real_0088,echoes_real_0088,echoes_v1,music_0141,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0088.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,3517a4cfca15f89107ec3cbda15b612e96f2bf68521f771dc3f274bf563f78ef,0.5561981797218323,0.8404282927513123,0.5646778345108032,0.7754116058349609,True,True
echoes_v1:echoes_real_0031,echoes_real_0031,echoes_v1,music_0128,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0031.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,bebe5b450952463d5b221f38e7f1d1be07ae71cee23769f101651b3815aee80c,0.0321832038462162,0.9353330135345459,0.3000320494174957,0.899648129940033,False,False
echoes_v1:echoes_real_0184,echoes_real_0184,echoes_v1,music_0052,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0184.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,643b43523e515c3efbb3070f2dfd51a68df8eaae7dcb22f8eb53cfc5cbc08910,0.660400390625,0.9434079527854919,0.5557625889778137,0.9094971418380737,True,True
echoes_v1:echoes_real_0023,echoes_real_0023,echoes_v1,music_0177,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0023.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,e279fb94b6762a6afc7a97d1fdc13d72dc830c8be6ab96d5138ed0a96e8f1fa7,0.037433549761772156,0.8918004035949707,0.06248486414551735,0.8654502034187317,False,False
echoes_v1:echoes_real_0013,echoes_real_0013,echoes_v1,music_0048,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0013.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,0daf23c4e1056e8b944bd577d787659b76d153b6ac19a17fdb3d527ce0f62eef,0.014969478361308575,0.8290974497795105,0.022663097828626633,0.8128176331520081,False,False
echoes_v1:echoes_real_0025,echoes_real_0025,echoes_v1,music_0191,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0025.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,6bf089ffab3b393a2ceb1857ba20b846d1ecfef62f40eff1963c6f89b5ff53bf,0.632326066493988,0.9409765005111694,0.08943813294172287,0.840595006942749,False,True
echoes_v1:echoes_real_0075,echoes_real_0075,echoes_v1,music_0135,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0075.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,cf36cc930aacb0acb30b61b73ca7b8043622c147779dee5a1afee7d75370af2c,0.014508187770843506,0.6813464164733887,0.02108064293861389,0.6342030167579651,False,False
echoes_v1:echoes_real_0095,echoes_real_0095,echoes_v1,music_0070,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0095.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,e1d848e63cd7e0564459bb440962f8200cf2aa5acaf715c5888f68edcd1c4578,0.29928499460220337,0.9005802869796753,0.2851088345050812,0.8869163990020752,False,False
echoes_v1:echoes_real_0086,echoes_real_0086,echoes_v1,music_0170,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0086.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,d9943e41bb66b0080eda3ec2e82dd9692c4b513d7ddb62f9280aead4fcbbfeed,0.36756521463394165,0.8777233362197876,0.37851449847221375,0.8695654273033142,False,False
echoes_v1:echoes_real_0116,echoes_real_0116,echoes_v1,music_0147,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0116.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,883ce86e420835f89597fad89c4f132ad77d28b257e1c83820c77650c8f064ff,0.8333399295806885,0.9009698033332825,0.6101331114768982,0.9283338189125061,True,True
echoes_v1:echoes_real_0121,echoes_real_0121,echoes_v1,music_0049,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0121.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,dfdb663ecb6b1c656ad13f8a3c76f3e3e7dbfbc354df12435e9c14bba563a7cb,0.1679714322090149,0.8603299260139465,0.2685401141643524,0.8604996800422668,False,False
echoes_v1:echoes_real_0065,echoes_real_0065,echoes_v1,music_0035,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0065.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,86176cb8cdb0c014a66fd92ba27f91d14a68fa306f69244051a6dd79dde344b0,0.2746398150920868,0.8597197532653809,0.20719239115715027,0.8604754209518433,False,False
echoes_v1:echoes_real_0081,echoes_real_0081,echoes_v1,music_0173,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0081.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,bbabc01f476b99484b9d9d79d04c8592756d8a3256a4be6e09aa168dc783808a,0.3733752369880676,0.8043143153190613,0.3363710343837738,0.7528565526008606,False,False
echoes_v1:echoes_real_0186,echoes_real_0186,echoes_v1,music_0120,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0186.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,0129afc12907105f786c0ee36ff73ee7982ef1bdf27db5c6a945d7c121c51863,0.01620243862271309,0.7823962569236755,0.030851086601614952,0.8038673400878906,False,False
echoes_v1:echoes_real_0055,echoes_real_0055,echoes_v1,music_0163,MUSIC,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_real_0055.flac,real,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,63afade743c57d9ec61d7adc509eea49f7ec7d1595ed9f30c92e13510835f5b2,0.11027003824710846,0.656928300857544,0.1546601951122284,0.41634514927864075,False,False
echoes_v1:echoes_fake_0064,echoes_fake_0064,echoes_v1,Mountain Mist - Modey Lemon,MUSIC,1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_fake_0064.mp3,audioldm,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,32e9699ce4fb7b25a91664707f4c93aa622aac3b23bcf7c5fd1a78f5de54889f,0.07656504958868027,0.9357790350914001,0.17138822376728058,0.8906105160713196,False,False
echoes_v1:echoes_fake_0387,echoes_fake_0387,echoes_v1,Mountain Mist - Modey Lemon,MUSIC,1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_fake_0387.mp3,producer,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,4d32c8101dc996c175552a22c48298cc8b78ce932cf2376f3968b92e2279dd37,0.007761446293443441,0.81013423204422,0.034943994134664536,0.9326072335243225,False,False
echoes_v1:echoes_fake_0087,echoes_fake_0087,echoes_v1,March of the GPA Mechanics - [t]ghost,MUSIC,1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_fake_0087.mp3,audioldm,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,acc6c229eb067ae8d51a202c211d9e2ce1acc139d5aa1fe68b991526a459d2a9,0.016613872721791267,0.6472203135490417,0.05042373389005661,0.8186807036399841,False,False
echoes_v1:echoes_fake_0340,echoes_fake_0340,echoes_v1,Nature Is Over / Defined - Bird Names,MUSIC,1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_fake_0340.wav,musicgen,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,c4c68dcb312cd384aa24b105eb7c7cc8b0c3301bfac597039083a208ce0fc082,0.025232089683413506,0.72139972448349,0.046319328248500824,0.9272624850273132,False,False
echoes_v1:echoes_fake_0477,echoes_fake_0477,echoes_v1,I Can See Everything - Mod Fun,MUSIC,1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_fake_0477.mp3,stableaudio,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,3eb615b33e408098c5dfcf3015f340961a40888fd60f66c3fa3ff28cc5768ef9,0.027398234233260155,0.863980770111084,0.044031303375959396,0.8855504989624023,False,False
echoes_v1:echoes_fake_0580,echoes_fake_0580,echoes_v1,Mountain Mist - Modey Lemon,MUSIC,1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_fake_0580.mp3,udio,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,b83d2b98cfe708022e43189208c82e548051a32c19b7f464265514be17d421d2,0.05670240893959999,0.9168928861618042,0.47680988907814026,0.904811441898346,False,False
echoes_v1:echoes_fake_0238,echoes_fake_0238,echoes_v1,Only Instrumental - Broke For Free,MUSIC,1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echoes_v1/audio/echoes_fake_0238.mp3,elevenlabs,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c,87328a8fad13b722869a7d69e0d3b03a23a960131022a07af42c98c202cdc7cf,0.013996274210512638,0.8416281342506409,0.16611266136169434,0.8748646974563599,False,False
