ID,PANNS_VOICE_PRESENT_PROB,PANNS_MUSIC_PRESENT_PROB,EAT_VOICE_PRESENT_PROB,EAT_MUSIC_PRESENT_PROB,EAT_MUSIC_PROBE_PROB,PHONE_VOICE_PROB,IS_TELEPHONE,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
M1 passagio,0.2154475450515747,0.29003065824508667,0.22820034623146057,0.2771603465080261,0.9999545812606812,nan,0,0.21991102546453475,0.5670502591133117
M1 scale,0.18089579045772552,0.24695342779159546,0.2315463423728943,0.09063105285167694,0.9999206066131592,nan,0,0.1986234836280346,0.46372621685266496
M10 caro mio ben,0.268144816160202,0.1541023701429367,0.2395940124988556,0.07972926646471024,0.9999067783355713,nan,0,0.25815203487873073,0.45226265743374827
M10 passagio,0.36931130290031433,0.09342560172080994,0.2763524651527405,0.06387422233819962,0.9995818734169006,nan,0,0.3367757096886635,0.43993036553263665
M10 scale,0.4668011963367462,0.4769338369369507,0.280013769865036,0.13527582585811615,0.9999518394470215,nan,0,0.4014255970716476,0.5016457119584083
M11 caro mio ben,0.2520819306373596,0.3826550245285034,0.30429306626319885,0.09107835590839386,0.9999450445175171,nan,0,0.27035582810640335,0.47211963146924973
M11 passagio,0.12026893347501755,0.2164015918970108,0.17645946145057678,0.03704855591058731,0.9998218417167664,nan,0,0.13993561826646328,0.4329190523922444
M11 scale,0.19404983520507812,0.2875104546546936,0.1922088861465454,0.1203775405883789,0.9999862909317017,nan,0,0.19340550303459167,0.4822490155696869
M2 caro mio ben,0.29078513383865356,0.1761953979730606,0.37871772050857544,0.07078392803668976,0.9998964071273804,nan,0,0.32156153917312624,0.44875360786914825
M2 passagio,0.10510223358869553,0.20873016119003296,0.27736154198646545,0.06214325129985809,0.9998243451118469,nan,0,0.165392991527915,0.44601090341806415
M2 scale,0.3696300685405731,0.6577843427658081,0.2199670523405075,0.15263405442237854,0.9999666213989258,nan,0,0.31724801287055016,0.5218760985136033
M3 caro mio ben,0.3007552921772003,0.344965398311615,0.25258713960647583,0.07328982651233673,0.9999843835830688,nan,0,0.28389643877744675,0.4602681836485863
M3 passagio,0.098624087870121,0.09924664348363876,0.12053418904542923,0.11697807163000107,0.9998345375061035,nan,0,0.10629262328147888,0.4690567722916603
M3 scale,0.17515794932842255,0.20985792577266693,0.25948721170425415,0.10342329740524292,0.9999815225601196,nan,0,0.2046731911599636,0.46843266516923904
M4 caro mio ben,0.20502451062202454,0.3679886758327484,0.43495309352874756,0.08242824673652649,0.9999037981033325,nan,0,0.2854995146393776,0.46655209302902223
M4 passagio,0.30380961298942566,0.30453068017959595,0.4148787260055542,0.18365155160427094,0.9999451637268066,nan,0,0.3426838025450707,0.5174217441678047
M4 scale,0.1579173058271408,0.43489545583724976,0.24031122028827667,0.07126285135746002,0.9999513626098633,nan,0,0.18675517588853835,0.4645562121272087
M5 caro mio ben,0.29468512535095215,0.29481813311576843,0.4045698344707489,0.0694662556052208,0.9999202489852905,nan,0,0.33314477354288097,0.45516896560788156
M5 passagio,0.4121960401535034,0.204664409160614,0.42713019251823425,0.14682677388191223,0.9999818801879883,nan,0,0.4174229934811592,0.4915590745210648
M5 scale,0.4230419099330902,0.1001482754945755,0.395730197429657,0.10670536011457443,0.9999799728393555,nan,0,0.41348281055688857,0.46362178012728694
M6 caro mio ben,0.2443317025899887,0.4554179906845093,0.3146876096725464,0.08497241884469986,0.9999332427978516,nan,0,0.2689562700688839,0.47318348273634914
M6 passagio,0.267007976770401,0.09395100921392441,0.3154052495956421,0.05507562309503555,0.9997900128364563,nan,0,0.2839470222592354,0.4352939021587372
M6 scale,0.32914724946022034,0.48449084162712097,0.39782148599624634,0.14506931602954865,0.9999547004699707,nan,0,0.35318323224782944,0.5073887613415718
M7 caro mio ben,0.20199094712734222,0.24645307660102844,0.21525266766548157,0.12141765654087067,0.9999233484268188,nan,0,0.206632549315691,0.4803220584988594
M7 passagio,0.12618151307106018,0.039799805730581284,0.2549743056297302,0.027269810438156128,0.9998972415924072,nan,0,0.1712589904665947,0.4170725826174021
M7 scale,0.2105308324098587,0.2767776846885681,0.1915336400270462,0.07261431962251663,0.999977707862854,nan,0,0.20388181507587433,0.4558094768226147
M8 caro mio ben,0.35582035779953003,0.15437473356723785,0.22048074007034302,0.08530639857053757,0.9999502897262573,nan,0,0.30845149159431456,0.4553080551326275
M8 passagio,0.14337728917598724,0.15345539152622223,0.09870823472738266,0.1239001601934433,0.999947190284729,nan,0,0.12774312011897565,0.4760922861099243
M8 scale,0.11232808977365494,0.15108491480350494,0.15955941379070282,0.11002431809902191,0.999983549118042,nan,0,0.1288590531796217,0.4684716463088989
M9 caro mio ben,0.4415730834007263,0.7672350406646729,0.31387507915496826,0.15668201446533203,0.9999734163284302,nan,0,0.396878781914711,0.5306317567825317
M9 passagio,0.4984509348869324,0.15874193608760834,0.8114058971405029,0.1270918846130371,0.999961256980896,nan,0,0.6079851716756821,0.47813863664865497
M9 scale,0.8780378699302673,0.12188132852315903,0.3796605169773102,0.1657213717699051,0.9999675750732422,nan,0,0.7036057963967324,0.4967894504964352
