BASE_ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SNR_DB,OVERLAP_FRACTION,ORDER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE,VOICE_SOURCE_DATASET
cmbv6_0010,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,asvspoof2021-df:DF_E_2137307,asvspoof2021-df:TFF1,Task2-team23,asvspoof2021-df:DF_E_2137307,voice_pool/e3137b949167fa11902e.flac,122001,fma:122001,FMA,unscreened_real_noncausal,RM_122_122001,unmixed_dataset/eval/RM_122_122001.wav,0,1.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0011,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,asvspoof2021-df:DF_E_2065569,asvspoof2021-df:TFF1,Task2-team07,asvspoof2021-df:DF_E_2065569,voice_pool/f08c1a66181e01decdce.flac,149717,fma:149717,FMA,unscreened_real_noncausal,RM_149_149717,unmixed_dataset/eval/RM_149_149717.wav,10,1.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0012,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,asvspoof2021-df:DF_E_2073506,asvspoof2021-df:TFF1,Task2-team28,asvspoof2021-df:DF_E_2073506,voice_pool/194c44b76b7e2b10c421.flac,FM_audioldm2_qtnE1hnCD0M,fmc:qtnE1hnCD0M,audioldm2,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_audioldm2_qtnE1hnCD0M,unmixed_dataset/eval/FM_audioldm2_qtnE1hnCD0M.wav,10,1.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0013,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,asvspoof2021-df:DF_E_2075716,asvspoof2021-df:TFF1,Task2-team12,asvspoof2021-df:DF_E_2075716,voice_pool/fc60cd43c66f5154d0f3.flac,FM_audioldm2_AAFsg91kje4,fmc:AAFsg91kje4,audioldm2,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_audioldm2_AAFsg91kje4,unmixed_dataset/eval/FM_audioldm2_AAFsg91kje4.wav,0,1.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0014,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,asvspoof2021-df:DF_E_2012933,asvspoof2021-df:TFF1,Task2-team05,asvspoof2021-df:DF_E_2012933,voice_pool/2e4a59ab9203081164fb.flac,FM_MusicGen_medium_AgJH6Ul1EFg,fmc:AgJH6Ul1EFg,MusicGen_medium,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_MusicGen_medium_AgJH6Ul1EFg,unmixed_dataset/eval/FM_MusicGen_medium_AgJH6Ul1EFg.wav,-5,1.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0015,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,asvspoof2021-df:DF_E_2036543,asvspoof2021-df:TFF1,Task2-team27,asvspoof2021-df:DF_E_2036543,voice_pool/47d305e896ffd477d4d4.flac,FM_MusicGen_medium_rsvHQCTgHvg,fmc:rsvHQCTgHvg,MusicGen_medium,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_MusicGen_medium_rsvHQCTgHvg,unmixed_dataset/eval/FM_MusicGen_medium_rsvHQCTgHvg.wav,-5,1.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0016,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,librispeech-test-clean:5683-32866-0024,librispeech-test-clean:5683,bonafide,librispeech-test-clean:5683-32866-0024,voice_pool/7e2b90de71715b785394.flac,141619,fma:141619,FMA,unscreened_real_noncausal,RM_141_141619,unmixed_dataset/eval/RM_141_141619.wav,10,0.25,music_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0017,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,librispeech-test-clean:8555-284449-0013,librispeech-test-clean:8555,bonafide,librispeech-test-clean:8555-284449-0013,voice_pool/4bb2fce2236c107ff188.flac,145043,fma:145043,FMA,unscreened_real_noncausal,RM_145_145043,unmixed_dataset/eval/RM_145_145043.wav,5,0.5,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0018,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,librispeech-test-clean:4077-13751-0016,librispeech-test-clean:4077,bonafide,librispeech-test-clean:4077-13751-0016,voice_pool/6038b7bd8bb6170da2c1.flac,134064,fma:134064,FMA,unscreened_real_noncausal,RM_134_134064,unmixed_dataset/eval/RM_134_134064.wav,0,0.5,music_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0019,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,librispeech-test-clean:5639-40744-0001,librispeech-test-clean:5639,bonafide,librispeech-test-clean:5639-40744-0001,voice_pool/22f89a1d6dd2bfcbc46d.flac,098487,fma:98487,FMA,unscreened_real_noncausal,RM_098_098487,unmixed_dataset/eval/RM_098_098487.wav,-10,0.25,music_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0020,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,librispeech-test-clean:3570-5696-0003,librispeech-test-clean:3570,bonafide,librispeech-test-clean:3570-5696-0003,voice_pool/3a7608eaa79c364224a5.flac,FM_stable_audio_open_yrme-KRBvzk,fmc:yrme-KRBvzk,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_yrme-KRBvzk,unmixed_dataset/eval/FM_stable_audio_open_yrme-KRBvzk.wav,0,0.25,music_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0021,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,librispeech-test-clean:4446-2273-0004,librispeech-test-clean:4446,bonafide,librispeech-test-clean:4446-2273-0004,voice_pool/347bf557edf0e274bfd6.flac,FM_MusicGen_medium_fUC45bzOOJw,fmc:fUC45bzOOJw,MusicGen_medium,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_MusicGen_medium_fUC45bzOOJw,unmixed_dataset/eval/FM_MusicGen_medium_fUC45bzOOJw.wav,10,0.75,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0022,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,librispeech-test-clean:1221-135767-0010,librispeech-test-clean:1221,bonafide,librispeech-test-clean:1221-135767-0010,voice_pool/9ed8c7122d5b98b9675d.flac,FM_audioldm2_V9jIsOTC1lY,fmc:V9jIsOTC1lY,audioldm2,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_audioldm2_V9jIsOTC1lY,unmixed_dataset/eval/FM_audioldm2_V9jIsOTC1lY.wav,0,0.75,music_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0023,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,librispeech-test-clean:8463-294828-0017,librispeech-test-clean:8463,bonafide,librispeech-test-clean:8463-294828-0017,voice_pool/ac4c9757bb7a5415842b.flac,FM_stable_audio_open_RV05BW-2WIc,fmc:RV05BW-2WIc,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_RV05BW-2WIc,unmixed_dataset/eval/FM_stable_audio_open_RV05BW-2WIc.wav,5,0.5,music_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0024,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,asvspoof2021-df:DF_E_2034509,asvspoof2021-df:TFF1,Task2-team09,asvspoof2021-df:DF_E_2034509,voice_pool/8b3e4a55ed7e71a330a3.flac,119564,fma:119564,FMA,unscreened_real_noncausal,RM_119_119564,unmixed_dataset/eval/RM_119_119564.wav,-5,0.75,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0025,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,asvspoof2021-df:DF_E_2050277,asvspoof2021-df:TFF1,Task2-team31,asvspoof2021-df:DF_E_2050277,voice_pool/e560795782fad865a80f.flac,003942,fma:3942,FMA,unscreened_real_noncausal,RM_003_003942,unmixed_dataset/eval/RM_003_003942.wav,-10,0.5,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0026,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,asvspoof2021-df:DF_E_2054748,asvspoof2021-df:TFF1,Task2-team30,asvspoof2021-df:DF_E_2054748,voice_pool/6da3a09a8db550b49235.flac,051689,fma:51689,FMA,unscreened_real_noncausal,RM_051_051689,unmixed_dataset/eval/RM_051_051689.wav,10,0.25,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0027,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,asvspoof2021-df:DF_E_2079156,asvspoof2021-df:TFF1,Task2-team03,asvspoof2021-df:DF_E_2079156,voice_pool/f9933c4bd09ff269a49f.flac,113818,fma:113818,FMA,unscreened_real_noncausal,RM_113_113818,unmixed_dataset/eval/RM_113_113818.wav,10,0.25,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0028,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,asvspoof2021-df:DF_E_2145417,asvspoof2021-df:TFF1,Task2-team11,asvspoof2021-df:DF_E_2145417,voice_pool/c361aac63a9b78c3f3f6.flac,FM_MusicGen_medium_BBmXMoI9Qus,fmc:BBmXMoI9Qus,MusicGen_medium,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_MusicGen_medium_BBmXMoI9Qus,unmixed_dataset/eval/FM_MusicGen_medium_BBmXMoI9Qus.wav,5,0.75,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0029,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,asvspoof2021-df:DF_E_2083593,asvspoof2021-df:TFF1,Task2-team08,asvspoof2021-df:DF_E_2083593,voice_pool/4f1a06909f00bf00e8c4.flac,FM_audioldm2_WKL40jfQD3g,fmc:WKL40jfQD3g,audioldm2,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_audioldm2_WKL40jfQD3g,unmixed_dataset/eval/FM_audioldm2_WKL40jfQD3g.wav,10,0.25,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0030,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,asvspoof2021-df:DF_E_2118954,asvspoof2021-df:TFF1,Task2-team25,asvspoof2021-df:DF_E_2118954,voice_pool/e211856d942d2f856d43.flac,FM_stable_audio_open_-eDAoheZrY8,fmc:-eDAoheZrY8,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_-eDAoheZrY8,unmixed_dataset/eval/FM_stable_audio_open_-eDAoheZrY8.wav,-10,0.25,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0031,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,asvspoof2021-df:DF_E_2028715,asvspoof2021-df:TFF1,Task2-team18,asvspoof2021-df:DF_E_2028715,voice_pool/96938eca515557385c2e.flac,FM_audioldm2_wTPI3MHqxSQ,fmc:wTPI3MHqxSQ,audioldm2,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_audioldm2_wTPI3MHqxSQ,unmixed_dataset/eval/FM_audioldm2_wTPI3MHqxSQ.wav,5,0.25,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0032,0,0,0,1,1,mixed,sequential,RR,sequential__RR,librispeech-test-clean:1320-122612-0002,librispeech-test-clean:1320,bonafide,librispeech-test-clean:1320-122612-0002,voice_pool/e54ebedfafa1a801dabe.flac,075206,fma:75206,FMA,unscreened_real_noncausal,RM_075_075206,unmixed_dataset/eval/RM_075_075206.wav,,0.0,voice_first,0.2,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0033,0,0,0,1,1,mixed,sequential,RR,sequential__RR,librispeech-test-clean:260-123440-0016,librispeech-test-clean:260,bonafide,librispeech-test-clean:260-123440-0016,voice_pool/2ff57f4e22440b6feb98.flac,105890,fma:105890,FMA,unscreened_real_noncausal,RM_105_105890,unmixed_dataset/eval/RM_105_105890.wav,,0.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0034,0,0,0,1,1,mixed,sequential,RR,sequential__RR,librispeech-test-clean:8455-210777-0041,librispeech-test-clean:8455,bonafide,librispeech-test-clean:8455-210777-0041,voice_pool/6d80be0444000a2d2ab4.flac,095548,fma:95548,FMA,unscreened_real_noncausal,RM_095_095548,unmixed_dataset/eval/RM_095_095548.wav,,0.0,music_first,0.5,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0035,0,0,0,1,1,mixed,sequential,RR,sequential__RR,librispeech-test-clean:1284-1180-0015,librispeech-test-clean:1284,bonafide,librispeech-test-clean:1284-1180-0015,voice_pool/d9ce360a456469f56b4d.flac,127754,fma:127754,FMA,unscreened_real_noncausal,RM_127_127754,unmixed_dataset/eval/RM_127_127754.wav,,0.0,music_first,0.2,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0036,1,0,1,1,1,mixed,sequential,RF,sequential__RF,librispeech-test-clean:2094-142345-0029,librispeech-test-clean:2094,bonafide,librispeech-test-clean:2094-142345-0029,voice_pool/9197140f7cec7ede90fb.flac,FM_MusicGen_medium_r_TgaHCsYB0,fmc:r_TgaHCsYB0,MusicGen_medium,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_MusicGen_medium_r_TgaHCsYB0,unmixed_dataset/eval/FM_MusicGen_medium_r_TgaHCsYB0.wav,,0.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0037,1,0,1,1,1,mixed,sequential,RF,sequential__RF,librispeech-test-clean:1580-141083-0010,librispeech-test-clean:1580,bonafide,librispeech-test-clean:1580-141083-0010,voice_pool/d253cf0da1bb4f2907fb.flac,FM_stable_audio_open_xyco-5DC_K8,fmc:xyco-5DC_K8,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_xyco-5DC_K8,unmixed_dataset/eval/FM_stable_audio_open_xyco-5DC_K8.wav,,0.0,music_first,0.5,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0038,1,0,1,1,1,mixed,sequential,RF,sequential__RF,librispeech-test-clean:2961-960-0016,librispeech-test-clean:2961,bonafide,librispeech-test-clean:2961-960-0016,voice_pool/1540e8f2e6f9bae39e85.flac,FM_MusicGen_medium_rPAB0ymJGco,fmc:rPAB0ymJGco,MusicGen_medium,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_MusicGen_medium_rPAB0ymJGco,unmixed_dataset/eval/FM_MusicGen_medium_rPAB0ymJGco.wav,,0.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0039,1,0,1,1,1,mixed,sequential,RF,sequential__RF,librispeech-test-clean:5142-33396-0007,librispeech-test-clean:5142,bonafide,librispeech-test-clean:5142-33396-0007,voice_pool/07e5965f30dcfa0d7a4b.flac,FM_stable_audio_open_KxVbdGPAfjE,fmc:KxVbdGPAfjE,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_KxVbdGPAfjE,unmixed_dataset/eval/FM_stable_audio_open_KxVbdGPAfjE.wav,,0.0,music_first,0.5,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv6_0040,1,1,0,1,1,mixed,sequential,FR,sequential__FR,asvspoof2021-df:DF_E_2033951,asvspoof2021-df:TFF1,Task2-team13,asvspoof2021-df:DF_E_2033951,voice_pool/c77e2a3b54ffdd05eebb.flac,001836,fma:1836,FMA,unscreened_real_noncausal,RM_001_001836,unmixed_dataset/eval/RM_001_001836.wav,,0.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0041,1,1,0,1,1,mixed,sequential,FR,sequential__FR,asvspoof2021-df:DF_E_2061272,asvspoof2021-df:TFF1,Task2-team27,asvspoof2021-df:DF_E_2061272,voice_pool/f0d91203b8df6c80b116.flac,054486,fma:54486,FMA,unscreened_real_noncausal,RM_054_054486,unmixed_dataset/eval/RM_054_054486.wav,,0.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0042,1,1,0,1,1,mixed,sequential,FR,sequential__FR,asvspoof2021-df:DF_E_2147722,asvspoof2021-df:TFF1,Task2-team07,asvspoof2021-df:DF_E_2147722,voice_pool/31578032cde8bb7fec66.flac,019459,fma:19459,FMA,unscreened_real_noncausal,RM_019_019459,unmixed_dataset/eval/RM_019_019459.wav,,0.0,voice_first,0.5,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0043,1,1,0,1,1,mixed,sequential,FR,sequential__FR,asvspoof2021-df:DF_E_2047593,asvspoof2021-df:TFF1,Task2-team28,asvspoof2021-df:DF_E_2047593,voice_pool/210cdcecd2610e951972.flac,099261,fma:99261,FMA,unscreened_real_noncausal,RM_099_099261,unmixed_dataset/eval/RM_099_099261.wav,,0.0,music_first,0.5,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0044,1,1,1,1,1,mixed,sequential,FF,sequential__FF,asvspoof2021-df:DF_E_2052314,asvspoof2021-df:TFF1,Task2-team31,asvspoof2021-df:DF_E_2052314,voice_pool/b71685255cd1dacd4140.flac,FM_stable_audio_open_Dx58W7opw5A,fmc:Dx58W7opw5A,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_Dx58W7opw5A,unmixed_dataset/eval/FM_stable_audio_open_Dx58W7opw5A.wav,,0.0,music_first,0.5,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0045,1,1,1,1,1,mixed,sequential,FF,sequential__FF,asvspoof2021-df:DF_E_2040211,asvspoof2021-df:TFF1,Task2-team27,asvspoof2021-df:DF_E_2040211,voice_pool/c823fff972dac37b8adb.flac,FM_MusicGen_medium_msnm_tYXcYw,fmc:msnm_tYXcYw,MusicGen_medium,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_MusicGen_medium_msnm_tYXcYw,unmixed_dataset/eval/FM_MusicGen_medium_msnm_tYXcYw.wav,,0.0,music_first,0.2,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0046,1,1,1,1,1,mixed,sequential,FF,sequential__FF,asvspoof2021-df:DF_E_2018004,asvspoof2021-df:TFF1,Task2-team13,asvspoof2021-df:DF_E_2018004,voice_pool/055f49bcd5508493f25a.flac,FM_stable_audio_open__miAGxDX5FM,fmc:_miAGxDX5FM,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open__miAGxDX5FM,unmixed_dataset/eval/FM_stable_audio_open__miAGxDX5FM.wav,,0.0,voice_first,0.5,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv6_0047,1,1,1,1,1,mixed,sequential,FF,sequential__FF,asvspoof2021-df:DF_E_2026162,asvspoof2021-df:TFF1,Task2-team19,asvspoof2021-df:DF_E_2026162,voice_pool/bc3d2a0b38a4d5b5564b.flac,FM_MusicGen_medium_NmwmOY6iBFg,fmc:NmwmOY6iBFg,MusicGen_medium,musiccaps_no_positive_voice_text_panns_demucs_pass_v1,FM_MusicGen_medium_NmwmOY6iBFg,unmixed_dataset/eval/FM_MusicGen_medium_NmwmOY6iBFg.wav,,0.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
