GROUP,VALUE,COMPONENT,EXPERT,WEIGHT,N,AUC
CHANNEL,g711_ulaw,music,music_composite,0.0,300,1.0
CHANNEL,g711_ulaw,music,music_composite,0.01,300,0.9997499999999999
CHANNEL,g711_ulaw,music,music_composite,0.025,300,0.9992
CHANNEL,g711_ulaw,music,music_composite,0.05,300,0.9983500000000001
CHANNEL,g711_ulaw,music,music_composite,0.075,300,0.99805
CHANNEL,g711_ulaw,music,music_composite,0.1,300,0.99795
CHANNEL,g711_ulaw,music,music_composite,0.15,300,0.9968
CHANNEL,g711_ulaw,music,music_composite,0.2,300,0.99625
CHANNEL,g726_24k,voice,voice_energy,0.0,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_energy,0.01,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_energy,0.025,300,0.9995999999999999
CHANNEL,g726_24k,voice,voice_energy,0.05,300,0.9995499999999999
CHANNEL,g726_24k,voice,voice_energy,0.075,300,0.9995499999999999
CHANNEL,g726_24k,voice,voice_energy,0.1,300,0.99945
CHANNEL,g726_24k,voice,voice_energy,0.15,300,0.99945
CHANNEL,g726_24k,voice,voice_energy,0.2,300,0.99935
CHANNEL,g726_24k,voice,voice_q90,0.0,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_q90,0.01,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_q90,0.025,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_q90,0.05,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_q90,0.075,300,0.9995999999999999
CHANNEL,g726_24k,voice,voice_q90,0.1,300,0.9995999999999999
CHANNEL,g726_24k,voice,voice_q90,0.15,300,0.9995499999999999
CHANNEL,g726_24k,voice,voice_q90,0.2,300,0.9995499999999999
CHANNEL,g726_24k,voice,voice_max,0.0,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_max,0.01,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_max,0.025,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_max,0.05,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_max,0.075,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_max,0.1,300,0.9995999999999999
CHANNEL,g726_24k,voice,voice_max,0.15,300,0.9995499999999999
CHANNEL,g726_24k,voice,voice_max,0.2,300,0.9995499999999999
CHANNEL,g726_24k,voice,voice_share,0.0,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_share,0.01,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_share,0.025,300,0.9995499999999999
CHANNEL,g726_24k,voice,voice_share,0.05,300,0.9994999999999999
CHANNEL,g726_24k,voice,voice_share,0.075,300,0.99945
CHANNEL,g726_24k,voice,voice_share,0.1,300,0.99945
CHANNEL,g726_24k,voice,voice_share,0.15,300,0.99915
CHANNEL,g726_24k,voice,voice_share,0.2,300,0.99855
CHANNEL,g726_24k,voice,voice_composite,0.0,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_composite,0.01,300,0.9996499999999999
CHANNEL,g726_24k,voice,voice_composite,0.025,300,0.9995499999999999
CHANNEL,g726_24k,voice,voice_composite,0.05,300,0.9994999999999999
CHANNEL,g726_24k,voice,voice_composite,0.075,300,0.99945
CHANNEL,g726_24k,voice,voice_composite,0.1,300,0.99945
CHANNEL,g726_24k,voice,voice_composite,0.15,300,0.9994
CHANNEL,g726_24k,voice,voice_composite,0.2,300,0.99935
CHANNEL,g726_24k,music,music_energy,0.0,300,0.9996
CHANNEL,g726_24k,music,music_energy,0.01,300,0.99965
CHANNEL,g726_24k,music,music_energy,0.025,300,0.9995999999999999
CHANNEL,g726_24k,music,music_energy,0.05,300,0.9997
CHANNEL,g726_24k,music,music_energy,0.075,300,0.9995499999999999
CHANNEL,g726_24k,music,music_energy,0.1,300,0.99945
CHANNEL,g726_24k,music,music_energy,0.15,300,0.99935
CHANNEL,g726_24k,music,music_energy,0.2,300,0.9991
CHANNEL,g726_24k,music,music_q90,0.0,300,0.9996
CHANNEL,g726_24k,music,music_q90,0.01,300,0.9995499999999999
CHANNEL,g726_24k,music,music_q90,0.025,300,0.99915
CHANNEL,g726_24k,music,music_q90,0.05,300,0.9983
CHANNEL,g726_24k,music,music_q90,0.075,300,0.99785
CHANNEL,g726_24k,music,music_q90,0.1,300,0.9972
CHANNEL,g726_24k,music,music_q90,0.15,300,0.99625
CHANNEL,g726_24k,music,music_q90,0.2,300,0.9955999999999999
CHANNEL,g726_24k,music,music_max,0.0,300,0.9996
CHANNEL,g726_24k,music,music_max,0.01,300,0.99945
CHANNEL,g726_24k,music,music_max,0.025,300,0.99885
CHANNEL,g726_24k,music,music_max,0.05,300,0.99805
CHANNEL,g726_24k,music,music_max,0.075,300,0.99745
CHANNEL,g726_24k,music,music_max,0.1,300,0.9968
CHANNEL,g726_24k,music,music_max,0.15,300,0.996
CHANNEL,g726_24k,music,music_max,0.2,300,0.9947
CHANNEL,g726_24k,music,music_share,0.0,300,0.9996
CHANNEL,g726_24k,music,music_share,0.01,300,0.99965
CHANNEL,g726_24k,music,music_share,0.025,300,0.9996499999999999
CHANNEL,g726_24k,music,music_share,0.05,300,0.9997
CHANNEL,g726_24k,music,music_share,0.075,300,0.9995499999999999
CHANNEL,g726_24k,music,music_share,0.1,300,0.99945
CHANNEL,g726_24k,music,music_share,0.15,300,0.99935
CHANNEL,g726_24k,music,music_share,0.2,300,0.99915
CHANNEL,g726_24k,music,music_composite,0.0,300,0.9996
CHANNEL,g726_24k,music,music_composite,0.01,300,0.9996
CHANNEL,g726_24k,music,music_composite,0.025,300,0.9994999999999999
CHANNEL,g726_24k,music,music_composite,0.05,300,0.9992500000000001
CHANNEL,g726_24k,music,music_composite,0.075,300,0.99885
CHANNEL,g726_24k,music,music_composite,0.1,300,0.99855
CHANNEL,g726_24k,music,music_composite,0.15,300,0.9983
CHANNEL,g726_24k,music,music_composite,0.2,300,0.9979
CHANNEL,opus_nb_8k,voice,voice_energy,0.0,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_energy,0.01,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_energy,0.025,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_energy,0.05,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_energy,0.075,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_energy,0.1,300,0.9976
CHANNEL,opus_nb_8k,voice,voice_energy,0.15,300,0.9976
CHANNEL,opus_nb_8k,voice,voice_energy,0.2,300,0.9976
CHANNEL,opus_nb_8k,voice,voice_q90,0.0,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_q90,0.01,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_q90,0.025,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_q90,0.05,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_q90,0.075,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_q90,0.1,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_q90,0.15,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_q90,0.2,300,0.9976499999999999
CHANNEL,opus_nb_8k,voice,voice_max,0.0,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_max,0.01,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_max,0.025,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_max,0.05,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_max,0.075,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_max,0.1,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_max,0.15,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_max,0.2,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_share,0.0,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_share,0.01,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_share,0.025,300,0.9975999999999999
CHANNEL,opus_nb_8k,voice,voice_share,0.05,300,0.9975499999999999
CHANNEL,opus_nb_8k,voice,voice_share,0.075,300,0.9973
CHANNEL,opus_nb_8k,voice,voice_share,0.1,300,0.9970999999999999
CHANNEL,opus_nb_8k,voice,voice_share,0.15,300,0.9965499999999999
CHANNEL,opus_nb_8k,voice,voice_share,0.2,300,0.99545
CHANNEL,opus_nb_8k,voice,voice_composite,0.0,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_composite,0.01,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_composite,0.025,300,0.9977
CHANNEL,opus_nb_8k,voice,voice_composite,0.05,300,0.9976
CHANNEL,opus_nb_8k,voice,voice_composite,0.075,300,0.9976499999999999
CHANNEL,opus_nb_8k,voice,voice_composite,0.1,300,0.9976499999999999
CHANNEL,opus_nb_8k,voice,voice_composite,0.15,300,0.9974999999999999
CHANNEL,opus_nb_8k,voice,voice_composite,0.2,300,0.99745
CHANNEL,opus_nb_8k,music,music_energy,0.0,300,0.9997499999999999
CHANNEL,opus_nb_8k,music,music_energy,0.01,300,0.9997499999999999
CHANNEL,opus_nb_8k,music,music_energy,0.025,300,0.9994999999999999
CHANNEL,opus_nb_8k,music,music_energy,0.05,300,0.9991
CHANNEL,opus_nb_8k,music,music_energy,0.075,300,0.9988999999999999
CHANNEL,opus_nb_8k,music,music_energy,0.1,300,0.9987499999999999
CHANNEL,opus_nb_8k,music,music_energy,0.15,300,0.9981500000000001
CHANNEL,opus_nb_8k,music,music_energy,0.2,300,0.9975
CHANNEL,opus_nb_8k,music,music_q90,0.0,300,0.9997499999999999
CHANNEL,opus_nb_8k,music,music_q90,0.01,300,0.9995499999999999
CHANNEL,opus_nb_8k,music,music_q90,0.025,300,0.99855
CHANNEL,opus_nb_8k,music,music_q90,0.05,300,0.9973500000000001
CHANNEL,opus_nb_8k,music,music_q90,0.075,300,0.99665
CHANNEL,opus_nb_8k,music,music_q90,0.1,300,0.99595
CHANNEL,opus_nb_8k,music,music_q90,0.15,300,0.99475
CHANNEL,opus_nb_8k,music,music_q90,0.2,300,0.99325
CHANNEL,opus_nb_8k,music,music_max,0.0,300,0.9997499999999999
CHANNEL,opus_nb_8k,music,music_max,0.01,300,0.99955
CHANNEL,opus_nb_8k,music,music_max,0.025,300,0.99855
CHANNEL,opus_nb_8k,music,music_max,0.05,300,0.99705
CHANNEL,opus_nb_8k,music,music_max,0.075,300,0.9964
CHANNEL,opus_nb_8k,music,music_max,0.1,300,0.9955499999999999
CHANNEL,opus_nb_8k,music,music_max,0.15,300,0.99465
CHANNEL,opus_nb_8k,music,music_max,0.2,300,0.99325
CHANNEL,opus_nb_8k,music,music_share,0.0,300,0.9997499999999999
CHANNEL,opus_nb_8k,music,music_share,0.01,300,0.9997499999999999
CHANNEL,opus_nb_8k,music,music_share,0.025,300,0.99945
CHANNEL,opus_nb_8k,music,music_share,0.05,300,0.9991
CHANNEL,opus_nb_8k,music,music_share,0.075,300,0.9988999999999999
CHANNEL,opus_nb_8k,music,music_share,0.1,300,0.9987499999999999
CHANNEL,opus_nb_8k,music,music_share,0.15,300,0.9981500000000001
CHANNEL,opus_nb_8k,music,music_share,0.2,300,0.9975
CHANNEL,opus_nb_8k,music,music_composite,0.0,300,0.9997499999999999
CHANNEL,opus_nb_8k,music,music_composite,0.01,300,0.9997499999999999
CHANNEL,opus_nb_8k,music,music_composite,0.025,300,0.9993000000000001
CHANNEL,opus_nb_8k,music,music_composite,0.05,300,0.99865
CHANNEL,opus_nb_8k,music,music_composite,0.075,300,0.9976
CHANNEL,opus_nb_8k,music,music_composite,0.1,300,0.9972
CHANNEL,opus_nb_8k,music,music_composite,0.15,300,0.9962
CHANNEL,opus_nb_8k,music,music_composite,0.2,300,0.9957
CHANNEL,resample8k,voice,voice_energy,0.0,300,0.99805
CHANNEL,resample8k,voice,voice_energy,0.01,300,0.99805
CHANNEL,resample8k,voice,voice_energy,0.025,300,0.998
CHANNEL,resample8k,voice,voice_energy,0.05,300,0.998
CHANNEL,resample8k,voice,voice_energy,0.075,300,0.99795
CHANNEL,resample8k,voice,voice_energy,0.1,300,0.9979
CHANNEL,resample8k,voice,voice_energy,0.15,300,0.99775
CHANNEL,resample8k,voice,voice_energy,0.2,300,0.99765
CHANNEL,resample8k,voice,voice_q90,0.0,300,0.99805
CHANNEL,resample8k,voice,voice_q90,0.01,300,0.99805
CHANNEL,resample8k,voice,voice_q90,0.025,300,0.99805
CHANNEL,resample8k,voice,voice_q90,0.05,300,0.99805
CHANNEL,resample8k,voice,voice_q90,0.075,300,0.998
CHANNEL,resample8k,voice,voice_q90,0.1,300,0.998
CHANNEL,resample8k,voice,voice_q90,0.15,300,0.998
CHANNEL,resample8k,voice,voice_q90,0.2,300,0.998
CHANNEL,resample8k,voice,voice_max,0.0,300,0.99805
CHANNEL,resample8k,voice,voice_max,0.01,300,0.99805
CHANNEL,resample8k,voice,voice_max,0.025,300,0.99805
CHANNEL,resample8k,voice,voice_max,0.05,300,0.99805
CHANNEL,resample8k,voice,voice_max,0.075,300,0.99805
CHANNEL,resample8k,voice,voice_max,0.1,300,0.99805
CHANNEL,resample8k,voice,voice_max,0.15,300,0.998
CHANNEL,resample8k,voice,voice_max,0.2,300,0.998
CHANNEL,resample8k,voice,voice_share,0.0,300,0.99805
CHANNEL,resample8k,voice,voice_share,0.01,300,0.99805
CHANNEL,resample8k,voice,voice_share,0.025,300,0.9979
CHANNEL,resample8k,voice,voice_share,0.05,300,0.99785
CHANNEL,resample8k,voice,voice_share,0.075,300,0.9978
CHANNEL,resample8k,voice,voice_share,0.1,300,0.9976
CHANNEL,resample8k,voice,voice_share,0.15,300,0.99725
CHANNEL,resample8k,voice,voice_share,0.2,300,0.9968
CHANNEL,resample8k,voice,voice_composite,0.0,300,0.99805
CHANNEL,resample8k,voice,voice_composite,0.01,300,0.99805
CHANNEL,resample8k,voice,voice_composite,0.025,300,0.99795
CHANNEL,resample8k,voice,voice_composite,0.05,300,0.9979
CHANNEL,resample8k,voice,voice_composite,0.075,300,0.99785
CHANNEL,resample8k,voice,voice_composite,0.1,300,0.99775
CHANNEL,resample8k,voice,voice_composite,0.15,300,0.9976
CHANNEL,resample8k,voice,voice_composite,0.2,300,0.9973000000000001
CHANNEL,resample8k,music,music_energy,0.0,300,1.0
CHANNEL,resample8k,music,music_energy,0.01,300,1.0
CHANNEL,resample8k,music,music_energy,0.025,300,1.0
CHANNEL,resample8k,music,music_energy,0.05,300,1.0
CHANNEL,resample8k,music,music_energy,0.075,300,1.0
CHANNEL,resample8k,music,music_energy,0.1,300,0.99995
CHANNEL,resample8k,music,music_energy,0.15,300,0.9999
CHANNEL,resample8k,music,music_energy,0.2,300,0.9999
CHANNEL,resample8k,music,music_q90,0.0,300,1.0
CHANNEL,resample8k,music,music_q90,0.01,300,1.0
CHANNEL,resample8k,music,music_q90,0.025,300,1.0
CHANNEL,resample8k,music,music_q90,0.05,300,1.0
CHANNEL,resample8k,music,music_q90,0.075,300,0.9999
CHANNEL,resample8k,music,music_q90,0.1,300,0.9997499999999999
CHANNEL,resample8k,music,music_q90,0.15,300,0.9995999999999999
CHANNEL,resample8k,music,music_q90,0.2,300,0.9994999999999999
CHANNEL,resample8k,music,music_max,0.0,300,1.0
CHANNEL,resample8k,music,music_max,0.01,300,1.0
CHANNEL,resample8k,music,music_max,0.025,300,1.0
CHANNEL,resample8k,music,music_max,0.05,300,1.0
CHANNEL,resample8k,music,music_max,0.075,300,0.9998
CHANNEL,resample8k,music,music_max,0.1,300,0.9997499999999999
CHANNEL,resample8k,music,music_max,0.15,300,0.9996499999999999
CHANNEL,resample8k,music,music_max,0.2,300,0.9995499999999999
CHANNEL,resample8k,music,music_share,0.0,300,1.0
CHANNEL,resample8k,music,music_share,0.01,300,1.0
CHANNEL,resample8k,music,music_share,0.025,300,1.0
CHANNEL,resample8k,music,music_share,0.05,300,1.0
CHANNEL,resample8k,music,music_share,0.075,300,1.0
CHANNEL,resample8k,music,music_share,0.1,300,0.99995
CHANNEL,resample8k,music,music_share,0.15,300,0.9999
CHANNEL,resample8k,music,music_share,0.2,300,0.9999
CHANNEL,resample8k,music,music_composite,0.0,300,1.0
CHANNEL,resample8k,music,music_composite,0.01,300,1.0
CHANNEL,resample8k,music,music_composite,0.025,300,1.0
CHANNEL,resample8k,music,music_composite,0.05,300,1.0
CHANNEL,resample8k,music,music_composite,0.075,300,1.0
CHANNEL,resample8k,music,music_composite,0.1,300,1.0
CHANNEL,resample8k,music,music_composite,0.15,300,0.9998
CHANNEL,resample8k,music,music_composite,0.2,300,0.9997499999999999
