ID,learn,adapt
factorial_0211,0.4492552,0.4487505049202095
factorial_0218,0.261066,0.039973326259243165
factorial_0225,0.4598495,0.3545484492197036
factorial_0232,0.32843694,0.1790637859026593
factorial_0239,0.2170025,0.11946643804439283
factorial_0246,0.3134339,0.09982205757342848
factorial_0253,0.959938,0.997858199792207
factorial_0260,0.97404283,0.9972556131954267
factorial_0267,0.94862014,0.9968686689533929
factorial_0274,0.53569,0.9368023662266421
factorial_0281,0.5780489,0.887595605710218
factorial_0288,0.32056072,0.6669438328151271
factorial_0295,0.39263627,0.3316233121358364
factorial_0302,0.16824427,0.045420221403922656
factorial_0309,0.25158525,0.16931979233093408
factorial_0316,0.14514509,0.04645548110008117
factorial_0323,0.11133611,0.13723967838818243
factorial_0330,0.27969068,0.058252605643300384
factorial_0337,0.29139695,0.6051396723331259
factorial_0344,0.34891874,0.13113515083026708
factorial_0351,0.7517888,0.9656072820516819
factorial_0358,0.648292,0.9686871352086477
factorial_0365,0.17138042,0.05956782497380027
factorial_0372,0.4839114,0.24599002196267483
factorial_0379,0.5141962,0.4275143845469552
factorial_0386,0.7330411,0.9374526398289982
factorial_0393,0.9185747,0.993269916907781
factorial_0400,0.119190186,0.020541667753502704
factorial_0407,0.016555272,0.009694139382857372
factorial_0414,0.16411853,0.039167286522387074
factorial_0421,0.47554672,0.2731106383391331
factorial_0428,0.32317415,0.6015125381214622
factorial_0435,0.28479633,0.06889962491392329
factorial_0442,0.3296694,0.0748353351004297
factorial_0449,0.34374073,0.34452666360087253
factorial_0456,0.72424173,0.8187193177470977
factorial_0463,0.9989526,0.9996679020064648
factorial_0470,0.8757037,0.9520637286927263
factorial_0477,0.6494649,0.4147415623626866
factorial_0484,0.49134493,0.4594133076744345
factorial_0491,0.4858238,0.12241015705027118
factorial_0498,0.5394178,0.3732643411976203
factorial_0505,0.4586395,0.09677106568391476
factorial_0512,0.165772,0.06451410557846808
factorial_0519,0.38594553,0.11789395143455883
factorial_0526,0.09719727,0.015074213100310792
factorial_0533,0.21888289,0.19155102285359932
factorial_0540,0.20655927,0.14720712205890626
factorial_0547,0.43938902,0.3672214725070373
factorial_0554,0.45493904,0.12292901970094182
factorial_0561,0.4298102,0.09831217016499695
factorial_0568,0.11660445,0.012365607947258215
factorial_0575,0.50141746,0.1695547135369686
factorial_0582,0.37033325,0.18201056702667598
factorial_0589,0.5963294,0.7614341553336648
factorial_0596,0.6658466,0.5513544714693395
factorial_0603,0.19238482,0.11047992968516508
factorial_0610,0.37963653,0.25354101212969476
factorial_0617,0.14516643,0.026494147272953496
factorial_0624,0.36091378,0.6363584342359211
factorial_0631,0.11969398,0.03639754458281904
factorial_0638,0.13217591,0.026780732464055393
factorial_0645,0.56842875,0.4787854248405115
factorial_0652,0.54036397,0.2934506397384114
factorial_0659,0.42660236,0.2128689743050386
factorial_0666,0.43208683,0.2892364675588506
factorial_0673,0.64372146,0.7146023760856101
factorial_0680,0.7340606,0.9261588584489218
factorial_0687,0.929216,0.9948055636538067
factorial_0694,0.58921957,0.6366297478871361
factorial_0701,0.1753892,0.06296542970991004
factorial_0708,0.42056635,0.3625615059341718
factorial_0715,0.3181578,0.07245906938165914
factorial_0722,0.2379721,0.08487620159767177
factorial_0729,0.55903727,0.5583851556577165
factorial_0736,0.473439,0.5452400418004676
factorial_0743,0.41248047,0.5620224034132033
factorial_0750,0.7646245,0.9743419605346002
factorial_0757,0.5165833,0.6406274090190236
factorial_0764,0.9322518,0.9963200638682737
factorial_0771,0.21968693,0.6648292288129893
factorial_0778,0.9801414,0.9975788511392045
factorial_0785,0.8071951,0.7388007074472853
factorial_0792,0.9106652,0.9965609180512288
factorial_0799,0.97316134,0.9972221957149459
factorial_0806,0.16897607,0.04650275721851393
factorial_0813,0.1339516,0.017842017200374878
factorial_0820,0.022643583,0.010083008554728278
factorial_0827,0.4060169,0.18393627918325128
factorial_0834,0.29620308,0.12904665677557858
factorial_0841,0.3576791,0.0728099314666636
factorial_0848,0.19646151,0.05335417440153533
factorial_0855,0.99751556,0.9995878287005837
factorial_0862,0.94750655,0.9898325258987913
factorial_0869,0.99949706,0.999798033695714
factorial_0876,0.37771544,0.19162635508789908
factorial_0883,0.5823646,0.618049302255956
factorial_0890,0.63191897,0.7152247396230815
factorial_0897,0.28818718,0.18214131067043143
factorial_0904,0.105106145,0.019473037379291236
factorial_0911,0.23921457,0.039527438697286595
factorial_0918,0.45820448,0.3493307199744088
factorial_0925,0.072514504,0.012507334419519638
factorial_0932,0.11872173,0.014537786981452786
factorial_0939,0.51187885,0.46842916568638576
factorial_0946,0.12539557,0.023817999885544693
factorial_0953,0.22812994,0.03167230359886785
factorial_0960,0.4822211,0.5115222542841611
factorial_0967,0.48567626,0.3217943847851915
factorial_0974,0.37587592,0.07990056639157134
factorial_0981,0.5083297,0.5111956750874053
factorial_0988,0.06599125,0.0058736263035029865
factorial_0995,0.70190346,0.4606343251377207
factorial_1002,0.16037889,0.12484250832607723
factorial_1009,0.15042114,0.028788426991761755
factorial_1016,0.11320715,0.035256184138477864
factorial_1023,0.22952834,0.5027505498302213
factorial_1030,0.2863842,0.12508654513195944
factorial_1037,0.34103844,0.10873193054506294
factorial_1044,0.5351392,0.44191051145032006
factorial_1051,0.25552845,0.062476072709111825
factorial_1058,0.54137665,0.36341226080053646
factorial_1065,0.8568134,0.9711507954937366
factorial_1072,0.74810785,0.9704448693258246
factorial_1079,0.46984237,0.21067466322443112
factorial_1086,0.82221746,0.9425693776224237
factorial_1093,0.985567,0.9977397784374492
factorial_1100,0.48075372,0.5827312452686835
factorial_1107,0.49085063,0.29281127035142157
factorial_1114,0.13094029,0.19113183728935135
factorial_1121,0.33115613,0.18685414922588783
factorial_1128,0.64844537,0.735693463692015
factorial_1135,0.50137097,0.5542603825660741
factorial_1142,0.23220855,0.050232603071570105
factorial_1149,0.27036124,0.07312542236229465
factorial_1156,0.96873516,0.9985920265771931
factorial_1163,0.13714127,0.037947029585015904
factorial_1170,0.81968576,0.9749736490411951
factorial_1177,0.35481876,0.5037660826351584
factorial_1184,0.9100701,0.9962611154129862
factorial_1191,0.6735592,0.8167767083314363
factorial_1198,0.87478656,0.9765366198414656
factorial_0002,0.13677315,0.03979292052070877
factorial_0009,0.23828495,0.06004963246029456
factorial_0016,0.11870844,0.018051878766112223
factorial_0023,0.080334686,0.01586702354746127
factorial_0030,0.20947126,0.03555099331710817
factorial_0037,0.13907239,0.07281314099512025
factorial_0044,0.341255,0.10440273761982413
factorial_0051,0.8916121,0.8518605718572043
factorial_0058,0.9874423,0.9965448931224122
factorial_0065,0.97590214,0.9957745592852185
factorial_0072,0.97069496,0.9889511076187404
factorial_0079,0.4301128,0.21706004618467833
factorial_0086,0.5492873,0.22821816599662934
factorial_0093,0.48191038,0.4014420502665515
factorial_0100,0.18977028,0.050514127581848235
factorial_0107,0.4073403,0.21811720203994253
factorial_0114,0.119032085,0.03203041315583544
factorial_0121,0.62244165,0.2239052822613628
factorial_0128,0.56120694,0.4235489647561469
factorial_0135,0.2446939,0.07621460254378003
factorial_0142,0.3424206,0.08324481511824465
factorial_0149,0.527519,0.14466195673402496
factorial_0156,0.39976877,0.12169158101118095
factorial_0163,0.24175353,0.03422182886975071
factorial_0170,0.27920407,0.07750557508789688
factorial_0177,0.337052,0.09444796798426308
factorial_0184,0.2653124,0.23075207948946924
factorial_0191,0.17301768,0.02020157881207966
factorial_0198,0.12380452,0.015697606171018806
factorial_0205,0.0665386,0.020326188628727947
factorial_0212,0.255701,0.13636395129698947
factorial_0219,0.630096,0.636937725041883
factorial_0226,0.20124295,0.2304072088539862
factorial_0233,0.39345497,0.8118869429156637
factorial_0240,0.35476652,0.1773432865169135
factorial_0247,0.53413314,0.7567899496640753
factorial_0254,0.80578214,0.9922353441490718
factorial_0261,0.40202552,0.2466598476979788
factorial_0268,0.15608232,0.1954259760811685
factorial_0275,0.71144676,0.8906589401099656
factorial_0282,0.18042603,0.05556715749433765
factorial_0289,0.5330736,0.5629192501134077
factorial_0296,0.359591,0.2352754526420264
factorial_0303,0.22334425,0.0589703447189835
factorial_0310,0.26316983,0.1694148310442885
factorial_0317,0.22310054,0.09308336561738327
factorial_0324,0.70192707,0.9326088724809569
factorial_0331,0.15843815,0.7297876783282002
factorial_0338,0.20870079,0.18293165112042872
factorial_0345,0.33126423,0.13794704875606648
factorial_0352,0.9674128,0.9972016226760066
factorial_0359,0.73631346,0.9485334539553468
factorial_0366,0.59592366,0.8419508729994323
factorial_0373,0.5241656,0.6000730228871923
factorial_0380,0.26076004,0.21203961504290225
factorial_0387,0.6582268,0.9486027421536073
factorial_0394,0.8024409,0.9629013056916778
factorial_0401,0.014535402,0.004070589888738259
factorial_0408,0.26022157,0.12166251381298647
factorial_0415,0.14575092,0.017359770932584315
factorial_0422,0.20021458,0.05055051994688643
factorial_0429,0.37582508,0.21579166495365043
factorial_0436,0.33041996,0.0925137361918247
factorial_0443,0.5544662,0.5677858170481527
factorial_0450,0.9995271,0.999834807056072
factorial_0457,0.98906857,0.9953340080132015
factorial_0464,0.9782088,0.993227861721022
factorial_0471,0.9572248,0.9914549021119566
factorial_0478,0.5468755,0.5691756476529779
factorial_0485,0.54057145,0.7247473990137075
factorial_0492,0.46669975,0.46468990687323736
factorial_0499,0.5617116,0.36251330631037526
factorial_0506,0.4573512,0.2837543173859594
factorial_0513,0.5071498,0.22491203016995762
factorial_0520,0.19812217,0.04254926694344612
factorial_0527,0.3035114,0.0748016346493084
factorial_0534,0.16914558,0.02499800534602432
factorial_0541,0.37206775,0.20343039818119754
factorial_0548,0.14153364,0.022840436947490213
factorial_0555,0.60851175,0.4482167102331251
factorial_0562,0.34306842,0.0597904475379924
factorial_0569,0.43984574,0.0730335538400708
factorial_0576,0.11974755,0.012635642002523657
factorial_0583,0.44496942,0.5707848023805299
factorial_0590,0.16383699,0.026131401210346128
factorial_0597,0.28565225,0.09510335878277369
factorial_0604,0.30317357,0.0950122168871518
factorial_0611,0.22893667,0.05367526091361929
factorial_0618,0.04876034,0.014523105634761044
factorial_0625,0.59626275,0.5470035399988563
factorial_0632,0.5077068,0.43778655589845833
factorial_0639,0.5692903,0.7591640968912221
factorial_0646,0.10195689,0.2123441344852831
factorial_0653,0.80816424,0.9820165210562456
factorial_0660,0.8399907,0.9710438847223187
factorial_0667,0.75814915,0.8924346431947052
factorial_0674,0.7617085,0.9783388591990463
factorial_0681,0.7517206,0.9246925225176627
factorial_0688,0.5300009,0.3949390161610333
factorial_0695,0.79645497,0.9868251991298319
factorial_0702,0.28202745,0.14025335460945068
factorial_0709,0.42868808,0.33665219532375157
factorial_0716,0.067363076,0.026763691109877252
factorial_0723,0.4035665,0.2576516252407132
factorial_0730,0.22974984,0.3216573112794454
factorial_0737,0.40658256,0.41630080511204604
factorial_0744,0.4522598,0.9127093414338079
factorial_0751,0.9710272,0.9971053658932953
factorial_0758,0.9164412,0.9903402003521516
factorial_0765,0.90986264,0.9897282083875913
factorial_0772,0.7071108,0.957211773643505
factorial_0779,0.8008194,0.9363573971668461
factorial_0786,0.90406847,0.9832358585657369
factorial_0793,0.6589518,0.7106211272597013
factorial_0800,0.01148173,0.008332061388188613
factorial_0807,0.07036667,0.010430431032894764
factorial_0814,0.60847765,0.646336963331345
factorial_0821,0.67543286,0.49803062036618523
factorial_0828,0.28077695,0.12388040952430193
factorial_0835,0.35019124,0.22452916239967347
factorial_0842,0.543957,0.3959157940729577
factorial_0849,0.6652788,0.4324196658379368
factorial_0856,0.81297237,0.7968443651292693
factorial_0863,0.99979776,0.9999229447997691
factorial_0870,0.9854247,0.9959511822874333
factorial_0877,0.31792325,0.10713137715971989
factorial_0884,0.40738857,0.16153269070087042
factorial_0891,0.2766626,0.04646995899494448
factorial_0898,0.26475435,0.048159439513528905
factorial_0905,0.36490074,0.17880577698434066
factorial_0912,0.81135005,0.3846121875554063
factorial_0919,0.22378677,0.03773165836265083
factorial_0926,0.44747835,0.5663633956515125
factorial_0933,0.18279445,0.09197021273806963
factorial_0940,0.37058547,0.336517436380062
factorial_0947,0.44280687,0.12579772590465976
factorial_0954,0.6268916,0.5393612440535774
factorial_0961,0.30785465,0.11996825207675826
factorial_0968,0.33649287,0.10218870233178744
factorial_0975,0.5546567,0.31327809588565964
factorial_0982,0.67104137,0.5973602183596816
factorial_0989,0.28030407,0.07732344058933115
factorial_0996,0.3655694,0.19998319734886866
factorial_1003,0.3215161,0.1267426557116713
factorial_1010,0.2613088,0.054021147846512164
factorial_1017,0.43146437,0.2726130636487898
factorial_1024,0.29200628,0.051345973687577214
factorial_1031,0.25466505,0.43338312740823726
factorial_1038,0.1782007,0.08000192961665592
factorial_1045,0.20142056,0.09313776567579748
factorial_1052,0.7332287,0.9544147250359281
factorial_1059,0.91156274,0.9939720347342935
factorial_1066,0.34157673,0.13438452786069768
factorial_1073,0.9382532,0.9960183789197885
factorial_1080,0.49963906,0.33143302033654654
factorial_1087,0.40943345,0.36367314319347144
factorial_1094,0.13629688,0.04158485860050625
factorial_1101,0.46965456,0.19750391843816398
factorial_1108,0.37435654,0.33556127400323077
factorial_1115,0.2541185,0.08813825738739603
factorial_1122,0.29745775,0.08766106032963628
factorial_1129,0.07521052,0.06140106499036532
factorial_1136,0.050284673,0.010657894403702364
factorial_1143,0.35357293,0.3547141279899208
factorial_1150,0.6153497,0.9383462840753213
factorial_1157,0.66487247,0.9375795571311454
factorial_1164,0.9056125,0.987743298968268
factorial_1171,0.990204,0.9990624221238522
factorial_1178,0.2071893,0.08540535575962155
factorial_1185,0.9201315,0.9967121284302474
factorial_1192,0.8919182,0.9847026087082222
factorial_1199,0.9208358,0.9932538691813969
factorial_0003,0.49173295,0.798932145359278
factorial_0010,0.3201618,0.12249291484197584
factorial_0017,0.12966083,0.017074987750988153
factorial_0024,0.10848286,0.020869491761978838
factorial_0031,0.3625967,0.07628876559272416
factorial_0038,0.2581186,0.0708752144384389
factorial_0045,0.31158966,0.0653896800438212
factorial_0052,0.9665061,0.9875690113951392
factorial_0059,0.87187904,0.9582083022185157
factorial_0066,0.95936257,0.9772688609875556
factorial_0073,0.7066299,0.8198567625571446
factorial_0080,0.5725928,0.8976761005141821
factorial_0087,0.46381602,0.38582842935400763
factorial_0094,0.31583914,0.3019277710115093
factorial_0101,0.4022005,0.10859391273562587
factorial_0108,0.4960278,0.5637289309948608
factorial_0115,0.52215356,0.2063422696671121
factorial_0122,0.2033037,0.03892954687468553
factorial_0129,0.15169074,0.022860239410453884
factorial_0136,0.37633732,0.312667444438639
factorial_0143,0.19452444,0.07221644783432855
factorial_0150,0.3566786,0.10116544595943222
factorial_0157,0.3446007,0.2992789751055484
factorial_0164,0.23976488,0.03360156559893894
factorial_0171,0.4837784,0.11849011011297707
factorial_0178,0.3582345,0.09888276542947985
factorial_0185,0.13539928,0.029491334021428606
factorial_0192,0.4300524,0.48564459019086
factorial_0199,0.7517527,0.741876267082995
factorial_0206,0.19354397,0.04159812884888151
factorial_0213,0.39835355,0.16545718662048425
factorial_0220,0.37656346,0.1767488926699095
factorial_0227,0.24337193,0.07153253385032747
factorial_0234,0.38397163,0.433529848557725
factorial_0241,0.30103797,0.0460494725217543
factorial_0248,0.21837872,0.2708447898723856
factorial_0255,0.40173957,0.6698637462964956
factorial_0262,0.80748385,0.9879650881948203
factorial_0269,0.70324826,0.9626477861126045
factorial_0276,0.5181992,0.4956874687749129
factorial_0283,0.24348669,0.030244762770964554
factorial_0290,0.880231,0.9597471042762167
factorial_0297,0.66739035,0.839548807782638
factorial_0304,0.18207715,0.054448598868655586
factorial_0311,0.40431252,0.3096384540430735
factorial_0318,0.601161,0.8519005781219227
factorial_0325,0.18212922,0.055087022227995074
factorial_0332,0.29410625,0.23986928016442172
factorial_0339,0.2187074,0.06938716073021502
factorial_0346,0.27459416,0.20917254911241812
factorial_0353,0.9898671,0.9990547767487897
factorial_0360,0.58827126,0.6685928592443254
factorial_0367,0.5886818,0.8891092117845325
factorial_0374,0.87421745,0.9937662013107522
factorial_0381,0.29236773,0.6630297345057657
factorial_0388,0.9888859,0.9992922051301829
factorial_0395,0.8404453,0.9639168767556037
factorial_0402,0.15031917,0.0211978093699746
factorial_0409,0.2757469,0.054470251678369754
factorial_0416,0.015758507,0.002012857375482357
factorial_0423,0.019748244,0.007434052492885663
factorial_0430,0.4056082,0.18747927193565211
factorial_0437,0.3094911,0.10528160568990755
factorial_0444,0.3504665,0.31325097841111504
factorial_0451,0.90784633,0.95982537838938
factorial_0458,0.86778873,0.9638752471201156
factorial_0465,0.9736303,0.9905809313223806
factorial_0472,0.9689269,0.9942710297380674
factorial_0479,0.5321364,0.14620138667212715
factorial_0486,0.38826585,0.26746447965187037
factorial_0493,0.6119948,0.22379572160235933
factorial_0500,0.17461832,0.021158790341096405
factorial_0507,0.34742433,0.49763168127470925
factorial_0514,0.22552896,0.034373825490687314
factorial_0521,0.3132275,0.06669351861008105
factorial_0528,0.59706885,0.35679917088951546
factorial_0535,0.38482606,0.23318229305825028
factorial_0542,0.1406662,0.020029697955424575
factorial_0549,0.45034954,0.3453594530665888
factorial_0556,0.47175428,0.3055703474209844
factorial_0563,0.54023314,0.35224398743563645
factorial_0570,0.24812037,0.08743926350937951
factorial_0577,0.63650376,0.3491557913167749
factorial_0584,0.71970266,0.5497523788666954
factorial_0591,0.4858841,0.21312270007767134
factorial_0598,0.25648075,0.07939111761063398
factorial_0605,0.21480553,0.2138716641588329
factorial_0612,0.5341345,0.2513028803225128
factorial_0619,0.12465059,0.020807492547025803
factorial_0626,0.59455717,0.5509987697837394
factorial_0633,0.4285559,0.562644160684923
factorial_0640,0.18462889,0.0632823104864125
factorial_0647,0.20782018,0.22807859900852415
factorial_0654,0.47036606,0.8945797328443387
factorial_0661,0.85591245,0.9836073304383777
factorial_0668,0.6079191,0.871579702628115
factorial_0675,0.66389215,0.9441964608884595
factorial_0682,0.41502205,0.4949040356760358
factorial_0689,0.41331637,0.16943610755558472
factorial_0696,0.8467673,0.9762862676368328
factorial_0703,0.48656982,0.326204585024516
factorial_0710,0.38840377,0.33946323298277575
factorial_0717,0.64482737,0.3668432026274951
factorial_0724,0.065214776,0.06395291594264114
factorial_0731,0.33446273,0.12459140921773063
factorial_0738,0.4884587,0.3332948027800021
factorial_0745,0.3727848,0.0913829901425793
factorial_0752,0.9739106,0.9985048416496128
factorial_0759,0.5862783,0.8292196182431232
factorial_0766,0.6059071,0.6458644310536464
factorial_0773,0.48175782,0.24640321095003584
factorial_0780,0.259338,0.07875548486490858
factorial_0787,0.8025516,0.9482904844839862
factorial_0794,0.9427628,0.9966951582488047
factorial_0801,0.013649116,0.009828563022777754
factorial_0808,0.754093,0.8350963596373464
factorial_0815,0.4397057,0.548493620774971
factorial_0822,0.022045342,0.011544235175622357
factorial_0829,0.4473175,0.08280669518988153
factorial_0836,0.5488916,0.18127517709423538
factorial_0843,0.40631196,0.14821765026012457
factorial_0850,0.99918383,0.999675327658238
