ID,SPEAR_BINARY_VOICE_PROB,SPEAR_BINARY_MUSIC_PROB,SPEAR_JOINT_VOICE_PROB,SPEAR_JOINT_MUSIC_PROB,SPEAR_JOINT_FILE_PROB,SPEAR_EXISTING_VOICE_PROB,SPEAR_EXISTING_MUSIC_PROB
factorial_0032,0.5131771,0.9983808,0.72896165,0.9998981,0.9999117,0.4649658,0.15746489
factorial_0033,0.9999989,0.22222543,0.99999994,0.00033005336,1.0,0.32575867,0.2055673
factorial_0034,0.027010687,2.364554e-06,0.06351673,5.583835e-09,0.063516736,0.41341734,3.04374e-05
factorial_0035,0.9588649,0.83899397,0.84224635,0.5587712,0.8456087,0.5205342,0.04115435
factorial_0036,0.54189265,0.9883663,0.34497055,0.9818394,0.99764025,0.31263626,0.83743006
factorial_0037,0.00019682906,0.5021792,1.3498561e-05,0.020786548,0.020788193,0.30087903,0.20369874
factorial_0038,0.006010993,0.09482353,0.00016136352,0.0021527286,0.002158165,0.4052398,0.0057359496
factorial_0039,0.99999356,0.99228644,0.9999999,0.99956375,1.0,0.5607887,0.014826584
factorial_0040,0.9963851,0.9915387,0.99999905,0.99999917,0.99999917,0.50040454,0.12645848
factorial_0041,0.5654328,0.99818295,0.9946138,0.9998111,0.9998111,0.2745512,0.96458447
factorial_0042,0.86768883,0.009741121,0.08903119,0.00053755654,0.08905357,0.23265944,0.07158167
factorial_0043,0.114604555,0.00012940555,0.72107136,3.6929655e-06,0.7210736,0.46864533,0.004635435
factorial_0044,0.09600701,0.003392992,0.6332871,0.0043319813,0.6375646,0.3066403,0.0047615776
factorial_0045,0.21088494,0.001678625,0.00059872394,3.5403473e-06,0.00059878826,0.07715411,0.76591265
factorial_0046,0.98552346,0.9998994,0.99838513,0.9999999,0.99999994,0.5356715,0.765101
factorial_0047,0.0057073357,0.0009299811,0.46359143,0.00037609655,0.4639665,0.05696485,0.001351413
factorial_0048,0.22154623,0.9967147,0.368779,0.9957412,0.9969554,0.28078952,0.8443078
factorial_0049,0.56216425,0.417362,0.0077454927,0.006032633,0.007779777,0.13029106,0.021418255
factorial_0050,0.48734546,0.9990282,0.9965463,0.9999994,0.99999994,0.9070736,0.9520572
factorial_0051,0.9808061,0.3826363,0.994238,0.60376686,0.9955752,0.9882544,0.7190612
factorial_0052,0.99999964,0.8840964,0.99999994,0.5555292,1.0,0.9413535,0.99951315
factorial_0053,0.99850804,0.6435036,0.9996962,0.27389163,0.9999732,0.9591235,0.24766226
factorial_0054,0.9952591,0.97109264,0.9862623,0.03994527,0.99997777,0.92105246,0.8251857
factorial_0055,0.99754107,0.87173826,0.99999636,0.99612004,1.0,0.9146581,0.80928123
factorial_0056,0.9991774,0.9943193,0.9999782,0.99881756,0.99999976,0.5030507,0.9268
factorial_0057,0.005363706,0.96143126,0.03748752,0.9897684,0.9956032,0.75457996,0.7956874
factorial_0058,0.9768778,0.07443864,0.99999696,7.8477715e-06,0.99999964,0.98120743,0.8610477
factorial_0059,0.22198214,0.99991095,0.9846345,0.99996316,0.9999999,0.36779004,0.79744625
factorial_0060,0.14946857,0.94766945,0.885042,0.9793877,0.99771327,0.91242826,0.75989467
factorial_0061,0.999811,0.8581973,1.0,0.9981255,1.0,0.98658645,0.9031864
factorial_0062,0.013745629,0.9767224,0.0029179165,0.9966783,0.99887645,0.36025593,0.5096063
factorial_0063,0.9997973,0.8942746,0.99993634,0.029106494,0.9999981,0.9858132,0.9790661
factorial_0064,0.090792865,0.7825522,0.8641902,0.6155758,0.95687824,0.5834145,0.89031136
factorial_0065,0.99907184,0.9788867,0.9999995,0.99998486,1.0,0.97483283,0.99033785
factorial_0066,0.9993992,0.16611516,0.9999923,0.00029424025,0.9999929,0.91008395,0.8300604
factorial_0067,0.9212642,0.9612092,0.9997451,0.9893772,0.9999965,0.97874635,0.9425705
factorial_0068,0.992792,0.3955565,0.99979097,0.016978512,0.99996954,0.7062845,0.9546414
factorial_0069,0.69063485,0.99994373,0.9972361,0.99998254,0.99999994,0.6487044,0.81637985
factorial_0070,0.99993885,0.011546442,0.99999976,0.00025553323,0.9999998,0.98919743,0.33791664
factorial_0071,0.9999583,0.27256134,0.9999985,0.034657393,1.0,0.9937219,0.935527
factorial_0072,0.95533764,0.9307548,0.99912834,0.649705,0.9999962,0.92723286,0.95366836
factorial_0073,0.9212642,0.9612092,0.9997451,0.9893772,0.9999965,0.97874635,0.9425705
factorial_0074,0.9910883,0.04091718,0.9996139,0.0005411441,0.9996162,0.9663067,0.36325705
factorial_0075,0.99980146,0.03173207,0.9999983,0.004092433,0.9999987,0.24891178,0.8543798
factorial_0076,0.08411535,1.0,0.87634534,1.0,1.0,0.23225659,0.99992883
factorial_0077,0.9305512,0.93312854,0.079022594,0.9994338,0.9997397,0.685411,0.9830872
factorial_0078,0.89599776,0.9970247,0.026422031,0.98131454,0.9999998,0.4404612,0.4292702
factorial_0079,0.6095198,0.8955071,0.26878434,0.7576225,0.99989116,0.66380715,0.9072505
factorial_0080,0.8399232,0.0061263223,0.14507002,0.6632382,0.8080038,0.22015435,0.34996167
factorial_0081,0.99999523,0.99973005,0.9999994,0.9996577,1.0,0.4786851,0.9905676
factorial_0082,0.026274025,0.74907863,0.9951464,0.78722745,0.99995303,0.45135432,0.44982904
factorial_0083,0.0032888453,0.48419452,0.001030662,0.9778762,0.97847295,0.28562775,0.9951297
factorial_0084,0.968059,0.99958724,0.97121197,0.99998504,0.99999815,0.57205325,0.0028566262
factorial_0085,0.36049557,0.74366564,0.87342286,0.124595635,0.9979675,0.49186164,0.51965207
factorial_0086,0.063268214,0.11521316,0.6954193,0.13603605,0.8207773,0.31708273,0.3749634
factorial_0087,0.9985721,0.872282,0.9998206,0.57053125,0.9999847,0.53427005,0.85060495
factorial_0088,0.23349677,0.13554116,0.8245481,0.0030779287,0.8275757,0.6330914,0.54118466
factorial_0089,0.9998822,0.91756725,0.99998474,0.9237322,1.0,0.42462835,0.838344
factorial_0090,0.9888461,1.0,0.18079436,0.99999994,1.0,0.9702077,0.9844395
factorial_0091,0.44441977,0.02241419,0.58354276,0.00237429,0.5855114,0.0396712,0.050882205
factorial_0092,0.60033387,0.9523638,0.94318926,0.9460155,0.94626486,0.40947995,0.77386135
factorial_0093,0.9986444,0.8455414,0.99980295,0.65255713,0.9999707,0.6125629,0.91372585
factorial_0094,0.96093553,0.9999995,0.41254333,1.0,1.0,0.058429718,0.76888674
factorial_0095,0.9999269,0.99999905,0.8683059,0.9999883,1.0,0.6565271,0.23423506
factorial_0096,0.96602917,8.122407e-05,0.9974681,5.3772766e-07,0.99746823,0.16387837,0.009464791
factorial_0097,0.5333202,0.8515425,0.09477143,0.95930594,0.9983501,0.1464691,0.72752315
factorial_0098,0.6922052,0.697226,0.050400592,0.9885213,0.99156135,0.61909944,0.8674504
factorial_0099,0.9994837,1.0,1.0,1.0,1.0,0.64237106,0.9999852
factorial_0100,0.08664227,0.05533242,0.790049,0.07748244,0.80193365,0.21549012,0.048860192
factorial_0101,0.59028614,0.99920136,0.7368304,0.9983607,0.99836814,0.69957626,0.23210397
factorial_0102,0.00014799403,3.3392607e-07,0.051319383,1.811633e-09,0.05131936,0.034780458,2.6670923e-05
factorial_0103,0.0034333447,0.9915047,0.00046289273,0.99990606,0.99993527,0.126014,0.73571384
factorial_0104,0.013423872,0.0018009543,0.0007814466,7.577653e-05,0.0008523464,0.58449227,0.0026228663
factorial_0105,0.995663,4.2127605e-05,0.99338466,3.8050808e-07,0.99338466,0.3390963,0.017865682
factorial_0106,8.6585234e-05,7.345353e-08,1.6953809e-06,9.250933e-13,1.66893e-06,0.0058540828,0.027787877
factorial_0107,6.4518266e-05,9.511578e-05,3.1921156e-06,4.7295336e-05,5.054474e-05,0.04528549,0.00030688316
factorial_0108,0.0035006546,0.9999589,0.00013751262,0.9999917,0.9999918,0.0369637,0.63664675
factorial_0109,0.7757734,0.00011746569,0.9767893,9.972043e-07,0.9767894,0.93647283,0.059937067
factorial_0110,0.008548816,0.51384777,0.005574679,0.13142462,0.13529229,0.91071564,0.04584157
factorial_0111,0.9875271,0.92805195,0.9948474,0.9929415,0.9968935,0.5611889,0.22169404
factorial_0112,0.012526894,0.00024474986,0.00012255748,3.4849001e-09,0.00012254715,0.9008854,0.018227708
factorial_0113,0.021148294,0.0007796978,9.040249e-05,2.3718424e-07,9.059906e-05,0.30048436,0.027245915
factorial_0114,0.00032954646,2.8891678e-05,0.00024121179,3.16813e-07,0.00024157763,0.48520038,0.00016895971
factorial_0115,0.00022898913,7.382329e-05,0.049058363,1.6411961e-06,0.049059987,0.620445,0.05250701
factorial_0116,0.0015717602,0.94321215,0.0027382518,0.9583763,0.95839673,0.12637885,0.10503335
factorial_0117,0.9996761,0.002235378,0.9974958,0.0031703103,0.9974958,0.8577851,0.25861084
factorial_0118,0.00053771696,0.043486476,0.00019972332,0.0029455014,0.003140211,0.0588008,0.0026348624
factorial_0119,0.0018606086,0.99992883,0.0024652684,0.99999046,0.9999907,0.08550455,0.109049425
factorial_0120,0.0020115755,0.5833028,0.0010991389,0.057043597,0.058101773,0.054410677,0.0035766978
factorial_0121,0.040422305,0.469072,0.004329775,0.014269351,0.018559992,0.4483398,0.29662496
factorial_0122,0.85810596,0.99333876,0.99274534,0.99429953,0.9943087,0.4949628,0.92829937
factorial_0123,0.89799607,0.714334,0.21671802,0.69076765,0.80702287,0.64054334,0.08896301
factorial_0124,0.020105105,0.002250957,0.0017667703,3.2156439e-07,0.0017671585,0.61282235,1.1567086e-05
factorial_0125,0.008039235,0.8800622,0.07608576,0.67041445,0.67060053,0.18677217,0.8905417
factorial_0126,0.06500537,0.0020706682,0.0023453906,9.007582e-05,0.0024354458,0.32652727,0.2128702
factorial_0127,0.5505798,0.99101627,0.40926725,0.8403929,0.993705,0.51619744,0.9993728
factorial_0128,0.8241536,8.617617e-05,0.9999962,4.4678682e-08,0.99999624,0.6682164,0.012678235
factorial_0129,0.034154646,0.0013463885,0.92970127,6.8928646e-05,0.9297702,0.8897645,0.6092623
factorial_0130,7.6840675e-05,0.025564957,0.000105393716,0.0024443706,0.002549708,0.3700437,0.6068366
factorial_0131,0.15169819,0.010662673,0.88139236,0.0012112007,0.8814554,0.6389819,0.0030030408
factorial_0132,0.00017698055,0.02638009,2.5465806e-05,2.6731755e-05,5.221367e-05,0.6702946,0.39283553
factorial_0133,0.052986257,0.10732196,0.033029217,0.0001888664,0.03317666,0.62113863,0.74543625
factorial_0134,0.046273813,0.42639896,0.12358017,0.12661216,0.12661743,0.77989244,0.8042738
factorial_0135,0.043160975,0.99996996,0.7448788,0.99987924,0.99987924,0.81219566,0.9851077
factorial_0136,0.0018725806,0.9610266,0.0013415884,0.9977649,0.9978141,0.08612338,0.022581164
factorial_0137,0.000843628,0.9945036,0.0022052838,0.99997914,0.9999973,0.12742524,0.9795145
factorial_0138,0.00052047835,0.55330443,9.338935e-05,0.023809448,0.023902655,0.4638218,0.8666299
factorial_0139,0.86352086,0.00011259223,0.99879164,2.1527294e-06,0.9987923,0.2458637,0.24868599
factorial_0140,0.01545707,0.9999019,0.010684998,0.9999786,0.99999976,0.65746534,0.96794015
factorial_0141,0.8393782,0.8165084,0.46451914,0.5359676,0.9988486,0.8783717,0.8681031
factorial_0142,1.3582053e-06,0.8237677,4.952877e-08,0.9780416,0.9780416,0.06680586,0.98225164
factorial_0143,0.6870781,0.99999964,0.9205664,0.99999994,1.0,0.64756763,0.9998591
factorial_0144,0.010428854,0.989883,0.0051291166,0.99825805,0.99825823,0.17735814,0.97711265
factorial_0145,0.4173709,0.002577212,0.9995887,1.33339745e-05,0.9995922,0.34646448,0.41080844
factorial_0146,3.139871e-06,0.9139402,7.0303344e-08,0.472489,0.47248906,0.705572,0.784391
factorial_0147,0.867614,0.89631027,0.9749783,0.9692998,0.9863267,0.40607855,0.74923104
factorial_0148,0.095662124,0.14510813,0.0039487802,0.00016072895,0.00400728,0.5373351,0.96184486
factorial_0149,0.482387,0.6242282,0.9925438,0.9925451,0.992846,0.4039082,0.2244732
factorial_0150,0.122337185,0.00022010968,0.9982754,1.26431505e-08,0.99827546,0.4177269,0.0055219773
factorial_0151,0.13713288,0.9919498,0.015046658,0.7823763,0.78616774,0.78515744,0.93241304
factorial_0152,0.15261866,0.0202036,0.00014209225,8.81535e-06,0.00014257431,0.45319963,0.00049540086
factorial_0153,0.972613,3.2315063e-05,0.9944582,1.2134434e-07,0.9944582,0.71861285,0.0010579097
factorial_0154,0.016305033,0.73271513,0.005213172,0.11171051,0.11348766,0.1861827,0.012016121
factorial_0155,0.0031743178,0.48637846,0.015751656,0.21937886,0.2351054,0.28922123,0.035505056
factorial_0156,0.006899661,0.9986608,0.16221458,0.9998956,0.9998957,0.17119625,0.06355127
factorial_0157,0.013557711,0.09104697,0.00705343,0.029385896,0.03643918,0.0007081969,0.16219234
factorial_0158,0.34999344,0.00558891,0.98101735,3.9029845e-05,0.9810311,0.8648885,0.34200695
factorial_0159,0.9997603,0.041684035,0.9999931,6.096907e-05,0.99999344,0.94652915,0.281343
factorial_0160,0.727863,0.6138644,0.48649928,0.49423295,0.9805092,0.17943165,0.006199209
factorial_0161,0.00052987406,0.9996468,1.4294026e-05,0.9858222,0.9858222,0.09661199,0.020398088
factorial_0162,0.1033699,0.4038242,0.0010246157,0.009739396,0.010707021,0.70978594,0.004678224
factorial_0163,0.12678896,0.56936663,0.42639536,0.015366832,0.43348187,0.76547295,0.5612144
factorial_0164,6.732181e-05,0.14842363,0.00040391812,0.35788378,0.35828143,0.34334612,0.0864842
factorial_0165,0.9601986,0.9999343,0.9503234,0.9999992,0.9999994,0.7860487,0.9943504
factorial_0166,0.14260583,0.98582536,0.38281482,0.44895014,0.44908524,0.14214523,0.16657363
factorial_0167,0.0015065136,0.0018564308,0.0020930658,5.836321e-06,0.002098918,0.3317258,6.183696e-05
factorial_0168,0.6982429,0.8612998,0.01846515,0.8297087,0.83710825,0.17007479,0.24610814
factorial_0169,0.49844453,0.9999658,0.025430955,0.9999992,1.0,0.43814856,0.8720756
factorial_0170,0.196166,0.99994993,0.9226336,0.99977934,0.99977934,0.41098067,0.98443675
factorial_0171,0.986355,0.00016255867,0.99337715,2.3522796e-07,0.9933772,0.7907547,0.0010317896
factorial_0172,0.9998845,0.9985422,0.9999999,0.99997056,1.0,0.5420652,0.8540866
factorial_0173,0.7623669,3.762658e-05,0.44166973,3.9739287e-09,0.4416697,0.17055762,0.011120981
factorial_0174,0.051163383,0.0013038677,0.007401697,4.661746e-06,0.007406175,0.24503894,0.019737868
factorial_0175,0.08037125,0.9997398,0.6519955,0.9995806,0.99958444,0.583245,0.9865739
factorial_0176,0.9727946,0.9995227,0.9874991,0.9999951,0.99999875,0.9392313,0.96576804
factorial_0177,0.9994419,0.64329433,0.9999488,0.55835736,0.9999594,0.8840198,0.9990465
factorial_0178,0.10541927,0.5975008,0.4779755,0.7792379,0.8661989,0.15692037,0.94031495
factorial_0179,0.31332707,0.99814177,0.0059402534,0.9992274,0.9999684,0.4111641,0.8353466
factorial_0180,0.93708134,0.88918453,0.9903421,0.022643834,0.9904483,0.74796605,0.5221022
factorial_0181,0.7126608,0.8531665,0.82611847,0.5196122,0.9939458,0.46849987,0.61849636
factorial_0182,0.0140464995,0.9864377,0.00026402206,0.9974363,0.9974362,0.26405108,0.091070436
factorial_0183,0.99975985,0.9370111,0.9999154,0.9719475,0.9999989,0.41117403,0.84339327
factorial_0184,0.019222897,0.79273105,0.001488598,0.95361364,0.95361465,0.21736997,0.8636268
factorial_0185,0.92051417,0.95577145,0.99860877,0.9999291,0.9999758,0.48675042,0.97011906
factorial_0186,0.0052313944,0.94177824,0.011863555,0.9249136,0.93628174,0.050377034,0.011226752
factorial_0187,0.13172409,0.87121403,0.6208517,0.61451054,0.9480435,0.7251928,0.8209606
factorial_0188,0.49207783,0.74505657,0.83158904,0.9495857,0.9787044,0.42464262,0.8121879
factorial_0189,0.9985177,0.94554067,0.99998206,0.92484695,0.99998516,0.29419693,0.24393904
factorial_0190,0.055382427,0.4415358,0.9839654,0.014478842,0.98930544,0.5309868,0.8345203
factorial_0191,0.00255454,0.13721663,0.021981511,0.028710958,0.05068046,0.8743306,0.98226124
factorial_0192,0.87765986,0.97999245,0.98862475,0.99717623,0.99952006,0.6241517,0.0029518509
factorial_0193,0.9878834,0.99598014,0.9997512,0.9996779,0.99997383,0.90823764,0.93349874
factorial_0194,0.0042253113,0.9000998,0.0022785969,0.9831922,0.9848193,0.38984635,0.4053485
factorial_0195,0.9999925,0.28831714,0.99999994,0.0010003058,1.0,0.21600936,0.9479616
factorial_0196,0.27273062,0.043692306,0.12689029,0.00022044436,0.1269691,0.56748396,0.8032697
factorial_0197,0.7289092,0.03192563,0.99859595,1.913485e-05,0.9985984,0.8821603,0.2393354
factorial_0198,0.0001478998,0.0945502,0.011116089,0.5829204,0.5940363,0.17670085,0.3707675
factorial_0199,0.30740392,0.997195,0.99242973,0.99710244,0.99724424,0.7829277,0.9610564
factorial_0200,6.444853e-07,0.00057452713,5.1886687e-05,0.0030863476,0.0031383038,0.29929283,0.0034732788
factorial_0201,0.989617,0.05275093,0.9907889,0.0012608656,0.99092907,0.7739592,0.2367999
factorial_0202,0.8358222,0.2012117,0.18532327,0.099924006,0.18592465,0.79702747,0.121412635
factorial_0203,0.34964904,0.9794916,0.13643025,0.9976656,0.9983383,0.3332892,0.20512451
factorial_0204,0.6382941,0.40153602,0.020767588,0.025344279,0.036289573,0.39959282,0.02831258
factorial_0205,1.8015457e-07,0.00010995339,3.7868804e-07,7.85081e-06,8.225441e-06,0.014687816,0.0091937715
factorial_0206,0.0003977741,0.12571615,0.0007493441,0.10432088,0.1050629,0.19362888,0.066369444
factorial_0207,0.0002294006,0.7890017,2.3059756e-06,0.8422101,0.842211,0.49497694,0.1853459
factorial_0208,0.005438172,0.0020929787,0.0027481748,2.7036298e-05,0.0027733445,0.3636803,0.005701753
factorial_0209,0.09438413,0.042276263,0.0027060148,0.001186532,0.0038802624,0.657045,0.09052996
factorial_0210,7.3710245e-05,0.029000007,0.000111194706,0.014836356,0.014947474,0.2923259,0.13137901
factorial_0211,0.84995025,0.0010652078,0.83254194,0.00010446929,0.8326406,0.25298488,0.11502341
factorial_0212,0.27507856,0.9996748,0.0001637928,0.99999946,0.9999997,0.12045066,0.43548235
factorial_0213,0.9844936,0.9174693,0.9836671,0.9813795,0.98471224,0.61252445,0.4061564
factorial_0214,0.008080919,0.55385476,0.0039430256,0.16219135,0.16537702,0.39486986,0.023888147
factorial_0215,0.66831475,0.066881455,0.03993805,0.0012260813,0.040316164,0.5601782,0.49972108
factorial_0216,0.0112792,0.00281438,2.186967e-05,7.681497e-07,2.2411346e-05,0.6506729,0.059737846
factorial_0217,0.052164808,0.8525606,0.018420594,0.031719744,0.036046386,0.4886128,0.02183957
factorial_0218,0.025999496,0.03123601,0.0036627513,0.00011877314,0.0037810206,0.62289447,0.035095442
factorial_0219,0.98628473,0.999699,0.99134463,0.99989414,0.99999976,0.93265784,0.77547216
factorial_0220,0.07637471,0.56925935,0.0023401207,0.123698555,0.123916626,0.65390027,0.7941218
factorial_0221,7.899863e-06,0.98940724,9.8474175e-08,0.9985979,0.9985981,0.034819346,0.5105242
factorial_0222,0.0011186944,1.6324735e-05,3.407606e-05,1.2613151e-10,3.4093857e-05,0.07603157,0.00037373698
factorial_0223,0.0033807806,0.9993162,0.00015691943,0.999992,0.999992,0.20461193,0.99910754
factorial_0224,0.9865361,0.008513552,0.9497744,0.017496604,0.9636244,0.10161282,0.5539853
factorial_0225,0.9986926,0.99937373,0.9805147,0.9996701,0.9999926,0.8347764,0.92178506
factorial_0226,0.0028310432,0.9875492,0.000104309096,0.99987185,0.9998808,0.3634377,0.11219666
factorial_0227,0.30987063,0.65026903,0.31185758,0.87312305,0.99018246,0.78337276,0.89960116
factorial_0228,0.01906597,0.999997,0.031228108,0.99999994,0.99999994,0.1052109,0.9998759
factorial_0229,0.004485901,0.034853347,0.12440542,0.7214311,0.84583586,0.054228496,0.16149567
factorial_0230,5.3174688e-08,0.99999833,2.8343965e-09,0.9999999,0.9999999,0.14225599,0.9727179
factorial_0231,0.9859671,0.4001509,0.93673676,0.7835953,0.9368923,0.927263,0.63479966
factorial_0232,0.39439034,0.00089735084,0.897488,0.00040793687,0.89789414,0.090312816,0.3728607
factorial_0233,0.88020986,0.003207268,0.9314753,0.0056955703,0.9369992,0.6530582,0.81230485
factorial_0234,0.0062149046,1.0,7.894938e-06,1.0,1.0,0.44261175,0.9775407
factorial_0235,0.0005273261,0.98529494,2.7236132e-05,0.9999666,0.99997604,0.2552075,0.9664699
factorial_0236,0.00014068697,0.028296499,4.5618753e-09,9.157176e-06,9.179115e-06,0.58124626,0.0013766349
factorial_0237,0.8279652,0.030946352,0.77029824,0.001975142,0.77164984,0.046972964,0.87852424
factorial_0238,0.004503465,0.029368438,0.0004205729,0.006487814,0.0069044232,0.39265355,0.05857821
factorial_0239,0.95814586,0.8694725,0.99430025,0.9942171,0.9944438,0.7682802,0.97883534
factorial_0240,7.1639675e-05,0.04784428,1.1248093e-05,0.005598954,0.005610168,0.07830965,0.82555705
factorial_0241,0.016273124,0.87652975,0.0043380596,0.98313373,0.9874368,0.40391555,0.5052607
factorial_0242,0.67918664,0.0017477816,0.9911361,0.00044216152,0.9912499,0.32535353,0.22601679
factorial_0243,0.99864215,0.9999002,0.999739,0.99999946,1.0,0.9228204,0.9906651
factorial_0244,0.8991966,0.19000675,0.96966064,0.0655624,0.9710353,0.61388427,0.00049719715
factorial_0245,0.62975323,0.14865854,0.08797483,0.009012457,0.088718355,0.5047076,0.22085732
factorial_0246,0.0003732901,0.98349077,1.2043292e-06,0.9997093,0.99970937,0.32841367,0.20673601
factorial_0247,0.0005735833,0.9999995,4.694315e-07,1.0,1.0,0.66247517,0.9814927
factorial_0248,0.00029233392,0.9812176,0.00043729966,0.9999083,0.99999624,0.16460362,0.8475227
factorial_0249,0.9998449,0.99947363,0.99999344,0.9999811,0.9999999,0.84610474,0.914446
factorial_0250,0.61614263,0.41515365,0.9796514,0.9767876,0.98404473,0.79604036,0.59795576
factorial_0251,0.8075361,0.99556243,0.8087633,0.99125695,0.99980927,0.6099477,0.261255
factorial_0252,0.7042541,0.00020812287,0.48062712,8.759152e-07,0.4806276,0.821368,0.22619587
factorial_0253,0.4141089,0.012176173,0.858991,0.00053340447,0.8593506,0.6391113,0.031752586
factorial_0254,0.28285617,0.95779324,0.8223307,0.97313046,0.97893745,0.9206031,0.36894858
factorial_0255,0.99048,0.0013505691,0.7575221,3.901759e-05,0.75752217,0.04884076,0.04509774
factorial_0256,0.009875359,3.362304e-05,0.0031808186,1.06429265e-08,0.0031808615,0.028994843,0.0020388828
factorial_0257,0.0074903765,0.00038021497,0.024878604,2.0724924e-08,0.024878561,0.022370704,0.0012291084
factorial_0258,0.08833523,0.5670192,0.05822269,0.05633,0.06114745,0.61290485,0.059256084
factorial_0259,0.9969722,0.007379522,0.9978291,0.0011509284,0.9978291,0.9229047,0.055244688
factorial_0260,0.79739016,0.4629445,0.18859583,0.16632144,0.19247425,0.4549561,0.12604143
factorial_0261,0.99975246,0.999841,0.99988323,0.9999956,0.9999999,0.9045287,0.5708593
factorial_0262,0.8142461,2.285963e-05,0.801851,1.9990152e-08,0.801851,0.4501899,0.046654303
factorial_0263,0.9720078,0.4762107,0.9845844,0.015275082,0.9997553,0.23458606,0.061217666
factorial_0264,0.0035154365,0.000103627586,0.00077018654,1.3035434e-07,0.0007703304,0.01810885,0.014382152
factorial_0265,0.9976673,0.9794572,0.9999756,0.9995597,0.99998665,0.9089986,0.9525721
factorial_0266,0.00020947984,0.026835494,2.428913e-07,1.2743084e-05,1.2993813e-05,0.17668074,0.0003808164
factorial_0267,0.99774534,0.16656755,0.99685764,0.5406053,0.9968769,0.95872283,0.8500625
factorial_0268,0.93904036,0.99722195,0.8449344,0.9997664,0.99983865,0.53657657,0.55352104
factorial_0269,0.88758373,2.2252781e-05,0.8676418,1.9684808e-08,0.8676418,0.5302524,1.0969576e-05
factorial_0270,0.045542117,0.7255522,0.5724647,0.27284363,0.71123135,0.10513815,0.122496195
