KIND,PATH,ROWS,SHA256
source_hashes,data/eval/prospective_mixed_phone_v3/audio_hashes.csv,1200,02e538856150d9ea2d65cb18361f0c03ac0ce99eae5f9be7e389bf3549cba350
source_hashes,data/eval/prospective_mixed_phone_v3/source_hashes.csv,480,4d0d508954fb8aa601571d88998547bc9d8d4ecb9055bd78e5681361a89af2ae
source_hashes,data/eval/prospective_mixed_phone_v3_instrumental/audio_hashes.csv,1200,f77228b3d49bf891dc539058b60f0d83c355f4e10f1ff235a3b00878bcbc963a
source_hashes,data/eval/prospective_mixed_phone_v3_instrumental/source_hashes.csv,480,9630ee4d436f91bade824a800f63a08f5c88b1ec6c2320d66b63ff1c6601b87a
source_hashes,data/eval/prospective_mixed_phone_v3_instrumental_v2/audio_hashes.csv,1200,544068f66075e0c8f9a31f8b96598c1e10e4d484fbb476c1c59ed45706e16c8a
source_hashes,data/eval/prospective_mixed_phone_v3_instrumental_v2/source_hashes.csv,480,ca549f463c0f0f23fb0fa83aa19c07de755a20bb3837cec4ac79d06f68eb23ec
source_hashes,data/sources/long_voice_v61_v3/source_hashes.csv,100,58fc6d2651dbeba8c62be5c9b11a1a29033840e7310e9a54e0f37b4eb08cab10
truth,data/eval/all_type_blind_v9/truth.csv,600,b11b0fecb01ac976d0b38842700d1574918012e0b53d84286737ebe183754bff
truth,data/eval/asvspoof2021_la_channel_audit_v1/truth.csv,1200,ad0213fa00127c05ebfccf4aacfae0476f770a920672da578f51e5d529a6cf78
truth,data/eval/asvspoof_voice_telephone_dev_v1/truth.csv,176,0143a1a5b4bdce377b07960d9d1252fe4a18fae0238b128e2611156d53aef7ed
truth,data/eval/asvspoof_voice_v1/truth.csv,200,cbfb2fea0d903008c9b4a21ec5ff1ea86da850778868ba0c8e5819c450350ad6
truth,data/eval/asvspoof_voice_wav_dev_v1/truth.csv,176,7b67fc354ea5a20508319284f1ebbf296c8e8641fea1f10345e5ca56c731b3cf
truth,data/eval/channel_invariant_factorial_train_v1/truth.csv,3000,c1638c1c34832d6459b5098b7a181edc8e488c7237fde9439a71ee8ad948644d
truth,data/eval/codec_mixed_blind_v5/truth.csv,240,d84a2a691c717dc1db2e8820dc1e263bf87239a382d47f9b1e58db9b6726f9a3
truth,data/eval/codec_mixed_blind_v6/truth.csv,240,c780d61642cce109a8ac0b5960c4df9c7f7cd4f02781c7063e18c82b69ebdc4a
truth,data/eval/codec_mixed_blind_v7/truth.csv,360,75fe464b32b4b9f11f14c334e5fba38c871d0c11bf5d73b7b0d0f9bd0c303ac5
truth,data/eval/codec_mixed_blind_v8/truth.csv,360,7c299e957541c8bb7431f256e43c2ae9576a968366d62dcd0519e3141abcb342
truth,data/eval/codec_mixed_dev_v4/truth.csv,600,6a87bc333eb88306d3f31002ac519bb484f903dd1c419824bbe1c28a5b41881b
truth,data/eval/competition_v2/truth.csv,1200,c903db5f6b707e73b130f5294f605601188e55bd8a92aeec8d3c42ea1d7d77db
truth,data/eval/competition_v2_bad_presence/truth.csv,1200,4cf9f7af2d9d44491ce29a1c8b0fdb82c85661eb3ec82fc5a5dcbf2e0afb0d71
truth,data/eval/competition_v3/truth.csv,1200,a4c040d64dd27a5eb05472d00dda4a8fee0eb4e927d344c924b5334138531792
truth,data/eval/dual_domain_anchor_dev_union/truth.csv,1200,600bbb58297f7819ab2cc4c2bba006844b1e324b63908ee97c62e68bccf4984f
truth,data/eval/echoes_fma_paired_v1/truth.csv,276,fb36dd7a80133804d08147a3cc246061c24eda58d12b4f9d7aa0d0916ef90ce5
truth,data/eval/echoes_fma_paired_v2/truth.csv,424,95e2034baf41ce63632cae31c1ce4fe7bfcfb791415661d182365afa5790781c
truth,data/eval/echoes_fma_paired_v3/truth.csv,417,ace26d3169a69de0fd55d2d4fe9baccbc0735b26f20ef22fb1001c80b3b43ec9
truth,data/eval/echoes_fma_paired_v3/truth_dev.csv,111,368d2443c61805158936bfc20e1fb2b980af3b64f3c2cedec3b774753ef22309
truth,data/eval/echoes_fma_paired_v3/truth_holdout.csv,141,86b6a8cf1a6c8e1430825ee3e561bcc9a3ad6a86cc43c982cdf43b5ddc6ae0c5
truth,data/eval/echoes_fma_paired_v3/truth_locked.csv,165,5ddeea36e557c15f356331bc1065678e685031d3ed0a8abcf1fdea5dc2374e87
truth,data/eval/echoes_v1/truth.csv,800,7eda433693248567b0f102165adad861992b43ef0bedf965b27f2e759b2cab0c
truth,data/eval/echofake_dev_v1/truth.csv,2000,d77f7f0286d357ce14d11fd245b628ea9f35874d12d0b751d5d3347122c180b9
truth,data/eval/echofake_v1/truth.csv,600,58817d7aa4fb43e6bddaf12e102f443de8832afb4c51156184749fd20588f02a
truth,data/eval/echofake_v2/truth.csv,800,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
truth,data/eval/external_mixed_train_v1/truth.csv,800,e68436b27d92dce2e6ec7a287ee31be14d42f083fdd01f3ea21cec533d923090
truth,data/eval/external_mixed_train_v1_telephone_v1/truth.csv,800,5a4663cab937e729453f4f39958412f7e83b1e36f2b454acbe663029d9dd2b3d
truth,data/eval/external_mixed_v1/truth.csv,400,fd3d366121f7fdd45453b76c0525dc9b6c937ba5c60491f53ca289cb5f19a264
truth,data/eval/external_mixed_v1_telephone_v1/truth.csv,400,db022924235f4e6683bab72063dcfcec9623dc18008a4ab371389714aa5cb3a9
truth,data/eval/factorial_eval_1200_v1/truth.csv,1200,0093853ba4e451be1abdc1db3918bbb131db16451ad462a0b229e9f6f676825c
truth,data/eval/factorial_eval_1200_v1/truth_dev.csv,400,b2095f83e89152a3e630b459efbfce5699ebb997cde50095acf778860f5e1d29
truth,data/eval/factorial_eval_1200_v1/truth_holdout.csv,400,34c4cf25d3243a3c44a99e945760ed84e8636ae85092309c3dd3bec907d0c646
truth,data/eval/factorial_eval_1200_v1/truth_locked.csv,400,4d9bf88173b4cd177c7c4882011f2bfd4d8e9670a49c27a294642bc26325ebe2
truth,data/eval/factorial_eval_1200_v2/truth.csv,1200,260bbedcf5fe4dae63d3bd61b8bc4c578b7af6bd6ebaa73217be2b3edad7cbc7
truth,data/eval/factorial_eval_1200_v2/truth_dev.csv,400,5c37cf92eeb7ee9ab5c6d56f2e1c4a01094a8e8792e82f2f8735d564a445cf87
truth,data/eval/factorial_eval_1200_v2/truth_holdout.csv,400,52a4bd6f03daa2838bc2dba8e4a616dc398782030c8f91badae6e593e619570e
truth,data/eval/factorial_eval_1200_v2/truth_locked.csv,400,dd0a4564094a6ffb05f523e45135ac4322ad71311c20b8a0cf67d32b1b952715
truth,data/eval/factorial_eval_1200_v2_dev_bank/truth.csv,400,48d95cdd707ed6cba77e31f0cc6b1628afd061198667e0691d86edf5597e7775
truth,data/eval/forensic_call_audit_v1/truth.csv,1200,6cc3c14a9192851e95dda6d61604cc10a20a3d2c3065c9958b20d7283808993d
truth,data/eval/forensic_call_dev_v1/truth.csv,192,736bd58b6ef76dc49c9732bd3a8d5aea67d973b2da3b98f15c357dfe98509443
truth,data/eval/forensic_call_train_v1/truth.csv,576,73d5ada6e7362da11891704e6f0260729f52dbcbccb556cd88ce04734ead34dc
truth,data/eval/forensic_call_train_v1/truth_dev.csv,192,2e4c60e6bba9ff0381c1d8941311ca4a56a3eac6610d0282c342efe19c59bdb3
truth,data/eval/forensic_call_train_v1/truth_train.csv,384,37228340ff587003bea23a7ced9928fc7d06a1b7537c5bdb673b4bd2a119e3fe
truth,data/eval/long_component_stress_v70/truth.csv,2160,9c9f822fc724b8825e58ac332c9fd2d526b415e58781231a57512e0aac2ae922
truth,data/eval/long_voice_sparse_v61/truth.csv,2160,eca55bb31eee7029dbcaf4dbc132a500b937ffd0b0702aba02e12e5ea31d3afe
truth,data/eval/long_voice_uniform_v61/truth.csv,720,c8d66f7cab9ca8b6931f919152569c01433ff2680856e70b993feef5e9d06c90
truth,data/eval/mixed_devvoice_train_v1/truth.csv,800,edbb002ac3c153a12447797afaf0d44954d2a159022012da08cca365aef2b566
truth,data/eval/mixed_devvoice_train_v1_telephone_v1/truth.csv,800,166bae71138e4ddb6ca4047755d389fb783999023a3c44f4553342a4ce67ecfd
truth,data/eval/mixed_fmc_music_train_v1/truth.csv,800,c70b7e0b73cdad037bbf1e81176adaa849bdeb69b86be383110ab80f55b14a60
truth,data/eval/mixed_fmc_music_train_v1_telephone_v1/truth.csv,800,10c0944e14c97cb3cd1975f53a57a4745be40e65790c60f469fc8b18f514a6c3
truth,data/eval/mixed_v1/truth.csv,80,4f1d28942de85d865fe9b01b03b69b24c1bb846bcfb36d387bf79346024744ab
truth,data/eval/mixfake_music_dev_v1/truth.csv,1600,573ce51bcf538642aefe91e707df77f0821c2c330f451eae3b8ecc717c34dfc1
truth,data/eval/mixfake_music_train_v1/truth.csv,8000,0ca558fded2c8d8985a0c61d7c5cccee80d2ba0018f86d9d31db05020a9d2822
truth,data/eval/multigen_music_presence_train_v1/truth.csv,474,d39ae96598d6c56702a531d3c3de0f3cf049bb9c6ac59c26ceb563ee6202f4b1
truth,data/eval/multigen_music_v2/truth.csv,480,1ef4e0b2cbbde614591e5b954bfcc29d5a35680fc8e5f990893a9ac74fb7091f
truth,data/eval/multigen_voice_v1/truth.csv,240,083aab8b8d23676f2bbcabb68f24dbdb5444d47c0c750495947000654a845bac
truth,data/eval/multigen_voice_v2/truth.csv,288,290a6d25bef846a28a41664620b7256c692ef3eca98451b414c8ddd72bd75609
truth,data/eval/multigen_voice_v2/truth_dev.csv,90,e03157a88ecb74192087b4cc3a602d65d4e2ffeb5d34f56e5d5b1db5a16ed17b
truth,data/eval/multigen_voice_v2/truth_holdout.csv,90,0461126ce17497bd4d68ca74dc6e225974dee69da66e52ae4a17b2bac4636f7b
truth,data/eval/multigen_voice_v2/truth_locked.csv,108,c152db96fffa91200caa56b22e5f70b6b3994160dc6b4fad7598bc46d9fff131
truth,data/eval/music_pairs_v1/truth.csv,100,365c384a27e80df393233174e088e977ca8ff1cbd70be170fbf6e779b30ff767
truth,data/eval/music_pairs_v2/truth.csv,400,e0bb5e4e674d0269038a738508e7848451b979a0c1150c34b9e6abbbf80651c8
truth,data/eval/phone_factorial_1200_v1/truth.csv,1200,ac978fece5935c9271193afabd52e80e8b056ed6beaf725072d96a1b65a7ce2d
truth,data/eval/phone_presence_factorial_train_v1/truth.csv,2400,411cd849e6f979fe2a97282a35c28d3b476836bbaee8e77ca30082d522468476
truth,data/eval/phone_router_librispeech_final_v1/truth.csv,300,f93759f5410adf56b43387bab8ecfe257fee48be3589317fadac392bc7337b11
truth,data/eval/phone_router_voice_train_v1/truth.csv,726,e7b1ea19faab2598ee9a81ca6abe3ac1ef74b406eb6edcbe44bc1cd1477c174d
truth,data/eval/presence_source_disjoint_dev_v1/truth.csv,776,028630d0826e48168bcc6f96462a0a5f67bcf0935887c8ee5a70d44cccbafabb
truth,data/eval/prospective_mixed_phone_v3/truth.csv,1200,a310be3cc5f58c0e3dbae752bb9b4010b140c80bb15a22aa964523e06b3bc7e6
truth,data/eval/prospective_mixed_phone_v3_instrumental/truth.csv,1200,b63b061bc90b3e314f5e55060e6af99d466cf37a1d4403338b69fe65b540da43
truth,data/eval/prospective_mixed_phone_v3_instrumental_v2/truth.csv,1200,d45c5a3ce0f20496e6d6d4754a94f8b43633cbe5cd1a273e1cf06599313cd388
truth,data/eval/source_disjoint_mixed_equal_v1/truth.csv,200,80319abef8354949981c20e2e9788d92c6f8cc79cca5306c6c88fe1a7afdfa47
truth,data/eval/source_disjoint_mixed_equal_v1_telephone_v1/truth.csv,200,57e08162ca9b359569537ce1aaf9858fcc1dab4fffc5a567aadd8bf26d49841a
truth,data/eval/source_disjoint_mixed_locked_v1/truth.csv,80,313130fb5db0e242a7f342589cdc62c696008f359d79497ccbe69fee8ace029c
truth,data/eval/source_disjoint_mixed_v1/truth.csv,200,0fa827ea96058cbf3e560b5530551901271f9ed1e33665228ac1e1d355da15c9
truth,data/eval/source_disjoint_mixed_v1_telephone_v1/truth.csv,200,e6550ead73ec783f64012f83b1d6da527557792cf9b41ce45a8485a70c41bd52
truth,data/eval/source_disjoint_music_telephone_v1/truth.csv,400,2a249dd3b69d98728c95a9c40615f0e6626d81ffc95d0be507af7ab685753493
truth,data/eval/source_disjoint_music_v1/truth.csv,400,c8f993d7cec793fda7614b61db35b1a347329f282c8f88a6cb6af7b8d53260a0
truth,data/eval/suno_vocals_codec_stress_v1/truth.csv,65,7b9a94b9a591e0687ac6fed295849f483dc89e498e1eb8d2b4e0ef9f9154c502
truth,data/eval/suno_vocals_v1/truth.csv,13,11734b395cfc5e019807c9d70a670947ae92007fe365b1bfc2a84b4d6d80c86c
truth,data/eval/telephone_mixed_dev_v1/truth.csv,600,2608398b9bf6fcd29f4054073f4fd1b08c93ea662bfd2ec8870da0976a289e9a
truth,data/eval/telephone_mixed_train_v1/truth.csv,2400,858b67ad005f61fdcfd2e3477a8b9804e9eed0a8c68985c18c1b866c28dae8a2
truth,data/eval/temporal_mixed_train_v1/truth.csv,3200,3a45982c276fb16e56134eb193a80b735650bf181593bf2d6057c3d6a7f1078c
truth,data/eval/temporal_mixed_train_v1/truth_dev.csv,640,dd8ba4e34061b1af2e5e9e3e0fe6a7d42eb96a89d375f807de2f2170523d6101
truth,data/eval/temporal_mixed_train_v1/truth_train.csv,2560,2c5c0876c7665d7cb7a8d8ac187b7ea12d806fbdbf496ee2698785b04245c1c9
truth,data/eval/temporal_mixed_train_v2/truth.csv,3200,332858acd4f8bfc7e6241884009bb5441d5f5b98b9a1b7215a6d042fdc1b4c6e
truth,data/eval/temporal_mixed_train_v2/truth_dev.csv,640,bbee299c807cab12d111710f19e02ff0fb78470e3ddb4bd5a223d4a2250e10a4
truth,data/eval/temporal_mixed_train_v2/truth_train.csv,2560,f9e812a0d7e4d9cae889449d3b630f4585a1ecfd4037a4942ce200c16149c68d
truth,data/eval/temporal_mixed_v2_dev_pooling/truth.csv,640,bbee299c807cab12d111710f19e02ff0fb78470e3ddb4bd5a223d4a2250e10a4
truth,data/eval/yue_cross_component_audit_v1/truth.csv,124,773ddfa8616fe14921394164ba9a29b84ff3c8bda5573f218b6958f5da617289
truth,data/reservations/long_voice_v61/truth_sources.csv,100,d9fca004b03a3cf67dae3c3840d6f05347d25e21a99fbc5dea85e20040d1aa9a
truth,data/reservations/long_voice_v61_v2/truth_sources.csv,100,6e851b69d20485eeb3b314cf9013b1ab279f61974a9d6c28d1b1e7b9f846f4a8
truth,data/reservations/long_voice_v61_v3/truth_sources.csv,100,0fa00235feb428e6dbb95bec42cb6ab086f8a49d7c453a488fc412b0ab9fafc2
