BASE_ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,VOICE_SOURCE_KIND,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_CONTENT_ID,VOICE_REFERENCE_ID,VOICE_REFERENCE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,VOICE_PARQUET_SHARD,REPLAY_PLAYER,REPLAY_RECORDER,REPLAY_DISTANCE,MUSIC_SOURCE_KIND,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_PLATFORM,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SONICS_ORIGINAL_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,SNR_DB,OVERLAP_FRACTION,ORDER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE
cmbv8_0010,1,0,1,1,1,mixed,concurrent,RF,concurrent__RF,echofake_real,echofake:EF_O_01892,4e5a7deab2c0c5aff4052e1f23fe0cedc9c267d4d21f2f292bf40c38ea66b4b963c1db9cc322cda979a4a5ceced744e43988645a8f292bda3c13f3cf48e97a8d,common_voice_en_19741645.mp3,,,bonafide,EF_O_01892,echofake_voice/EF_O_01892.flac,open_set_eval-00000-of-00003.parquet,,,,fakemusiccaps_instrumental,FM_mustango_-uaTK8sa5Ms,fmc:-uaTK8sa5Ms,mustango,FakeMusicCaps,FM_mustango_-uaTK8sa5Ms,unmixed_dataset/eval/FM_mustango_-uaTK8sa5Ms.wav,,panns_demucs_joint_semantic_pass_v8,5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0011,1,0,1,1,1,mixed,concurrent,RF,concurrent__RF,echofake_real,echofake:EF_O_00151,9ae41d22c84af3e13009f98a357bcd2d1416780b5edf419f35608667868c914b0b7159e7125e0a4e2d86b112d84e12d73ccbc10474db775204b43ec67490f542,common_voice_en_20262993.mp3,,,bonafide,EF_O_00151,echofake_voice/EF_O_00151.flac,open_set_eval-00000-of-00003.parquet,,,,fakemusiccaps_instrumental,FM_stable_audio_open_8LYWfpPUokc,fmc:8LYWfpPUokc,stable_audio_open,FakeMusicCaps,FM_stable_audio_open_8LYWfpPUokc,unmixed_dataset/eval/FM_stable_audio_open_8LYWfpPUokc.wav,,panns_demucs_joint_semantic_pass_v8,5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0012,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_O_23926,4fee31c5638d4879fcdabc173a6b291f06cc6c9249ba081aa8962c763100e68699f46a2f149dc2d9efe6710224b76f3b9646760e4199b282709afabae136cfe7,common_voice_en_26938498.mp3,common_voice_en_26938498.mp3,c25dd8a7bcad48646c592636a6fd7b60fb38964fcb3e33c505f3e6ed78ebe5976a79224507a9f236918e2226c38d73ecfe708632c24ca2793afc2cb7301029b9,replay:CosyVoice2,EF_O_23926,echofake_voice/EF_O_23926.flac,open_set_eval-00002-of-00003.parquet,Xiaomi 13 Ultra,Wired Earbuds With Microphone,30cm,fma_instrumental,033460,fma:33460,FMA,FMA,RM_033_033460,unmixed_dataset/eval/RM_033_033460.wav,,panns_demucs_joint_semantic_pass_v8,10,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0013,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_T_03507,7fed58ba99886c90d858ec4adf2d2121bade28e62a7295a2ca3c21cb567c88ca3bda7a68b2f3c50e2d121de7fb37d1bd8c4b27c3c194ba8403464f177b385533,common_voice_en_25202344.mp3,common_voice_en_25202344.mp3,59d44675355ab27c5432d015cf96d35386c426d29eb6594ee3fd2edd804aa70086b84b04f9bf15b425a3f59be32e007ff66f8cc0948bc2fd16dc0965c7b257ef,replay:StyleTTS2,EF_T_03507,echofake_voice/EF_T_03507.flac,dev-00000-of-00001.parquet,MacBook Pro 14-inch 2021,iPhone 13 mini,50cm,fma_instrumental,109468,fma:109468,FMA,FMA,RM_109_109468,unmixed_dataset/eval/RM_109_109468.wav,,panns_demucs_joint_semantic_pass_v8,0,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0014,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_T_03747,3d6f91b803f4eaa080290d8b8078f40145d55abe78b9123e650105b3e0e0ce260de29d77d1fca43e50373903851da495b56c9f8feac22e5f27f71b900ba9446f,common_voice_en_18583205.mp3,common_voice_en_18583205.mp3,2e57807e62c760bce283f5befe38a2d0fb69be449331df55e4ea25e0689e8451bb7c7f5012021a41ff8de118a7ab774733bb3d3fe1fccef1c3383952c46f0e97,replay:SpeechT5,EF_T_03747,echofake_voice/EF_T_03747.flac,dev-00000-of-00001.parquet,iPad Mini (7th generation),iPhone 13 mini,50cm,fma_instrumental,116871,fma:116871,FMA,FMA,RM_116_116871,unmixed_dataset/eval/RM_116_116871.wav,,panns_demucs_joint_semantic_pass_v8,-10,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0015,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_T_03249,fe98fe388126f58ba249119f39284006bd841fbf187817673ca65fdfd1af1a0ed40cb94914b9cf13fce53c21dc4d8d83f7543958a34f7debeeb5e024022d75f3,common_voice_en_24584059.mp3,common_voice_en_24584059.mp3,e4b3d95ce25aed4d3733fc80a7c46d3a2dff0af12dd3c11ff0beefc502b2f10d8492b2f3a9c3abf31e9ab02c8964aea28bcb537b5953bcd1fc7c54c4d8c5868e,replay:XTTS-v2,EF_T_03249,echofake_voice/EF_T_03249.flac,dev-00000-of-00001.parquet,iPad Mini (7th generation),Samsung Galaxy A54,50cm,fma_instrumental,077943,fma:77943,FMA,FMA,RM_077_077943,unmixed_dataset/eval/RM_077_077943.wav,,panns_demucs_joint_semantic_pass_v8,-5,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0016,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_O_21100,5fb5af30b269b39be6e9725f2a483f7b14c79612bf0fc5a967b3fbcf284dcb226326b54c018e1e4aefe8b1d70a1a97e90e863f9dae6a2b7f68b4815f8a8c7b79,common_voice_en_21374419.mp3,common_voice_en_21374419.mp3,5eef7f440cec89733376735159038137d61bc462c670bd48fedb0039592ef064644966eafff28e487d142f44f923a7e7260f0ab7095d1792bce802f9d088209b,replay:IndexTTS,EF_O_21100,echofake_voice/EF_O_21100.flac,open_set_eval-00002-of-00003.parquet,Xiaomi 13 Ultra,MacBook Pro 14-inch 2021,30cm,fma_instrumental,030729,fma:30729,FMA,FMA,RM_030_030729,unmixed_dataset/eval/RM_030_030729.wav,,panns_demucs_joint_semantic_pass_v8,5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0017,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_O_24885,c34959d0f77e7ed7140a2aebe709da9cfbcc799d3ebbf2ba4b1e5f881d6c1e66c4230b7b116cb8f8be6e2532f8121c828b56e5a7c4c7f91cf6234647df7b4f79,common_voice_en_19050584.mp3,common_voice_en_19050584.mp3,b23a400804621d6988418415474c4b440e2b212a5382f8c75c6466f019e282f4eee9d6fd43d30f7298068b055636665d252da4d1526270630f7d5b7009a94ec1,replay:FireRedTTS,EF_O_24885,echofake_voice/EF_O_24885.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,Xiaomi 13 Ultra,30cm,fma_instrumental,118330,fma:118330,FMA,FMA,RM_118_118330,unmixed_dataset/eval/RM_118_118330.wav,,panns_demucs_joint_semantic_pass_v8,5,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0018,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint,sonics-vocal:FM_fake_songs_wav_fake_18832_suno_1,sonics-vocal:sonics:18832,sonics:18832,,,sonics:chirp-v3:vocal,FM_fake_songs_wav_fake_18832_suno_1,sonics_stems/FM_fake_songs_wav_fake_18832_suno_1__vocals.flac,,,,,sonics_joint,sonics-music:FM_fake_songs_wav_fake_18832_suno_1,sonics:18832,sonics:chirp-v3,suno,FM_fake_songs_wav_fake_18832_suno_1,sonics_stems/FM_fake_songs_wav_fake_18832_suno_1__accompaniment.flac,unmixed_dataset/eval/FM_fake_songs_wav_fake_18832_suno_1.wav,panns_demucs_joint_semantic_pass_v8,10,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0019,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint,sonics-vocal:FM_fake_songs_wav_fake_47792_suno_1,sonics-vocal:sonics:47792,sonics:47792,,,sonics:chirp-v3.5:vocal,FM_fake_songs_wav_fake_47792_suno_1,sonics_stems/FM_fake_songs_wav_fake_47792_suno_1__vocals.flac,,,,,sonics_joint,sonics-music:FM_fake_songs_wav_fake_47792_suno_1,sonics:47792,sonics:chirp-v3.5,suno,FM_fake_songs_wav_fake_47792_suno_1,sonics_stems/FM_fake_songs_wav_fake_47792_suno_1__accompaniment.flac,unmixed_dataset/eval/FM_fake_songs_wav_fake_47792_suno_1.wav,panns_demucs_joint_semantic_pass_v8,10,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0020,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint,sonics-vocal:FM_fake_songs_wav_fake_16967_udio_1,sonics-vocal:sonics:16967,sonics:16967,,,sonics:udio-120s:vocal,FM_fake_songs_wav_fake_16967_udio_1,sonics_stems/FM_fake_songs_wav_fake_16967_udio_1__vocals.flac,,,,,sonics_joint,sonics-music:FM_fake_songs_wav_fake_16967_udio_1,sonics:16967,sonics:udio-120s,udio,FM_fake_songs_wav_fake_16967_udio_1,sonics_stems/FM_fake_songs_wav_fake_16967_udio_1__accompaniment.flac,unmixed_dataset/eval/FM_fake_songs_wav_fake_16967_udio_1.wav,panns_demucs_joint_semantic_pass_v8,-5,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0021,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint,sonics-vocal:FM_fake_songs_wav_fake_20709_suno_0,sonics-vocal:sonics:20709,sonics:20709,,,sonics:chirp-v2-xxl-alpha:vocal,FM_fake_songs_wav_fake_20709_suno_0,sonics_stems/FM_fake_songs_wav_fake_20709_suno_0__vocals.flac,,,,,sonics_joint,sonics-music:FM_fake_songs_wav_fake_20709_suno_0,sonics:20709,sonics:chirp-v2-xxl-alpha,suno,FM_fake_songs_wav_fake_20709_suno_0,sonics_stems/FM_fake_songs_wav_fake_20709_suno_0__accompaniment.flac,unmixed_dataset/eval/FM_fake_songs_wav_fake_20709_suno_0.wav,panns_demucs_joint_semantic_pass_v8,5,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0022,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint,sonics-vocal:FM_fake_songs_wav_fake_10571_udio_0,sonics-vocal:sonics:10571,sonics:10571,,,sonics:udio-30s:vocal,FM_fake_songs_wav_fake_10571_udio_0,sonics_stems/FM_fake_songs_wav_fake_10571_udio_0__vocals.flac,,,,,sonics_joint,sonics-music:FM_fake_songs_wav_fake_10571_udio_0,sonics:10571,sonics:udio-30s,udio,FM_fake_songs_wav_fake_10571_udio_0,sonics_stems/FM_fake_songs_wav_fake_10571_udio_0__accompaniment.flac,unmixed_dataset/eval/FM_fake_songs_wav_fake_10571_udio_0.wav,panns_demucs_joint_semantic_pass_v8,-5,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0023,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint,sonics-vocal:FM_fake_songs_wav_fake_50343_suno_1,sonics-vocal:sonics:50343,sonics:50343,,,sonics:chirp-v3:vocal,FM_fake_songs_wav_fake_50343_suno_1,sonics_stems/FM_fake_songs_wav_fake_50343_suno_1__vocals.flac,,,,,sonics_joint,sonics-music:FM_fake_songs_wav_fake_50343_suno_1,sonics:50343,sonics:chirp-v3,suno,FM_fake_songs_wav_fake_50343_suno_1,sonics_stems/FM_fake_songs_wav_fake_50343_suno_1__accompaniment.flac,unmixed_dataset/eval/FM_fake_songs_wav_fake_50343_suno_1.wav,panns_demucs_joint_semantic_pass_v8,-5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0024,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_O_05483,b1565d502a63f87135de54da031399e90a5afc0f0cfd246bb4cb6b5d2f077aa76320dc2bac7022fd2893e5c52f488fc935a82dd24bc6ba0db45f09a02e97b6de,common_voice_en_610258.mp3,,,bonafide,EF_O_05483,echofake_voice/EF_O_05483.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,015622,fma:15622,FMA,FMA,RM_015_015622,unmixed_dataset/eval/RM_015_015622.wav,,panns_demucs_joint_semantic_pass_v8,5,0.5,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0025,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_O_03585,bc1fcc328b04f1f0388576c56c7b8dc6a6232984d6ae4a0cf24da7a3a52112a1563e8d75382c5b53f4b82e778fd43ed69425850451d58722273eab28955ec442,common_voice_en_27757316.mp3,,,bonafide,EF_O_03585,echofake_voice/EF_O_03585.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,035394,fma:35394,FMA,FMA,RM_035_035394,unmixed_dataset/eval/RM_035_035394.wav,,panns_demucs_joint_semantic_pass_v8,0,0.25,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0026,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_O_01572,80d92595b38c164010ef7313465d16463f2c96fa6fc022b2e01e189d36b259ca8c60d34dedd33eb9e2efc010529edd502641106737ba607a53218e01e86be40a,common_voice_en_34096120.mp3,,,bonafide,EF_O_01572,echofake_voice/EF_O_01572.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,062563,fma:62563,FMA,FMA,RM_062_062563,unmixed_dataset/eval/RM_062_062563.wav,,panns_demucs_joint_semantic_pass_v8,5,0.5,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0027,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_O_05134,7544749a561f3007b7c0ad7d4e9ce067fcce697b3aef287d50544103d6457235be44cd84c3922fe9baf54d7f952b55b9be9f1e86ab148734b31d5ce980b6cd2b,common_voice_en_20540430.mp3,,,bonafide,EF_O_05134,echofake_voice/EF_O_05134.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,123839,fma:123839,FMA,FMA,RM_123_123839,unmixed_dataset/eval/RM_123_123839.wav,,panns_demucs_joint_semantic_pass_v8,-10,0.5,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0028,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_O_03453,a273d1f30f3cef1d79caa0946a4d184a7bf90fbbd25055019bbb6310ace32f4f990581cc215af6a03c3bc47702d9705bc10404e60606f3ba9f1ae2a1a30bb6e8,common_voice_en_30619755.mp3,,,bonafide,EF_O_03453,echofake_voice/EF_O_03453.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,001652,fma:1652,FMA,FMA,RM_001_001652,unmixed_dataset/eval/RM_001_001652.wav,,panns_demucs_joint_semantic_pass_v8,-5,0.75,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0029,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_O_01745,38467e7ee6d8923702ac13ac2bdd198715bf4f23837c66fa2ed4851d52b2e1eea030bc97c4685adb7d886d2dc16ca1a7912dc4242bb46e0d49a2a8bf11dc6b7d,common_voice_en_19966649.mp3,,,bonafide,EF_O_01745,echofake_voice/EF_O_01745.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,112493,fma:112493,FMA,FMA,RM_112_112493,unmixed_dataset/eval/RM_112_112493.wav,,panns_demucs_joint_semantic_pass_v8,-5,0.5,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
cmbv8_0030,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,echofake_real,echofake:EF_O_05928,83c41c405025e1d931ce46f8aa023a6c9e830b7ca587ccd3beafeb8cbe6581b6333db7ddf4559aeaf52c9745820fd0803be1582d73c2f96e83de110443531166,common_voice_en_30452630.mp3,,,bonafide,EF_O_05928,echofake_voice/EF_O_05928.flac,open_set_eval-00000-of-00003.parquet,,,,fakemusiccaps_instrumental,FM_MusicGen_medium_Ac4M-EkdkDs,fmc:Ac4M-EkdkDs,MusicGen_medium,FakeMusicCaps,FM_MusicGen_medium_Ac4M-EkdkDs,unmixed_dataset/eval/FM_MusicGen_medium_Ac4M-EkdkDs.wav,,panns_demucs_joint_semantic_pass_v8,-5,0.75,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_existing_truth_source_speaker_song_hash_disjoint
