DATASET,MUSIC_WEIGHT,FILE_RATIO,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
dev,0.15,0.0,400,400,350,350,0.22472727272727272,0.2857142857142857,0.20571428571428574,0.9962285714285715,0.993257142857143,0.7687792207792208,0.9947428571428572,0.7913755844155844
dev,0.15,0.5,400,400,350,350,0.22472727272727272,0.2857142857142857,0.20571428571428574,0.9962285714285715,0.993257142857143,0.7687792207792208,0.9947428571428572,0.7913755844155844
dev,0.2,0.0,400,400,350,350,0.22472727272727272,0.2857142857142857,0.19999999999999998,0.9962285714285715,0.993257142857143,0.7704935064935066,0.9947428571428572,0.7929184415584417
dev,0.2,0.5,400,400,350,350,0.22472727272727272,0.2857142857142857,0.19999999999999998,0.9962285714285715,0.993257142857143,0.7704935064935066,0.9947428571428572,0.7929184415584417
dev,0.3,0.0,400,400,350,350,0.22472727272727272,0.2857142857142857,0.19428571428571428,0.9962285714285715,0.993257142857143,0.7722077922077923,0.9947428571428572,0.7944612987012989
dev,0.3,0.5,400,400,350,350,0.22472727272727272,0.2857142857142857,0.19428571428571428,0.9962285714285715,0.993257142857143,0.7722077922077923,0.9947428571428572,0.7944612987012989
dev,0.4,0.0,400,400,350,350,0.22472727272727272,0.2857142857142857,0.1885714285714286,0.9962285714285715,0.993257142857143,0.773922077922078,0.9947428571428572,0.796004155844156
dev,0.4,0.5,400,400,350,350,0.21527272727272728,0.2857142857142857,0.1885714285714286,0.9962285714285715,0.993257142857143,0.7786493506493507,0.9947428571428572,0.8002587012987014
dev,0.5,0.0,400,400,350,350,0.2229090909090909,0.2857142857142857,0.19428571428571428,0.9962285714285715,0.993257142857143,0.7731168831168831,0.9947428571428572,0.7952794805194805
dev,0.5,0.5,400,400,350,350,0.20945454545454545,0.2857142857142857,0.19428571428571428,0.9962285714285715,0.993257142857143,0.7798441558441558,0.9947428571428572,0.8013340259740259
factorial,0.0,0.0,400,400,350,350,0.23818181818181816,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7694805194805194,0.9958571428571428,0.7921181818181818
factorial,0.0,0.5,400,400,350,350,0.23818181818181816,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7694805194805194,0.9958571428571428,0.7921181818181818
factorial,0.025,0.0,400,400,350,350,0.23818181818181816,0.22285714285714286,0.21714285714285717,0.9928,0.9989142857142856,0.7711948051948052,0.9958571428571428,0.793661038961039
factorial,0.025,0.5,400,400,350,350,0.23818181818181816,0.22285714285714286,0.21714285714285717,0.9928,0.9989142857142856,0.7711948051948052,0.9958571428571428,0.793661038961039
factorial,0.05,0.0,400,400,350,350,0.23818181818181816,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7729090909090909,0.9958571428571428,0.7952038961038961
factorial,0.05,0.5,400,400,350,350,0.24,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.772,0.9958571428571428,0.7943857142857144
factorial,0.075,0.0,400,400,350,350,0.23818181818181816,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7746233766233765,0.9958571428571428,0.7967467532467531
factorial,0.075,0.5,400,400,350,350,0.23818181818181816,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7746233766233765,0.9958571428571428,0.7967467532467531
factorial,0.1,0.0,400,400,350,350,0.23818181818181816,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7729090909090909,0.9958571428571428,0.7952038961038961
factorial,0.1,0.5,400,400,350,350,0.23236363636363638,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7758181818181819,0.9958571428571428,0.7978220779220779
factorial,0.15,0.0,400,400,350,350,0.23818181818181816,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7729090909090909,0.9958571428571428,0.7952038961038961
factorial,0.15,0.5,400,400,350,350,0.23236363636363638,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7758181818181819,0.9958571428571428,0.7978220779220779
factorial,0.2,0.0,400,400,350,350,0.23054545454545455,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7767272727272727,0.9958571428571428,0.7986402597402598
factorial,0.2,0.5,400,400,350,350,0.23236363636363638,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7758181818181819,0.9958571428571428,0.7978220779220779
factorial,0.3,0.0,400,400,350,350,0.22472727272727272,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7830649350649351,0.9958571428571428,0.8043441558441559
factorial,0.3,0.5,400,400,350,350,0.22472727272727272,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7830649350649351,0.9958571428571428,0.8043441558441559
factorial,0.4,0.0,400,400,350,350,0.2229090909090909,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7822597402597402,0.9958571428571428,0.8036194805194805
factorial,0.4,0.5,400,400,350,350,0.23236363636363638,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7775324675324675,0.9958571428571428,0.7993649350649351
factorial,0.5,0.0,400,400,350,350,0.21709090909090906,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7851688311688312,0.9958571428571428,0.8062376623376624
factorial,0.5,0.5,400,400,350,350,0.23054545454545455,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7784415584415585,0.9958571428571428,0.8001831168831169
phone,0.0,0.0,1200,1200,800,800,0.17585714285714285,0.16749999999999998,0.17500000000000002,0.956603125,0.9840593750000001,0.8260714285714286,0.9703312500000001,0.8404974107142857
phone,0.0,0.5,1200,1200,800,800,0.17585714285714285,0.16749999999999998,0.17500000000000002,0.956603125,0.9840593750000001,0.8260714285714286,0.9703312500000001,0.8404974107142857
phone,0.025,0.0,1200,1200,800,800,0.17585714285714285,0.16749999999999998,0.17500000000000002,0.956603125,0.9840593750000001,0.8260714285714286,0.9703312500000001,0.8404974107142857
phone,0.025,0.5,1200,1200,800,800,0.17414285714285713,0.16749999999999998,0.17500000000000002,0.956603125,0.9840593750000001,0.8269285714285713,0.9703312500000001,0.8412688392857143
phone,0.05,0.0,1200,1200,800,800,0.17414285714285713,0.16749999999999998,0.1725,0.956603125,0.9840593750000001,0.8276785714285714,0.9703312500000001,0.8419438392857143
phone,0.05,0.5,1200,1200,800,800,0.1724285714285714,0.16749999999999998,0.1725,0.956603125,0.9840593750000001,0.8285357142857143,0.9703312500000001,0.8427152678571429
phone,0.075,0.0,1200,1200,800,800,0.1724285714285714,0.16749999999999998,0.17000000000000004,0.956603125,0.9840593750000001,0.8292857142857143,0.9703312500000001,0.8433902678571429
phone,0.075,0.5,1200,1200,800,800,0.17171428571428568,0.16749999999999998,0.17000000000000004,0.956603125,0.9840593750000001,0.8296428571428571,0.9703312500000001,0.8437116964285715
phone,0.1,0.0,1200,1200,800,800,0.1724285714285714,0.16749999999999998,0.16749999999999998,0.956603125,0.9840593750000001,0.8300357142857143,0.9703312500000001,0.844065267857143
phone,0.1,0.5,1200,1200,800,800,0.17171428571428568,0.16749999999999998,0.16749999999999998,0.956603125,0.9840593750000001,0.8303928571428572,0.9703312500000001,0.8443866964285716
phone,0.15,0.0,1200,1200,800,800,0.17171428571428568,0.16749999999999998,0.16249999999999998,0.956603125,0.9840593750000001,0.8318928571428571,0.9703312500000001,0.8457366964285714
phone,0.15,0.5,1200,1200,800,800,0.17171428571428568,0.16749999999999998,0.16249999999999998,0.956603125,0.9840593750000001,0.8318928571428571,0.9703312500000001,0.8457366964285714
phone,0.2,0.0,1200,1200,800,800,0.17171428571428568,0.16749999999999998,0.16000000000000003,0.956603125,0.9840593750000001,0.8326428571428571,0.9703312500000001,0.8464116964285715
phone,0.2,0.5,1200,1200,800,800,0.17000000000000004,0.16749999999999998,0.16000000000000003,0.956603125,0.9840593750000001,0.8335,0.9703312500000001,0.847183125
phone,0.3,0.0,1200,1200,800,800,0.17000000000000004,0.16749999999999998,0.14749999999999996,0.956603125,0.9840593750000001,0.83725,0.9703312500000001,0.8505581250000002
phone,0.3,0.5,1200,1200,800,800,0.16585714285714287,0.16749999999999998,0.14749999999999996,0.956603125,0.9840593750000001,0.8393214285714286,0.9703312500000001,0.8524224107142858
phone,0.4,0.0,1200,1200,800,800,0.16828571428571432,0.16749999999999998,0.14,0.956603125,0.9840593750000001,0.8403571428571428,0.9703312500000001,0.8533545535714286
phone,0.4,0.5,1200,1200,800,800,0.16585714285714287,0.16749999999999998,0.14,0.956603125,0.9840593750000001,0.8415714285714285,0.9703312500000001,0.8544474107142858
phone,0.5,0.0,1200,1200,800,800,0.16585714285714287,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8423214285714284,0.9703312500000001,0.8551224107142856
phone,0.5,0.5,1200,1200,800,800,0.16414285714285715,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8431785714285713,0.9703312500000001,0.8558938392857143
yue,0.0,0.0,124,124,108,124,0.10122282608695654,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8805848235156615,,
yue,0.0,0.5,124,124,108,124,0.10122282608695654,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8805848235156615,,
yue,0.025,0.0,124,124,108,124,0.10122282608695654,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8805848235156615,,
yue,0.025,0.5,124,124,108,124,0.10122282608695654,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8805848235156615,,
yue,0.05,0.0,124,124,108,124,0.10122282608695654,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8805848235156615,,
yue,0.05,0.5,124,124,108,124,0.10122282608695654,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8805848235156615,,
yue,0.075,0.0,124,124,108,124,0.10122282608695654,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8757461138382421,,
yue,0.075,0.5,124,124,108,124,0.09578804347826086,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.87846350514259,,
yue,0.1,0.0,124,124,108,124,0.10122282608695654,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8757461138382421,,
yue,0.1,0.5,124,124,108,124,0.09578804347826086,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.87846350514259,,
yue,0.15,0.0,124,124,108,124,0.10122282608695654,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8757461138382421,,
yue,0.15,0.5,124,124,108,124,0.09578804347826086,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.87846350514259,,
yue,0.2,0.0,124,124,108,124,0.10122282608695654,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8757461138382421,,
yue,0.2,0.5,124,124,108,124,0.09578804347826086,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.87846350514259,,
yue,0.3,0.0,124,124,108,124,0.10122282608695654,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8805848235156615,,
yue,0.3,0.5,124,124,108,124,0.09578804347826086,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8833022148200094,,
yue,0.4,0.0,124,124,108,124,0.09578804347826086,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8881409244974288,,
yue,0.4,0.5,124,124,108,124,0.09578804347826086,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8881409244974288,,
yue,0.5,0.0,124,124,108,124,0.09578804347826086,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8881409244974288,,
yue,0.5,0.5,124,124,108,124,0.09578804347826086,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8881409244974288,,
