DATASET,EVIDENCE,W,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
dev,hard_p05,0.15,400,400,350,350,0.25527272727272726,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7500779220779221,0.9947428571428572,0.7745444155844157
dev,hard_p05,0.2,400,400,350,350,0.25527272727272726,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7500779220779221,0.9947428571428572,0.7745444155844157
dev,hard_p05,0.25,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,hard_p05,0.3,400,400,350,350,0.24945454545454543,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7529870129870131,0.9947428571428572,0.7771625974025975
dev,hard_p05,0.35,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,hard_p05,0.4,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,hard_p05,0.45,400,400,350,350,0.24,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7577142857142858,0.9947428571428572,0.7814171428571429
dev,hard_p05,0.5,400,400,350,350,0.24,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7577142857142858,0.9947428571428572,0.7814171428571429
dev,hard_p05,0.6,400,400,350,350,0.24,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7577142857142858,0.9947428571428572,0.7814171428571429
dev,hard_p05,0.7,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,product_max,0.0,400,400,350,350,0.2781818181818182,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7386233766233765,0.9947428571428572,0.7642353246753246
dev,product_max,0.05,400,400,350,350,0.27236363636363636,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7415324675324675,0.9947428571428572,0.7668535064935065
dev,product_max,0.1,400,400,350,350,0.27236363636363636,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7415324675324675,0.9947428571428572,0.7668535064935065
dev,product_max,0.15,400,400,350,350,0.2629090909090909,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7462597402597402,0.9947428571428572,0.7711080519480519
dev,product_max,0.2,400,400,350,350,0.2570909090909091,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7491688311688312,0.9947428571428572,0.7737262337662338
dev,product_max,0.25,400,400,350,350,0.25527272727272726,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7500779220779221,0.9947428571428572,0.7745444155844157
dev,product_max,0.3,400,400,350,350,0.2629090909090909,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7462597402597402,0.9947428571428572,0.7711080519480519
dev,product_max,0.35,400,400,350,350,0.2629090909090909,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7462597402597402,0.9947428571428572,0.7711080519480519
dev,product_max,0.4,400,400,350,350,0.25527272727272726,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7500779220779221,0.9947428571428572,0.7745444155844157
dev,product_max,0.45,400,400,350,350,0.25527272727272726,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7500779220779221,0.9947428571428572,0.7745444155844157
dev,product_max,0.5,400,400,350,350,0.25527272727272726,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7500779220779221,0.9947428571428572,0.7745444155844157
dev,product_max,0.6,400,400,350,350,0.25527272727272726,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7500779220779221,0.9947428571428572,0.7745444155844157
dev,product_max,0.7,400,400,350,350,0.2570909090909091,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7491688311688312,0.9947428571428572,0.7737262337662338
dev,presence_or,0.0,400,400,350,350,0.2781818181818182,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7386233766233765,0.9947428571428572,0.7642353246753246
dev,presence_or,0.05,400,400,350,350,0.27236363636363636,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7415324675324675,0.9947428571428572,0.7668535064935065
dev,presence_or,0.1,400,400,350,350,0.27236363636363636,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7415324675324675,0.9947428571428572,0.7668535064935065
dev,presence_or,0.15,400,400,350,350,0.2629090909090909,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7462597402597402,0.9947428571428572,0.7711080519480519
dev,presence_or,0.2,400,400,350,350,0.24945454545454543,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7529870129870131,0.9947428571428572,0.7771625974025975
dev,presence_or,0.25,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,presence_or,0.3,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,presence_or,0.35,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,presence_or,0.4,400,400,350,350,0.25527272727272726,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7500779220779221,0.9947428571428572,0.7745444155844157
dev,presence_or,0.45,400,400,350,350,0.24945454545454543,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7529870129870131,0.9947428571428572,0.7771625974025975
dev,presence_or,0.5,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,presence_or,0.6,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,presence_or,0.7,400,400,350,350,0.25527272727272726,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7500779220779221,0.9947428571428572,0.7745444155844157
dev,logit_p05,0.0,400,400,350,350,0.2781818181818182,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7386233766233765,0.9947428571428572,0.7642353246753246
dev,logit_p05,0.05,400,400,350,350,0.27054545454545453,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7424415584415585,0.9947428571428572,0.7676716883116884
dev,logit_p05,0.1,400,400,350,350,0.2570909090909091,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7491688311688312,0.9947428571428572,0.7737262337662338
dev,logit_p05,0.15,400,400,350,350,0.24945454545454543,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7529870129870131,0.9947428571428572,0.7771625974025975
dev,logit_p05,0.2,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,logit_p05,0.25,400,400,350,350,0.24181818181818182,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7568051948051948,0.9947428571428572,0.7805989610389611
dev,logit_p05,0.3,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,logit_p05,0.35,400,400,350,350,0.24,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7577142857142858,0.9947428571428572,0.7814171428571429
dev,logit_p05,0.4,400,400,350,350,0.23236363636363638,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7615324675324675,0.9947428571428572,0.7848535064935065
dev,logit_p05,0.45,400,400,350,350,0.23054545454545455,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7624415584415585,0.9947428571428572,0.7856716883116884
dev,logit_p05,0.5,400,400,350,350,0.22472727272727272,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7653506493506494,0.9947428571428572,0.7882898701298703
dev,logit_p05,0.6,400,400,350,350,0.23054545454545455,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7624415584415585,0.9947428571428572,0.7856716883116884
dev,logit_p05,0.7,400,400,350,350,0.22472727272727272,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7653506493506494,0.9947428571428572,0.7882898701298703
dev,logit_p10,0.0,400,400,350,350,0.2781818181818182,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7386233766233765,0.9947428571428572,0.7642353246753246
dev,logit_p10,0.05,400,400,350,350,0.27054545454545453,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7424415584415585,0.9947428571428572,0.7676716883116884
dev,logit_p10,0.1,400,400,350,350,0.2629090909090909,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7462597402597402,0.9947428571428572,0.7711080519480519
dev,logit_p10,0.15,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,logit_p10,0.2,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,logit_p10,0.25,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,logit_p10,0.3,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,logit_p10,0.35,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,logit_p10,0.4,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
dev,logit_p10,0.45,400,400,350,350,0.24,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7577142857142858,0.9947428571428572,0.7814171428571429
dev,logit_p10,0.5,400,400,350,350,0.24,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7577142857142858,0.9947428571428572,0.7814171428571429
dev,logit_p10,0.6,400,400,350,350,0.24181818181818182,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7568051948051948,0.9947428571428572,0.7805989610389611
dev,logit_p10,0.7,400,400,350,350,0.24763636363636365,0.2857142857142857,0.21714285714285717,0.9962285714285715,0.993257142857143,0.7538961038961038,0.9947428571428572,0.7779807792207792
factorial,raw_max,0.0,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,raw_max,0.05,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,raw_max,0.1,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,raw_max,0.15,400,400,350,350,0.24181818181818182,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7676623376623376,0.9958571428571428,0.7904818181818182
factorial,raw_max,0.2,400,400,350,350,0.24181818181818182,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7676623376623376,0.9958571428571428,0.7904818181818182
factorial,raw_max,0.25,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,raw_max,0.3,400,400,350,350,0.24,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7685714285714286,0.9958571428571428,0.7913
factorial,raw_max,0.35,400,400,350,350,0.24,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7685714285714286,0.9958571428571428,0.7913
factorial,raw_max,0.4,400,400,350,350,0.24,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7685714285714286,0.9958571428571428,0.7913
factorial,raw_max,0.45,400,400,350,350,0.24,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7685714285714286,0.9958571428571428,0.7913
factorial,raw_max,0.5,400,400,350,350,0.24,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7685714285714286,0.9958571428571428,0.7913
factorial,raw_max,0.6,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,raw_max,0.7,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,hard_p05,0.0,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,hard_p05,0.05,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,hard_p05,0.1,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,hard_p05,0.15,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,hard_p05,0.2,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,hard_p05,0.25,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,hard_p05,0.3,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,hard_p05,0.35,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,hard_p05,0.4,400,400,350,350,0.24181818181818182,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7676623376623376,0.9958571428571428,0.7904818181818182
factorial,hard_p05,0.45,400,400,350,350,0.24,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7685714285714286,0.9958571428571428,0.7913
factorial,hard_p05,0.5,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,hard_p05,0.6,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,hard_p05,0.7,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.0,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.05,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.1,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.15,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.2,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.25,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.3,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.35,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.4,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.45,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,product_max,0.5,400,400,350,350,0.24945454545454543,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7638441558441559,0.9958571428571428,0.7870454545454546
factorial,product_max,0.6,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,product_max,0.7,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,presence_or,0.0,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,presence_or,0.05,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,presence_or,0.1,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,presence_or,0.15,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,presence_or,0.2,400,400,350,350,0.2570909090909091,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.760025974025974,0.9958571428571428,0.7836090909090909
factorial,presence_or,0.25,400,400,350,350,0.2570909090909091,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.760025974025974,0.9958571428571428,0.7836090909090909
factorial,presence_or,0.3,400,400,350,350,0.26472727272727276,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7562077922077922,0.9958571428571428,0.7801727272727272
factorial,presence_or,0.35,400,400,350,350,0.26472727272727276,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7562077922077922,0.9958571428571428,0.7801727272727272
factorial,presence_or,0.4,400,400,350,350,0.26472727272727276,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7562077922077922,0.9958571428571428,0.7801727272727272
factorial,presence_or,0.45,400,400,350,350,0.26472727272727276,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7562077922077922,0.9958571428571428,0.7801727272727272
factorial,presence_or,0.5,400,400,350,350,0.26472727272727276,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7562077922077922,0.9958571428571428,0.7801727272727272
factorial,presence_or,0.6,400,400,350,350,0.26472727272727276,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7562077922077922,0.9958571428571428,0.7801727272727272
factorial,presence_or,0.7,400,400,350,350,0.2570909090909091,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.760025974025974,0.9958571428571428,0.7836090909090909
factorial,logit_p05,0.0,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,logit_p05,0.05,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,logit_p05,0.1,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,logit_p05,0.15,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,logit_p05,0.2,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,logit_p05,0.25,400,400,350,350,0.24945454545454543,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7638441558441559,0.9958571428571428,0.7870454545454546
factorial,logit_p05,0.3,400,400,350,350,0.24945454545454543,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7638441558441559,0.9958571428571428,0.7870454545454546
factorial,logit_p05,0.35,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,logit_p05,0.4,400,400,350,350,0.24,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7685714285714286,0.9958571428571428,0.7913
factorial,logit_p05,0.45,400,400,350,350,0.24,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7685714285714286,0.9958571428571428,0.7913
factorial,logit_p05,0.5,400,400,350,350,0.23818181818181816,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7694805194805194,0.9958571428571428,0.7921181818181818
factorial,logit_p05,0.6,400,400,350,350,0.23236363636363638,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7723896103896104,0.9958571428571428,0.7947363636363637
factorial,logit_p05,0.7,400,400,350,350,0.23236363636363638,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7723896103896104,0.9958571428571428,0.7947363636363637
factorial,logit_p10,0.0,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,logit_p10,0.05,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,logit_p10,0.1,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,logit_p10,0.15,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,logit_p10,0.2,400,400,350,350,0.24945454545454543,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7638441558441559,0.9958571428571428,0.7870454545454546
factorial,logit_p10,0.25,400,400,350,350,0.25527272727272726,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7609350649350649,0.9958571428571428,0.7844272727272728
factorial,logit_p10,0.3,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,logit_p10,0.35,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,logit_p10,0.4,400,400,350,350,0.24763636363636365,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7647532467532467,0.9958571428571428,0.7878636363636363
factorial,logit_p10,0.45,400,400,350,350,0.24,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7685714285714286,0.9958571428571428,0.7913
factorial,logit_p10,0.5,400,400,350,350,0.23818181818181816,0.22285714285714286,0.22285714285714286,0.9928,0.9989142857142856,0.7694805194805194,0.9958571428571428,0.7921181818181818
