ID,XLSR_ORIGINAL_PROB
factorial_0576,0.0003691053
factorial_0583,0.7396520972
factorial_0590,0.0013579514
factorial_0597,0.0139634674
factorial_0604,0.0122919381
factorial_0611,0.0047135171
factorial_0618,0.0022666373
factorial_0625,0.471668303
factorial_0632,0.3381342292
factorial_0639,0.92069453
factorial_0646,0.4965924323
factorial_0653,0.9996077418
factorial_0660,0.9981564879
factorial_0667,0.9727692008
factorial_0674,0.9995833039
factorial_0681,0.9901266098
factorial_0688,0.2232690006
factorial_0695,0.9998406172
factorial_0702,0.0418333486
factorial_0709,0.2201462835
factorial_0716,0.0064188726
factorial_0723,0.1130873486
factorial_0730,0.4872956574
factorial_0737,0.4309987128
factorial_0744,0.9978821874
factorial_0751,0.9999119043
factorial_0758,0.999658823
factorial_0765,0.9996482134
factorial_0772,0.9984177351
factorial_0779,0.9903838634
factorial_0786,0.9989030361
factorial_0793,0.7786930799
factorial_0800,0.0051427158
factorial_0807,0.0005474179
factorial_0814,0.6997409463
factorial_0821,0.2461994439
factorial_0828,0.029899776
factorial_0835,0.102351658
factorial_0842,0.2107010633
factorial_0849,0.1531213522
factorial_0856,0.7707509398
factorial_0863,0.9999818802
factorial_0870,0.9994145632
factorial_0877,0.0154289482
factorial_0884,0.0277868304
factorial_0891,0.0022116632
factorial_0898,0.0026577939
factorial_0905,0.0483415499
factorial_0912,0.0334638618
factorial_0919,0.0019628673
factorial_0926,0.7278752923
factorial_0933,0.0299377926
factorial_0940,0.2885221243
factorial_0947,0.010966056
factorial_0954,0.405179739
factorial_0961,0.0226082038
factorial_0968,0.0119570754
factorial_0975,0.0918417946
factorial_0982,0.4792236388
factorial_0989,0.0082949959
factorial_0996,0.0666645765
factorial_1003,0.0240105335
factorial_1010,0.003690317
factorial_1017,0.1150978655
factorial_1024,0.0025664698
factorial_1031,0.7192357779
factorial_1038,0.0216063801
factorial_1045,0.0259923246
factorial_1052,0.9977333546
factorial_1059,0.9999052286
factorial_1066,0.0247848574
factorial_1073,0.9999401569
factorial_1080,0.147781074
factorial_1087,0.2996048629
factorial_1094,0.0062167514
factorial_1101,0.0348031335
factorial_1108,0.2814081907
factorial_1115,0.0143959895
factorial_1122,0.01028038
factorial_1129,0.0450670347
factorial_1136,0.0009876884
factorial_1143,0.3564290106
factorial_1150,0.9977658987
factorial_1157,0.9968143106
factorial_1164,0.9994904995
factorial_1171,0.9999725819
factorial_1178,0.0195554327
factorial_1185,0.9999755621
factorial_1192,0.9992874265
factorial_1199,0.9998492002
factorial_0003,0.9706504941
factorial_0010,0.022030795
factorial_0017,0.000691225
factorial_0024,0.0015601023
factorial_0031,0.0045479634
factorial_0038,0.0077702655
factorial_0045,0.0042339955
factorial_0052,0.9972520471
factorial_0059,0.9929971099
factorial_0066,0.9906241298
factorial_0073,0.9219999313
factorial_0080,0.9932437539
factorial_0087,0.2799479663
factorial_0094,0.2817299068
factorial_0101,0.009299011
factorial_0108,0.6602947712
factorial_0115,0.0292895213
factorial_0122,0.0025551745
factorial_0129,0.0011059169
factorial_0136,0.229434073
factorial_0143,0.0140426503
factorial_0150,0.0101896552
factorial_0157,0.2382048368
factorial_0164,0.0012711575
factorial_0171,0.0072487365
factorial_0178,0.0094738752
factorial_0185,0.0025906565
factorial_0192,0.5692673326
factorial_0199,0.7265892029
factorial_0206,0.0033271287
factorial_0213,0.0314642377
factorial_0220,0.0435179956
factorial_0227,0.0089506693
factorial_0234,0.5101054311
factorial_0241,0.0018080464
factorial_0248,0.3628207147
factorial_0255,0.9142176509
factorial_0262,0.999859333
factorial_0269,0.9989192486
factorial_0276,0.4619810581
factorial_0283,0.000939883
factorial_0290,0.9928735495
factorial_0297,0.9565855861
factorial_0304,0.007519024
factorial_0311,0.1941552162
factorial_0318,0.9772128463
factorial_0325,0.0077485968
factorial_0332,0.1721871346
factorial_0339,0.0101454649
factorial_0346,0.1338144392
factorial_0353,0.9999734163
factorial_0360,0.771946311
factorial_0367,0.9906816483
factorial_0374,0.9999428988
factorial_0381,0.9533776641
factorial_0388,0.9999887943
factorial_0395,0.9967330694
factorial_0402,0.0009267225
factorial_0409,0.0033791694
factorial_0416,9.01698e-05
factorial_0423,0.0016948952
factorial_0430,0.0433987379
factorial_0437,0.0155821191
factorial_0444,0.2617434859
factorial_0451,0.9890387058
factorial_0458,0.9954480529
factorial_0465,0.9980258942
factorial_0472,0.9995613694
factorial_0479,0.0099040288
factorial_0486,0.1374181807
factorial_0493,0.0220367033
factorial_0500,0.0007054847
factorial_0507,0.715426445
factorial_0514,0.001519117
factorial_0521,0.0044122227
factorial_0528,0.1127343848
factorial_0535,0.0934346318
factorial_0542,0.0009009912
factorial_0549,0.2141879797
factorial_0556,0.1320879757
factorial_0563,0.1461780965
factorial_0570,0.0147699257
factorial_0577,0.0833855271
factorial_0584,0.2859154642
factorial_0591,0.0398949571
factorial_0598,0.0106645282
factorial_0605,0.2124764025
factorial_0612,0.0504830778
factorial_0619,0.0012234274
factorial_0626,0.4843830466
factorial_0633,0.7429520488
factorial_0640,0.0108896093
factorial_0647,0.2609940767
factorial_0654,0.9960260391
factorial_0661,0.9994811416
factorial_0668,0.9841660261
factorial_0675,0.9976481795
factorial_0682,0.6139395237
factorial_0689,0.0308087338
factorial_0696,0.9988069534
factorial_0703,0.1502165049
factorial_0710,0.2722617388
factorial_0717,0.0945736542
factorial_0724,0.0621027388
factorial_0731,0.0209996998
factorial_0738,0.1592202485
factorial_0745,0.0069521489
factorial_0752,0.9999802113
factorial_0759,0.9685488939
factorial_0766,0.7020469904
factorial_0773,0.0638512149
factorial_0780,0.0102079744
factorial_0787,0.9943423271
factorial_0794,0.9999576807
factorial_0801,0.0059941616
factorial_0808,0.9148714542
factorial_0815,0.7005671859
factorial_0822,0.0043364605
factorial_0829,0.0033522996
factorial_0836,0.0168963056
factorial_0843,0.0218219813
factorial_0850,0.9999185801
factorial_0857,0.998840034
factorial_0864,0.999909997
factorial_0871,0.9986477494
factorial_0878,0.0204811729
factorial_0885,0.8494044542
factorial_0892,0.9974892139
factorial_0899,0.1898253411
factorial_0906,0.0160644967
factorial_0913,0.0032800883
factorial_0920,0.00130117
factorial_0927,0.0815480873
factorial_0934,0.0026143417
factorial_0941,0.0028902008
factorial_0948,0.005625126
factorial_0955,0.5851059556
factorial_0962,0.0800973773
factorial_0969,0.0131350849
factorial_0976,0.0031429138
factorial_0983,0.0016661444
factorial_0990,0.9950567484
factorial_0997,0.2254787982
factorial_1004,0.0356826857
factorial_1011,0.3162951171
factorial_1018,0.0127669508
factorial_1025,0.0450706668
factorial_1032,0.7144760489
factorial_1039,0.086154975
factorial_1046,0.1290563494
factorial_1053,0.779512167
factorial_1060,0.9939899445
factorial_1067,0.840259254
factorial_1074,0.9981113672
factorial_1081,0.9994569421
factorial_1088,0.0816028193
factorial_1095,0.9982900023
factorial_1102,0.0770581141
factorial_1109,0.1025144607
factorial_1116,0.2960864007
factorial_1123,0.002767096
factorial_1130,0.8414481878
factorial_1137,0.8737430573
factorial_1144,0.2804255486
factorial_1151,0.9858012795
factorial_1158,0.9992927313
factorial_1165,0.9999643564
factorial_1172,0.9567838311
factorial_1179,0.998699069
factorial_1186,0.9954343438
factorial_1193,0.9986476302
factorial_0004,0.0016834009
factorial_0011,0.0016866439
factorial_0018,0.9831969738
factorial_0025,0.0575647131
factorial_0032,0.008225196
factorial_0039,0.0533995107
factorial_0046,0.7306985855
factorial_0053,0.000498305
factorial_0060,0.9988094568
factorial_0067,0.9219999313
factorial_0074,0.9998362064
factorial_0081,0.5854781866
factorial_0088,0.0143708019
factorial_0095,0.0251391903
factorial_0102,0.0385076404
factorial_0109,0.0008879255
factorial_0116,0.0042922576
factorial_0123,0.0003860599
factorial_0130,0.0097526684
factorial_0137,0.0090947319
factorial_0144,0.0931561142
factorial_0151,0.0022604107
factorial_0158,0.4578517675
factorial_0165,0.1005353704
factorial_0172,0.9930023551
factorial_0179,0.9999312162
factorial_0186,0.5658279061
factorial_0193,0.0018790588
factorial_0200,0.0542708188
factorial_0207,0.0115987454
factorial_0214,0.0035318746
factorial_0221,0.0031827271
factorial_0228,0.4778831005
factorial_0235,0.3263308406
factorial_0242,0.2015904337
factorial_0249,0.066533789
factorial_0256,0.0003419456
factorial_0263,0.9995008707
factorial_0270,0.1126218364
factorial_0277,0.9058175683
factorial_0284,0.9896069169
factorial_0291,0.037426874
factorial_0298,0.7108396888
factorial_0305,0.0081073921
factorial_0312,0.0024269151
factorial_0319,0.022240743
factorial_0326,0.0511015542
factorial_0333,0.8179640174
factorial_0340,0.0029420352
factorial_0347,0.4374441803
factorial_0354,0.2787530422
factorial_0361,0.4033798873
factorial_0368,0.9988396764
factorial_0375,0.3800604939
factorial_0382,0.9999688864
factorial_0389,0.9999734163
factorial_0396,0.9980390668
factorial_0403,0.0006247936
factorial_0410,0.1705532521
factorial_0417,0.1007984132
factorial_0424,0.246457085
factorial_0431,0.0493953601
factorial_0438,0.0906873867
factorial_0445,0.0727512985
factorial_0452,0.9982224107
factorial_0459,0.9983434677
factorial_0466,0.998087585
factorial_0473,0.9493399262
factorial_0480,0.6726154089
factorial_0487,0.5408316255
factorial_0494,0.0712603703
factorial_0501,0.0049553164
factorial_0508,0.0437187403
factorial_0515,0.0447075255
factorial_0522,0.1575595886
factorial_0529,0.0845716819
factorial_0536,0.1659951508
factorial_0543,0.0100268247
factorial_0550,0.0032074754
factorial_0557,0.0782635361
factorial_0564,0.0160202831
factorial_0571,0.8761731386
factorial_0578,0.0444265381
factorial_0585,0.0088035502
factorial_0592,0.0078224363
factorial_0599,0.0170155894
factorial_0606,0.2450084239
factorial_0613,0.0504805818
factorial_0620,0.002328848
factorial_0627,0.9983409643
factorial_0634,0.0262685064
factorial_0641,0.0068781297
factorial_0648,0.0077433642
factorial_0655,0.7553936243
factorial_0662,0.9996321201
factorial_0669,0.4446184337
factorial_0676,0.8543699384
factorial_0683,0.9998828173
factorial_0690,0.6083718538
factorial_0697,0.0252481867
factorial_0704,0.0015791391
factorial_0711,0.5311003327
factorial_0718,0.2293330133
factorial_0725,0.9201605916
factorial_0732,0.8452845216
factorial_0739,0.0939979181
factorial_0746,0.2722617388
factorial_0753,0.9868916869
factorial_0760,0.5477017164
factorial_0767,0.0064848089
factorial_0774,0.9994075298
factorial_0781,0.5336360335
factorial_0788,0.9939467311
factorial_0795,0.9998966455
factorial_0802,0.0006090449
factorial_0809,0.0490257107
factorial_0816,0.5118354559
factorial_0823,0.0002421991
factorial_0830,0.0026257422
factorial_0837,0.0061999438
factorial_0844,0.0325011015
factorial_0851,0.9985154271
factorial_0858,0.8856911063
factorial_0865,0.9933384657
factorial_0872,0.9999343157
factorial_0879,0.0301427674
factorial_0886,0.8680570126
factorial_0893,0.0752489865
factorial_0900,0.0137106841
factorial_0907,0.0004232459
factorial_0914,0.0103091951
factorial_0921,0.9791504145
factorial_0928,0.1618486941
factorial_0935,0.0728219599
factorial_0942,0.0645238608
factorial_0949,0.0199954733
factorial_0956,0.0293853041
factorial_0963,0.7479134202
factorial_0970,0.0034760034
factorial_0977,0.9567281604
factorial_0984,0.8866086602
factorial_0991,0.2181242257
factorial_0998,0.0051457984
factorial_1005,0.0142370947
factorial_1012,0.7787673473
factorial_1019,0.284211278
factorial_1026,0.080602169
factorial_1033,0.2375008464
factorial_1040,0.6895245314
factorial_1047,0.2463137805
factorial_1054,0.0561110787
factorial_1061,0.9996134639
factorial_1068,0.9996881485
factorial_1075,0.9997465014
factorial_1082,0.9987874627
factorial_1089,0.9998854399
factorial_1096,0.9962897301
factorial_1103,0.1428565681
factorial_1110,0.0366514809
factorial_1117,0.0144144855
factorial_1124,0.0361274742
factorial_1131,0.1402250677
factorial_1138,0.0089133391
factorial_1145,0.1433992982
factorial_1152,0.9867091179
factorial_1159,0.9947999716
factorial_1166,0.9995720983
factorial_1173,0.9966887832
factorial_1180,0.2492563426
factorial_1187,0.5967923999
factorial_1194,0.9999079704
factorial_0005,0.009937291
factorial_0012,0.9115139246
factorial_0019,0.0043490874
factorial_0026,0.0197302662
factorial_0033,0.0499960594
factorial_0040,0.8450642228
factorial_0047,0.0163543299
factorial_0054,0.9993597865
factorial_0061,0.4177888036
factorial_0068,0.9832448959
factorial_0075,0.9951390028
factorial_0082,0.4016742408
factorial_0089,0.0856251344
factorial_0096,0.9300242066
factorial_0103,0.0020215607
factorial_0110,0.0004954901
factorial_0117,0.0103110531
factorial_0124,0.0087039676
factorial_0131,0.0125942612
factorial_0138,0.3869504631
factorial_0145,0.8846816421
factorial_0152,0.0034711445
factorial_0159,0.847006917
factorial_0166,0.020849362
factorial_0173,0.0185883697
factorial_0180,0.7994458079
factorial_0187,0.3098434806
factorial_0194,0.0158142485
factorial_0201,0.0210235193
factorial_0208,0.0257382132
factorial_0215,0.304546088
factorial_0222,0.1725458652
factorial_0229,0.1002064869
factorial_0236,0.0019009257
factorial_0243,0.0072171055
factorial_0250,0.9843403101
factorial_0257,0.9992887974
factorial_0264,0.9338443279
factorial_0271,0.0420615338
factorial_0278,0.9971532822
factorial_0285,0.6458839178
factorial_0292,0.017347876
factorial_0299,0.9540489316
factorial_0306,0.0106898341
factorial_0313,0.8471137285
factorial_0320,0.0022310873
factorial_0327,0.4294373393
factorial_0334,0.0526515879
factorial_0341,0.0074211862
factorial_0348,0.2030412406
factorial_0355,0.9989423156
factorial_0362,0.9940543771
factorial_0369,0.8809652925
factorial_0376,0.9993359447
factorial_0383,0.9973237514
factorial_0390,0.9988094568
factorial_0397,0.2792610824
factorial_0404,0.0027516936
factorial_0411,0.1071459725
factorial_0418,0.000687079
factorial_0425,0.0018221282
factorial_0432,0.0101933489
factorial_0439,0.0124016851
factorial_0446,0.0153296515
factorial_0453,0.9989769459
factorial_0460,0.9999554157
factorial_0467,0.9989215136
factorial_0474,0.9998239875
factorial_0481,0.4026623368
factorial_0488,0.0079500647
factorial_0495,0.3147319257
factorial_0502,0.0003599519
factorial_0509,0.0008118629
factorial_0516,0.2397295237
factorial_0523,0.0008609957
factorial_0530,0.0013529235
factorial_0537,0.0327299982
factorial_0544,0.2855765522
factorial_0551,0.1794465631
factorial_0558,0.0075757853
factorial_0565,0.0026888333
factorial_0572,0.0629055128
factorial_0579,0.0064222552
factorial_0586,0.0003198171
factorial_0593,0.0040429742
factorial_0600,0.6944672465
factorial_0607,0.0459766053
factorial_0614,0.0272539482
factorial_0621,0.2201500386
factorial_0628,0.0074581364
factorial_0635,0.0197375249
factorial_0642,0.2956531048
factorial_0649,0.2187193334
factorial_0656,0.6836602092
factorial_0663,0.9716792703
factorial_0670,0.0170995854
factorial_0677,0.999697566
factorial_0684,0.0145361535
factorial_0691,0.7518060803
factorial_0698,0.0196334366
factorial_0705,0.4775731266
factorial_0712,0.0051420112
factorial_0719,0.5139558315
factorial_0726,0.9149964452
factorial_0733,0.0631358251
factorial_0740,0.0551074781
factorial_0747,0.1016570553
factorial_0754,0.9998596907
factorial_0761,0.0703694522
factorial_0768,0.988501668
factorial_0775,0.9970543385
factorial_0782,0.9995804429
factorial_0789,0.9947657585
factorial_0796,0.9999238253
factorial_0803,0.0027284385
factorial_0810,0.00051672
factorial_0817,0.0003387681
factorial_0824,0.0051427158
factorial_0831,0.1230052486
factorial_0838,0.0327888913
factorial_0845,0.7964129448
factorial_0852,0.1876267642
factorial_0859,0.9980217218
factorial_0866,0.997721374
factorial_0873,0.9670550823
factorial_0880,0.0010847119
factorial_0887,0.7163060904
factorial_0894,0.9361786246
factorial_0901,0.0010690895
factorial_0908,0.6854438782
factorial_0915,0.1916909814
factorial_0922,0.0004325057
factorial_0929,0.0029130173
factorial_0936,0.6806049943
factorial_0943,0.136823222
factorial_0950,0.003495917
factorial_0957,0.112216115
factorial_0964,0.250549823
factorial_0971,0.0024584162
factorial_0978,0.0991050377
factorial_0985,0.9608242512
factorial_0992,0.5291121602
factorial_0999,0.0047215503
factorial_1006,0.0167427156
factorial_1013,0.0053183264
factorial_1020,0.2849383354
