MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_SOURCE_KIND,MUSIC_AUDIO_SHA256,SEMANTIC_RULE,PANNS_ANY_VOICE_MAX,DEMUCS_VOCAL_TO_MIX_DB,INSTRUMENTAL_PANNS_MAX,DEMUCS_MAX_DB,JOINT_PANNS_MIN,JOINT_DEMUCS_MIN_DB,SEMANTIC_SCREEN_PASS
FM_musicldm_OAl2EjbdQG8,fmc:OAl2EjbdQG8,musicldm,fakemusiccaps_instrumental,3342097269f2696201c16560fdb873dd4c9966376a1795180b43fbc4cd860f39,instrumental_voice_absence,0.027366530150175095,-55.0083539696236,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_E29kpquu8W4,fmc:E29kpquu8W4,MusicGen_medium,fakemusiccaps_instrumental,1065bc9701b3784cd57bb27e954447e8de3a7c399843a91c4ff5671c199f0cc6,instrumental_voice_absence,0.03841499984264374,-37.48720414586701,0.2,-1.5,0.2,-20.0,True
026583,fma:26583,FMA,fma_instrumental,f000fe0c3516498cc32c9980d0607f92594a0d42e632c223e2e514af60304667,instrumental_voice_absence,0.022132564336061478,-11.600454038940676,0.2,-1.5,0.2,-20.0,True
020361,fma:20361,FMA,fma_instrumental,4590787c5c8e2bf2732bbfb2420da69eaf5b6a4b58d0a607004dceff77d2ef3c,instrumental_voice_absence,0.14523226022720337,-11.115979389780222,0.2,-1.5,0.2,-20.0,True
023821,fma:23821,FMA,fma_instrumental,4e5047d32fd2ef879d12594d4ed949072b1dc509bbba3ea85c28db09b2d538ea,instrumental_voice_absence,0.03388914838433266,-30.535231083876223,0.2,-1.5,0.2,-20.0,True
032874,fma:32874,FMA,fma_instrumental,29fbb0d36a4f28d891ae9a545962d75f0ef3bbf31920d2f68a6826690d53c9d4,instrumental_voice_absence,0.558570146560669,-5.822481287721104,0.2,-1.5,0.2,-20.0,False
110452,fma:110452,FMA,fma_instrumental,a3d643e3347e4ca04ed1c4d794553fa455375329606643a095782e76210671a5,instrumental_voice_absence,0.22387784719467163,-7.776457665131722,0.2,-1.5,0.2,-20.0,False
147411,fma:147411,FMA,fma_instrumental,8fb93a16d7f79810cceb0ed8ddff754763f6011d7489e1ce365398c02cab20eb,instrumental_voice_absence,0.1691431701183319,-9.908198130517734,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_50482_suno_0,sonics:50482,sonics:chirp-v2-xxl-alpha,sonics_joint_original,d4fc8126e67d676bbfd2e96b5fdb737ce249853ee90625d4108f5ef92485dc4d,joint_voice_and_accompaniment_presence,0.23465895652770996,-4.303146854394711,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_49526_suno_1,sonics:49526,sonics:chirp-v3.5,sonics_joint_original,36b10f8e3a80e17ccb4ded64a91f399c13962cea03ebbf735f8727623fc5ba5b,joint_voice_and_accompaniment_presence,0.4595871567726135,-4.115518107296607,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_16717_suno_1,sonics:16717,sonics:chirp-v3,sonics_joint_original,058545a013387f2474f3fe84e3811a88953ce5dd4fbcba2daf92c6db630fc4d7,joint_voice_and_accompaniment_presence,0.34576940536499023,-4.665108268387223,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_17138_udio_0,sonics:17138,sonics:udio-30s,sonics_joint_original,860aa1c73291078b72943cd071e457cd0da085377e9b39d4e188555c9fdaecb7,joint_voice_and_accompaniment_presence,0.20457862317562103,-6.141029562442552,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_31458_udio_1,sonics:31458,sonics:udio-120s,sonics_joint_original,6063b662b627e1e70b6d5997d850c7b41e1e1d8a8833d4fa9025e89a9a76c382,joint_voice_and_accompaniment_presence,0.37614381313323975,-4.425246166119252,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_16235_suno_0,sonics:16235,sonics:chirp-v2-xxl-alpha,sonics_joint_original,bb80739b02444ef4d09668f1012fc5ab027448575a35fc74b0fda022342d7399,joint_voice_and_accompaniment_presence,0.25792208313941956,-4.814524075436664,0.2,-1.5,0.2,-20.0,True
024807,fma:24807,FMA,fma_instrumental,c6e3982f040141c161a1995ff4d92d16ed276153b0b959a03d5b4d5a4cb59ad6,instrumental_voice_absence,0.047535091638565063,-48.154634575496154,0.2,-1.5,0.2,-20.0,True
123965,fma:123965,FMA,fma_instrumental,7e9b8c84fdace3276fcc44e2428cca32efef2c459cdf65326b2b170ec919deea,instrumental_voice_absence,0.10300996899604797,-7.17631731857143,0.2,-1.5,0.2,-20.0,True
032431,fma:32431,FMA,fma_instrumental,ae31dafce02a206082ca08f07ba8ee20fbfe34b4fa83b05692b66237e7c6c891,instrumental_voice_absence,0.18191654980182648,-5.413907153226289,0.2,-1.5,0.2,-20.0,True
001068,fma:1068,FMA,fma_instrumental,cc35130bed546af8af9af64cf0ed9d01417418ed12d5ad3a24fd63a56867695a,instrumental_voice_absence,0.08836936950683594,-12.710172369614854,0.2,-1.5,0.2,-20.0,True
133576,fma:133576,FMA,fma_instrumental,463576e076bafabfafe7327d8af215f9828d02abb9fdecb8deada1ddc5e97cbf,instrumental_voice_absence,0.025112442672252655,-62.02934869385353,0.2,-1.5,0.2,-20.0,True
129045,fma:129045,FMA,fma_instrumental,8625f4b495c62a2af01c27e6857629c6ee317c6a7a84ec5d47fb6d5d70e3b6ed,instrumental_voice_absence,0.24323472380638123,-9.634940317940657,0.2,-1.5,0.2,-20.0,False
FM_mustango_dj-DWiV1z9g,fmc:dj-DWiV1z9g,mustango,fakemusiccaps_instrumental,743b044a11365d22a3561fb0c4ba93ff22ee11c3d75de60a897fdc2c434ffa8e,instrumental_voice_absence,0.05211777612566948,-47.40707206580416,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_B41tuPoJ61c,fmc:B41tuPoJ61c,stable_audio_open,fakemusiccaps_instrumental,aaf6bdfd0f9c9db107e63e86326d67b4c0816f08591ef97bd23856f6c6d29e7d,instrumental_voice_absence,0.01941237598657608,-43.88038100191618,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_fKni4PUSxu4,fmc:fKni4PUSxu4,audioldm2,fakemusiccaps_instrumental,e41f75c6a794dbd727bf5c7251c899ad40fb626708a63974814f0e4e3c86226a,instrumental_voice_absence,0.029337871819734573,-25.153997155367378,0.2,-1.5,0.2,-20.0,True
FM_musicldm_RDNatVYvpeA,fmc:RDNatVYvpeA,musicldm,fakemusiccaps_instrumental,3e70f36f03873da42aab334ef1fb43fddbf647d5ed240607820765ee4e9e9f46,instrumental_voice_absence,0.028175078332424164,-42.72593155142658,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_tJWduBZRJkE,fmc:tJWduBZRJkE,MusicGen_medium,fakemusiccaps_instrumental,6ee0432fc552a8f699bebbabfea65b424f06dcd9b6a21d40bb619bf037352d9f,instrumental_voice_absence,0.02416500821709633,-13.521973498565119,0.2,-1.5,0.2,-20.0,True
FM_mustango_Wvg5rlMbjJc,fmc:Wvg5rlMbjJc,mustango,fakemusiccaps_instrumental,4c0f5e3c261d075fb85a7b5738ae1d6023b9fe4aeaee0f77bb5839360ed49e28,instrumental_voice_absence,0.019614629447460175,-52.731266246209785,0.2,-1.5,0.2,-20.0,True
112501,fma:112501,FMA,fma_instrumental,7e2a366d757e2c81348ec3517987643cb593a8be9e0ebfc36c74a64cf90984cd,instrumental_voice_absence,0.03602175787091255,-15.906351541379387,0.2,-1.5,0.2,-20.0,True
060688,fma:60688,FMA,fma_instrumental,2e4aaca2413b162bfe34cd139b2243cec0037ec75fadaf2700d88eadaef8270d,instrumental_voice_absence,0.08504404127597809,-12.763916139263479,0.2,-1.5,0.2,-20.0,True
000737,fma:737,FMA,fma_instrumental,11679073a51d33a06cb80e766aa5b658a386b3ff6b5481b0a79f94b06357141d,instrumental_voice_absence,0.08359227329492569,-11.31199452694305,0.2,-1.5,0.2,-20.0,True
062668,fma:62668,FMA,fma_instrumental,372589b666382980f60bbbda16d8f25113118c656b820926145ad1f204338e84,instrumental_voice_absence,0.04040573537349701,-24.30983220762521,0.2,-1.5,0.2,-20.0,True
042484,fma:42484,FMA,fma_instrumental,79cd2b97831ee1346d7f9f7bf878f5c8804b60e2033915d3492ba3d3d6ac3dda,instrumental_voice_absence,0.1823761761188507,-8.608136289531247,0.2,-1.5,0.2,-20.0,True
132439,fma:132439,FMA,fma_instrumental,3ac211c2c431be146639c0192409e73bf76ed12da3eb3a64545adc039332005c,instrumental_voice_absence,0.030997522175312042,-28.468896777318555,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_0SNhAKyXtC8,fmc:0SNhAKyXtC8,stable_audio_open,fakemusiccaps_instrumental,8d9208f73c009e552eb986aee48da4b755e1bdaa57ae7c502342dd03ac354447,instrumental_voice_absence,0.03456459566950798,-51.475541494165896,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_nzdlPYd8XUs,fmc:nzdlPYd8XUs,audioldm2,fakemusiccaps_instrumental,827360bd286e6c21c6c3036b6b1495de79579688f6c3f63c1e98b7af017110bd,instrumental_voice_absence,0.10832823067903519,-49.18260604412643,0.2,-1.5,0.2,-20.0,True
FM_musicldm_Zmtw8tP-KFo,fmc:Zmtw8tP-KFo,musicldm,fakemusiccaps_instrumental,75fbc454d6852e39aec120f6c95ebe3f8aab362f22f66a346fdbaa6df1a0aad3,instrumental_voice_absence,0.012343067675828934,-11.36056017791607,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_4Vg0PQuHTk0,fmc:4Vg0PQuHTk0,MusicGen_medium,fakemusiccaps_instrumental,7205b65c8826fe59cd083d58e7d1ffb560a67ad2256d90b38726bfd8641ac7e3,instrumental_voice_absence,0.03694197162985802,-61.52356494608104,0.2,-1.5,0.2,-20.0,True
FM_mustango_kZYBpOwNGZU,fmc:kZYBpOwNGZU,mustango,fakemusiccaps_instrumental,85b75fe20bae531eaf13ef65e5d7c48a91a86fd0183c979dee012aecb1fe49cd,instrumental_voice_absence,0.03279711306095123,-49.76765037306159,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_uQE3fLdzpKs,fmc:uQE3fLdzpKs,stable_audio_open,fakemusiccaps_instrumental,1789c6b224b34cd1501e591af48d3a2dc11eb686d06caf1cd289719224906857,instrumental_voice_absence,0.13060469925403595,-47.92430642661979,0.2,-1.5,0.2,-20.0,True
029951,fma:29951,FMA,fma_instrumental,15b7a13a056778ceee1265aaa03dab52b899c1dbed0b72333b927a61c5aee56d,instrumental_voice_absence,0.06775817275047302,-53.15248663558581,0.2,-1.5,0.2,-20.0,True
094451,fma:94451,FMA,fma_instrumental,5ecd7951050fd64a36f85c92c71d6f3660b2a215e4236e291662c578c9991290,instrumental_voice_absence,0.07075877487659454,-44.27182177211397,0.2,-1.5,0.2,-20.0,True
004752,fma:4752,FMA,fma_instrumental,5cbf9d079b67277b7626f2fa0132f5a47f19626d99f85b1e116f6901676702e9,instrumental_voice_absence,0.0916297659277916,-25.24954059865579,0.2,-1.5,0.2,-20.0,True
116446,fma:116446,FMA,fma_instrumental,8de2971aebb778572e09f8bbbe9f81525d22b67f9fc9ae869886efe8200fe4ad,instrumental_voice_absence,0.031096825376152992,-55.86049807877194,0.2,-1.5,0.2,-20.0,True
105116,fma:105116,FMA,fma_instrumental,166ff6a5247fbed2c690aed2c2448707f37c336ce637c388ea8b5bbb1d4c2dfb,instrumental_voice_absence,0.13422255218029022,-12.187947199037836,0.2,-1.5,0.2,-20.0,True
080168,fma:80168,FMA,fma_instrumental,546df90f5a106e9e8195bd9c6724a5d5734817f027006587195cafeb369a1d81,instrumental_voice_absence,0.17857713997364044,-7.317470467839656,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_wz-7sy_Rin4,fmc:wz-7sy_Rin4,audioldm2,fakemusiccaps_instrumental,6a21f6374de2336611b7ddb60b5c2234027c1431dd06ea0cc362dfa0321bf4cd,instrumental_voice_absence,0.11353394389152527,-47.136016761224376,0.2,-1.5,0.2,-20.0,True
FM_musicldm_zYM0gtd_PRo,fmc:zYM0gtd_PRo,musicldm,fakemusiccaps_instrumental,3cb0a80a8f6c5a9d22014acf6d0340ebe12cdb156a062bca834b3ef109a1eda0,instrumental_voice_absence,0.02618567645549774,-54.87478639870134,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_EOaQnfDjVyo,fmc:EOaQnfDjVyo,MusicGen_medium,fakemusiccaps_instrumental,eb791cb4dceca5c7f4baabcc75eab20adccec8ed18c425b2b94bc2c5d069c21f,instrumental_voice_absence,0.032082702964544296,-49.523932220254146,0.2,-1.5,0.2,-20.0,True
FM_mustango_LpcvkXs49Zo,fmc:LpcvkXs49Zo,mustango,fakemusiccaps_instrumental,0b4739ad6796fe139635f8e43b1ddf8b12afbea44202792f1aaec62b844c1a88,instrumental_voice_absence,0.029398486018180847,-59.757060960127355,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_aTeOMq8ave8,fmc:aTeOMq8ave8,stable_audio_open,fakemusiccaps_instrumental,a66ccbea96f038798ff7105a4684c21e331503a8c5d347e5dc4a129c486c7f6c,instrumental_voice_absence,0.029713861644268036,-54.587860620475325,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_5ZX1-GAb7IM,fmc:5ZX1-GAb7IM,audioldm2,fakemusiccaps_instrumental,a04a5f58570475ec40151c832eda7f1adf507058e514c202d05f45c5c21923c9,instrumental_voice_absence,0.02848242036998272,-46.57213547156152,0.2,-1.5,0.2,-20.0,True
076500,fma:76500,FMA,fma_instrumental,110c3db9c1e9edc1fd99b53f20c7022db7ed599b58283620cdec179fd7a69773,instrumental_voice_absence,0.13273786008358002,-11.64879990561387,0.2,-1.5,0.2,-20.0,True
133772,fma:133772,FMA,fma_instrumental,aae55ac0306635b9cef7d5960bcaaa9d627b06e6ee7ff4ee9f531efebfadfa4b,instrumental_voice_absence,0.2079022079706192,-6.460464250935437,0.2,-1.5,0.2,-20.0,False
148781,fma:148781,FMA,fma_instrumental,ba02e41f8b21a77ea475e6915a8420f453bd807b4f88bd3f92b1b63c2d5d534b,instrumental_voice_absence,0.03752074018120766,-45.067060357399896,0.2,-1.5,0.2,-20.0,True
000625,fma:625,FMA,fma_instrumental,1fe420ade849598cb881dda767fb7e26243edfdfbb346910a90c06daa8ba5ad2,instrumental_voice_absence,0.27243363857269287,-6.364403798866148,0.2,-1.5,0.2,-20.0,False
030056,fma:30056,FMA,fma_instrumental,48df73c1b5bbb4aaeb0aea3a6b56f6805274f8699f2a319e304b844aa8aec06e,instrumental_voice_absence,0.19607649743556976,-20.662512586485665,0.2,-1.5,0.2,-20.0,True
067637,fma:67637,FMA,fma_instrumental,9390ac4b840154e020f1f1199c6b099fcc7f908cd231d0cb13be1bb01a589ae3,instrumental_voice_absence,0.041535116732120514,-22.941135378638542,0.2,-1.5,0.2,-20.0,True
FM_musicldm_2KGnpMYHBGI,fmc:2KGnpMYHBGI,musicldm,fakemusiccaps_instrumental,bd94c1b7c246e1855b1c4ff7022403a7c9b774149fdf3a327eae018468a363b9,instrumental_voice_absence,0.018358958885073662,-63.09942822904571,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_D3f5VIJYR7M,fmc:D3f5VIJYR7M,MusicGen_medium,fakemusiccaps_instrumental,9b949da2d2563964eef6208dc712af26dfe94ebbd97c255e7f6c42f1f612b34f,instrumental_voice_absence,0.042485933750867844,-34.50795127031707,0.2,-1.5,0.2,-20.0,True
FM_mustango_15z-gbPxdXg,fmc:15z-gbPxdXg,mustango,fakemusiccaps_instrumental,ad51f1a19745abecc7af74a5fb6068992b2956c93bb3415780d384de3c3628b5,instrumental_voice_absence,0.025109758600592613,-44.67142868787271,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_EXRKJRL0TDU,fmc:EXRKJRL0TDU,stable_audio_open,fakemusiccaps_instrumental,a7ffdbf7759171d9a4c5590d2950889dba50f1797522aa0cce82819db88bdfa1,instrumental_voice_absence,0.05302220955491066,-58.84275932371536,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_4VbXYuCz4M0,fmc:4VbXYuCz4M0,audioldm2,fakemusiccaps_instrumental,15e2b345ba21a70ce654118064f5477942003cf10b2d86d3f31cb2db57c0ae4d,instrumental_voice_absence,0.0657806396484375,-11.269000847616702,0.2,-1.5,0.2,-20.0,True
FM_musicldm_-DeAdhYKbGE,fmc:-DeAdhYKbGE,musicldm,fakemusiccaps_instrumental,0cc83ac537b0e95c547157b8bd2b3a98821871031337595c72abfda59dfce28e,instrumental_voice_absence,0.02522404119372368,-55.26914602564083,0.2,-1.5,0.2,-20.0,True
