ID,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,FILE_FAKE_PROB
cmbv5_0026__opus_nb_8k,0.965453028678894,0.5419143438339233,0.9785512685775757
cmbv5_0026__transcode_g711_opus,0.5841062664985657,0.653977632522583,0.795036256313324
cmbv5_0027__clean,0.9833781719207764,0.9061732292175293,0.997599720954895
cmbv5_0027__g711_ulaw,0.9985435009002686,0.5966450572013855,0.9973922967910767
cmbv5_0027__g722_wb,0.9975403547286987,0.9686375856399536,0.9974117875099182
cmbv5_0027__opus_nb_8k,0.9975403547286987,0.6722230911254883,0.9953091740608215
cmbv5_0027__transcode_g711_opus,0.9980349540710449,0.5024199485778809,0.9963536262512207
cmbv5_0028__clean,0.9829645752906799,0.9591161608695984,0.9977735877037048
cmbv5_0028__g711_ulaw,0.9987461566925049,0.8891311287879944,0.9972704648971558
cmbv5_0028__g722_wb,0.9387897849082947,0.965453028678894,0.9977059960365295
cmbv5_0028__opus_nb_8k,0.9988072514533997,0.5418331623077393,0.997308611869812
cmbv5_0028__transcode_g711_opus,0.9972823858261108,0.47318312525749207,0.9962543249130249
cmbv5_0029__clean,0.9989731907844543,0.635660707950592,0.997473955154419
cmbv5_0029__g711_ulaw,0.9989731907844543,0.7349941730499268,0.9975055456161499
cmbv5_0029__g722_wb,0.9989206194877625,0.8063902258872986,0.9974711537361145
cmbv5_0029__opus_nb_8k,0.9991591572761536,0.8127334713935852,0.9978084564208984
cmbv5_0029__transcode_g711_opus,0.9990231990814209,0.6122140884399414,0.9971693158149719
cmbv5_0030__clean,0.9984689354896545,0.9528133869171143,0.9967841506004333
cmbv5_0030__g711_ulaw,0.9955272674560547,0.8787108063697815,0.9963015913963318
cmbv5_0030__g722_wb,0.9980349540710449,0.9560926556587219,0.9967874884605408
cmbv5_0030__opus_nb_8k,0.989597737789154,0.7908915281295776,0.986534595489502
cmbv5_0030__transcode_g711_opus,0.8787107467651367,0.7804157733917236,0.9000930190086365
cmbv5_0031__clean,0.9968439936637878,0.6640040278434753,0.9971835613250732
cmbv5_0031__g711_ulaw,0.9619579315185547,0.873281717300415,0.9778957366943359
cmbv5_0031__g722_wb,0.9983082413673401,0.8858977556228638,0.9968512654304504
cmbv5_0031__opus_nb_8k,0.13783597946166992,0.851046085357666,0.7600577473640442
cmbv5_0031__transcode_g711_opus,0.916274905204773,0.6261135935783386,0.9137223362922668
cmbv5_0032__clean,0.10471121966838837,0.4233473539352417,0.26800885796546936
cmbv5_0032__g711_ulaw,0.10356715321540833,0.3681905269622803,0.2533728778362274
cmbv5_0032__g722_wb,0.129662424325943,0.5314792990684509,0.3491514027118683
cmbv5_0032__opus_nb_8k,0.184011772274971,0.7320951819419861,0.6239042282104492
cmbv5_0032__transcode_g711_opus,0.1256735771894455,0.6911048889160156,0.5406075716018677
cmbv5_0033__clean,0.09606166929006577,0.3555578291416168,0.2347198873758316
cmbv5_0033__g711_ulaw,0.1012883335351944,0.2541419267654419,0.23461072146892548
cmbv5_0033__g722_wb,0.09684087336063385,0.732094943523407,0.4930460453033447
cmbv5_0033__opus_nb_8k,0.10670481622219086,0.6796262264251709,0.4970396161079407
cmbv5_0033__transcode_g711_opus,0.1590631753206253,0.5158515572547913,0.3792084753513336
cmbv5_0034__clean,0.10406812280416489,0.7867218255996704,0.5786164402961731
cmbv5_0034__g711_ulaw,0.10463763773441315,0.4356520175933838,0.28978782892227173
cmbv5_0034__g722_wb,0.1063714399933815,0.8718925714492798,0.7676590085029602
cmbv5_0034__opus_nb_8k,0.11549767851829529,0.28038421273231506,0.3924888074398041
cmbv5_0034__transcode_g711_opus,0.1122255027294159,0.3900626301765442,0.5119210481643677
cmbv5_0035__clean,0.36058858036994934,0.5422412157058716,0.6056389808654785
cmbv5_0035__g711_ulaw,0.36311396956443787,0.5157749056816101,0.5805811285972595
cmbv5_0035__g722_wb,0.33717796206474304,0.6497156620025635,0.7471473813056946
cmbv5_0035__opus_nb_8k,0.1772633194923401,0.7919182777404785,0.6045272350311279
cmbv5_0035__transcode_g711_opus,0.1172279566526413,0.7429823875427246,0.5234588980674744
cmbv5_0036__clean,0.10973428189754486,0.39831072092056274,0.4213695526123047
cmbv5_0036__g711_ulaw,0.10253142565488815,0.5774800777435303,0.5146803259849548
cmbv5_0036__g722_wb,0.1110784038901329,0.6255424618721008,0.4829856753349304
cmbv5_0036__opus_nb_8k,0.9972137808799744,0.5150278210639954,0.9950082898139954
cmbv5_0036__transcode_g711_opus,0.1841462254524231,0.5021151304244995,0.509036123752594
cmbv5_0037__clean,0.09931185841560364,0.8813501596450806,0.8093706965446472
cmbv5_0037__g711_ulaw,0.09331496059894562,0.9528119564056396,0.8976120948791504
cmbv5_0037__g722_wb,0.10887931287288666,0.855731189250946,0.8538217544555664
cmbv5_0037__opus_nb_8k,0.11885558813810349,0.4227527678012848,0.4227874279022217
cmbv5_0037__transcode_g711_opus,0.6924349665641785,0.744174599647522,0.8941278457641602
cmbv5_0038__clean,0.09546516835689545,0.8914151191711426,0.7825803160667419
cmbv5_0038__g711_ulaw,0.17637045681476593,0.8647461533546448,0.8530882000923157
cmbv5_0038__g722_wb,0.09651826322078705,0.9402107000350952,0.8551241159439087
cmbv5_0038__opus_nb_8k,0.20496441423892975,0.8292556405067444,0.7459236979484558
cmbv5_0038__transcode_g711_opus,0.16185413300991058,0.8572675585746765,0.8636648058891296
cmbv5_0039__clean,0.09149692952632904,0.9825408458709717,0.972241997718811
cmbv5_0039__g711_ulaw,0.09752782434225082,0.9528225064277649,0.9191949367523193
cmbv5_0039__g722_wb,0.09644953161478043,0.9849361181259155,0.976557195186615
cmbv5_0039__opus_nb_8k,0.10505551844835281,0.6192824244499207,0.45099422335624695
cmbv5_0039__transcode_g711_opus,0.18300476670265198,0.9029432535171509,0.7930904626846313
cmbv5_0040__clean,0.9782313704490662,0.5555603504180908,0.9979065656661987
cmbv5_0040__g711_ulaw,0.9974782466888428,0.6442896723747253,0.9972941875457764
cmbv5_0040__g722_wb,0.9893372654914856,0.5666900873184204,0.9977505207061768
cmbv5_0040__opus_nb_8k,0.9984689354896545,0.8617947697639465,0.9967113733291626
cmbv5_0040__transcode_g711_opus,0.9981306195259094,0.7682765126228333,0.9957306981086731
cmbv5_0041__clean,0.9989206194877625,0.6722024083137512,0.9972313046455383
cmbv5_0041__g711_ulaw,0.9987461566925049,0.8938229084014893,0.9967381358146667
cmbv5_0041__g722_wb,0.9987461566925049,0.7553762793540955,0.9976114630699158
cmbv5_0041__opus_nb_8k,0.9849361181259155,0.8576596975326538,0.9969067573547363
cmbv5_0041__transcode_g711_opus,0.9969974160194397,0.838083803653717,0.9967024326324463
cmbv5_0042__clean,0.9976009726524353,0.9172288775444031,0.9967033267021179
cmbv5_0042__g711_ulaw,0.9980349540710449,0.8961626887321472,0.9965675473213196
cmbv5_0042__g722_wb,0.9893372654914856,0.9270868301391602,0.9972047209739685
cmbv5_0042__opus_nb_8k,0.9797725081443787,0.7038389444351196,0.9961531758308411
cmbv5_0042__transcode_g711_opus,0.32286086678504944,0.8108198046684265,0.8644627928733826
cmbv5_0043__clean,0.9989206194877625,0.5356370806694031,0.9973539113998413
cmbv5_0043__g711_ulaw,0.9990231990814209,0.8941888213157654,0.9975919127464294
cmbv5_0043__g722_wb,0.9983906149864197,0.8839395642280579,0.9973611235618591
cmbv5_0043__opus_nb_8k,0.9979344010353088,0.9072306156158447,0.9968801140785217
cmbv5_0043__transcode_g711_opus,0.9987461566925049,0.9303953051567078,0.9966512322425842
cmbv5_0044__clean,0.8010352849960327,0.9855868220329285,0.9960175156593323
cmbv5_0044__g711_ulaw,0.9539233446121216,0.8938121199607849,0.9973891377449036
cmbv5_0044__g722_wb,0.8462227582931519,0.9866178631782532,0.9972423911094666
cmbv5_0044__opus_nb_8k,0.8760209679603577,0.8387227654457092,0.996088445186615
cmbv5_0044__transcode_g711_opus,0.1742451786994934,0.7857934236526489,0.8848366737365723
cmbv5_0045__clean,0.937337338924408,0.8619735836982727,0.9972371459007263
cmbv5_0045__g711_ulaw,0.9989731907844543,0.7465635538101196,0.9973183274269104
cmbv5_0045__g722_wb,0.9303953051567078,0.9352127909660339,0.9967927932739258
cmbv5_0045__opus_nb_8k,0.9984689354896545,0.2749847173690796,0.9967522621154785
cmbv5_0045__transcode_g711_opus,0.9905783534049988,0.42105308175086975,0.9964372515678406
cmbv5_0046__clean,0.9989731907844543,0.8089092969894409,0.9973645210266113
cmbv5_0046__g711_ulaw,0.9989731907844543,0.9452008605003357,0.9973114132881165
cmbv5_0046__g722_wb,0.9988653063774109,0.934536337852478,0.9972525835037231
cmbv5_0046__opus_nb_8k,0.9984689354896545,0.9335682392120361,0.9972898960113525
cmbv5_0046__transcode_g711_opus,0.9984689354896545,0.8973268270492554,0.9970215559005737
cmbv5_0047__clean,0.992078959941864,0.9061737656593323,0.9950371384620667
cmbv5_0047__g711_ulaw,0.9662772417068481,0.847861647605896,0.9608306288719177
cmbv5_0047__g722_wb,0.9581245183944702,0.9210346341133118,0.9949806332588196
cmbv5_0047__opus_nb_8k,0.12199611961841583,0.6032655835151672,0.5588163733482361
cmbv5_0047__transcode_g711_opus,0.8541810512542725,0.603783905506134,0.858805775642395
