TASK,EXPERT,WEIGHT,EER,WORST_CHANNEL_EER,MEAN_CHANNEL_EER
FILE,v41,0.3,0.21944444444444444,0.33333333333333337,0.2166666666666667
FILE,v41,0.35,0.21666666666666667,0.33333333333333337,0.2027777777777778
FILE,v41,0.4,0.21666666666666667,0.33333333333333337,0.2027777777777778
FILE,v41,0.45,0.21944444444444444,0.33333333333333337,0.18888888888888888
FILE,v41,0.5,0.21666666666666667,0.33333333333333337,0.18888888888888888
FILE,v41,0.55,0.21944444444444444,0.33333333333333337,0.2
FILE,v41,0.6,0.23055555555555554,0.33333333333333337,0.20277777777777778
FILE,v41,0.65,0.21666666666666667,0.33333333333333337,0.1916666666666667
FILE,v41,0.7,0.2027777777777778,0.3194444444444444,0.20277777777777778
FILE,v41,0.75,0.21666666666666667,0.3194444444444444,0.21666666666666665
FILE,v41,0.8,0.21944444444444444,0.33333333333333337,0.21944444444444447
FILE,v41,0.85,0.23055555555555554,0.33333333333333337,0.23055555555555554
FILE,v41,0.9,0.2333333333333333,0.33333333333333337,0.23055555555555554
FILE,v41,0.95,0.2333333333333333,0.33333333333333337,0.24444444444444446
FILE,v41,1.0,0.25,0.3194444444444444,0.26388888888888884
FILE,v42,0.0,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v42,0.05,0.21666666666666667,0.33333333333333337,0.21944444444444447
FILE,v42,0.1,0.21944444444444444,0.33333333333333337,0.21944444444444447
FILE,v42,0.15,0.2333333333333333,0.33333333333333337,0.2166666666666667
FILE,v42,0.2,0.2333333333333333,0.33333333333333337,0.2166666666666667
FILE,v42,0.25,0.2333333333333333,0.33333333333333337,0.2166666666666667
FILE,v42,0.3,0.21944444444444444,0.33333333333333337,0.22777777777777777
FILE,v42,0.35,0.21666666666666667,0.33333333333333337,0.2166666666666667
FILE,v42,0.4,0.21666666666666667,0.33333333333333337,0.20555555555555557
FILE,v42,0.45,0.21944444444444444,0.3194444444444444,0.21388888888888888
FILE,v42,0.5,0.21666666666666667,0.3194444444444444,0.225
FILE,v42,0.55,0.21666666666666667,0.3194444444444444,0.225
FILE,v42,0.6,0.2138888888888889,0.3194444444444444,0.21388888888888888
FILE,v42,0.65,0.23055555555555554,0.3194444444444444,0.21666666666666665
FILE,v42,0.7,0.21944444444444444,0.3194444444444444,0.21944444444444441
FILE,v42,0.75,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v42,0.8,0.2333333333333333,0.3194444444444444,0.22222222222222224
FILE,v42,0.85,0.2333333333333333,0.3194444444444444,0.2333333333333333
FILE,v42,0.9,0.23611111111111113,0.33333333333333337,0.25277777777777777
FILE,v42,0.95,0.25,0.33333333333333337,0.25277777777777777
FILE,v42,1.0,0.23611111111111113,0.33333333333333337,0.2777777777777778
FILE,v43,0.0,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v43,0.05,0.23055555555555554,0.33333333333333337,0.23333333333333334
FILE,v43,0.1,0.2333333333333333,0.33333333333333337,0.2361111111111111
FILE,v43,0.15,0.2333333333333333,0.33333333333333337,0.24722222222222223
FILE,v43,0.2,0.23611111111111113,0.33333333333333337,0.25
FILE,v43,0.25,0.23611111111111113,0.33333333333333337,0.25
FILE,v43,0.3,0.24722222222222223,0.33333333333333337,0.25
FILE,v43,0.35,0.24722222222222223,0.3472222222222222,0.25277777777777777
FILE,v43,0.4,0.24722222222222223,0.3472222222222222,0.25277777777777777
FILE,v43,0.45,0.25,0.3472222222222222,0.26666666666666666
FILE,v43,0.5,0.25,0.3472222222222222,0.26666666666666666
FILE,v43,0.55,0.25,0.4027777777777778,0.2777777777777778
FILE,v43,0.6,0.25,0.4027777777777778,0.28055555555555556
FILE,v43,0.65,0.25,0.4027777777777778,0.28055555555555556
FILE,v43,0.7,0.25277777777777777,0.41666666666666663,0.2833333333333333
FILE,v43,0.75,0.2666666666666667,0.41666666666666663,0.28611111111111115
FILE,v43,0.8,0.2666666666666667,0.41666666666666663,0.2833333333333333
FILE,v43,0.85,0.2666666666666667,0.41666666666666663,0.2888888888888889
FILE,v43,0.9,0.2666666666666667,0.41666666666666663,0.2888888888888889
FILE,v43,0.95,0.2666666666666667,0.41666666666666663,0.2888888888888889
FILE,v43,1.0,0.2666666666666667,0.41666666666666663,0.3
FILE,v44,0.0,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v44,0.05,0.23055555555555554,0.33333333333333337,0.23333333333333334
FILE,v44,0.1,0.23055555555555554,0.33333333333333337,0.2361111111111111
FILE,v44,0.15,0.2333333333333333,0.33333333333333337,0.2361111111111111
FILE,v44,0.2,0.2333333333333333,0.33333333333333337,0.2361111111111111
FILE,v44,0.25,0.2333333333333333,0.33333333333333337,0.2361111111111111
FILE,v44,0.3,0.2333333333333333,0.33333333333333337,0.2361111111111111
FILE,v44,0.35,0.2333333333333333,0.33333333333333337,0.2361111111111111
FILE,v44,0.4,0.2333333333333333,0.33333333333333337,0.2361111111111111
FILE,v44,0.45,0.2333333333333333,0.33333333333333337,0.23333333333333334
FILE,v44,0.5,0.2333333333333333,0.33333333333333337,0.23333333333333334
FILE,v44,0.55,0.2333333333333333,0.33333333333333337,0.23333333333333334
FILE,v44,0.6,0.2333333333333333,0.33333333333333337,0.23333333333333334
FILE,v44,0.65,0.23055555555555554,0.33333333333333337,0.23333333333333334
FILE,v44,0.7,0.23055555555555554,0.33333333333333337,0.24722222222222223
FILE,v44,0.75,0.23055555555555554,0.3472222222222222,0.25
FILE,v44,0.8,0.23055555555555554,0.3472222222222222,0.25
FILE,v44,0.85,0.2333333333333333,0.4027777777777778,0.2611111111111111
FILE,v44,0.9,0.2333333333333333,0.4027777777777778,0.2611111111111111
FILE,v44,0.95,0.2333333333333333,0.4027777777777778,0.2638888888888889
FILE,v44,1.0,0.2333333333333333,0.4027777777777778,0.25277777777777777
FILE,v46,0.0,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v46,0.05,0.23055555555555554,0.33333333333333337,0.23333333333333334
FILE,v46,0.1,0.23055555555555554,0.33333333333333337,0.23333333333333334
FILE,v46,0.15,0.2333333333333333,0.33333333333333337,0.23333333333333334
FILE,v46,0.2,0.2333333333333333,0.33333333333333337,0.23333333333333334
FILE,v46,0.25,0.2333333333333333,0.33333333333333337,0.23333333333333334
FILE,v46,0.3,0.23611111111111113,0.33333333333333337,0.23333333333333334
FILE,v46,0.35,0.23611111111111113,0.33333333333333337,0.23333333333333334
FILE,v46,0.4,0.23611111111111113,0.33333333333333337,0.24444444444444446
FILE,v46,0.45,0.23611111111111113,0.33333333333333337,0.24444444444444446
FILE,v46,0.5,0.23611111111111113,0.33333333333333337,0.24722222222222223
FILE,v46,0.55,0.24722222222222223,0.33333333333333337,0.24722222222222223
FILE,v46,0.6,0.24722222222222223,0.33333333333333337,0.24722222222222223
FILE,v46,0.65,0.24722222222222223,0.33333333333333337,0.24722222222222223
FILE,v46,0.7,0.24722222222222223,0.33333333333333337,0.24722222222222223
FILE,v46,0.75,0.24722222222222223,0.33333333333333337,0.24722222222222223
FILE,v46,0.8,0.24722222222222223,0.33333333333333337,0.24722222222222223
FILE,v46,0.85,0.24722222222222223,0.33333333333333337,0.25
FILE,v46,0.9,0.24722222222222223,0.33333333333333337,0.25
FILE,v46,0.95,0.23611111111111113,0.33333333333333337,0.25
FILE,v46,1.0,0.23611111111111113,0.33333333333333337,0.25
FILE,v48,0.0,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.05,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.1,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.15,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.2,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.25,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.3,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.35,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.4,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.45,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.5,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.55,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.6,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.65,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.7,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.75,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.8,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.85,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.9,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,0.95,0.21944444444444444,0.33333333333333337,0.22222222222222224
FILE,v48,1.0,0.21944444444444444,0.33333333333333337,0.22222222222222224
MUSIC,v24,0.0,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v24,0.05,0.19999999999999998,0.20833333333333337,0.18333333333333332
MUSIC,v24,0.1,0.21666666666666667,0.20833333333333337,0.18333333333333332
MUSIC,v24,0.15,0.21666666666666667,0.20833333333333337,0.18333333333333332
MUSIC,v24,0.2,0.21666666666666667,0.20833333333333337,0.18333333333333332
MUSIC,v24,0.25,0.21666666666666667,0.20833333333333337,0.18333333333333332
MUSIC,v24,0.3,0.21666666666666667,0.20833333333333337,0.19166666666666668
MUSIC,v24,0.35,0.21666666666666667,0.25,0.20833333333333334
MUSIC,v24,0.4,0.22499999999999998,0.25,0.20833333333333334
MUSIC,v24,0.45,0.22499999999999998,0.25,0.20833333333333334
MUSIC,v24,0.5,0.22499999999999998,0.25,0.2
MUSIC,v24,0.55,0.2333333333333333,0.25,0.2
MUSIC,v24,0.6,0.2416666666666667,0.25,0.20833333333333334
MUSIC,v24,0.65,0.25,0.25,0.225
MUSIC,v24,0.7,0.25,0.29166666666666663,0.23333333333333334
MUSIC,v24,0.75,0.25,0.29166666666666663,0.25
MUSIC,v24,0.8,0.2583333333333333,0.29166666666666663,0.25
MUSIC,v24,0.85,0.2833333333333333,0.29166666666666663,0.2583333333333333
MUSIC,v24,0.9,0.2833333333333333,0.33333333333333337,0.275
MUSIC,v24,0.95,0.30000000000000004,0.33333333333333337,0.2833333333333333
MUSIC,v24,1.0,0.31666666666666665,0.33333333333333337,0.2833333333333333
MUSIC,v39,0.0,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v39,0.05,0.19999999999999998,0.25,0.19166666666666668
MUSIC,v39,0.1,0.19999999999999998,0.25,0.18333333333333335
MUSIC,v39,0.15,0.20833333333333337,0.25,0.18333333333333335
MUSIC,v39,0.2,0.21666666666666667,0.25,0.2
MUSIC,v39,0.25,0.21666666666666667,0.25,0.19166666666666668
MUSIC,v39,0.3,0.22499999999999998,0.29166666666666663,0.2
MUSIC,v39,0.35,0.22499999999999998,0.29166666666666663,0.2
MUSIC,v39,0.4,0.21666666666666667,0.29166666666666663,0.2
MUSIC,v39,0.45,0.22499999999999998,0.29166666666666663,0.21666666666666665
MUSIC,v39,0.5,0.2333333333333333,0.29166666666666663,0.21666666666666665
MUSIC,v39,0.55,0.2333333333333333,0.29166666666666663,0.21666666666666665
MUSIC,v39,0.6,0.2416666666666667,0.29166666666666663,0.21666666666666665
MUSIC,v39,0.65,0.2416666666666667,0.29166666666666663,0.21666666666666665
MUSIC,v39,0.7,0.2416666666666667,0.29166666666666663,0.225
MUSIC,v39,0.75,0.25,0.29166666666666663,0.225
MUSIC,v39,0.8,0.25,0.33333333333333337,0.2333333333333333
MUSIC,v39,0.85,0.25,0.33333333333333337,0.2333333333333333
MUSIC,v39,0.9,0.25,0.375,0.24166666666666664
MUSIC,v39,0.95,0.25,0.33333333333333337,0.2333333333333333
MUSIC,v39,1.0,0.25,0.33333333333333337,0.225
MUSIC,v41,0.0,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v41,0.05,0.19999999999999998,0.25,0.19166666666666668
MUSIC,v41,0.1,0.19999999999999998,0.25,0.18333333333333335
MUSIC,v41,0.15,0.20833333333333337,0.25,0.18333333333333335
MUSIC,v41,0.2,0.21666666666666667,0.25,0.2
MUSIC,v41,0.25,0.21666666666666667,0.25,0.19166666666666668
MUSIC,v41,0.3,0.22499999999999998,0.29166666666666663,0.2
MUSIC,v41,0.35,0.22499999999999998,0.29166666666666663,0.2
MUSIC,v41,0.4,0.21666666666666667,0.29166666666666663,0.2
MUSIC,v41,0.45,0.22499999999999998,0.29166666666666663,0.21666666666666665
MUSIC,v41,0.5,0.2333333333333333,0.29166666666666663,0.21666666666666665
MUSIC,v41,0.55,0.2333333333333333,0.29166666666666663,0.21666666666666665
MUSIC,v41,0.6,0.2416666666666667,0.29166666666666663,0.21666666666666665
MUSIC,v41,0.65,0.2416666666666667,0.29166666666666663,0.21666666666666665
MUSIC,v41,0.7,0.2416666666666667,0.29166666666666663,0.225
MUSIC,v41,0.75,0.25,0.29166666666666663,0.225
MUSIC,v41,0.8,0.25,0.33333333333333337,0.2333333333333333
MUSIC,v41,0.85,0.25,0.33333333333333337,0.2333333333333333
MUSIC,v41,0.9,0.25,0.375,0.24166666666666664
MUSIC,v41,0.95,0.25,0.33333333333333337,0.2333333333333333
MUSIC,v41,1.0,0.25,0.33333333333333337,0.225
MUSIC,v42,0.0,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v42,0.05,0.19999999999999998,0.25,0.19166666666666668
MUSIC,v42,0.1,0.19999999999999998,0.25,0.18333333333333335
MUSIC,v42,0.15,0.20833333333333337,0.25,0.18333333333333335
MUSIC,v42,0.2,0.21666666666666667,0.25,0.2
MUSIC,v42,0.25,0.21666666666666667,0.25,0.19166666666666668
MUSIC,v42,0.3,0.22499999999999998,0.29166666666666663,0.2
MUSIC,v42,0.35,0.22499999999999998,0.29166666666666663,0.2
MUSIC,v42,0.4,0.21666666666666667,0.29166666666666663,0.2
MUSIC,v42,0.45,0.22499999999999998,0.29166666666666663,0.21666666666666665
MUSIC,v42,0.5,0.2333333333333333,0.29166666666666663,0.21666666666666665
MUSIC,v42,0.55,0.2333333333333333,0.29166666666666663,0.21666666666666665
MUSIC,v42,0.6,0.2416666666666667,0.29166666666666663,0.21666666666666665
MUSIC,v42,0.65,0.2416666666666667,0.29166666666666663,0.21666666666666665
MUSIC,v42,0.7,0.2416666666666667,0.29166666666666663,0.225
MUSIC,v42,0.75,0.25,0.29166666666666663,0.225
MUSIC,v42,0.8,0.25,0.33333333333333337,0.2333333333333333
MUSIC,v42,0.85,0.25,0.33333333333333337,0.2333333333333333
MUSIC,v42,0.9,0.25,0.375,0.24166666666666664
MUSIC,v42,0.95,0.25,0.33333333333333337,0.2333333333333333
MUSIC,v42,1.0,0.25,0.33333333333333337,0.225
MUSIC,v43,0.0,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v43,0.05,0.19999999999999998,0.20833333333333337,0.18333333333333332
MUSIC,v43,0.1,0.19999999999999998,0.20833333333333337,0.18333333333333332
MUSIC,v43,0.15,0.20833333333333337,0.20833333333333337,0.18333333333333332
MUSIC,v43,0.2,0.20833333333333337,0.20833333333333337,0.175
MUSIC,v43,0.25,0.21666666666666667,0.20833333333333337,0.175
MUSIC,v43,0.3,0.21666666666666667,0.20833333333333337,0.175
MUSIC,v43,0.35,0.20833333333333337,0.20833333333333337,0.175
MUSIC,v43,0.4,0.20833333333333337,0.20833333333333337,0.18333333333333335
MUSIC,v43,0.45,0.20833333333333337,0.20833333333333337,0.18333333333333335
MUSIC,v43,0.5,0.20833333333333337,0.25,0.2
MUSIC,v43,0.55,0.21666666666666667,0.20833333333333337,0.19166666666666668
MUSIC,v43,0.6,0.2333333333333333,0.29166666666666663,0.20833333333333331
MUSIC,v43,0.65,0.2333333333333333,0.29166666666666663,0.20833333333333331
MUSIC,v43,0.7,0.2333333333333333,0.29166666666666663,0.20833333333333331
MUSIC,v43,0.75,0.2416666666666667,0.29166666666666663,0.20833333333333331
MUSIC,v43,0.8,0.2416666666666667,0.29166666666666663,0.19999999999999998
MUSIC,v43,0.85,0.2583333333333333,0.29166666666666663,0.19999999999999998
MUSIC,v43,0.9,0.2583333333333333,0.29166666666666663,0.20833333333333331
MUSIC,v43,0.95,0.2666666666666667,0.25,0.2
MUSIC,v43,1.0,0.275,0.29166666666666663,0.20833333333333331
MUSIC,v44,0.0,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v44,0.05,0.19999999999999998,0.20833333333333337,0.18333333333333332
MUSIC,v44,0.1,0.19999999999999998,0.20833333333333337,0.18333333333333332
MUSIC,v44,0.15,0.19999999999999998,0.20833333333333337,0.18333333333333332
MUSIC,v44,0.2,0.21666666666666667,0.20833333333333337,0.18333333333333332
MUSIC,v44,0.25,0.22499999999999998,0.20833333333333337,0.18333333333333332
MUSIC,v44,0.3,0.21666666666666667,0.20833333333333337,0.18333333333333332
MUSIC,v44,0.35,0.21666666666666667,0.20833333333333337,0.18333333333333332
MUSIC,v44,0.4,0.20833333333333337,0.20833333333333337,0.18333333333333332
MUSIC,v44,0.45,0.20833333333333337,0.20833333333333337,0.175
MUSIC,v44,0.5,0.20833333333333337,0.20833333333333337,0.175
MUSIC,v44,0.55,0.20833333333333337,0.20833333333333337,0.175
MUSIC,v44,0.6,0.20833333333333337,0.20833333333333337,0.175
MUSIC,v44,0.65,0.20833333333333337,0.20833333333333337,0.175
MUSIC,v44,0.7,0.20833333333333337,0.20833333333333337,0.18333333333333335
MUSIC,v44,0.75,0.21666666666666667,0.20833333333333337,0.19166666666666668
MUSIC,v44,0.8,0.21666666666666667,0.20833333333333337,0.19166666666666668
MUSIC,v44,0.85,0.20833333333333337,0.20833333333333337,0.18333333333333332
MUSIC,v44,0.9,0.20833333333333337,0.20833333333333337,0.175
MUSIC,v44,0.95,0.20833333333333337,0.20833333333333337,0.18333333333333332
MUSIC,v44,1.0,0.21666666666666667,0.20833333333333337,0.19166666666666668
MUSIC,v46,0.0,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.05,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.1,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.15,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.2,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.25,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.3,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.35,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.4,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.45,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.5,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.55,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.6,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.65,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.7,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.75,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.8,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.85,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.9,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,0.95,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v46,1.0,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.0,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.05,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.1,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.15,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.2,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.25,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.3,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.35,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.4,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.45,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.5,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.55,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.6,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.65,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.7,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.75,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.8,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.85,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.9,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,0.95,0.19166666666666665,0.20833333333333337,0.18333333333333332
MUSIC,v48,1.0,0.19166666666666665,0.20833333333333337,0.18333333333333332
VOICE,v24,0.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v24,0.05,0.19999999999999998,0.375,0.175
VOICE,v24,0.1,0.19999999999999998,0.33333333333333337,0.16666666666666669
VOICE,v24,0.15,0.19166666666666665,0.33333333333333337,0.16666666666666669
VOICE,v24,0.2,0.19166666666666665,0.33333333333333337,0.15833333333333335
VOICE,v24,0.25,0.18333333333333335,0.33333333333333337,0.15833333333333335
VOICE,v24,0.3,0.16666666666666663,0.33333333333333337,0.15833333333333335
VOICE,v24,0.35,0.16666666666666663,0.33333333333333337,0.15
VOICE,v24,0.4,0.16666666666666663,0.33333333333333337,0.15
VOICE,v24,0.45,0.15833333333333333,0.33333333333333337,0.15
VOICE,v24,0.5,0.15833333333333333,0.33333333333333337,0.15
VOICE,v24,0.55,0.1416666666666667,0.33333333333333337,0.15
VOICE,v24,0.6,0.1416666666666667,0.33333333333333337,0.14166666666666666
VOICE,v24,0.65,0.1416666666666667,0.29166666666666663,0.1333333333333333
VOICE,v24,0.7,0.1333333333333333,0.29166666666666663,0.12499999999999997
VOICE,v24,0.75,0.1333333333333333,0.29166666666666663,0.12499999999999997
VOICE,v24,0.8,0.1333333333333333,0.29166666666666663,0.12499999999999997
VOICE,v24,0.85,0.1333333333333333,0.29166666666666663,0.12499999999999997
VOICE,v24,0.9,0.11666666666666668,0.29166666666666663,0.12499999999999997
VOICE,v24,0.95,0.11666666666666668,0.25,0.10833333333333332
VOICE,v24,1.0,0.11666666666666668,0.25,0.11666666666666665
VOICE,v39,0.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v39,0.05,0.20833333333333337,0.375,0.2
VOICE,v39,0.1,0.19999999999999998,0.375,0.18333333333333332
VOICE,v39,0.15,0.19999999999999998,0.375,0.18333333333333332
VOICE,v39,0.2,0.19999999999999998,0.375,0.175
VOICE,v39,0.25,0.19999999999999998,0.375,0.175
VOICE,v39,0.3,0.19999999999999998,0.33333333333333337,0.16666666666666669
VOICE,v39,0.35,0.19999999999999998,0.33333333333333337,0.16666666666666669
VOICE,v39,0.4,0.19166666666666665,0.33333333333333337,0.16666666666666669
VOICE,v39,0.45,0.19166666666666665,0.33333333333333337,0.15833333333333335
VOICE,v39,0.5,0.19166666666666665,0.33333333333333337,0.15
VOICE,v39,0.55,0.19166666666666665,0.33333333333333337,0.15
VOICE,v39,0.6,0.19166666666666665,0.33333333333333337,0.15
VOICE,v39,0.65,0.19166666666666665,0.33333333333333337,0.15
VOICE,v39,0.7,0.19166666666666665,0.33333333333333337,0.15
VOICE,v39,0.75,0.18333333333333335,0.33333333333333337,0.15
VOICE,v39,0.8,0.18333333333333335,0.33333333333333337,0.15
