COMBINED_ID,DATASET_KEY,ROLE,ROW_INDEX,ORIGINAL_ID,AUDIO_FILENAME,SOURCE_AUDIO,AUDIO_SHA256
v47c_000_0000035_5a6e72002643a3e69035,codec_mixed_blind_v5,locked_eval,35,cmbv5_0007__clean,v47c_000_0000035_5a6e72002643a3e69035.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0007__clean.flac,4bad005ec157bddc0626e07039030af4c21430e4073f75573f9ae906ec5166d1
v47c_000_0000036_c33ed4a20a8c485fb64a,codec_mixed_blind_v5,locked_eval,36,cmbv5_0007__g711_ulaw,v47c_000_0000036_c33ed4a20a8c485fb64a.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0007__g711_ulaw.flac,32fe757e1904af67572aec4ca85e675bfce2832c03ed218d7994109737f5f49e
v47c_000_0000037_50f514970705a5fa7600,codec_mixed_blind_v5,locked_eval,37,cmbv5_0007__g722_wb,v47c_000_0000037_50f514970705a5fa7600.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0007__g722_wb.flac,6c43a5cf00cb40f9553201d1982e1c98094564c86470eb8287ebb80d4dae0aa8
v47c_000_0000038_f616a7b97058ef8de7b0,codec_mixed_blind_v5,locked_eval,38,cmbv5_0007__opus_nb_8k,v47c_000_0000038_f616a7b97058ef8de7b0.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0007__opus_nb_8k.flac,dad83fd8cca374f584217a60d42fa398ab4cea2d9cb043100aa422c68f246e36
v47c_000_0000039_f78d7fef03a1b0c6abef,codec_mixed_blind_v5,locked_eval,39,cmbv5_0007__transcode_g711_opus,v47c_000_0000039_f78d7fef03a1b0c6abef.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0007__transcode_g711_opus.flac,0f5945071f2a7f67159900fd5d253f6244f521e8f8e911cd1455bcb3c578ce87
v47c_000_0000040_0126b573cc7b3994e660,codec_mixed_blind_v5,locked_eval,40,cmbv5_0008__clean,v47c_000_0000040_0126b573cc7b3994e660.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0008__clean.flac,26d9fdecd14720829fa89b5e87b7e33fa9595d57280af5971646c446a1dd4ed4
v47c_000_0000041_ef12d368a00fbc32945e,codec_mixed_blind_v5,locked_eval,41,cmbv5_0008__g711_ulaw,v47c_000_0000041_ef12d368a00fbc32945e.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0008__g711_ulaw.flac,2d0f73a2978b888b2453d1c65639af647146b628598549520d0078923ca668cd
v47c_000_0000042_c3a6847ba44f9195520d,codec_mixed_blind_v5,locked_eval,42,cmbv5_0008__g722_wb,v47c_000_0000042_c3a6847ba44f9195520d.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0008__g722_wb.flac,ecd4bf1352fe14180599d8caf9c6580b27f58631fb2b76db7131ff19232835ab
v47c_000_0000043_b3e894fe70d52cb104f2,codec_mixed_blind_v5,locked_eval,43,cmbv5_0008__opus_nb_8k,v47c_000_0000043_b3e894fe70d52cb104f2.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0008__opus_nb_8k.flac,b829a25cb296a7bf7ae9dc7f056904c1ec32e4cc92838e9f44a1abd34599abf1
v47c_000_0000044_ca84812bd72d2a8b85f9,codec_mixed_blind_v5,locked_eval,44,cmbv5_0008__transcode_g711_opus,v47c_000_0000044_ca84812bd72d2a8b85f9.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0008__transcode_g711_opus.flac,b0fddfc32d389894a9f7ddeb35b6ea25868a1f0f6b170372b731fe9d8c977d1c
v47c_000_0000045_17a4c79b8acbccffe347,codec_mixed_blind_v5,locked_eval,45,cmbv5_0009__clean,v47c_000_0000045_17a4c79b8acbccffe347.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0009__clean.flac,f8425f2bef4f488dbeedd14b7ade42aa6cb8d4796ea1cfbd331e978292cac4ee
v47c_000_0000046_1b77507367aab2c250cd,codec_mixed_blind_v5,locked_eval,46,cmbv5_0009__g711_ulaw,v47c_000_0000046_1b77507367aab2c250cd.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0009__g711_ulaw.flac,21f2b21d87059cb9b97e7b695caa516e0fa3211b4a04321ee6cce7122978848f
v47c_000_0000047_0542b00bba4d3e4baa94,codec_mixed_blind_v5,locked_eval,47,cmbv5_0009__g722_wb,v47c_000_0000047_0542b00bba4d3e4baa94.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0009__g722_wb.flac,bd4ecd74723a6e43419c65513d955b8717c13a5fc2e0ed392092e8fee34901b0
v47c_000_0000048_7334a6361532dd8e386d,codec_mixed_blind_v5,locked_eval,48,cmbv5_0009__opus_nb_8k,v47c_000_0000048_7334a6361532dd8e386d.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0009__opus_nb_8k.flac,0bd197e28a411f268e1a0047ccfce793f86b8c1c59fea02126d171e3d930e258
v47c_000_0000049_7231f4482a91e1742a78,codec_mixed_blind_v5,locked_eval,49,cmbv5_0009__transcode_g711_opus,v47c_000_0000049_7231f4482a91e1742a78.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0009__transcode_g711_opus.flac,e45778ae0217754b36135457f23fb738c351978579d71758b829b93b87a2fe34
v47c_000_0000050_d02f6498e001384e8e7d,codec_mixed_blind_v5,locked_eval,50,cmbv5_0010__clean,v47c_000_0000050_d02f6498e001384e8e7d.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0010__clean.flac,0a1fc7bc5cbeb9a0e405febb73dfed6ab41bfc36639a892412e9194256165edb
v47c_000_0000051_53e1910525b4f2865081,codec_mixed_blind_v5,locked_eval,51,cmbv5_0010__g711_ulaw,v47c_000_0000051_53e1910525b4f2865081.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0010__g711_ulaw.flac,84a598d65a459db3c25223d27fd09b5fded86b7de44e2a83220d61a625ac2980
v47c_000_0000052_ff7a1b8e917ef94443d2,codec_mixed_blind_v5,locked_eval,52,cmbv5_0010__g722_wb,v47c_000_0000052_ff7a1b8e917ef94443d2.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0010__g722_wb.flac,e39c187eae238218d49c4431e871165ab21e9b81efb86854be6918fa8bef7d3e
v47c_000_0000053_d5ec1c94576c4a282574,codec_mixed_blind_v5,locked_eval,53,cmbv5_0010__opus_nb_8k,v47c_000_0000053_d5ec1c94576c4a282574.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0010__opus_nb_8k.flac,aafaa393ac55ac2f2bb2b0e28250372148ba08cd0e2aa871e3fd8085d03a5abe
v47c_000_0000054_bfb9b418e47a8b64de1d,codec_mixed_blind_v5,locked_eval,54,cmbv5_0010__transcode_g711_opus,v47c_000_0000054_bfb9b418e47a8b64de1d.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0010__transcode_g711_opus.flac,0e52e82ebe9010309908adc9d3f3faf5b7be47f8e51c13719b929e4e16c6e1c8
v47c_000_0000055_75b6a4418380a67af3b7,codec_mixed_blind_v5,locked_eval,55,cmbv5_0011__clean,v47c_000_0000055_75b6a4418380a67af3b7.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0011__clean.flac,5d4c1bdd55db961da4f1f070165680ede4345e7a6616e1683a618f145bbe5ce7
v47c_000_0000056_973ee1ca961df90833b9,codec_mixed_blind_v5,locked_eval,56,cmbv5_0011__g711_ulaw,v47c_000_0000056_973ee1ca961df90833b9.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0011__g711_ulaw.flac,c378fc7d817b62a903b044c5c753c4c622bac6ad6d6972d5e1a5420a97480d79
v47c_000_0000057_f2237e6453a908bfe66e,codec_mixed_blind_v5,locked_eval,57,cmbv5_0011__g722_wb,v47c_000_0000057_f2237e6453a908bfe66e.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0011__g722_wb.flac,9703a727bee765cc31d81e607bdf13101ef5c27c33b3085cbe6bcb00d66032fe
v47c_000_0000058_9bdce5fa142ec3434abe,codec_mixed_blind_v5,locked_eval,58,cmbv5_0011__opus_nb_8k,v47c_000_0000058_9bdce5fa142ec3434abe.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0011__opus_nb_8k.flac,17ce35f0a12ca352d200cd5291a73891beeaea5e93b5cdc8cd5c4c6593093e5c
v47c_000_0000059_90c467db5ab72b1cdd21,codec_mixed_blind_v5,locked_eval,59,cmbv5_0011__transcode_g711_opus,v47c_000_0000059_90c467db5ab72b1cdd21.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0011__transcode_g711_opus.flac,80a75f6462874835a6ccb14e716885bb6080e0d610dcc07d7a968b70c50de5cb
v47c_000_0000060_dad6d7d0dbf2cf740e2e,codec_mixed_blind_v5,locked_eval,60,cmbv5_0012__clean,v47c_000_0000060_dad6d7d0dbf2cf740e2e.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0012__clean.flac,b7358272958b5b9c69f7e2135905309673fd5c364811a94dccca6d7e31864bbb
v47c_000_0000061_f38b198b6fe57687bd09,codec_mixed_blind_v5,locked_eval,61,cmbv5_0012__g711_ulaw,v47c_000_0000061_f38b198b6fe57687bd09.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0012__g711_ulaw.flac,10e57aec2be256884b051a3d9bf56659109230f84b534dd87401d80d0933c260
v47c_000_0000062_45b654f9b6ebf4e4aa52,codec_mixed_blind_v5,locked_eval,62,cmbv5_0012__g722_wb,v47c_000_0000062_45b654f9b6ebf4e4aa52.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0012__g722_wb.flac,d610a702e0a8963e0ee9ac19fccf6edb12a18973c9cf62e1370321b30d066889
v47c_000_0000063_1f468899228bfb6a3db5,codec_mixed_blind_v5,locked_eval,63,cmbv5_0012__opus_nb_8k,v47c_000_0000063_1f468899228bfb6a3db5.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0012__opus_nb_8k.flac,53d27fa2d70fd9aa3b8fc0e791a41232c9b6367921082de5c6c011f6b3e1226a
v47c_000_0000064_5946a3b0b913f7f919de,codec_mixed_blind_v5,locked_eval,64,cmbv5_0012__transcode_g711_opus,v47c_000_0000064_5946a3b0b913f7f919de.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0012__transcode_g711_opus.flac,add9348d340d66248ff64d6908527db8a4c345a784e83a61d86331612630e84d
v47c_000_0000065_680946b95c8532848739,codec_mixed_blind_v5,locked_eval,65,cmbv5_0013__clean,v47c_000_0000065_680946b95c8532848739.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0013__clean.flac,c55c827fa9dc81aeac132e14199fb3c70c62011d1d91c38900220f7a7c813b45
v47c_000_0000066_4e1433a7c4834d917907,codec_mixed_blind_v5,locked_eval,66,cmbv5_0013__g711_ulaw,v47c_000_0000066_4e1433a7c4834d917907.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0013__g711_ulaw.flac,31a88ef9b64b8f70390112a02ce9201f84b77e22c3d6f0227ba18e5cd5867b65
v47c_000_0000067_f677c4a3ad00da3817d7,codec_mixed_blind_v5,locked_eval,67,cmbv5_0013__g722_wb,v47c_000_0000067_f677c4a3ad00da3817d7.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0013__g722_wb.flac,87d191b0fa4fe68408e729b2fe9e562e4d475e0a66fc5eac56bd78c416cf9384
v47c_000_0000068_690c56de5ce84ee6a16a,codec_mixed_blind_v5,locked_eval,68,cmbv5_0013__opus_nb_8k,v47c_000_0000068_690c56de5ce84ee6a16a.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0013__opus_nb_8k.flac,f7bd415f867bb182d204649b7740eac87c5bce9143003f8f3ef3d1dfc421e430
v47c_000_0000069_1da2a5f65edb50521d7d,codec_mixed_blind_v5,locked_eval,69,cmbv5_0013__transcode_g711_opus,v47c_000_0000069_1da2a5f65edb50521d7d.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0013__transcode_g711_opus.flac,f39a6162947d9b8a071a03a6944cd0d0be89ebf4cc537116bcc7a6d19b9f3741
