MODEL,GROUP,VALUE,N,AUC,EER,THRESHOLD,TPR,FPR
robust_frame_band,VARIANT,g711_alaw,776,,,5.932097911834717,0.18814432989690721,
robust_frame_band,VARIANT,g711_clipped,776,,,5.932097911834717,0.04381443298969072,
robust_frame_band,VARIANT,g711_postnoise_20,776,,,5.932097911834717,0.0,
robust_frame_band,VARIANT,g722_wb,776,,,5.932097911834717,,0.0
robust_frame_band,VARIANT,g726_24k,776,,,5.932097911834717,0.010309278350515464,
robust_frame_band,VARIANT,lowpass_6k,776,,,5.932097911834717,,0.002577319587628866
robust_frame_band,VARIANT,mp3_64k,776,,,5.932097911834717,,0.001288659793814433
robust_frame_band,VARIANT,mulaw_numpy,776,,,5.932097911834717,0.06829896907216494,
robust_frame_band,VARIANT,ogg_48k,776,,,5.932097911834717,,0.001288659793814433
robust_frame_band,VARIANT,opus_audio_48k,776,,,5.932097911834717,,0.001288659793814433
robust_frame_band,VARIANT,opus_nb_12k,776,,,5.932097911834717,0.015463917525773196,
robust_frame_band,VARIANT,opus_nb_postnoise_20,776,,,5.932097911834717,0.0,
robust_frame_band,VARIANT,opus_wb_12k,776,,,5.932097911834717,,0.0
robust_frame_band,VARIANT,opus_wb_16k,776,,,5.932097911834717,,0.0
robust_frame_band,VARIANT,packetloss_g711,776,,,5.932097911834717,0.13402061855670103,
robust_frame_band,VARIANT,packetloss_g722,776,,,5.932097911834717,,0.0
robust_frame_band,VARIANT,packetloss_opus_nb,776,,,5.932097911834717,0.010309278350515464,
robust_frame_band,VARIANT,packetloss_opus_nb_heavy,776,,,5.932097911834717,0.006443298969072165,
robust_frame_band,VARIANT,pstn_bandpass,776,,,5.932097911834717,0.1018041237113402,
robust_frame_band,VARIANT,transcode_g711_opus,776,,,5.932097911834717,0.014175257731958763,
robust_frame_band,DATASET,asvspoof_voice_wav_dev_v1,4224,0.7761223743112947,0.24195075757575757,5.932097911834717,0.045454545454545456,0.0
robust_frame_band,DATASET,external_mixed_v1,4800,0.8295149305555556,0.19499999999999998,5.932097911834717,0.06666666666666667,0.0033333333333333335
robust_frame_band,DATASET,source_disjoint_mixed_v1,4800,0.8501204861111111,0.17125,5.932097911834717,0.035,0.0
robust_frame_band,DATASET,source_disjoint_music_v1,4800,0.8729225694444444,0.1775,5.932097911834717,0.05,0.0004166666666666667
robust_frame_band,AUDIO_TYPE,mixed,9600,0.8401545138888888,0.18270833333333336,5.932097911834717,0.050833333333333335,0.0016666666666666668
robust_frame_band,AUDIO_TYPE,music,4800,0.8729225694444444,0.1775,5.932097911834717,0.05,0.0004166666666666667
robust_frame_band,AUDIO_TYPE,voice,4224,0.7761223743112947,0.24195075757575757,5.932097911834717,0.045454545454545456,0.0
logistic_c0.01,ALL,ALL,18624,0.9998015415020785,0.0031142611683848743,0.6924798488616943,0.9830326460481099,0.0009664948453608248
logistic_c0.01,VARIANT,aac_48k,776,,,0.6924798488616943,,0.001288659793814433
logistic_c0.01,VARIANT,clean,2328,,,0.6924798488616943,,0.001288659793814433
logistic_c0.01,VARIANT,g711_alaw,776,,,0.6924798488616943,0.9961340206185567,
logistic_c0.01,VARIANT,g711_clipped,776,,,0.6924798488616943,0.875,
logistic_c0.01,VARIANT,g711_postnoise_20,776,,,0.6924798488616943,0.9587628865979382,
logistic_c0.01,VARIANT,g722_wb,776,,,0.6924798488616943,,0.002577319587628866
logistic_c0.01,VARIANT,g726_24k,776,,,0.6924798488616943,0.9987113402061856,
logistic_c0.01,VARIANT,lowpass_6k,776,,,0.6924798488616943,,0.0
logistic_c0.01,VARIANT,mp3_64k,776,,,0.6924798488616943,,0.0
logistic_c0.01,VARIANT,mulaw_numpy,776,,,0.6924798488616943,0.9987113402061856,
logistic_c0.01,VARIANT,ogg_48k,776,,,0.6924798488616943,,0.0
logistic_c0.01,VARIANT,opus_audio_48k,776,,,0.6924798488616943,,0.0
logistic_c0.01,VARIANT,opus_nb_12k,776,,,0.6924798488616943,1.0,
logistic_c0.01,VARIANT,opus_nb_postnoise_20,776,,,0.6924798488616943,0.9768041237113402,
logistic_c0.01,VARIANT,opus_wb_12k,776,,,0.6924798488616943,,0.0
logistic_c0.01,VARIANT,opus_wb_16k,776,,,0.6924798488616943,,0.001288659793814433
logistic_c0.01,VARIANT,packetloss_g711,776,,,0.6924798488616943,0.9922680412371134,
logistic_c0.01,VARIANT,packetloss_g722,776,,,0.6924798488616943,,0.002577319587628866
logistic_c0.01,VARIANT,packetloss_opus_nb,776,,,0.6924798488616943,1.0,
logistic_c0.01,VARIANT,packetloss_opus_nb_heavy,776,,,0.6924798488616943,1.0,
logistic_c0.01,VARIANT,pstn_bandpass,776,,,0.6924798488616943,1.0,
logistic_c0.01,VARIANT,transcode_g711_opus,776,,,0.6924798488616943,1.0,
logistic_c0.01,DATASET,asvspoof_voice_wav_dev_v1,4224,0.9999881180412076,0.0009469696969697104,0.6924798488616943,0.9857954545454546,0.0
logistic_c0.01,DATASET,external_mixed_v1,4800,0.9995124999999999,0.004166666666666659,0.6924798488616943,0.9883333333333333,0.002916666666666667
logistic_c0.01,DATASET,source_disjoint_mixed_v1,4800,0.9999913194444444,0.0012499999999999868,0.6924798488616943,0.9870833333333333,0.0
logistic_c0.01,DATASET,source_disjoint_music_v1,4800,0.9998163194444445,0.004791666666666669,0.6924798488616943,0.97125,0.0008333333333333334
logistic_c0.01,AUDIO_TYPE,mixed,9600,0.9997269097222222,0.0024999999999999736,0.6924798488616943,0.9877083333333333,0.0014583333333333334
logistic_c0.01,AUDIO_TYPE,music,4800,0.9998163194444445,0.004791666666666669,0.6924798488616943,0.97125,0.0008333333333333334
logistic_c0.01,AUDIO_TYPE,voice,4224,0.9999881180412076,0.0009469696969697104,0.6924798488616943,0.9857954545454546,0.0
logistic_c0.1,ALL,ALL,18624,0.999697820441569,0.0046176975945017105,0.6044672727584839,0.9805627147766323,0.0009664948453608248
logistic_c0.1,VARIANT,aac_48k,776,,,0.6044672727584839,,0.001288659793814433
logistic_c0.1,VARIANT,clean,2328,,,0.6044672727584839,,0.001288659793814433
logistic_c0.1,VARIANT,g711_alaw,776,,,0.6044672727584839,0.9935567010309279,
logistic_c0.1,VARIANT,g711_clipped,776,,,0.6044672727584839,0.8041237113402062,
logistic_c0.1,VARIANT,g711_postnoise_20,776,,,0.6044672727584839,0.9871134020618557,
logistic_c0.1,VARIANT,g722_wb,776,,,0.6044672727584839,,0.002577319587628866
logistic_c0.1,VARIANT,g726_24k,776,,,0.6044672727584839,1.0,
logistic_c0.1,VARIANT,lowpass_6k,776,,,0.6044672727584839,,0.0
logistic_c0.1,VARIANT,mp3_64k,776,,,0.6044672727584839,,0.0
logistic_c0.1,VARIANT,mulaw_numpy,776,,,0.6044672727584839,0.9987113402061856,
logistic_c0.1,VARIANT,ogg_48k,776,,,0.6044672727584839,,0.0
logistic_c0.1,VARIANT,opus_audio_48k,776,,,0.6044672727584839,,0.0
logistic_c0.1,VARIANT,opus_nb_12k,776,,,0.6044672727584839,1.0,
logistic_c0.1,VARIANT,opus_nb_postnoise_20,776,,,0.6044672727584839,0.9922680412371134,
logistic_c0.1,VARIANT,opus_wb_12k,776,,,0.6044672727584839,,0.0
logistic_c0.1,VARIANT,opus_wb_16k,776,,,0.6044672727584839,,0.001288659793814433
logistic_c0.1,VARIANT,packetloss_g711,776,,,0.6044672727584839,0.990979381443299,
logistic_c0.1,VARIANT,packetloss_g722,776,,,0.6044672727584839,,0.002577319587628866
logistic_c0.1,VARIANT,packetloss_opus_nb,776,,,0.6044672727584839,1.0,
logistic_c0.1,VARIANT,packetloss_opus_nb_heavy,776,,,0.6044672727584839,1.0,
logistic_c0.1,VARIANT,pstn_bandpass,776,,,0.6044672727584839,1.0,
logistic_c0.1,VARIANT,transcode_g711_opus,776,,,0.6044672727584839,1.0,
logistic_c0.1,DATASET,asvspoof_voice_wav_dev_v1,4224,0.9999632331841138,0.0033143939393939312,0.6044672727584839,0.9801136363636364,0.0
logistic_c0.1,DATASET,external_mixed_v1,4800,0.9992164930555555,0.005000000000000003,0.6044672727584839,0.9808333333333333,0.002916666666666667
logistic_c0.1,DATASET,source_disjoint_mixed_v1,4800,0.9999737847222222,0.0033333333333333166,0.6044672727584839,0.98375,0.0
logistic_c0.1,DATASET,source_disjoint_music_v1,4800,0.9998590277777778,0.0045833333333333585,0.6044672727584839,0.9775,0.0008333333333333334
logistic_c0.1,AUDIO_TYPE,mixed,9600,0.9995488715277777,0.004166666666666659,0.6044672727584839,0.9822916666666667,0.0014583333333333334
logistic_c0.1,AUDIO_TYPE,music,4800,0.9998590277777778,0.0045833333333333585,0.6044672727584839,0.9775,0.0008333333333333334
logistic_c0.1,AUDIO_TYPE,voice,4224,0.9999632331841138,0.0033143939393939312,0.6044672727584839,0.9801136363636364,0.0
extra_depth8_leaf5,ALL,ALL,18624,0.9966165876384608,0.030713058419243988,0.4967060890304536,0.8290378006872853,0.0009664948453608248
extra_depth8_leaf5,VARIANT,aac_48k,776,,,0.4967060890304536,,0.0
extra_depth8_leaf5,VARIANT,clean,2328,,,0.4967060890304536,,0.0
extra_depth8_leaf5,VARIANT,g711_alaw,776,,,0.4967060890304536,1.0,
extra_depth8_leaf5,VARIANT,g711_clipped,776,,,0.4967060890304536,0.9510309278350515,
extra_depth8_leaf5,VARIANT,g711_postnoise_20,776,,,0.4967060890304536,0.0,
extra_depth8_leaf5,VARIANT,g722_wb,776,,,0.4967060890304536,,0.005154639175257732
extra_depth8_leaf5,VARIANT,g726_24k,776,,,0.4967060890304536,0.9987113402061856,
extra_depth8_leaf5,VARIANT,lowpass_6k,776,,,0.4967060890304536,,0.0
extra_depth8_leaf5,VARIANT,mp3_64k,776,,,0.4967060890304536,,0.0
extra_depth8_leaf5,VARIANT,mulaw_numpy,776,,,0.4967060890304536,1.0,
extra_depth8_leaf5,VARIANT,ogg_48k,776,,,0.4967060890304536,,0.0
extra_depth8_leaf5,VARIANT,opus_audio_48k,776,,,0.4967060890304536,,0.0
extra_depth8_leaf5,VARIANT,opus_nb_12k,776,,,0.4967060890304536,1.0,
extra_depth8_leaf5,VARIANT,opus_nb_postnoise_20,776,,,0.4967060890304536,0.0,
extra_depth8_leaf5,VARIANT,opus_wb_12k,776,,,0.4967060890304536,,0.0
extra_depth8_leaf5,VARIANT,opus_wb_16k,776,,,0.4967060890304536,,0.0
extra_depth8_leaf5,VARIANT,packetloss_g711,776,,,0.4967060890304536,0.9987113402061856,
extra_depth8_leaf5,VARIANT,packetloss_g722,776,,,0.4967060890304536,,0.006443298969072165
extra_depth8_leaf5,VARIANT,packetloss_opus_nb,776,,,0.4967060890304536,1.0,
extra_depth8_leaf5,VARIANT,packetloss_opus_nb_heavy,776,,,0.4967060890304536,1.0,
extra_depth8_leaf5,VARIANT,pstn_bandpass,776,,,0.4967060890304536,1.0,
extra_depth8_leaf5,VARIANT,transcode_g711_opus,776,,,0.4967060890304536,1.0,
extra_depth8_leaf5,DATASET,asvspoof_voice_wav_dev_v1,4224,0.9946221806129476,0.042613636363636354,0.4967060890304536,0.8290719696969697,0.0
extra_depth8_leaf5,DATASET,external_mixed_v1,4800,0.998903298611111,0.01375000000000002,0.4967060890304536,0.8295833333333333,0.0008333333333333334
extra_depth8_leaf5,DATASET,source_disjoint_mixed_v1,4800,0.9981637152777778,0.021249999999999998,0.4967060890304536,0.83125,0.0008333333333333334
extra_depth8_leaf5,DATASET,source_disjoint_music_v1,4800,0.9946281250000001,0.04270833333333332,0.4967060890304536,0.82625,0.0020833333333333333
extra_depth8_leaf5,AUDIO_TYPE,mixed,9600,0.9985393229166666,0.01749999999999998,0.4967060890304536,0.8304166666666667,0.0008333333333333334
extra_depth8_leaf5,AUDIO_TYPE,music,4800,0.9946281250000001,0.04270833333333332,0.4967060890304536,0.82625,0.0020833333333333333
extra_depth8_leaf5,AUDIO_TYPE,voice,4224,0.9946221806129476,0.042613636363636354,0.4967060890304536,0.8290719696969697,0.0
extra_depth12_leaf3,ALL,ALL,18624,0.9969924582772405,0.02878006872852234,0.47697740273850214,0.8290378006872853,0.0007517182130584193
extra_depth12_leaf3,VARIANT,aac_48k,776,,,0.47697740273850214,,0.0
extra_depth12_leaf3,VARIANT,clean,2328,,,0.47697740273850214,,0.0
extra_depth12_leaf3,VARIANT,g711_alaw,776,,,0.47697740273850214,1.0,
extra_depth12_leaf3,VARIANT,g711_clipped,776,,,0.47697740273850214,0.9458762886597938,
extra_depth12_leaf3,VARIANT,g711_postnoise_20,776,,,0.47697740273850214,0.005154639175257732,
extra_depth12_leaf3,VARIANT,g722_wb,776,,,0.47697740273850214,,0.002577319587628866
extra_depth12_leaf3,VARIANT,g726_24k,776,,,0.47697740273850214,0.9987113402061856,
extra_depth12_leaf3,VARIANT,lowpass_6k,776,,,0.47697740273850214,,0.0
extra_depth12_leaf3,VARIANT,mp3_64k,776,,,0.47697740273850214,,0.0
extra_depth12_leaf3,VARIANT,mulaw_numpy,776,,,0.47697740273850214,1.0,
extra_depth12_leaf3,VARIANT,ogg_48k,776,,,0.47697740273850214,,0.001288659793814433
extra_depth12_leaf3,VARIANT,opus_audio_48k,776,,,0.47697740273850214,,0.0
extra_depth12_leaf3,VARIANT,opus_nb_12k,776,,,0.47697740273850214,1.0,
extra_depth12_leaf3,VARIANT,opus_nb_postnoise_20,776,,,0.47697740273850214,0.0,
extra_depth12_leaf3,VARIANT,opus_wb_12k,776,,,0.47697740273850214,,0.0
extra_depth12_leaf3,VARIANT,opus_wb_16k,776,,,0.47697740273850214,,0.0
extra_depth12_leaf3,VARIANT,packetloss_g711,776,,,0.47697740273850214,0.9987113402061856,
extra_depth12_leaf3,VARIANT,packetloss_g722,776,,,0.47697740273850214,,0.005154639175257732
extra_depth12_leaf3,VARIANT,packetloss_opus_nb,776,,,0.47697740273850214,1.0,
extra_depth12_leaf3,VARIANT,packetloss_opus_nb_heavy,776,,,0.47697740273850214,1.0,
extra_depth12_leaf3,VARIANT,pstn_bandpass,776,,,0.47697740273850214,1.0,
extra_depth12_leaf3,VARIANT,transcode_g711_opus,776,,,0.47697740273850214,1.0,
extra_depth12_leaf3,DATASET,asvspoof_voice_wav_dev_v1,4224,0.9955341769972451,0.04071969696969699,0.47697740273850214,0.828125,0.0
extra_depth12_leaf3,DATASET,external_mixed_v1,4800,0.9992178819444445,0.010416666666666647,0.47697740273850214,0.83,0.0004166666666666667
extra_depth12_leaf3,DATASET,source_disjoint_mixed_v1,4800,0.9979732638888889,0.02166666666666664,0.47697740273850214,0.8316666666666667,0.00125
extra_depth12_leaf3,DATASET,source_disjoint_music_v1,4800,0.9950137152777776,0.04000000000000002,0.47697740273850214,0.82625,0.00125
extra_depth12_leaf3,AUDIO_TYPE,mixed,9600,0.9986070746527778,0.016458333333333342,0.47697740273850214,0.8308333333333333,0.0008333333333333334
extra_depth12_leaf3,AUDIO_TYPE,music,4800,0.9950137152777776,0.04000000000000002,0.47697740273850214,0.82625,0.00125
extra_depth12_leaf3,AUDIO_TYPE,voice,4224,0.9955341769972451,0.04071969696969699,0.47697740273850214,0.828125,0.0
hist_leaf15_l2,ALL,ALL,18624,0.9993650227582043,0.010362972508591046,0.87955109899112,0.8645833333333334,0.0009664948453608248
hist_leaf15_l2,VARIANT,aac_48k,776,,,0.87955109899112,,0.001288659793814433
hist_leaf15_l2,VARIANT,clean,2328,,,0.87955109899112,,0.0
hist_leaf15_l2,VARIANT,g711_alaw,776,,,0.87955109899112,1.0,
hist_leaf15_l2,VARIANT,g711_clipped,776,,,0.87955109899112,0.8054123711340206,
hist_leaf15_l2,VARIANT,g711_postnoise_20,776,,,0.87955109899112,0.27190721649484534,
hist_leaf15_l2,VARIANT,g722_wb,776,,,0.87955109899112,,0.003865979381443299
hist_leaf15_l2,VARIANT,g726_24k,776,,,0.87955109899112,1.0,
hist_leaf15_l2,VARIANT,lowpass_6k,776,,,0.87955109899112,,0.0
hist_leaf15_l2,VARIANT,mp3_64k,776,,,0.87955109899112,,0.0
hist_leaf15_l2,VARIANT,mulaw_numpy,776,,,0.87955109899112,1.0,
hist_leaf15_l2,VARIANT,ogg_48k,776,,,0.87955109899112,,0.0
hist_leaf15_l2,VARIANT,opus_audio_48k,776,,,0.87955109899112,,0.0
hist_leaf15_l2,VARIANT,opus_nb_12k,776,,,0.87955109899112,1.0,
hist_leaf15_l2,VARIANT,opus_nb_postnoise_20,776,,,0.87955109899112,0.297680412371134,
hist_leaf15_l2,VARIANT,opus_wb_12k,776,,,0.87955109899112,,0.001288659793814433
hist_leaf15_l2,VARIANT,opus_wb_16k,776,,,0.87955109899112,,0.001288659793814433
hist_leaf15_l2,VARIANT,packetloss_g711,776,,,0.87955109899112,1.0,
hist_leaf15_l2,VARIANT,packetloss_g722,776,,,0.87955109899112,,0.003865979381443299
hist_leaf15_l2,VARIANT,packetloss_opus_nb,776,,,0.87955109899112,1.0,
hist_leaf15_l2,VARIANT,packetloss_opus_nb_heavy,776,,,0.87955109899112,1.0,
hist_leaf15_l2,VARIANT,pstn_bandpass,776,,,0.87955109899112,1.0,
hist_leaf15_l2,VARIANT,transcode_g711_opus,776,,,0.87955109899112,1.0,
hist_leaf15_l2,DATASET,asvspoof_voice_wav_dev_v1,4224,0.9994269757231405,0.009943181818181792,0.87955109899112,0.8205492424242424,0.0
hist_leaf15_l2,DATASET,external_mixed_v1,4800,0.9996781250000001,0.0033333333333333166,0.87955109899112,0.8716666666666667,0.0008333333333333334
hist_leaf15_l2,DATASET,source_disjoint_mixed_v1,4800,0.9995520833333333,0.0074999999999999754,0.87955109899112,0.8654166666666666,0.00125
hist_leaf15_l2,DATASET,source_disjoint_music_v1,4800,0.9987640625,0.018750000000000024,0.87955109899112,0.8954166666666666,0.0016666666666666668
hist_leaf15_l2,AUDIO_TYPE,mixed,9600,0.9996111545138888,0.0064583333333333385,0.87955109899112,0.8685416666666667,0.0010416666666666667
hist_leaf15_l2,AUDIO_TYPE,music,4800,0.9987640625,0.018750000000000024,0.87955109899112,0.8954166666666666,0.0016666666666666668
hist_leaf15_l2,AUDIO_TYPE,voice,4224,0.9994269757231405,0.009943181818181792,0.87955109899112,0.8205492424242424,0.0
hist_leaf31_l2,ALL,ALL,18624,0.9994206658666053,0.009020618556701014,0.8714690167890896,0.8631872852233677,0.0009664948453608248
hist_leaf31_l2,VARIANT,aac_48k,776,,,0.8714690167890896,,0.001288659793814433
hist_leaf31_l2,VARIANT,clean,2328,,,0.8714690167890896,,0.0
hist_leaf31_l2,VARIANT,g711_alaw,776,,,0.8714690167890896,1.0,
hist_leaf31_l2,VARIANT,g711_clipped,776,,,0.8714690167890896,0.8182989690721649,
hist_leaf31_l2,VARIANT,g711_postnoise_20,776,,,0.8714690167890896,0.25644329896907214,
hist_leaf31_l2,VARIANT,g722_wb,776,,,0.8714690167890896,,0.003865979381443299
hist_leaf31_l2,VARIANT,g726_24k,776,,,0.8714690167890896,1.0,
hist_leaf31_l2,VARIANT,lowpass_6k,776,,,0.8714690167890896,,0.0
hist_leaf31_l2,VARIANT,mp3_64k,776,,,0.8714690167890896,,0.0
hist_leaf31_l2,VARIANT,mulaw_numpy,776,,,0.8714690167890896,1.0,
hist_leaf31_l2,VARIANT,ogg_48k,776,,,0.8714690167890896,,0.0
hist_leaf31_l2,VARIANT,opus_audio_48k,776,,,0.8714690167890896,,0.0
hist_leaf31_l2,VARIANT,opus_nb_12k,776,,,0.8714690167890896,1.0,
hist_leaf31_l2,VARIANT,opus_nb_postnoise_20,776,,,0.8714690167890896,0.28350515463917525,
hist_leaf31_l2,VARIANT,opus_wb_12k,776,,,0.8714690167890896,,0.001288659793814433
hist_leaf31_l2,VARIANT,opus_wb_16k,776,,,0.8714690167890896,,0.001288659793814433
hist_leaf31_l2,VARIANT,packetloss_g711,776,,,0.8714690167890896,1.0,
hist_leaf31_l2,VARIANT,packetloss_g722,776,,,0.8714690167890896,,0.003865979381443299
hist_leaf31_l2,VARIANT,packetloss_opus_nb,776,,,0.8714690167890896,1.0,
hist_leaf31_l2,VARIANT,packetloss_opus_nb_heavy,776,,,0.8714690167890896,1.0,
hist_leaf31_l2,VARIANT,pstn_bandpass,776,,,0.8714690167890896,1.0,
hist_leaf31_l2,VARIANT,transcode_g711_opus,776,,,0.8714690167890896,1.0,
hist_leaf31_l2,DATASET,asvspoof_voice_wav_dev_v1,4224,0.9993446987632002,0.009943181818181792,0.8714690167890896,0.8139204545454546,0.0
hist_leaf31_l2,DATASET,external_mixed_v1,4800,0.9997439236111111,0.0029166666666666724,0.8714690167890896,0.8733333333333333,0.0008333333333333334
hist_leaf31_l2,DATASET,source_disjoint_mixed_v1,4800,0.9996039930555557,0.006249999999999989,0.8714690167890896,0.8595833333333334,0.00125
hist_leaf31_l2,DATASET,source_disjoint_music_v1,4800,0.9988880208333334,0.015000000000000006,0.8714690167890896,0.9,0.0016666666666666668
hist_leaf31_l2,AUDIO_TYPE,mixed,9600,0.999673654513889,0.005312500000000019,0.8714690167890896,0.8664583333333333,0.0010416666666666667
hist_leaf31_l2,AUDIO_TYPE,music,4800,0.9988880208333334,0.015000000000000006,0.8714690167890896,0.9,0.0016666666666666668
hist_leaf31_l2,AUDIO_TYPE,voice,4224,0.9993446987632002,0.009943181818181792,0.8714690167890896,0.8139204545454546,0.0
