KIND,LABEL,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_CONTENT_ID,VOICE_REFERENCE_ID,VOICE_REFERENCE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,VOICE_PARQUET_SHARD,REPLAY_PLAYER,REPLAY_RECORDER,REPLAY_DISTANCE,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_PLATFORM,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SONICS_ORIGINAL_ARCHIVE_MEMBER
voice,0,echofake:EF_D_00122,546faca6bbdebf85e2eb04ff654a66bea98cad8be547d39fdeb7eab7e0dbabe5269829ee14a92525529df7791d45eb473a6b5a0b801ae40db82f144785052ff5,common_voice_en_22470968.mp3,,,bonafide,EF_D_00122,echofake_voice/EF_D_00122.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00123,6e7efa03d294fbdb90648020a50cba4c99f5b14b03fd0868236e96ab2221b7065e304e17013bcbf5e7512761f695a0fb6d4d26ad9851cd69a455504f371ff118,common_voice_en_19762994.mp3,,,bonafide,EF_D_00123,echofake_voice/EF_D_00123.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00131,1f35d47caa21dca82c1cf396d25867f1b03a830d69b08b84f12a208a027bef7a3933a18c0c4d4d18e7a4ab153078d641bc4be42f64dc9067887a97983181adaf,common_voice_en_22728884.mp3,,,bonafide,EF_D_00131,echofake_voice/EF_D_00131.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00132,c4cf1d85449fd606304881110e6c6fb17a47c3f6bdf9b6c440deceacb58f9ac1224bb243a0be3f7817d71e12b704f0b93b0b83e446edfa0a2d16e9ca0e457d9c,common_voice_en_26951928.mp3,,,bonafide,EF_D_00132,echofake_voice/EF_D_00132.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00136,195429c9d8e4199347fb15d9ed628017e2f05de3f29ead056b1535875d770dd80dbf46f55c8b596d82576dddd8e43497362c1b3a1457fc3db6a8d58d139e2e58,common_voice_en_37126172.mp3,,,bonafide,EF_D_00136,echofake_voice/EF_D_00136.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00138,7ab05a9ca20c4639274b0a33ebe4755cd106d1ebce85e25f18d1dddaf53820725ddd225f8b1fdd1da78639ae9d23a41c65811265083c98e9554eaeadc19a2289,common_voice_en_25114422.mp3,,,bonafide,EF_D_00138,echofake_voice/EF_D_00138.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00140,9e16d0da7e3c5b1e83c88a1b625c92ad78051354ca06c069d5b89fcd5c5bc02ec28956f55be0ff63200cb8b440d8671933d090d06bcf70197edf96dc0890c8d5,common_voice_en_33503958.mp3,,,bonafide,EF_D_00140,echofake_voice/EF_D_00140.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00142,ac5bcf4eb7455bf947082f8b03177941a01461c7257ca45803f594af53847e2b8d43082fcbc07760b0b971728a0e5e0bfcfe2bb104270d555fc8bcc5090f26a3,common_voice_en_21368447.mp3,,,bonafide,EF_D_00142,echofake_voice/EF_D_00142.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00146,8c6a299e485c64a928126afe89aadaba8bf4dff9f27a43eec023e0dc7c8f2227aafcae34195fa1b418e70d102fd235642ff60717ce2fde14e4b371fc5247db78,common_voice_en_19956435.mp3,,,bonafide,EF_D_00146,echofake_voice/EF_D_00146.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00148,0556918792c0a32f83c9d55abc07c607aa28d5e811ac231b6d57c67aab4dc15f6352290903cc79962a3b210b6538b5c13231ab4e94722205da80e4ed57558be0,common_voice_en_18893942.mp3,,,bonafide,EF_D_00148,echofake_voice/EF_D_00148.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00150,8c9fc392ca12a49b5fb25a021453463123e07901c98896cc850dbf75fcfcf763f41d04965c6d78dc394fb4297b78d2125f533ec7588d644ff2b1b949e73129a7,common_voice_en_23906065.mp3,,,bonafide,EF_D_00150,echofake_voice/EF_D_00150.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00155,54043635036ff3d70521c83308dab88db987fe52750d504d7041b9631959e8eb61dab7adec589cbb8583bba1ce36897193c9b0b2d153a7fc44a2d70ca04f6427,common_voice_en_23733740.mp3,,,bonafide,EF_D_00155,echofake_voice/EF_D_00155.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00157,6eb838945c5ea69ff26166aad7809b09355f7fae3aadec4757040bbc6db086f726a476e03cfc3f8fb10673d8be554913f76eb6f91c08fe69145d4e0fb6015c8d,common_voice_en_38039535.mp3,,,bonafide,EF_D_00157,echofake_voice/EF_D_00157.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00170,d2d5620d2d6806f61fb9f5c5ee91508f16153afbdbc41324314dd39e9fbaf4efd38d4e62fcea1d4f1b2388aa3ca47f770f382d0ae6b7e0547cd1a627e2e0caf2,common_voice_en_25253647.mp3,,,bonafide,EF_D_00170,echofake_voice/EF_D_00170.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00174,d6429f6ec591b9b0a1f922a691ef9aa7acbda7865a3a1cd750a510da5db4bbb66864a510af4cf5409141a26ed577cd6e84549fdb2065bf679b62f0be9364c188,common_voice_en_26982152.mp3,,,bonafide,EF_D_00174,echofake_voice/EF_D_00174.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00177,a88bf7598a06fc353a67164cb7348796c97705794c030e55395dfca2ed12c42696f5106f7bcd24f93e0894b05a08e768252e036224b323f37f74c7dfe560d562,common_voice_en_20653883.mp3,,,bonafide,EF_D_00177,echofake_voice/EF_D_00177.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00184,d83e47b5b49dbd7f8e197a7a83d8a0502c1332c7bfc558956e1691fb61c8679456cb5b96be20154791093abed59a7e9fde99a86ef34d93f78166299413008369,common_voice_en_19651400.mp3,,,bonafide,EF_D_00184,echofake_voice/EF_D_00184.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00185,4c946f553c704abd727b3818b1d22dba011a368043575278b58ae219f71cb8914e6cac82abe55d7da17f49bea4cceb3b96c17355a6f5b078c19a947defb9061c,common_voice_en_32111331.mp3,,,bonafide,EF_D_00185,echofake_voice/EF_D_00185.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00188,fff7316c85bbc42cb58212b817f6ff8f5904f22f8eb56e53d2de139bf517ee5b84726e8d579fb81fa88cb973a4048ca819dcce8be835a26d8f8d8a78ac692ef9,common_voice_en_28528965.mp3,,,bonafide,EF_D_00188,echofake_voice/EF_D_00188.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00194,a36fd61e47173f85c5f5f0abb896965836763b4869a56c74e10b46fa49b50396bd3551518fdf6389cf72ff1c50c71d529d1fd0483248474a04d94bdeaab0c7e9,common_voice_en_28002165.mp3,,,bonafide,EF_D_00194,echofake_voice/EF_D_00194.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00197,8cbea52aa26bdf09b7e3df2221e07657d07d85edad0ca02aae3d1aa4d4754e9f6c48cb67e67228dfb2a86e37ef7fe93fbe4511d41e06c01cc34c9d0c5de6491b,common_voice_en_501129.mp3,,,bonafide,EF_D_00197,echofake_voice/EF_D_00197.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00203,15db9b8878357b2f2331978646245b29f5f25d605637cd7b24b765f0abbf4e0039f7426aa3b721587555b5b79c3558e48f2d0f3957ea9db47427e76cbaa4aec6,common_voice_en_18406976.mp3,,,bonafide,EF_D_00203,echofake_voice/EF_D_00203.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00205,de5d38c039739e8fb7a5a3166d2672680bf4ee8ef09747b4006860be549be69201f8bec328989d248b9b5aed8791383b928b150e8097a0b177c971b1611870ac,common_voice_en_22923306.mp3,,,bonafide,EF_D_00205,echofake_voice/EF_D_00205.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00209,b8ecb313f08e175487fc03dbf64312c1f2d0e9df78de3d2c5f3ccf0a29d54c9c23a7d4a07540295136fb585555c748c979f75ad88d4cbeb8ceff7ab79809fb07,common_voice_en_26961761.mp3,,,bonafide,EF_D_00209,echofake_voice/EF_D_00209.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00215,e23af582d58cfcd161b874e3cea522109dd7cf786800c0332c653033f3184879f7ebefdcbd47a1da932fb098739715e0fd5e6c3a88264fdd8e95d472d5c77b83,common_voice_en_19840227.mp3,,,bonafide,EF_D_00215,echofake_voice/EF_D_00215.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00220,8d3bfd265904dd62bf55e791328393cba18f1b18ce2e3137fb3ba9f9390088a96e157dd1f843683c1230e848fecfd8a08f8540e491a412c3d750f44088c71794,common_voice_en_24123419.mp3,,,bonafide,EF_D_00220,echofake_voice/EF_D_00220.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00222,c42c68d649a9c7067cf5d17ba17fe2c1382f7fb2f56b14d2dddf546513bf38b590280e6838d7bfb03add18017c6798258743c1a3d6404d7224e868743cce965f,common_voice_en_19754217.mp3,,,bonafide,EF_D_00222,echofake_voice/EF_D_00222.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00224,040e8852b823f1491c45477e6597610622be8cf15613dff83171e356353f08018599401693b13cf74db3c92ab2e2939c3a962dde3f1904307b2736a6bea87b71,common_voice_en_20821496.mp3,,,bonafide,EF_D_00224,echofake_voice/EF_D_00224.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00225,2d255aafe60a269e3879417df71ea839d723405e315f8da127a56ab02ca3a5d380a87f0685bfab58e11a2b03dba3430e2d31cf216b1ae1aa2a8038fd976c6152,common_voice_en_32703660.mp3,,,bonafide,EF_D_00225,echofake_voice/EF_D_00225.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00226,f320df7dfca561febc658e8ab0c5dd3946051aa4677e89f96078fb3c7e15ec8b20eee22b4cac9cc3c03eb246ddd521ffda4e6c0c836eaa4d04404f1577b3a373,common_voice_en_22083432.mp3,,,bonafide,EF_D_00226,echofake_voice/EF_D_00226.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00230,a36c57d289e4e242cbdb3e04fcedf5e9f169cba97903f3b36d8a7ee7ba1b335a111cfbf24cc2041257f4d062bdca754d8a4992e51f9cf86419b6b85e59461666,common_voice_en_20172140.mp3,,,bonafide,EF_D_00230,echofake_voice/EF_D_00230.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00232,05d33ad00cc2754da8e542a33a5255f9346535ef1d8619094bbc8c90c53bfad43e930bcb2fa598f614c6c90e173590a673905fb59a1ef581576cd5ccaed57241,common_voice_en_25200392.mp3,,,bonafide,EF_D_00232,echofake_voice/EF_D_00232.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00235,5f6ab6547d7781e440ab1d52c0725420258c335808ec11ccfc0b534052de90426100dc78d993c31a46613f63011e795e8170cfa395177e640cee0ba9ac2543c0,common_voice_en_18579044.mp3,,,bonafide,EF_D_00235,echofake_voice/EF_D_00235.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00237,eb93d89cfedc3884904766b869a44a41e419bd8970cd12050c833dfdea593bd4d8d6e6d0b1908cbcda6c1efcbb78c3fea6dac4b88d78a7415e6ea5bbd0ccf4ee,common_voice_en_25896399.mp3,,,bonafide,EF_D_00237,echofake_voice/EF_D_00237.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00238,575e7e594199e150f2081a8b9fb5da27290c7123bfe4725ecf072da43def466fa83c8ec33658dd9342b8b7ffb7cdf43c5d20262a1d412624c20a5d5db637a727,common_voice_en_28517972.mp3,,,bonafide,EF_D_00238,echofake_voice/EF_D_00238.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00245,386ff03b08f94b1e860a902aacc31418e38eb752925991029e114328be527034f27c43eefa6397b3cbbd7381aac124947bc1eb03a5ff4cb9391376ad09f77df1,common_voice_en_20257650.mp3,,,bonafide,EF_D_00245,echofake_voice/EF_D_00245.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00249,1fc2230568ac79fe994d7e3421b46cbeae1759433c65a1662f2f7def56df6f040c0b799f54ab3b30ce6305a0e7359e04f4bf68ae85d2dfbc916f6c7f0ca9e0e1,common_voice_en_21566476.mp3,,,bonafide,EF_D_00249,echofake_voice/EF_D_00249.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00252,e2e035950d6f16f88d731ff909e4c20f7dc8fa862fb876bb4e2c372cc83aa2dec4453a4403b65b67f73c829f717db06a22faa4025c0da50bc2f806ae266c33c2,common_voice_en_18732462.mp3,,,bonafide,EF_D_00252,echofake_voice/EF_D_00252.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00254,091f31a5e7ce7701e6e75b2e87320227746483f657c6e1f926b6f335565ca80a7b04166194029e8aba49804c1b7227187e9e374d9e913f7df08849cc2236ccf4,common_voice_en_205830.mp3,,,bonafide,EF_D_00254,echofake_voice/EF_D_00254.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00257,f24f05d2e61bd6323933a926defdfca99e55bc75dab9618a0cc70b21098e6ec568201e697516c9ad650881a04f0ef4ba3b430032bd56e7a0a6f2401efc4be5c7,common_voice_en_23547161.mp3,,,bonafide,EF_D_00257,echofake_voice/EF_D_00257.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00259,d74cceb4c75f0a57443ee3c08cd28ac86c0f2dc08bc5cc7800387b9be8d5677e0e88b0f5e9abe77f8fcbc730b38bf432851a5e862bb323df76c30898e9221bf1,common_voice_en_18876187.mp3,,,bonafide,EF_D_00259,echofake_voice/EF_D_00259.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00261,e4b3d95ce25aed4d3733fc80a7c46d3a2dff0af12dd3c11ff0beefc502b2f10d8492b2f3a9c3abf31e9ab02c8964aea28bcb537b5953bcd1fc7c54c4d8c5868e,common_voice_en_23825632.mp3,,,bonafide,EF_D_00261,echofake_voice/EF_D_00261.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00266,da91a7a5f7449952820d9ed0c6b1383a898f0c4009b5bed9f1c37de2c144d3be8c2fa478894c3d89b62c961884ac403027688a07e62caedb11180d44d69a0bcf,common_voice_en_19660278.mp3,,,bonafide,EF_D_00266,echofake_voice/EF_D_00266.flac,dev-00000-of-00001.parquet,,,,,,,,,,
