DATASET,CELL,TASK,MODEL,N,LABEL_MEAN,GLOBAL_EER_THRESHOLD,ERROR_RATE,SCORE_Q10,SCORE_MEDIAN,SCORE_Q90
phone,simultaneous,MUSIC,fused05,400,0.5,0.24161121252066156,0.3075,0.013788149900703916,0.2476976075354994,0.6151791430204995
phone,source_disjoint,MUSIC,fused05,400,0.5,0.24161121252066156,0.1825,0.005512439778312333,0.20975789998879976,0.7093975805242435
phone,simultaneous,FILE,fused15,400,0.75,0.7061894594389367,0.2375,0.1851334721419402,0.7795594145829994,0.9972869717566626
phone,source_disjoint,FILE,fused15,400,0.5,0.7061894594389367,0.1125,0.0747771704558985,0.5831338942017672,0.9380603736518152
phone,speech_only,FILE,fused15,400,0.5,0.7061894594389367,0.13,0.08403159874033508,0.9919650191635927,0.9999061484757237
phone,simultaneous,VOICE,fused15,400,0.5,0.936445300011063,0.24,0.00390311916920243,0.849547217656385,0.9991570561923331
phone,speech_only,VOICE,fused15,400,0.5,0.936445300011063,0.095,0.0021194691699426105,0.997785969704081,0.9999221358639689
phone,simultaneous,MUSIC,fused15,400,0.5,0.3411455749356714,0.135,0.010352759798398876,0.3705925729544324,0.8342463330729962
phone,source_disjoint,MUSIC,fused15,400,0.5,0.3411455749356714,0.125,0.00328927979746101,0.29473196560056103,0.9031229223313798
yue,concurrent__voice_fake__music_fake,FILE,v18,8,1.0,0.6381280727900939,0.125,0.555957073084616,0.9418935491089107,0.9913469612279944
yue,concurrent__voice_fake__music_real,FILE,v18,8,1.0,0.6381280727900939,0.5,0.24970800068413795,0.559783193662722,0.7580660764951367
yue,concurrent__voice_real__music_fake,FILE,v18,8,1.0,0.6381280727900939,0.75,0.23721222739621853,0.5742418580270574,0.8213531350480155
yue,concurrent__voice_real__music_real,FILE,v18,8,0.0,0.6381280727900939,0.125,0.23710352348117292,0.3872354390375149,0.6465114227325884
yue,music_only__music_fake,FILE,v18,8,1.0,0.6381280727900939,0.0,0.7313028088294785,0.7702454730902393,0.9141142624269657
yue,music_only__music_real,FILE,v18,8,0.0,0.6381280727900939,0.125,0.10745021674665942,0.3337024853350058,0.5960505527346445
yue,native_yue_vocal__voice_fake__music_fake,FILE,v18,6,1.0,0.6381280727900939,0.0,0.7494047591358064,0.8453074179208657,0.9289359704362202
yue,native_yue_vocal__voice_fake__music_real,FILE,v18,6,1.0,0.6381280727900939,0.5,0.12443040246434667,0.6121227689873172,0.6999323097422878
yue,partial_overlap__voice_fake__music_fake,FILE,v18,8,1.0,0.6381280727900939,0.0,0.9199354949682745,0.9559590932379227,0.9845547367957902
yue,partial_overlap__voice_fake__music_real,FILE,v18,8,1.0,0.6381280727900939,0.0,0.7638244607105917,0.830844944837035,0.9564248525497995
yue,partial_overlap__voice_real__music_fake,FILE,v18,8,1.0,0.6381280727900939,0.25,0.4589697842664053,0.6660649346309773,0.7556702185882402
yue,partial_overlap__voice_real__music_real,FILE,v18,8,0.0,0.6381280727900939,0.125,0.38842075422397065,0.45968799025644097,0.5734103914754655
yue,sequential__voice_fake__music_fake,FILE,v18,8,1.0,0.6381280727900939,0.0,0.8970386825531128,0.9265482361307917,0.9535006392337556
yue,sequential__voice_fake__music_real,FILE,v18,8,1.0,0.6381280727900939,0.125,0.7684505290114259,0.9118142510573836,0.9444680670660844
yue,sequential__voice_real__music_fake,FILE,v18,8,1.0,0.6381280727900939,0.0,0.7431538256218267,0.8160534620404196,0.8718561360708583
yue,sequential__voice_real__music_real,FILE,v18,8,0.0,0.6381280727900939,0.375,0.402129103445752,0.5381028109574744,0.6857748174248051
yue,concurrent__voice_fake__music_fake,VOICE,v18,8,1.0,0.7686979740745253,0.0,0.8778328834578658,0.995519461055643,0.9996720840055227
yue,concurrent__voice_fake__music_real,VOICE,v18,8,1.0,0.7686979740745253,0.125,0.5969481454745282,0.8775591423979329,0.9961658898028743
yue,concurrent__voice_real__music_fake,VOICE,v18,8,0.0,0.7686979740745253,0.25,0.03113995318596044,0.5973524142219148,0.8916666631660118
yue,concurrent__voice_real__music_real,VOICE,v18,8,0.0,0.7686979740745253,0.25,0.0009407009435575569,0.3411989552147141,0.9362768609138444
yue,native_yue_vocal__voice_fake__music_fake,VOICE,v18,6,1.0,0.7686979740745253,0.0,0.7930615058792967,0.8973858046940606,0.9667529837140628
yue,native_yue_vocal__voice_fake__music_real,VOICE,v18,6,1.0,0.7686979740745253,0.3333333333333333,0.4020716004108505,0.8055466535218646,0.9386663134755822
yue,partial_overlap__voice_fake__music_fake,VOICE,v18,8,1.0,0.7686979740745253,0.0,0.8487064230522317,0.9483140630643914,0.973600552509142
yue,partial_overlap__voice_fake__music_real,VOICE,v18,8,1.0,0.7686979740745253,0.0,0.7981954800054225,0.9063568046631969,0.9574226800593807
yue,partial_overlap__voice_real__music_fake,VOICE,v18,8,0.0,0.7686979740745253,0.0,0.09091898158554095,0.5108172635686667,0.6661277519040839
yue,partial_overlap__voice_real__music_real,VOICE,v18,8,0.0,0.7686979740745253,0.0,0.024245308289627697,0.4859724335188417,0.703011410397525
yue,sequential__voice_fake__music_fake,VOICE,v18,8,1.0,0.7686979740745253,0.25,0.7400741390392048,0.8711068917382899,0.9575068434640653
yue,sequential__voice_fake__music_real,VOICE,v18,8,1.0,0.7686979740745253,0.125,0.7712516431798243,0.9211715354931727,0.993098900481915
yue,sequential__voice_real__music_fake,VOICE,v18,8,0.0,0.7686979740745253,0.125,0.18486404561045836,0.5056184267939542,0.6377201558301587
yue,sequential__voice_real__music_real,VOICE,v18,8,0.0,0.7686979740745253,0.0,0.052063952582693904,0.3476508070094501,0.652962275461498
yue,concurrent__voice_fake__music_fake,MUSIC,v18,8,1.0,0.516501778281293,0.5,0.1609498821882183,0.5522297485429515,0.698428311108485
yue,concurrent__voice_fake__music_real,MUSIC,v18,8,0.0,0.516501778281293,0.0,0.05967726493602258,0.11821004511221289,0.29266190043355245
yue,concurrent__voice_real__music_fake,MUSIC,v18,8,1.0,0.516501778281293,0.875,0.051536139615459095,0.23217991449689107,0.516681547510223
yue,concurrent__voice_real__music_real,MUSIC,v18,8,0.0,0.516501778281293,0.0,0.09595690045186663,0.14679962872294516,0.22915059201569044
yue,music_only__music_fake,MUSIC,v18,8,1.0,0.516501778281293,0.0,0.7196144109810847,0.7493733315682087,0.9122393723417056
yue,music_only__music_real,MUSIC,v18,8,0.0,0.516501778281293,0.25,0.05563231271812604,0.21200459451186543,0.5427507619596095
yue,native_yue_vocal__voice_fake__music_fake,MUSIC,v18,6,1.0,0.516501778281293,0.0,0.721062330037297,0.8234679880624585,0.9245691046657104
yue,native_yue_vocal__voice_fake__music_real,MUSIC,v18,6,0.0,0.516501778281293,0.3333333333333333,0.0756052612687027,0.46361794460341554,0.5778169400759652
yue,partial_overlap__voice_fake__music_fake,MUSIC,v18,8,1.0,0.516501778281293,0.0,0.6237522560987855,0.8117521179575118,0.9243110334971179
yue,partial_overlap__voice_fake__music_real,MUSIC,v18,8,0.0,0.516501778281293,0.375,0.24408915790233437,0.42849774511460764,0.6814132384060186
yue,partial_overlap__voice_real__music_fake,MUSIC,v18,8,1.0,0.516501778281293,0.125,0.5406296138125196,0.6347363662379522,0.6844754531393393
yue,partial_overlap__voice_real__music_real,MUSIC,v18,8,0.0,0.516501778281293,0.0,0.2104842776777056,0.30388997784804206,0.4211673169405841
yue,sequential__voice_fake__music_fake,MUSIC,v18,8,1.0,0.516501778281293,0.0,0.7258064409394077,0.861723877940537,0.9106045840665791
yue,sequential__voice_fake__music_real,MUSIC,v18,8,0.0,0.516501778281293,0.5,0.2754159665124913,0.5180979841603912,0.7012591765047116
yue,sequential__voice_real__music_fake,MUSIC,v18,8,1.0,0.516501778281293,0.0,0.724549091632456,0.7563806989096904,0.8158564216412841
yue,sequential__voice_real__music_real,MUSIC,v18,8,0.0,0.516501778281293,0.125,0.2774207810638355,0.37582413987856544,0.5220123337151792
yue,concurrent__voice_fake__music_fake,FILE,patch,8,1.0,0.99989295,0.25,0.9982559200000001,0.99999912,0.999999802
yue,concurrent__voice_fake__music_real,FILE,patch,8,1.0,0.99989295,0.875,0.858722369,0.9954682,0.9998950590000001
yue,concurrent__voice_real__music_fake,FILE,patch,8,1.0,0.99989295,0.375,0.976888952,0.99997625,0.99999909
yue,concurrent__voice_real__music_real,FILE,patch,8,0.0,0.99989295,0.125,0.7626540079999999,0.99633105,0.9997937499999999
yue,music_only__music_fake,FILE,patch,8,1.0,0.99989295,0.0,0.999997129,0.99999983,1.0
yue,music_only__music_real,FILE,patch,8,0.0,0.99989295,0.125,0.5539123926,0.88786745,0.999881218
yue,native_yue_vocal__voice_fake__music_fake,FILE,patch,6,1.0,0.99989295,0.0,0.999983375,0.9999997700000001,0.9999999500000001
yue,native_yue_vocal__voice_fake__music_real,FILE,patch,6,1.0,0.99989295,0.8333333333333334,0.579297975,0.991902675,0.999331135
yue,partial_overlap__voice_fake__music_fake,FILE,patch,8,1.0,0.99989295,0.0,0.99999733,0.9999999500000001,1.0
yue,partial_overlap__voice_fake__music_real,FILE,patch,8,1.0,0.99989295,0.0,0.9999362190000001,0.9999965799999999,0.999999278
yue,partial_overlap__voice_real__music_fake,FILE,patch,8,1.0,0.99989295,0.125,0.9997644099999999,1.0,1.0
yue,partial_overlap__voice_real__music_real,FILE,patch,8,0.0,0.99989295,0.125,0.993565422,0.99876515,0.9995990189999999
yue,sequential__voice_fake__music_fake,FILE,patch,8,1.0,0.99989295,0.0,0.999999112,0.9999999500000001,1.0
yue,sequential__voice_fake__music_real,FILE,patch,8,1.0,0.99989295,0.25,0.9993190279999999,0.9999944000000001,0.999997248
yue,sequential__voice_real__music_fake,FILE,patch,8,1.0,0.99989295,0.0,0.999998452,1.0,1.0
yue,sequential__voice_real__music_real,FILE,patch,8,0.0,0.99989295,0.5,0.9899883850000001,0.99948171,0.9999965710000001
yue,concurrent__voice_fake__music_fake,VOICE,patch,8,1.0,0.9988412,0.25,0.9974416150000001,0.9999642,0.99999948
yue,concurrent__voice_fake__music_real,VOICE,patch,8,1.0,0.9988412,0.875,0.7085368590000001,0.9789574350000001,0.9987659640000001
yue,concurrent__voice_real__music_fake,VOICE,patch,8,0.0,0.9988412,0.75,0.962833574,0.99996615,0.9999970149999999
yue,concurrent__voice_real__music_real,VOICE,patch,8,0.0,0.9988412,0.125,0.5024258558000001,0.958801335,0.998249478
yue,native_yue_vocal__voice_fake__music_fake,VOICE,patch,6,1.0,0.9988412,1.0,0.253563215,0.57027732,0.87481353
yue,native_yue_vocal__voice_fake__music_real,VOICE,patch,6,1.0,0.9988412,1.0,0.411733065,0.7886214549999999,0.90960433
yue,partial_overlap__voice_fake__music_fake,VOICE,patch,8,1.0,0.9988412,0.125,0.98932517,0.9999990999999999,0.99999993
yue,partial_overlap__voice_fake__music_real,VOICE,patch,8,1.0,0.9988412,0.125,0.998694435,0.999997385,0.99999993
yue,partial_overlap__voice_real__music_fake,VOICE,patch,8,0.0,0.9988412,0.5,0.75250841,0.99878961,0.999657531
yue,partial_overlap__voice_real__music_real,VOICE,patch,8,0.0,0.9988412,0.5,0.967269805,0.9979620499999999,0.99970907
yue,sequential__voice_fake__music_fake,VOICE,patch,8,1.0,0.9988412,0.25,0.997140628,0.999993735,0.99999951
yue,sequential__voice_fake__music_real,VOICE,patch,8,1.0,0.9988412,0.0,0.9996531080000001,0.9999953,0.99999923
yue,sequential__voice_real__music_fake,VOICE,patch,8,0.0,0.9988412,0.375,0.616376128,0.9934031999999999,0.99994883
yue,sequential__voice_real__music_real,VOICE,patch,8,0.0,0.9988412,0.25,0.841108929,0.98827378,0.999583988
yue,concurrent__voice_fake__music_fake,MUSIC,patch,8,1.0,0.9998783,0.625,0.748400747,0.9987474000000001,0.999998927
yue,concurrent__voice_fake__music_real,MUSIC,patch,8,0.0,0.9998783,0.125,0.01134938358668,0.7970512750000001,0.995246855
yue,concurrent__voice_real__music_fake,MUSIC,patch,8,1.0,0.9998783,0.625,0.0666094473,0.99252293,0.9999915779999999
yue,concurrent__voice_real__music_real,MUSIC,patch,8,0.0,0.9998783,0.125,0.031533259504,0.66163105,0.996655277
yue,music_only__music_fake,MUSIC,patch,8,1.0,0.9998783,0.0,0.999999208,0.9999999,1.0
yue,music_only__music_real,MUSIC,patch,8,0.0,0.9998783,0.25,0.31156954249,0.8085023149999999,0.99997678
yue,native_yue_vocal__voice_fake__music_fake,MUSIC,patch,6,1.0,0.9998783,0.0,0.9999909,0.9999996,1.0
yue,native_yue_vocal__voice_fake__music_real,MUSIC,patch,6,0.0,0.9998783,0.16666666666666666,0.21403655000000002,0.971802815,0.9959152
yue,partial_overlap__voice_fake__music_fake,MUSIC,patch,8,1.0,0.9998783,0.125,0.99993158,0.9999997,1.0
yue,partial_overlap__voice_fake__music_real,MUSIC,patch,8,0.0,0.9998783,0.25,0.28596644400000004,0.98965597,0.9998840179999999
yue,partial_overlap__voice_real__music_fake,MUSIC,patch,8,1.0,0.9998783,0.125,0.99969916,0.9999997700000001,1.0
yue,partial_overlap__voice_real__music_real,MUSIC,patch,8,0.0,0.9998783,0.0,0.0243462477,0.782589015,0.95324703
yue,sequential__voice_fake__music_fake,MUSIC,patch,8,1.0,0.9998783,0.125,0.99993343,0.99999983,1.0
yue,sequential__voice_fake__music_real,MUSIC,patch,8,0.0,0.9998783,0.375,0.04802386090000001,0.997004,0.99998261
yue,sequential__voice_real__music_fake,MUSIC,patch,8,1.0,0.9998783,0.0,0.999996472,0.9999999,1.0
yue,sequential__voice_real__music_real,MUSIC,patch,8,0.0,0.9998783,0.375,0.0534618981,0.99482202,0.999984982
yue,concurrent__voice_fake__music_fake,FILE,fused05,8,1.0,0.7028462147563109,0.125,0.6590234740470242,0.965685043828166,0.99224304195573
yue,concurrent__voice_fake__music_real,FILE,fused05,8,1.0,0.7028462147563109,0.5,0.29634965476176944,0.615054480118602,0.8101810631091415
yue,concurrent__voice_real__music_fake,FILE,fused05,8,1.0,0.7028462147563109,0.625,0.36914192110496746,0.6334048939701756,0.8920120384512632
yue,concurrent__voice_real__music_real,FILE,fused05,8,0.0,0.7028462147563109,0.125,0.3157211449065275,0.4630460234071313,0.6944498514906697
yue,music_only__music_fake,FILE,fused05,8,1.0,0.7028462147563109,0.0,0.8377985900231959,0.862906074086387,0.9483729897460623
yue,music_only__music_real,FILE,fused05,8,0.0,0.7028462147563109,0.0,0.17013790128258435,0.3295843474381084,0.6134966331779658
yue,native_yue_vocal__voice_fake__music_fake,FILE,fused05,6,1.0,0.7028462147563109,0.0,0.8488747091900776,0.9051354507610889,0.9572997401487486
yue,native_yue_vocal__voice_fake__music_real,FILE,fused05,6,1.0,0.7028462147563109,0.5,0.14048880066807595,0.6787313195067537,0.7591839249704355
yue,partial_overlap__voice_fake__music_fake,FILE,fused05,8,1.0,0.7028462147563109,0.0,0.9528766651914053,0.9737812788203266,0.9904502290583458
yue,partial_overlap__voice_fake__music_real,FILE,fused05,8,1.0,0.7028462147563109,0.0,0.8384483027747341,0.8979480469361744,0.9733752262690002
yue,partial_overlap__voice_real__music_fake,FILE,fused05,8,1.0,0.7028462147563109,0.125,0.6062041336365434,0.7786882465790805,0.8524377457196525
yue,partial_overlap__voice_real__music_real,FILE,fused05,8,0.0,0.7028462147563109,0.125,0.46262315760469863,0.5434026771237916,0.6563140724157419
yue,sequential__voice_fake__music_fake,FILE,fused05,8,1.0,0.7028462147563109,0.0,0.9396601248061094,0.956846133715757,0.9724041008711537
yue,sequential__voice_fake__music_real,FILE,fused05,8,1.0,0.7028462147563109,0.0,0.8443214775478399,0.9367730419542637,0.9644711275263813
yue,sequential__voice_real__music_fake,FILE,fused05,8,1.0,0.7028462147563109,0.0,0.8420903797303096,0.8914964184481193,0.9248096679833496
yue,sequential__voice_real__music_real,FILE,fused05,8,0.0,0.7028462147563109,0.375,0.4895541241875719,0.6454913135484395,0.7901049173333262
yue,concurrent__voice_fake__music_fake,VOICE,fused05,8,1.0,0.7686979740745253,0.0,0.8778328834578658,0.995519461055643,0.9996720840055227
yue,concurrent__voice_fake__music_real,VOICE,fused05,8,1.0,0.7686979740745253,0.125,0.5969481454745282,0.8775591423979329,0.9961658898028743
yue,concurrent__voice_real__music_fake,VOICE,fused05,8,0.0,0.7686979740745253,0.25,0.03113995318596044,0.5973524142219148,0.8916666631660118
yue,concurrent__voice_real__music_real,VOICE,fused05,8,0.0,0.7686979740745253,0.25,0.0009407009435575569,0.3411989552147141,0.9362768609138444
yue,native_yue_vocal__voice_fake__music_fake,VOICE,fused05,6,1.0,0.7686979740745253,0.0,0.7930615058792967,0.8973858046940606,0.9667529837140628
yue,native_yue_vocal__voice_fake__music_real,VOICE,fused05,6,1.0,0.7686979740745253,0.3333333333333333,0.4020716004108505,0.8055466535218646,0.9386663134755822
yue,partial_overlap__voice_fake__music_fake,VOICE,fused05,8,1.0,0.7686979740745253,0.0,0.8487064230522317,0.9483140630643914,0.973600552509142
yue,partial_overlap__voice_fake__music_real,VOICE,fused05,8,1.0,0.7686979740745253,0.0,0.7981954800054225,0.9063568046631969,0.9574226800593807
yue,partial_overlap__voice_real__music_fake,VOICE,fused05,8,0.0,0.7686979740745253,0.0,0.09091898158554095,0.5108172635686667,0.6661277519040839
yue,partial_overlap__voice_real__music_real,VOICE,fused05,8,0.0,0.7686979740745253,0.0,0.024245308289627697,0.4859724335188417,0.703011410397525
yue,sequential__voice_fake__music_fake,VOICE,fused05,8,1.0,0.7686979740745253,0.25,0.7400741390392048,0.8711068917382899,0.9575068434640653
yue,sequential__voice_fake__music_real,VOICE,fused05,8,1.0,0.7686979740745253,0.125,0.7712516431798243,0.9211715354931727,0.993098900481915
yue,sequential__voice_real__music_fake,VOICE,fused05,8,0.0,0.7686979740745253,0.125,0.18486404561045836,0.5056184267939542,0.6377201558301587
yue,sequential__voice_real__music_real,VOICE,fused05,8,0.0,0.7686979740745253,0.0,0.052063952582693904,0.3476508070094501,0.652962275461498
yue,concurrent__voice_fake__music_fake,MUSIC,fused05,8,1.0,0.6000237148787156,0.5,0.23826251222710748,0.5912765255431163,0.7843723328038811
yue,concurrent__voice_fake__music_real,MUSIC,fused05,8,0.0,0.6000237148787156,0.0,0.07087257949003306,0.1543219072798256,0.34452106766518376
yue,concurrent__voice_real__music_fake,MUSIC,fused05,8,1.0,0.6000237148787156,0.875,0.10281264456508929,0.24223111511830359,0.6027506914253747
yue,concurrent__voice_real__music_real,MUSIC,fused05,8,0.0,0.6000237148787156,0.0,0.09723268853258016,0.1906863938137065,0.24284306747694734
yue,music_only__music_fake,MUSIC,fused05,8,1.0,0.6000237148787156,0.0,0.8300774772096857,0.8493785949323154,0.9482029505502025
yue,music_only__music_real,MUSIC,fused05,8,0.0,0.6000237148787156,0.0,0.06780439951859028,0.1927718809284204,0.5575639427974288
yue,native_yue_vocal__voice_fake__music_fake,MUSIC,fused05,6,1.0,0.6000237148787156,0.0,0.8310406498928843,0.8905791126501925,0.9557050995167491
yue,native_yue_vocal__voice_fake__music_real,MUSIC,fused05,6,0.0,0.6000237148787156,0.3333333333333333,0.07887484603545009,0.5110560805849251,0.6641677883113489
yue,partial_overlap__voice_fake__music_fake,MUSIC,fused05,8,1.0,0.6000237148787156,0.0,0.7633042952818987,0.8888462800160861,0.9470689875393313
yue,partial_overlap__voice_fake__music_real,MUSIC,fused05,8,0.0,0.6000237148787156,0.375,0.2459172198125237,0.5121972071616082,0.7480796315757786
yue,partial_overlap__voice_real__music_fake,MUSIC,fused05,8,1.0,0.6000237148787156,0.0,0.6780255217184715,0.7590624732979194,0.7934937033942121
yue,partial_overlap__voice_real__music_real,MUSIC,fused05,8,0.0,0.6000237148787156,0.0,0.21313687437286305,0.3057765186838494,0.47773060503922765
yue,sequential__voice_fake__music_fake,MUSIC,fused05,8,1.0,0.6000237148787156,0.0,0.8219643555930213,0.9190047851990821,0.9476330984572864
yue,sequential__voice_fake__music_real,MUSIC,fused05,8,0.0,0.6000237148787156,0.625,0.32100498945155126,0.604394801996771,0.7538119768612294
yue,sequential__voice_real__music_fake,MUSIC,fused05,8,1.0,0.6000237148787156,0.0,0.8271704004615501,0.8540726592626225,0.8906995723356398
yue,sequential__voice_real__music_real,MUSIC,fused05,8,0.0,0.6000237148787156,0.125,0.29140399544785034,0.4228915660572898,0.650943918731672
yue,concurrent__voice_fake__music_fake,FILE,fused15,8,1.0,0.7592753336309193,0.125,0.8421317640944039,0.9872874420352378,0.9949352361796829
yue,concurrent__voice_fake__music_real,FILE,fused15,8,1.0,0.7592753336309193,0.5,0.46288644920140065,0.7037395416908163,0.8801863339591011
yue,concurrent__voice_real__music_fake,FILE,fused15,8,1.0,0.7592753336309193,0.625,0.6456306492967656,0.7395635972981851,0.963909444938408
yue,concurrent__voice_real__music_real,FILE,fused15,8,0.0,0.7592753336309193,0.125,0.4301429536063987,0.6499519299566898,0.7910689779418183
yue,music_only__music_fake,FILE,fused15,8,1.0,0.7592753336309193,0.0,0.9489890540571954,0.9568958404652089,0.981697532560796
yue,music_only__music_real,FILE,fused15,8,0.0,0.7592753336309193,0.0,0.23661325664656302,0.4283836383163574,0.7098509115544808
yue,native_yue_vocal__voice_fake__music_fake,FILE,fused15,6,1.0,0.7592753336309193,0.0,0.9519810024732429,0.9663328103090978,0.985752430349468
yue,native_yue_vocal__voice_fake__music_real,FILE,fused15,6,1.0,0.7592753336309193,0.5,0.1845696662732255,0.7721338186821002,0.8645401014591243
yue,partial_overlap__voice_fake__music_fake,FILE,fused15,8,1.0,0.7592753336309193,0.0,0.9822581256962575,0.9908930777827918,0.996371021673481
yue,partial_overlap__voice_fake__music_real,FILE,fused15,8,1.0,0.7592753336309193,0.0,0.9306616636712698,0.9646219171050548,0.9902769138430245
yue,partial_overlap__voice_real__music_fake,FILE,fused15,8,1.0,0.7592753336309193,0.125,0.7934816044497528,0.9194965489619518,0.953414646154224
yue,partial_overlap__voice_real__music_real,FILE,fused15,8,0.0,0.7592753336309193,0.125,0.6134803763934954,0.6994812948149787,0.7918076836959225
yue,sequential__voice_fake__music_fake,FILE,fused15,8,1.0,0.7592753336309193,0.0,0.9803770146048647,0.9856129951065957,0.9905167262407013
yue,sequential__voice_fake__music_real,FILE,fused15,8,1.0,0.7592753336309193,0.0,0.9267975202225758,0.9713162434910068,0.9864882141611362
yue,sequential__voice_real__music_fake,FILE,fused15,8,1.0,0.7592753336309193,0.0,0.9474799885414299,0.9657323731014209,0.9758745926379115
yue,sequential__voice_real__music_real,FILE,fused15,8,0.0,0.7592753336309193,0.375,0.6608374225743228,0.7589009369955922,0.9170443151228491
yue,concurrent__voice_fake__music_fake,VOICE,fused15,8,1.0,0.7686979740745253,0.0,0.8778328834578658,0.995519461055643,0.9996720840055227
yue,concurrent__voice_fake__music_real,VOICE,fused15,8,1.0,0.7686979740745253,0.125,0.5969481454745282,0.8775591423979329,0.9961658898028743
yue,concurrent__voice_real__music_fake,VOICE,fused15,8,0.0,0.7686979740745253,0.25,0.03113995318596044,0.5973524142219148,0.8916666631660118
yue,concurrent__voice_real__music_real,VOICE,fused15,8,0.0,0.7686979740745253,0.25,0.0009407009435575569,0.3411989552147141,0.9362768609138444
yue,native_yue_vocal__voice_fake__music_fake,VOICE,fused15,6,1.0,0.7686979740745253,0.0,0.7930615058792967,0.8973858046940606,0.9667529837140628
yue,native_yue_vocal__voice_fake__music_real,VOICE,fused15,6,1.0,0.7686979740745253,0.3333333333333333,0.4020716004108505,0.8055466535218646,0.9386663134755822
yue,partial_overlap__voice_fake__music_fake,VOICE,fused15,8,1.0,0.7686979740745253,0.0,0.8487064230522317,0.9483140630643914,0.973600552509142
yue,partial_overlap__voice_fake__music_real,VOICE,fused15,8,1.0,0.7686979740745253,0.0,0.7981954800054225,0.9063568046631969,0.9574226800593807
yue,partial_overlap__voice_real__music_fake,VOICE,fused15,8,0.0,0.7686979740745253,0.0,0.09091898158554095,0.5108172635686667,0.6661277519040839
yue,partial_overlap__voice_real__music_real,VOICE,fused15,8,0.0,0.7686979740745253,0.0,0.024245308289627697,0.4859724335188417,0.703011410397525
yue,sequential__voice_fake__music_fake,VOICE,fused15,8,1.0,0.7686979740745253,0.25,0.7400741390392048,0.8711068917382899,0.9575068434640653
yue,sequential__voice_fake__music_real,VOICE,fused15,8,1.0,0.7686979740745253,0.125,0.7712516431798243,0.9211715354931727,0.993098900481915
yue,sequential__voice_real__music_fake,VOICE,fused15,8,0.0,0.7686979740745253,0.125,0.18486404561045836,0.5056184267939542,0.6377201558301587
yue,sequential__voice_real__music_real,VOICE,fused15,8,0.0,0.7686979740745253,0.0,0.052063952582693904,0.3476508070094501,0.652962275461498
yue,concurrent__voice_fake__music_fake,MUSIC,fused15,8,1.0,0.7718835373660372,0.5,0.35921000120252927,0.7536462191922325,0.9246818704081592
yue,concurrent__voice_fake__music_real,MUSIC,fused15,8,0.0,0.7718835373660372,0.125,0.10098685990104161,0.20054342902280375,0.441192735596421
yue,concurrent__voice_real__music_fake,MUSIC,fused15,8,1.0,0.7718835373660372,0.875,0.13342139823022206,0.38719530344724384,0.7454620958388042
yue,concurrent__voice_real__music_real,MUSIC,fused15,8,0.0,0.7718835373660372,0.0,0.07763881606003493,0.2453537236764051,0.3623823527312258
yue,music_only__music_fake,MUSIC,fused15,8,1.0,0.7718835373660372,0.0,0.9465188304525103,0.9526210480347803,0.9826892172137206
yue,music_only__music_real,MUSIC,fused15,8,0.0,0.7718835373660372,0.0,0.10621356961921523,0.2957548922949062,0.6427148046750172
yue,native_yue_vocal__voice_fake__music_fake,MUSIC,fused15,6,1.0,0.7718835373660372,0.0,0.9468284796746997,0.9622303067332023,0.9852626315008465
yue,native_yue_vocal__voice_fake__music_real,MUSIC,fused15,6,0.0,0.7718835373660372,0.16666666666666666,0.08623814872795159,0.6050782251829717,0.8022021860404962
yue,partial_overlap__voice_fake__music_fake,MUSIC,fused15,8,1.0,0.7718835373660372,0.0,0.9242676915183278,0.9614640019435912,0.973838581069817
yue,partial_overlap__voice_fake__music_real,MUSIC,fused15,8,0.0,0.7718835373660372,0.375,0.24966009446802617,0.6698441561694555,0.8599478555836068
yue,partial_overlap__voice_real__music_fake,MUSIC,fused15,8,1.0,0.7718835373660372,0.0,0.8598115613646602,0.9117738161121806,0.9327106099520622
yue,partial_overlap__voice_real__music_real,MUSIC,fused15,8,0.0,0.7718835373660372,0.0,0.19567427864400272,0.31160484218851814,0.584437751841043
yue,sequential__voice_fake__music_fake,MUSIC,fused15,8,1.0,0.7718835373660372,0.0,0.9265544483365208,0.974105343530023,0.9827952928676912
yue,sequential__voice_fake__music_real,MUSIC,fused15,8,0.0,0.7718835373660372,0.5,0.41045336637745394,0.6884496537286358,0.8799476404894274
yue,sequential__voice_real__music_fake,MUSIC,fused15,8,1.0,0.7718835373660372,0.0,0.9400071278972172,0.9541345673378568,0.965419607626762
yue,sequential__voice_real__music_real,MUSIC,fused15,8,0.0,0.7718835373660372,0.25,0.26479103614889976,0.558464347736189,0.8462145266518573
