MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_ARCHIVE_MEMBER,AUDIO_SHA256,PANNS_VOCAL_MAX,PANNS_SPEECH_MAX,PANNS_ANY_VOICE_MAX,PANNS_SINGING,PANNS_MALE_SINGING,PANNS_FEMALE_SINGING,PANNS_CHILD_SINGING,PANNS_SYNTHETIC_SINGING,PANNS_CHOIR,PANNS_YODELING,PANNS_CHANT,PANNS_RAPPING,PANNS_HUMMING,PANNS_OPERA,PANNS_VOCAL_MUSIC,DEMUCS_VOCAL_TO_MIX_DB,DEMUCS_VOCAL_TO_RESIDUAL_DB,PANNS_THRESHOLD,PANNS_FLAG,DEMUCS_THRESHOLD_DB,DEMUCS_FLAG,ACOUSTIC_SCREEN_PASS,REVIEW_REASON
FM_mustango_0AGHo8V8HpM,fmc:0AGHo8V8HpM,mustango,unmixed_dataset/eval/FM_mustango_0AGHo8V8HpM.wav,f8be06e5629ec864ce0f4f9a56661c50fc6bd8b69e1a5a73ea37397d29d0c01d,0.003441794775426388,0.016684813424944878,0.016684813424944878,0.003441794775426388,0.001112314872443676,0.001492816605605185,0.0009387065656483173,9.737338405102491e-05,0.0018643706571310759,0.00019677032832987607,0.0002082215214613825,0.0002884746645577252,0.0007455620216205716,0.0018460768042132258,0.0007754538673907518,-48.52918425470236,-48.505396318006014,0.2,False,-1.5,False,True,
FM_audioldm2_nH_lVl3a3Uw,fmc:nH_lVl3a3Uw,audioldm2,unmixed_dataset/eval/FM_audioldm2_nH_lVl3a3Uw.wav,5753d8f08bfdf7251e62929486dcbcb42d46c3cda5a883aff48873741f64a97b,0.014435609802603722,0.04561741650104523,0.04561741650104523,0.014435609802603722,0.000765593140386045,0.0003557945601642132,0.00021916833065915853,0.0004542362585198134,0.002237447537481785,0.001888984814286232,0.0003443575988058001,0.0006286620628088713,0.00013212334306444973,0.0011623845202848315,0.0006718036020174623,-40.94697727945784,-40.885812420005614,0.2,False,-1.5,False,True,
FM_musicldm_bl-eQ8XD5CY,fmc:bl-eQ8XD5CY,musicldm,unmixed_dataset/eval/FM_musicldm_bl-eQ8XD5CY.wav,8a1fbdab4201903b369000213da4d10d7512cc2994f5c5aaf05ecf9bb9176415,0.008493675850331783,0.04102369770407677,0.04102369770407677,0.008493675850331783,0.00019160532974638045,0.0002562051813583821,9.631332795834169e-05,0.00011208416253793985,0.0004728289495687932,5.90297750022728e-05,0.0001104372859117575,0.00017753611609805375,0.0003250674344599247,0.00027141146711073816,0.00018655863823369145,-50.14521147338822,-49.99511281210513,0.2,False,-1.5,False,True,
FM_stable_audio_open_8kH-dzSBthI,fmc:8kH-dzSBthI,stable_audio_open,unmixed_dataset/eval/FM_stable_audio_open_8kH-dzSBthI.wav,93a219302948556749b7660e5ee8a13abbf56fee4a0daf6d233fe6bb40aa2af8,0.014332374557852745,0.020552821457386017,0.020552821457386017,0.002843530150130391,0.00026786612579599023,0.0008445776184089482,0.0002709499385673553,0.00024102150928229094,0.0006200197385624051,0.0005319067277014256,0.00040704215643927455,0.0003141826600767672,0.014332374557852745,0.0034083896316587925,0.0005649955710396171,-32.41637694406026,-32.36448923954457,0.2,False,-1.5,False,True,
FM_MusicGen_medium_pn6toTLXAck,fmc:pn6toTLXAck,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_pn6toTLXAck.wav,7d9222d94f1940e2108a2d2a8a9a23d95b4aa7e82ed130a989b946ab11e95791,0.0024199835024774075,0.043622348457574844,0.043622348457574844,0.0024199835024774075,0.00013376789866015315,0.0002873119665309787,0.0001841483754105866,0.0002812092425301671,0.00032438727794215083,4.3014908442273736e-05,0.00014374412421602756,0.0005136709660291672,0.00026517390506342053,0.00016408998635597527,0.0008669642847962677,-50.25621201905865,-50.252889061868075,0.2,False,-1.5,False,True,
FM_mustango_qVT6GX1KHUY,fmc:qVT6GX1KHUY,mustango,unmixed_dataset/eval/FM_mustango_qVT6GX1KHUY.wav,644fa1165e313bdc9a9c4c00a9627698232f897f5c183d3475cc5a7970aa1584,0.0034775594249367714,0.023897921666502953,0.023897921666502953,0.0034775594249367714,0.0001683081645751372,0.00010478460171725601,8.497197268297896e-05,3.5094632039545104e-05,0.00026061246171593666,0.00010180860408581793,3.300661774119362e-05,1.8542179532232694e-05,0.00014878541696816683,7.12654655217193e-05,4.539592191576958e-05,-52.75467786342092,-52.700789861505385,0.2,False,-1.5,False,True,
FM_audioldm2_Pk5NZe-ah4U,fmc:Pk5NZe-ah4U,audioldm2,unmixed_dataset/eval/FM_audioldm2_Pk5NZe-ah4U.wav,6da7ffeb7c1cadd3437bfcfe865c3e3c2bc92f078e65e18bb9dbf9eb04d7c3aa,0.02123071998357773,0.03427537903189659,0.03427537903189659,0.02123071998357773,0.0023567024618387222,0.0013428337406367064,0.0005467971204780042,0.00022360774164553732,0.0016976615879684687,0.0001908219128381461,0.00027148108347319067,0.00023653081734664738,0.00019765543402172625,0.000322032836265862,0.000794691382907331,-26.577569557512433,-26.536097404943703,0.2,False,-1.5,False,True,
FM_musicldm_XZurp_Ex9No,fmc:XZurp_Ex9No,musicldm,unmixed_dataset/eval/FM_musicldm_XZurp_Ex9No.wav,c6efabbcb25bac132a3151e04c4b49b6d2319eeb5b11f42def7381c40b05032b,0.00908789224922657,0.029162459075450897,0.029162459075450897,0.00908789224922657,0.0010879473993554711,0.0008809121209196746,0.00039755975012667477,0.00022164746769703925,0.002589002251625061,0.00010293501691194251,0.0008326636161655188,0.003379734931513667,0.00020349642727524042,0.0014419930521398783,0.001007133862003684,-50.83071010724942,-50.75306348978507,0.2,False,-1.5,False,True,
FM_stable_audio_open_LnczSOwV9Ds,fmc:LnczSOwV9Ds,stable_audio_open,unmixed_dataset/eval/FM_stable_audio_open_LnczSOwV9Ds.wav,86a975e772ad9ece20f2e69f6ecef4ecc7596c1751afbb1e48ae389f09831f06,0.009667609818279743,0.060726478695869446,0.060726478695869446,0.009667609818279743,0.0008553788647986948,0.0006384078878909349,0.0002511891652829945,0.0004497726622503251,0.0003677138010971248,4.117374191991985e-05,5.660444003297016e-05,0.0006034427788108587,0.00029801754863001406,0.00011922804696951061,0.00026945321587845683,-63.23676140642209,-63.21008256620763,0.2,False,-1.5,False,True,
FM_MusicGen_medium_bt8iHoIf2mo,fmc:bt8iHoIf2mo,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_bt8iHoIf2mo.wav,6282bb7796027103edf82102364ba53fc7e784c425e76a72ba1a0d37a5903c62,0.00829670112580061,0.032505445182323456,0.032505445182323456,0.007052319590002298,0.0005185621557757258,0.001167959999293089,0.0006110185058787465,0.0002727944520302117,0.0028794335667043924,0.00018366020231042057,0.0018918412970378995,0.000421810254920274,0.0027259194757789373,0.00829670112580061,0.0014366399263963103,-52.992265836956264,-52.96112402079818,0.2,False,-1.5,False,True,
FM_mustango_t3758pixHZY,fmc:t3758pixHZY,mustango,unmixed_dataset/eval/FM_mustango_t3758pixHZY.wav,0b6b18cb4f5ff001b8395fcd4988321df2742fe0f29dc2fdb5aedb115f80e043,0.009535091929137707,0.025473307818174362,0.025473307818174362,0.009535091929137707,0.0010474913287907839,0.00288173439912498,0.0014076995430514216,0.0007186211878433824,0.004534183535724878,0.000318401784170419,0.000453024375019595,0.0002912506170105189,0.0009776204824447632,0.0042381747625768185,0.0017242694739252329,-48.81141684287124,-48.80359373772285,0.2,False,-1.5,False,True,
FM_audioldm2_9Lst8RagMYs,fmc:9Lst8RagMYs,audioldm2,unmixed_dataset/eval/FM_audioldm2_9Lst8RagMYs.wav,2f21c2acb4528999269e660caa410ef7a19de9f03e39b6d4404e45bcfa7fd457,0.025756070390343666,0.025218624621629715,0.025756070390343666,0.025756070390343666,0.00049103848868981,0.0002239796449430287,0.00021733295579906553,0.0004245293384883553,0.001082833856344223,0.002636374207213521,0.0002522006689105183,0.0005976898828521371,8.780147618381307e-05,0.00016644902643747628,0.00044513033935800195,-48.74009086189716,-48.581806421482526,0.2,False,-1.5,False,True,
FM_musicldm_pHzjKCj9INw,fmc:pHzjKCj9INw,musicldm,unmixed_dataset/eval/FM_musicldm_pHzjKCj9INw.wav,c757dab14e457add150aa79e19bc9fb4bbe385c87e5c86e64c4aef3137f35b9b,0.014963776804506779,0.02980419248342514,0.02980419248342514,0.014963776804506779,0.0013528765412047505,0.0006678189965896308,0.0005039197858422995,0.0002578254498075694,0.0006882786401547492,9.477679122937843e-05,0.0004892513970844448,0.00016616439097560942,0.0002014145429711789,0.00021457734692376107,0.0004575756029225886,-56.83315664206192,-56.80020733015057,0.2,False,-1.5,False,True,
FM_stable_audio_open_myGffB4WcF8,fmc:myGffB4WcF8,stable_audio_open,unmixed_dataset/eval/FM_stable_audio_open_myGffB4WcF8.wav,8b9df3fc86d49da72bc63d19a94c9108806c12e4b3cc71cc9a18bea300320cbc,0.006769302301108837,0.031311895698308945,0.031311895698308945,0.006769302301108837,0.00033887167228385806,0.001635722815990448,0.0008437603246420622,0.0004520096117630601,0.0009976322762668133,0.0002689114189706743,0.00048559813876636326,0.0004848738026339561,0.0019105651881545782,0.0016737856203690171,0.0006051447126083076,-46.4924817674138,-46.47436950881182,0.2,False,-1.5,False,True,
FM_MusicGen_medium_7OjXHfVoI64,fmc:7OjXHfVoI64,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_7OjXHfVoI64.wav,faa967988cdf8fd43d528e13a539b0fb2601018511ecceeef14d2af97f1429e9,0.008213130757212639,0.02641667053103447,0.02641667053103447,0.008213130757212639,0.0005176239064894617,0.0009004479506984353,0.000858230167068541,0.00029034126782789826,0.002256043255329132,0.0002646465436555445,0.00026526948204264045,0.0003967347729485482,0.0016377868596464396,0.001772550167515874,0.0004661241837311536,-24.469076707534473,-24.485303111265367,0.2,False,-1.5,False,True,
FM_mustango_C4MeKaeaPcU,fmc:C4MeKaeaPcU,mustango,unmixed_dataset/eval/FM_mustango_C4MeKaeaPcU.wav,61bb7fcf38d98ed9d3b401936554412e68f09be04737197d00cb594080e4c0a4,0.0051321531645953655,0.017062382772564888,0.017062382772564888,0.0051321531645953655,0.0004755090340040624,0.0006258743815124035,0.00041133075137622654,0.0004517987836152315,0.002486605430021882,7.085036486387253e-05,0.0008957026875577867,9.577791206538677e-05,0.0002177141432184726,0.0003777702513616532,0.0011147201294079423,-55.307899874852225,-55.313405378756116,0.2,False,-1.5,False,True,
FM_audioldm2_ALU-1AILj1c,fmc:ALU-1AILj1c,audioldm2,unmixed_dataset/eval/FM_audioldm2_ALU-1AILj1c.wav,0156317c479ad61273a13f45efa63261157edf99c43689af2a7defc293da6fc2,0.008473152294754982,0.017339292913675308,0.017339292913675308,0.008473152294754982,0.0003119325847364962,0.0003922371251974255,0.0002700689365155995,0.00021371345792431384,0.0006853045197203755,0.00017348954861517996,0.0004722692829091102,0.0002818838111124933,0.00027269875863566995,0.0005232824478298426,0.0006241151131689548,-50.34429008664019,-50.316609267523454,0.2,False,-1.5,False,True,
FM_musicldm_wBe5tW8iJew,fmc:wBe5tW8iJew,musicldm,unmixed_dataset/eval/FM_musicldm_wBe5tW8iJew.wav,57b5861766767e30546d9baa2d04f6b9b566ed355e7afd0fca1547d54d50bc69,0.007285214029252529,0.026184096932411194,0.026184096932411194,0.005366939585655928,0.000686175306327641,0.0015091289533302188,0.0007669586921110749,0.00017658779688645154,0.005345174577087164,3.941307295463048e-05,0.0008572457591071725,0.0001855053415056318,0.0006466715130954981,0.007285214029252529,0.0006897617131471634,-53.63835296820545,-53.618784924915246,0.2,False,-1.5,False,True,
FM_stable_audio_open_BqIZipifARo,fmc:BqIZipifARo,stable_audio_open,unmixed_dataset/eval/FM_stable_audio_open_BqIZipifARo.wav,dfecd9aad717d6d4f6033ed46e84c932f130509576474393d368f75ccda5d99d,0.015713175758719444,0.029117682948708534,0.029117682948708534,0.015713175758719444,0.0011206158669665456,0.001769867492839694,0.001299280789680779,0.0008681141771376133,0.0008263950003311038,0.00014527945313602686,0.00020657859568018466,0.000139415220473893,0.0003129035758320242,0.0004760936717502773,0.0003481734893284738,-61.95591385799894,-61.92785170356164,0.2,False,-1.5,False,True,
FM_MusicGen_medium_mu0dlj8ibA4,fmc:mu0dlj8ibA4,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_mu0dlj8ibA4.wav,30aa6f75621b801585c8355e12b434e329f5726cde20f7ae898792abf208a7fa,0.005211844574660063,0.12254507094621658,0.12254507094621658,0.005211844574660063,0.0009528161608614028,0.0010349818039685488,0.00038211868377402425,0.0003613482986111194,0.0004700098361354321,0.00011916906805709004,0.0007343232864513993,0.0005659314920194447,0.0006044610636308789,0.00020241834863554686,0.0030802905093878508,-42.11490930037797,-41.995120723124025,0.2,False,-1.5,False,True,
FM_mustango_kMNL4Y4XMhc,fmc:kMNL4Y4XMhc,mustango,unmixed_dataset/eval/FM_mustango_kMNL4Y4XMhc.wav,44467dc11f34af36cb49dce6eb759e76f280960312fa65c687e332483956da82,0.005832606926560402,0.022022193297743797,0.022022193297743797,0.005832606926560402,0.0006007187184877694,0.0005877975490875542,0.00036887681926600635,0.0004526792617980391,0.005421862471848726,0.00031009656959213316,0.0003836749237962067,0.00039591416134499013,0.00015574219287373126,0.0033448264002799988,0.0004920040955767035,-51.79112358686166,-51.78130503105902,0.2,False,-1.5,False,True,
FM_audioldm2_DvOA0K-DIFM,fmc:DvOA0K-DIFM,audioldm2,unmixed_dataset/eval/FM_audioldm2_DvOA0K-DIFM.wav,80e1cab9dadab1ede93817e0f720b04147bb9befef321f25f615b08c5effb201,0.012262205593287945,0.03498747944831848,0.03498747944831848,0.012262205593287945,0.0008300347835756838,0.0006484761252067983,0.0004411412519402802,0.0003611513238865882,0.0008048421586863697,0.0007868704269640148,0.00014380787615664303,9.254441829398274e-05,0.000296265963697806,0.0003408846678212285,0.0006747905863448977,-53.66364586465747,-53.67268318782105,0.2,False,-1.5,False,True,
FM_musicldm_xZukWGb52BI,fmc:xZukWGb52BI,musicldm,unmixed_dataset/eval/FM_musicldm_xZukWGb52BI.wav,499c7d3f65212ce74e8723d4cbef3412880000bb0cd040cfc14915535d12c04e,0.009220998734235764,0.026796868070960045,0.026796868070960045,0.009220998734235764,0.0006618869374506176,0.001429906697012484,0.0008407875429838896,0.0004718769050668925,0.004273076541721821,0.0006665612454526126,0.001048831851221621,0.00022561740479432046,0.0007942371885292232,0.004177664872258902,0.0011885988060384989,-52.888599338341,-52.87359720222206,0.2,False,-1.5,False,True,
FM_stable_audio_open_SW4cW2oU07U,fmc:SW4cW2oU07U,stable_audio_open,unmixed_dataset/eval/FM_stable_audio_open_SW4cW2oU07U.wav,8c30501e23f08dad93d8711399a0f519a81d7de8664a1b309a1dbd57bd3dfd7c,0.025239748880267143,0.02664177678525448,0.02664177678525448,0.025239748880267143,0.0006892781239002943,0.0019900579936802387,0.0005594794638454914,0.0008231115061789751,0.0011199830332770944,0.00039803129038773477,0.0006914136465638876,0.00024076657427940518,0.0026175689417868853,0.000748864549677819,0.0013629327295348048,-45.363411878117,-45.33615568468794,0.2,False,-1.5,False,True,
FM_MusicGen_medium_zyXa2tdBTGc,fmc:zyXa2tdBTGc,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_zyXa2tdBTGc.wav,02ee91594717004a4a03490089d784015217f93ec7ed6025397c6842f4146489,0.012462281621992588,0.03466925397515297,0.03466925397515297,0.012462281621992588,0.0008941332926042378,0.0012967817019671202,0.0005710016121156514,0.0001601290568942204,0.0029954907950013876,0.00016700878040865064,0.0003943246556445956,0.00015802508278284222,0.0012119699968025088,0.0012241598451510072,0.00047788917436264455,-58.92301673185436,-58.96538432648399,0.2,False,-1.5,False,True,
FM_mustango_Ypuv3htJlpg,fmc:Ypuv3htJlpg,mustango,unmixed_dataset/eval/FM_mustango_Ypuv3htJlpg.wav,5e665c19a68f06f3085c9f5c3892053d2248c63e0ccde8235c316d1b17500b03,0.012781033292412758,0.022874802350997925,0.022874802350997925,0.012781033292412758,0.0010320796864107251,0.0007806996582075953,0.000438548595411703,0.00014981496497057378,0.0006622403161600232,0.0002633819240145385,7.22141849109903e-05,0.00015677457849960774,0.0003376478562131524,0.00019377219723537564,0.001771101146005094,-26.542271451662508,-26.443041123219174,0.2,False,-1.5,False,True,
FM_audioldm2_AD5Tc2TDCmM,fmc:AD5Tc2TDCmM,audioldm2,unmixed_dataset/eval/FM_audioldm2_AD5Tc2TDCmM.wav,35ddd2a59a14005fef4b7017ebb6f4a323dd981838a9cbbbd3f49b55db5c9017,0.010072233155369759,0.03788914903998375,0.03788914903998375,0.010072233155369759,0.0003001781878992915,0.0002994061796925962,0.00018870980420615524,0.00012280930241104215,0.001262830221094191,0.00018640003690961748,0.00040085692307911813,0.00025730629567988217,9.342605335405096e-05,0.0006109605310484767,0.00030644400976598263,-42.97744356732025,-42.91845110123488,0.2,False,-1.5,False,True,
FM_musicldm_PKsdjH0RmsU,fmc:PKsdjH0RmsU,musicldm,unmixed_dataset/eval/FM_musicldm_PKsdjH0RmsU.wav,0662ac593ebc923e367aee58b336357ace898656d363091efffb331f69f02dae,0.015417848713696003,0.022000214084982872,0.022000214084982872,0.015417848713696003,0.0008880366804078221,0.0015605927910655737,0.0008264320204034448,0.00034606861299835145,0.002090793801471591,0.00014791672583669424,0.001282186945900321,0.000320437247864902,0.0024320625234395266,0.0007535212207585573,0.0014319528127089143,-57.515872166943396,-57.23865868226121,0.2,False,-1.5,False,True,
FM_stable_audio_open_O1EmHJyz5ds,fmc:O1EmHJyz5ds,stable_audio_open,unmixed_dataset/eval/FM_stable_audio_open_O1EmHJyz5ds.wav,8c9062536256eb55a1f003ff74e1455573153cf0aa592ec7b38e31cdc7deed76,0.011484527960419655,0.026013581082224846,0.026013581082224846,0.011484527960419655,0.0009852456860244274,0.0018547357758507133,0.0007973238825798035,0.0007702986476942897,0.001346804085187614,0.00019762828014791012,0.000922880251891911,0.0005502200219780207,0.0011034922208637,0.000835208804346621,0.0014949283795431256,-53.43653570709587,-53.4288079004766,0.2,False,-1.5,False,True,
FM_MusicGen_medium_xzgnLpKkvdg,fmc:xzgnLpKkvdg,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_xzgnLpKkvdg.wav,1aa5ec50cdbc1e75830075076eed5efcb167887b3f06301d8ba3b38a08da3671,0.04325827583670616,0.032254401594400406,0.04325827583670616,0.04325827583670616,0.00247474224306643,0.005255925934761763,0.0020277586299926043,0.0012813078938052058,0.012701122090220451,0.0009076521382667124,0.002056356519460678,0.0002868026786018163,0.005912845488637686,0.004166505299508572,0.005415093619376421,-53.11385432562287,-53.095105324391,0.2,False,-1.5,False,True,
FM_mustango_lNg2y6SRZPo,fmc:lNg2y6SRZPo,mustango,unmixed_dataset/eval/FM_mustango_lNg2y6SRZPo.wav,52362d0c2acfd1373bf631e176cb44eeb7d6fb3f9246da2d59490523df84f739,0.007957653142511845,0.022461287677288055,0.022461287677288055,0.007957653142511845,0.0002575397084001452,0.0001682470174273476,0.00012659547792281955,0.00011972135689575225,0.0005117110558785498,0.0004406066727824509,0.0001256730902241543,0.0002493166539352387,4.2986001062672585e-05,0.00017687580839265138,0.00010925970855168998,-51.92983418038723,-51.85631873371199,0.2,False,-1.5,False,True,
FM_audioldm2_axb48YrvRmw,fmc:axb48YrvRmw,audioldm2,unmixed_dataset/eval/FM_audioldm2_axb48YrvRmw.wav,ab1b6c6515b1207e1cbe28f0a340704d095e1adb3994b23e463c5783dbeb4d0c,0.03142644837498665,0.02981010638177395,0.03142644837498665,0.00305427354760468,0.0005629191291518509,0.0006868813070468605,0.00040578513289801776,0.0003727451548911631,0.0037485570646822453,0.00025350344367325306,0.00031738411053083837,0.0006794429500587285,0.00021524043404497206,0.03142644837498665,0.0003782518906518817,-53.99443884726982,-53.971932992203435,0.2,False,-1.5,False,True,
FM_musicldm_uZHE9b1WDuM,fmc:uZHE9b1WDuM,musicldm,unmixed_dataset/eval/FM_musicldm_uZHE9b1WDuM.wav,214fa6519ff8d6e2bc7a7fa2dd220e06f550ef56df5b9ed83e6a4dcfb16b2950,0.025698427110910416,0.026372799649834633,0.026372799649834633,0.025698427110910416,0.000879392959177494,0.0009747182484716177,0.00032731739338487387,0.000620781967882067,0.0010767068015411496,0.001363882445730269,0.0009982711635529995,0.000404314196202904,0.00010017665772465989,0.0010598651133477688,0.000554290774744004,-39.985960150562676,-39.903982655334,0.2,False,-1.5,False,True,
