BASE_ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,VOICE_SOURCE_KIND,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_CONTENT_ID,VOICE_REFERENCE_ID,VOICE_REFERENCE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,VOICE_PARQUET_SHARD,REPLAY_PLAYER,REPLAY_RECORDER,REPLAY_DISTANCE,MUSIC_SOURCE_KIND,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_PLATFORM,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SONICS_ORIGINAL_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,SNR_DB,OVERLAP_FRACTION,ORDER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE
atbv91_0010,0,0,,1,0,voice,voice_only,voice_real,voice_only__voice_real,echofake_real,echofake:EF_O_04113,872a113e05619c121443981500578cc9b3d1942205c2ab04ef8c113eed9f75f36c7da1ccf08b3e43252860d3a0229f029bb30fe1409cd63e0ef0d7ed1468e1c3,common_voice_en_75436.mp3,,,bonafide,EF_O_04113,echofake_voice/EF_O_04113.flac,open_set_eval-00000-of-00003.parquet,,,,,,,,,,,,not_applicable_voice_only_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0011,0,0,,1,0,voice,voice_only,voice_real,voice_only__voice_real,echofake_real,echofake:EF_O_04679,ed7bc388e31e57fda9e2493d0297ff1834bc81afa1faae955e91d18b58e81a2ce45d9859d58b3422759550e1abda12a4b3d1b47fdff9f9647e46ba8c26c14ddc,common_voice_en_28713421.mp3,,,bonafide,EF_O_04679,echofake_voice/EF_O_04679.flac,open_set_eval-00000-of-00003.parquet,,,,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0012,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_24982,48431a44c4a811c9cca95ce16d7d774a077575d02d0783f9de0aaccba690dc6a20e9d19f26fabdbf5edec96de08020a7eb50e224e67d655a757b984b8caa1848,common_voice_en_23274240.mp3,common_voice_en_23274240.mp3,4fa8a461efce3c04d90515450f1c28ecbc425533c2393d23d398d8d8087c667f291a47dcb16d56b1d5257e5080f69b30f912335dde217987641c2d5e655a600a,replay:CosyVoice2,EF_O_24982,echofake_voice/EF_O_24982.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,MacBook Pro 14-inch 2021,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0013,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_25123,d2f205e351d30ce4a273a066f3af5fb3dd96e6748de886904d4a3b0a9422a0914eed5beaea89f6f4fa52f3e00ff06dcf26f293715a92b2f8bb66b04f2c3bce2f,common_voice_en_25544689.mp3,common_voice_en_25544689.mp3,d44768b0a2ba19e5c8c21e1b2283760d8d1db48610491d609d6972e061a97ce1e6d7fb68777ee95e38e51806853e11fbe12a4befc278cf327ecd25395bbb03e0,replay:MaskGCT,EF_O_25123,echofake_voice/EF_O_25123.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,Xiaomi 13 Ultra,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0014,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03528,81600527df366e2df53933406f4a3c64aa997a436ca977b1bb809f25b3f3dee2ee518d6a74f763cf9f180c61929dd2f058c5002094e77417d9bfbf30ce3d6b5b,common_voice_en_21338228.mp3,common_voice_en_21338228.mp3,1da111283cdc905c82a9d25def7f18682a154008bb67476070741b31e2997f89322a70e77789370b04891a7cf0c84a3f3f569f89e4547f9a75f6d19b729bdfa3,replay:XTTS-v2,EF_T_03528,echofake_voice/EF_T_03528.flac,dev-00000-of-00001.parquet,MacBook Pro 14-inch 2021,iPhone 13 mini,50cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0015,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_19769,131bb42d7bbfb97700dac9107569e28a1c2a173c0923396309e1de5a1e4dc7873a070d1b81c0aeab7101fcfec84dca1d4dd738ee04bc0d109dca4e53a048858f,common_voice_en_27079283.mp3,common_voice_en_27079283.mp3,7141beb040e9cdfdb3d3591b12714d9b2472779225cd955551551aea0a9b98b7a91b13391d587b6a9b3ed3311de50d5f818f04b331c878319de3b4dea17f0cf5,replay:OpenVoice-V2,EF_O_19769,echofake_voice/EF_O_19769.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,MacBook Pro 14-inch 2021,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0016,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03125,530ba7c3ca68989f420e911531d9a7096d0513efe162d874cfaf7553db2a01574125928ceab24afe87598a20f613dabe4418bec8f21748d959c0ddbee0f0171c,common_voice_en_32872487.mp3,common_voice_en_32872487.mp3,ed75ae53db41cd7048e3de0469acaed9128a80e2686651af2e5a992af203768521afec500de0dbec5adb55edffe3f10ec1c1fb042f03142a511d3c57261a3b96,replay:SpeechT5,EF_T_03125,echofake_voice/EF_T_03125.flac,dev-00000-of-00001.parquet,MacBook Pro 14-inch 2021,Samsung Galaxy A54,15cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0017,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_23492,521019ae724c1ca98f6cbc88aadd1b544d03e7dfcfd86321c3acd65ba58126720400e3568a3dd7ed16f36873d020a644a35b4503e236358c7f9c912f4f183424,common_voice_en_24785571.mp3,common_voice_en_24785571.mp3,588979c8cc75304995545111a072823733acf8fb8d0218b41102964faf91e52844f3478e2824e334cc8daa0d3cb1cbe62149b0a783d5bf2d3da404bb56ada6a3,replay:FireRedTTS,EF_O_23492,echofake_voice/EF_O_23492.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,Xiaomi 13 Ultra,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0018,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03374,1dfe422c8f6b5cedc2c45e53e4e5ed39b8e0b0b8f76115219837efc5856659d24e75194a98a5c9434fc5a14b9d10fac625d7d5117900faee3e8f8a827cec76fd,common_voice_en_27196390.mp3,common_voice_en_27196390.mp3,8fc0eb2fce585c5234c75e00be7a6be635a7a04b7e181f362ace7f5acf7e42a74125393235b5008e34eb3bb6650b005724968f62618822e2247bc1bca5135470,replay:OpenAudio-S1-mini,EF_T_03374,echofake_voice/EF_T_03374.flac,dev-00000-of-00001.parquet,iPad Mini (7th generation),Samsung Galaxy A54,15cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0019,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_21525,79195d1dd6fa6f3c77a0ec8c783ac74f09b526667b952972b2940e5db3758a2812562397483f883eee4688f3a27c668650eef94342e23d7efa86877180490296,common_voice_en_22477461.mp3,common_voice_en_22477461.mp3,51737fe821932a1f9e4aa7b594d2e26412a8d3b1ab7a16ed6be8f9f1938ca7ca24508451b7e29f41a92a77cf8b1f508c37f8a3097e75e0f7c4e25f5d38c29076,replay:IndexTTS,EF_O_21525,echofake_voice/EF_O_21525.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,MacBook Pro 14-inch 2021,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0020,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03488,d3ed22cdbea3799ae3a5f5a38e8b965a3854a1b87eefb3181d85b2ecb671f4e82d55be32a5995825da3eae4bacaab96fa31e768ca22f7deb6aaf3904e46a1d0c,common_voice_en_24962597.mp3,common_voice_en_24962597.mp3,56025f59d8a91d0c05f223e4de1e75c32ad7d5faf6ba08b721992366fb085b676173b98d246d3c1519600b3758fde06f4515023c066cd5a7aa9ae905079240be,replay:LLaSA,EF_T_03488,echofake_voice/EF_T_03488.flac,dev-00000-of-00001.parquet,MacBook Pro 14-inch 2021,iPhone 13 mini,50cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0021,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03472,19edba7401f3c1fae0bd4f692934e87e090212991028ed563f27f553b5388690ab7a119dc6e7903d01374e09a6a192405d060d93f7342622c0ff15406bcb8a49,common_voice_en_20595774.mp3,common_voice_en_20595774.mp3,fdaca711a7f2b0a00ff4141984a43ca53387abd600f794815935e9b64066590e5cbf2dace2d369d617698ce42f07e48fad5a4503819c9f5742151bdf7de3aa25,replay:StyleTTS2,EF_T_03472,echofake_voice/EF_T_03472.flac,dev-00000-of-00001.parquet,iPad Mini (7th generation),Samsung Galaxy A54,15cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0022,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03626,74ed724b9a6ac745eeb5973de235e3dbcd85eb5c921335277b5c86692383048ee7f9144c9e135e73d45e08f053c74d8638bae10f2d7ae693300cc49e711da722,common_voice_en_30205324.mp3,common_voice_en_30205324.mp3,eeae84bcb5ed34a2c6eeafb09290c1801b54e5cb8a0bbdf15f3db5e1a8f09f37303892147450bfe27f87d5da50ed9b9f84e00c83347d86c22b9ac2b46ea3c5f0,replay:F5-TTS,EF_T_03626,echofake_voice/EF_T_03626.flac,dev-00000-of-00001.parquet,MacBook Pro 14-inch 2021,iPhone 13 mini,15cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0023,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_23722,371cecdbf3d157b9ecd7152275fe3a9653e9213440e5e258ca11ba5edfb1e2a61db1be1acf01455ee43dc275a586814e500097dcfdc987aa947b8e128e7f3f51,common_voice_en_24982918.mp3,common_voice_en_24982918.mp3,d1ba728ace1524cc9ddf8110217557ec75f52c117e28988f2260b49a2837fa8596e3003d433aa19966fe387e56411f4cb44e5534f96faaabd322dd09c577e300,replay:CosyVoice2,EF_O_23722,echofake_voice/EF_O_23722.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,Xiaomi 13 Ultra,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0024,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,081194,fma:81194,FMA,FMA,RM_081_081194,unmixed_dataset/eval/RM_081_081194.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0025,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,148984,fma:148984,FMA,FMA,RM_148_148984,unmixed_dataset/eval/RM_148_148984.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0026,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,154513,fma:154513,FMA,FMA,RM_154_154513,unmixed_dataset/eval/RM_154_154513.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0027,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,139458,fma:139458,FMA,FMA,RM_139_139458,unmixed_dataset/eval/RM_139_139458.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0028,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,112764,fma:112764,FMA,FMA,RM_112_112764,unmixed_dataset/eval/RM_112_112764.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0029,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,050273,fma:50273,FMA,FMA,RM_050_050273,unmixed_dataset/eval/RM_050_050273.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0030,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,028426,fma:28426,FMA,FMA,RM_028_028426,unmixed_dataset/eval/RM_028_028426.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0031,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,060474,fma:60474,FMA,FMA,RM_060_060474,unmixed_dataset/eval/RM_060_060474.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0032,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,003618,fma:3618,FMA,FMA,RM_003_003618,unmixed_dataset/eval/RM_003_003618.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0033,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,149669,fma:149669,FMA,FMA,RM_149_149669,unmixed_dataset/eval/RM_149_149669.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0034,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,110688,fma:110688,FMA,FMA,RM_110_110688,unmixed_dataset/eval/RM_110_110688.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0035,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,047708,fma:47708,FMA,FMA,RM_047_047708,unmixed_dataset/eval/RM_047_047708.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0036,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_audioldm2_Ou2rEaq28PM,fmc:Ou2rEaq28PM,audioldm2,FakeMusicCaps,FM_audioldm2_Ou2rEaq28PM,unmixed_dataset/eval/FM_audioldm2_Ou2rEaq28PM.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0037,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_mustango_SCcryBmDGPw,fmc:SCcryBmDGPw,mustango,FakeMusicCaps,FM_mustango_SCcryBmDGPw,unmixed_dataset/eval/FM_mustango_SCcryBmDGPw.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0038,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_stable_audio_open_RUUZzoeVrK4,fmc:RUUZzoeVrK4,stable_audio_open,FakeMusicCaps,FM_stable_audio_open_RUUZzoeVrK4,unmixed_dataset/eval/FM_stable_audio_open_RUUZzoeVrK4.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0039,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_MusicGen_medium_2wGkbHl3IUE,fmc:2wGkbHl3IUE,MusicGen_medium,FakeMusicCaps,FM_MusicGen_medium_2wGkbHl3IUE,unmixed_dataset/eval/FM_MusicGen_medium_2wGkbHl3IUE.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0040,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_musicldm_sH_nDqYVq5E,fmc:sH_nDqYVq5E,musicldm,FakeMusicCaps,FM_musicldm_sH_nDqYVq5E,unmixed_dataset/eval/FM_musicldm_sH_nDqYVq5E.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0041,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_audioldm2_NDJEKij2qOg,fmc:NDJEKij2qOg,audioldm2,FakeMusicCaps,FM_audioldm2_NDJEKij2qOg,unmixed_dataset/eval/FM_audioldm2_NDJEKij2qOg.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv91_0042,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_mustango_iCHskFoUvbw,fmc:iCHskFoUvbw,mustango,FakeMusicCaps,FM_mustango_iCHskFoUvbw,unmixed_dataset/eval/FM_mustango_iCHskFoUvbw.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
