filepath,target,ID,DATASET
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1234846_fake_22728_suno_1.wav,1,FS-FM_LA_D_1234846_fake_22728_suno_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1234846_fake_45879_udio_1.wav,1,FS-FM_LA_D_1234846_fake_45879_udio_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1252794_fake_23468_suno_1.wav,1,FS-FM_LA_D_1252794_fake_23468_suno_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1325941_L1fxVVl_1bM.wav,1,FS-FM_LA_D_1325941_L1fxVVl_1bM,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1350597_rFE_bKOr1W0.wav,1,FS-FM_LA_D_1350597_rFE_bKOr1W0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1352656_ECP7EJka6N8.wav,1,FS-FM_LA_D_1352656_ECP7EJka6N8,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1354501_4ufDENm_ECk.wav,1,FS-FM_LA_D_1354501_4ufDENm_ECk,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1367292_hlHb9HwNxk8.wav,1,FS-FM_LA_D_1367292_hlHb9HwNxk8,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1367292_k4ttuqKjiw0.wav,1,FS-FM_LA_D_1367292_k4ttuqKjiw0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1367292_ohikUtjUN7c.wav,1,FS-FM_LA_D_1367292_ohikUtjUN7c,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1579120_2CzfBZ1mYBs.wav,1,FS-FM_LA_D_1579120_2CzfBZ1mYBs,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1630961_-oP-XX28B0s.wav,1,FS-FM_LA_D_1630961_-oP-XX28B0s,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1630961_ad6gQQ_0evk.wav,1,FS-FM_LA_D_1630961_ad6gQQ_0evk,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1681095_fake_18248_udio_1.wav,1,FS-FM_LA_D_1681095_fake_18248_udio_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1681095_oXBGZoBYaLY.wav,1,FS-FM_LA_D_1681095_oXBGZoBYaLY,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1685935_NwUJe24OxC8.wav,1,FS-FM_LA_D_1685935_NwUJe24OxC8,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1685935_OkcBJawiIHA.wav,1,FS-FM_LA_D_1685935_OkcBJawiIHA,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1685935_fake_09441_udio_0.wav,1,FS-FM_LA_D_1685935_fake_09441_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1695224_u0lm58cet1g.wav,1,FS-FM_LA_D_1695224_u0lm58cet1g,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1714107_GFJNgqcX7u0.wav,1,FS-FM_LA_D_1714107_GFJNgqcX7u0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1714907_fake_20874_udio_0.wav,1,FS-FM_LA_D_1714907_fake_20874_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1714907_yOVaak2hemM.wav,1,FS-FM_LA_D_1714907_yOVaak2hemM,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1734325_fake_35833_udio_0.wav,1,FS-FM_LA_D_1734325_fake_35833_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1764899_KfLxBjl-aBU.wav,1,FS-FM_LA_D_1764899_KfLxBjl-aBU,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1828116_YuiQRYaF9SA.wav,1,FS-FM_LA_D_1828116_YuiQRYaF9SA,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1845654_XzTBNfQ7_GA.wav,1,FS-FM_LA_D_1845654_XzTBNfQ7_GA,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1848103_xgXd06kKFIQ.wav,1,FS-FM_LA_D_1848103_xgXd06kKFIQ,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1862965_Y1ItBiA8nKU.wav,1,FS-FM_LA_D_1862965_Y1ItBiA8nKU,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1862965_ZwLfj7tvpdc.wav,1,FS-FM_LA_D_1862965_ZwLfj7tvpdc,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1869677_fake_10214_suno_1.wav,1,FS-FM_LA_D_1869677_fake_10214_suno_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1869677_fake_23757_suno_1.wav,1,FS-FM_LA_D_1869677_fake_23757_suno_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1949097_hRQJgZVxRX0.wav,1,FS-FM_LA_D_1949097_hRQJgZVxRX0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1951579_WJORWlj6BW8.wav,1,FS-FM_LA_D_1951579_WJORWlj6BW8,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1985217__AVegKwklcg.wav,1,FS-FM_LA_D_1985217__AVegKwklcg,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_1992558_Uu8m1oOWkiE.wav,1,FS-FM_LA_D_1992558_Uu8m1oOWkiE,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2054506_gigxzYegRqM.wav,1,FS-FM_LA_D_2054506_gigxzYegRqM,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2077190_wQN7fRaPl2A.wav,1,FS-FM_LA_D_2077190_wQN7fRaPl2A,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2077274_ESbtW0CUmp4.wav,1,FS-FM_LA_D_2077274_ESbtW0CUmp4,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2077274_bsz_enSJSVk.wav,1,FS-FM_LA_D_2077274_bsz_enSJSVk,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2080989_9ZeoYezrI7Q.wav,1,FS-FM_LA_D_2080989_9ZeoYezrI7Q,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2080989_fake_21500_udio_0.wav,1,FS-FM_LA_D_2080989_fake_21500_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2080989_hSSzn4bIwZg.wav,1,FS-FM_LA_D_2080989_hSSzn4bIwZg,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2083927_E_kgtQ93Q1s.wav,1,FS-FM_LA_D_2083927_E_kgtQ93Q1s,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2083927_fake_40088_suno_1.wav,1,FS-FM_LA_D_2083927_fake_40088_suno_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2083927_zwfo7wnXdjs.wav,1,FS-FM_LA_D_2083927_zwfo7wnXdjs,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2111647_4gEmWJCPZGo.wav,1,FS-FM_LA_D_2111647_4gEmWJCPZGo,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2155597_UxrAsZ7Z09Y.wav,1,FS-FM_LA_D_2155597_UxrAsZ7Z09Y,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2165495_GQz_u0Vc8Os.wav,1,FS-FM_LA_D_2165495_GQz_u0Vc8Os,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2223464_vsXs3GUrw64.wav,1,FS-FM_LA_D_2223464_vsXs3GUrw64,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2284177_fake_24761_udio_0.wav,1,FS-FM_LA_D_2284177_fake_24761_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2284177_fake_43689_suno_1.wav,1,FS-FM_LA_D_2284177_fake_43689_suno_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2287702_fake_22455_suno_1.wav,1,FS-FM_LA_D_2287702_fake_22455_suno_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2287702_v582kPp43Mg.wav,1,FS-FM_LA_D_2287702_v582kPp43Mg,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2289504_fake_36846_udio_0.wav,1,FS-FM_LA_D_2289504_fake_36846_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2289504_ywuR9AfpA_E.wav,1,FS-FM_LA_D_2289504_ywuR9AfpA_E,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2347486_9gSOOPDuD4Y.wav,1,FS-FM_LA_D_2347486_9gSOOPDuD4Y,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2368822_3PuzzYmTDA4.wav,1,FS-FM_LA_D_2368822_3PuzzYmTDA4,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2368822_iS8YQGp2_ng.wav,1,FS-FM_LA_D_2368822_iS8YQGp2_ng,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2406653_fake_15651_udio_1.wav,1,FS-FM_LA_D_2406653_fake_15651_udio_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2410631_C6ws4MxOH2Y.wav,1,FS-FM_LA_D_2410631_C6ws4MxOH2Y,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2410631_Wil8e6kBxe8.wav,1,FS-FM_LA_D_2410631_Wil8e6kBxe8,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2410631_fake_45535_udio_0.wav,1,FS-FM_LA_D_2410631_fake_45535_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2468032_O6xMQnKJROc.wav,1,FS-FM_LA_D_2468032_O6xMQnKJROc,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2468278_RS43EP1EXz4.wav,1,FS-FM_LA_D_2468278_RS43EP1EXz4,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2473428_RXGDlFry3Vo.wav,1,FS-FM_LA_D_2473428_RXGDlFry3Vo,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2473428_WRZGYDh7qRo.wav,1,FS-FM_LA_D_2473428_WRZGYDh7qRo,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2479276_QUtyeIooCy4.wav,1,FS-FM_LA_D_2479276_QUtyeIooCy4,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2479276_fake_47838_udio_0.wav,1,FS-FM_LA_D_2479276_fake_47838_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2496514_JPVRBbdykSw.wav,1,FS-FM_LA_D_2496514_JPVRBbdykSw,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2496514_K6DSH7MSeOA.wav,1,FS-FM_LA_D_2496514_K6DSH7MSeOA,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2533846_VSAbMy1Rlio.wav,1,FS-FM_LA_D_2533846_VSAbMy1Rlio,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2650745_fake_50405_udio_0.wav,1,FS-FM_LA_D_2650745_fake_50405_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2650745_fcpVyvn5vKk.wav,1,FS-FM_LA_D_2650745_fcpVyvn5vKk,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2657639_fake_34855_udio_0.wav,1,FS-FM_LA_D_2657639_fake_34855_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2667973_NhVkzcCL0SA.wav,1,FS-FM_LA_D_2667973_NhVkzcCL0SA,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2742354_qpt3umHYfmY.wav,1,FS-FM_LA_D_2742354_qpt3umHYfmY,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2764046_C7OIuhWSbjU.wav,1,FS-FM_LA_D_2764046_C7OIuhWSbjU,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2769521_wLQiZ-0VW4c.wav,1,FS-FM_LA_D_2769521_wLQiZ-0VW4c,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2878681_fake_38483_udio_0.wav,1,FS-FM_LA_D_2878681_fake_38483_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2878681_wMN-Xp9IMUw.wav,1,FS-FM_LA_D_2878681_wMN-Xp9IMUw,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2921930_RxmGtt0YzYY.wav,1,FS-FM_LA_D_2921930_RxmGtt0YzYY,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_2937244_D8zK7PHIkgA.wav,1,FS-FM_LA_D_2937244_D8zK7PHIkgA,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3027433_fake_16694_udio_0.wav,1,FS-FM_LA_D_3027433_fake_16694_udio_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3035824_fake_15940_suno_0.wav,1,FS-FM_LA_D_3035824_fake_15940_suno_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3042444_fake_38399_udio_1.wav,1,FS-FM_LA_D_3042444_fake_38399_udio_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3042444_ue1sgGEvkwE.wav,1,FS-FM_LA_D_3042444_ue1sgGEvkwE,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3065329_0ewWspUqB6Y.wav,1,FS-FM_LA_D_3065329_0ewWspUqB6Y,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3088084_jFek2xLbEww.wav,1,FS-FM_LA_D_3088084_jFek2xLbEww,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3088084_wZopmfXTtxw.wav,1,FS-FM_LA_D_3088084_wZopmfXTtxw,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3122333_2T1P9ovsl4A.wav,1,FS-FM_LA_D_3122333_2T1P9ovsl4A,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3134629_fake_09771_suno_1.wav,1,FS-FM_LA_D_3134629_fake_09771_suno_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3193424_pSzTPGlNa5U.wav,1,FS-FM_LA_D_3193424_pSzTPGlNa5U,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3257829_NPXZIqxKvXA.wav,1,FS-FM_LA_D_3257829_NPXZIqxKvXA,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3257829_t5fW1-6iXZY.wav,1,FS-FM_LA_D_3257829_t5fW1-6iXZY,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3260017_fake_39829_suno_0.wav,1,FS-FM_LA_D_3260017_fake_39829_suno_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3334894_VjbRot21Hq0.wav,1,FS-FM_LA_D_3334894_VjbRot21Hq0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3384993_07-vpXo91XM.wav,1,FS-FM_LA_D_3384993_07-vpXo91XM,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3457413_fake_43665_suno_1.wav,1,FS-FM_LA_D_3457413_fake_43665_suno_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3491832_PFa1XVCgPgM.wav,1,FS-FM_LA_D_3491832_PFa1XVCgPgM,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3499981_fake_50619_suno_0.wav,1,FS-FM_LA_D_3499981_fake_50619_suno_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3562536_5JRvGMTjEzQ.wav,1,FS-FM_LA_D_3562536_5JRvGMTjEzQ,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3607908_KB4e9v_5uTE.wav,1,FS-FM_LA_D_3607908_KB4e9v_5uTE,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3617952_3KQy3Cajo4E.wav,1,FS-FM_LA_D_3617952_3KQy3Cajo4E,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3617952_fake_15149_suno_0.wav,1,FS-FM_LA_D_3617952_fake_15149_suno_0,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3680733_fake_50911_suno_1.wav,1,FS-FM_LA_D_3680733_fake_50911_suno_1,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3693157_NxdQtpceXaI.wav,1,FS-FM_LA_D_3693157_NxdQtpceXaI,mixfake_music_dev_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_3703829_Wp5AiCmbQjA.wav,1,FS-FM_LA_D_3703829_Wp5AiCmbQjA,mixfake_music_dev_v1
