scheme,fw,ow,factorial_file,factorial_ads,target,phone_file,phone_ads,yue_file,yue_ads
logit,0.3,0.2,0.19999999999999998,0.7885714285714286,0.43999999999999995,0.11757142857142855,0.8574642857142858,0.15421195652173914,0.849251548620851
logit,0.3,0.3,0.20763636363636362,0.7847532467532468,0.43999999999999995,0.11585714285714288,0.8583214285714286,0.14877717391304346,0.8519689399251986
logit,0.3,0.4,0.20945454545454545,0.7838441558441558,0.4,0.12414285714285717,0.8541785714285715,0.12771739130434784,0.8624988312295465
logit,0.4,0.0,0.20763636363636362,0.7847532467532468,0.36,0.11171428571428571,0.8603928571428572,0.18070652173913043,0.8360042660121552
logit,0.4,0.1,0.20763636363636362,0.7847532467532468,0.36,0.11242857142857143,0.8600357142857143,0.18070652173913043,0.8360042660121552
logit,0.4,0.2,0.19999999999999998,0.7885714285714286,0.36,0.10999999999999999,0.8612500000000001,0.18070652173913043,0.8360042660121552
logit,0.4,0.3,0.2018181818181818,0.7876623376623376,0.36,0.11171428571428571,0.8603928571428572,0.12771739130434784,0.8624988312295465
logit,0.4,0.4,0.20763636363636362,0.7847532467532468,0.36,0.10757142857142854,0.8624642857142858,0.12771739130434784,0.8624988312295465
logit,0.5,0.0,0.20945454545454545,0.7838441558441558,0.31999999999999995,0.12171428571428572,0.8553928571428572,0.18070652173913043,0.8360042660121552
logit,0.5,0.1,0.20945454545454545,0.7838441558441558,0.4,0.11171428571428571,0.8603928571428572,0.18070652173913043,0.8360042660121552
logit,0.5,0.2,0.20763636363636362,0.7847532467532468,0.36,0.10757142857142854,0.8624642857142858,0.18070652173913043,0.8360042660121552
logit,0.5,0.3,0.20763636363636362,0.7847532467532468,0.36,0.10999999999999999,0.8612500000000001,0.15964673913043476,0.846534157316503
logit,0.5,0.4,0.20763636363636362,0.7847532467532468,0.36,0.10414285714285715,0.8641785714285715,0.14877717391304346,0.8519689399251986
prob,0.0,0.0,0.24763636363636365,0.7647532467532467,0.48,0.20414285714285713,0.8141785714285714,0.15421195652173914,0.849251548620851
prob,0.0,0.1,0.23818181818181816,0.7694805194805194,0.48,0.19414285714285714,0.8191785714285714,0.15421195652173914,0.849251548620851
prob,0.0,0.2,0.24,0.7685714285714286,0.43999999999999995,0.19414285714285714,0.8191785714285714,0.12771739130434784,0.8624988312295465
prob,0.0,0.3,0.23236363636363638,0.7723896103896104,0.43999999999999995,0.1917142857142857,0.8203928571428571,0.12771739130434784,0.8624988312295465
prob,0.0,0.4,0.23236363636363638,0.7723896103896104,0.43999999999999995,0.18414285714285714,0.8241785714285714,0.12771739130434784,0.8624988312295465
prob,0.025,0.0,0.24,0.7685714285714286,0.48,0.19999999999999998,0.81625,0.15421195652173914,0.849251548620851
prob,0.025,0.1,0.23818181818181816,0.7694805194805194,0.48,0.19414285714285714,0.8191785714285714,0.15421195652173914,0.849251548620851
prob,0.025,0.2,0.23818181818181816,0.7694805194805194,0.43999999999999995,0.19242857142857142,0.8200357142857143,0.12771739130434784,0.8624988312295465
prob,0.025,0.3,0.23236363636363638,0.7723896103896104,0.43999999999999995,0.18585714285714286,0.8233214285714286,0.12771739130434784,0.8624988312295465
prob,0.025,0.4,0.23236363636363638,0.7723896103896104,0.4,0.18414285714285714,0.8241785714285714,0.12771739130434784,0.8624988312295465
prob,0.05,0.0,0.24,0.7685714285714286,0.48,0.2017142857142857,0.8153928571428571,0.15421195652173914,0.849251548620851
prob,0.05,0.1,0.23818181818181816,0.7694805194805194,0.48,0.1917142857142857,0.8203928571428571,0.15421195652173914,0.849251548620851
prob,0.05,0.2,0.23818181818181816,0.7694805194805194,0.43999999999999995,0.18999999999999997,0.82125,0.12771739130434784,0.8624988312295465
prob,0.05,0.3,0.23236363636363638,0.7723896103896104,0.43999999999999995,0.1817142857142857,0.8253928571428572,0.12771739130434784,0.8624988312295465
prob,0.05,0.4,0.23236363636363638,0.7723896103896104,0.43999999999999995,0.18414285714285714,0.8241785714285714,0.12771739130434784,0.8624988312295465
prob,0.075,0.0,0.24,0.7685714285714286,0.48,0.2017142857142857,0.8153928571428571,0.15421195652173914,0.849251548620851
prob,0.075,0.1,0.23818181818181816,0.7694805194805194,0.48,0.18999999999999997,0.82125,0.14877717391304346,0.8519689399251986
prob,0.075,0.2,0.23818181818181816,0.7694805194805194,0.43999999999999995,0.1882857142857143,0.8221071428571429,0.12771739130434784,0.8624988312295465
prob,0.075,0.3,0.23236363636363638,0.7723896103896104,0.43999999999999995,0.18000000000000002,0.82625,0.12771739130434784,0.8624988312295465
prob,0.075,0.4,0.21527272727272728,0.7809350649350649,0.43999999999999995,0.18414285714285714,0.8241785714285714,0.12771739130434784,0.8624988312295465
prob,0.1,0.0,0.24181818181818182,0.7676623376623376,0.48,0.19828571428571432,0.8171071428571429,0.15421195652173914,0.849251548620851
prob,0.1,0.1,0.23818181818181816,0.7694805194805194,0.48,0.1882857142857143,0.8221071428571429,0.14877717391304346,0.8519689399251986
prob,0.1,0.2,0.23236363636363638,0.7723896103896104,0.43999999999999995,0.18414285714285714,0.8241785714285714,0.12771739130434784,0.8624988312295465
prob,0.1,0.3,0.2229090909090909,0.7771168831168831,0.43999999999999995,0.18000000000000002,0.82625,0.12771739130434784,0.8624988312295465
prob,0.1,0.4,0.21527272727272728,0.7809350649350649,0.43999999999999995,0.1824285714285714,0.8250357142857143,0.12771739130434784,0.8624988312295465
prob,0.15,0.0,0.24181818181818182,0.7676623376623376,0.52,0.19414285714285714,0.8191785714285714,0.15964673913043476,0.846534157316503
prob,0.15,0.1,0.24,0.7685714285714286,0.48,0.18585714285714286,0.8233214285714286,0.15421195652173914,0.849251548620851
prob,0.15,0.2,0.23236363636363638,0.7723896103896104,0.43999999999999995,0.1782857142857143,0.8271071428571429,0.12771739130434784,0.8624988312295465
prob,0.15,0.3,0.22472727272727272,0.7762077922077922,0.4,0.17757142857142857,0.8274642857142858,0.12771739130434784,0.8624988312295465
prob,0.15,0.4,0.22472727272727272,0.7762077922077922,0.43999999999999995,0.18000000000000002,0.82625,0.12771739130434784,0.8624988312295465
prob,0.2,0.0,0.24763636363636365,0.7647532467532467,0.52,0.1882857142857143,0.8221071428571429,0.18070652173913043,0.8360042660121552
prob,0.2,0.1,0.24,0.7685714285714286,0.48,0.18000000000000002,0.82625,0.14877717391304346,0.8519689399251986
prob,0.2,0.2,0.23236363636363638,0.7723896103896104,0.43999999999999995,0.17585714285714285,0.8283214285714287,0.12771739130434784,0.8624988312295465
prob,0.2,0.3,0.22472727272727272,0.7762077922077922,0.43999999999999995,0.17585714285714285,0.8283214285714287,0.12771739130434784,0.8624988312295465
prob,0.2,0.4,0.22472727272727272,0.7762077922077922,0.43999999999999995,0.18000000000000002,0.82625,0.12771739130434784,0.8624988312295465
prob,0.3,0.0,0.24181818181818182,0.7676623376623376,0.43999999999999995,0.18414285714285714,0.8241785714285714,0.1861413043478261,0.8332868747078073
prob,0.3,0.1,0.24,0.7685714285714286,0.43999999999999995,0.17414285714285713,0.8291785714285714,0.15964673913043476,0.846534157316503
prob,0.3,0.2,0.22472727272727272,0.7762077922077922,0.43999999999999995,0.17171428571428568,0.8303928571428572,0.12771739130434784,0.8624988312295465
prob,0.3,0.3,0.21527272727272728,0.7809350649350649,0.43999999999999995,0.17585714285714285,0.8283214285714287,0.12771739130434784,0.8624988312295465
prob,0.3,0.4,0.2229090909090909,0.7771168831168831,0.4,0.17414285714285713,0.8291785714285714,0.12771739130434784,0.8624988312295465
prob,0.4,0.0,0.24181818181818182,0.7676623376623376,0.43999999999999995,0.15171428571428575,0.8403928571428572,0.1861413043478261,0.8332868747078073
prob,0.4,0.1,0.23818181818181816,0.7694805194805194,0.43999999999999995,0.1582857142857143,0.8371071428571428,0.18070652173913043,0.8360042660121552
prob,0.4,0.2,0.2229090909090909,0.7771168831168831,0.43999999999999995,0.1582857142857143,0.8371071428571428,0.12771739130434784,0.8624988312295465
prob,0.4,0.3,0.20763636363636362,0.7847532467532468,0.4,0.16585714285714287,0.8333214285714285,0.12771739130434784,0.8624988312295465
prob,0.4,0.4,0.22472727272727272,0.7762077922077922,0.4,0.16828571428571432,0.8321071428571428,0.14877717391304346,0.8519689399251986
prob,0.5,0.0,0.24,0.7685714285714286,0.4,0.1482857142857143,0.8421071428571428,0.1861413043478261,0.8332868747078073
prob,0.5,0.1,0.23236363636363638,0.7723896103896104,0.36,0.12585714285714283,0.8533214285714286,0.18070652173913043,0.8360042660121552
prob,0.5,0.2,0.2229090909090909,0.7771168831168831,0.36,0.14757142857142858,0.8424642857142858,0.14877717391304346,0.8519689399251986
prob,0.5,0.3,0.20945454545454545,0.7838441558441558,0.4,0.15000000000000002,0.84125,0.12771739130434784,0.8624988312295465
prob,0.5,0.4,0.22472727272727272,0.7762077922077922,0.4,0.16000000000000003,0.83625,0.14877717391304346,0.8519689399251986
