KIND,label,label_name,source_id,utt_id,speaker,content_id,reference_id,reference_speaker,generator,parquet,parquet_shard,archive_member,group,archive_id,semantic_status
voice,0,bonafide,echofake:EF_D_00045,EF_D_00045,89e3f31dc328caed0b147540ad6398418c75f75bdcf673586efef31d787b0b658cce3fc5db0148d0e1c93c01217d5d2b751ed3b99fa19cb22f95fcd814f8968b,common_voice_en_20304387.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00045.flac,,,
voice,0,bonafide,echofake:EF_D_00047,EF_D_00047,6bcba9d911ce6949b406e4c57efee657878625fa3b17ce7d98a51ea21f2e2771c408f01a0f5694d7aa50bf6ec8ad54905386f36a22ec7850e07455d718c2b082,common_voice_en_29864042.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00047.flac,,,
voice,0,bonafide,echofake:EF_D_00048,EF_D_00048,cf98014ffd3caad842317e01d6f3f56f6837ddee465ab945e61aa2d1390a707779591a41b4d5d0df7a66cec4858289fbcccd274002e38e091c9aca33e39c2d87,common_voice_en_20540987.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00048.flac,,,
voice,0,bonafide,echofake:EF_D_00055,EF_D_00055,7aeb4aabb75a38e08e89831fc1876fb96b3c39c757b2caa06eb08e546f228d66b417da1511816d9a2f182836be79531cef3fb7c705c826ddbb0bd8492e4266cc,common_voice_en_18706406.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00055.flac,,,
voice,0,bonafide,echofake:EF_D_00056,EF_D_00056,dbf38ca5b331ca7880c32d9b8f784b1487c48c3f0ed2143909c2eb18c1e1b788e048b96d3f10678327176ae1e5e7f34e0b107cc01620169d3868bdf20241c102,common_voice_en_18931252.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00056.flac,,,
voice,0,bonafide,echofake:EF_D_00057,EF_D_00057,c9cd71124c98fd8d1c2453e3e9f55578bd8b680720fc32b385bc4e553be4c0184134b2507b530d6cb30cf11c53f2ac61d2bab7771c9c4774b50447ef119089d9,common_voice_en_19699552.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00057.flac,,,
voice,0,bonafide,echofake:EF_D_00061,EF_D_00061,8461f2a9f77c815c7240f39301dfe824c9b47c3cfc267a1ddeba1aa0254defa1506efa3fe8b38986ae0d611faf7c0a117440fae719105364a04398657441ddc3,common_voice_en_23657537.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00061.flac,,,
voice,0,bonafide,echofake:EF_D_00068,EF_D_00068,ea7d4f67f5be8964a8531f9379b02798ce8d690f5a4223b5821485d66307d8218feec1a8aa5e509cc795faefb2e731e80a18f241360ac43362115069814579a4,common_voice_en_26553451.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00068.flac,,,
voice,0,bonafide,echofake:EF_D_00069,EF_D_00069,70a3813a5e4b61793de2b18a88ecd18b7c1ee66b30129aae13f1bb3795cc76516719f4d3b93783fcd7f871b37da7138657bb5d652c3d127e89421614ac675838,common_voice_en_21179507.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00069.flac,,,
voice,0,bonafide,echofake:EF_D_00077,EF_D_00077,1326a987baff8d25521060cea1bf880da61d63d99a956c9bbcd02864fa00f7684f89ca45c373050410bf5b67cadf52f0bfaa91f28cf0374549216b73bd8e1132,common_voice_en_24104144.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00077.flac,,,
voice,0,bonafide,echofake:EF_D_00078,EF_D_00078,f836aaeba992733915cb898189e39e657d7b5656da658d238684f61cd8f73423c53339cc86849357a1eb98f7e57eb8526b194e6fd572e80494e100b7690a9ba6,common_voice_en_28592539.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00078.flac,,,
voice,0,bonafide,echofake:EF_D_00079,EF_D_00079,45ec47ca272d8a4f086ae9519a762987a7d5e1440533b673441d443377aecaa99d8a1a7a2e453c85d885ea87cec71c37f20968aed3945ff25913a39e45700d22,common_voice_en_31555400.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00079.flac,,,
voice,0,bonafide,echofake:EF_D_00080,EF_D_00080,15a8b24be48d15f01a1b5b680eda5652401a8a35f6540aa356c7dc5a5462481448c35c4dc10d047e153bec6ac50c7c22f3d729fc35dd124491333d8c3a127f4d,common_voice_en_31436758.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00080.flac,,,
voice,0,bonafide,echofake:EF_D_00086,EF_D_00086,feda7e1cc7f6876213ec0b603d0d7acd1b1bcb64310d81d9cef6df0c849d1b8741b0b234dcd2c284d18ba278529509b68b23a19ea8c069e451ab657e3d1c53bd,common_voice_en_27787071.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00086.flac,,,
voice,0,bonafide,echofake:EF_D_00089,EF_D_00089,d8d184993f0d4168eb99b76ce2bf9bd9a6c0ad19090d6ed45cdcb16541fe990688ed6d6c1e5f8c3904c04733018c45f6a261c020086c62181d193d58f8b7e21c,common_voice_en_19797291.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00089.flac,,,
voice,0,bonafide,echofake:EF_D_00090,EF_D_00090,3c3b13e26c67af85c87a4acfbb5e9b27fe9e05f6251dcdfc9177c6f4dbe86b8870a30334f521b3e7524060b8a1751b3020f9bd7483d3059694e079a73660c794,common_voice_en_20818104.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00090.flac,,,
voice,0,bonafide,echofake:EF_D_00093,EF_D_00093,bf643b955f123ef9dcc5e7c5804e9ec6d78907606599bca2e87ca324efef958f062de6d6ce22da7bd9ee4750da72096b7345f65f52343424dbd981244ff8a1f3,common_voice_en_24544716.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00093.flac,,,
voice,0,bonafide,echofake:EF_D_00095,EF_D_00095,7674f069ee9b80449edca686ff12066bae1b191d61464fca38d382ac857f43320fa3a237631326ad36678395ddcc12bf41ffa5dbead93af981bfd1292f5ce1fd,common_voice_en_23650758.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00095.flac,,,
voice,0,bonafide,echofake:EF_D_00098,EF_D_00098,73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882,common_voice_en_30536501.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00098.flac,,,
voice,0,bonafide,echofake:EF_D_00099,EF_D_00099,9a5220ced3987b25a0425406143ccd4356f34551c8d9f981813225d1697c4032db6956e157316c85f3001eefcfcfbb5769ee719a65aa098c2e965ecacd17cd12,common_voice_en_171730.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00099.flac,,,
voice,0,bonafide,echofake:EF_D_00104,EF_D_00104,63cf30b62eb97a124a87e6746a63af766deebf3bf3f4077c8a8652957bc406d3ff8534636cdf0bf4b6e2788d92f1b5c8623d09b2e43cc77bc663b92788724a0c,common_voice_en_19771176.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00104.flac,,,
voice,0,bonafide,echofake:EF_D_00115,EF_D_00115,85e0e413b7301b135301112050e0aea15227e08c458bfd13905cad40cad1281e4c0403e48f275a5cad6556a45d8384174030d95d56bb23483650cdd4fdda02cc,common_voice_en_36409044.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00115.flac,,,
voice,0,bonafide,echofake:EF_D_00116,EF_D_00116,f5dea994b99c0568c9dc2e2d5b34c70ba0d88c7a1578c067b2e4273d449d56f6674a388f759ac73dd3009007e1e491d614504b4bb149baa942c248cb118c2b2a,common_voice_en_19766470.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00116.flac,,,
voice,0,bonafide,echofake:EF_D_00118,EF_D_00118,8cc854ed26469f6179ce93e279a6ce6c2858d1663dbe9200ddd254ac4146b32298227fb61bbc3a1c11682c0b357e4cd3a91d59d0f16f90c68a740151926c52ed,common_voice_en_20638500.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00118.flac,,,
voice,0,bonafide,echofake:EF_D_00122,EF_D_00122,546faca6bbdebf85e2eb04ff654a66bea98cad8be547d39fdeb7eab7e0dbabe5269829ee14a92525529df7791d45eb473a6b5a0b801ae40db82f144785052ff5,common_voice_en_22470968.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00122.flac,,,
voice,0,bonafide,echofake:EF_D_00123,EF_D_00123,6e7efa03d294fbdb90648020a50cba4c99f5b14b03fd0868236e96ab2221b7065e304e17013bcbf5e7512761f695a0fb6d4d26ad9851cd69a455504f371ff118,common_voice_en_19762994.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00123.flac,,,
voice,0,bonafide,echofake:EF_D_00131,EF_D_00131,1f35d47caa21dca82c1cf396d25867f1b03a830d69b08b84f12a208a027bef7a3933a18c0c4d4d18e7a4ab153078d641bc4be42f64dc9067887a97983181adaf,common_voice_en_22728884.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00131.flac,,,
voice,0,bonafide,echofake:EF_D_00132,EF_D_00132,c4cf1d85449fd606304881110e6c6fb17a47c3f6bdf9b6c440deceacb58f9ac1224bb243a0be3f7817d71e12b704f0b93b0b83e446edfa0a2d16e9ca0e457d9c,common_voice_en_26951928.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00132.flac,,,
voice,0,bonafide,echofake:EF_D_00136,EF_D_00136,195429c9d8e4199347fb15d9ed628017e2f05de3f29ead056b1535875d770dd80dbf46f55c8b596d82576dddd8e43497362c1b3a1457fc3db6a8d58d139e2e58,common_voice_en_37126172.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00136.flac,,,
voice,0,bonafide,echofake:EF_D_00138,EF_D_00138,7ab05a9ca20c4639274b0a33ebe4755cd106d1ebce85e25f18d1dddaf53820725ddd225f8b1fdd1da78639ae9d23a41c65811265083c98e9554eaeadc19a2289,common_voice_en_25114422.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00138.flac,,,
voice,0,bonafide,echofake:EF_D_00140,EF_D_00140,9e16d0da7e3c5b1e83c88a1b625c92ad78051354ca06c069d5b89fcd5c5bc02ec28956f55be0ff63200cb8b440d8671933d090d06bcf70197edf96dc0890c8d5,common_voice_en_33503958.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00140.flac,,,
voice,0,bonafide,echofake:EF_D_00142,EF_D_00142,ac5bcf4eb7455bf947082f8b03177941a01461c7257ca45803f594af53847e2b8d43082fcbc07760b0b971728a0e5e0bfcfe2bb104270d555fc8bcc5090f26a3,common_voice_en_21368447.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00142.flac,,,
voice,0,bonafide,echofake:EF_D_00146,EF_D_00146,8c6a299e485c64a928126afe89aadaba8bf4dff9f27a43eec023e0dc7c8f2227aafcae34195fa1b418e70d102fd235642ff60717ce2fde14e4b371fc5247db78,common_voice_en_19956435.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00146.flac,,,
voice,0,bonafide,echofake:EF_D_00148,EF_D_00148,0556918792c0a32f83c9d55abc07c607aa28d5e811ac231b6d57c67aab4dc15f6352290903cc79962a3b210b6538b5c13231ab4e94722205da80e4ed57558be0,common_voice_en_18893942.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00148.flac,,,
voice,0,bonafide,echofake:EF_D_00150,EF_D_00150,8c9fc392ca12a49b5fb25a021453463123e07901c98896cc850dbf75fcfcf763f41d04965c6d78dc394fb4297b78d2125f533ec7588d644ff2b1b949e73129a7,common_voice_en_23906065.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00150.flac,,,
voice,0,bonafide,echofake:EF_D_00155,EF_D_00155,54043635036ff3d70521c83308dab88db987fe52750d504d7041b9631959e8eb61dab7adec589cbb8583bba1ce36897193c9b0b2d153a7fc44a2d70ca04f6427,common_voice_en_23733740.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00155.flac,,,
voice,0,bonafide,echofake:EF_D_00157,EF_D_00157,6eb838945c5ea69ff26166aad7809b09355f7fae3aadec4757040bbc6db086f726a476e03cfc3f8fb10673d8be554913f76eb6f91c08fe69145d4e0fb6015c8d,common_voice_en_38039535.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00157.flac,,,
voice,0,bonafide,echofake:EF_D_00170,EF_D_00170,d2d5620d2d6806f61fb9f5c5ee91508f16153afbdbc41324314dd39e9fbaf4efd38d4e62fcea1d4f1b2388aa3ca47f770f382d0ae6b7e0547cd1a627e2e0caf2,common_voice_en_25253647.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00170.flac,,,
voice,0,bonafide,echofake:EF_D_00174,EF_D_00174,d6429f6ec591b9b0a1f922a691ef9aa7acbda7865a3a1cd750a510da5db4bbb66864a510af4cf5409141a26ed577cd6e84549fdb2065bf679b62f0be9364c188,common_voice_en_26982152.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00174.flac,,,
voice,0,bonafide,echofake:EF_D_00177,EF_D_00177,a88bf7598a06fc353a67164cb7348796c97705794c030e55395dfca2ed12c42696f5106f7bcd24f93e0894b05a08e768252e036224b323f37f74c7dfe560d562,common_voice_en_20653883.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00177.flac,,,
voice,0,bonafide,echofake:EF_D_00184,EF_D_00184,d83e47b5b49dbd7f8e197a7a83d8a0502c1332c7bfc558956e1691fb61c8679456cb5b96be20154791093abed59a7e9fde99a86ef34d93f78166299413008369,common_voice_en_19651400.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00184.flac,,,
voice,0,bonafide,echofake:EF_D_00185,EF_D_00185,4c946f553c704abd727b3818b1d22dba011a368043575278b58ae219f71cb8914e6cac82abe55d7da17f49bea4cceb3b96c17355a6f5b078c19a947defb9061c,common_voice_en_32111331.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00185.flac,,,
voice,0,bonafide,echofake:EF_D_00188,EF_D_00188,fff7316c85bbc42cb58212b817f6ff8f5904f22f8eb56e53d2de139bf517ee5b84726e8d579fb81fa88cb973a4048ca819dcce8be835a26d8f8d8a78ac692ef9,common_voice_en_28528965.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00188.flac,,,
voice,0,bonafide,echofake:EF_D_00194,EF_D_00194,a36fd61e47173f85c5f5f0abb896965836763b4869a56c74e10b46fa49b50396bd3551518fdf6389cf72ff1c50c71d529d1fd0483248474a04d94bdeaab0c7e9,common_voice_en_28002165.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00194.flac,,,
voice,0,bonafide,echofake:EF_D_00197,EF_D_00197,8cbea52aa26bdf09b7e3df2221e07657d07d85edad0ca02aae3d1aa4d4754e9f6c48cb67e67228dfb2a86e37ef7fe93fbe4511d41e06c01cc34c9d0c5de6491b,common_voice_en_501129.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00197.flac,,,
voice,0,bonafide,echofake:EF_D_00203,EF_D_00203,15db9b8878357b2f2331978646245b29f5f25d605637cd7b24b765f0abbf4e0039f7426aa3b721587555b5b79c3558e48f2d0f3957ea9db47427e76cbaa4aec6,common_voice_en_18406976.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00203.flac,,,
voice,0,bonafide,echofake:EF_D_00205,EF_D_00205,de5d38c039739e8fb7a5a3166d2672680bf4ee8ef09747b4006860be549be69201f8bec328989d248b9b5aed8791383b928b150e8097a0b177c971b1611870ac,common_voice_en_22923306.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00205.flac,,,
voice,0,bonafide,echofake:EF_D_00209,EF_D_00209,b8ecb313f08e175487fc03dbf64312c1f2d0e9df78de3d2c5f3ccf0a29d54c9c23a7d4a07540295136fb585555c748c979f75ad88d4cbeb8ceff7ab79809fb07,common_voice_en_26961761.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00209.flac,,,
voice,0,bonafide,echofake:EF_D_00215,EF_D_00215,e23af582d58cfcd161b874e3cea522109dd7cf786800c0332c653033f3184879f7ebefdcbd47a1da932fb098739715e0fd5e6c3a88264fdd8e95d472d5c77b83,common_voice_en_19840227.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00215.flac,,,
voice,0,bonafide,echofake:EF_D_00220,EF_D_00220,8d3bfd265904dd62bf55e791328393cba18f1b18ce2e3137fb3ba9f9390088a96e157dd1f843683c1230e848fecfd8a08f8540e491a412c3d750f44088c71794,common_voice_en_24123419.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00220.flac,,,
voice,0,bonafide,echofake:EF_D_00222,EF_D_00222,c42c68d649a9c7067cf5d17ba17fe2c1382f7fb2f56b14d2dddf546513bf38b590280e6838d7bfb03add18017c6798258743c1a3d6404d7224e868743cce965f,common_voice_en_19754217.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00222.flac,,,
voice,0,bonafide,echofake:EF_D_00224,EF_D_00224,040e8852b823f1491c45477e6597610622be8cf15613dff83171e356353f08018599401693b13cf74db3c92ab2e2939c3a962dde3f1904307b2736a6bea87b71,common_voice_en_20821496.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00224.flac,,,
voice,0,bonafide,echofake:EF_D_00225,EF_D_00225,2d255aafe60a269e3879417df71ea839d723405e315f8da127a56ab02ca3a5d380a87f0685bfab58e11a2b03dba3430e2d31cf216b1ae1aa2a8038fd976c6152,common_voice_en_32703660.mp3,,,bonafide,/home/nas_main/kyudanjung/DAVIANspeech/data/external/echofake/dev-00000-of-00001.parquet,dev-00000-of-00001.parquet,echofake_voice/EF_D_00225.flac,,,
