METHOD,FILE_WEIGHT,dev_ADS,dev_FILE_EER,factorial_ADS,factorial_FILE_EER,phone_ADS,phone_FILE_EER,yue_ADS,yue_FILE_EER,LOCKED_MEAN_ADS,LOCKED_MIN_ADS
top2,0.8,0.8024675324675324,0.16763636363636364,0.8116363636363636,0.1847272727272727,0.9005000000000001,0.08999999999999998,0.899447025479196,0.09035326086956524,0.8705277963718533,0.8116363636363636
top2,0.9,0.8024675324675324,0.16763636363636364,0.8116363636363636,0.1847272727272727,0.8955,0.09999999999999999,0.8967296341748481,0.09578804347826086,0.8679553326037371,0.8116363636363636
top2,1.0,0.8053766233766233,0.16181818181818186,0.8078181818181818,0.19236363636363638,0.891357142857143,0.10828571428571426,0.8967296341748481,0.09578804347826086,0.8653016529500576,0.8078181818181818
max,0.4,0.7862857142857143,0.19999999999999998,0.8116363636363636,0.1847272727272727,0.8905000000000001,0.10999999999999999,0.8940122428705002,0.10122282608695654,0.8653828688356212,0.8116363636363636
max,0.5,0.7939220779220779,0.1847272727272727,0.8078181818181818,0.19236363636363638,0.8955,0.09999999999999999,0.8940122428705002,0.10122282608695654,0.8657768082295606,0.8078181818181818
max,0.6,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8996428571428572,0.0917142857142857,0.8940122428705002,0.10122282608695654,0.8684304878832404,0.8116363636363636
max,0.7,0.7986493506493506,0.17527272727272727,0.8125454545454545,0.18290909090909088,0.9025714285714286,0.08585714285714287,0.8940122428705002,0.10122282608695654,0.8697097086624611,0.8125454545454545
max,0.75,0.7986493506493506,0.17527272727272727,0.8125454545454545,0.18290909090909088,0.9017142857142857,0.08757142857142859,0.8967296341748481,0.09578804347826086,0.8703297914781961,0.8125454545454545
max,0.8,0.7986493506493506,0.17527272727272727,0.8154545454545454,0.1770909090909091,0.8996428571428572,0.0917142857142857,0.8967296341748481,0.09578804347826086,0.8706090122574169,0.8154545454545454
max,0.9,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8963571428571429,0.09828571428571427,0.8967296341748481,0.09578804347826086,0.8682410468894514,0.8116363636363636
max,1.0,0.7948311688311688,0.18290909090909088,0.8163636363636364,0.17527272727272727,0.8934285714285715,0.10414285714285715,0.899447025479196,0.09035326086956524,0.8697464110904679,0.8163636363636364
lme0.5,0.4,0.7901038961038961,0.19236363636363638,0.8078181818181818,0.19236363636363638,0.8863571428571428,0.11828571428571427,0.8807649602618046,0.12771739130434784,0.8583134283123764,0.8078181818181818
lme0.5,0.5,0.7948311688311688,0.18290909090909088,0.8116363636363636,0.1847272727272727,0.8925714285714286,0.10585714285714287,0.8940122428705002,0.10122282608695654,0.8660733450260975,0.8116363636363636
lme0.5,0.6,0.7948311688311688,0.18290909090909088,0.8116363636363636,0.1847272727272727,0.8984285714285714,0.09414285714285715,0.8967296341748481,0.09578804347826086,0.8689315230799277,0.8116363636363636
lme0.5,0.7,0.8062857142857143,0.16000000000000003,0.8154545454545454,0.1770909090909091,0.9034285714285715,0.08414285714285716,0.8967296341748481,0.09578804347826086,0.8718709170193216,0.8154545454545454
lme0.5,0.75,0.8062857142857143,0.16000000000000003,0.8154545454545454,0.1770909090909091,0.9034285714285715,0.08414285714285716,0.8967296341748481,0.09578804347826086,0.8718709170193216,0.8154545454545454
lme0.5,0.8,0.8024675324675324,0.16763636363636364,0.8125454545454545,0.18290909090909088,0.901357142857143,0.08828571428571426,0.8967296341748481,0.09578804347826086,0.8702107438591485,0.8125454545454545
lme0.5,0.9,0.8062857142857143,0.16000000000000003,0.8163636363636364,0.17527272727272727,0.8984285714285714,0.09414285714285715,0.8967296341748481,0.09578804347826086,0.8705072806556853,0.8163636363636364
lme0.5,1.0,0.8062857142857143,0.16000000000000003,0.8125454545454545,0.18290909090909088,0.8925714285714286,0.10585714285714287,0.8967296341748481,0.09578804347826086,0.8672821724305771,0.8125454545454545
lme1,0.4,0.7901038961038961,0.19236363636363638,0.8116363636363636,0.1847272727272727,0.8875714285714287,0.11585714285714288,0.8807649602618046,0.12771739130434784,0.8599909174898656,0.8116363636363636
lme1,0.5,0.7948311688311688,0.18290909090909088,0.8116363636363636,0.1847272727272727,0.8942857142857144,0.10242857142857142,0.8967296341748481,0.09578804347826086,0.8675505706989753,0.8116363636363636
lme1,0.6,0.7977402597402597,0.1770909090909091,0.8125454545454545,0.18290909090909088,0.8996428571428572,0.0917142857142857,0.8967296341748481,0.09578804347826086,0.8696393152877199,0.8125454545454545
lme1,0.7,0.8015584415584415,0.16945454545454547,0.8163636363636364,0.17527272727272727,0.9034285714285715,0.08414285714285716,0.8967296341748481,0.09578804347826086,0.8721739473223519,0.8163636363636364
lme1,0.75,0.8024675324675324,0.16763636363636364,0.8125454545454545,0.18290909090909088,0.9025714285714286,0.08585714285714287,0.899447025479196,0.09035326086956524,0.8715213028653596,0.8125454545454545
lme1,0.8,0.8024675324675324,0.16763636363636364,0.8163636363636364,0.17527272727272727,0.901357142857143,0.08828571428571426,0.899447025479196,0.09035326086956524,0.8723892682333251,0.8163636363636364
lme1,0.9,0.8024675324675324,0.16763636363636364,0.8078181818181818,0.19236363636363638,0.8975714285714287,0.09585714285714288,0.899447025479196,0.09035326086956524,0.8682788786229354,0.8078181818181818
lme1,1.0,0.8024675324675324,0.16763636363636364,0.8163636363636364,0.17527272727272727,0.8925714285714286,0.10585714285714287,0.9099769167835436,0.06929347826086957,0.8729706605728694,0.8163636363636364
lme2,0.4,0.7862857142857143,0.19999999999999998,0.8116363636363636,0.1847272727272727,0.8884285714285716,0.11414285714285716,0.8940122428705002,0.10122282608695654,0.8646923926451451,0.8116363636363636
lme2,0.5,0.7977402597402597,0.1770909090909091,0.8116363636363636,0.1847272727272727,0.8946428571428573,0.1017142857142857,0.8967296341748481,0.09578804347826086,0.8676696183180231,0.8116363636363636
lme2,0.6,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8996428571428572,0.0917142857142857,0.8940122428705002,0.10122282608695654,0.8684304878832404,0.8116363636363636
lme2,0.7,0.7986493506493506,0.17527272727272727,0.8163636363636364,0.17527272727272727,0.9055,0.07999999999999999,0.8967296341748481,0.09578804347826086,0.8728644235128282,0.8163636363636364
lme2,0.75,0.7986493506493506,0.17527272727272727,0.8192727272727272,0.16945454545454547,0.9034285714285715,0.08414285714285716,0.8967296341748481,0.09578804347826086,0.8731436442920488,0.8192727272727272
lme2,0.8,0.7986493506493506,0.17527272727272727,0.8192727272727272,0.16945454545454547,0.8996428571428572,0.0917142857142857,0.899447025479196,0.09035326086956524,0.8727875366315935,0.8192727272727272
lme2,0.9,0.8024675324675324,0.16763636363636364,0.8116363636363636,0.1847272727272727,0.8975714285714287,0.09585714285714288,0.899447025479196,0.09035326086956524,0.8695516058956628,0.8116363636363636
lme2,1.0,0.8015584415584415,0.16945454545454547,0.8125454545454545,0.18290909090909088,0.8925714285714286,0.10585714285714287,0.899447025479196,0.09035326086956524,0.8681879695320264,0.8125454545454545
lme3,0.4,0.7871948051948051,0.1981818181818182,0.8116363636363636,0.1847272727272727,0.8896428571428572,0.11171428571428571,0.8940122428705002,0.10122282608695654,0.865097154549907,0.8116363636363636
lme3,0.5,0.7977402597402597,0.1770909090909091,0.8116363636363636,0.1847272727272727,0.8942857142857144,0.10242857142857142,0.8967296341748481,0.09578804347826086,0.8675505706989753,0.8116363636363636
lme3,0.6,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8996428571428572,0.0917142857142857,0.8940122428705002,0.10122282608695654,0.8684304878832404,0.8116363636363636
lme3,0.7,0.7977402597402597,0.1770909090909091,0.8154545454545454,0.1770909090909091,0.9046428571428571,0.08171428571428571,0.8967296341748481,0.09578804347826086,0.8722756789240836,0.8154545454545454
lme3,0.75,0.7986493506493506,0.17527272727272727,0.8163636363636364,0.17527272727272727,0.9034285714285715,0.08414285714285716,0.8967296341748481,0.09578804347826086,0.8721739473223519,0.8163636363636364
lme3,0.8,0.7986493506493506,0.17527272727272727,0.8163636363636364,0.17527272727272727,0.9005000000000001,0.08999999999999998,0.8967296341748481,0.09578804347826086,0.8711977568461616,0.8163636363636364
lme3,0.9,0.8024675324675324,0.16763636363636364,0.8154545454545454,0.1770909090909091,0.8975714285714287,0.09585714285714288,0.899447025479196,0.09035326086956524,0.87082433316839,0.8154545454545454
lme3,1.0,0.8015584415584415,0.16945454545454547,0.8163636363636364,0.17527272727272727,0.8925714285714286,0.10585714285714287,0.899447025479196,0.09035326086956524,0.8694606968047536,0.8163636363636364
lme5,0.4,0.7871948051948051,0.1981818181818182,0.8116363636363636,0.1847272727272727,0.8896428571428572,0.11171428571428571,0.8940122428705002,0.10122282608695654,0.865097154549907,0.8116363636363636
lme5,0.5,0.7939220779220779,0.1847272727272727,0.8078181818181818,0.19236363636363638,0.8946428571428573,0.1017142857142857,0.8834823515661525,0.12228260869565216,0.8619811301757304,0.8078181818181818
lme5,0.6,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8996428571428572,0.0917142857142857,0.8940122428705002,0.10122282608695654,0.8684304878832404,0.8116363636363636
lme5,0.7,0.7986493506493506,0.17527272727272727,0.8154545454545454,0.1770909090909091,0.9034285714285715,0.08414285714285716,0.8940122428705002,0.10122282608695654,0.8709651199178724,0.8154545454545454
lme5,0.75,0.7986493506493506,0.17527272727272727,0.8163636363636364,0.17527272727272727,0.9034285714285715,0.08414285714285716,0.8967296341748481,0.09578804347826086,0.8721739473223519,0.8163636363636364
lme5,0.8,0.7986493506493506,0.17527272727272727,0.8163636363636364,0.17527272727272727,0.8996428571428572,0.0917142857142857,0.8967296341748481,0.09578804347826086,0.8709120425604473,0.8163636363636364
lme5,0.9,0.7986493506493506,0.17527272727272727,0.8125454545454545,0.18290909090909088,0.8975714285714287,0.09585714285714288,0.8967296341748481,0.09578804347826086,0.8689488390972437,0.8125454545454545
lme5,1.0,0.7977402597402597,0.1770909090909091,0.8163636363636364,0.17527272727272727,0.8934285714285715,0.10414285714285715,0.899447025479196,0.09035326086956524,0.8697464110904679,0.8163636363636364
lme8,0.4,0.7862857142857143,0.19999999999999998,0.8116363636363636,0.1847272727272727,0.8905000000000001,0.10999999999999999,0.8940122428705002,0.10122282608695654,0.8653828688356212,0.8116363636363636
lme8,0.5,0.7939220779220779,0.1847272727272727,0.8078181818181818,0.19236363636363638,0.8955,0.09999999999999999,0.8834823515661525,0.12228260869565216,0.8622668444614447,0.8078181818181818
lme8,0.6,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8996428571428572,0.0917142857142857,0.8940122428705002,0.10122282608695654,0.8684304878832404,0.8116363636363636
lme8,0.7,0.7986493506493506,0.17527272727272727,0.8154545454545454,0.1770909090909091,0.9034285714285715,0.08414285714285716,0.8940122428705002,0.10122282608695654,0.8709651199178724,0.8154545454545454
lme8,0.75,0.7986493506493506,0.17527272727272727,0.8163636363636364,0.17527272727272727,0.9025714285714286,0.08585714285714287,0.8967296341748481,0.09578804347826086,0.8718882330366376,0.8163636363636364
lme8,0.8,0.7986493506493506,0.17527272727272727,0.8154545454545454,0.1770909090909091,0.8996428571428572,0.0917142857142857,0.8967296341748481,0.09578804347826086,0.8706090122574169,0.8154545454545454
lme8,0.9,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8967142857142858,0.0975714285714286,0.8967296341748481,0.09578804347826086,0.8683600945084992,0.8116363636363636
lme8,1.0,0.7977402597402597,0.1770909090909091,0.8163636363636364,0.17527272727272727,0.8934285714285715,0.10414285714285715,0.899447025479196,0.09035326086956524,0.8697464110904679,0.8163636363636364
lme12,0.4,0.7862857142857143,0.19999999999999998,0.8116363636363636,0.1847272727272727,0.8905000000000001,0.10999999999999999,0.8940122428705002,0.10122282608695654,0.8653828688356212,0.8116363636363636
lme12,0.5,0.7939220779220779,0.1847272727272727,0.8078181818181818,0.19236363636363638,0.8955,0.09999999999999999,0.8834823515661525,0.12228260869565216,0.8622668444614447,0.8078181818181818
lme12,0.6,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8996428571428572,0.0917142857142857,0.8940122428705002,0.10122282608695654,0.8684304878832404,0.8116363636363636
lme12,0.7,0.7986493506493506,0.17527272727272727,0.8125454545454545,0.18290909090909088,0.9034285714285715,0.08414285714285716,0.8940122428705002,0.10122282608695654,0.8699954229481754,0.8125454545454545
lme12,0.75,0.7986493506493506,0.17527272727272727,0.8154545454545454,0.1770909090909091,0.9017142857142857,0.08757142857142859,0.8967296341748481,0.09578804347826086,0.871299488447893,0.8154545454545454
lme12,0.8,0.7986493506493506,0.17527272727272727,0.8154545454545454,0.1770909090909091,0.8996428571428572,0.0917142857142857,0.8967296341748481,0.09578804347826086,0.8706090122574169,0.8154545454545454
lme12,0.9,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8963571428571429,0.09828571428571427,0.8967296341748481,0.09578804347826086,0.8682410468894514,0.8116363636363636
lme12,1.0,0.7948311688311688,0.18290909090909088,0.8163636363636364,0.17527272727272727,0.8934285714285715,0.10414285714285715,0.899447025479196,0.09035326086956524,0.8697464110904679,0.8163636363636364
lme20,0.4,0.7862857142857143,0.19999999999999998,0.8116363636363636,0.1847272727272727,0.8905000000000001,0.10999999999999999,0.8940122428705002,0.10122282608695654,0.8653828688356212,0.8116363636363636
lme20,0.5,0.7939220779220779,0.1847272727272727,0.8078181818181818,0.19236363636363638,0.8955,0.09999999999999999,0.8940122428705002,0.10122282608695654,0.8657768082295606,0.8078181818181818
lme20,0.6,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8996428571428572,0.0917142857142857,0.8940122428705002,0.10122282608695654,0.8684304878832404,0.8116363636363636
lme20,0.7,0.7986493506493506,0.17527272727272727,0.8125454545454545,0.18290909090909088,0.9025714285714286,0.08585714285714287,0.8940122428705002,0.10122282608695654,0.8697097086624611,0.8125454545454545
lme20,0.75,0.7986493506493506,0.17527272727272727,0.8154545454545454,0.1770909090909091,0.9017142857142857,0.08757142857142859,0.8967296341748481,0.09578804347826086,0.871299488447893,0.8154545454545454
lme20,0.8,0.7986493506493506,0.17527272727272727,0.8154545454545454,0.1770909090909091,0.8996428571428572,0.0917142857142857,0.8967296341748481,0.09578804347826086,0.8706090122574169,0.8154545454545454
lme20,0.9,0.7986493506493506,0.17527272727272727,0.8116363636363636,0.1847272727272727,0.8963571428571429,0.09828571428571427,0.8967296341748481,0.09578804347826086,0.8682410468894514,0.8116363636363636
lme20,1.0,0.7948311688311688,0.18290909090909088,0.8163636363636364,0.17527272727272727,0.8934285714285715,0.10414285714285715,0.899447025479196,0.09035326086956524,0.8697464110904679,0.8163636363636364
