filepath,target,ID,DATASET
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00124.flac,0,forensic_train_00124,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00125.flac,0,forensic_train_00125,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00126.flac,0,forensic_train_00126,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00127.flac,0,forensic_train_00127,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00160.flac,0,forensic_train_00160,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00161.flac,0,forensic_train_00161,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00162.flac,0,forensic_train_00162,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00163.flac,0,forensic_train_00163,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00164.flac,0,forensic_train_00164,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00165.flac,0,forensic_train_00165,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00166.flac,0,forensic_train_00166,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00167.flac,0,forensic_train_00167,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00168.flac,0,forensic_train_00168,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00169.flac,0,forensic_train_00169,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00170.flac,0,forensic_train_00170,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00171.flac,0,forensic_train_00171,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00172.flac,0,forensic_train_00172,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00173.flac,0,forensic_train_00173,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00174.flac,0,forensic_train_00174,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00175.flac,0,forensic_train_00175,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00208.flac,0,forensic_train_00208,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00209.flac,0,forensic_train_00209,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00210.flac,0,forensic_train_00210,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00211.flac,0,forensic_train_00211,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00212.flac,0,forensic_train_00212,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00213.flac,0,forensic_train_00213,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00214.flac,0,forensic_train_00214,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00215.flac,0,forensic_train_00215,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00216.flac,0,forensic_train_00216,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00217.flac,0,forensic_train_00217,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00218.flac,0,forensic_train_00218,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00219.flac,0,forensic_train_00219,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00220.flac,0,forensic_train_00220,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00221.flac,0,forensic_train_00221,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00222.flac,0,forensic_train_00222,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00223.flac,0,forensic_train_00223,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00256.flac,0,forensic_train_00256,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00257.flac,0,forensic_train_00257,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00258.flac,0,forensic_train_00258,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00259.flac,0,forensic_train_00259,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00260.flac,0,forensic_train_00260,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00261.flac,0,forensic_train_00261,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00262.flac,0,forensic_train_00262,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00263.flac,0,forensic_train_00263,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00264.flac,0,forensic_train_00264,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00265.flac,0,forensic_train_00265,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00266.flac,0,forensic_train_00266,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00267.flac,0,forensic_train_00267,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00268.flac,0,forensic_train_00268,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00269.flac,0,forensic_train_00269,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00270.flac,0,forensic_train_00270,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00271.flac,0,forensic_train_00271,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00304.flac,0,forensic_train_00304,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00305.flac,0,forensic_train_00305,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00306.flac,0,forensic_train_00306,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00307.flac,0,forensic_train_00307,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00308.flac,0,forensic_train_00308,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00309.flac,0,forensic_train_00309,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00310.flac,0,forensic_train_00310,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00311.flac,0,forensic_train_00311,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00312.flac,0,forensic_train_00312,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00313.flac,0,forensic_train_00313,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00314.flac,0,forensic_train_00314,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00315.flac,0,forensic_train_00315,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00316.flac,0,forensic_train_00316,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00317.flac,0,forensic_train_00317,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00318.flac,0,forensic_train_00318,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00319.flac,0,forensic_train_00319,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00352.flac,0,forensic_train_00352,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00353.flac,0,forensic_train_00353,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00354.flac,0,forensic_train_00354,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00355.flac,0,forensic_train_00355,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00356.flac,0,forensic_train_00356,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00357.flac,0,forensic_train_00357,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00358.flac,0,forensic_train_00358,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00359.flac,0,forensic_train_00359,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00360.flac,0,forensic_train_00360,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00361.flac,0,forensic_train_00361,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00362.flac,0,forensic_train_00362,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00363.flac,0,forensic_train_00363,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00364.flac,0,forensic_train_00364,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00365.flac,0,forensic_train_00365,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00366.flac,0,forensic_train_00366,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00367.flac,0,forensic_train_00367,forensic_call_train_v1
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00000.flac,0,temporal_mix_00000,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00001.flac,0,temporal_mix_00001,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00002.flac,0,temporal_mix_00002,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00003.flac,0,temporal_mix_00003,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00004.flac,0,temporal_mix_00004,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00005.flac,0,temporal_mix_00005,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00006.flac,0,temporal_mix_00006,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00007.flac,0,temporal_mix_00007,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00008.flac,0,temporal_mix_00008,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00009.flac,0,temporal_mix_00009,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00010.flac,0,temporal_mix_00010,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00011.flac,0,temporal_mix_00011,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00012.flac,0,temporal_mix_00012,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00013.flac,0,temporal_mix_00013,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00014.flac,0,temporal_mix_00014,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00015.flac,0,temporal_mix_00015,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00016.flac,0,temporal_mix_00016,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00017.flac,0,temporal_mix_00017,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00018.flac,0,temporal_mix_00018,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00019.flac,0,temporal_mix_00019,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00020.flac,0,temporal_mix_00020,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00021.flac,0,temporal_mix_00021,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00022.flac,0,temporal_mix_00022,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00023.flac,0,temporal_mix_00023,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00024.flac,0,temporal_mix_00024,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00025.flac,0,temporal_mix_00025,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00026.flac,0,temporal_mix_00026,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00027.flac,0,temporal_mix_00027,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00028.flac,0,temporal_mix_00028,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00029.flac,0,temporal_mix_00029,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00030.flac,0,temporal_mix_00030,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00031.flac,0,temporal_mix_00031,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00032.flac,0,temporal_mix_00032,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00033.flac,0,temporal_mix_00033,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00034.flac,0,temporal_mix_00034,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00035.flac,0,temporal_mix_00035,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00036.flac,0,temporal_mix_00036,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00037.flac,0,temporal_mix_00037,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00038.flac,0,temporal_mix_00038,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00039.flac,0,temporal_mix_00039,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00040.flac,0,temporal_mix_00040,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00041.flac,0,temporal_mix_00041,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00042.flac,0,temporal_mix_00042,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00043.flac,0,temporal_mix_00043,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00044.flac,0,temporal_mix_00044,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00045.flac,0,temporal_mix_00045,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00046.flac,0,temporal_mix_00046,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00047.flac,0,temporal_mix_00047,temporal_mixed_train_v2
/home/nas_main/kyudanjung/DAVIANspeech/data/eval/temporal_mixed_train_v2/audio/temporal_mix_00048.flac,0,temporal_mix_00048,temporal_mixed_train_v2
