DATASET,ID,FILE_FAKE_PROB
codec_mixed_dev_v4,pmv3_0005__g711_ulaw,0.3031022548675537
codec_mixed_dev_v4,pmv3_0005__g722_wb,0.6516902446746826
codec_mixed_dev_v4,pmv3_0005__opus_nb_8k,0.32546916604042053
codec_mixed_dev_v4,pmv3_0005__transcode_g711_opus,0.44070160388946533
codec_mixed_dev_v4,pmv3_0006__clean,0.5015876889228821
codec_mixed_dev_v4,pmv3_0006__g711_ulaw,0.7932564616203308
codec_mixed_dev_v4,pmv3_0006__g722_wb,0.6297026872634888
codec_mixed_dev_v4,pmv3_0006__opus_nb_8k,0.7248258590698242
codec_mixed_dev_v4,pmv3_0006__transcode_g711_opus,0.7640400528907776
codec_mixed_dev_v4,pmv3_0007__clean,0.7079111933708191
codec_mixed_dev_v4,pmv3_0007__g711_ulaw,0.9467149972915649
codec_mixed_dev_v4,pmv3_0007__g722_wb,0.8893054127693176
codec_mixed_dev_v4,pmv3_0007__opus_nb_8k,0.5444163680076599
codec_mixed_dev_v4,pmv3_0007__transcode_g711_opus,0.5205961465835571
codec_mixed_dev_v4,pmv3_0008__clean,0.5330870151519775
codec_mixed_dev_v4,pmv3_0008__g711_ulaw,0.45061996579170227
codec_mixed_dev_v4,pmv3_0008__g722_wb,0.6449421644210815
codec_mixed_dev_v4,pmv3_0008__opus_nb_8k,0.6578013896942139
codec_mixed_dev_v4,pmv3_0008__transcode_g711_opus,0.5140951871871948
codec_mixed_dev_v4,pmv3_0009__clean,0.38315001130104065
codec_mixed_dev_v4,pmv3_0009__g711_ulaw,0.18371663987636566
codec_mixed_dev_v4,pmv3_0009__g722_wb,0.4461268484592438
codec_mixed_dev_v4,pmv3_0009__opus_nb_8k,0.5109705924987793
codec_mixed_dev_v4,pmv3_0009__transcode_g711_opus,0.8617576360702515
codec_mixed_dev_v4,pmv3_0010__clean,0.65430748462677
codec_mixed_dev_v4,pmv3_0010__g711_ulaw,0.44629499316215515
codec_mixed_dev_v4,pmv3_0010__g722_wb,0.5982911586761475
codec_mixed_dev_v4,pmv3_0010__opus_nb_8k,0.3546139597892761
codec_mixed_dev_v4,pmv3_0010__transcode_g711_opus,0.22840234637260437
codec_mixed_dev_v4,pmv3_0011__clean,0.8781824707984924
codec_mixed_dev_v4,pmv3_0011__g711_ulaw,0.8827303647994995
codec_mixed_dev_v4,pmv3_0011__g722_wb,0.8538393378257751
codec_mixed_dev_v4,pmv3_0011__opus_nb_8k,0.4118943512439728
codec_mixed_dev_v4,pmv3_0011__transcode_g711_opus,0.5266836285591125
codec_mixed_dev_v4,pmv3_0012__clean,0.9611338376998901
codec_mixed_dev_v4,pmv3_0012__g711_ulaw,0.9232036471366882
codec_mixed_dev_v4,pmv3_0012__g722_wb,0.9718039631843567
codec_mixed_dev_v4,pmv3_0012__opus_nb_8k,0.8068656921386719
codec_mixed_dev_v4,pmv3_0012__transcode_g711_opus,0.7946088910102844
codec_mixed_dev_v4,pmv3_0013__clean,0.9016624093055725
codec_mixed_dev_v4,pmv3_0013__g711_ulaw,0.6789441704750061
codec_mixed_dev_v4,pmv3_0013__g722_wb,0.8874673247337341
codec_mixed_dev_v4,pmv3_0013__opus_nb_8k,0.5489525198936462
codec_mixed_dev_v4,pmv3_0013__transcode_g711_opus,0.6890475749969482
codec_mixed_dev_v4,pmv3_0014__clean,0.9884831309318542
codec_mixed_dev_v4,pmv3_0014__g711_ulaw,0.9325350522994995
codec_mixed_dev_v4,pmv3_0014__g722_wb,0.986327052116394
codec_mixed_dev_v4,pmv3_0014__opus_nb_8k,0.8949642181396484
codec_mixed_dev_v4,pmv3_0014__transcode_g711_opus,0.7935106158256531
codec_mixed_dev_v4,pmv3_0015__clean,0.9288533329963684
codec_mixed_dev_v4,pmv3_0015__g711_ulaw,0.8178484439849854
codec_mixed_dev_v4,pmv3_0015__g722_wb,0.9233673810958862
codec_mixed_dev_v4,pmv3_0015__opus_nb_8k,0.392659991979599
codec_mixed_dev_v4,pmv3_0015__transcode_g711_opus,0.6111960411071777
codec_mixed_dev_v4,pmv3_0016__clean,0.8546154499053955
codec_mixed_dev_v4,pmv3_0016__g711_ulaw,0.8315485715866089
codec_mixed_dev_v4,pmv3_0016__g722_wb,0.8995280265808105
codec_mixed_dev_v4,pmv3_0016__opus_nb_8k,0.7288275957107544
codec_mixed_dev_v4,pmv3_0016__transcode_g711_opus,0.7020664215087891
codec_mixed_dev_v4,pmv3_0017__clean,0.9502033591270447
codec_mixed_dev_v4,pmv3_0017__g711_ulaw,0.6144724488258362
codec_mixed_dev_v4,pmv3_0017__g722_wb,0.8803393244743347
codec_mixed_dev_v4,pmv3_0017__opus_nb_8k,0.35687705874443054
codec_mixed_dev_v4,pmv3_0017__transcode_g711_opus,0.3999954164028168
codec_mixed_dev_v4,pmv3_0018__clean,0.8725510239601135
codec_mixed_dev_v4,pmv3_0018__g711_ulaw,0.7639592289924622
codec_mixed_dev_v4,pmv3_0018__g722_wb,0.9417914748191833
codec_mixed_dev_v4,pmv3_0018__opus_nb_8k,0.74308842420578
codec_mixed_dev_v4,pmv3_0018__transcode_g711_opus,0.8173777461051941
codec_mixed_dev_v4,pmv3_0019__clean,0.9506628513336182
codec_mixed_dev_v4,pmv3_0019__g711_ulaw,0.9138703942298889
codec_mixed_dev_v4,pmv3_0019__g722_wb,0.943699300289154
codec_mixed_dev_v4,pmv3_0019__opus_nb_8k,0.6642119884490967
codec_mixed_dev_v4,pmv3_0019__transcode_g711_opus,0.606001615524292
codec_mixed_dev_v4,pmv3_0020__clean,0.9682453870773315
codec_mixed_dev_v4,pmv3_0020__g711_ulaw,0.8358216881752014
codec_mixed_dev_v4,pmv3_0020__g722_wb,0.9723250269889832
codec_mixed_dev_v4,pmv3_0020__opus_nb_8k,0.5678410530090332
codec_mixed_dev_v4,pmv3_0020__transcode_g711_opus,0.5175362825393677
codec_mixed_dev_v4,pmv3_0021__clean,0.5154929161071777
codec_mixed_dev_v4,pmv3_0021__g711_ulaw,0.32920512557029724
codec_mixed_dev_v4,pmv3_0021__g722_wb,0.7760686874389648
codec_mixed_dev_v4,pmv3_0021__opus_nb_8k,0.4151817560195923
codec_mixed_dev_v4,pmv3_0021__transcode_g711_opus,0.6276640295982361
codec_mixed_dev_v4,pmv3_0022__clean,0.768254816532135
codec_mixed_dev_v4,pmv3_0022__g711_ulaw,0.5269825458526611
codec_mixed_dev_v4,pmv3_0022__g722_wb,0.7990291714668274
codec_mixed_dev_v4,pmv3_0022__opus_nb_8k,0.5214295387268066
codec_mixed_dev_v4,pmv3_0022__transcode_g711_opus,0.486911803483963
codec_mixed_dev_v4,pmv3_0023__clean,0.7988981604576111
codec_mixed_dev_v4,pmv3_0023__g711_ulaw,0.5261585712432861
codec_mixed_dev_v4,pmv3_0023__g722_wb,0.9294648766517639
codec_mixed_dev_v4,pmv3_0023__opus_nb_8k,0.43978792428970337
codec_mixed_dev_v4,pmv3_0023__transcode_g711_opus,0.4980812072753906
codec_mixed_dev_v4,pmv3_0024__clean,0.45393338799476624
codec_mixed_dev_v4,pmv3_0024__g711_ulaw,0.6105362176895142
codec_mixed_dev_v4,pmv3_0024__g722_wb,0.5227397084236145
codec_mixed_dev_v4,pmv3_0024__opus_nb_8k,0.5692811608314514
codec_mixed_dev_v4,pmv3_0024__transcode_g711_opus,0.4817916750907898
codec_mixed_dev_v4,pmv3_0025__clean,0.8110875487327576
codec_mixed_dev_v4,pmv3_0025__g711_ulaw,0.6840874552726746
codec_mixed_dev_v4,pmv3_0025__g722_wb,0.8992435932159424
codec_mixed_dev_v4,pmv3_0025__opus_nb_8k,0.862945020198822
codec_mixed_dev_v4,pmv3_0025__transcode_g711_opus,0.8846924901008606
codec_mixed_dev_v4,pmv3_0026__clean,0.6595459580421448
codec_mixed_dev_v4,pmv3_0026__g711_ulaw,0.6700839400291443
codec_mixed_dev_v4,pmv3_0026__g722_wb,0.7467132210731506
codec_mixed_dev_v4,pmv3_0026__opus_nb_8k,0.6762652397155762
codec_mixed_dev_v4,pmv3_0026__transcode_g711_opus,0.636168360710144
codec_mixed_dev_v4,pmv3_0027__clean,0.855279803276062
codec_mixed_dev_v4,pmv3_0027__g711_ulaw,0.2625807225704193
codec_mixed_dev_v4,pmv3_0027__g722_wb,0.7063465714454651
codec_mixed_dev_v4,pmv3_0027__opus_nb_8k,0.2250259667634964
codec_mixed_dev_v4,pmv3_0027__transcode_g711_opus,0.2268562763929367
codec_mixed_dev_v4,pmv3_0028__clean,0.27955320477485657
codec_mixed_dev_v4,pmv3_0028__g711_ulaw,0.42510339617729187
codec_mixed_dev_v4,pmv3_0028__g722_wb,0.577621340751648
codec_mixed_dev_v4,pmv3_0028__opus_nb_8k,0.42252957820892334
codec_mixed_dev_v4,pmv3_0028__transcode_g711_opus,0.540101170539856
codec_mixed_dev_v4,pmv3_0029__clean,0.5897650718688965
codec_mixed_dev_v4,pmv3_0029__g711_ulaw,0.4256933629512787
codec_mixed_dev_v4,pmv3_0029__g722_wb,0.5474931597709656
codec_mixed_dev_v4,pmv3_0029__opus_nb_8k,0.39313146471977234
codec_mixed_dev_v4,pmv3_0029__transcode_g711_opus,0.24985869228839874
codec_mixed_dev_v4,pmv3_0030__clean,0.9929910898208618
codec_mixed_dev_v4,pmv3_0030__g711_ulaw,0.9909640550613403
codec_mixed_dev_v4,pmv3_0030__g722_wb,0.9920297861099243
codec_mixed_dev_v4,pmv3_0030__opus_nb_8k,0.9550621509552002
codec_mixed_dev_v4,pmv3_0030__transcode_g711_opus,0.9077666401863098
codec_mixed_dev_v4,pmv3_0031__clean,0.9238027930259705
codec_mixed_dev_v4,pmv3_0031__g711_ulaw,0.7985197901725769
codec_mixed_dev_v4,pmv3_0031__g722_wb,0.7006635069847107
codec_mixed_dev_v4,pmv3_0031__opus_nb_8k,0.5347065329551697
codec_mixed_dev_v4,pmv3_0031__transcode_g711_opus,0.4041118919849396
codec_mixed_dev_v4,pmv3_0032__clean,0.9546540379524231
codec_mixed_dev_v4,pmv3_0032__g711_ulaw,0.7063180804252625
codec_mixed_dev_v4,pmv3_0032__g722_wb,0.840905487537384
codec_mixed_dev_v4,pmv3_0032__opus_nb_8k,0.5053645372390747
codec_mixed_dev_v4,pmv3_0032__transcode_g711_opus,0.445841908454895
codec_mixed_dev_v4,pmv3_0033__clean,0.9851877689361572
codec_mixed_dev_v4,pmv3_0033__g711_ulaw,0.9183337688446045
codec_mixed_dev_v4,pmv3_0033__g722_wb,0.9877968430519104
codec_mixed_dev_v4,pmv3_0033__opus_nb_8k,0.9472222924232483
codec_mixed_dev_v4,pmv3_0033__transcode_g711_opus,0.9730442762374878
codec_mixed_dev_v4,pmv3_0034__clean,0.9804874062538147
codec_mixed_dev_v4,pmv3_0034__g711_ulaw,0.9712980389595032
codec_mixed_dev_v4,pmv3_0034__g722_wb,0.9858200550079346
codec_mixed_dev_v4,pmv3_0034__opus_nb_8k,0.9709112048149109
codec_mixed_dev_v4,pmv3_0034__transcode_g711_opus,0.9620410203933716
codec_mixed_dev_v4,pmv3_0035__clean,0.9821350574493408
codec_mixed_dev_v4,pmv3_0035__g711_ulaw,0.9797763228416443
codec_mixed_dev_v4,pmv3_0035__g722_wb,0.9822502732276917
codec_mixed_dev_v4,pmv3_0035__opus_nb_8k,0.9167738556861877
codec_mixed_dev_v4,pmv3_0035__transcode_g711_opus,0.9710956811904907
codec_mixed_dev_v4,pmv3_0036__clean,0.9968293309211731
codec_mixed_dev_v4,pmv3_0036__g711_ulaw,0.9943899512290955
codec_mixed_dev_v4,pmv3_0036__g722_wb,0.9962655901908875
codec_mixed_dev_v4,pmv3_0036__opus_nb_8k,0.928893506526947
codec_mixed_dev_v4,pmv3_0036__transcode_g711_opus,0.9592030048370361
codec_mixed_dev_v4,pmv3_0037__clean,0.9747866988182068
codec_mixed_dev_v4,pmv3_0037__g711_ulaw,0.8570945262908936
codec_mixed_dev_v4,pmv3_0037__g722_wb,0.9817208051681519
codec_mixed_dev_v4,pmv3_0037__opus_nb_8k,0.9093124866485596
codec_mixed_dev_v4,pmv3_0037__transcode_g711_opus,0.7820902466773987
codec_mixed_dev_v4,pmv3_0038__clean,0.9951537847518921
codec_mixed_dev_v4,pmv3_0038__g711_ulaw,0.9940459728240967
codec_mixed_dev_v4,pmv3_0038__g722_wb,0.9962455630302429
codec_mixed_dev_v4,pmv3_0038__opus_nb_8k,0.9931529760360718
codec_mixed_dev_v4,pmv3_0038__transcode_g711_opus,0.9930139183998108
codec_mixed_dev_v4,pmv3_0039__clean,0.9610324501991272
codec_mixed_dev_v4,pmv3_0039__g711_ulaw,0.8563259840011597
codec_mixed_dev_v4,pmv3_0039__g722_wb,0.9758520722389221
codec_mixed_dev_v4,pmv3_0039__opus_nb_8k,0.5765414237976074
codec_mixed_dev_v4,pmv3_0039__transcode_g711_opus,0.6843391060829163
codec_mixed_dev_v4,pmv3_0040__clean,0.3985852599143982
codec_mixed_dev_v4,pmv3_0040__g711_ulaw,0.44188886880874634
codec_mixed_dev_v4,pmv3_0040__g722_wb,0.7105795741081238
codec_mixed_dev_v4,pmv3_0040__opus_nb_8k,0.3561752438545227
codec_mixed_dev_v4,pmv3_0040__transcode_g711_opus,0.34288081526756287
codec_mixed_dev_v4,pmv3_0041__clean,0.5392799973487854
codec_mixed_dev_v4,pmv3_0041__g711_ulaw,0.45551493763923645
codec_mixed_dev_v4,pmv3_0041__g722_wb,0.713251531124115
codec_mixed_dev_v4,pmv3_0041__opus_nb_8k,0.942295253276825
codec_mixed_dev_v4,pmv3_0041__transcode_g711_opus,0.6149044036865234
codec_mixed_dev_v4,pmv3_0042__clean,0.6275703310966492
codec_mixed_dev_v4,pmv3_0042__g711_ulaw,0.38736116886138916
codec_mixed_dev_v4,pmv3_0042__g722_wb,0.6788031458854675
codec_mixed_dev_v4,pmv3_0042__opus_nb_8k,0.524707019329071
codec_mixed_dev_v4,pmv3_0042__transcode_g711_opus,0.3579034209251404
codec_mixed_dev_v4,pmv3_0043__clean,0.4839881658554077
codec_mixed_dev_v4,pmv3_0043__g711_ulaw,0.3484523296356201
codec_mixed_dev_v4,pmv3_0043__g722_wb,0.3693603575229645
codec_mixed_dev_v4,pmv3_0043__opus_nb_8k,0.771927535533905
codec_mixed_dev_v4,pmv3_0043__transcode_g711_opus,0.8389754891395569
codec_mixed_dev_v4,pmv3_0044__clean,0.7347930669784546
codec_mixed_dev_v4,pmv3_0044__g711_ulaw,0.27516722679138184
codec_mixed_dev_v4,pmv3_0044__g722_wb,0.8695441484451294
codec_mixed_dev_v4,pmv3_0044__opus_nb_8k,0.38703855872154236
codec_mixed_dev_v4,pmv3_0044__transcode_g711_opus,0.3582066595554352
codec_mixed_dev_v4,pmv3_0045__clean,0.8866968750953674
codec_mixed_dev_v4,pmv3_0045__g711_ulaw,0.41944727301597595
codec_mixed_dev_v4,pmv3_0045__g722_wb,0.8718421459197998
codec_mixed_dev_v4,pmv3_0045__opus_nb_8k,0.25208330154418945
codec_mixed_dev_v4,pmv3_0045__transcode_g711_opus,0.29406073689460754
codec_mixed_dev_v4,pmv3_0046__clean,0.8206205368041992
codec_mixed_dev_v4,pmv3_0046__g711_ulaw,0.7825243473052979
codec_mixed_dev_v4,pmv3_0046__g722_wb,0.9377369284629822
codec_mixed_dev_v4,pmv3_0046__opus_nb_8k,0.8088874816894531
codec_mixed_dev_v4,pmv3_0046__transcode_g711_opus,0.8350539803504944
codec_mixed_dev_v4,pmv3_0047__clean,0.7559365034103394
codec_mixed_dev_v4,pmv3_0047__g711_ulaw,0.4222052991390228
codec_mixed_dev_v4,pmv3_0047__g722_wb,0.8702991604804993
codec_mixed_dev_v4,pmv3_0047__opus_nb_8k,0.5519593358039856
codec_mixed_dev_v4,pmv3_0047__transcode_g711_opus,0.4939922094345093
codec_mixed_dev_v4,pmv3_0048__clean,0.6471712589263916
codec_mixed_dev_v4,pmv3_0048__g711_ulaw,0.42923542857170105
codec_mixed_dev_v4,pmv3_0048__g722_wb,0.8429555296897888
codec_mixed_dev_v4,pmv3_0048__opus_nb_8k,0.6133384704589844
codec_mixed_dev_v4,pmv3_0048__transcode_g711_opus,0.5201374292373657
codec_mixed_dev_v4,pmv3_0049__clean,0.8977044224739075
codec_mixed_dev_v4,pmv3_0049__g711_ulaw,0.8373910188674927
codec_mixed_dev_v4,pmv3_0049__g722_wb,0.942456066608429
codec_mixed_dev_v4,pmv3_0049__opus_nb_8k,0.8320462703704834
codec_mixed_dev_v4,pmv3_0049__transcode_g711_opus,0.8082389831542969
codec_mixed_dev_v4,pmv3_0050__clean,0.7068427801132202
codec_mixed_dev_v4,pmv3_0050__g711_ulaw,0.4305863678455353
codec_mixed_dev_v4,pmv3_0050__g722_wb,0.7480000257492065
codec_mixed_dev_v4,pmv3_0050__opus_nb_8k,0.40640756487846375
codec_mixed_dev_v4,pmv3_0050__transcode_g711_opus,0.4388166069984436
codec_mixed_dev_v4,pmv3_0051__clean,0.9590551257133484
codec_mixed_dev_v4,pmv3_0051__g711_ulaw,0.9272710680961609
codec_mixed_dev_v4,pmv3_0051__g722_wb,0.9788520336151123
codec_mixed_dev_v4,pmv3_0051__opus_nb_8k,0.4899953603744507
codec_mixed_dev_v4,pmv3_0051__transcode_g711_opus,0.4213568866252899
codec_mixed_dev_v4,pmv3_0052__clean,0.9801463484764099
codec_mixed_dev_v4,pmv3_0052__g711_ulaw,0.5731927752494812
codec_mixed_dev_v4,pmv3_0052__g722_wb,0.6777321696281433
codec_mixed_dev_v4,pmv3_0052__opus_nb_8k,0.48437753319740295
codec_mixed_dev_v4,pmv3_0052__transcode_g711_opus,0.811754047870636
codec_mixed_dev_v4,pmv3_0053__clean,0.9211318492889404
codec_mixed_dev_v4,pmv3_0053__g711_ulaw,0.827459990978241
codec_mixed_dev_v4,pmv3_0053__g722_wb,0.9528675079345703
codec_mixed_dev_v4,pmv3_0053__opus_nb_8k,0.9811299443244934
codec_mixed_dev_v4,pmv3_0053__transcode_g711_opus,0.9823352694511414
codec_mixed_dev_v4,pmv3_0054__clean,0.9638674855232239
codec_mixed_dev_v4,pmv3_0054__g711_ulaw,0.9880039691925049
codec_mixed_dev_v4,pmv3_0054__g722_wb,0.9776779413223267
codec_mixed_dev_v4,pmv3_0054__opus_nb_8k,0.9498627185821533
codec_mixed_dev_v4,pmv3_0054__transcode_g711_opus,0.9681840538978577
codec_mixed_dev_v4,pmv3_0055__clean,0.8733342885971069
codec_mixed_dev_v4,pmv3_0055__g711_ulaw,0.5426934957504272
codec_mixed_dev_v4,pmv3_0055__g722_wb,0.7864755392074585
codec_mixed_dev_v4,pmv3_0055__opus_nb_8k,0.35267460346221924
codec_mixed_dev_v4,pmv3_0055__transcode_g711_opus,0.7239267230033875
codec_mixed_dev_v4,pmv3_0056__clean,0.8674860000610352
codec_mixed_dev_v4,pmv3_0056__g711_ulaw,0.6277447938919067
codec_mixed_dev_v4,pmv3_0056__g722_wb,0.8828082084655762
codec_mixed_dev_v4,pmv3_0056__opus_nb_8k,0.6164010167121887
codec_mixed_dev_v4,pmv3_0056__transcode_g711_opus,0.41353267431259155
codec_mixed_dev_v4,pmv3_0057__clean,0.9660237431526184
codec_mixed_dev_v4,pmv3_0057__g711_ulaw,0.4532788097858429
codec_mixed_dev_v4,pmv3_0057__g722_wb,0.8118796348571777
codec_mixed_dev_v4,pmv3_0057__opus_nb_8k,0.4290612041950226
codec_mixed_dev_v4,pmv3_0057__transcode_g711_opus,0.4075320065021515
codec_mixed_dev_v4,pmv3_0058__clean,0.7665895223617554
codec_mixed_dev_v4,pmv3_0058__g711_ulaw,0.7763867378234863
codec_mixed_dev_v4,pmv3_0058__g722_wb,0.8043339848518372
codec_mixed_dev_v4,pmv3_0058__opus_nb_8k,0.6553447246551514
codec_mixed_dev_v4,pmv3_0058__transcode_g711_opus,0.5658860206604004
codec_mixed_dev_v4,pmv3_0059__clean,0.8896272778511047
codec_mixed_dev_v4,pmv3_0059__g711_ulaw,0.8309175372123718
codec_mixed_dev_v4,pmv3_0059__g722_wb,0.9717886447906494
codec_mixed_dev_v4,pmv3_0059__opus_nb_8k,0.8722467422485352
codec_mixed_dev_v4,pmv3_0059__transcode_g711_opus,0.5087882876396179
codec_mixed_dev_v4,pmv3_0060__clean,0.8293489217758179
codec_mixed_dev_v4,pmv3_0060__g711_ulaw,0.6338254809379578
codec_mixed_dev_v4,pmv3_0060__g722_wb,0.909746527671814
codec_mixed_dev_v4,pmv3_0060__opus_nb_8k,0.41254961490631104
codec_mixed_dev_v4,pmv3_0060__transcode_g711_opus,0.5242785215377808
codec_mixed_dev_v4,pmv3_0061__clean,0.9764971137046814
codec_mixed_dev_v4,pmv3_0061__g711_ulaw,0.8589373230934143
codec_mixed_dev_v4,pmv3_0061__g722_wb,0.9785580039024353
codec_mixed_dev_v4,pmv3_0061__opus_nb_8k,0.8349969387054443
codec_mixed_dev_v4,pmv3_0061__transcode_g711_opus,0.5209075212478638
codec_mixed_dev_v4,pmv3_0062__clean,0.9909449815750122
codec_mixed_dev_v4,pmv3_0062__g711_ulaw,0.9951325058937073
codec_mixed_dev_v4,pmv3_0062__g722_wb,0.9912221431732178
codec_mixed_dev_v4,pmv3_0062__opus_nb_8k,0.9933589100837708
codec_mixed_dev_v4,pmv3_0062__transcode_g711_opus,0.9929335117340088
codec_mixed_dev_v4,pmv3_0063__clean,0.9955667853355408
codec_mixed_dev_v4,pmv3_0063__g711_ulaw,0.9944915771484375
codec_mixed_dev_v4,pmv3_0063__g722_wb,0.9962064027786255
codec_mixed_dev_v4,pmv3_0063__opus_nb_8k,0.9861031770706177
codec_mixed_dev_v4,pmv3_0063__transcode_g711_opus,0.9852542281150818
codec_mixed_dev_v4,pmv3_0064__clean,0.9963243007659912
codec_mixed_dev_v4,pmv3_0064__g711_ulaw,0.9891278147697449
codec_mixed_dev_v4,pmv3_0064__g722_wb,0.9959659576416016
codec_mixed_dev_v4,pmv3_0064__opus_nb_8k,0.984704852104187
codec_mixed_dev_v4,pmv3_0064__transcode_g711_opus,0.9431106448173523
codec_mixed_dev_v4,pmv3_0065__clean,0.994575023651123
codec_mixed_dev_v4,pmv3_0065__g711_ulaw,0.9933331608772278
codec_mixed_dev_v4,pmv3_0065__g722_wb,0.9936542510986328
codec_mixed_dev_v4,pmv3_0065__opus_nb_8k,0.9822286367416382
codec_mixed_dev_v4,pmv3_0065__transcode_g711_opus,0.9283965826034546
codec_mixed_dev_v4,pmv3_0066__clean,0.8638083338737488
codec_mixed_dev_v4,pmv3_0066__g711_ulaw,0.5933000445365906
codec_mixed_dev_v4,pmv3_0066__g722_wb,0.9470788836479187
codec_mixed_dev_v4,pmv3_0066__opus_nb_8k,0.9310423731803894
codec_mixed_dev_v4,pmv3_0066__transcode_g711_opus,0.6337020993232727
codec_mixed_dev_v4,pmv3_0067__clean,0.9963950514793396
codec_mixed_dev_v4,pmv3_0067__g711_ulaw,0.9966084957122803
codec_mixed_dev_v4,pmv3_0067__g722_wb,0.9959686994552612
codec_mixed_dev_v4,pmv3_0067__opus_nb_8k,0.9960851669311523
codec_mixed_dev_v4,pmv3_0067__transcode_g711_opus,0.9965435862541199
codec_mixed_dev_v4,pmv3_0068__clean,0.9629544019699097
codec_mixed_dev_v4,pmv3_0068__g711_ulaw,0.7181706428527832
codec_mixed_dev_v4,pmv3_0068__g722_wb,0.9606593251228333
codec_mixed_dev_v4,pmv3_0068__opus_nb_8k,0.7301653623580933
codec_mixed_dev_v4,pmv3_0068__transcode_g711_opus,0.3191956579685211
codec_mixed_dev_v4,pmv3_0069__clean,0.993151068687439
codec_mixed_dev_v4,pmv3_0069__g711_ulaw,0.9914952516555786
codec_mixed_dev_v4,pmv3_0069__g722_wb,0.995703399181366
codec_mixed_dev_v4,pmv3_0069__opus_nb_8k,0.9832319021224976
codec_mixed_dev_v4,pmv3_0069__transcode_g711_opus,0.9182068109512329
codec_mixed_dev_v4,pmv3_0070__clean,0.7275445461273193
codec_mixed_dev_v4,pmv3_0070__g711_ulaw,0.7493517994880676
codec_mixed_dev_v4,pmv3_0070__g722_wb,0.7737060785293579
codec_mixed_dev_v4,pmv3_0070__opus_nb_8k,0.6707170009613037
codec_mixed_dev_v4,pmv3_0070__transcode_g711_opus,0.6936082243919373
codec_mixed_dev_v4,pmv3_0071__clean,0.9837284684181213
codec_mixed_dev_v4,pmv3_0071__g711_ulaw,0.8441150784492493
codec_mixed_dev_v4,pmv3_0071__g722_wb,0.9832168817520142
codec_mixed_dev_v4,pmv3_0071__opus_nb_8k,0.7955337166786194
codec_mixed_dev_v4,pmv3_0071__transcode_g711_opus,0.9485414028167725
codec_mixed_dev_v4,pmv3_0072__clean,0.9887794256210327
codec_mixed_dev_v4,pmv3_0072__g711_ulaw,0.6889740228652954
codec_mixed_dev_v4,pmv3_0072__g722_wb,0.7790809869766235
codec_mixed_dev_v4,pmv3_0072__opus_nb_8k,0.5560504794120789
codec_mixed_dev_v4,pmv3_0072__transcode_g711_opus,0.42567890882492065
codec_mixed_dev_v4,pmv3_0073__clean,0.9818316698074341
codec_mixed_dev_v4,pmv3_0073__g711_ulaw,0.9782262444496155
codec_mixed_dev_v4,pmv3_0073__g722_wb,0.9873468279838562
codec_mixed_dev_v4,pmv3_0073__opus_nb_8k,0.8884292244911194
codec_mixed_dev_v4,pmv3_0073__transcode_g711_opus,0.9491499066352844
codec_mixed_dev_v4,pmv3_0074__clean,0.9528094530105591
codec_mixed_dev_v4,pmv3_0074__g711_ulaw,0.6897391676902771
codec_mixed_dev_v4,pmv3_0074__g722_wb,0.9195367097854614
codec_mixed_dev_v4,pmv3_0074__opus_nb_8k,0.4577616751194
codec_mixed_dev_v4,pmv3_0074__transcode_g711_opus,0.5542197227478027
codec_mixed_dev_v4,pmv3_0075__clean,0.982898473739624
