BASE_ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SNR_DB,OVERLAP_FRACTION,ORDER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE,VOICE_SOURCE_DATASET
cmbv5_0010,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,asvspoof2021-df:DF_E_2043108,asvspoof2021-df:TEF1,Task1-team30,asvspoof2021-df:DF_E_2043108,voice_pool/2485524a821421f4ce03.flac,091086,fma:91086,FMA,unscreened_real_noncausal,RM_091_091086,unmixed_dataset/eval/RM_091_091086.wav,0,1.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0011,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,asvspoof2021-df:DF_E_2007251,asvspoof2021-df:TEM2,Task1-team16,asvspoof2021-df:DF_E_2007251,voice_pool/98f03bf1010610f4209d.flac,123003,fma:123003,FMA,unscreened_real_noncausal,RM_123_123003,unmixed_dataset/eval/RM_123_123003.wav,-5,1.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0012,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,asvspoof2021-df:DF_E_2046926,asvspoof2021-df:VCC2TF2,SPO-N16,asvspoof2021-df:DF_E_2046926,voice_pool/4b04bba9464e57bf6ef3.flac,FM_audioldm2_nxdHojfss_A,fmc:nxdHojfss_A,audioldm2,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_audioldm2_nxdHojfss_A,unmixed_dataset/eval/FM_audioldm2_nxdHojfss_A.wav,-10,1.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0013,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,asvspoof2021-df:DF_E_2061138,asvspoof2021-df:TMF1,Task2-team24,asvspoof2021-df:DF_E_2061138,voice_pool/f1aa43ecfc5f086a404a.flac,FM_audioldm2_5a_Qxd4ECTo,fmc:5a_Qxd4ECTo,audioldm2,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_audioldm2_5a_Qxd4ECTo,unmixed_dataset/eval/FM_audioldm2_5a_Qxd4ECTo.wav,5,1.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0014,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,asvspoof2021-df:DF_E_2070747,asvspoof2021-df:TEF1,Task1-team12,asvspoof2021-df:DF_E_2070747,voice_pool/4f7e714702815448c68f.flac,FM_audioldm2_9gkppwB5CXA,fmc:9gkppwB5CXA,audioldm2,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_audioldm2_9gkppwB5CXA,unmixed_dataset/eval/FM_audioldm2_9gkppwB5CXA.wav,0,1.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0015,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,asvspoof2021-df:DF_E_2059764,asvspoof2021-df:TEM1,Task1-team20,asvspoof2021-df:DF_E_2059764,voice_pool/d760e8b9734a80163eeb.flac,FM_audioldm2_Ls6qMcgpdlM,fmc:Ls6qMcgpdlM,audioldm2,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_audioldm2_Ls6qMcgpdlM,unmixed_dataset/eval/FM_audioldm2_Ls6qMcgpdlM.wav,-10,1.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0016,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,librispeech-test-clean:8224-274381-0000,librispeech-test-clean:8224,bonafide,librispeech-test-clean:8224-274381-0000,voice_pool/a9bc5189ded4a60769fe.flac,017624,fma:17624,FMA,unscreened_real_noncausal,RM_017_017624,unmixed_dataset/eval/RM_017_017624.wav,0,0.25,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0017,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,librispeech-test-clean:3729-6852-0004,librispeech-test-clean:3729,bonafide,librispeech-test-clean:3729-6852-0004,voice_pool/bbc735bb936feb01fb62.flac,044198,fma:44198,FMA,unscreened_real_noncausal,RM_044_044198,unmixed_dataset/eval/RM_044_044198.wav,-5,0.5,music_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0018,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,librispeech-test-clean:61-70968-0032,librispeech-test-clean:61,bonafide,librispeech-test-clean:61-70968-0032,voice_pool/8be3b0c02394a9fa173e.flac,135210,fma:135210,FMA,unscreened_real_noncausal,RM_135_135210,unmixed_dataset/eval/RM_135_135210.wav,-5,0.25,music_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0019,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,librispeech-test-clean:237-134500-0012,librispeech-test-clean:237,bonafide,librispeech-test-clean:237-134500-0012,voice_pool/da08005c47558c09e5c0.flac,068340,fma:68340,FMA,unscreened_real_noncausal,RM_068_068340,unmixed_dataset/eval/RM_068_068340.wav,0,0.75,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0020,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,librispeech-test-clean:7176-92135-0042,librispeech-test-clean:7176,bonafide,librispeech-test-clean:7176-92135-0042,voice_pool/af0fc6db692f93471c53.flac,FM_MusicGen_medium_VwkRHbqpHqk,fmc:VwkRHbqpHqk,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_VwkRHbqpHqk,unmixed_dataset/eval/FM_MusicGen_medium_VwkRHbqpHqk.wav,0,0.5,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0021,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,librispeech-test-clean:2300-131720-0038,librispeech-test-clean:2300,bonafide,librispeech-test-clean:2300-131720-0038,voice_pool/acaff6cb19a5c0647233.flac,FM_MusicGen_medium_nL4zx0-mi14,fmc:nL4zx0-mi14,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_nL4zx0-mi14,unmixed_dataset/eval/FM_MusicGen_medium_nL4zx0-mi14.wav,-5,0.5,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0022,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,librispeech-test-clean:7127-75947-0035,librispeech-test-clean:7127,bonafide,librispeech-test-clean:7127-75947-0035,voice_pool/0c9ff7e0483f08cb2a5f.flac,FM_MusicGen_medium__Slo8QXYOp8,fmc:_Slo8QXYOp8,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium__Slo8QXYOp8,unmixed_dataset/eval/FM_MusicGen_medium__Slo8QXYOp8.wav,-5,0.25,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0023,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,librispeech-test-clean:6829-68769-0005,librispeech-test-clean:6829,bonafide,librispeech-test-clean:6829-68769-0005,voice_pool/6d7bf8937e8ec47d0ce7.flac,FM_MusicGen_medium_-XN0NtrnfMY,fmc:-XN0NtrnfMY,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_-XN0NtrnfMY,unmixed_dataset/eval/FM_MusicGen_medium_-XN0NtrnfMY.wav,10,0.5,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0024,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,asvspoof2021-df:DF_E_2035331,asvspoof2021-df:VCC2TM2,HUB-N15,asvspoof2021-df:DF_E_2035331,voice_pool/6ab18c23b06bdd0764e7.flac,056932,fma:56932,FMA,unscreened_real_noncausal,RM_056_056932,unmixed_dataset/eval/RM_056_056932.wav,0,0.25,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0025,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,asvspoof2021-df:DF_E_2050523,asvspoof2021-df:VCC2TF1,HUB-N18,asvspoof2021-df:DF_E_2050523,voice_pool/a3e92eab5658c5f2cc38.flac,108473,fma:108473,FMA,unscreened_real_noncausal,RM_108_108473,unmixed_dataset/eval/RM_108_108473.wav,10,0.5,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0026,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,asvspoof2021-df:DF_E_2022203,asvspoof2021-df:VCC2TF1,HUB-N09,asvspoof2021-df:DF_E_2022203,voice_pool/cff6e2df89d95b66d74b.flac,122911,fma:122911,FMA,unscreened_real_noncausal,RM_122_122911,unmixed_dataset/eval/RM_122_122911.wav,5,0.75,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0027,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,asvspoof2021-df:DF_E_2036411,asvspoof2021-df:TGM1,Task2-team20,asvspoof2021-df:DF_E_2036411,voice_pool/a28169366f5f096e3fed.flac,153420,fma:153420,FMA,unscreened_real_noncausal,RM_153_153420,unmixed_dataset/eval/RM_153_153420.wav,0,0.25,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0028,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,asvspoof2021-df:DF_E_2024524,asvspoof2021-df:TGF1,Task2-team05,asvspoof2021-df:DF_E_2024524,voice_pool/babfae89846b1659807f.flac,FM_MusicGen_medium_ZVMIk3xYaYo,fmc:ZVMIk3xYaYo,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_ZVMIk3xYaYo,unmixed_dataset/eval/FM_MusicGen_medium_ZVMIk3xYaYo.wav,-5,0.25,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0029,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,asvspoof2021-df:DF_E_2071930,asvspoof2021-df:VCC2TM1,HUB-N07,asvspoof2021-df:DF_E_2071930,voice_pool/d590304e8c22838ca301.flac,FM_MusicGen_medium_JHvLuYk6TfI,fmc:JHvLuYk6TfI,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_JHvLuYk6TfI,unmixed_dataset/eval/FM_MusicGen_medium_JHvLuYk6TfI.wav,0,0.25,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0030,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,asvspoof2021-df:DF_E_2066804,asvspoof2021-df:TFM1,Task2-team23,asvspoof2021-df:DF_E_2066804,voice_pool/382f38c89bcb0d18d259.flac,FM_MusicGen_medium_K5ilD6nEJ-g,fmc:K5ilD6nEJ-g,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_K5ilD6nEJ-g,unmixed_dataset/eval/FM_MusicGen_medium_K5ilD6nEJ-g.wav,10,0.25,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0031,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,asvspoof2021-df:DF_E_2012549,asvspoof2021-df:TGM1,Task2-team10,asvspoof2021-df:DF_E_2012549,voice_pool/c6da0d016793cd2d8586.flac,FM_MusicGen_medium_uoZ9Rs4E-6Y,fmc:uoZ9Rs4E-6Y,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_uoZ9Rs4E-6Y,unmixed_dataset/eval/FM_MusicGen_medium_uoZ9Rs4E-6Y.wav,-10,0.25,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0032,0,0,0,1,1,mixed,sequential,RR,sequential__RR,librispeech-test-clean:2830-3979-0003,librispeech-test-clean:2830,bonafide,librispeech-test-clean:2830-3979-0003,voice_pool/a015b0b7576f9b1287e0.flac,116383,fma:116383,FMA,unscreened_real_noncausal,RM_116_116383,unmixed_dataset/eval/RM_116_116383.wav,,0.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0033,0,0,0,1,1,mixed,sequential,RR,sequential__RR,librispeech-test-clean:1188-133604-0027,librispeech-test-clean:1188,bonafide,librispeech-test-clean:1188-133604-0027,voice_pool/878ada7bca7d06cecb7a.flac,054491,fma:54491,FMA,unscreened_real_noncausal,RM_054_054491,unmixed_dataset/eval/RM_054_054491.wav,,0.0,voice_first,0.2,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0034,0,0,0,1,1,mixed,sequential,RR,sequential__RR,librispeech-test-clean:672-122797-0071,librispeech-test-clean:672,bonafide,librispeech-test-clean:672-122797-0071,voice_pool/f9f4a3be2d03acc7043e.flac,066636,fma:66636,FMA,unscreened_real_noncausal,RM_066_066636,unmixed_dataset/eval/RM_066_066636.wav,,0.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0035,0,0,0,1,1,mixed,sequential,RR,sequential__RR,librispeech-test-clean:4507-16021-0013,librispeech-test-clean:4507,bonafide,librispeech-test-clean:4507-16021-0013,voice_pool/986a61455e4bf479b534.flac,066437,fma:66437,FMA,unscreened_real_noncausal,RM_066_066437,unmixed_dataset/eval/RM_066_066437.wav,,0.0,voice_first,0.2,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0036,1,0,1,1,1,mixed,sequential,RF,sequential__RF,librispeech-test-clean:7021-79740-0004,librispeech-test-clean:7021,bonafide,librispeech-test-clean:7021-79740-0004,voice_pool/c0020cb03089171daca7.flac,FM_stable_audio_open_xmaVWayBvaY,fmc:xmaVWayBvaY,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_xmaVWayBvaY,unmixed_dataset/eval/FM_stable_audio_open_xmaVWayBvaY.wav,,0.0,voice_first,0.2,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0037,1,0,1,1,1,mixed,sequential,RF,sequential__RF,librispeech-test-clean:5105-28240-0022,librispeech-test-clean:5105,bonafide,librispeech-test-clean:5105-28240-0022,voice_pool/9c85eed4d7cae67c66aa.flac,FM_stable_audio_open_LAeWwMC2EaI,fmc:LAeWwMC2EaI,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_LAeWwMC2EaI,unmixed_dataset/eval/FM_stable_audio_open_LAeWwMC2EaI.wav,,0.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0038,1,0,1,1,1,mixed,sequential,RF,sequential__RF,librispeech-test-clean:7729-102255-0012,librispeech-test-clean:7729,bonafide,librispeech-test-clean:7729-102255-0012,voice_pool/7800ce89c40853dfb009.flac,FM_stable_audio_open_QlaW568SeDc,fmc:QlaW568SeDc,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_QlaW568SeDc,unmixed_dataset/eval/FM_stable_audio_open_QlaW568SeDc.wav,,0.0,music_first,0.5,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0039,1,0,1,1,1,mixed,sequential,RF,sequential__RF,librispeech-test-clean:1995-1837-0007,librispeech-test-clean:1995,bonafide,librispeech-test-clean:1995-1837-0007,voice_pool/f9082480fec72273be23.flac,FM_stable_audio_open_EFlGHxV5WsY,fmc:EFlGHxV5WsY,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_EFlGHxV5WsY,unmixed_dataset/eval/FM_stable_audio_open_EFlGHxV5WsY.wav,,0.0,voice_first,0.5,external_voice_disjoint+MixFake_music,strict,LibriSpeech_test-clean
cmbv5_0040,1,1,0,1,1,mixed,sequential,FR,sequential__FR,asvspoof2021-df:DF_E_2068075,asvspoof2021-df:TGF1,Task2-team15,asvspoof2021-df:DF_E_2068075,voice_pool/ad011adf325e1dd4cb7a.flac,137356,fma:137356,FMA,unscreened_real_noncausal,RM_137_137356,unmixed_dataset/eval/RM_137_137356.wav,,0.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0041,1,1,0,1,1,mixed,sequential,FR,sequential__FR,asvspoof2021-df:DF_E_2049417,asvspoof2021-df:VCC2TM1,HUB-D05,asvspoof2021-df:DF_E_2049417,voice_pool/e065c423b6c0f0ccd0c9.flac,055921,fma:55921,FMA,unscreened_real_noncausal,RM_055_055921,unmixed_dataset/eval/RM_055_055921.wav,,0.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0042,1,1,0,1,1,mixed,sequential,FR,sequential__FR,asvspoof2021-df:DF_E_2013955,asvspoof2021-df:VCC2TF2,HUB-D01,asvspoof2021-df:DF_E_2013955,voice_pool/2266375e5c6c094501fe.flac,062655,fma:62655,FMA,unscreened_real_noncausal,RM_062_062655,unmixed_dataset/eval/RM_062_062655.wav,,0.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0043,1,1,0,1,1,mixed,sequential,FR,sequential__FR,asvspoof2021-df:DF_E_2048345,asvspoof2021-df:TMM1,Task2-team16,asvspoof2021-df:DF_E_2048345,voice_pool/dac160561a4e1372dea3.flac,051387,fma:51387,FMA,unscreened_real_noncausal,RM_051_051387,unmixed_dataset/eval/RM_051_051387.wav,,0.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0044,1,1,1,1,1,mixed,sequential,FF,sequential__FF,asvspoof2021-df:DF_E_2064778,asvspoof2021-df:TEM1,Task1-team32,asvspoof2021-df:DF_E_2064778,voice_pool/640048e6d44bb52ace13.flac,FM_stable_audio_open_uT-S_JC_GzU,fmc:uT-S_JC_GzU,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_uT-S_JC_GzU,unmixed_dataset/eval/FM_stable_audio_open_uT-S_JC_GzU.wav,,0.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0045,1,1,1,1,1,mixed,sequential,FF,sequential__FF,asvspoof2021-df:DF_E_2020951,asvspoof2021-df:TEF2,Task1-team17,asvspoof2021-df:DF_E_2020951,voice_pool/26cbdc3ebd7688d31abd.flac,FM_stable_audio_open_r0Xvr8maR34,fmc:r0Xvr8maR34,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_r0Xvr8maR34,unmixed_dataset/eval/FM_stable_audio_open_r0Xvr8maR34.wav,,0.0,voice_first,0.5,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0046,1,1,1,1,1,mixed,sequential,FF,sequential__FF,asvspoof2021-df:DF_E_2005795,asvspoof2021-df:TMM1,Task2-team29,asvspoof2021-df:DF_E_2005795,voice_pool/df8b27133bcdc4492635.flac,FM_stable_audio_open_O84YjlJ_Qw4,fmc:O84YjlJ_Qw4,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_O84YjlJ_Qw4,unmixed_dataset/eval/FM_stable_audio_open_O84YjlJ_Qw4.wav,,0.0,music_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
cmbv5_0047,1,1,1,1,1,mixed,sequential,FF,sequential__FF,asvspoof2021-df:DF_E_2026065,asvspoof2021-df:TEM2,Task1-team08,asvspoof2021-df:DF_E_2026065,voice_pool/aa3810af55bac73c1312.flac,FM_stable_audio_open_GQPOpFX20Gw,fmc:GQPOpFX20Gw,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_GQPOpFX20Gw,unmixed_dataset/eval/FM_stable_audio_open_GQPOpFX20Gw.wav,,0.0,voice_first,0.0,external_voice_disjoint+MixFake_music,strict,ASVspoof2021_DF_eval_nocodec
