ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,VOICE_GENERATOR,MUSIC_GENERATOR,SNR_DB,ORIGINAL_SPLIT,SOURCE_FILE,DATASET,PATH,MIX_MODE,COMPONENT_CASE,EVAL_CELL,CHANNEL,SPLIT,VOICE_SPEAKER,MUSIC_GROUP_ID,OVERLAP_FRACTION,ORDER,DURATION,FILE_EXTENSION,GENERATOR,GROUP_ID,VOCODER,SPEAKER,PARENT_ID,STRESS_VARIANT,CATEGORY,GENDER,AGE,VOICE_SCREEN,MUSIC_SCREEN,FMA_TRACK_ID,ORIGINAL_AUDIO,GENERATION_TYPE,GENRE,BASE_ID,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE,CELL_V57,LAYOUT_V57,CHANNEL_V57,VOICE_GENERATOR_V57,MUSIC_GENERATOR_V57,VOICE_FAKE_PROB
voice_0020__wav,0,0.0,,1,0,voice,speech_only,asvspoof,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0020__wav.wav,,,,,,,,,,4.1429375,,-,,bonafide,LA_0018,voice_0020,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.00014229997649024522
voice_0021__wav,0,0.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0021__wav.wav,,,,,,,,,,4.216,,-,,bonafide,VCC2SF4,voice_0021,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9999278327639438
voice_0022__wav,0,0.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0022__wav.wav,,,,,,,,,,4.864,,-,,bonafide,TFM1,voice_0022,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.012012279712000256
voice_0023__wav,0,0.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0023__wav.wav,,,,,,,,,,4.072,,-,,bonafide,VCC2SF1,voice_0023,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.7022210310391366
voice_0024__wav,0,0.0,,1,0,voice,speech_only,asvspoof,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0024__wav.wav,,,,,,,,,,4.224,,-,,bonafide,LA_0040,voice_0024,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,8.78055391264893e-06
voice_0025__wav,0,0.0,,1,0,voice,speech_only,vcc2018,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0025__wav.wav,,,,,,,,,,4.096,,-,,bonafide,VCC2SF2,voice_0025,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.8641307266289006
voice_0026__wav,0,0.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0026__wav.wav,,,,,,,,,,7.168,,-,,bonafide,TMF1,voice_0026,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9983125299884533
voice_0027__wav,0,0.0,,1,0,voice,speech_only,asvspoof,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0027__wav.wav,,,,,,,,,,4.672,,-,,bonafide,LA_0045,voice_0027,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.017467227633613275
voice_0028__wav,0,0.0,,1,0,voice,speech_only,vcc2018,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0028__wav.wav,,,,,,,,,,6.225625,,-,,bonafide,VCC2SF2,voice_0028,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.18941861267426588
voice_0029__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0029__wav.wav,,,,,,,,,,5.224,,-,,bonafide,LA_0046,voice_0029,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.008960817718216293
voice_0030__wav,0,0.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0030__wav.wav,,,,,,,,,,4.888,,-,,bonafide,TFM1,voice_0030,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.00015839815272733956
voice_0031__wav,0,0.0,,1,0,voice,speech_only,asvspoof,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0031__wav.wav,,,,,,,,,,5.12,,-,,bonafide,LA_0009,voice_0031,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.007430307587606799
voice_0032__wav,0,0.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0032__wav.wav,,,,,,,,,,5.248,,-,,bonafide,TGM1,voice_0032,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.0182106343236091
voice_0033__wav,0,0.0,,1,0,voice,speech_only,asvspoof,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0033__wav.wav,,,,,,,,,,4.8659375,,-,,bonafide,LA_0011,voice_0033,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.004911283498415663
voice_0034__wav,0,0.0,,1,0,voice,speech_only,asvspoof,high_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0034__wav.wav,,,,,,,,,,4.544,,-,,bonafide,LA_0011,voice_0034,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.00023889109431408302
voice_0035__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0035__wav.wav,,,,,,,,,,5.33625,,-,,bonafide,LA_0030,voice_0035,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,2.9720575676617853e-05
voice_0036__wav,0,0.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0036__wav.wav,,,,,,,,,,4.85875,,-,,bonafide,TGF1,voice_0036,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.3199356901653583
voice_0037__wav,0,0.0,,1,0,voice,speech_only,vcc2020,high_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0037__wav.wav,,,,,,,,,,4.48,,-,,bonafide,TGF1,voice_0037,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.24007514408524017
voice_0040__wav,0,0.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0040__wav.wav,,,,,,,,,,4.3179375,,-,,bonafide,VCC2SF1,voice_0040,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9997835941623369
voice_0041__wav,0,0.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0041__wav.wav,,,,,,,,,,4.36,,-,,bonafide,TEM2,voice_0041,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9976865463027527
voice_0042__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0042__wav.wav,,,,,,,,,,5.33725,,-,,bonafide,LA_0013,voice_0042,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.00015770866236555317
voice_0043__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0043__wav.wav,,,,,,,,,,5.3349375,,-,,bonafide,LA_0030,voice_0043,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.001298849622788753
voice_0045__wav,0,0.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0045__wav.wav,,,,,,,,,,4.768,,-,,bonafide,TFF1,voice_0045,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.004040650051142418
voice_0046__wav,0,0.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0046__wav.wav,,,,,,,,,,5.512,,-,,bonafide,TMF1,voice_0046,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9906155227229235
voice_0047__wav,0,0.0,,1,0,voice,speech_only,asvspoof,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0047__wav.wav,,,,,,,,,,8.768,,-,,bonafide,LA_0002,voice_0047,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.0033907210340561765
voice_0048__wav,0,0.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0048__wav.wav,,,,,,,,,,4.352,,-,,bonafide,VCC2SF3,voice_0048,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9279571411019527
voice_0049__wav,0,0.0,,1,0,voice,speech_only,asvspoof,nocodec,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0049__wav.wav,,,,,,,,,,4.737,,-,,bonafide,LA_0022,voice_0049,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.01326590511369725
voice_0050__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0050__wav.wav,,,,,,,,,,4.352,,-,,bonafide,LA_0026,voice_0050,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.04311032896269038
voice_0051__wav,0,0.0,,1,0,voice,speech_only,asvspoof,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0051__wav.wav,,,,,,,,,,4.8269375,,-,,bonafide,LA_0022,voice_0051,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.01874414537948608
voice_0052__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0052__wav.wav,,,,,,,,,,5.096,,-,,bonafide,LA_0009,voice_0052,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.01077539641405246
voice_0053__wav,0,0.0,,1,0,voice,speech_only,asvspoof,high_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0053__wav.wav,,,,,,,,,,4.288,,-,,bonafide,LA_0011,voice_0053,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.0012696455671634252
voice_0054__wav,0,0.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0054__wav.wav,,,,,,,,,,4.216,,-,,bonafide,VCC2SM1,voice_0054,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9999838376849568
voice_0055__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0055__wav.wav,,,,,,,,,,4.8230625,,-,,bonafide,LA_0026,voice_0055,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.14272131216349604
voice_0056__wav,0,0.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0056__wav.wav,,,,,,,,,,4.992,,-,,bonafide,SEM1,voice_0056,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9924642162846751
voice_0058__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0058__wav.wav,,,,,,,,,,4.864,,-,,bonafide,LA_0007,voice_0058,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.0034266212863978437
voice_0059__wav,0,0.0,,1,0,voice,speech_only,asvspoof,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0059__wav.wav,,,,,,,,,,5.256,,-,,bonafide,LA_0013,voice_0059,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,8.337788068168506e-05
voice_0060__wav,0,0.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0060__wav.wav,,,,,,,,,,4.032,,-,,bonafide,TEF2,voice_0060,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.992732986814868
voice_0061__wav,0,0.0,,1,0,voice,speech_only,vcc2018,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0061__wav.wav,,,,,,,,,,4.032,,-,,bonafide,VCC2SF4,voice_0061,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9932746243736112
voice_0062__wav,0,0.0,,1,0,voice,speech_only,vcc2020,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0062__wav.wav,,,,,,,,,,5.184,,-,,bonafide,TEM1,voice_0062,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9018109016325984
voice_0063__wav,0,0.0,,1,0,voice,speech_only,asvspoof,nocodec,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0063__wav.wav,,,,,,,,,,4.140875,,-,,bonafide,LA_0040,voice_0063,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,1.105299589795459e-05
voice_0064__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0064__wav.wav,,,,,,,,,,4.28,,-,,bonafide,LA_0029,voice_0064,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.002115836308225003
voice_0066__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0066__wav.wav,,,,,,,,,,4.696,,-,,bonafide,LA_0018,voice_0066,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,1.8998545192643398e-05
