DATASET,ID,MODERN_FAKEPRINT_PROB
phone_factorial_1200_v1,sdxeq_0029__phonefact_opus_nb_8k,2.1725893020629883e-05
phone_factorial_1200_v1,sdxeq_0030__phonefact_resample8k,0.00011309981346130371
phone_factorial_1200_v1,sdxeq_0030__phonefact_g711_ulaw,0.0002994239330291748
phone_factorial_1200_v1,sdxeq_0030__phonefact_g726_24k,5.602836608886719e-06
phone_factorial_1200_v1,sdxeq_0030__phonefact_opus_nb_8k,2.2649765014648438e-06
phone_factorial_1200_v1,sdxeq_0031__phonefact_resample8k,0.04077804088592529
phone_factorial_1200_v1,sdxeq_0031__phonefact_g711_ulaw,0.09889915585517883
phone_factorial_1200_v1,sdxeq_0031__phonefact_g726_24k,0.10708695650100708
phone_factorial_1200_v1,sdxeq_0031__phonefact_opus_nb_8k,6.16908073425293e-06
phone_factorial_1200_v1,sdxeq_0032__phonefact_resample8k,1.2516975402832031e-06
phone_factorial_1200_v1,sdxeq_0032__phonefact_g711_ulaw,0.00011709332466125488
phone_factorial_1200_v1,sdxeq_0032__phonefact_g726_24k,1.1920928955078125e-06
phone_factorial_1200_v1,sdxeq_0032__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdxeq_0033__phonefact_resample8k,8.600950241088867e-05
phone_factorial_1200_v1,sdxeq_0033__phonefact_g711_ulaw,3.209710121154785e-05
phone_factorial_1200_v1,sdxeq_0033__phonefact_g726_24k,0.00010761618614196777
phone_factorial_1200_v1,sdxeq_0033__phonefact_opus_nb_8k,7.212162017822266e-06
phone_factorial_1200_v1,sdxeq_0034__phonefact_resample8k,0.011498183012008667
phone_factorial_1200_v1,sdxeq_0034__phonefact_g711_ulaw,0.010550647974014282
phone_factorial_1200_v1,sdxeq_0034__phonefact_g726_24k,8.13603401184082e-05
phone_factorial_1200_v1,sdxeq_0034__phonefact_opus_nb_8k,3.960728645324707e-05
phone_factorial_1200_v1,sdxeq_0035__phonefact_resample8k,0.2779111862182617
phone_factorial_1200_v1,sdxeq_0035__phonefact_g711_ulaw,0.2628327012062073
phone_factorial_1200_v1,sdxeq_0035__phonefact_g726_24k,0.0028081536293029785
phone_factorial_1200_v1,sdxeq_0035__phonefact_opus_nb_8k,0.0003375411033630371
phone_factorial_1200_v1,sdxeq_0036__phonefact_resample8k,9.924173355102539e-06
phone_factorial_1200_v1,sdxeq_0036__phonefact_g711_ulaw,2.142786979675293e-05
phone_factorial_1200_v1,sdxeq_0036__phonefact_g726_24k,9.745359420776367e-06
phone_factorial_1200_v1,sdxeq_0036__phonefact_opus_nb_8k,1.4603137969970703e-06
phone_factorial_1200_v1,sdxeq_0037__phonefact_resample8k,9.98377799987793e-06
phone_factorial_1200_v1,sdxeq_0037__phonefact_g711_ulaw,6.556510925292969e-07
phone_factorial_1200_v1,sdxeq_0037__phonefact_g726_24k,3.68952751159668e-05
phone_factorial_1200_v1,sdxeq_0037__phonefact_opus_nb_8k,0.0010073482990264893
phone_factorial_1200_v1,sdxeq_0038__phonefact_resample8k,0.13895085453987122
phone_factorial_1200_v1,sdxeq_0038__phonefact_g711_ulaw,0.009741246700286865
phone_factorial_1200_v1,sdxeq_0038__phonefact_g726_24k,0.00214502215385437
phone_factorial_1200_v1,sdxeq_0038__phonefact_opus_nb_8k,0.00033792853355407715
phone_factorial_1200_v1,sdxeq_0039__phonefact_resample8k,0.00012010335922241211
phone_factorial_1200_v1,sdxeq_0039__phonefact_g711_ulaw,6.0498714447021484e-05
phone_factorial_1200_v1,sdxeq_0039__phonefact_g726_24k,2.0623207092285156e-05
phone_factorial_1200_v1,sdxeq_0039__phonefact_opus_nb_8k,4.172325134277344e-07
phone_factorial_1200_v1,sdxeq_0040__phonefact_resample8k,0.0013433396816253662
phone_factorial_1200_v1,sdxeq_0040__phonefact_g711_ulaw,0.0006968677043914795
phone_factorial_1200_v1,sdxeq_0040__phonefact_g726_24k,0.0004569888114929199
phone_factorial_1200_v1,sdxeq_0040__phonefact_opus_nb_8k,1.8537044525146484e-05
phone_factorial_1200_v1,sdxeq_0041__phonefact_resample8k,7.787346839904785e-05
phone_factorial_1200_v1,sdxeq_0041__phonefact_g711_ulaw,0.002680957317352295
phone_factorial_1200_v1,sdxeq_0041__phonefact_g726_24k,6.467103958129883e-06
phone_factorial_1200_v1,sdxeq_0041__phonefact_opus_nb_8k,3.483891487121582e-05
phone_factorial_1200_v1,sdxeq_0042__phonefact_resample8k,0.00017508864402770996
phone_factorial_1200_v1,sdxeq_0042__phonefact_g711_ulaw,0.00014165043830871582
phone_factorial_1200_v1,sdxeq_0042__phonefact_g726_24k,6.735324859619141e-06
phone_factorial_1200_v1,sdxeq_0042__phonefact_opus_nb_8k,1.6093254089355469e-06
phone_factorial_1200_v1,sdxeq_0043__phonefact_resample8k,0.003210783004760742
phone_factorial_1200_v1,sdxeq_0043__phonefact_g711_ulaw,0.03658685088157654
phone_factorial_1200_v1,sdxeq_0043__phonefact_g726_24k,0.0006802976131439209
phone_factorial_1200_v1,sdxeq_0043__phonefact_opus_nb_8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdxeq_0044__phonefact_resample8k,0.00020959973335266113
phone_factorial_1200_v1,sdxeq_0044__phonefact_g711_ulaw,0.00039333105087280273
phone_factorial_1200_v1,sdxeq_0044__phonefact_g726_24k,0.002530723810195923
phone_factorial_1200_v1,sdxeq_0044__phonefact_opus_nb_8k,1.4901161193847656e-07
phone_factorial_1200_v1,sdxeq_0045__phonefact_resample8k,0.00013840198516845703
phone_factorial_1200_v1,sdxeq_0045__phonefact_g711_ulaw,5.501508712768555e-05
phone_factorial_1200_v1,sdxeq_0045__phonefact_g726_24k,0.0004277527332305908
phone_factorial_1200_v1,sdxeq_0045__phonefact_opus_nb_8k,2.086162567138672e-06
phone_factorial_1200_v1,sdxeq_0046__phonefact_resample8k,0.002162426710128784
phone_factorial_1200_v1,sdxeq_0046__phonefact_g711_ulaw,0.0011478960514068604
phone_factorial_1200_v1,sdxeq_0046__phonefact_g726_24k,3.904104232788086e-06
phone_factorial_1200_v1,sdxeq_0046__phonefact_opus_nb_8k,6.854534149169922e-07
phone_factorial_1200_v1,sdxeq_0047__phonefact_resample8k,2.7626752853393555e-05
phone_factorial_1200_v1,sdxeq_0047__phonefact_g711_ulaw,3.972649574279785e-05
phone_factorial_1200_v1,sdxeq_0047__phonefact_g726_24k,1.3649463653564453e-05
phone_factorial_1200_v1,sdxeq_0047__phonefact_opus_nb_8k,4.470348358154297e-07
phone_factorial_1200_v1,sdxeq_0048__phonefact_resample8k,0.00019401311874389648
phone_factorial_1200_v1,sdxeq_0048__phonefact_g711_ulaw,0.001202225685119629
phone_factorial_1200_v1,sdxeq_0048__phonefact_g726_24k,1.2516975402832031e-06
phone_factorial_1200_v1,sdxeq_0048__phonefact_opus_nb_8k,1.099705696105957e-05
phone_factorial_1200_v1,sdxeq_0049__phonefact_resample8k,1.1354684829711914e-05
phone_factorial_1200_v1,sdxeq_0049__phonefact_g711_ulaw,1.004338264465332e-05
phone_factorial_1200_v1,sdxeq_0049__phonefact_g726_24k,2.8014183044433594e-06
phone_factorial_1200_v1,sdxeq_0049__phonefact_opus_nb_8k,1.7881393432617188e-07
phone_factorial_1200_v1,sdxeq_0050__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0050__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0050__phonefact_g726_24k,1.7881393432617188e-07
phone_factorial_1200_v1,sdxeq_0050__phonefact_opus_nb_8k,1.7285346984863281e-06
phone_factorial_1200_v1,sdxeq_0051__phonefact_resample8k,1.4901161193847656e-07
phone_factorial_1200_v1,sdxeq_0051__phonefact_g711_ulaw,2.682209014892578e-06
phone_factorial_1200_v1,sdxeq_0051__phonefact_g726_24k,2.980232238769531e-07
phone_factorial_1200_v1,sdxeq_0051__phonefact_opus_nb_8k,4.76837158203125e-07
phone_factorial_1200_v1,sdxeq_0052__phonefact_resample8k,6.854534149169922e-06
phone_factorial_1200_v1,sdxeq_0052__phonefact_g711_ulaw,1.5944242477416992e-05
phone_factorial_1200_v1,sdxeq_0052__phonefact_g726_24k,5.3554773330688477e-05
phone_factorial_1200_v1,sdxeq_0052__phonefact_opus_nb_8k,2.5033950805664062e-06
phone_factorial_1200_v1,sdxeq_0053__phonefact_resample8k,1.722574234008789e-05
phone_factorial_1200_v1,sdxeq_0053__phonefact_g711_ulaw,6.705522537231445e-06
phone_factorial_1200_v1,sdxeq_0053__phonefact_g726_24k,9.298324584960938e-05
phone_factorial_1200_v1,sdxeq_0053__phonefact_opus_nb_8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdxeq_0054__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0054__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0054__phonefact_g726_24k,8.940696716308594e-08
phone_factorial_1200_v1,sdxeq_0054__phonefact_opus_nb_8k,2.086162567138672e-07
phone_factorial_1200_v1,sdxeq_0055__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0055__phonefact_g711_ulaw,5.960464477539063e-08
phone_factorial_1200_v1,sdxeq_0055__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdxeq_0055__phonefact_opus_nb_8k,8.940696716308594e-08
phone_factorial_1200_v1,sdxeq_0056__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0056__phonefact_g711_ulaw,8.940696716308594e-08
phone_factorial_1200_v1,sdxeq_0056__phonefact_g726_24k,3.463029861450195e-05
phone_factorial_1200_v1,sdxeq_0056__phonefact_opus_nb_8k,2.384185791015625e-07
phone_factorial_1200_v1,sdxeq_0057__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0057__phonefact_g711_ulaw,2.9802322387695312e-08
phone_factorial_1200_v1,sdxeq_0057__phonefact_g726_24k,2.384185791015625e-07
phone_factorial_1200_v1,sdxeq_0057__phonefact_opus_nb_8k,1.1920928955078125e-07
phone_factorial_1200_v1,sdxeq_0058__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0058__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0058__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdxeq_0058__phonefact_opus_nb_8k,2.676248550415039e-05
phone_factorial_1200_v1,sdxeq_0059__phonefact_resample8k,5.245208740234375e-06
phone_factorial_1200_v1,sdxeq_0059__phonefact_g711_ulaw,1.5079975128173828e-05
phone_factorial_1200_v1,sdxeq_0059__phonefact_g726_24k,5.227327346801758e-05
phone_factorial_1200_v1,sdxeq_0059__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdxeq_0060__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0060__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0060__phonefact_g726_24k,2.9802322387695312e-08
phone_factorial_1200_v1,sdxeq_0060__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdxeq_0061__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0061__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0061__phonefact_g726_24k,8.940696716308594e-08
phone_factorial_1200_v1,sdxeq_0061__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdxeq_0062__phonefact_resample8k,5.960464477539063e-08
phone_factorial_1200_v1,sdxeq_0062__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0062__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdxeq_0062__phonefact_opus_nb_8k,8.940696716308594e-08
phone_factorial_1200_v1,sdxeq_0063__phonefact_resample8k,2.175569534301758e-06
phone_factorial_1200_v1,sdxeq_0063__phonefact_g711_ulaw,3.5762786865234375e-07
phone_factorial_1200_v1,sdxeq_0063__phonefact_g726_24k,1.1026859283447266e-06
phone_factorial_1200_v1,sdxeq_0063__phonefact_opus_nb_8k,4.172325134277344e-07
phone_factorial_1200_v1,sdxeq_0064__phonefact_resample8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdxeq_0064__phonefact_g711_ulaw,1.049041748046875e-05
phone_factorial_1200_v1,sdxeq_0064__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdxeq_0064__phonefact_opus_nb_8k,1.7881393432617188e-07
phone_factorial_1200_v1,sdxeq_0065__phonefact_resample8k,1.1920928955078125e-07
phone_factorial_1200_v1,sdxeq_0065__phonefact_g711_ulaw,1.6689300537109375e-06
phone_factorial_1200_v1,sdxeq_0065__phonefact_g726_24k,5.364418029785156e-07
phone_factorial_1200_v1,sdxeq_0065__phonefact_opus_nb_8k,1.7881393432617188e-06
phone_factorial_1200_v1,sdxeq_0066__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0066__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0066__phonefact_g726_24k,1.7881393432617188e-07
phone_factorial_1200_v1,sdxeq_0066__phonefact_opus_nb_8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdxeq_0067__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0067__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0067__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdxeq_0067__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdxeq_0068__phonefact_resample8k,9.5367431640625e-07
phone_factorial_1200_v1,sdxeq_0068__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0068__phonefact_g726_24k,1.9371509552001953e-06
phone_factorial_1200_v1,sdxeq_0068__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdxeq_0069__phonefact_resample8k,8.940696716308594e-08
phone_factorial_1200_v1,sdxeq_0069__phonefact_g711_ulaw,5.960464477539063e-08
phone_factorial_1200_v1,sdxeq_0069__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdxeq_0069__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdxeq_0070__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0070__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0070__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdxeq_0070__phonefact_opus_nb_8k,6.258487701416016e-07
phone_factorial_1200_v1,sdxeq_0071__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0071__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0071__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdxeq_0071__phonefact_opus_nb_8k,8.940696716308594e-08
phone_factorial_1200_v1,sdxeq_0072__phonefact_resample8k,2.8908252716064453e-06
phone_factorial_1200_v1,sdxeq_0072__phonefact_g711_ulaw,2.086162567138672e-06
phone_factorial_1200_v1,sdxeq_0072__phonefact_g726_24k,1.4990568161010742e-05
phone_factorial_1200_v1,sdxeq_0072__phonefact_opus_nb_8k,7.18832015991211e-05
phone_factorial_1200_v1,sdxeq_0073__phonefact_resample8k,5.960464477539063e-08
phone_factorial_1200_v1,sdxeq_0073__phonefact_g711_ulaw,2.9802322387695312e-08
phone_factorial_1200_v1,sdxeq_0073__phonefact_g726_24k,5.960464477539063e-08
phone_factorial_1200_v1,sdxeq_0073__phonefact_opus_nb_8k,1.1920928955078125e-07
phone_factorial_1200_v1,sdxeq_0074__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0074__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdxeq_0074__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdxeq_0074__phonefact_opus_nb_8k,6.794929504394531e-06
phone_factorial_1200_v1,sdxeq_0075__phonefact_resample8k,6.961822509765625e-05
phone_factorial_1200_v1,sdxeq_0075__phonefact_g711_ulaw,0.0008963942527770996
phone_factorial_1200_v1,sdxeq_0075__phonefact_g726_24k,0.001501321792602539
phone_factorial_1200_v1,sdxeq_0075__phonefact_opus_nb_8k,3.7550926208496094e-06
phone_factorial_1200_v1,sdxeq_0076__phonefact_resample8k,2.2739171981811523e-05
phone_factorial_1200_v1,sdxeq_0076__phonefact_g711_ulaw,3.0517578125e-05
phone_factorial_1200_v1,sdxeq_0076__phonefact_g726_24k,7.748603820800781e-07
phone_factorial_1200_v1,sdxeq_0076__phonefact_opus_nb_8k,8.434057235717773e-06
phone_factorial_1200_v1,sdxeq_0077__phonefact_resample8k,7.531046867370605e-05
phone_factorial_1200_v1,sdxeq_0077__phonefact_g711_ulaw,1.4692544937133789e-05
phone_factorial_1200_v1,sdxeq_0077__phonefact_g726_24k,9.223818778991699e-05
phone_factorial_1200_v1,sdxeq_0077__phonefact_opus_nb_8k,9.238719940185547e-07
phone_factorial_1200_v1,sdxeq_0078__phonefact_resample8k,0.0005111992359161377
phone_factorial_1200_v1,sdxeq_0078__phonefact_g711_ulaw,0.0003533363342285156
phone_factorial_1200_v1,sdxeq_0078__phonefact_g726_24k,0.0003242790699005127
phone_factorial_1200_v1,sdxeq_0078__phonefact_opus_nb_8k,2.9474496841430664e-05
phone_factorial_1200_v1,sdxeq_0079__phonefact_resample8k,1.004338264465332e-05
phone_factorial_1200_v1,sdxeq_0079__phonefact_g711_ulaw,0.00010013580322265625
phone_factorial_1200_v1,sdxeq_0079__phonefact_g726_24k,4.0531158447265625e-06
