BASE_ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,VOICE_SOURCE_KIND,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_CONTENT_ID,VOICE_REFERENCE_ID,VOICE_REFERENCE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,VOICE_PARQUET_SHARD,REPLAY_PLAYER,REPLAY_RECORDER,REPLAY_DISTANCE,MUSIC_SOURCE_KIND,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_PLATFORM,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SONICS_ORIGINAL_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,SNR_DB,OVERLAP_FRACTION,ORDER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE
atbv9_0010,0,0,,1,0,voice,voice_only,voice_real,voice_only__voice_real,echofake_real,echofake:EF_D_00857,d5915e967239075e7ff552adacd5c3e0903c2e986aa70af6b7bd3873babda3d566c1fe3daae4ee77d02e5cf0bb003f626e49af975577351b4bcf61dec8dcf64c,common_voice_en_21101786.mp3,,,bonafide,EF_D_00857,echofake_voice/EF_D_00857.flac,dev-00000-of-00001.parquet,,,,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0011,0,0,,1,0,voice,voice_only,voice_real,voice_only__voice_real,echofake_real,echofake:EF_O_02781,2f06165ef26ef1c85642ff859516ca64e3b53b57979daa396043e477213c7e6e8f05d4c850877242312ab20c92fe4623c905adc632fdf92f52d2176a53c491ef,common_voice_en_28731976.mp3,,,bonafide,EF_O_02781,echofake_voice/EF_O_02781.flac,open_set_eval-00000-of-00003.parquet,,,,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0012,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_23401,19b2e4109f5b534395cc26152b64257fa1232e3e09a0894bf74a0593b96374ef02da8dda2839b578e4eb3eef38ba1f32858013b60a9790a08705d2e4e9ee3194,common_voice_en_26963880.mp3,common_voice_en_26963880.mp3,5b6c420562eae75d1f05fd3f82fb28aab661eeb4bab424aa600d80f0c109ba01edc915c5e54b89192dbd6389d8764f9ccc12a9269780f268a89c88ba1c5592e0,replay:FireRedTTS,EF_O_23401,echofake_voice/EF_O_23401.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,MacBook Pro 14-inch 2021,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0013,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_23542,fd93fd3935d17b77c6aeb279e53c3c1a3387d0e08f3aa520759ccb5a11e7bdfe6be387a293d162dfbbf92178055c6f6c7107476c651f6c4d58b55c7ff93781d3,common_voice_en_19807313.mp3,common_voice_en_19807313.mp3,0822ff454f8524b95834c973b5cf1d24f3923ddcf71c9dcb4df1feec1e188ec59e9dd5671a1262e741c7eaa73ae7c4bae564d130e34af7063f16cdf3af0f5a65,replay:CosyVoice2,EF_O_23542,echofake_voice/EF_O_23542.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,Xiaomi 13 Ultra,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0014,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_20438,4132e320d75ee6b97bde1c4a73a2ad09b107308f28f7a450008d7980a083dc410c13fc8846dfc56bfb8e642a29ac4a7393bed68a079a8bf8b4eec2558b41a32c,common_voice_en_19733908.mp3,common_voice_en_19733908.mp3,e190be0ee516b2949f05757ad589552b3f4a7170a40ef0539311889f6b2c5f7394ce0d2744284caeba22d910956b691baadd2701b3d445b9813ce12822526775,replay:IndexTTS,EF_O_20438,echofake_voice/EF_O_20438.flac,open_set_eval-00002-of-00003.parquet,Xiaomi 13 Ultra,Wired Earbuds With Microphone,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0015,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_23306,dd5657a8bbbfe0b53fa82a6e0825b3cc3a7e1a543b78868940db099d0d83f0e818a95736e433725625c12f4b853d9e59acc9653f518f82ef35ae3f31ee50bf6c,common_voice_en_23174769.mp3,common_voice_en_23174769.mp3,1fd2819358944f816963aa289ae43bc7049864ba35a0c14f4905532089f6a1870a03b7fef3bba5626185031757b86782f489a54498f561c8567a642497694e50,replay:OpenVoice-V2,EF_O_23306,echofake_voice/EF_O_23306.flac,open_set_eval-00002-of-00003.parquet,Xiaomi 13 Ultra,MacBook Pro 14-inch 2021,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0016,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03613,eea45f9dadcdc0581ebfafc9bfa0bb297e5029cea6c94d877525bdf345056976c1fc25754734362f3cde644b2584b3b4ee8645f97b9c15cee61201e8cf226cea,common_voice_en_23948837.mp3,common_voice_en_23948837.mp3,df5d22791c8196372ab0b0bf234bd8fe07c5813dd59251bfa12a28b7935dd81eb946e718291701d8e3c8565ca298188ef5b5ae5658ba4a9fe4996c784f2adbf2,replay:XTTS-v2,EF_T_03613,echofake_voice/EF_T_03613.flac,dev-00000-of-00001.parquet,MacBook Pro 14-inch 2021,iPhone 13 mini,15cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0017,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03783,e520c471ea6f134d2af8f0ab63e5df686a6cff2436688015b7a891d25e47d7adef6f72184a9004a13f04f6ee55e406c4b528f112746a563adb914d52a5a0e281,common_voice_en_25835398.mp3,common_voice_en_25835398.mp3,ccf769a75346cf999921bf2d74482ecf12d588644106b5b21423a3e8f7191cdae0b29ae79e4e1e70ba6906818d2338c5df5439ff8ad37e50295a917c3cefc1b4,replay:OpenAudio-S1-mini,EF_T_03783,echofake_voice/EF_T_03783.flac,dev-00000-of-00001.parquet,iPad Mini (7th generation),iPhone 13 mini,50cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0018,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03362,a8d078d7bb6b4b482f9bcbf6d34dad778b131316fa8713545f47df62d6fe951bc0c126d13a76b1a37c5e1118785a385bd0c5faff16506926729b01c70d871ede,common_voice_en_21793167.mp3,common_voice_en_21793167.mp3,6d038821fb30f631d7f6f2175b7d927cc722ddf6a90ba600a32297c63a12f7481dec24df1f836ed0c368c9f3dc861925ce99e7bc265a6d1e4a821c30cd58ee33,replay:StyleTTS2,EF_T_03362,echofake_voice/EF_T_03362.flac,dev-00000-of-00001.parquet,iPad Mini (7th generation),Samsung Galaxy A54,15cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0019,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03962,c9779e8d13271b670d32b9e66e6b281c2ead6617c916a05be2940949e7c0cc895fd02f5679ee413124e8f0fcb338f1af02026dbbd3ecaec7237f93eb5224048c,common_voice_en_19578822.mp3,common_voice_en_19578822.mp3,0cf1281ee2cab70edc1ddfa3baa541a84949c47e6fdcb4dc66a9e223526ce7d6528baf29cad25e5016589221ce3dfa2f2f7aa44baca5f00d1b318128dbbad90a,replay:SpeechT5,EF_T_03962,echofake_voice/EF_T_03962.flac,dev-00000-of-00001.parquet,iPad Mini (7th generation),iPhone 13 mini,15cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0020,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_19368,762536642be71e032d46c7775283ea954494e6a6ec1d016a96f776b6812b2c04125b9f6519054836d3808a767975ae889250695ae20f649da1e64b94557f985e,common_voice_en_505729.mp3,common_voice_en_505729.mp3,bca3c0318d2ff86bc0cc4542e27e1695dcf2738cd66b5dcf737af8098fda1440273b8f7e948995d7bf3110422f99f520f7ca908ff46344b406c8d672bc619411,replay:MaskGCT,EF_O_19368,echofake_voice/EF_O_19368.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,MacBook Pro 14-inch 2021,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0021,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03776,bcd73057052bb42b857ca030ef2cb2cc952ab55714bcc4ce4dff6eb6c498dd16985d672374b55221a26cb3afd41a073a48ddcf0582a748f4e1f50acc9c1ce8a3,common_voice_en_19989970.mp3,common_voice_en_19989970.mp3,2a719ce079517bfcbbd02a7c48ccd61fa0aa3fded2aae910bd8747eb04e01ea0e6cd1c8e5acbaf191bdd527aba28a78b50bfe1e371b14eea51bf7aead6cdb05b,replay:LLaSA,EF_T_03776,echofake_voice/EF_T_03776.flac,dev-00000-of-00001.parquet,iPad Mini (7th generation),iPhone 13 mini,50cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0022,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_T_03689,1028798c78e670996055a3e91556b55d55e2d53312d377b5759ec421b96643a5a25aac062313ec695dae0f98e007aeb901ae1d387215d8b5923362583208efeb,common_voice_en_20245349.mp3,common_voice_en_20245349.mp3,aa9deee85bb83d18aa6c383ff13982ca702c8b2905a98b10c198120ad619189d5c23136a85b74aafdc67532f0e8380387a444987c72a999d2cd1ad2e2b1235c1,replay:F5-TTS,EF_T_03689,echofake_voice/EF_T_03689.flac,dev-00000-of-00001.parquet,MacBook Pro 14-inch 2021,iPhone 13 mini,15cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0023,1,1,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,echofake_replay,echofake:EF_O_20304,c0c130a042ca336930590bd4ee7ac3a1ddc31953a4a5848ca2b8dc92142e738a1624463ce88100c1acf4fd19242bfcfc04b6c62c0f89e7a958ff9f02f6520a51,common_voice_en_27637176.mp3,common_voice_en_27637176.mp3,fcf6378ac85cf9cd37fbbbf10baeeb004444d39772e84a57de69bb249bd10513422b5f3eb106c9a416c8d8b92e11bf71988531e9e5d28b44c1c740939901d147,replay:FireRedTTS,EF_O_20304,echofake_voice/EF_O_20304.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,MacBook Pro 14-inch 2021,30cm,,,,,,,,,not_applicable_voice_only_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0024,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,081941,fma:81941,FMA,FMA,RM_081_081941,unmixed_dataset/eval/RM_081_081941.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0025,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,148981,fma:148981,FMA,FMA,RM_148_148981,unmixed_dataset/eval/RM_148_148981.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0026,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,057381,fma:57381,FMA,FMA,RM_057_057381,unmixed_dataset/eval/RM_057_057381.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0027,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,105438,fma:105438,FMA,FMA,RM_105_105438,unmixed_dataset/eval/RM_105_105438.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0028,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,107077,fma:107077,FMA,FMA,RM_107_107077,unmixed_dataset/eval/RM_107_107077.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0029,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,000148,fma:148,FMA,FMA,RM_000_000148,unmixed_dataset/eval/RM_000_000148.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0030,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,035002,fma:35002,FMA,FMA,RM_035_035002,unmixed_dataset/eval/RM_035_035002.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0031,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,041964,fma:41964,FMA,FMA,RM_041_041964,unmixed_dataset/eval/RM_041_041964.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0032,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,085706,fma:85706,FMA,FMA,RM_085_085706,unmixed_dataset/eval/RM_085_085706.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0033,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,067791,fma:67791,FMA,FMA,RM_067_067791,unmixed_dataset/eval/RM_067_067791.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0034,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,076664,fma:76664,FMA,FMA,RM_076_076664,unmixed_dataset/eval/RM_076_076664.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0035,0,,0,0,1,music,music_only,music_real,music_only__music_real,,,,,,,,,,,,,,fma_instrumental,097385,fma:97385,FMA,FMA,RM_097_097385,unmixed_dataset/eval/RM_097_097385.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0036,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_audioldm2_xMsgBL9Sunw,fmc:xMsgBL9Sunw,audioldm2,FakeMusicCaps,FM_audioldm2_xMsgBL9Sunw,unmixed_dataset/eval/FM_audioldm2_xMsgBL9Sunw.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0037,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_musicldm_Ip6FptuXHyk,fmc:Ip6FptuXHyk,musicldm,FakeMusicCaps,FM_musicldm_Ip6FptuXHyk,unmixed_dataset/eval/FM_musicldm_Ip6FptuXHyk.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0038,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_MusicGen_medium_NlCfScKw_Mk,fmc:NlCfScKw_Mk,MusicGen_medium,FakeMusicCaps,FM_MusicGen_medium_NlCfScKw_Mk,unmixed_dataset/eval/FM_MusicGen_medium_NlCfScKw_Mk.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0039,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_mustango_-BIMKnb3tlo,fmc:-BIMKnb3tlo,mustango,FakeMusicCaps,FM_mustango_-BIMKnb3tlo,unmixed_dataset/eval/FM_mustango_-BIMKnb3tlo.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0040,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_stable_audio_open_VB82vMSTYK0,fmc:VB82vMSTYK0,stable_audio_open,FakeMusicCaps,FM_stable_audio_open_VB82vMSTYK0,unmixed_dataset/eval/FM_stable_audio_open_VB82vMSTYK0.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0041,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_audioldm2_2iFgXSXdqLo,fmc:2iFgXSXdqLo,audioldm2,FakeMusicCaps,FM_audioldm2_2iFgXSXdqLo,unmixed_dataset/eval/FM_audioldm2_2iFgXSXdqLo.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0042,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_musicldm_6elnFyuUnaU,fmc:6elnFyuUnaU,musicldm,FakeMusicCaps,FM_musicldm_6elnFyuUnaU,unmixed_dataset/eval/FM_musicldm_6elnFyuUnaU.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
