ID,ARCHIVE_MEMBER,ROLE,FILE_FAKE,VOICE_PRESENT,MUSIC_PRESENT,VOICE_FAKE,MUSIC_FAKE,COMPONENT_CASE,VOICE_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,SNR_DB,SOURCE_SPLIT
FS-FM_LA_D_1470065_fake_17306_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1470065_fake_17306_udio_0.wav,development,1,1,1,1,1,FF,LA_D_1470065,sonics:17306,SONICS:Udio,10.0,dev
FS-FM_LA_D_1470065_g0AXzsecS5M,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1470065_g0AXzsecS5M.wav,development,1,1,1,1,1,FF,LA_D_1470065,fmc:g0AXzsecS5M,FakeMusicCaps:mustango,15.0,dev
FS-FM_LA_D_1583428_ev_YCCuGVSs,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1583428_ev_YCCuGVSs.wav,development,1,1,1,1,1,FF,LA_D_1583428,fmc:ev_YCCuGVSs,FakeMusicCaps:musicldm,20.0,dev
FS-FM_LA_D_1583428_fake_27525_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1583428_fake_27525_suno_1.wav,development,1,1,1,1,1,FF,LA_D_1583428,sonics:27525,SONICS:Suno,-5.0,dev
FS-FM_LA_D_1583428_fake_48393_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1583428_fake_48393_suno_0.wav,development,1,1,1,1,1,FF,LA_D_1583428,sonics:48393,SONICS:Suno,15.0,dev
FS-FM_LA_D_1649885_fake_23700_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1649885_fake_23700_udio_0.wav,development,1,1,1,1,1,FF,LA_D_1649885,sonics:23700,SONICS:Udio,-5.0,dev
FS-FM_LA_D_1655868_fake_09377_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1655868_fake_09377_udio_0.wav,development,1,1,1,1,1,FF,LA_D_1655868,sonics:9377,SONICS:Udio,15.0,dev
FS-FM_LA_D_1655868_fake_14821_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1655868_fake_14821_udio_0.wav,development,1,1,1,1,1,FF,LA_D_1655868,sonics:14821,SONICS:Udio,15.0,dev
FS-FM_LA_D_1655868_fake_17486_udio_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1655868_fake_17486_udio_1.wav,development,1,1,1,1,1,FF,LA_D_1655868,sonics:17486,SONICS:Udio,10.0,dev
FS-FM_LA_D_1669057_fake_19454_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1669057_fake_19454_suno_1.wav,development,1,1,1,1,1,FF,LA_D_1669057,sonics:19454,SONICS:Suno,0.0,dev
FS-FM_LA_D_1669057_fake_39214_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1669057_fake_39214_udio_0.wav,development,1,1,1,1,1,FF,LA_D_1669057,sonics:39214,SONICS:Udio,-5.0,dev
FS-FM_LA_D_1669057_fake_50937_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1669057_fake_50937_suno_0.wav,development,1,1,1,1,1,FF,LA_D_1669057,sonics:50937,SONICS:Suno,20.0,dev
FS-FM_LA_D_1702355_fake_12235_udio_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1702355_fake_12235_udio_1.wav,development,1,1,1,1,1,FF,LA_D_1702355,sonics:12235,SONICS:Udio,-5.0,dev
FS-FM_LA_D_1702355_fake_28888_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1702355_fake_28888_suno_0.wav,development,1,1,1,1,1,FF,LA_D_1702355,sonics:28888,SONICS:Suno,10.0,dev
FS-FM_LA_D_1759608_Xe59DpKa-O4,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1759608_Xe59DpKa-O4.wav,development,1,1,1,1,1,FF,LA_D_1759608,fmc:Xe59DpKa-O4,FakeMusicCaps:MusicGen_medium,20.0,dev
FS-FM_LA_D_1759608_fake_09214_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1759608_fake_09214_suno_0.wav,development,1,1,1,1,1,FF,LA_D_1759608,sonics:9214,SONICS:Suno,5.0,dev
FS-FM_LA_D_1759608_fake_40143_udio_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1759608_fake_40143_udio_1.wav,development,1,1,1,1,1,FF,LA_D_1759608,sonics:40143,SONICS:Udio,10.0,dev
FS-FM_LA_D_1759608_fake_46651_udio_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1759608_fake_46651_udio_1.wav,development,1,1,1,1,1,FF,LA_D_1759608,sonics:46651,SONICS:Udio,15.0,dev
FS-FM_LA_D_1764251_fake_17193_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1764251_fake_17193_suno_1.wav,development,1,1,1,1,1,FF,LA_D_1764251,sonics:17193,SONICS:Suno,10.0,dev
FS-FM_LA_D_1764251_fake_45690_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1764251_fake_45690_suno_0.wav,development,1,1,1,1,1,FF,LA_D_1764251,sonics:45690,SONICS:Suno,5.0,dev
FS-FM_LA_D_1800519_fake_33574_udio_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1800519_fake_33574_udio_1.wav,development,1,1,1,1,1,FF,LA_D_1800519,sonics:33574,SONICS:Udio,5.0,dev
FS-FM_LA_D_1800519_fake_44105_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1800519_fake_44105_suno_0.wav,development,1,1,1,1,1,FF,LA_D_1800519,sonics:44105,SONICS:Suno,15.0,dev
FS-FM_LA_D_1923715_fake_11263_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1923715_fake_11263_udio_0.wav,development,1,1,1,1,1,FF,LA_D_1923715,sonics:11263,SONICS:Udio,20.0,dev
FS-FM_LA_D_1923715_fake_13115_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1923715_fake_13115_udio_0.wav,development,1,1,1,1,1,FF,LA_D_1923715,sonics:13115,SONICS:Udio,0.0,dev
FS-FM_LA_D_1923715_fake_31739_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1923715_fake_31739_suno_1.wav,development,1,1,1,1,1,FF,LA_D_1923715,sonics:31739,SONICS:Suno,10.0,dev
FS-FM_LA_D_1939085_cFIZraIPAXE,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1939085_cFIZraIPAXE.wav,development,1,1,1,1,1,FF,LA_D_1939085,fmc:cFIZraIPAXE,FakeMusicCaps:musicldm,5.0,dev
FS-FM_LA_D_1939085_fake_24446_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1939085_fake_24446_suno_1.wav,development,1,1,1,1,1,FF,LA_D_1939085,sonics:24446,SONICS:Suno,5.0,dev
FS-FM_LA_D_1939085_fake_34279_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1939085_fake_34279_udio_0.wav,development,1,1,1,1,1,FF,LA_D_1939085,sonics:34279,SONICS:Udio,10.0,dev
FS-FM_LA_D_1974894_fake_28023_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1974894_fake_28023_udio_0.wav,development,1,1,1,1,1,FF,LA_D_1974894,sonics:28023,SONICS:Udio,5.0,dev
FS-FM_LA_D_1974894_fake_50746_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1974894_fake_50746_suno_1.wav,development,1,1,1,1,1,FF,LA_D_1974894,sonics:50746,SONICS:Suno,-5.0,dev
FS-FM_LA_D_1985966_fake_15739_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1985966_fake_15739_udio_0.wav,development,1,1,1,1,1,FF,LA_D_1985966,sonics:15739,SONICS:Udio,-5.0,dev
FS-FM_LA_D_1985966_fake_15820_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1985966_fake_15820_suno_1.wav,development,1,1,1,1,1,FF,LA_D_1985966,sonics:15820,SONICS:Suno,-5.0,dev
FS-FM_LA_D_1985966_fake_47608_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1985966_fake_47608_suno_1.wav,development,1,1,1,1,1,FF,LA_D_1985966,sonics:47608,SONICS:Suno,20.0,dev
FS-FM_LA_D_1985966_zTuxNA1y6Os,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_1985966_zTuxNA1y6Os.wav,development,1,1,1,1,1,FF,LA_D_1985966,fmc:zTuxNA1y6Os,FakeMusicCaps:mustango,0.0,dev
FS-FM_LA_D_2032120_CeaWlENtRio,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2032120_CeaWlENtRio.wav,development,1,1,1,1,1,FF,LA_D_2032120,fmc:CeaWlENtRio,FakeMusicCaps:audioldm2,-5.0,dev
FS-FM_LA_D_2032120_fake_50598_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2032120_fake_50598_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2032120,sonics:50598,SONICS:Suno,-5.0,dev
FS-FM_LA_D_2304305_fake_10110_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2304305_fake_10110_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2304305,sonics:10110,SONICS:Suno,10.0,dev
FS-FM_LA_D_2304305_fake_51321_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2304305_fake_51321_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2304305,sonics:51321,SONICS:Suno,0.0,dev
FS-FM_LA_D_2304305_mq_b6QKVsuc,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2304305_mq_b6QKVsuc.wav,development,1,1,1,1,1,FF,LA_D_2304305,fmc:mq_b6QKVsuc,FakeMusicCaps:MusicGen_medium,0.0,dev
FS-FM_LA_D_2393554_fake_53843_udio_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2393554_fake_53843_udio_1.wav,development,1,1,1,1,1,FF,LA_D_2393554,sonics:53843,SONICS:Udio,10.0,dev
FS-FM_LA_D_2436830_fake_06009_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2436830_fake_06009_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2436830,sonics:6009,SONICS:Suno,15.0,dev
FS-FM_LA_D_2436830_fake_36712_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2436830_fake_36712_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2436830,sonics:36712,SONICS:Suno,20.0,dev
FS-FM_LA_D_2460718_PqTTIfja0y8,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2460718_PqTTIfja0y8.wav,development,1,1,1,1,1,FF,LA_D_2460718,fmc:PqTTIfja0y8,FakeMusicCaps:MusicGen_medium,5.0,dev
FS-FM_LA_D_2460718_fake_53457_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2460718_fake_53457_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2460718,sonics:53457,SONICS:Suno,10.0,dev
FS-FM_LA_D_2465007_fake_18156_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2465007_fake_18156_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2465007,sonics:18156,SONICS:Suno,-5.0,dev
FS-FM_LA_D_2465007_fake_23153_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2465007_fake_23153_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2465007,sonics:23153,SONICS:Suno,5.0,dev
FS-FM_LA_D_2465007_fake_44407_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2465007_fake_44407_udio_0.wav,development,1,1,1,1,1,FF,LA_D_2465007,sonics:44407,SONICS:Udio,0.0,dev
FS-FM_LA_D_2465007_fake_47303_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2465007_fake_47303_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2465007,sonics:47303,SONICS:Suno,15.0,dev
FS-FM_LA_D_2626325_fake_48564_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2626325_fake_48564_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2626325,sonics:48564,SONICS:Suno,20.0,dev
FS-FM_LA_D_2626325_fake_49467_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2626325_fake_49467_udio_0.wav,development,1,1,1,1,1,FF,LA_D_2626325,sonics:49467,SONICS:Udio,5.0,dev
FS-FM_LA_D_2689559_fake_12544_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2689559_fake_12544_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2689559,sonics:12544,SONICS:Suno,0.0,dev
FS-FM_LA_D_2693786_fake_46427_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2693786_fake_46427_udio_0.wav,development,1,1,1,1,1,FF,LA_D_2693786,sonics:46427,SONICS:Udio,5.0,dev
FS-FM_LA_D_2721191_fake_38497_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2721191_fake_38497_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2721191,sonics:38497,SONICS:Suno,15.0,dev
FS-FM_LA_D_2721191_fake_45523_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2721191_fake_45523_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2721191,sonics:45523,SONICS:Suno,10.0,dev
FS-FM_LA_D_2761884_SlnjJv305Vg,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2761884_SlnjJv305Vg.wav,development,1,1,1,1,1,FF,LA_D_2761884,fmc:SlnjJv305Vg,FakeMusicCaps:musicldm,0.0,dev
FS-FM_LA_D_2761884_fake_12149_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2761884_fake_12149_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2761884,sonics:12149,SONICS:Suno,10.0,dev
FS-FM_LA_D_2761884_fake_25512_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2761884_fake_25512_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2761884,sonics:25512,SONICS:Suno,10.0,dev
FS-FM_LA_D_2762751_YJKZVSvz1Bk,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2762751_YJKZVSvz1Bk.wav,development,1,1,1,1,1,FF,LA_D_2762751,fmc:YJKZVSvz1Bk,FakeMusicCaps:MusicGen_medium,-5.0,dev
FS-FM_LA_D_2762751_fake_34941_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2762751_fake_34941_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2762751,sonics:34941,SONICS:Suno,0.0,dev
FS-FM_LA_D_2762751_fake_47851_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2762751_fake_47851_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2762751,sonics:47851,SONICS:Suno,10.0,dev
FS-FM_LA_D_2762751_fake_51775_udio_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2762751_fake_51775_udio_1.wav,development,1,1,1,1,1,FF,LA_D_2762751,sonics:51775,SONICS:Udio,5.0,dev
FS-FM_LA_D_2854358_fake_32989_udio_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2854358_fake_32989_udio_1.wav,development,1,1,1,1,1,FF,LA_D_2854358,sonics:32989,SONICS:Udio,10.0,dev
FS-FM_LA_D_2854358_fake_37266_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2854358_fake_37266_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2854358,sonics:37266,SONICS:Suno,5.0,dev
FS-FM_LA_D_2854358_fake_39902_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2854358_fake_39902_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2854358,sonics:39902,SONICS:Suno,10.0,dev
FS-FM_LA_D_2901547_fake_25874_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2901547_fake_25874_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2901547,sonics:25874,SONICS:Suno,20.0,dev
FS-FM_LA_D_2901547_fake_45760_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2901547_fake_45760_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2901547,sonics:45760,SONICS:Suno,5.0,dev
FS-FM_LA_D_2901547_fake_48941_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2901547_fake_48941_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2901547,sonics:48941,SONICS:Suno,5.0,dev
FS-FM_LA_D_2939027_B3WaJ_3M0vw,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2939027_B3WaJ_3M0vw.wav,development,1,1,1,1,1,FF,LA_D_2939027,fmc:B3WaJ_3M0vw,FakeMusicCaps:mustango,20.0,dev
FS-FM_LA_D_2939027_ZqnbgQeeRbM,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2939027_ZqnbgQeeRbM.wav,development,1,1,1,1,1,FF,LA_D_2939027,fmc:ZqnbgQeeRbM,FakeMusicCaps:MusicGen_medium,15.0,dev
FS-FM_LA_D_2939027_fake_24174_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2939027_fake_24174_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2939027,sonics:24174,SONICS:Suno,0.0,dev
FS-FM_LA_D_2939027_fake_37983_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2939027_fake_37983_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2939027,sonics:37983,SONICS:Suno,-5.0,dev
FS-FM_LA_D_2943838_fake_41742_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2943838_fake_41742_suno_0.wav,development,1,1,1,1,1,FF,LA_D_2943838,sonics:41742,SONICS:Suno,-5.0,dev
FS-FM_LA_D_2950518_fake_16611_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2950518_fake_16611_udio_0.wav,development,1,1,1,1,1,FF,LA_D_2950518,sonics:16611,SONICS:Udio,20.0,dev
FS-FM_LA_D_2950518_fake_23399_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2950518_fake_23399_suno_1.wav,development,1,1,1,1,1,FF,LA_D_2950518,sonics:23399,SONICS:Suno,0.0,dev
FS-FM_LA_D_2950518_rkQPSAHNoeI,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_2950518_rkQPSAHNoeI.wav,development,1,1,1,1,1,FF,LA_D_2950518,fmc:rkQPSAHNoeI,FakeMusicCaps:musicldm,10.0,dev
FS-FM_LA_D_3040671_fake_26374_udio_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_3040671_fake_26374_udio_1.wav,development,1,1,1,1,1,FF,LA_D_3040671,sonics:26374,SONICS:Udio,10.0,dev
FS-FM_LA_D_3040671_fake_45703_suno_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_3040671_fake_45703_suno_1.wav,development,1,1,1,1,1,FF,LA_D_3040671,sonics:45703,SONICS:Suno,5.0,dev
FS-FM_LA_D_3165811_fake_19259_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_3165811_fake_19259_suno_0.wav,development,1,1,1,1,1,FF,LA_D_3165811,sonics:19259,SONICS:Suno,15.0,dev
FS-FM_LA_D_3165811_fake_19995_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_3165811_fake_19995_udio_0.wav,development,1,1,1,1,1,FF,LA_D_3165811,sonics:19995,SONICS:Udio,15.0,dev
FS-FM_LA_D_3165811_fake_40636_udio_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_3165811_fake_40636_udio_0.wav,development,1,1,1,1,1,FF,LA_D_3165811,sonics:40636,SONICS:Udio,20.0,dev
FS-FM_LA_D_3165811_fake_40783_udio_1,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_3165811_fake_40783_udio_1.wav,development,1,1,1,1,1,FF,LA_D_3165811,sonics:40783,SONICS:Udio,10.0,dev
FS-FM_LA_D_3171199_fake_40458_suno_0,MixFake/mixed_dataset/dev/audio/FS-FM_LA_D_3171199_fake_40458_suno_0.wav,development,1,1,1,1,1,FF,LA_D_3171199,sonics:40458,SONICS:Suno,-5.0,dev
