ID,ARCHIVE_MEMBER,ROLE,FILE_FAKE,VOICE_PRESENT,MUSIC_PRESENT,VOICE_FAKE,MUSIC_FAKE,COMPONENT_CASE,VOICE_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,SNR_DB,SOURCE_SPLIT
FS-FM_LA_T_1037879_fake_27068_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1037879_fake_27068_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1037879,sonics:27068,SONICS:Suno,20.0,train
FS-FM_LA_T_1037879_fake_38106_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1037879_fake_38106_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1037879,sonics:38106,SONICS:Udio,10.0,train
FS-FM_LA_T_1059937_fake_19518_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1059937_fake_19518_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1059937,sonics:19518,SONICS:Suno,-5.0,train
FS-FM_LA_T_1059937_fake_31348_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1059937_fake_31348_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1059937,sonics:31348,SONICS:Udio,20.0,train
FS-FM_LA_T_1062461_fake_04388_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1062461_fake_04388_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1062461,sonics:4388,SONICS:Udio,20.0,train
FS-FM_LA_T_1062461_fake_08239_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1062461_fake_08239_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1062461,sonics:8239,SONICS:Suno,-5.0,train
FS-FM_LA_T_1062461_fake_37844_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1062461_fake_37844_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1062461,sonics:37844,SONICS:Suno,10.0,train
FS-FM_LA_T_1062461_fake_53917_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1062461_fake_53917_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1062461,sonics:53917,SONICS:Suno,5.0,train
FS-FM_LA_T_1079836_fake_10240_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1079836_fake_10240_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1079836,sonics:10240,SONICS:Udio,5.0,train
FS-FM_LA_T_1079836_fake_49087_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1079836_fake_49087_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1079836,sonics:49087,SONICS:Suno,10.0,train
FS-FM_LA_T_1079836_fake_52065_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1079836_fake_52065_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1079836,sonics:52065,SONICS:Udio,0.0,train
FS-FM_LA_T_1081824_fake_01548_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1081824_fake_01548_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1081824,sonics:1548,SONICS:Udio,20.0,train
FS-FM_LA_T_1081824_fake_32601_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1081824_fake_32601_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1081824,sonics:32601,SONICS:Udio,15.0,train
FS-FM_LA_T_1081824_fake_37985_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1081824_fake_37985_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1081824,sonics:37985,SONICS:Udio,5.0,train
FS-FM_LA_T_1097864_fake_03884_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1097864_fake_03884_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1097864,sonics:3884,SONICS:Udio,10.0,train
FS-FM_LA_T_1097864_fake_17900_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1097864_fake_17900_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1097864,sonics:17900,SONICS:Udio,0.0,train
FS-FM_LA_T_1097864_fake_41726_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1097864_fake_41726_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1097864,sonics:41726,SONICS:Suno,10.0,train
FS-FM_LA_T_1116030_fake_39290_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1116030_fake_39290_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1116030,sonics:39290,SONICS:Udio,0.0,train
FS-FM_LA_T_1116030_tpnvHb9ZhlU,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1116030_tpnvHb9ZhlU.wav,train,1,1,1,1,1,FF,LA_T_1116030,fmc:tpnvHb9ZhlU,FakeMusicCaps:MusicGen_medium,0.0,train
FS-FM_LA_T_1119899_fake_05945_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1119899_fake_05945_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1119899,sonics:5945,SONICS:Suno,20.0,train
FS-FM_LA_T_1119899_fake_23754_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1119899_fake_23754_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1119899,sonics:23754,SONICS:Udio,-5.0,train
FS-FM_LA_T_1119899_fake_28214_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1119899_fake_28214_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1119899,sonics:28214,SONICS:Udio,5.0,train
FS-FM_LA_T_1119899_fake_52540_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1119899_fake_52540_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1119899,sonics:52540,SONICS:Udio,15.0,train
FS-FM_LA_T_1134598_38R9Vnwt890,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1134598_38R9Vnwt890.wav,train,1,1,1,1,1,FF,LA_T_1134598,fmc:38R9Vnwt890,FakeMusicCaps:musicldm,15.0,train
FS-FM_LA_T_1134598_fake_13670_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1134598_fake_13670_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1134598,sonics:13670,SONICS:Udio,0.0,train
FS-FM_LA_T_1134598_fake_21302_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1134598_fake_21302_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1134598,sonics:21302,SONICS:Suno,0.0,train
FS-FM_LA_T_1134598_fake_53588_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1134598_fake_53588_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1134598,sonics:53588,SONICS:Suno,10.0,train
FS-FM_LA_T_1137942_fake_10242_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1137942_fake_10242_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1137942,sonics:10242,SONICS:Suno,20.0,train
FS-FM_LA_T_1137942_fake_25800_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1137942_fake_25800_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1137942,sonics:25800,SONICS:Suno,5.0,train
FS-FM_LA_T_1153987_fake_06892_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1153987_fake_06892_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1153987,sonics:6892,SONICS:Suno,20.0,train
FS-FM_LA_T_1153987_fake_07727_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1153987_fake_07727_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1153987,sonics:7727,SONICS:Udio,-5.0,train
FS-FM_LA_T_1153987_fake_08104_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1153987_fake_08104_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1153987,sonics:8104,SONICS:Udio,0.0,train
FS-FM_LA_T_1162877_fake_03197_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1162877_fake_03197_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1162877,sonics:3197,SONICS:Udio,5.0,train
FS-FM_LA_T_1162877_fake_05754_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1162877_fake_05754_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1162877,sonics:5754,SONICS:Suno,5.0,train
FS-FM_LA_T_1162877_fake_09272_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1162877_fake_09272_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1162877,sonics:9272,SONICS:Udio,-5.0,train
FS-FM_LA_T_1162877_fake_15705_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1162877_fake_15705_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1162877,sonics:15705,SONICS:Suno,0.0,train
FS-FM_LA_T_1167346_6c1vNidtVTc,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1167346_6c1vNidtVTc.wav,train,1,1,1,1,1,FF,LA_T_1167346,fmc:6c1vNidtVTc,FakeMusicCaps:MusicGen_medium,0.0,train
FS-FM_LA_T_1167346_fake_35752_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1167346_fake_35752_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1167346,sonics:35752,SONICS:Suno,15.0,train
FS-FM_LA_T_1196762_GWcTd6XrQj4,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1196762_GWcTd6XrQj4.wav,train,1,1,1,1,1,FF,LA_T_1196762,fmc:GWcTd6XrQj4,FakeMusicCaps:mustango,10.0,train
FS-FM_LA_T_1196762_fake_05605_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1196762_fake_05605_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1196762,sonics:5605,SONICS:Udio,5.0,train
FS-FM_LA_T_1196762_frqnZb8Ssjo,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1196762_frqnZb8Ssjo.wav,train,1,1,1,1,1,FF,LA_T_1196762,fmc:frqnZb8Ssjo,FakeMusicCaps:MusicGen_medium,5.0,train
FS-FM_LA_T_1198122_fake_19538_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1198122_fake_19538_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1198122,sonics:19538,SONICS:Udio,10.0,train
FS-FM_LA_T_1198122_fake_31552_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1198122_fake_31552_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1198122,sonics:31552,SONICS:Suno,15.0,train
FS-FM_LA_T_1198122_fake_36745_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1198122_fake_36745_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1198122,sonics:36745,SONICS:Suno,15.0,train
FS-FM_LA_T_1198122_fake_48840_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1198122_fake_48840_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1198122,sonics:48840,SONICS:Udio,0.0,train
FS-FM_LA_T_1203709_fake_18223_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1203709_fake_18223_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1203709,sonics:18223,SONICS:Suno,15.0,train
FS-FM_LA_T_1203709_fake_21167_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1203709_fake_21167_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1203709,sonics:21167,SONICS:Suno,20.0,train
FS-FM_LA_T_1203709_fake_22847_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1203709_fake_22847_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1203709,sonics:22847,SONICS:Suno,10.0,train
FS-FM_LA_T_1203724_O25IKwo2HkE,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1203724_O25IKwo2HkE.wav,train,1,1,1,1,1,FF,LA_T_1203724,fmc:O25IKwo2HkE,FakeMusicCaps:musicldm,0.0,train
FS-FM_LA_T_1203724_fake_26479_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1203724_fake_26479_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1203724,sonics:26479,SONICS:Suno,-5.0,train
FS-FM_LA_T_1203724_fake_27805_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1203724_fake_27805_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1203724,sonics:27805,SONICS:Suno,5.0,train
FS-FM_LA_T_1203724_fake_35064_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1203724_fake_35064_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1203724,sonics:35064,SONICS:Suno,20.0,train
FS-FM_LA_T_1211236_3-_QS346VWo,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1211236_3-_QS346VWo.wav,train,1,1,1,1,1,FF,LA_T_1211236,fmc:3-_QS346VWo,FakeMusicCaps:audioldm2,5.0,train
FS-FM_LA_T_1211236_drJaSu3AWhQ,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1211236_drJaSu3AWhQ.wav,train,1,1,1,1,1,FF,LA_T_1211236,fmc:drJaSu3AWhQ,FakeMusicCaps:audioldm2,0.0,train
FS-FM_LA_T_1211236_fake_05212_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1211236_fake_05212_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1211236,sonics:5212,SONICS:Suno,10.0,train
FS-FM_LA_T_1211236_fake_29046_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1211236_fake_29046_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1211236,sonics:29046,SONICS:Udio,10.0,train
FS-FM_LA_T_1212148_C9e2k030QcY,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1212148_C9e2k030QcY.wav,train,1,1,1,1,1,FF,LA_T_1212148,fmc:C9e2k030QcY,FakeMusicCaps:MusicGen_medium,5.0,train
FS-FM_LA_T_1212148_fake_45534_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1212148_fake_45534_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1212148,sonics:45534,SONICS:Udio,20.0,train
FS-FM_LA_T_1212148_fake_48355_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1212148_fake_48355_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1212148,sonics:48355,SONICS:Suno,10.0,train
FS-FM_LA_T_1223092_ax8hXst_b5g,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1223092_ax8hXst_b5g.wav,train,1,1,1,1,1,FF,LA_T_1223092,fmc:ax8hXst_b5g,FakeMusicCaps:mustango,0.0,train
FS-FM_LA_T_1223092_fake_24389_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1223092_fake_24389_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1223092,sonics:24389,SONICS:Suno,5.0,train
FS-FM_LA_T_1223092_fake_35566_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1223092_fake_35566_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1223092,sonics:35566,SONICS:Udio,10.0,train
FS-FM_LA_T_1223092_fake_38754_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1223092_fake_38754_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1223092,sonics:38754,SONICS:Suno,20.0,train
FS-FM_LA_T_1226417_aKhM6zyL--k,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1226417_aKhM6zyL--k.wav,train,1,1,1,1,1,FF,LA_T_1226417,fmc:aKhM6zyL--k,FakeMusicCaps:musicldm,5.0,train
FS-FM_LA_T_1226417_fake_09683_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1226417_fake_09683_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1226417,sonics:9683,SONICS:Suno,20.0,train
FS-FM_LA_T_1226417_fake_19451_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1226417_fake_19451_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1226417,sonics:19451,SONICS:Udio,0.0,train
FS-FM_LA_T_1226417_wwbATvWFaLY,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1226417_wwbATvWFaLY.wav,train,1,1,1,1,1,FF,LA_T_1226417,fmc:wwbATvWFaLY,FakeMusicCaps:audioldm2,5.0,train
FS-FM_LA_T_1237612_OwukabRF7I4,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1237612_OwukabRF7I4.wav,train,1,1,1,1,1,FF,LA_T_1237612,fmc:OwukabRF7I4,FakeMusicCaps:mustango,15.0,train
FS-FM_LA_T_1237612_fake_12083_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1237612_fake_12083_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1237612,sonics:12083,SONICS:Suno,20.0,train
FS-FM_LA_T_1237612_fake_34012_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1237612_fake_34012_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1237612,sonics:34012,SONICS:Suno,5.0,train
FS-FM_LA_T_1272968_fake_01081_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1272968_fake_01081_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1272968,sonics:1081,SONICS:Suno,0.0,train
FS-FM_LA_T_1272968_fake_14964_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1272968_fake_14964_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1272968,sonics:14964,SONICS:Udio,0.0,train
FS-FM_LA_T_1272968_fake_51147_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1272968_fake_51147_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1272968,sonics:51147,SONICS:Udio,20.0,train
FS-FM_LA_T_1272968_fake_53678_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1272968_fake_53678_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1272968,sonics:53678,SONICS:Suno,0.0,train
FS-FM_LA_T_1280378_fake_08314_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1280378_fake_08314_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1280378,sonics:8314,SONICS:Udio,10.0,train
FS-FM_LA_T_1280378_fake_20184_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1280378_fake_20184_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1280378,sonics:20184,SONICS:Suno,5.0,train
FS-FM_LA_T_1280378_fake_25027_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1280378_fake_25027_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1280378,sonics:25027,SONICS:Udio,5.0,train
FS-FM_LA_T_1281545_05OJDYeHLMc,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1281545_05OJDYeHLMc.wav,train,1,1,1,1,1,FF,LA_T_1281545,fmc:05OJDYeHLMc,FakeMusicCaps:MusicGen_medium,0.0,train
FS-FM_LA_T_1281545_fake_18492_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1281545_fake_18492_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1281545,sonics:18492,SONICS:Suno,20.0,train
FS-FM_LA_T_1281545_fake_21003_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1281545_fake_21003_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1281545,sonics:21003,SONICS:Suno,5.0,train
FS-FM_LA_T_1295124_3VTinB14Pmw,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1295124_3VTinB14Pmw.wav,train,1,1,1,1,1,FF,LA_T_1295124,fmc:3VTinB14Pmw,FakeMusicCaps:audioldm2,10.0,train
FS-FM_LA_T_1295124_fake_01112_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1295124_fake_01112_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1295124,sonics:1112,SONICS:Suno,-5.0,train
FS-FM_LA_T_1295124_fake_12108_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1295124_fake_12108_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1295124,sonics:12108,SONICS:Udio,-5.0,train
FS-FM_LA_T_1295124_fake_21949_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1295124_fake_21949_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1295124,sonics:21949,SONICS:Suno,15.0,train
FS-FM_LA_T_1307343_fake_08125_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1307343_fake_08125_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1307343,sonics:8125,SONICS:Udio,10.0,train
FS-FM_LA_T_1307343_fake_42420_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1307343_fake_42420_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1307343,sonics:42420,SONICS:Suno,-5.0,train
FS-FM_LA_T_1307343_fake_50915_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1307343_fake_50915_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1307343,sonics:50915,SONICS:Udio,-5.0,train
FS-FM_LA_T_1307343_odzi_VK8m3k,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1307343_odzi_VK8m3k.wav,train,1,1,1,1,1,FF,LA_T_1307343,fmc:odzi_VK8m3k,FakeMusicCaps:mustango,10.0,train
FS-FM_LA_T_1308599_fake_14028_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1308599_fake_14028_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1308599,sonics:14028,SONICS:Suno,-0.0,train
FS-FM_LA_T_1308599_fake_14264_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1308599_fake_14264_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1308599,sonics:14264,SONICS:Udio,-5.0,train
FS-FM_LA_T_1308599_fake_48231_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1308599_fake_48231_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1308599,sonics:48231,SONICS:Udio,20.0,train
FS-FM_LA_T_1313465_fake_37746_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1313465_fake_37746_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1313465,sonics:37746,SONICS:Suno,20.0,train
FS-FM_LA_T_1321127__dF-ZGquRNY,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1321127__dF-ZGquRNY.wav,train,1,1,1,1,1,FF,LA_T_1321127,fmc:_dF-ZGquRNY,FakeMusicCaps:MusicGen_medium,15.0,train
FS-FM_LA_T_1321127_fake_14199_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1321127_fake_14199_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1321127,sonics:14199,SONICS:Udio,15.0,train
FS-FM_LA_T_1321127_vx5iuWuE2Ng,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1321127_vx5iuWuE2Ng.wav,train,1,1,1,1,1,FF,LA_T_1321127,fmc:vx5iuWuE2Ng,FakeMusicCaps:mustango,10.0,train
FS-FM_LA_T_1337649_KPnIFb7T7VM,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1337649_KPnIFb7T7VM.wav,train,1,1,1,1,1,FF,LA_T_1337649,fmc:KPnIFb7T7VM,FakeMusicCaps:musicldm,20.0,train
FS-FM_LA_T_1337649_fake_09857_udio_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1337649_fake_09857_udio_0.wav,train,1,1,1,1,1,FF,LA_T_1337649,sonics:9857,SONICS:Udio,0.0,train
FS-FM_LA_T_1337649_fake_15681_suno_0,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1337649_fake_15681_suno_0.wav,train,1,1,1,1,1,FF,LA_T_1337649,sonics:15681,SONICS:Suno,10.0,train
FS-FM_LA_T_1371146_NJGo2fmUAII,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1371146_NJGo2fmUAII.wav,train,1,1,1,1,1,FF,LA_T_1371146,fmc:NJGo2fmUAII,FakeMusicCaps:audioldm2,15.0,train
FS-FM_LA_T_1371146_fake_30389_suno_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1371146_fake_30389_suno_1.wav,train,1,1,1,1,1,FF,LA_T_1371146,sonics:30389,SONICS:Suno,5.0,train
FS-FM_LA_T_1371146_fake_32265_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1371146_fake_32265_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1371146,sonics:32265,SONICS:Udio,0.0,train
FS-FM_LA_T_1379137_fake_09460_udio_1,MixFake/mixed_dataset/train/audio/FS-FM_LA_T_1379137_fake_09460_udio_1.wav,train,1,1,1,1,1,FF,LA_T_1379137,sonics:9460,SONICS:Udio,-5.0,train
