ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,VOICE_CASE,CONVERSATION_MODE,MUSIC_CASE,MUSIC_LAYOUT,SPLIT,FAKE_VOICE_FRACTION,MUSIC_FRACTION,VOICE_RANGES,MUSIC_RANGES,VOICE_FAKE_RANGES,MUSIC_FAKE_RANGES,FIRST_SOURCE_ID,FIRST_SOURCE_BANK,FIRST_GENERATOR,FIRST_GROUP,SECOND_SOURCE_ID,SECOND_SOURCE_BANK,SECOND_GENERATOR,SECOND_GROUP,MUSIC_SOURCE_ID,MUSIC_SOURCE_BANK,MUSIC_GENERATOR,MUSIC_GROUP,PARENT_ID,DURATION,ROLE,DATASET,PATH,MIX_MODE,COMPONENT_CASE,PAIR_GROUP,VOICE_SOURCE_ID,VOICE_SOURCE_BANK,VOICE_GENERATOR,VOICE_GROUP,SNR_DB,VOICE_START,VOICE_END,MUSIC_START,MUSIC_END,CONDITION,SOURCE,CODEC,ORIGINAL_SPLIT,SOURCE_FILE,STRESS_VARIANT,SOURCE_BANK,MIXTURE_ID,CHANNEL,OVERLAP_FRACTION,ORDER,EXCLUDE_VOICE_PRESENCE
forensic_train_00010,0,0.0,,1,0,voice,real_real,balanced_turns,absent,absent,train,0.0,0.0,"[[0.0, 2.5], [2.94, 6.539937], [6.829937, 9.329937], [9.819937, 12.519875], [12.809875, 16.609875], [16.829875, 20.329875]]",[],[],[],echofake_bonafide_0262,echofake_dev_v1,bonafide,7586972828cb14b30651404265baa4b9b8893ea7627c753195db738c56f356dfc218bf49b97bc25be6d57e89b64e9a58a92b077f9836bda09c405c0bd5f6d992,echofake_replay_bonafide_1238,echofake_dev_v1,bonafide,ac033bcb388b843d9826ed30f7b6bcbce5f9e8202097f796c10aff8c58d5e766bbb828804ce3d725b5354221db9b376d486fc0248be1e565d70f6a9bf77701de,,,,,forensic_train_00010,20.329875,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00010.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00011,0,0.0,,1,0,voice,real_real,balanced_turns,absent,absent,train,0.0,0.0,"[[0.0, 3.3], [3.75, 6.95], [7.41, 11.21], [11.65, 15.35], [15.64, 18.44], [18.79, 22.69]]",[],[],[],echofake_bonafide_0138,echofake_v2,bonafide,69a495674a7d640f049bbe552424f75dc1263ecc706b49f584944bc5cc7427b27577877fd459d4ac3b6a3039aac1e0ad29b9e6557f3122b4aa861cdd2648ea54,echofake_replay_bonafide_1450,echofake_dev_v1,bonafide,5e1a3a4f618a6fbea466e432536fa518882f4be8ba2c3a55a06b1895b0f79bd0866e174556d818c0020a0ab28bdb45bf1e207d3343c9c76785fab40f04940735,,,,,forensic_train_00011,22.69,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00011.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00012,0,0.0,,1,0,voice,real_real,balanced_turns,absent,absent,train,0.0,0.0,"[[0.0, 2.699937], [2.979938, 5.579937], [5.759938, 8.359937], [8.599937, 11.699875], [12.129875, 15.129875], [15.449875, 18.149812]]",[],[],[],echofake_replay_bonafide_0497,echofake_v2,bonafide,8570e9a71799f3cb90d3caaa335f496ef3baa0d501aa86e24111f8da38c5e1fd5a3f339ba46323f67b7dd51e47ea9ee533c9f55387c4dc0d818034fb70fe4b32,echofake_replay_bonafide_1159,echofake_dev_v1,bonafide,e6dbbe39377aa0fe2851852b2c695c9c31094c80c9ccd244bac8dfdc8a523b2a114362d4c717bd9d628499fe1d3c11971221be5ec4dadce15c9ff8c5254ae368,,,,,forensic_train_00012,18.1498125,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00012.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00013,0,0.0,,1,0,voice,real_real,balanced_turns,absent,absent,train,0.0,0.0,"[[0.0, 2.5], [2.68, 5.28], [5.5, 8.4], [8.77, 11.17], [11.42, 14.92], [15.4, 18.8]]",[],[],[],echofake_replay_bonafide_1062,echofake_dev_v1,bonafide,b0718c81f3e624c6d30cee68fe8aab28620803041c3fca4beb9898f1c507d0b7f3c98aed46db33c100a89297f3bc90303549c1fc30bce46e995e38c456dc34c3,echofake_bonafide_0498,echofake_dev_v1,bonafide,e38aec5ad8f4a46ec02887fdd0192504ddd62fbcd5ccbf248f4a5ee3701fad99dcc546a076dedd40ce673839e3187c2b2d5c5528c333b8613207e63b12e55d78,,,,,forensic_train_00013,18.8,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00013.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00014,0,0.0,,1,0,voice,real_real,balanced_turns,absent,absent,train,0.0,0.0,"[[0.0, 3.9], [4.15, 8.05], [8.48, 11.88], [12.36, 15.76], [16.25, 18.75], [19.17, 23.17]]",[],[],[],echofake_replay_bonafide_0404,echofake_v2,bonafide,12266ce471d445ebc9a7b937a8dd7a2f10083ce10dcc62ed20c9c6d065199f3ab1cbf4d8435fc072e347641e9b599e6630b7c6a8ed741191c0d10ddd0babe1cf,echofake_bonafide_0393,echofake_dev_v1,bonafide,b956dcfd5b4e9a068e3d1829ae279ca85b9456aa6022274b7f8e1992f24525ec8b254378eed53ede0909f9ee4ad2be1dc96ac8208f3779d8c1127aa458df62d7,,,,,forensic_train_00014,23.17,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00014.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00015,0,0.0,,1,0,voice,real_real,balanced_turns,absent,absent,train,0.0,0.0,"[[0.0, 3.2], [3.4, 6.499937], [6.899938, 10.099937], [10.259937, 13.759937], [14.049938, 17.449938], [17.599937, 20.999938]]",[],[],[],echofake_replay_bonafide_0488,echofake_v2,bonafide,8d0a6af00251fed0765ac4e1c38eedd96cceaf8f86c4caa1c86ea8766ac4dbdb216203a66ba738c87310981edf87041aa09e16b273edb64e58cb6083a3cadaaa,echofake_replay_bonafide_0532,echofake_v2,bonafide,afae1300692498275168b994414157335668c3a344f40cc256c9e285f890160d2222efeb55f037ebf9fa2b16c2c85ff0cbed74413252c2a6fa41332d042abea2,,,,,forensic_train_00015,20.9999375,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00015.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00016,0,0.0,0.0,1,1,mixed,real_real,balanced_turns,real,background,train,0.0,1.0,"[[0.0, 3.9], [4.32, 8.32], [8.7, 11.5], [11.88, 15.58], [15.73, 19.73], [20.2, 23.299937]]","[[0.0, 23.299937]]",[],[],echofake_replay_bonafide_1367,echofake_dev_v1,bonafide,f4515060e7f480a24c0778e8f3d5d1d286ed616552851a6c3c9c6aee7303d249fbffd910c70869b7620fc33b38c8b618b934eeea78ef4cde3c1be1566b44501e,echofake_replay_bonafide_1420,echofake_dev_v1,bonafide,a92fc898d71bcd3f07bb8b18152b9204ed44a3367152e04f3f3b6ac56cbde0ff26a1870ff851111b1130382931540295c62c4175dbf0ba44a771eeed1a4e6314,echoes_real_0024,echoes_v1,real,music_0051,forensic_train_00016,23.2999375,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00016.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00017,0,0.0,0.0,1,1,mixed,real_real,balanced_turns,real,background,train,0.0,1.0,"[[0.0, 3.099937], [3.559938, 6.559938], [6.719938, 9.919937], [10.199938, 13.499937], [13.859937, 17.359938], [17.689875, 20.289875]]","[[0.0, 20.289875]]",[],[],echofake_replay_bonafide_1070,echofake_dev_v1,bonafide,cf20a39943b7a02ce78fa98e38f53f403423f97d40d7b465465b15a257533af24c21e875191ac05776be14cba71c2b58c4a4d35c7dc388634f02c6ca69a1ec6c,echofake_bonafide_0084,echofake_v2,bonafide,13bc17d3252356a0b6cffb5fd9135bfc0667268274084e02d91a415e026c3e48ccc671490ccf1fbc17804013f25cc3c313087801a7125394c59ebe6ba43b1da9,echoes_real_0199,echoes_v1,real,music_0114,forensic_train_00017,20.289875,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00017.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00018,0,0.0,0.0,1,1,mixed,real_real,balanced_turns,real,background,train,0.0,1.0,"[[0.0, 3.7], [4.08, 7.98], [8.25, 11.349937], [11.709938, 15.009937], [15.439937, 18.339938], [18.839938, 22.539938]]","[[0.0, 22.539938]]",[],[],echofake_bonafide_0033,echofake_v2,bonafide,542567fcab5adb2eda1c7205bd2ea797166ae787598bf66f7aa5d5efd676880bcd911de5049470a5c468b4d21f56327b785d62aa1c57fc96422381d4fde4062e,echofake_replay_bonafide_0515,echofake_v2,bonafide,f7d8f4abf2d3cb896c6b0ba2a6aa4349097000d1306b8220f56bad6f1018c0b1f7fbb3986dd433ce33d76f33cda7dcc213b306ddedab44d2b247ffb4863e9248,echoes_real_0184,echoes_v1,real,music_0052,forensic_train_00018,22.5399375,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00018.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00019,0,0.0,0.0,1,1,mixed,real_real,balanced_turns,real,background,train,0.0,1.0,"[[0.0, 3.8], [4.18, 7.88], [8.03, 10.93], [11.099937, 15.099937], [15.269875, 18.869812], [18.999813, 21.499813]]","[[0.0, 21.499813]]",[],[],echofake_replay_bonafide_1339,echofake_dev_v1,bonafide,ab72e9ab22713aec03a3189202a0713e56016ea07569b3041fcd65d77c9eb3f8c692f7ccaec75c16bbc62476d528f434d829193994cf07fcde9e3b1e4a2fa93a,echofake_replay_bonafide_1066,echofake_dev_v1,bonafide,9041793e76b9464e615beeb60383f48dfaf2b90b69b220aea2c05f15554928f0c957eff0287c6fee2580741d1264b196d613c704533c7e82923bb41af9420445,echoes_real_0031,echoes_v1,real,music_0128,forensic_train_00019,21.4998125,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00019.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00020,0,0.0,0.0,1,1,mixed,real_real,balanced_turns,real,background,train,0.0,1.0,"[[0.0, 3.3], [3.57, 6.97], [7.15, 9.65], [9.9, 12.8], [13.27, 16.47], [16.84, 20.34]]","[[0.0, 20.34]]",[],[],echofake_replay_bonafide_1351,echofake_dev_v1,bonafide,7901622282b4a34e1b1367e79c8435281595ba66942f5bcd6a63be9d03f1853b9a78cfe7751b28d704b0b71ef0622d4f2286b307c4c4232841726caa7d102f03,echofake_replay_bonafide_1332,echofake_dev_v1,bonafide,865778f1744844aa7b89f4089f79922d4ddf91fea2c0aed1e9bbe9b012d427722563a98a6e4ebb988bf8dff457f001f1e6b32d8a1986cd4811fd61827dae0feb,suite_0232_mp3_64k,competition_v2_bad_presence,real,music_0016,forensic_train_00020,20.34,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00020.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00021,0,0.0,0.0,1,1,mixed,real_real,balanced_turns,real,background,train,0.0,1.0,"[[0.0, 2.5], [2.95, 5.85], [6.06, 8.66], [8.989937, 12.289938], [12.659937, 15.559938], [15.949938, 18.749938]]","[[0.0, 18.749938]]",[],[],echofake_replay_bonafide_0513,echofake_v2,bonafide,eba6832785b435c14a6a39c48fd232f663867a1240dbf33f99519a9352e86308bc30747694b4e0735c7d34a9b3793404f3da8a584e4a68ea4b0ed3396e8a0d11,echofake_replay_bonafide_1034,echofake_dev_v1,bonafide,7d2c62ff31acc752edaadd194a4be2ae7ff718c7aa7c0ada3e5129b9be54d4e1114962be02e481368746dc43ffaf5e2addb217c65652618bd6f13f52d9bbb0ed,suite_0292_telephone,competition_v2_bad_presence,real,music_0046,forensic_train_00021,18.7499375,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00021.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00022,0,0.0,0.0,1,1,mixed,real_real,balanced_turns,real,background,train,0.0,1.0,"[[0.0, 3.4], [3.77, 7.67], [7.89, 10.989937], [11.389938, 14.489875], [14.799875, 17.499813], [17.919812, 21.919812]]","[[0.0, 21.919812]]",[],[],echofake_replay_bonafide_0456,echofake_v2,bonafide,b518f1e920e6c7546ffcc2bf712d1f6bbe681011d98cf49baf721aeb7edace4becc90d9ca3a1263694a2a06555264d6791e28c1f6110d128e4ce1c2807169ce7,echofake_replay_bonafide_1427,echofake_dev_v1,bonafide,0b3d55acf115fdf88131d7324fa9a7e1a26542405b0671d5ec0d9ed34b40fa0158576fd51ee9cc937a41b1c529f49cfb23fec693ae1382f21ec8fed796a9dece,echoes_real_0130,echoes_v1,real,music_0148,forensic_train_00022,21.9198125,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00022.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00023,0,0.0,0.0,1,1,mixed,real_real,balanced_turns,real,background,train,0.0,1.0,"[[0.0, 2.4], [2.55, 5.45], [5.779937, 9.479938], [9.679937, 13.379938], [13.739937, 17.539938], [17.659938, 21.259875]]","[[0.0, 21.259875]]",[],[],echofake_bonafide_0100,echofake_v2,bonafide,a8b05a450960cea4cc8720b975ccb09ced69bae8cc7868fb8fafc402bbe0f83faf8c7c4cb773ced2363a89a5891bbce3398b1f5a72a962ca585fdeaa43e7ed41,echofake_bonafide_0335,echofake_dev_v1,bonafide,4591d904283256d081da48158dc1c57be862e4d6b3f3062a063fb55442a5318c49abe6931c793d94940c6b964d7c9d9b73f33f0251141f3b32a611c6c74de929,echoes_real_0050,echoes_v1,real,music_0071,forensic_train_00023,21.259875,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00023.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00024,0,0.0,0.0,1,1,mixed,real_real,balanced_turns,real,background,train,0.0,1.0,"[[0.0, 4.0], [4.31, 6.71], [7.13, 10.729938], [10.859937, 13.459938], [13.649938, 16.549937], [16.769938, 20.369875]]","[[0.0, 20.369875]]",[],[],echofake_replay_bonafide_1469,echofake_dev_v1,bonafide,1d8a5a86ea20aa36ecf601cae7c6cdaf25cface549454f3f365cdd1a36c0d36008c4f37b5c9f9823f50bc946fadd1f803ef7a70f74f613d2eedfd455caa9e595,echofake_bonafide_0117,echofake_dev_v1,bonafide,dd72e7bbf38fcb7aad52a7124672195d63b3d9dcb0a81a0ac0c7e13372adf40ed5070dcb52ce6d3c2e2668210fe32508d330ae8a08c482c70627682b1977ad41,suite_0202_mp3_64k,competition_v2_bad_presence,real,music_0001,forensic_train_00024,20.369875,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00024.flac,,,,,,,,,,,,,,,,,,,,,,,,False
forensic_train_00025,0,0.0,0.0,1,1,mixed,real_real,balanced_turns,real,background,train,0.0,1.0,"[[0.0, 2.699937], [3.099937, 6.999937], [7.369937, 10.069875], [10.379875, 12.779875], [13.229875, 16.229875], [16.549875, 19.949875]]","[[0.0, 19.949875]]",[],[],echofake_bonafide_0042,echofake_v2,bonafide,a0c8e2723ce5107d9750aa59130cb600b8b81f4d01796d95d3ce91700595e3e49920c08d19dc304111154f0c1f6baa3f78c5d57a2259192f54fe4b946ecf7022,echofake_bonafide_0391,echofake_dev_v1,bonafide,09ac065cec6458bdabb9b9994f6dc1caa5a973a9fb5587f26836f1570600d7cf6fd027a044c590a7201dcd00e0c24c749bb0514946f96d4fe4e3d4d9303e2aec,suite_0208_clean,competition_v2_bad_presence,real,music_0004,forensic_train_00025,19.949875,train_or_development_sparse_call_mil,forensic_call_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/forensic_call_train_v1/audio/forensic_train_00025.flac,,,,,,,,,,,,,,,,,,,,,,,,False
