SOURCE_ID,CANONICAL_GROUP,GENERATOR,ARCHIVE_ID,ARCHIVE_MEMBER,KIND,ARCHIVE_TARGET
FM_stable_audio_open_rfah0bhmYkc,fmc:rfah0bhmYkc,stable_audio_open,FM_stable_audio_open_rfah0bhmYkc,unmixed_dataset/eval/FM_stable_audio_open_rfah0bhmYkc.wav,music,MixFake/unmixed_dataset/eval/FM_stable_audio_open_rfah0bhmYkc.wav
004508,fma:4508,FMA,RM_004_004508,unmixed_dataset/eval/RM_004_004508.wav,music,MixFake/unmixed_dataset/eval/RM_004_004508.wav
011506,fma:11506,FMA,RM_011_011506,unmixed_dataset/eval/RM_011_011506.wav,music,MixFake/unmixed_dataset/eval/RM_011_011506.wav
014080,fma:14080,FMA,RM_014_014080,unmixed_dataset/eval/RM_014_014080.wav,music,MixFake/unmixed_dataset/eval/RM_014_014080.wav
016210,fma:16210,FMA,RM_016_016210,unmixed_dataset/eval/RM_016_016210.wav,music,MixFake/unmixed_dataset/eval/RM_016_016210.wav
019657,fma:19657,FMA,RM_019_019657,unmixed_dataset/eval/RM_019_019657.wav,music,MixFake/unmixed_dataset/eval/RM_019_019657.wav
029934,fma:29934,FMA,RM_029_029934,unmixed_dataset/eval/RM_029_029934.wav,music,MixFake/unmixed_dataset/eval/RM_029_029934.wav
036141,fma:36141,FMA,RM_036_036141,unmixed_dataset/eval/RM_036_036141.wav,music,MixFake/unmixed_dataset/eval/RM_036_036141.wav
040646,fma:40646,FMA,RM_040_040646,unmixed_dataset/eval/RM_040_040646.wav,music,MixFake/unmixed_dataset/eval/RM_040_040646.wav
041958,fma:41958,FMA,RM_041_041958,unmixed_dataset/eval/RM_041_041958.wav,music,MixFake/unmixed_dataset/eval/RM_041_041958.wav
043028,fma:43028,FMA,RM_043_043028,unmixed_dataset/eval/RM_043_043028.wav,music,MixFake/unmixed_dataset/eval/RM_043_043028.wav
050888,fma:50888,FMA,RM_050_050888,unmixed_dataset/eval/RM_050_050888.wav,music,MixFake/unmixed_dataset/eval/RM_050_050888.wav
053737,fma:53737,FMA,RM_053_053737,unmixed_dataset/eval/RM_053_053737.wav,music,MixFake/unmixed_dataset/eval/RM_053_053737.wav
056036,fma:56036,FMA,RM_056_056036,unmixed_dataset/eval/RM_056_056036.wav,music,MixFake/unmixed_dataset/eval/RM_056_056036.wav
060981,fma:60981,FMA,RM_060_060981,unmixed_dataset/eval/RM_060_060981.wav,music,MixFake/unmixed_dataset/eval/RM_060_060981.wav
061172,fma:61172,FMA,RM_061_061172,unmixed_dataset/eval/RM_061_061172.wav,music,MixFake/unmixed_dataset/eval/RM_061_061172.wav
063903,fma:63903,FMA,RM_063_063903,unmixed_dataset/eval/RM_063_063903.wav,music,MixFake/unmixed_dataset/eval/RM_063_063903.wav
064547,fma:64547,FMA,RM_064_064547,unmixed_dataset/eval/RM_064_064547.wav,music,MixFake/unmixed_dataset/eval/RM_064_064547.wav
066812,fma:66812,FMA,RM_066_066812,unmixed_dataset/eval/RM_066_066812.wav,music,MixFake/unmixed_dataset/eval/RM_066_066812.wav
067626,fma:67626,FMA,RM_067_067626,unmixed_dataset/eval/RM_067_067626.wav,music,MixFake/unmixed_dataset/eval/RM_067_067626.wav
068343,fma:68343,FMA,RM_068_068343,unmixed_dataset/eval/RM_068_068343.wav,music,MixFake/unmixed_dataset/eval/RM_068_068343.wav
073098,fma:73098,FMA,RM_073_073098,unmixed_dataset/eval/RM_073_073098.wav,music,MixFake/unmixed_dataset/eval/RM_073_073098.wav
080167,fma:80167,FMA,RM_080_080167,unmixed_dataset/eval/RM_080_080167.wav,music,MixFake/unmixed_dataset/eval/RM_080_080167.wav
080793,fma:80793,FMA,RM_080_080793,unmixed_dataset/eval/RM_080_080793.wav,music,MixFake/unmixed_dataset/eval/RM_080_080793.wav
084790,fma:84790,FMA,RM_084_084790,unmixed_dataset/eval/RM_084_084790.wav,music,MixFake/unmixed_dataset/eval/RM_084_084790.wav
093518,fma:93518,FMA,RM_093_093518,unmixed_dataset/eval/RM_093_093518.wav,music,MixFake/unmixed_dataset/eval/RM_093_093518.wav
104074,fma:104074,FMA,RM_104_104074,unmixed_dataset/eval/RM_104_104074.wav,music,MixFake/unmixed_dataset/eval/RM_104_104074.wav
106506,fma:106506,FMA,RM_106_106506,unmixed_dataset/eval/RM_106_106506.wav,music,MixFake/unmixed_dataset/eval/RM_106_106506.wav
116733,fma:116733,FMA,RM_116_116733,unmixed_dataset/eval/RM_116_116733.wav,music,MixFake/unmixed_dataset/eval/RM_116_116733.wav
116754,fma:116754,FMA,RM_116_116754,unmixed_dataset/eval/RM_116_116754.wav,music,MixFake/unmixed_dataset/eval/RM_116_116754.wav
119972,fma:119972,FMA,RM_119_119972,unmixed_dataset/eval/RM_119_119972.wav,music,MixFake/unmixed_dataset/eval/RM_119_119972.wav
121278,fma:121278,FMA,RM_121_121278,unmixed_dataset/eval/RM_121_121278.wav,music,MixFake/unmixed_dataset/eval/RM_121_121278.wav
122184,fma:122184,FMA,RM_122_122184,unmixed_dataset/eval/RM_122_122184.wav,music,MixFake/unmixed_dataset/eval/RM_122_122184.wav
126919,fma:126919,FMA,RM_126_126919,unmixed_dataset/eval/RM_126_126919.wav,music,MixFake/unmixed_dataset/eval/RM_126_126919.wav
132134,fma:132134,FMA,RM_132_132134,unmixed_dataset/eval/RM_132_132134.wav,music,MixFake/unmixed_dataset/eval/RM_132_132134.wav
134754,fma:134754,FMA,RM_134_134754,unmixed_dataset/eval/RM_134_134754.wav,music,MixFake/unmixed_dataset/eval/RM_134_134754.wav
154359,fma:154359,FMA,RM_154_154359,unmixed_dataset/eval/RM_154_154359.wav,music,MixFake/unmixed_dataset/eval/RM_154_154359.wav
