DATASET,ID,MIXTURE_ID,MUSIC_SOURCE_ID,CHANNEL,MUSIC_FAKE,VOICE_PRESENT,MUSIC_SOURCE,MUSIC_GENERATOR,MUSIC_GROUP_ID,PATH,AUDIO_SHA256,EAT_VOICE,PANNS_VOICE,EAT_MUSIC,PANNS_MUSIC,LEARNED_VOICE_PRESENT,BOTH_VOICE_REVIEW,SEMANTIC_LEARNED_DISAGREEMENT
channel_invariant_factorial_train_v1,channel_inv_0003__pstn_bandpass,channel_inv_0003,mgm_fake_0225,pstn_bandpass,1.0,0,SONICS-udio,udio-120s,sonics_5377,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0003__pstn_bandpass.flac,941e67ba98f8f470542d5e6efdf3b57522442dd519f2db2c9c618f0f6fb214c1,0.4587080478668213,0.2943711280822754,0.9462335109710693,0.8591123223304749,0.030300509184598923,False,False
channel_invariant_factorial_train_v1,channel_inv_0003__g711_ulaw,channel_inv_0003,mgm_fake_0225,g711_ulaw,1.0,0,SONICS-udio,udio-120s,sonics_5377,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0003__g711_ulaw.flac,e08566c9df31cfd56d06a0fd5afc105173be53188f0d4909985cff2304313b20,0.5528238415718079,0.32844024896621704,0.9462472796440125,0.8529694080352783,0.017890632152557373,False,False
channel_invariant_factorial_train_v1,channel_inv_0004__clean,channel_inv_0004,mgm_real_0069,clean,0.0,0,FMA,real,003766,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0004__clean.flac,1a2c6e3fbc010fe4cf8625124887ba182d2b431cca37dc23aa1cd4d51cbaaec0,0.023697208613157272,0.02277224138379097,0.861577033996582,0.8406584858894348,0.31352412700653076,False,False
channel_invariant_factorial_train_v1,channel_inv_0004__g726_24k,channel_inv_0004,mgm_real_0069,g726_24k,0.0,0,FMA,real,003766,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0004__g726_24k.flac,d715e42ae9418e18a6e2bbb53dd4d8a1b73e4c37b3c5e0de9e7f7a808416fe75,0.00848428439348936,0.026445208117365837,0.9556666612625122,0.9505642652511597,0.1536770462989807,False,False
channel_invariant_factorial_train_v1,channel_inv_0004__opus_nb_8k,channel_inv_0004,mgm_real_0069,opus_nb_8k,0.0,0,FMA,real,003766,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0004__opus_nb_8k.flac,a918f76355f9144cc5faab81127a6ee240a1b53c5d68f9a1811709f99a5f67b9,0.02022123523056507,0.027010846883058548,0.943099319934845,0.8391176462173462,0.20682238042354584,False,False
channel_invariant_factorial_train_v1,channel_inv_0005__clean,channel_inv_0005,mgm_fake_0145,clean,1.0,0,SONICS-udio,udio-120s,sonics_676,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0005__clean.flac,e6851c27eab813edc2f0e87afc91c84c921ac141a3884dbde4aa8875fa32a15f,0.3200954794883728,0.4762251079082489,0.9198032021522522,0.9007042050361633,0.03199465572834015,False,False
channel_invariant_factorial_train_v1,channel_inv_0005__g726_24k,channel_inv_0005,mgm_fake_0145,g726_24k,1.0,0,SONICS-udio,udio-120s,sonics_676,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0005__g726_24k.flac,659c542dcefeb0717949bb63f32951e30df9c1c01eeb2e53e2f220f0ccc59200,0.6317470669746399,0.6582063436508179,0.9440345764160156,0.9249871969223022,0.3098796606063843,True,True
channel_invariant_factorial_train_v1,channel_inv_0005__opus_nb_8k,channel_inv_0005,mgm_fake_0145,opus_nb_8k,1.0,0,SONICS-udio,udio-120s,sonics_676,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0005__opus_nb_8k.flac,1b67703541126c11e9e465ed9f8949fb54e827dd9961c9c14329e76fd6ec29d9,0.6264635920524597,0.663461446762085,0.9178162217140198,0.8543037176132202,0.1912488490343094,True,True
channel_invariant_factorial_train_v1,channel_inv_0006__clean,channel_inv_0006,mgm_real_0170,clean,0.0,0,FMA,real,149953,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0006__clean.flac,78a39afe69bbe91884db1e1e863a61ca5e9e1be7f38600c34df31fb139e44565,0.48599544167518616,0.3449108302593231,0.894952118396759,0.8734422326087952,0.06225406005978584,False,False
channel_invariant_factorial_train_v1,channel_inv_0006__g726_24k,channel_inv_0006,mgm_real_0170,g726_24k,0.0,0,FMA,real,149953,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0006__g726_24k.flac,022c29d852490bf1ff7cba9df395ce4d2977a63f949c5179fa9adc0b24094326,0.3207678496837616,0.42892369627952576,0.8942352533340454,0.9127577543258667,0.004848063923418522,False,False
channel_invariant_factorial_train_v1,channel_inv_0006__opus_nb_8k,channel_inv_0006,mgm_real_0170,opus_nb_8k,0.0,0,FMA,real,149953,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0006__opus_nb_8k.flac,c665e64512c8d670f39fd157a8c593f92b0d2d0aedf45cc8daf67f445c39f9ad,0.13918465375900269,0.3286581337451935,0.8861017227172852,0.8573453426361084,0.007956596091389656,False,False
channel_invariant_factorial_train_v1,channel_inv_0007__clean,channel_inv_0007,mgm_fake_0141,clean,1.0,0,SONICS-suno,chirp-v3.5,sonics_5307,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0007__clean.flac,e57fb520144a5a7532e60a674162b30b7aaa9aa97c37180cc2760a3b67b10f14,0.05201610550284386,0.09369394183158875,0.7542883157730103,0.8904238939285278,0.009584869258105755,False,False
channel_invariant_factorial_train_v1,channel_inv_0007__resample8k,channel_inv_0007,mgm_fake_0141,resample8k,1.0,0,SONICS-suno,chirp-v3.5,sonics_5307,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0007__resample8k.flac,d569ec63fcdf4088a1e10fb54331fc9eb743989f128453f79a9b0c3cb6f8cc2c,0.048465754836797714,0.09388602524995804,0.764695942401886,0.8880078792572021,0.0030716031324118376,False,False
channel_invariant_factorial_train_v1,channel_inv_0007__pstn_bandpass,channel_inv_0007,mgm_fake_0141,pstn_bandpass,1.0,0,SONICS-suno,chirp-v3.5,sonics_5307,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0007__pstn_bandpass.flac,6b880b47d555caaa68dca822ee4815da3e418408f447c162268685832b196adc,0.23326902091503143,0.11050625145435333,0.8895795345306396,0.9388434886932373,0.008770565502345562,False,False
channel_invariant_factorial_train_v1,channel_inv_0008__clean,channel_inv_0008,mgm_real_0190,clean,0.0,0,FMA,real,017632,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0008__clean.flac,5b3ecb9ddad4fd42681f65dd0cd5fd068d0ed06f0139bae7cb07eb84b4170b46,0.14857731759548187,0.20877297222614288,0.824866533279419,0.8525607585906982,0.026058441027998924,False,False
channel_invariant_factorial_train_v1,channel_inv_0008__pstn_bandpass,channel_inv_0008,mgm_real_0190,pstn_bandpass,0.0,0,FMA,real,017632,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0008__pstn_bandpass.flac,0dbaeca3cff611415f3e8ee81f65dae32144e4c9cc154be33987b18b2df366f5,0.08067578077316284,0.21964100003242493,0.7844714522361755,0.8571450114250183,0.001865922356955707,False,False
channel_invariant_factorial_train_v1,channel_inv_0008__g711_ulaw,channel_inv_0008,mgm_real_0190,g711_ulaw,0.0,0,FMA,real,017632,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0008__g711_ulaw.flac,287f06ec022d3e44210d4a3c8fc85f537bb72ade9dfd3a1d05693456981b2094,0.09300759434700012,0.21873554587364197,0.7898750901222229,0.849467933177948,0.0010070734424516559,False,False
channel_invariant_factorial_train_v1,channel_inv_0009__clean,channel_inv_0009,mgm_fake_0036,clean,1.0,0,SONICS-suno,chirp-v3.5,sonics_3066,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0009__clean.flac,40ba08fa8a8752765cf27fd239d3a5a81429854a2c534ee9090fd16f922af76a,0.029339900240302086,0.06285261362791061,0.8670728206634521,0.8870120048522949,0.00986449234187603,False,False
channel_invariant_factorial_train_v1,channel_inv_0009__g711_alaw,channel_inv_0009,mgm_fake_0036,g711_alaw,1.0,0,SONICS-suno,chirp-v3.5,sonics_3066,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0009__g711_alaw.flac,2dc8a811d6c80a0d036d6338a5ec8ed580cb0653b7b75f1f12245b7e2f1ebda6,0.3657922148704529,0.2527718245983124,0.9571356773376465,0.91664719581604,0.002345380373299122,False,False
channel_invariant_factorial_train_v1,channel_inv_0009__g726_24k,channel_inv_0009,mgm_fake_0036,g726_24k,1.0,0,SONICS-suno,chirp-v3.5,sonics_3066,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0009__g726_24k.flac,38d92a690292997926303cac7df146fdaf2e28eecbe0a59a1cf2eea0c3524906,0.351090669631958,0.19386310875415802,0.9645742177963257,0.9300199747085571,0.0032319824676960707,False,False
channel_invariant_factorial_train_v1,channel_inv_0010__clean,channel_inv_0010,mgm_real_0116,clean,0.0,0,FMA,real,040656,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0010__clean.flac,0070f18d034c615add2ce3e50946eae90d870fb36b523fdd8fcf40660c1c631d,0.04841095209121704,0.20486006140708923,0.7155721783638,0.7821249961853027,0.11954258382320404,False,False
channel_invariant_factorial_train_v1,channel_inv_0010__random_bandpass,channel_inv_0010,mgm_real_0116,random_bandpass,0.0,0,FMA,real,040656,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0010__random_bandpass.flac,70edba14f2fcaa0e68a01b0c8c11c3e64f47a5f275d0238838cc0865973f851c,0.04649202898144722,0.06741584092378616,0.7572803497314453,0.9271218776702881,0.03932800889015198,False,False
channel_invariant_factorial_train_v1,channel_inv_0010__mulaw_numpy,channel_inv_0010,mgm_real_0116,mulaw_numpy,0.0,0,FMA,real,040656,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0010__mulaw_numpy.flac,dd7122e9c4475ca0289b9981475ffc791046a6a0fae6a699e84d60d37a5610b6,0.0427357442677021,0.10705354809761047,0.7488195896148682,0.8748540282249451,0.053588733077049255,False,False
channel_invariant_factorial_train_v1,channel_inv_0011__clean,channel_inv_0011,mgm_fake_0238,clean,1.0,0,SONICS-udio,udio-120s,sonics_827,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0011__clean.flac,64a5f7a9136aaef6bea649b3137346fc31907e5b3b2e38042785dd7d2ddd22ca,0.027928205206990242,0.18321990966796875,0.9457741379737854,0.8961105942726135,0.005720810499042273,False,False
channel_invariant_factorial_train_v1,channel_inv_0011__g711_ulaw,channel_inv_0011,mgm_fake_0238,g711_ulaw,1.0,0,SONICS-udio,udio-120s,sonics_827,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0011__g711_ulaw.flac,cfbbd4c95af9b541d83e01a3a513b6cc742f49a5669c2e6da67eb929d47cac42,0.2885492444038391,0.31929799914360046,0.9631547927856445,0.8904680609703064,0.0017639617435634136,False,False
channel_invariant_factorial_train_v1,channel_inv_0011__g711_alaw,channel_inv_0011,mgm_fake_0238,g711_alaw,1.0,0,SONICS-udio,udio-120s,sonics_827,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0011__g711_alaw.flac,c8c5f323c28a345395a1000fff2d94f1c8d0dd7549f5586df90bd2d6b93c036b,0.3042548596858978,0.34466004371643066,0.9632643461227417,0.8891775012016296,0.0017842674860730767,False,False
channel_invariant_factorial_train_v1,channel_inv_0012__clean,channel_inv_0012,mgm_real_0175,clean,0.0,0,FMA,real,119063,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0012__clean.flac,527149b62fb273481d6b46205193a2184b18712c67638fdf1c68805e5b6a5685,0.09196152538061142,0.18329201638698578,0.897965133190155,0.8881585597991943,0.165994793176651,False,False
channel_invariant_factorial_train_v1,channel_inv_0012__g711_alaw,channel_inv_0012,mgm_real_0175,g711_alaw,0.0,0,FMA,real,119063,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0012__g711_alaw.flac,157e6f19b31bd6a7ed9d538671393ba562e6e0e63c1d105df61c7f22b3327d86,0.6309316754341125,0.40395304560661316,0.9619196653366089,0.9240439534187317,0.04380263760685921,False,False
channel_invariant_factorial_train_v1,channel_inv_0012__g726_24k,channel_inv_0012,mgm_real_0175,g726_24k,0.0,0,FMA,real,119063,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0012__g726_24k.flac,c3ce6800c410372d40191b13f6e1e3d2381da49c8fe1a2e50994c4cdd57e67a6,0.702889084815979,0.599714994430542,0.9608728289604187,0.9213700294494629,0.02804308943450451,True,True
channel_invariant_factorial_train_v1,channel_inv_0013__clean,channel_inv_0013,mgm_fake_0051,clean,1.0,0,SONICS-udio,udio-120s,sonics_4263,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0013__clean.flac,4ed6f5cae6c18f833af9f8ed8af13b2f4a2da79b3578cc7e09825f263f7f45e7,0.029595613479614258,0.0861600711941719,0.9726941585540771,0.9441551566123962,0.03195454180240631,False,False
channel_invariant_factorial_train_v1,channel_inv_0013__packetloss_g711,channel_inv_0013,mgm_fake_0051,packetloss_g711,1.0,0,SONICS-udio,udio-120s,sonics_4263,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0013__packetloss_g711.flac,ef58d07a2df51dc9376010dd426ed8ee9e1b00c2e635255b0ab59772284fbb37,0.11569046229124069,0.37460198998451233,0.9225215911865234,0.9198789596557617,0.028727155178785324,False,False
channel_invariant_factorial_train_v1,channel_inv_0013__resample8k,channel_inv_0013,mgm_fake_0051,resample8k,1.0,0,SONICS-udio,udio-120s,sonics_4263,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0013__resample8k.flac,e06230f4b349351b9ed932b014e5f294a00a633a3bb74fa85f46e2f1870f7cc1,0.03564843907952309,0.12011303752660751,0.9606383442878723,0.9362035989761353,0.015382268466055393,False,False
channel_invariant_factorial_train_v1,channel_inv_0014__clean,channel_inv_0014,mgm_real_0029,clean,0.0,0,FMA,real,121589,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0014__clean.flac,ac3985ddbdb8934bd38a96e97cfe0001d52af631cf6ac3fda6457899a5930a6a,0.13358105719089508,0.1736360639333725,0.8789430856704712,0.8717056512832642,0.17782190442085266,False,False
channel_invariant_factorial_train_v1,channel_inv_0014__packetloss_opus_nb,channel_inv_0014,mgm_real_0029,packetloss_opus_nb,0.0,0,FMA,real,121589,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0014__packetloss_opus_nb.flac,4351030f7f0c572d38792f53a1ed24cdb52b26d374fe65fecf2efaa2dba48268,0.4932670593261719,0.4832521677017212,0.9234724640846252,0.9002681970596313,0.07930795103311539,False,False
channel_invariant_factorial_train_v1,channel_inv_0014__packetloss_g711,channel_inv_0014,mgm_real_0029,packetloss_g711,0.0,0,FMA,real,121589,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0014__packetloss_g711.flac,e2706f4b74ee79bc8b112b2f614cc239cec56e45b607bb64c92fb363ef4b203c,0.16047830879688263,0.2886647880077362,0.9336236119270325,0.8629802465438843,0.057294975966215134,False,False
channel_invariant_factorial_train_v1,channel_inv_0015__clean,channel_inv_0015,mgm_fake_0138,clean,1.0,0,SONICS-suno,chirp-v3.5,sonics_1555,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0015__clean.flac,bd03d21e25fc0980175a51f2b12957d7f5a5932b94c19130d4196d4c8d85a528,0.1287943720817566,0.19009092450141907,0.7363678812980652,0.8647658824920654,0.01359400525689125,False,False
channel_invariant_factorial_train_v1,channel_inv_0015__random_bandpass,channel_inv_0015,mgm_fake_0138,random_bandpass,1.0,0,SONICS-suno,chirp-v3.5,sonics_1555,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0015__random_bandpass.flac,4c13a59df7e410cee5cef3739f9aac0decee9e4c7bff0971a66e8f6e0e774ad7,0.36014869809150696,0.2721993625164032,0.9447183012962341,0.9065054059028625,0.003228061133995652,False,False
channel_invariant_factorial_train_v1,channel_inv_0015__mulaw_numpy,channel_inv_0015,mgm_fake_0138,mulaw_numpy,1.0,0,SONICS-suno,chirp-v3.5,sonics_1555,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0015__mulaw_numpy.flac,e1bcaabb03c8780df0c5c5d3a76a94d985a9c90c5095aa0dd7001ebc10870d11,0.39965128898620605,0.2671387493610382,0.9446693658828735,0.9113579392433167,0.004266704432666302,False,False
channel_invariant_factorial_train_v1,channel_inv_0016__clean,channel_inv_0016,mgm_real_0145,clean,0.0,0,FMA,real,087106,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0016__clean.flac,f31b61801b2cb3a3b14a39a1565b0e411187b96f140c2cdddd631dd094a44fd1,0.017158575356006622,0.023143289610743523,0.8369877934455872,0.8385075330734253,0.004544458817690611,False,False
channel_invariant_factorial_train_v1,channel_inv_0016__fft_narrowband,channel_inv_0016,mgm_real_0145,fft_narrowband,0.0,0,FMA,real,087106,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0016__fft_narrowband.flac,08cff0195dc60c45eeaaafa3a164a05a63d65d0aa6a7fb82ba7247cdcbb740fe,0.01365831308066845,0.02680480293929577,0.9081955552101135,0.3091588318347931,0.0017263784538954496,False,False
channel_invariant_factorial_train_v1,channel_inv_0016__packetloss_opus_nb,channel_inv_0016,mgm_real_0145,packetloss_opus_nb,0.0,0,FMA,real,087106,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0016__packetloss_opus_nb.flac,fbc1ce4265a7b10d89563f3b9635e87fea0a1fb43569277a627ce98271d9f96f,0.02259962633252144,0.03373831883072853,0.9086967706680298,0.4840224087238312,0.009280385449528694,False,False
channel_invariant_factorial_train_v1,channel_inv_0017__clean,channel_inv_0017,mgm_fake_0217,clean,1.0,0,SONICS-udio,udio-120s,sonics_524,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0017__clean.flac,24e45defd55d70a440a90daa95fdb270717df730a14529a6a80d393541320ed8,0.5898975729942322,0.4844876527786255,0.9140636324882507,0.9208065867424011,0.0074833533726632595,False,False
channel_invariant_factorial_train_v1,channel_inv_0017__pstn_bandpass,channel_inv_0017,mgm_fake_0217,pstn_bandpass,1.0,0,SONICS-udio,udio-120s,sonics_524,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0017__pstn_bandpass.flac,0f8ea47e317d53f7fbf1d36bac12d55e27c0c8b69219b831c50c051e8361e549,0.4308891296386719,0.4287262260913849,0.94005286693573,0.9390469789505005,0.007266836240887642,False,False
channel_invariant_factorial_train_v1,channel_inv_0017__g711_ulaw,channel_inv_0017,mgm_fake_0217,g711_ulaw,1.0,0,SONICS-udio,udio-120s,sonics_524,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0017__g711_ulaw.flac,1fd5c121046579f761cb0d356a887008ed0e13d989ec23304d938d060d623dda,0.3414766192436218,0.435986191034317,0.9489132761955261,0.9173061847686768,0.007075943518429995,False,False
channel_invariant_factorial_train_v1,channel_inv_0018__clean,channel_inv_0018,mgm_real_0110,clean,0.0,0,FMA,real,108314,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0018__clean.flac,0dd5e3c855333557f23fb7bf9f87d9ebf806e01680516b2456360136f956aa10,0.8015114665031433,0.8191431164741516,0.7820165157318115,0.8348358869552612,0.35015204548835754,True,True
channel_invariant_factorial_train_v1,channel_inv_0018__g711_ulaw,channel_inv_0018,mgm_real_0110,g711_ulaw,0.0,0,FMA,real,108314,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0018__g711_ulaw.flac,985165489f2027357726615f878ebcf371408dbdce2eab3995d86ac88e49553c,0.6337302327156067,0.7052025198936462,0.6822537779808044,0.7010291218757629,0.5003887414932251,True,False
channel_invariant_factorial_train_v1,channel_inv_0018__g711_alaw,channel_inv_0018,mgm_real_0110,g711_alaw,0.0,0,FMA,real,108314,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0018__g711_alaw.flac,a4ac10b3ccc8d44a9d48cbf66d6cb4461a52429fca3788a278612c7d27f65b7e,0.6188181042671204,0.7242801785469055,0.6812785863876343,0.7039434313774109,0.4607110917568207,True,True
