COMBINED_ID,DATASET_KEY,ROLE,ROW_INDEX,ORIGINAL_ID,AUDIO_FILENAME,SOURCE_AUDIO,AUDIO_SHA256
v47c_000_0000042_ab0ac20992164449cb9a,multigen_voice_v2,development,42,voice_fake_qwen3tts_finetuned_1.7b_siwoo_target_00,v47c_000_0000042_ab0ac20992164449cb9a.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_finetuned_1.7b_siwoo_target_00.flac,172c9619a49665183667bdd40bdc01721ba2f0b944a1eb3f39367ba2315454ef
v47c_000_0000043_4f345a6d4622f9e8a607,multigen_voice_v2,development,43,voice_fake_qwen3tts_finetuned_1.7b_siwoo_target_01,v47c_000_0000043_4f345a6d4622f9e8a607.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_finetuned_1.7b_siwoo_target_01.flac,207a9f83371b37d64f1e8c719384e685e6504a4e0fbf2401effd657f654b655e
v47c_000_0000044_adacbb0d29c0ee541655,multigen_voice_v2,development,44,voice_fake_qwen3tts_finetuned_1.7b_siwoo_target_02,v47c_000_0000044_adacbb0d29c0ee541655.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_finetuned_1.7b_siwoo_target_02.flac,8043ea01b2c12314ece173d72d71c1a0c41c7a529c82654b3f222f8e197fe67d
v47c_000_0000045_5a12000082d1803f0071,multigen_voice_v2,development,45,voice_fake_qwen3tts_custom_0.6b_dohyun_target_00,v47c_000_0000045_5a12000082d1803f0071.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_dohyun_target_00.flac,e54c017210ef09a311d5bba1f42d41cab00738fabab7ca3e27924f35677deb78
v47c_000_0000046_720867798c698dd6d6ce,multigen_voice_v2,development,46,voice_fake_qwen3tts_custom_0.6b_dohyun_target_01,v47c_000_0000046_720867798c698dd6d6ce.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_dohyun_target_01.flac,30e39ea74c9e426a8b3475c56a9fa95a826f5d97f187dcfb13aea507b073bc8f
v47c_000_0000047_24a05167412b7fb307bb,multigen_voice_v2,development,47,voice_fake_qwen3tts_custom_0.6b_dohyun_target_02,v47c_000_0000047_24a05167412b7fb307bb.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_dohyun_target_02.flac,5b30256fd178a7cbde50700b4b8e8b652ac24a44139d49d0fcce96f11ace7583
v47c_000_0000048_3c21d7b046d3f53a23a2,multigen_voice_v2,development,48,voice_fake_qwen3tts_custom_0.6b_eunju_target_00,v47c_000_0000048_3c21d7b046d3f53a23a2.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_eunju_target_00.flac,60f0f43c9dd17d8204e774f21a3d9f6adf44c08e7a7c709d16323585eb3dd893
v47c_000_0000049_07864e28cfb57fcda3ab,multigen_voice_v2,development,49,voice_fake_qwen3tts_custom_0.6b_eunju_target_01,v47c_000_0000049_07864e28cfb57fcda3ab.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_eunju_target_01.flac,1cc7ca9f91271ee0c5112f439cef91ff0d54ba768e1d5f8bf421cfa5767a9f87
v47c_000_0000050_71813d9274789a3de56e,multigen_voice_v2,development,50,voice_fake_qwen3tts_custom_0.6b_eunju_target_02,v47c_000_0000050_71813d9274789a3de56e.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_eunju_target_02.flac,82837867c75e26f1fb2f8b23293158adeb064d8d854858f6add40de4df56167b
v47c_000_0000051_f4bc2ed3b4272fbd42c9,multigen_voice_v2,development,51,voice_fake_qwen3tts_custom_0.6b_mansu_target_00,v47c_000_0000051_f4bc2ed3b4272fbd42c9.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_mansu_target_00.flac,c021262ba34c19a9a597b95aedd7fff3a0161bc1168467c7fa419fb0a02a9f89
v47c_000_0000052_a84ea6171be28576ccdc,multigen_voice_v2,development,52,voice_fake_qwen3tts_custom_0.6b_mansu_target_01,v47c_000_0000052_a84ea6171be28576ccdc.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_mansu_target_01.flac,ed0141733d2a9d6326ef4a1c45d0b6243029247ef940557bab3632f1351e2d23
v47c_000_0000053_a2d97a761a4b7f9ab367,multigen_voice_v2,development,53,voice_fake_qwen3tts_custom_0.6b_mansu_target_02,v47c_000_0000053_a2d97a761a4b7f9ab367.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_mansu_target_02.flac,1fe0dbcd760f14d2c48624b48fae1c5afcae64be22206a19f1763c958d5955a6
v47c_000_0000054_fb3c57f7b2fa9081fd9e,multigen_voice_v2,development,54,voice_fake_qwen3tts_custom_0.6b_seoa_target_00,v47c_000_0000054_fb3c57f7b2fa9081fd9e.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_seoa_target_00.flac,64d042a0fb74c8cd619053bafa29adde1b355cb5bfd635d9c56f7e6b17487e22
v47c_000_0000055_ba26fc917a44e2f23116,multigen_voice_v2,development,55,voice_fake_qwen3tts_custom_0.6b_seoa_target_01,v47c_000_0000055_ba26fc917a44e2f23116.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_seoa_target_01.flac,1854802c665caab8ddc14b748d35268d7c74e7ad9f93da6ba5d2afd08eefdc2d
v47c_000_0000056_1914dbcd1afd178dd670,multigen_voice_v2,development,56,voice_fake_qwen3tts_custom_0.6b_seoa_target_02,v47c_000_0000056_1914dbcd1afd178dd670.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_seoa_target_02.flac,9c570d310067d83dfef7662e90cef905b4b5974efc05bc3a29745e5adeaa63ef
v47c_000_0000057_299e9c590397b65bacae,multigen_voice_v2,development,57,voice_fake_qwen3tts_custom_0.6b_siwoo_target_00,v47c_000_0000057_299e9c590397b65bacae.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_siwoo_target_00.flac,e1cc4a025c1f3c75e9ebc41346564cc862294a033ef9d3577f8c4ba3125a190e
v47c_000_0000058_ffb5a0951d063a31d308,multigen_voice_v2,development,58,voice_fake_qwen3tts_custom_0.6b_siwoo_target_01,v47c_000_0000058_ffb5a0951d063a31d308.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_siwoo_target_01.flac,035fe7b1c7591c044c1cc30bba0530993fe566f719ac22d922a85765bb208487
v47c_000_0000059_da52109cf4d255a001db,multigen_voice_v2,development,59,voice_fake_qwen3tts_custom_0.6b_siwoo_target_02,v47c_000_0000059_da52109cf4d255a001db.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_qwen3tts_custom_0.6b_siwoo_target_02.flac,0025e8571cebb7bea43ae4bfdb1a6e37092fe33963b5f8e5700d07faa7ea0b4a
v47c_000_0000060_201372965a69d75ca9fa,multigen_voice_v2,development,60,voice_fake_f5tts_v1_base_dohyun_target_00,v47c_000_0000060_201372965a69d75ca9fa.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_f5tts_v1_base_dohyun_target_00.flac,d06453bdb8aee27a4558788650a124f7959643900205bf1bbed012c0dcf3623a
v47c_000_0000061_54ef79b4dc6f823f1b01,multigen_voice_v2,development,61,voice_fake_f5tts_v1_base_dohyun_target_01,v47c_000_0000061_54ef79b4dc6f823f1b01.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_f5tts_v1_base_dohyun_target_01.flac,5efc8a0dd2acb7f398ce092fb28a61b96c94dafd3106f4d48d253b477c3335f3
v47c_000_0000062_5197f0ef848a6fa446ad,multigen_voice_v2,development,62,voice_fake_f5tts_v1_base_dohyun_target_02,v47c_000_0000062_5197f0ef848a6fa446ad.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_f5tts_v1_base_dohyun_target_02.flac,e25b6553c486f1f3b1860918817147779c73db35277f5f6ae9a278e0fc7663e5
v47c_000_0000063_6a68472cb28fde79f77d,multigen_voice_v2,development,63,voice_fake_f5tts_v1_base_eunju_target_00,v47c_000_0000063_6a68472cb28fde79f77d.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_f5tts_v1_base_eunju_target_00.flac,0be68cf9180d0b587b5db6d69487bf0cad5d7cb879114e56bfc14c3a54943d9b
v47c_000_0000064_9993fcf22f6de2645b79,multigen_voice_v2,development,64,voice_fake_f5tts_v1_base_eunju_target_01,v47c_000_0000064_9993fcf22f6de2645b79.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_f5tts_v1_base_eunju_target_01.flac,d86eadaa7b8c341abb5e3b2e8603077b5b4521a752dadfbe4001ee059ede683e
v47c_000_0000065_02888518f2fba8b5f9cc,multigen_voice_v2,development,65,voice_fake_f5tts_v1_base_eunju_target_02,v47c_000_0000065_02888518f2fba8b5f9cc.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_f5tts_v1_base_eunju_target_02.flac,db242c5964e63a893ced643cfab20887adaf2f0cb8bfe15b82ca10c1ef71bf70
v47c_000_0000066_ba0398c5d8fb19ba981f,multigen_voice_v2,development,66,voice_fake_f5tts_v1_base_mansu_target_00,v47c_000_0000066_ba0398c5d8fb19ba981f.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_f5tts_v1_base_mansu_target_00.flac,35b99c2f850803704e36f64d62dfc3c394ccc36d6b07bf00b7fb5d40b1623e6c
v47c_000_0000067_bd995268e0c998c39f55,multigen_voice_v2,development,67,voice_fake_f5tts_v1_base_mansu_target_01,v47c_000_0000067_bd995268e0c998c39f55.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/multigen_tts_pool_v1/audio/voice_fake_f5tts_v1_base_mansu_target_01.flac,2276529bff6614284527804695de9303693f55e33886a4283a92129018e3bb68
