DATASET,METHOD,GROUP,VALUE,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
dev,v34,CHANNEL,ogg_48k,67,67.0,59.0,58.0,0.19306418219461696,0.20344827586206893,0.1380952380952381,0.9978813559322034,1.0,0.8213496823017062,0.9989406779661016,0.8391087818681457
dev,v34,CHANNEL,stereo_wav,67,67.0,59.0,58.0,0.3257575757575758,0.30517241379310345,0.17261904761904762,1.0,0.9942528735632185,0.7243010150768772,0.9971264367816093,0.7515835572473504
dev,v34,CHANNEL,telephone_flac,67,67.0,58.0,59.0,0.2526595744680851,0.27586206896551724,0.2880184331797235,0.9885057471264367,0.9639830508474576,0.732092269018937,0.9762443989869471,0.756507482015738
dev,v34,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
dev,v34,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.31999999999999995,,,,,,
dev,v34,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.24,,,,,
dev,v34,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.24,,,,,
dev,v34,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.33333333333333337,,,,,,,
dev,v34,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.2666666666666667,,,,,,,
dev,v34,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.19999999999999998,,,,,,,
dev,global_or_w50,ALL,ALL,400,400.0,350.0,350.0,0.21709090909090906,0.26857142857142857,0.22285714285714286,0.9962285714285715,0.993257142857143,0.770883116883117,0.9947428571428572,0.793269090909091
dev,global_or_w50,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.24,0.29333333333333333,0.2333333333333333,,,0.7513333333333333,,
dev,global_or_w50,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.24,,0.16000000000000003,,,,,
dev,global_or_w50,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.12,0.16000000000000003,,,,,,
dev,global_or_w50,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.32666666666666666,0.4,0.19999999999999998,,,0.6966666666666667,,
dev,global_or_w50,MIX_MODE,music_only,50,50.0,0.0,50.0,0.24,,0.16000000000000003,,,,,
dev,global_or_w50,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.23333333333333334,0.21999999999999997,0.26,,,0.7613333333333333,,
dev,global_or_w50,MIX_MODE,sequential,100,100.0,100.0,100.0,0.15333333333333332,0.12,0.12,,,0.8633333333333334,,
dev,global_or_w50,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.12,0.16000000000000003,,,,,,
dev,global_or_w50,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.15108695652173915,0.2068965517241379,0.20714285714285713,1.0,0.9935344827586207,0.8209343542514457,0.9967672413793103,0.8385176429642321
dev,global_or_w50,CHANNEL,mp3_64k,67,67.0,58.0,59.0,0.10196687370600416,0.27586206896551724,0.16954022988505746,0.9942528735632183,0.9957627118644068,0.8429820803883772,0.9950077927138126,0.8581846516209207
dev,global_or_w50,CHANNEL,noisy_flac,66,66.0,58.0,58.0,0.1952380952380952,0.27586206896551724,0.17261904761904762,0.9913793103448276,0.9935344827586207,0.7954228243021346,0.9924568965517242,0.8151262315270936
dev,global_or_w50,CHANNEL,ogg_48k,67,67.0,59.0,58.0,0.19306418219461696,0.20344827586206893,0.1380952380952381,0.9978813559322034,1.0,0.8213496823017062,0.9989406779661016,0.8391087818681457
dev,global_or_w50,CHANNEL,stereo_wav,67,67.0,59.0,58.0,0.3146464646464646,0.30517241379310345,0.17261904761904762,1.0,0.9942528735632185,0.7298565706324327,0.9971264367816093,0.7565835572473504
dev,global_or_w50,CHANNEL,telephone_flac,67,67.0,58.0,59.0,0.298936170212766,0.27586206896551724,0.2880184331797235,0.9885057471264367,0.9639830508474576,0.7089539711465965,0.9762443989869471,0.7356830139306316
dev,global_or_w50,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
dev,global_or_w50,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.31999999999999995,,,,,,
dev,global_or_w50,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.24,,,,,
dev,global_or_w50,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.24,,,,,
dev,global_or_w50,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.29333333333333333,,,,,,,
dev,global_or_w50,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.28,,,,,,,
dev,global_or_w50,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.1333333333333333,,,,,,,
dev,voice_hard_m05_w50,ALL,ALL,400,400.0,350.0,350.0,0.21709090909090906,0.26857142857142857,0.22285714285714286,0.9962285714285715,0.993257142857143,0.770883116883117,0.9947428571428572,0.793269090909091
dev,voice_hard_m05_w50,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.24,0.29333333333333333,0.2333333333333333,,,0.7513333333333333,,
dev,voice_hard_m05_w50,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.24,,0.16000000000000003,,,,,
dev,voice_hard_m05_w50,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.12,0.16000000000000003,,,,,,
dev,voice_hard_m05_w50,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.32666666666666666,0.4,0.19999999999999998,,,0.6966666666666667,,
dev,voice_hard_m05_w50,MIX_MODE,music_only,50,50.0,0.0,50.0,0.24,,0.16000000000000003,,,,,
dev,voice_hard_m05_w50,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.24,0.21999999999999997,0.26,,,0.758,,
dev,voice_hard_m05_w50,MIX_MODE,sequential,100,100.0,100.0,100.0,0.12666666666666665,0.12,0.12,,,0.8766666666666667,,
dev,voice_hard_m05_w50,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.12,0.16000000000000003,,,,,,
dev,voice_hard_m05_w50,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.15108695652173915,0.2068965517241379,0.20714285714285713,1.0,0.9935344827586207,0.8209343542514457,0.9967672413793103,0.8385176429642321
dev,voice_hard_m05_w50,CHANNEL,mp3_64k,67,67.0,58.0,59.0,0.14751552795031056,0.27586206896551724,0.16954022988505746,0.9942528735632183,0.9957627118644068,0.8202077532662241,0.9950077927138126,0.8376877572109829
dev,voice_hard_m05_w50,CHANNEL,noisy_flac,66,66.0,58.0,58.0,0.13809523809523808,0.27586206896551724,0.17261904761904762,0.9913793103448276,0.9935344827586207,0.8239942528735633,0.9924568965517242,0.8408405172413794
dev,voice_hard_m05_w50,CHANNEL,ogg_48k,67,67.0,59.0,58.0,0.22774327122153207,0.20344827586206893,0.1380952380952381,0.9978813559322034,1.0,0.8040101377882488,0.9989406779661016,0.823503191806034
dev,voice_hard_m05_w50,CHANNEL,stereo_wav,67,67.0,59.0,58.0,0.2808080808080808,0.30517241379310345,0.17261904761904762,1.0,0.9942528735632185,0.7467757625516246,0.9971264367816093,0.771810829974623
dev,voice_hard_m05_w50,CHANNEL,telephone_flac,67,67.0,58.0,59.0,0.2526595744680851,0.27586206896551724,0.2880184331797235,0.9885057471264367,0.9639830508474576,0.732092269018937,0.9762443989869471,0.756507482015738
dev,voice_hard_m05_w50,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
dev,voice_hard_m05_w50,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.31999999999999995,,,,,,
dev,voice_hard_m05_w50,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.24,,,,,
dev,voice_hard_m05_w50,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.24,,,,,
dev,voice_hard_m05_w50,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.28,,,,,,,
dev,voice_hard_m05_w50,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.2666666666666667,,,,,,,
dev,voice_hard_m05_w50,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.16000000000000003,,,,,,,
dev,voice_soft_t20_m20_w50,ALL,ALL,400,400.0,350.0,350.0,0.20945454545454545,0.26857142857142857,0.22285714285714286,0.9962285714285715,0.993257142857143,0.7747012987012987,0.9947428571428572,0.7967054545454546
dev,voice_soft_t20_m20_w50,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.24,0.29333333333333333,0.2333333333333333,,,0.7513333333333333,,
dev,voice_soft_t20_m20_w50,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.24,,0.16000000000000003,,,,,
dev,voice_soft_t20_m20_w50,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.12,0.16000000000000003,,,,,,
dev,voice_soft_t20_m20_w50,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.35333333333333333,0.4,0.19999999999999998,,,0.6833333333333333,,
dev,voice_soft_t20_m20_w50,MIX_MODE,music_only,50,50.0,0.0,50.0,0.24,,0.16000000000000003,,,,,
dev,voice_soft_t20_m20_w50,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.24,0.21999999999999997,0.26,,,0.758,,
dev,voice_soft_t20_m20_w50,MIX_MODE,sequential,100,100.0,100.0,100.0,0.12666666666666665,0.12,0.12,,,0.8766666666666667,,
dev,voice_soft_t20_m20_w50,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.12,0.16000000000000003,,,,,,
dev,voice_soft_t20_m20_w50,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.15108695652173915,0.2068965517241379,0.20714285714285713,1.0,0.9935344827586207,0.8209343542514457,0.9967672413793103,0.8385176429642321
dev,voice_soft_t20_m20_w50,CHANNEL,mp3_64k,67,67.0,58.0,59.0,0.13664596273291926,0.27586206896551724,0.16954022988505746,0.9942528735632183,0.9957627118644068,0.8256425358749198,0.9950077927138126,0.842579061558809
dev,voice_soft_t20_m20_w50,CHANNEL,noisy_flac,66,66.0,58.0,58.0,0.13809523809523808,0.27586206896551724,0.17261904761904762,0.9913793103448276,0.9935344827586207,0.8239942528735633,0.9924568965517242,0.8408405172413794
dev,voice_soft_t20_m20_w50,CHANNEL,ogg_48k,67,67.0,59.0,58.0,0.22774327122153207,0.20344827586206893,0.1380952380952381,0.9978813559322034,1.0,0.8040101377882488,0.9989406779661016,0.823503191806034
dev,voice_soft_t20_m20_w50,CHANNEL,stereo_wav,67,67.0,59.0,58.0,0.3146464646464646,0.30517241379310345,0.17261904761904762,1.0,0.9942528735632185,0.7298565706324327,0.9971264367816093,0.7565835572473504
dev,voice_soft_t20_m20_w50,CHANNEL,telephone_flac,67,67.0,58.0,59.0,0.24202127659574468,0.27586206896551724,0.2880184331797235,0.9885057471264367,0.9639830508474576,0.7374114179551071,0.9762443989869471,0.7612947160582911
dev,voice_soft_t20_m20_w50,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
dev,voice_soft_t20_m20_w50,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.31999999999999995,,,,,,
dev,voice_soft_t20_m20_w50,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.24,,,,,
dev,voice_soft_t20_m20_w50,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.24,,,,,
dev,voice_soft_t20_m20_w50,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.29333333333333333,,,,,,,
dev,voice_soft_t20_m20_w50,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.28,,,,,,,
dev,voice_soft_t20_m20_w50,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.16000000000000003,,,,,,,
factorial,v34,ALL,ALL,400,400.0,350.0,350.0,0.21527272727272728,0.19999999999999998,0.22285714285714286,0.9928,0.9989142857142856,0.7855064935064935,0.9958571428571428,0.8065415584415584
factorial,v34,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.29333333333333333,0.22666666666666668,0.2333333333333333,,,0.738,,
factorial,v34,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.12,,0.12,,,,,
factorial,v34,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,v34,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.36666666666666664,0.28,0.19999999999999998,,,0.7006666666666667,,
factorial,v34,MIX_MODE,music_only,50,50.0,0.0,50.0,0.12,,0.12,,,,,
factorial,v34,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.19999999999999998,0.26,0.19999999999999998,,,0.788,,
factorial,v34,MIX_MODE,sequential,100,100.0,100.0,100.0,0.24,0.18000000000000002,0.18000000000000002,,,0.79,,
factorial,v34,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,v34,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.24126984126984127,0.1724137931034483,0.17261904761904762,1.0,1.0,0.7930966064586754,1.0,0.8137869458128079
factorial,v34,CHANNEL,mp3_64k,67,67.0,59.0,58.0,0.17979797979797982,0.20344827586206896,0.1380952380952381,0.9936440677966102,1.0,0.8279827835000249,0.9968220338983051,0.8448667085398529
factorial,v34,CHANNEL,noisy_flac,67,67.0,58.0,59.0,0.16010638297872343,0.13793103448275865,0.1359447004608295,1.0,1.0,0.8515771914758377,1.0,0.8664194723282539
factorial,v34,CHANNEL,ogg_48k,67,67.0,58.0,59.0,0.19306418219461696,0.2068965517241379,0.13563218390804596,0.9885057471264368,1.0,0.8213989433854502,0.9942528735632183,0.838684336403227
factorial,v34,CHANNEL,stereo_wav,66,66.0,58.0,58.0,0.19782608695652174,0.27586206896551724,0.17261904761904762,0.9762931034482759,0.9913793103448276,0.7941288284429214,0.9838362068965518,0.8130995662882845
factorial,v34,CHANNEL,telephone_flac,67,67.0,59.0,58.0,0.23861283643892336,0.23735632183908045,0.39642857142857146,0.9915254237288136,0.9923371647509579,0.7142937459841507,0.9919312942398857,0.7420575008097243
factorial,v34,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
factorial,v34,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.19999999999999998,,,,,,
factorial,v34,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.21333333333333337,,,,,
factorial,v34,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.2666666666666667,,,,,
factorial,v34,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.3466666666666667,,,,,,,
factorial,v34,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.28,,,,,,,
factorial,v34,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.22666666666666668,,,,,,,
factorial,global_or_w50,ALL,ALL,400,400.0,350.0,350.0,0.1981818181818182,0.19999999999999998,0.22285714285714286,0.9928,0.9989142857142856,0.794051948051948,0.9958571428571428,0.8142324675324675
factorial,global_or_w50,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.2533333333333333,0.22666666666666668,0.2333333333333333,,,0.758,,
factorial,global_or_w50,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.16000000000000003,,0.12,,,,,
factorial,global_or_w50,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,global_or_w50,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.31999999999999995,0.28,0.19999999999999998,,,0.724,,
factorial,global_or_w50,MIX_MODE,music_only,50,50.0,0.0,50.0,0.16000000000000003,,0.12,,,,,
factorial,global_or_w50,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.2066666666666667,0.26,0.19999999999999998,,,0.7846666666666666,,
factorial,global_or_w50,MIX_MODE,sequential,100,100.0,100.0,100.0,0.19999999999999998,0.18000000000000002,0.18000000000000002,,,0.81,,
factorial,global_or_w50,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,global_or_w50,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.24126984126984127,0.1724137931034483,0.17261904761904762,1.0,1.0,0.7930966064586754,1.0,0.8137869458128079
factorial,global_or_w50,CHANNEL,mp3_64k,67,67.0,59.0,58.0,0.10101010101010104,0.20344827586206896,0.1380952380952381,0.9936440677966102,1.0,0.8673767228939643,0.9968220338983051,0.8803212539943983
factorial,global_or_w50,CHANNEL,noisy_flac,67,67.0,58.0,59.0,0.149468085106383,0.13793103448275865,0.1359447004608295,1.0,1.0,0.8568963404120079,1.0,0.8712067063708071
factorial,global_or_w50,CHANNEL,ogg_48k,67,67.0,58.0,59.0,0.23861283643892336,0.2068965517241379,0.13563218390804596,0.9885057471264368,1.0,0.798624616263297,0.9942528735632183,0.8181874419932891
factorial,global_or_w50,CHANNEL,stereo_wav,66,66.0,58.0,58.0,0.15108695652173915,0.27586206896551724,0.17261904761904762,0.9762931034482759,0.9913793103448276,0.8174983936603126,0.9838362068965518,0.8341321749839367
factorial,global_or_w50,CHANNEL,telephone_flac,67,67.0,59.0,58.0,0.19306418219461696,0.23735632183908045,0.39642857142857146,0.9915254237288136,0.9923371647509579,0.737068073106304,0.9919312942398857,0.7625543952196622
factorial,global_or_w50,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
factorial,global_or_w50,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.19999999999999998,,,,,,
factorial,global_or_w50,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.21333333333333337,,,,,
factorial,global_or_w50,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.2666666666666667,,,,,
factorial,global_or_w50,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.30666666666666664,,,,,,,
factorial,global_or_w50,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.2666666666666667,,,,,,,
factorial,global_or_w50,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.18666666666666665,,,,,,,
factorial,voice_hard_m05_w50,ALL,ALL,400,400.0,350.0,350.0,0.20763636363636362,0.19999999999999998,0.22285714285714286,0.9928,0.9989142857142856,0.7893246753246753,0.9958571428571428,0.8099779220779221
factorial,voice_hard_m05_w50,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.2666666666666667,0.22666666666666668,0.2333333333333333,,,0.7513333333333333,,
factorial,voice_hard_m05_w50,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.16000000000000003,,0.12,,,,,
factorial,voice_hard_m05_w50,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,voice_hard_m05_w50,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.31999999999999995,0.28,0.19999999999999998,,,0.724,,
factorial,voice_hard_m05_w50,MIX_MODE,music_only,50,50.0,0.0,50.0,0.16000000000000003,,0.12,,,,,
factorial,voice_hard_m05_w50,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.24,0.26,0.19999999999999998,,,0.768,,
factorial,voice_hard_m05_w50,MIX_MODE,sequential,100,100.0,100.0,100.0,0.2066666666666667,0.18000000000000002,0.18000000000000002,,,0.8066666666666666,,
factorial,voice_hard_m05_w50,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,voice_hard_m05_w50,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.24126984126984127,0.1724137931034483,0.17261904761904762,1.0,1.0,0.7930966064586754,1.0,0.8137869458128079
factorial,voice_hard_m05_w50,CHANNEL,mp3_64k,67,67.0,59.0,58.0,0.13484848484848483,0.20344827586206896,0.1380952380952381,0.9936440677966102,1.0,0.8504575309747724,0.9968220338983051,0.8650939812671257
factorial,voice_hard_m05_w50,CHANNEL,noisy_flac,67,67.0,58.0,59.0,0.149468085106383,0.13793103448275865,0.1359447004608295,1.0,1.0,0.8568963404120079,1.0,0.8712067063708071
factorial,voice_hard_m05_w50,CHANNEL,ogg_48k,67,67.0,58.0,59.0,0.23861283643892336,0.2068965517241379,0.13563218390804596,0.9885057471264368,1.0,0.798624616263297,0.9942528735632183,0.8181874419932891
factorial,voice_hard_m05_w50,CHANNEL,stereo_wav,66,66.0,58.0,58.0,0.15108695652173915,0.27586206896551724,0.17261904761904762,0.9762931034482759,0.9913793103448276,0.8174983936603126,0.9838362068965518,0.8341321749839367
factorial,voice_hard_m05_w50,CHANNEL,telephone_flac,67,67.0,59.0,58.0,0.19306418219461696,0.23735632183908045,0.39642857142857146,0.9915254237288136,0.9923371647509579,0.737068073106304,0.9919312942398857,0.7625543952196622
factorial,voice_hard_m05_w50,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
factorial,voice_hard_m05_w50,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.19999999999999998,,,,,,
factorial,voice_hard_m05_w50,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.21333333333333337,,,,,
factorial,voice_hard_m05_w50,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.2666666666666667,,,,,
factorial,voice_hard_m05_w50,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.29333333333333333,,,,,,,
factorial,voice_hard_m05_w50,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.28,,,,,,,
factorial,voice_hard_m05_w50,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.21333333333333337,,,,,,,
factorial,voice_soft_t20_m20_w50,ALL,ALL,400,400.0,350.0,350.0,0.20763636363636362,0.19999999999999998,0.22285714285714286,0.9928,0.9989142857142856,0.7893246753246753,0.9958571428571428,0.8099779220779221
factorial,voice_soft_t20_m20_w50,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.28,0.22666666666666668,0.2333333333333333,,,0.7446666666666666,,
factorial,voice_soft_t20_m20_w50,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.12,,0.12,,,,,
factorial,voice_soft_t20_m20_w50,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,voice_soft_t20_m20_w50,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.31999999999999995,0.28,0.19999999999999998,,,0.724,,
factorial,voice_soft_t20_m20_w50,MIX_MODE,music_only,50,50.0,0.0,50.0,0.12,,0.12,,,,,
factorial,voice_soft_t20_m20_w50,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.2066666666666667,0.26,0.19999999999999998,,,0.7846666666666666,,
factorial,voice_soft_t20_m20_w50,MIX_MODE,sequential,100,100.0,100.0,100.0,0.2066666666666667,0.18000000000000002,0.18000000000000002,,,0.8066666666666666,,
factorial,voice_soft_t20_m20_w50,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,voice_soft_t20_m20_w50,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.24126984126984127,0.1724137931034483,0.17261904761904762,1.0,1.0,0.7930966064586754,1.0,0.8137869458128079
factorial,voice_soft_t20_m20_w50,CHANNEL,mp3_64k,67,67.0,59.0,58.0,0.14595959595959596,0.20344827586206896,0.1380952380952381,0.9936440677966102,1.0,0.8449019754192167,0.9968220338983051,0.8600939812671256
factorial,voice_soft_t20_m20_w50,CHANNEL,noisy_flac,67,67.0,58.0,59.0,0.149468085106383,0.13793103448275865,0.1359447004608295,1.0,1.0,0.8568963404120079,1.0,0.8712067063708071
factorial,voice_soft_t20_m20_w50,CHANNEL,ogg_48k,67,67.0,58.0,59.0,0.23861283643892336,0.2068965517241379,0.13563218390804596,0.9885057471264368,1.0,0.798624616263297,0.9942528735632183,0.8181874419932891
factorial,voice_soft_t20_m20_w50,CHANNEL,stereo_wav,66,66.0,58.0,58.0,0.15108695652173915,0.27586206896551724,0.17261904761904762,0.9762931034482759,0.9913793103448276,0.8174983936603126,0.9838362068965518,0.8341321749839367
factorial,voice_soft_t20_m20_w50,CHANNEL,telephone_flac,67,67.0,59.0,58.0,0.19306418219461696,0.23735632183908045,0.39642857142857146,0.9915254237288136,0.9923371647509579,0.737068073106304,0.9919312942398857,0.7625543952196622
factorial,voice_soft_t20_m20_w50,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
factorial,voice_soft_t20_m20_w50,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.19999999999999998,,,,,,
factorial,voice_soft_t20_m20_w50,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.21333333333333337,,,,,
factorial,voice_soft_t20_m20_w50,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.2666666666666667,,,,,
factorial,voice_soft_t20_m20_w50,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.33333333333333337,,,,,,,
factorial,voice_soft_t20_m20_w50,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.28,,,,,,,
factorial,voice_soft_t20_m20_w50,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.21333333333333337,,,,,,,
phone,v34,ALL,ALL,1200,1200.0,800.0,800.0,0.13414285714285712,0.14500000000000002,0.125,0.956603125,0.9840593750000001,0.8664285714285715,0.9703312500000001,0.8768188392857145
phone,v34,AUDIO_TYPE,mixed,400,400.0,400.0,400.0,0.17000000000000004,0.19999999999999998,0.18000000000000002,,,0.821,,
phone,v34,AUDIO_TYPE,music,400,400.0,0.0,400.0,0.06999999999999998,,0.06999999999999998,,,,,
