DATASET,METHOD,GROUP,VALUE,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
factorial,v34_invariant_f125_v200_m100,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.19999999999999998,,,,,,
factorial,v34_invariant_f125_v200_m100,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.21333333333333337,,,,,
factorial,v34_invariant_f125_v200_m100,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.2666666666666667,,,,,
factorial,v34_invariant_f125_v200_m100,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.3466666666666667,,,,,,,
factorial,v34_invariant_f125_v200_m100,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.28,,,,,,,
factorial,v34_invariant_f125_v200_m100,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.22666666666666668,,,,,,,
phone,v33,ALL,ALL,1200,1200.0,800.0,800.0,0.1782857142857143,0.16749999999999998,0.1775,0.956603125,0.9840593750000001,0.8241071428571429,0.9703312500000001,0.8387295535714288
phone,v33,AUDIO_TYPE,mixed,400,400.0,400.0,400.0,0.19999999999999998,0.21999999999999997,0.26,,,0.778,,
phone,v33,AUDIO_TYPE,music,400,400.0,0.0,400.0,0.07499999999999998,,0.09999999999999999,,,,,
phone,v33,AUDIO_TYPE,voice,400,400.0,400.0,0.0,0.050000000000000024,0.06499999999999997,,,,,,
phone,v33,CHANNEL,g711_ulaw,300,300.0,200.0,200.0,0.12685714285714284,0.08999999999999998,0.16000000000000003,0.9617,0.9845000000000002,0.8705714285714287,0.9731000000000001,0.8808242857142858
phone,v33,CHANNEL,g726_24k,300,300.0,200.0,200.0,0.0965714285714286,0.06999999999999998,0.16000000000000003,0.9618,0.9813000000000001,0.8897142857142857,0.97155,0.8978978571428571
phone,v33,CHANNEL,opus_nb_8k,300,300.0,200.0,200.0,0.35314285714285715,0.24,0.17000000000000004,0.9662,0.9826500000000001,0.7244285714285714,0.9744250000000001,0.7494282142857143
phone,v33,CHANNEL,resample8k,300,300.0,200.0,200.0,0.11314285714285716,0.050000000000000024,0.15000000000000002,0.94465,0.9887999999999999,0.8884285714285715,0.966725,0.8962582142857143
phone,v33,CONDITION,simultaneous,400,400.0,400.0,400.0,0.19999999999999998,0.21999999999999997,0.26,,,0.778,,
phone,v33,CONDITION,source_disjoint,400,400.0,0.0,400.0,0.07499999999999998,,0.09999999999999999,,,,,
phone,v33,CONDITION,speech_only,400,400.0,400.0,0.0,0.050000000000000024,0.06499999999999997,,,,,,
phone,v33,VOICE_EER_GIVEN_MUSIC_FAKE,0,200,,,,,0.24,,,,,,
phone,v33,VOICE_EER_GIVEN_MUSIC_FAKE,1,200,,,,,0.19999999999999998,,,,,,
phone,v33,MUSIC_EER_GIVEN_VOICE_FAKE,0,200,,,,,,0.20999999999999996,,,,,
phone,v33,MUSIC_EER_GIVEN_VOICE_FAKE,1,200,,,,,,0.29000000000000004,,,,,
phone,v33,FILE_EER_REAL_REAL_VS,fake_voice_real_music,200,,,,0.27,,,,,,,
phone,v33,FILE_EER_REAL_REAL_VS,real_voice_fake_music,200,,,,0.19999999999999998,,,,,,,
phone,v33,FILE_EER_REAL_REAL_VS,both_fake,200,,,,0.15000000000000002,,,,,,,
phone,v34_invariant_f125_v200_m100,ALL,ALL,1200,1200.0,800.0,800.0,0.13414285714285712,0.14500000000000002,0.125,0.956603125,0.9840593750000001,0.8664285714285715,0.9703312500000001,0.8768188392857145
phone,v34_invariant_f125_v200_m100,AUDIO_TYPE,mixed,400,400.0,400.0,400.0,0.17000000000000004,0.19999999999999998,0.18000000000000002,,,0.821,,
phone,v34_invariant_f125_v200_m100,AUDIO_TYPE,music,400,400.0,0.0,400.0,0.06999999999999998,,0.06999999999999998,,,,,
phone,v34_invariant_f125_v200_m100,AUDIO_TYPE,voice,400,400.0,400.0,0.0,0.04000000000000002,0.03500000000000002,,,,,,
phone,v34_invariant_f125_v200_m100,CHANNEL,g711_ulaw,300,300.0,200.0,200.0,0.0897142857142857,0.08999999999999998,0.10999999999999999,0.9617,0.9845000000000002,0.9041428571428571,0.9731000000000001,0.9110385714285715
phone,v34_invariant_f125_v200_m100,CHANNEL,g726_24k,300,300.0,200.0,200.0,0.07314285714285715,0.060000000000000026,0.13,0.9618,0.9813000000000001,0.9124285714285715,0.97155,0.9183407142857143
phone,v34_invariant_f125_v200_m100,CHANNEL,opus_nb_8k,300,300.0,200.0,200.0,0.25657142857142856,0.20999999999999996,0.10999999999999999,0.9662,0.9826500000000001,0.7967142857142858,0.9744250000000001,0.8144853571428572
phone,v34_invariant_f125_v200_m100,CHANNEL,resample8k,300,300.0,200.0,200.0,0.10342857142857143,0.050000000000000024,0.10999999999999999,0.94465,0.9887999999999999,0.9052857142857144,0.966725,0.9114296428571429
phone,v34_invariant_f125_v200_m100,CONDITION,simultaneous,400,400.0,400.0,400.0,0.17000000000000004,0.19999999999999998,0.18000000000000002,,,0.821,,
phone,v34_invariant_f125_v200_m100,CONDITION,source_disjoint,400,400.0,0.0,400.0,0.06999999999999998,,0.06999999999999998,,,,,
phone,v34_invariant_f125_v200_m100,CONDITION,speech_only,400,400.0,400.0,0.0,0.04000000000000002,0.03500000000000002,,,,,,
phone,v34_invariant_f125_v200_m100,VOICE_EER_GIVEN_MUSIC_FAKE,0,200,,,,,0.22999999999999998,,,,,,
phone,v34_invariant_f125_v200_m100,VOICE_EER_GIVEN_MUSIC_FAKE,1,200,,,,,0.18000000000000002,,,,,,
phone,v34_invariant_f125_v200_m100,MUSIC_EER_GIVEN_VOICE_FAKE,0,200,,,,,,0.18000000000000002,,,,,
phone,v34_invariant_f125_v200_m100,MUSIC_EER_GIVEN_VOICE_FAKE,1,200,,,,,,0.18000000000000002,,,,,
phone,v34_invariant_f125_v200_m100,FILE_EER_REAL_REAL_VS,fake_voice_real_music,200,,,,0.26,,,,,,,
phone,v34_invariant_f125_v200_m100,FILE_EER_REAL_REAL_VS,real_voice_fake_music,200,,,,0.15000000000000002,,,,,,,
phone,v34_invariant_f125_v200_m100,FILE_EER_REAL_REAL_VS,both_fake,200,,,,0.09999999999999999,,,,,,,
yue,v33,ALL,ALL,124,124.0,108.0,124.0,0.15964673913043476,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8513728669939223,,
yue,v33,AUDIO_TYPE,mixed,108,108.0,108.0,108.0,0.17261904761904762,0.10208333333333333,0.16666666666666663,,,0.8432738095238095,,
yue,v33,AUDIO_TYPE,music,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v33,MIX_MODE,concurrent,32,32.0,32.0,32.0,0.25,0.25,0.1875,,,0.76875,,
yue,v33,MIX_MODE,music_only,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v33,MIX_MODE,native_yue_vocal,12,12.0,12.0,12.0,,,0.16666666666666663,,,,,
yue,v33,MIX_MODE,partial_overlap,32,32.0,32.0,32.0,0.020833333333333315,0.0,0.0625,,,0.9708333333333334,,
yue,v33,MIX_MODE,sequential,32,32.0,32.0,32.0,0.0,0.0625,0.0625,,,0.96875,,
yue,v33,CONDITION,clean_separator_free,124,124.0,108.0,124.0,0.15964673913043476,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8513728669939223,,
yue,v33,VOICE_EER_GIVEN_MUSIC_FAKE,0,54,,,,,0.09166666666666665,,,,,,
yue,v33,VOICE_EER_GIVEN_MUSIC_FAKE,1,54,,,,,0.09166666666666665,,,,,,
yue,v33,MUSIC_EER_GIVEN_VOICE_FAKE,0,48,,,,,,0.20833333333333337,,,,,
yue,v33,MUSIC_EER_GIVEN_VOICE_FAKE,1,60,,,,,,0.16666666666666663,,,,,
yue,v33,FILE_EER_REAL_REAL_VS,fake_voice_real_music,54,,,,0.25833333333333336,,,,,,,
yue,v33,FILE_EER_REAL_REAL_VS,real_voice_fake_music,48,,,,0.20833333333333337,,,,,,,
yue,v33,FILE_EER_REAL_REAL_VS,both_fake,54,,,,0.03749999999999999,,,,,,,
yue,v34_invariant_f125_v200_m100,ALL,ALL,124,124.0,108.0,124.0,0.12771739130434784,0.12916666666666665,0.12903225806451613,0.9837962962962963,,0.8715982935951379,,
yue,v34_invariant_f125_v200_m100,AUDIO_TYPE,mixed,108,108.0,108.0,108.0,0.13392857142857145,0.12916666666666665,0.14814814814814814,,,0.8627579365079365,,
yue,v34_invariant_f125_v200_m100,AUDIO_TYPE,music,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v34_invariant_f125_v200_m100,MIX_MODE,concurrent,32,32.0,32.0,32.0,0.25,0.3125,0.125,,,0.7749999999999999,,
yue,v34_invariant_f125_v200_m100,MIX_MODE,music_only,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v34_invariant_f125_v200_m100,MIX_MODE,native_yue_vocal,12,12.0,12.0,12.0,,,0.0,,,,,
yue,v34_invariant_f125_v200_m100,MIX_MODE,partial_overlap,32,32.0,32.0,32.0,0.020833333333333315,0.0,0.125,,,0.9520833333333334,,
yue,v34_invariant_f125_v200_m100,MIX_MODE,sequential,32,32.0,32.0,32.0,0.0,0.0625,0.0,,,0.9875,,
yue,v34_invariant_f125_v200_m100,CONDITION,clean_separator_free,124,124.0,108.0,124.0,0.12771739130434784,0.12916666666666665,0.12903225806451613,0.9837962962962963,,0.8715982935951379,,
yue,v34_invariant_f125_v200_m100,VOICE_EER_GIVEN_MUSIC_FAKE,0,54,,,,,0.09166666666666665,,,,,,
yue,v34_invariant_f125_v200_m100,VOICE_EER_GIVEN_MUSIC_FAKE,1,54,,,,,0.12916666666666665,,,,,,
yue,v34_invariant_f125_v200_m100,MUSIC_EER_GIVEN_VOICE_FAKE,0,48,,,,,,0.16666666666666663,,,,,
yue,v34_invariant_f125_v200_m100,MUSIC_EER_GIVEN_VOICE_FAKE,1,60,,,,,,0.16666666666666663,,,,,
yue,v34_invariant_f125_v200_m100,FILE_EER_REAL_REAL_VS,fake_voice_real_music,54,,,,0.25833333333333336,,,,,,,
yue,v34_invariant_f125_v200_m100,FILE_EER_REAL_REAL_VS,real_voice_fake_music,48,,,,0.125,,,,,,,
yue,v34_invariant_f125_v200_m100,FILE_EER_REAL_REAL_VS,both_fake,54,,,,0.03749999999999999,,,,,,,
