ID,MUSIC_FAKE_PROB
FS-FM_LA_D_1951579_WJORWlj6BW8,0.93309975
FS-FM_LA_D_1985217__AVegKwklcg,0.9776307
FS-FM_LA_D_1992558_Uu8m1oOWkiE,0.012407087
FS-FM_LA_D_2054506_gigxzYegRqM,0.98680323
FS-FM_LA_D_2077190_wQN7fRaPl2A,0.99917537
FS-FM_LA_D_2077274_ESbtW0CUmp4,0.9931698
FS-FM_LA_D_2077274_bsz_enSJSVk,0.5295799
FS-FM_LA_D_2080989_9ZeoYezrI7Q,0.66161335
FS-FM_LA_D_2080989_fake_21500_udio_0,0.03829037
FS-FM_LA_D_2080989_hSSzn4bIwZg,0.9976349
FS-FM_LA_D_2083927_E_kgtQ93Q1s,0.942468
FS-FM_LA_D_2083927_fake_40088_suno_1,0.8477274
FS-FM_LA_D_2083927_zwfo7wnXdjs,0.66033053
FS-FM_LA_D_2111647_4gEmWJCPZGo,0.9994143
FS-FM_LA_D_2155597_UxrAsZ7Z09Y,0.99966407
FS-FM_LA_D_2165495_GQz_u0Vc8Os,0.9864179
FS-FM_LA_D_2223464_vsXs3GUrw64,0.99752325
FS-FM_LA_D_2284177_fake_24761_udio_0,0.10224639
FS-FM_LA_D_2284177_fake_43689_suno_1,0.9988716
FS-FM_LA_D_2287702_fake_22455_suno_1,0.99944
FS-FM_LA_D_2287702_v582kPp43Mg,0.9860053
FS-FM_LA_D_2289504_fake_36846_udio_0,0.351412
FS-FM_LA_D_2289504_ywuR9AfpA_E,0.95426613
FS-FM_LA_D_2347486_9gSOOPDuD4Y,0.9927544
FS-FM_LA_D_2368822_3PuzzYmTDA4,0.9273035
FS-FM_LA_D_2368822_iS8YQGp2_ng,0.6756242
FS-FM_LA_D_2406653_fake_15651_udio_1,0.93953615
FS-FM_LA_D_2410631_C6ws4MxOH2Y,0.9950783
FS-FM_LA_D_2410631_Wil8e6kBxe8,0.22437237
FS-FM_LA_D_2410631_fake_45535_udio_0,0.22903381
FS-FM_LA_D_2468032_O6xMQnKJROc,0.88731605
FS-FM_LA_D_2468278_RS43EP1EXz4,0.995349
FS-FM_LA_D_2473428_RXGDlFry3Vo,0.9508008
FS-FM_LA_D_2473428_WRZGYDh7qRo,0.99844056
FS-FM_LA_D_2479276_QUtyeIooCy4,0.45952216
FS-FM_LA_D_2479276_fake_47838_udio_0,0.6216427
FS-FM_LA_D_2496514_JPVRBbdykSw,0.99989414
FS-FM_LA_D_2496514_K6DSH7MSeOA,0.99345136
FS-FM_LA_D_2533846_VSAbMy1Rlio,0.992084
FS-FM_LA_D_2650745_fake_50405_udio_0,0.3211082
FS-FM_LA_D_2650745_fcpVyvn5vKk,0.96754783
FS-FM_LA_D_2657639_fake_34855_udio_0,0.96735084
FS-FM_LA_D_2667973_NhVkzcCL0SA,0.9993437
FS-FM_LA_D_2742354_qpt3umHYfmY,0.9997949
FS-FM_LA_D_2764046_C7OIuhWSbjU,0.98244375
FS-FM_LA_D_2769521_wLQiZ-0VW4c,0.9160488
FS-FM_LA_D_2878681_fake_38483_udio_0,0.20061639
FS-FM_LA_D_2878681_wMN-Xp9IMUw,0.9836753
FS-FM_LA_D_2921930_RxmGtt0YzYY,0.9615408
FS-FM_LA_D_2937244_D8zK7PHIkgA,0.9952567
FS-FM_LA_D_3027433_fake_16694_udio_0,0.203665
FS-FM_LA_D_3035824_fake_15940_suno_0,0.99858886
FS-FM_LA_D_3042444_fake_38399_udio_1,0.10528202
FS-FM_LA_D_3042444_ue1sgGEvkwE,0.9810188
FS-FM_LA_D_3065329_0ewWspUqB6Y,0.9951965
FS-FM_LA_D_3088084_jFek2xLbEww,0.95567244
FS-FM_LA_D_3088084_wZopmfXTtxw,0.9999521
FS-FM_LA_D_3122333_2T1P9ovsl4A,0.18417056
FS-FM_LA_D_3134629_fake_09771_suno_1,0.9969579
FS-FM_LA_D_3193424_pSzTPGlNa5U,0.22176532
FS-FM_LA_D_3257829_NPXZIqxKvXA,0.14755356
FS-FM_LA_D_3257829_t5fW1-6iXZY,0.99963343
FS-FM_LA_D_3260017_fake_39829_suno_0,0.82132053
FS-FM_LA_D_3334894_VjbRot21Hq0,0.99988127
FS-FM_LA_D_3384993_07-vpXo91XM,0.6671959
FS-FM_LA_D_3457413_fake_43665_suno_1,0.6494371
FS-FM_LA_D_3491832_PFa1XVCgPgM,0.99677294
FS-FM_LA_D_3499981_fake_50619_suno_0,0.99947304
FS-FM_LA_D_3562536_5JRvGMTjEzQ,0.040113606
FS-FM_LA_D_3607908_KB4e9v_5uTE,0.26124954
FS-FM_LA_D_3617952_3KQy3Cajo4E,0.99445736
FS-FM_LA_D_3617952_fake_15149_suno_0,0.79216796
FS-FM_LA_D_3680733_fake_50911_suno_1,0.9999968
FS-FM_LA_D_3693157_NxdQtpceXaI,0.569559
FS-FM_LA_D_3703829_Wp5AiCmbQjA,0.9992213
FS-FM_LA_D_3727131_fake_13278_suno_1,0.9898398
FS-FM_LA_D_3740762_fake_33417_udio_1,0.008553962
FS-FM_LA_D_3749655_N6YT8_jlt0E,0.5894799
FS-FM_LA_D_3782088_vWiq7n4yTAw,0.179126
FS-FM_LA_D_3812741_xrqDoBor2dk,0.4596946
FS-FM_LA_D_3820104_fake_53398_suno_0,0.99211895
FS-FM_LA_D_3858656_fake_25815_suno_1,0.9892123
FS-FM_LA_D_3859116_fake_39543_udio_0,0.65454775
FS-FM_LA_D_4001682_MmqRlHntd0Q,0.99886763
FS-FM_LA_D_4058547_L_nC2BvhRdQ,0.99054563
FS-FM_LA_D_4058547_fake_20511_suno_0,0.07695794
FS-FM_LA_D_4075904_fake_25647_udio_0,0.19109838
FS-FM_LA_D_4110914_fake_25802_suno_0,0.99906784
FS-FM_LA_D_4169547_fake_52610_suno_0,0.99999
FS-FM_LA_D_4284566_giPa2vVEyVc,0.11361773
FS-FM_LA_D_4293805_TbYahEEj_B4,0.95605075
FS-FM_LA_D_4293805_fake_25354_udio_0,0.13456798
FS-FM_LA_D_4339387_fake_53745_suno_0,0.9740976
FS-FM_LA_D_4339387_leiPemYDg-8,0.99952054
FS-FM_LA_D_4340347_IOzWDVGWRng,0.9955657
FS-FM_LA_D_4340347_fake_41652_suno_1,0.92838395
FS-FM_LA_D_4344989_oZF73R89bk0,0.99756795
FS-FM_LA_D_4403705_fake_50675_suno_1,0.83839047
FS-FM_LA_D_4418265_RJViDdqUYyo,0.8325616
FS-FM_LA_D_4530557_F5xnAYHuGlo,0.9859568
FS-FM_LA_D_4564558_SUclDZHax0w,0.7168139
FS-FM_LA_D_4564558_colnyHv9CAA,0.3389507
FS-FM_LA_D_4564558_fake_26201_udio_0,0.9999778
FS-FM_LA_D_4614043_4AfykLGm0j8,0.9998134
FS-FM_LA_D_4631507_fake_10003_suno_0,0.9992748
FS-FM_LA_D_4665317_YbLR6dgY-K4,0.97034395
FS-FM_LA_D_4669726_682ODyTqKyw,0.63716507
FS-FM_LA_D_4698413_EieK70X8lnw,0.9918778
FS-FM_LA_D_4777058_mQM3Fd3eN9E,0.21222119
FS-FM_LA_D_4846136_fake_12222_suno_0,0.47974005
FS-FM_LA_D_4859889_HdRPdh-cSTw,0.4961589
FS-FM_LA_D_4893034_I_kUf7vgVNM,0.9888304
FS-FM_LA_D_4893596_CGYflJRiLt0,0.9576138
FS-FM_LA_D_4936226_zPhuyMYy9EI,0.013593027
FS-FM_LA_D_4961527_4S4NDnNTptY,0.9929069
FS-FM_LA_D_5097555_YMq4wE6KxmQ,0.7849998
FS-FM_LA_D_5107370_fake_03447_suno_1,0.97928226
FS-FM_LA_D_5134762_DQ_gcdLhAsY,0.97526723
FS-FM_LA_D_5134762_fake_28559_suno_0,0.999984
FS-FM_LA_D_5163761_MmqRlHntd0Q,0.4291327
FS-FM_LA_D_5163761_fake_15459_suno_1,0.9992593
FS-FM_LA_D_5174186_IFumVgqOVaM,0.20345034
FS-FM_LA_D_5210678_CfRzy-RtqnQ,0.20589195
FS-FM_LA_D_5256388_LwmwCpAVPWU,0.17702493
FS-FM_LA_D_5256388_fake_28100_udio_0,0.3627709
FS-FM_LA_D_5296528_fake_41591_suno_1,0.99978656
FS-FM_LA_D_5300406_3TQmts_MxyQ,0.07218259
FS-FM_LA_D_5350117_6o6DsSnbpxE,0.024952352
FS-FM_LA_D_5354332_zRpPf62Zvto,0.84371
FS-FM_LA_D_5371276_fake_44902_suno_0,0.99999905
FS-FM_LA_D_5371276_fake_50840_suno_1,0.99996746
FS-FM_LA_D_5383636_bkzGHRpx5MM,0.9748522
FS-FM_LA_D_5383636_fake_39047_udio_1,0.9497883
FS-FM_LA_D_5421212_-EVRXQpt1-8,0.99985933
FS-FM_LA_D_5421212_P996TZp25PM,0.9997284
FS-FM_LA_D_5421212_ar4YQ_DOcyk,0.8818061
FS-FM_LA_D_5432278_fake_19339_suno_0,0.99949133
FS-FM_LA_D_5477639_WhNun_U3cRU,0.3063659
FS-FM_LA_D_5477639_fake_42982_udio_0,0.4515285
FS-FM_LA_D_5480150_Nms2A0wi0vU,0.55840856
FS-FM_LA_D_5554788_CVgLrsBPt4o,0.9622777
FS-FM_LA_D_5554788_fake_40866_suno_0,0.9942253
FS-FM_LA_D_5599455_C3s-DmHtDUg,0.5810624
FS-FM_LA_D_5599455_EremEyLrdUY,0.99994075
FS-FM_LA_D_5637855_c4ftOyl3j_Y,0.50563693
FS-FM_LA_D_5711940_fake_03730_udio_1,0.916307
FS-FM_LA_D_5746299_ZKkfCOqLrT0,0.9874945
FS-FM_LA_D_5751999_GcOOmVSM8Uw,0.9386109
FS-FM_LA_D_5751999_b9yT3nGcD_I,0.06056534
FS-FM_LA_D_5754462_fake_19929_suno_0,0.9999099
FS-FM_LA_D_5754462_fake_40888_udio_0,0.99770737
FS-FM_LA_D_5754462_fake_48819_suno_0,0.99716574
FS-FM_LA_D_5762860_6xxu6f0f0e4,0.60077226
FS-FM_LA_D_5774345_O66lIRbF4Gw,0.14495929
FS-FM_LA_D_5774345_R7gHB-YuUZM,0.9979627
FS-FM_LA_D_5791089_0_XItMAYkwc,0.99969554
FS-FM_LA_D_5886832_Du3Q6NdsSso,0.9999386
FS-FM_LA_D_5902944_ZoAfkpmztww,0.43287528
FS-FM_LA_D_5942690_q9Gh-zh-5Ig,0.8266714
FS-FM_LA_D_6048851_fake_14948_udio_1,0.990767
FS-FM_LA_D_6048851_fake_27248_suno_0,0.9998859
FS-FM_LA_D_6048851_fake_27807_suno_0,0.9999486
FS-FM_LA_D_6065963_LNFAeJ06KVs,0.57546043
FS-FM_LA_D_6106693_weJKl-6TiDQ,0.99980265
FS-FM_LA_D_6151774_tr2iVjsu4xs,0.104735896
FS-FM_LA_D_6205878_Ss1bubMNPQE,0.9992843
FS-FM_LA_D_6205878_WqC-fx3uNVE,0.8939673
FS-FM_LA_D_6205878_YbLR6dgY-K4,0.99999523
FS-FM_LA_D_6215452_GxeDIuOzxmU,0.8648013
FS-FM_LA_D_6215452_fake_44985_udio_1,0.32556435
FS-FM_LA_D_6226652_fake_22105_udio_0,0.9999825
FS-FM_LA_D_6226652_fake_32193_udio_1,0.9975426
FS-FM_LA_D_6273111_fake_34324_suno_1,0.9998054
FS-FM_LA_D_6312072_AlVr7-ntuqw,0.9873576
FS-FM_LA_D_6312072_fake_12289_udio_1,0.5374918
FS-FM_LA_D_6332547_5ieMy-PAKA0,0.9939008
FS-FM_LA_D_6332547_BfMKdrK9D8M,0.9886827
FS-FM_LA_D_6356896_03frQGyrgQ4,0.05384021
FS-FM_LA_D_6365603_BZyf8LPltYs,0.9323655
FS-FM_LA_D_6370946_UiiYMspxfhU,0.8336392
FS-FM_LA_D_6370946_w0QJT6ywza0,0.87642866
FS-FM_LA_D_6388120_Ca3b8qNUbsk,0.13299786
FS-FM_LA_D_6458836_PcdpjUIa8l0,0.99526775
FS-FM_LA_D_6458836_fake_32528_udio_0,0.9847829
FS-FM_LA_D_6469647_fake_45036_suno_0,0.9999783
FS-FM_LA_D_6469647_fake_45871_udio_0,0.14205268
FS-FM_LA_D_6517704_ZMd8mAKe-k8,0.9739075
FS-FM_LA_D_6555487_fake_15530_suno_1,0.6222901
FS-FM_LA_D_6590996_qLWWDHLJBBQ,0.9979983
FS-FM_LA_D_6601716_7zP5kNyDn88,0.49794462
FS-FM_LA_D_6601716_Hob0LAu8afQ,0.88838845
FS-FM_LA_D_6601716_fake_54187_suno_0,0.9900039
FS-FM_LA_D_6628655_WCifI6rwOoM,0.49402386
FS-FM_LA_D_6642731_IyJ3a5uuCOs,0.99961156
FS-FM_LA_D_6658901_-U16iKiXGuY,0.24732797
FS-FM_LA_D_6685036_fake_34556_suno_1,0.9999846
FS-FM_LA_D_6685036_z_aUtjxgCNk,0.57974356
FS-FM_LA_D_6699236_pS1X6Au1EAU,0.99849284
FS-FM_LA_D_6756915_fake_33690_udio_1,0.02720847
FS-FM_LA_D_6756915_uqAY4lCUcRY,0.6063042
FS-FM_LA_D_6770921_fake_37499_udio_0,0.8666882
FS-FM_LA_D_6829505_7dmT4SgS_EM,0.38461643
FS-FM_LA_D_6843509_COe_UKKVpVo,0.9999902
FS-FM_LA_D_6843509_ggBivmG6yHQ,0.9999219
FS-FM_LA_D_6887531_fake_19543_suno_0,0.9846466
FS-FM_LA_D_6914760_fake_49591_suno_0,0.99987006
FS-FM_LA_D_6940254_7yK4-hsVX1o,0.88842
FS-FM_LA_D_6940254_fake_50753_suno_1,0.9998889
FS-FM_LA_D_6968726_1yWGmdevTuM,0.8764064
FS-FM_LA_D_7029319_fake_37373_suno_1,0.82200056
FS-FM_LA_D_7030861_fake_33371_udio_0,0.10291158
FS-FM_LA_D_7030861_mBRr_TqLDf4,0.6001997
FS-FM_LA_D_7031168_fake_48410_udio_0,0.07074949
FS-FM_LA_D_7090148_0x6chChxzV0,0.9946483
FS-FM_LA_D_7090148_fake_47617_udio_1,0.5960466
FS-FM_LA_D_7101123_OR_YbeqV5tA,0.7106981
FS-FM_LA_D_7101123_fake_09089_udio_1,0.99857044
FS-FM_LA_D_7109829_fake_39536_suno_0,0.9802029
FS-FM_LA_D_7119255_dMAp3dvs3kE,0.99915254
FS-FM_LA_D_7126534_fake_35507_udio_1,0.6278347
FS-FM_LA_D_7130454_fake_37964_udio_1,0.9094735
FS-FM_LA_D_7169217_BquHBzP5Ep0,0.24258043
FS-FM_LA_D_7193344_fake_39543_udio_1,0.99709296
FS-FM_LA_D_7211735_fake_53934_suno_1,0.46127233
FS-FM_LA_D_7253817_eZC1AP_JjXM,0.7846401
FS-FM_LA_D_7256380_7_q36NyJtQY,0.9807422
FS-FM_LA_D_7302504_fake_18756_suno_0,0.9045321
FS-FM_LA_D_7331566_HkXSX7Kdhms,0.9998983
FS-FM_LA_D_7365945_2ZYzviKuq9w,0.7464406
FS-FM_LA_D_7379319_4ueN2gGsH5Y,0.99004173
FS-FM_LA_D_7379319_fake_21388_suno_0,0.9998965
FS-FM_LA_D_7379319_nBiHncFD0dM,0.9988267
FS-FM_LA_D_7445001_0-7PyzhzuYQ,0.84550923
FS-FM_LA_D_7456275_BGD7J6MP2C8,0.99963236
FS-FM_LA_D_7456275_fake_14876_suno_0,0.9992924
FS-FM_LA_D_7456275_jIoDR_eskaU,0.9978235
FS-FM_LA_D_7501132_D7pjR9cQChM,0.9921818
FS-FM_LA_D_7501132_fake_42183_udio_0,0.99334985
FS-FM_LA_D_7504069_fake_17614_udio_0,0.06742763
FS-FM_LA_D_7526656_KabP9iNokps,0.99042624
FS-FM_LA_D_7540473_AkbCw7oVkw0,0.99750984
FS-FM_LA_D_7551227_COe_UKKVpVo,0.090189494
FS-FM_LA_D_7579323_fvTh5m9RHZw,0.9995776
FS-FM_LA_D_7607538_rez5KDmIZoc,0.99136645
FS-FM_LA_D_7609585_fake_24734_udio_1,0.012328038
FS-FM_LA_D_7619301_I4Rhe1XViYg,0.35909066
FS-FM_LA_D_7619301_fake_51250_udio_0,0.87256956
FS-FM_LA_D_7647228_VpIhbDN58mA,0.14184147
FS-FM_LA_D_7668402_fake_19049_suno_0,0.9997507
FS-FM_LA_D_7672778_fake_38499_udio_1,0.99895287
FS-FM_LA_D_7702883_fake_32872_udio_0,0.7453409
FS-FM_LA_D_7702883_sRxUm-ziCBo,0.70109344
FS-FM_LA_D_7712887_MyH8zQw9csc,0.59014964
FS-FM_LA_D_7773434_7ZW8xO37bA4,0.9770947
FS-FM_LA_D_7784595_zCrpaLEq1VQ,0.99908864
FS-FM_LA_D_7796964_fake_14121_udio_0,0.013261541
FS-FM_LA_D_7858202_7LlKoQAvXUc,0.34877497
FS-FM_LA_D_7940727_J9PJI1UwIQ4,0.981964
FS-FM_LA_D_7940727_lZavPVn7O4Q,0.33496493
FS-FM_LA_D_7971494_fake_05072_suno_1,0.9999163
FS-FM_LA_D_7974697_7IllUjk5fk0,0.24210788
FS-FM_LA_D_7974697_fake_23145_suno_1,0.99998164
FS-FM_LA_D_7975085_fake_47421_suno_0,0.82018125
FS-FM_LA_D_7990767_VuWr1HXHoZg,0.93442035
FS-FM_LA_D_7990767_fake_15431_udio_1,0.9999232
FS-FM_LA_D_8029129_fake_52665_udio_1,0.059211154
FS-FM_LA_D_8045695_fake_42179_udio_0,0.074536644
FS-FM_LA_D_8217946_fake_50822_suno_1,0.99998546
FS-FM_LA_D_8217946_wxKtBDKasgM,0.9961273
FS-FM_LA_D_8221856_s72505MIhz8,0.91640365
FS-FM_LA_D_8240682_xl4FJzeU0YA,0.109448634
FS-FM_LA_D_8326614_ATDi-irUEWc,0.8662497
FS-FM_LA_D_8326614_fake_22440_udio_1,0.14397003
FS-FM_LA_D_8328324_ZgooDijn2as,0.9973002
FS-FM_LA_D_8336903_E3F9bzeCgTQ,0.9999932
FS-FM_LA_D_8387799_PduP4CpaDtY,0.99998236
FS-FM_LA_D_8416303_E2v025Ilsqo,0.9411092
FS-FM_LA_D_8419000_3rvqiSZB4pA,0.97359043
FS-FM_LA_D_8468186_fake_20495_suno_0,0.9995995
FS-FM_LA_D_8468186_kR2yBlL6nFU,0.6065225
FS-FM_LA_D_8559738_fake_20660_udio_0,0.017826168
FS-FM_LA_D_8599073_Ade0UZnb6dw,0.9937576
FS-FM_LA_D_8599385_4i11P4OCRfk,0.10769439
FS-FM_LA_D_8599385_HWZdPxRzCWs,0.83886904
FS-FM_LA_D_8599385_fxznho_kNPY,0.99508107
FS-FM_LA_D_8652934_-qcTD2o6I9s,0.85490984
FS-FM_LA_D_8652934_0ZNFJz-eZTU,0.7431307
FS-FM_LA_D_8668147_BjqhHeJD28U,0.9998104
FS-FM_LA_D_8680505_ozjs2d_xlSI,0.9768197
FS-FM_LA_D_8682135_JPZlyvPNZj4,0.6802868
FS-FM_LA_D_8693204_SLdVSirZMSI,0.9998884
FS-FM_LA_D_8693204_fake_01485_udio_0,0.99775714
FS-FM_LA_D_8710691_JU4CZ-GApu4,0.9946296
FS-FM_LA_D_8710691_fake_45722_suno_0,0.9999963
FS-FM_LA_D_8711337_dztizAgcQ08,0.85047996
FS-FM_LA_D_8711337_fake_18692_udio_0,0.99684405
FS-FM_LA_D_8711337_id5ibIqjRto,0.74718404
FS-FM_LA_D_8712202_fake_32290_udio_0,0.93026584
FS-FM_LA_D_8736662_NXuB3ZEpM5U,0.9998388
FS-FM_LA_D_8749920_fake_28781_suno_0,0.99992514
FS-FM_LA_D_8753292_Kojo5khAAS0,0.7335949
FS-FM_LA_D_8753292_fake_22348_suno_1,0.9999783
FS-FM_LA_D_8759658_xKc_9B3RiOc,0.99995255
FS-FM_LA_D_8850397_8akqVDDGsNQ,0.55875176
FS-FM_LA_D_8878321_fake_13991_suno_1,0.9999492
FS-FM_LA_D_8905956_pWZqzEpygE0,0.66464704
FS-FM_LA_D_8923139_iFWtsT5zRKo,0.9997446
FS-FM_LA_D_8947789_fake_12498_udio_0,0.88746506
FS-FM_LA_D_8991757_cMhajmOBr0c,0.8016446
FS-FM_LA_D_9021893_fake_24049_suno_0,0.99198884
FS-FM_LA_D_9022440_vvfs2TUj-D4,0.99778
FS-FM_LA_D_9075341_ZEuY5HnECuo,0.8001862
FS-FM_LA_D_9125336_HAEoz3VbaP8,0.9990575
FS-FM_LA_D_9125336_fake_41056_udio_1,0.99554634
FS-FM_LA_D_9156289_AT_076RUWPs,0.34924403
FS-FM_LA_D_9166719_ctJI7pCbxAo,0.9836948
FS-FM_LA_D_9167498_fake_10569_udio_1,0.975443
FS-FM_LA_D_9190511_ZahBai58_Ec,0.8455
FS-FM_LA_D_9216213_T5YZwhC7Br8,0.8818149
FS-FM_LA_D_9218810_Qt8Ze-k2h2o,0.89485186
FS-FM_LA_D_9218810_xVab_CbwecE,0.2230254
FS-FM_LA_D_9269691_kVuG_F3qCuY,0.100381866
FS-FM_LA_D_9301839_-r2-9oyIzkQ,0.98632807
FS-FM_LA_D_9301839_kUQ1xfK82Q0,0.93811876
FS-FM_LA_D_9328186_DOb8htND5_o,0.9999962
FS-FM_LA_D_9328186_fake_25085_udio_0,0.98747396
FS-FM_LA_D_9339036_fake_10991_suno_0,0.9294215
FS-FM_LA_D_9417739_GHyUAl9Yaos,0.51032573
FS-FM_LA_D_9417739_fake_22882_udio_1,0.6311408
FS-FM_LA_D_9417739_jhQpTVVUQ9E,0.78519005
FS-FM_LA_D_9455279_joLyjgORwDo,0.87021255
FS-FM_LA_D_9477430_fake_35199_suno_0,0.99844307
FS-FM_LA_D_9497637_atWaDoSyGgY,0.9881341
FS-FM_LA_D_9573599_BjqhHeJD28U,0.7988099
FS-FM_LA_D_9573599_eyY6f4iQDH4,0.77619773
FS-FM_LA_D_9630382__MjbdUaJcik,0.15552816
FS-FM_LA_D_9630382_fake_34969_suno_0,0.9999045
FS-FM_LA_D_9661221_dSs4xfvATjc,0.99430615
FS-FM_LA_D_9674319_fake_43143_suno_1,0.99999523
FS-FM_LA_D_9674319_fake_53987_udio_0,0.71767235
FS-FM_LA_D_9700502_TEWYFkjH2jc,0.76877934
FS-FM_LA_D_9714255_xyXQ7Z1vX7E,0.8023567
FS-FM_LA_D_9733347_fake_46124_udio_1,0.86245674
FS-FM_LA_D_9798493_VrqBeY3kfKI,0.9997185
FS-FM_LA_D_9798493_kX5bTiq5eBo,0.98544496
FS-FM_LA_D_9840993_fake_47101_udio_0,0.5737457
FS-FM_LA_D_9840993_w9CxACZ5Oi0,0.9999912
FS-FM_LA_D_9863362_DkZ1Or_D-g8,0.08803972
FS-FM_LA_D_9863362_ROM--1yVra8,0.12906542
FS-FM_LA_D_9863362_SxYnb9_qDtk,0.82919693
FS-FM_LA_D_9916763_99ZgIQwLC60,0.1414635
FS-FM_LA_D_9916763_sJzb2AhqkSg,0.9901697
FS-FM_LA_D_9924204_HLXGkzzQHUU,0.9710528
FS-FM_LA_D_9934410_I3qbB4Kq3Y0,0.5722911
FS-FM_LA_D_9964852_ntfyeC178Tg,0.6372048
FS-RM_LA_D_1036594_013776,0.0028468529
FS-RM_LA_D_1036594_045057,0.013172328
FS-RM_LA_D_1079849_123380,0.015237871
FS-RM_LA_D_1083852_073559,0.002825497
FS-RM_LA_D_1085765_129742,0.002664647
FS-RM_LA_D_1089317_052000,0.085467786
FS-RM_LA_D_1089317_057543,0.011256475
FS-RM_LA_D_1110507_087185,0.0036456336
FS-RM_LA_D_1154657_094337,0.023435622
FS-RM_LA_D_1154657_117236,0.004243221
FS-RM_LA_D_1154657_127547,0.0009480332
FS-RM_LA_D_1161040_079975,0.0022502022
FS-RM_LA_D_1161040_140951,0.016771
FS-RM_LA_D_1179946_148301,0.042831477
FS-RM_LA_D_1190139_068430,0.0057792324
FS-RM_LA_D_1207441_048559,0.16650933
FS-RM_LA_D_1207441_117278,0.45885614
FS-RM_LA_D_1207924_071507,0.0066360785
FS-RM_LA_D_1210991_098922,0.06692674
FS-RM_LA_D_1210991_151533,0.0030231404
FS-RM_LA_D_1236459_126992,0.010540647
FS-RM_LA_D_1240372_031456,0.00017525408
FS-RM_LA_D_1246000_013327,0.021930547
FS-RM_LA_D_1251280_007393,0.09362413
FS-RM_LA_D_1263173_070445,0.0032348514
FS-RM_LA_D_1263173_098236,0.0050295824
FS-RM_LA_D_1264447_130170,0.002970047
FS-RM_LA_D_1285621_069647,0.05439162
FS-RM_LA_D_1317526_129499,0.009019674
FS-RM_LA_D_1345967_147951,0.032318965
FS-RM_LA_D_1408615_022095,0.9509411
FS-RM_LA_D_1434551_092875,0.001001047
FS-RM_LA_D_1496491_016402,0.28704792
FS-RM_LA_D_1522497_012609,0.12947
FS-RM_LA_D_1557737_071218,0.009610301
FS-RM_LA_D_1557737_073179,0.022677636
FS-RM_LA_D_1563527_125705,0.019708276
FS-RM_LA_D_1572003_126894,0.023398645
FS-RM_LA_D_1675550_143079,0.017029347
FS-RM_LA_D_1699200_036997,0.045372084
FS-RM_LA_D_1700029_067793,0.006615393
