ID,SOURCE_ID,SOURCE_BANK,GROUP_ID,COMPONENT,LABEL,PATH,GENERATOR,RAW_TRUTH_SHA256
echofake_v2:echofake_bonafide_0145,echofake_bonafide_0145,echofake_v2,d935ca6ce2fcd7d9349a56884e62a9082f985727792e075a8c0cf56b8582d14d69cdbcc7098e62d4498dc55c463469f9c87f70506401d99ff3a880fb4379b84f,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0145.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0147,echofake_bonafide_0147,echofake_v2,ddd77bf06e84342c91c049b80f54f6317103c87a4c823df24dcb3512db53f8bd9f5cb699278777f92e85cff657d5127be9c497f1c6479b86f186043a180dd7dd,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0147.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0025,echofake_bonafide_0025,echofake_v2,064a2016c00e4edd9c4434e457a6beb17410df70500dd1d11c52fccd6ac7c5a7443504e27dc2dcc5e92ccc939c3bf8ea12de379c90c3f8ac250296e84f5d2fb9,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0025.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0533,echofake_replay_bonafide_0533,echofake_v2,d7c73ae2de660adfdeb61aeb21afd7ac68d69e3651943b502c64697c81d8e01afb2c00e6b295f7015041007dac086776ab9778627a6fa3339e2b8e40c12cc8e6,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0533.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0082,echofake_bonafide_0082,echofake_v2,ee3ac7744c02eea3e64128abaf16114df05d2ac3f1ad869665623838c43d6fad45b298f9251ba965150b57b153858e5423d869c260ffc3c116ea3f8b5fe88ff3,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0082.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0555,echofake_replay_bonafide_0555,echofake_v2,89947bd0c26d749e9a98edef65121188d1a1f29cdc607c4750a6552cb0af7e05259d232f984c1cb2c6c1014dccf957e0da78aa0d94734b5dc0aab15638b7e385,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0555.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0160,echofake_bonafide_0160,echofake_v2,29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0160.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0111,echofake_bonafide_0111,echofake_v2,75f21461cce6ae73f867cf0509c099f173e2062588a373cffc95038c1ae3414aa6d323639f519abc2c7c2a952849487e78e639d799b1debf949789073f076879,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0111.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0153,echofake_bonafide_0153,echofake_v2,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0153.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0566,echofake_replay_bonafide_0566,echofake_v2,af9c15b78f47fc932ee4a2fab15488dd4295f87b2a3359c855aad4f383b20bced882b0bb7ffa51fe7a08897bcd7370705108bb2cd7dd3919806d7d39f2209c7f,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0566.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0051,echofake_bonafide_0051,echofake_v2,29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0051.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0136,echofake_bonafide_0136,echofake_v2,5975987d44274cba008a325627d6303ada3577a68838f2e8041d265d43675242731f5956d778eb81c805d1ba28131c9e4014b351684cbde4af32e80cc7d0c7fa,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0136.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0454,echofake_replay_bonafide_0454,echofake_v2,757beaeb3dcab1faa1135fbbebc9a4315e7a569f749fbe21a8816905a981bec0b5aa2fe402d60d902cbc2fcaadbd204e02d7a72d388b389e9d7ff3b170f879e1,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0454.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0114,echofake_bonafide_0114,echofake_v2,28db36d82ea8e707928b5dc4f691472e876fe2d8f569af75177c7e38260c42195cc1eafe80681b0cbc4d615648e5eae6b847178b86d9fcbeade339593c31435f,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0114.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0483,echofake_replay_bonafide_0483,echofake_v2,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0483.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0429,echofake_replay_bonafide_0429,echofake_v2,35e396229327fa9b553356936f6d79f2fbc3af5b0536601f0733ecac0c16ff0e7f11c93f04186de07053475193f65b14df0adc1e9c0191e7454cf648ab14d69a,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0429.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0158,echofake_bonafide_0158,echofake_v2,956782690c229a7e10973825693a630f281601c32d0d168b9ffd5bd56e30bce4f1bcdb38890df08cd3195d414148b4ffb1ce17f3d433ac01c54f464fa6f3b14d,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0158.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0523,echofake_replay_bonafide_0523,echofake_v2,ccf89f1f5ba95377dfbc6adcb8740dbabfb397fb7a12c77933493ee8e488319c9f3f730e4a929df45f4844a4d29d9037b5b2aab6682baf3957b0e81272b84c84,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0523.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0177,echofake_bonafide_0177,echofake_v2,7a8bd78563b426f9fafc3b0afcc2b525c3594cfb08db9547069a16ceb89228497efbf91e091a6699b2a1b6325e780e9a80906e1c575d66edc095c61ca5966129,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0177.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0137,echofake_bonafide_0137,echofake_v2,a9e7b6ed658c7c7a21eaa433e8f5e8c85aa4202789dee6cd08e55b9e5335b4c73fae4b517ffbce08b0f07fc5fc7899564309299a22b264a03d27fa3bbb84ed16,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0137.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0542,echofake_replay_bonafide_0542,echofake_v2,6a430ff76e0df761891b0c00385c0f57a3f1f97d0a4d8f52d81e42d03bdf9426b9bc88a1c6c59299aa0603365639596fd5cf625ce31b1f5cdc304b11041aac15,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0542.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0142,echofake_bonafide_0142,echofake_v2,90d6d58e3bac55d4668e79580473286d7d5be658e533ce74db1a82f7e7bd86cdad0593235270da5bcfc5d4e022d90be9f28e4e6a6f3ecf8247ab766c5d8ba0f6,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0142.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
