MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_SOURCE_KIND,MUSIC_AUDIO_SHA256,SEMANTIC_RULE,PANNS_ANY_VOICE_MAX,DEMUCS_VOCAL_TO_MIX_DB,INSTRUMENTAL_PANNS_MAX,DEMUCS_MAX_DB,JOINT_PANNS_MIN,JOINT_DEMUCS_MIN_DB,SEMANTIC_SCREEN_PASS
FM_stable_audio_open_6Q5N1DfzGj0,fmc:6Q5N1DfzGj0,stable_audio_open,fakemusiccaps_instrumental,e05b811b5a1b47e1b33fb38fb7d52bcfb27784759d85534cc47ec672aff4913f,instrumental_voice_absence,0.039071328938007355,-41.95952967353408,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_DHo1z0_ZUNA,fmc:DHo1z0_ZUNA,MusicGen_medium,fakemusiccaps_instrumental,afde9b99ab3a9df2720e3d38c837a1ae045faf550dcf921afd6c27787535dc52,instrumental_voice_absence,0.02727682888507843,-60.33744741707964,0.2,-1.5,0.2,-20.0,True
FM_musicldm_VeXcCHo5iMI,fmc:VeXcCHo5iMI,musicldm,fakemusiccaps_instrumental,0c314f94ad99b85a13b061a37486102683a70657fb8c49f480a6ef4eacbda9b9,instrumental_voice_absence,0.0937369093298912,-50.158658605344506,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_eezaOfrLOkM,fmc:eezaOfrLOkM,audioldm2,fakemusiccaps_instrumental,942ad9c9681036bbb1854352eb2f8ff01d58ce30db095c0c7f776e4a5aac4131,instrumental_voice_absence,0.033350203186273575,-51.48650183615895,0.2,-1.5,0.2,-20.0,True
FM_mustango_TC4mH6nACm8,fmc:TC4mH6nACm8,mustango,fakemusiccaps_instrumental,3767df9ba8b66a6d5864bccc767da9fd63797ddc9c7a219bf70fd5c315626aeb,instrumental_voice_absence,0.06840727478265762,-51.64858166932163,0.2,-1.5,0.2,-20.0,True
140561,fma:140561,FMA,fma_instrumental,fc3392abca97d83d8391eb46cad9585196c8d133829ab02713cabf7c558e8618,instrumental_voice_absence,0.24077360332012177,-34.6240553637434,0.2,-1.5,0.2,-20.0,False
149080,fma:149080,FMA,fma_instrumental,866b2d5344fa5ac522997118f6fdc50f40878fee94d659aa6e19831a4685f447,instrumental_voice_absence,0.013980555348098278,-16.956362180713977,0.2,-1.5,0.2,-20.0,True
145759,fma:145759,FMA,fma_instrumental,c23b2e0c746d7793a89ac50513ac42e9f8aaa6771897138702ee20b9377ade8e,instrumental_voice_absence,0.026081763207912445,-32.15432595688099,0.2,-1.5,0.2,-20.0,True
087070,fma:87070,FMA,fma_instrumental,f86fadcf80ebf044c250af6beba2f67e5ed9a0eb1c041c2374659c63baf1afee,instrumental_voice_absence,0.16057513654232025,-4.937834507318004,0.2,-1.5,0.2,-20.0,True
095234,fma:95234,FMA,fma_instrumental,05b188b78e63aeefa3b79e53e49fd83c68266b80ce34425daa70804e786957ea,instrumental_voice_absence,0.029075682163238525,-49.640459313373306,0.2,-1.5,0.2,-20.0,True
041163,fma:41163,FMA,fma_instrumental,9bb97ed08962fdf9c6afab6222b478c6626e7e4d7e69b330bc5e188d6ed41968,instrumental_voice_absence,0.034774329513311386,-61.33205914813586,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_vsDriIwNAmU,fmc:vsDriIwNAmU,stable_audio_open,fakemusiccaps_instrumental,bb0f6b438347d51a5dc7a0d679c756ac890018a576b3fcf5eac3a495b29c9068,instrumental_voice_absence,0.042672544717788696,-48.58141387334034,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_AeDNy6Ff7VE,fmc:AeDNy6Ff7VE,MusicGen_medium,fakemusiccaps_instrumental,0448fb2caf53a78f883f2520255c6c7162952e59937e4c8d57c8e6a75fa59fca,instrumental_voice_absence,0.034796107560396194,-43.97326831489355,0.2,-1.5,0.2,-20.0,True
FM_musicldm_IjP5kKfgBiI,fmc:IjP5kKfgBiI,musicldm,fakemusiccaps_instrumental,0a0f8637d8d4a7e1ebc41a820a2c0a3d4067155739b699f5f6177fbc08de6963,instrumental_voice_absence,0.09633760154247284,-60.309042767700134,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_LGrAwQnZ6Bs,fmc:LGrAwQnZ6Bs,audioldm2,fakemusiccaps_instrumental,d86715eb2dc8c4f5fc0fe8352ddc1c2acc6870261843dee6556594177bc7fcb3,instrumental_voice_absence,0.028016258031129837,-45.41628589836057,0.2,-1.5,0.2,-20.0,True
FM_mustango_XKp670Yh0E0,fmc:XKp670Yh0E0,mustango,fakemusiccaps_instrumental,8110b89007b5f50909a61ddca67200d1f2d0e725e25452bef3f80f11bc91ad2c,instrumental_voice_absence,0.02905423939228058,-52.122589444641456,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_pYaegEQ_wtI,fmc:pYaegEQ_wtI,stable_audio_open,fakemusiccaps_instrumental,1dd20abbc6f5b04ad365667984d92d1c98693ae15d0e8d8e07ae2f21bb20e67b,instrumental_voice_absence,0.0296559426933527,-33.15971959991359,0.2,-1.5,0.2,-20.0,True
127056,fma:127056,FMA,fma_instrumental,a2b8784f92524f07e4c0235d7744bdc6bc3433962edaccf92ca26ce3ae031d59,instrumental_voice_absence,0.23561207950115204,-6.372700672039331,0.2,-1.5,0.2,-20.0,False
066448,fma:66448,FMA,fma_instrumental,92fb63fcb8188916e1311b1ddd8de41695da59754216974012da1dbe2e017be7,instrumental_voice_absence,0.2264145165681839,-6.451786008506616,0.2,-1.5,0.2,-20.0,False
121574,fma:121574,FMA,fma_instrumental,c749dc275ea58d7b7586b93e65688b0b94d114a38a660c85db4bdd8a51ad9f65,instrumental_voice_absence,0.1427554190158844,-32.72208654299811,0.2,-1.5,0.2,-20.0,True
147415,fma:147415,FMA,fma_instrumental,3505ab40752e9d4a58a44513146c36017d987f1b7981829a00e8c7f25780c137,instrumental_voice_absence,0.28687480092048645,-11.4149728531335,0.2,-1.5,0.2,-20.0,False
051646,fma:51646,FMA,fma_instrumental,52359289eb1d4b75427afe75919a0a5220a5aa459bbbccd8811f4e14bfee133b,instrumental_voice_absence,0.49108460545539856,-4.581758073619239,0.2,-1.5,0.2,-20.0,False
023452,fma:23452,FMA,fma_instrumental,4df52371bb1155a3cfa6cd4c5ec3d023f6dabed20e38d787cc1b6ad4d8d276e1,instrumental_voice_absence,0.028863554820418358,-52.58426849474762,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_27442_udio_0,sonics:27442,sonics:udio-30s,sonics_joint_original,828c6f77e4e2f4e49f8776cf68ac52f3fa5044c18485d2f668e9c7e542154c73,joint_voice_and_accompaniment_presence,0.27126312255859375,-1.45857194865191,0.2,-1.5,0.2,-20.0,False
sonics-music:FM_fake_songs_wav_fake_53855_suno_0,sonics:53855,sonics:chirp-v2-xxl-alpha,sonics_joint_original,c8bebc287cd797bef864029fb6ce99673bdc28c59bdbff9ad57a40548484c0fd,joint_voice_and_accompaniment_presence,0.23298318684101105,-3.5735056641391587,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_05975_udio_0,sonics:5975,sonics:udio-120s,sonics_joint_original,7c035af705407349d0257b3046282ccda2417220a435bab14859d83f09eff16c,joint_voice_and_accompaniment_presence,0.910720944404602,-2.6952927127509483,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_27385_suno_0,sonics:27385,sonics:chirp-v3,sonics_joint_original,17eb27b0613f57ec8954c8a7613e78e28e39c9b4cba72f6dec317940db357bcc,joint_voice_and_accompaniment_presence,0.8539555072784424,-1.606485182516677,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_53967_suno_1,sonics:53967,sonics:chirp-v3.5,sonics_joint_original,b5ae5e277c928d806c9fc561d0b3657fd067dae8bb0d2b2723e150370e1f53e1,joint_voice_and_accompaniment_presence,0.8995583057403564,-4.107081430532035,0.2,-1.5,0.2,-20.0,True
sonics-music:FM_fake_songs_wav_fake_30479_udio_0,sonics:30479,sonics:udio-30s,sonics_joint_original,16a6efff0dbf10e923d25fa84877636a9df49fedb6927e5c2571e52c0ff6a002,joint_voice_and_accompaniment_presence,0.18945316970348358,-1.5566934203817597,0.2,-1.5,0.2,-20.0,False
058605,fma:58605,FMA,fma_instrumental,72b93c404656b8aff03c3eef009ccd889f64af196d41d01f01dc909d9f158ec4,instrumental_voice_absence,0.2239450067281723,-10.72906714435655,0.2,-1.5,0.2,-20.0,False
085838,fma:85838,FMA,fma_instrumental,753f62bdc0b5e96e7d58ca9a6e2b53ad5d0df00640ac01b1092b239145198abf,instrumental_voice_absence,0.16598518192768097,-56.87551560773586,0.2,-1.5,0.2,-20.0,True
010951,fma:10951,FMA,fma_instrumental,9951d44b626ea361e9312e3c9aee7ea5e712e17811bac7a2bc74a3f6e3800770,instrumental_voice_absence,0.6164044141769409,-4.90687633998814,0.2,-1.5,0.2,-20.0,False
006719,fma:6719,FMA,fma_instrumental,83be46d3685b1bfbce9d62b1b4428817f45147fc3ca9ecdea6af18dbc3234518,instrumental_voice_absence,0.14745092391967773,-9.366673663795734,0.2,-1.5,0.2,-20.0,True
094237,fma:94237,FMA,fma_instrumental,dc98d7665c8b41e74ac0cf7a011bfe4e4527190d30c9e22f209647b31c5774aa,instrumental_voice_absence,0.2803649604320526,-5.669431061071855,0.2,-1.5,0.2,-20.0,False
055716,fma:55716,FMA,fma_instrumental,9578dc618386bffb3ef1e85422bb7017c863967783c8e9678340bd82519e16d8,instrumental_voice_absence,0.03301018103957176,-60.03214004277761,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_6L8066DGqcA,fmc:6L8066DGqcA,MusicGen_medium,fakemusiccaps_instrumental,9e21ae08b707174f7b58df79c49bfedb53e2690f5b1526d6f18e4dcac5e6a685,instrumental_voice_absence,0.026347002014517784,-52.69787642412891,0.2,-1.5,0.2,-20.0,True
FM_musicldm_YeIXmKPyTVY,fmc:YeIXmKPyTVY,musicldm,fakemusiccaps_instrumental,6686ce819ec9964b12089247a7cd4eb1709f83233a81e194e2e7abf6d3a50eda,instrumental_voice_absence,0.027947941794991493,-24.30888604153754,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_vd1dgdxlA94,fmc:vd1dgdxlA94,audioldm2,fakemusiccaps_instrumental,2d925c6a2b04e55704256398fd494db7befee0f8e1b3874a75ca51f458df6b80,instrumental_voice_absence,0.020483406260609627,-38.25199857796817,0.2,-1.5,0.2,-20.0,True
FM_mustango_2_kLD3IbF2c,fmc:2_kLD3IbF2c,mustango,fakemusiccaps_instrumental,52f5b9510f44ad8c8d4b5aa2e35d9900e97faeb60b98b3321a115e01ad1ef3ec,instrumental_voice_absence,0.22268646955490112,-30.561857344515868,0.2,-1.5,0.2,-20.0,False
FM_stable_audio_open_ZmgkpmzvL6c,fmc:ZmgkpmzvL6c,stable_audio_open,fakemusiccaps_instrumental,7e0c091a03696e1e47703a81716618ec6ec26f5ed1736f67f3102ca51fb29a37,instrumental_voice_absence,0.02677428163588047,-22.763089274463724,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_YgX85tZf1ts,fmc:YgX85tZf1ts,MusicGen_medium,fakemusiccaps_instrumental,b6fa4e1a0d0f039f7dd0b58d31e5eabd81b1273d990518118249df3ceebb3137,instrumental_voice_absence,0.03156672418117523,-56.67265293707957,0.2,-1.5,0.2,-20.0,True
026325,fma:26325,FMA,fma_instrumental,14da4eaba78612efbe3e6a86adf44d67bb1ae914497d897cc081ae5b7c13559d,instrumental_voice_absence,0.03766800835728645,-55.62259897469418,0.2,-1.5,0.2,-20.0,True
060483,fma:60483,FMA,fma_instrumental,fa325a3f9ee11e090463968acd105280450a0d33afdd82e6e143becd5db00835,instrumental_voice_absence,0.09559305757284164,-61.80812787057693,0.2,-1.5,0.2,-20.0,True
009307,fma:9307,FMA,fma_instrumental,9ae493625fddc9d24f99d722d18671497221e59d9d686553f7d3efe861f347d0,instrumental_voice_absence,0.14804555475711823,-29.34962509569953,0.2,-1.5,0.2,-20.0,True
042873,fma:42873,FMA,fma_instrumental,01a80b3b6d77968a309a906c31e901483f0fd36477149914ac8b1fdb8cad18a6,instrumental_voice_absence,0.0563407838344574,-47.98110652727576,0.2,-1.5,0.2,-20.0,True
001064,fma:1064,FMA,fma_instrumental,47e45a8d393417f0ac85ce1b5cd8a9b54e0f82ecb834110d635811e94b542bd0,instrumental_voice_absence,0.11174461990594864,-17.085842400974446,0.2,-1.5,0.2,-20.0,True
116520,fma:116520,FMA,fma_instrumental,7a23ce67b75d864c2786bffe8e2573871f3071863c78da6f074067cfb50ed053,instrumental_voice_absence,0.06013670191168785,-24.6824401669043,0.2,-1.5,0.2,-20.0,True
FM_musicldm_qmR9O2oZCWc,fmc:qmR9O2oZCWc,musicldm,fakemusiccaps_instrumental,50df685a65ede8313e22a5ab02b9857c88d582a8a394708d4cb267ec020e6c8f,instrumental_voice_absence,0.020619582384824753,-52.23925471923937,0.2,-1.5,0.2,-20.0,True
FM_audioldm2__u2cNlW5DxQ,fmc:_u2cNlW5DxQ,audioldm2,fakemusiccaps_instrumental,8a3e7d63a11d800c366e3f13670c1de892aef221ae18f274f193a4fbb1ec0fe2,instrumental_voice_absence,0.03079083561897278,-50.961186523472634,0.2,-1.5,0.2,-20.0,True
FM_mustango_8MF6nFj02sM,fmc:8MF6nFj02sM,mustango,fakemusiccaps_instrumental,0cb3376ba92b1b643a7928e5f629a6468f7d720c21d3dcfe37462f6a1209f4a2,instrumental_voice_absence,0.03723008558154106,-47.677369341642304,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_w35p3oCU0g4,fmc:w35p3oCU0g4,stable_audio_open,fakemusiccaps_instrumental,6f975680dcc8f7fa61e289df66f6b41e968ab9e63b6d4850eee6f3833880180c,instrumental_voice_absence,0.2145165354013443,-47.828326928261724,0.2,-1.5,0.2,-20.0,False
FM_MusicGen_medium_4JYJRqwqWGM,fmc:4JYJRqwqWGM,MusicGen_medium,fakemusiccaps_instrumental,febfe5cf719b705b3d1f7efc948aafd1e5ccf68776735e5f9e2c80804e01d60a,instrumental_voice_absence,0.039723459631204605,-23.750570330854025,0.2,-1.5,0.2,-20.0,True
FM_musicldm_CLx4iYWSB1c,fmc:CLx4iYWSB1c,musicldm,fakemusiccaps_instrumental,d1253081fd9d347d405fdfbe11f860896d448958c86fe9cfbd4b9b6a8d0ce86a,instrumental_voice_absence,0.04336574301123619,-56.657776283630525,0.2,-1.5,0.2,-20.0,True
148213,fma:148213,FMA,fma_instrumental,6d19a146c6336834f240224bcf4f05b2567e1a0c654f82be6fc9161fe77ffe90,instrumental_voice_absence,0.21179842948913574,-9.70462351919155,0.2,-1.5,0.2,-20.0,False
037460,fma:37460,FMA,fma_instrumental,22600f832a0b6c3a3eb5790f2927c7cef0a5b8d2e50621d65fe34c19481f7094,instrumental_voice_absence,0.38049009442329407,-2.203442682743008,0.2,-1.5,0.2,-20.0,False
001419,fma:1419,FMA,fma_instrumental,df9fb0765ec09fd3c222a101bdadd41fe149dc2ac9852e37bebe98bb4f899be4,instrumental_voice_absence,0.20226649940013885,-9.721311420512473,0.2,-1.5,0.2,-20.0,False
091157,fma:91157,FMA,fma_instrumental,b3ef4d9928bb6aa19358489fcef171b2852675d847b1ee43541c0e8d64fbd4ed,instrumental_voice_absence,0.02435849979519844,-13.030592671610584,0.2,-1.5,0.2,-20.0,True
020155,fma:20155,FMA,fma_instrumental,f1c3221b4424669f5318acc8df2dcd9a680287c05ee146afeb1c38eb05c410cf,instrumental_voice_absence,0.8920180201530457,-0.024504564685350415,0.2,-1.5,0.2,-20.0,False
125530,fma:125530,FMA,fma_instrumental,38b6538bba2886159e21183651f0b22579180384496053b7da0e9d43843c8543,instrumental_voice_absence,0.055973876267671585,-51.467857013160454,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_QtfIj5cJzYw,fmc:QtfIj5cJzYw,audioldm2,fakemusiccaps_instrumental,a4866a37c9d62fab565d5e7f8d6ac5411447170917a860f1d4951fe2e5801fbc,instrumental_voice_absence,0.037947092205286026,-17.63020474986994,0.2,-1.5,0.2,-20.0,True
FM_mustango_jZkHpNnXLB0,fmc:jZkHpNnXLB0,mustango,fakemusiccaps_instrumental,8b6a8b25dd1414bdc098ccaaada752b43d73e164fbdda79c6794d3b095440fd6,instrumental_voice_absence,0.035816311836242676,-45.676446883417576,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_eBlyC9bJacs,fmc:eBlyC9bJacs,stable_audio_open,fakemusiccaps_instrumental,4afdf04baa80f73ac817826e4b49a9492cca9593d5658cda8de7e308d60b4fc7,instrumental_voice_absence,0.030138419941067696,-45.80293453606116,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_TZlFTbvfKPE,fmc:TZlFTbvfKPE,MusicGen_medium,fakemusiccaps_instrumental,098fbc494b3042506c41901306aaa50e57afe0209d18f3b6ded727d22ec00483,instrumental_voice_absence,0.04834908992052078,-50.266856188184754,0.2,-1.5,0.2,-20.0,True
FM_musicldm_rFwJ2L-geWw,fmc:rFwJ2L-geWw,musicldm,fakemusiccaps_instrumental,f1797013e30a3794b019c68b3f27ce4a76edda1ce3632386b08384973a94b527,instrumental_voice_absence,0.021796340122818947,-49.045191246755735,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_f1_YKSYgtbI,fmc:f1_YKSYgtbI,audioldm2,fakemusiccaps_instrumental,0749d2f0798655dd5398e3c0569eaee475408a6f8c33d968a71d1607f8cf1c4c,instrumental_voice_absence,0.06329513341188431,-22.339276388260995,0.2,-1.5,0.2,-20.0,True
055479,fma:55479,FMA,fma_instrumental,c23f0e5bf0eef83f1b35b5a1ff50e8edb5ab140e2e78186359709f2182f33d93,instrumental_voice_absence,0.465371310710907,-7.272867092587131,0.2,-1.5,0.2,-20.0,False
044920,fma:44920,FMA,fma_instrumental,90d18df0d9e12d7fc581628b0e87b321b7246065c110e4dff91e57db45e0340c,instrumental_voice_absence,0.28697532415390015,-5.644753296568103,0.2,-1.5,0.2,-20.0,False
097814,fma:97814,FMA,fma_instrumental,e47eb03c9779bd359e5d1fb0a4759cd791aa3f31c2518cc129ff21b27baffb96,instrumental_voice_absence,0.02469615638256073,-41.2537759619279,0.2,-1.5,0.2,-20.0,True
007012,fma:7012,FMA,fma_instrumental,4705d247a24d6c134aaed45577af869c23b8cea65bf7065448c8ebcb8b7a8190,instrumental_voice_absence,0.06236286833882332,-24.022650310446473,0.2,-1.5,0.2,-20.0,True
093394,fma:93394,FMA,fma_instrumental,4460af3e4b9dbd25d96f0bbc437da986846256449021fd56bebcc544a34164db,instrumental_voice_absence,0.36482733488082886,-4.360133992120037,0.2,-1.5,0.2,-20.0,False
011425,fma:11425,FMA,fma_instrumental,7ca4440fc909b15f673767a99fddbc48b138108f7ab30d8e1950f65b83b10317,instrumental_voice_absence,0.019428379833698273,-59.11339844873058,0.2,-1.5,0.2,-20.0,True
FM_mustango_C1M5xqDQW58,fmc:C1M5xqDQW58,mustango,fakemusiccaps_instrumental,8ff33309f6c98a40cd4ea9cb57c1a855b957774108349f3483635dc39c6d1b71,instrumental_voice_absence,0.036114927381277084,-50.643575400586855,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_k-89m72W0j8,fmc:k-89m72W0j8,stable_audio_open,fakemusiccaps_instrumental,f605c09f43b34ba069930eb7b50431ed2ab23d430125bdd98388a1f6bc8af723,instrumental_voice_absence,0.02433355711400509,-40.4069566117204,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_XoTJkok3FlY,fmc:XoTJkok3FlY,MusicGen_medium,fakemusiccaps_instrumental,b14a3afe3a629d412a83377420e637a09b202f42e0e672dd4f6f093985c81b16,instrumental_voice_absence,0.023832783102989197,-61.21775911429275,0.2,-1.5,0.2,-20.0,True
FM_musicldm_ui6ERk-AySw,fmc:ui6ERk-AySw,musicldm,fakemusiccaps_instrumental,ddc4f48dfd768aaa965bf1732b5cbbdeba5cc18c3efef1379cc556a5e35e3171,instrumental_voice_absence,0.02375059574842453,-56.775619457030714,0.2,-1.5,0.2,-20.0,True
FM_audioldm2_Pzp_oTEn0Yk,fmc:Pzp_oTEn0Yk,audioldm2,fakemusiccaps_instrumental,567ca4761a9747f82016f550d86aeb11f480f7fa87dd3d103307872970970ef6,instrumental_voice_absence,0.02388700842857361,-42.500728423111724,0.2,-1.5,0.2,-20.0,True
FM_mustango_gIFg6jvXgb4,fmc:gIFg6jvXgb4,mustango,fakemusiccaps_instrumental,4a4b93c69476f7ffea6c5c035f73869b016ce0796bac5d41472067e9c778e438,instrumental_voice_absence,0.023097509518265724,-28.010941686131545,0.2,-1.5,0.2,-20.0,True
