ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,CHANNEL,SPLIT,VOICE_SOURCE_ID,VOICE_GENERATOR,VOICE_SPEAKER,MUSIC_SOURCE_ID,MUSIC_GENERATOR,MUSIC_GROUP_ID,SNR_DB,OVERLAP_FRACTION,ORDER,DURATION,FILE_EXTENSION
factorial_0438,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,telephone_flac,holdout,,,,efp_extra_real_072927,real,fma_072927,,,,11.0,.flac
factorial_0439,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,noisy_flac,holdout,,,,efp_extra_real_108476,real,fma_108476,,,,9.0,.flac
factorial_0440,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,clean_flac,holdout,,,,efp_extra_real_043962,real,fma_043962,,,,11.0,.flac
factorial_0441,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,stereo_wav,holdout,,,,efp_extra_real_090527,real,fma_090527,,,,12.0,.wav
factorial_0442,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,mp3_64k,holdout,,,,efp_extra_real_087186,real,fma_087186,,,,10.0,.mp3
factorial_0443,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,ogg_48k,holdout,,,,efp_extra_real_117667,real,fma_117667,,,,13.0,.ogg
factorial_0444,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,telephone_flac,holdout,,,,efp_extra_real_133446,real,fma_133446,,,,11.0,.flac
factorial_0445,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,noisy_flac,holdout,,,,efp_extra_real_038560,real,fma_038560,,,,11.0,.flac
factorial_0446,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,clean_flac,holdout,,,,efp_real_107616,real,fma_107616,,,,11.0,.flac
factorial_0447,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,stereo_wav,holdout,,,,efp_extra_real_126220,real,fma_126220,,,,13.0,.wav
factorial_0448,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,mp3_64k,holdout,,,,efp_extra_real_032326,real,fma_032326,,,,14.0,.mp3
factorial_0449,0,,0.0,0,1,music,music_only,music_real,music_only__music_real,ogg_48k,holdout,,,,efp_extra_real_121320,real,fma_121320,,,,9.0,.ogg
factorial_0450,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,telephone_flac,holdout,voice_fake_f5tts_v1_base_minji_target_00,f5tts_v1_base,minji,,,,,,,5.429,.flac
factorial_0451,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,noisy_flac,holdout,voice_fake_qwen3tts_custom_0.6b_byungchul_target_02,qwen3tts_custom_0.6b,byungchul,,,,,,,11.2,.flac
factorial_0452,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,clean_flac,holdout,voice_fake_cosyvoice3_0.5b_jian_target_01,cosyvoice3_0.5b,jian,,,,,,,4.0,.flac
factorial_0453,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,stereo_wav,holdout,voice_fake_qwen3tts_finetuned_1.7b_minji_target_00,qwen3tts_finetuned_1.7b,minji,,,,,,,8.8,.wav
factorial_0454,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,mp3_64k,holdout,voice_fake_qwen3tts_finetuned_1.7b_jian_target_01,qwen3tts_finetuned_1.7b,jian,,,,,,,4.0,.mp3
factorial_0455,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,ogg_48k,holdout,voice_fake_qwen3tts_finetuned_1.7b_jihye_target_02,qwen3tts_finetuned_1.7b,jihye,,,,,,,12.4,.ogg
factorial_0456,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,telephone_flac,holdout,voice_fake_qwen3tts_custom_0.6b_jihye_target_01,qwen3tts_custom_0.6b,jihye,,,,,,,16.48,.flac
factorial_0457,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,noisy_flac,holdout,voice_fake_qwen3tts_custom_0.6b_jian_target_00,qwen3tts_custom_0.6b,jian,,,,,,,5.68,.flac
factorial_0458,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,clean_flac,holdout,voice_fake_qwen3tts_custom_0.6b_minji_target_00,qwen3tts_custom_0.6b,minji,,,,,,,15.12,.flac
factorial_0459,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,stereo_wav,holdout,voice_fake_qwen3tts_finetuned_1.7b_minji_target_02,qwen3tts_finetuned_1.7b,minji,,,,,,,9.84,.wav
factorial_0460,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,mp3_64k,holdout,voice_fake_cosyvoice3_0.5b_byungchul_target_02,cosyvoice3_0.5b,byungchul,,,,,,,9.16,.mp3
factorial_0461,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,ogg_48k,holdout,voice_fake_qwen3tts_custom_0.6b_jian_target_02,qwen3tts_custom_0.6b,jian,,,,,,,5.84,.ogg
factorial_0462,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,telephone_flac,holdout,voice_fake_cosyvoice3_0.5b_jihye_target_01,cosyvoice3_0.5b,jihye,,,,,,,19.08,.flac
factorial_0463,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,noisy_flac,holdout,voice_fake_cosyvoice3_0.5b_byungchul_target_01,cosyvoice3_0.5b,byungchul,,,,,,,5.92,.flac
factorial_0464,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,clean_flac,holdout,voice_fake_cosyvoice3_0.5b_hayoon_target_00,cosyvoice3_0.5b,hayoon,,,,,,,9.64,.flac
factorial_0465,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,stereo_wav,holdout,voice_fake_f5tts_v1_base_jian_target_02,f5tts_v1_base,jian,,,,,,,5.077,.wav
factorial_0466,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,mp3_64k,holdout,voice_fake_f5tts_v1_base_hayoon_target_02,f5tts_v1_base,hayoon,,,,,,,4.0,.mp3
factorial_0467,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,ogg_48k,holdout,voice_fake_qwen3tts_custom_0.6b_jihye_target_02,qwen3tts_custom_0.6b,jihye,,,,,,,16.96,.ogg
factorial_0468,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,telephone_flac,holdout,voice_fake_f5tts_v1_base_hayoon_target_01,f5tts_v1_base,hayoon,,,,,,,4.0,.flac
factorial_0469,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,noisy_flac,holdout,voice_fake_cosyvoice3_0.5b_hayoon_target_00,cosyvoice3_0.5b,hayoon,,,,,,,9.64,.flac
factorial_0470,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,clean_flac,holdout,voice_fake_qwen3tts_finetuned_1.7b_jian_target_02,qwen3tts_finetuned_1.7b,jian,,,,,,,6.16,.flac
factorial_0471,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,stereo_wav,holdout,voice_fake_qwen3tts_custom_0.6b_hayoon_target_00,qwen3tts_custom_0.6b,hayoon,,,,,,,10.48,.wav
factorial_0472,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,mp3_64k,holdout,voice_fake_qwen3tts_finetuned_1.7b_minji_target_00,qwen3tts_finetuned_1.7b,minji,,,,,,,8.8,.mp3
factorial_0473,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,ogg_48k,holdout,voice_fake_cosyvoice3_0.5b_hayoon_target_02,cosyvoice3_0.5b,hayoon,,,,,,,4.28,.ogg
factorial_0474,1,1.0,,1,0,voice,voice_only,voice_fake,voice_only__voice_fake,telephone_flac,holdout,voice_fake_f5tts_v1_base_jian_target_02,f5tts_v1_base,jian,,,,,,,5.077,.flac
factorial_0475,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,noisy_flac,holdout,,,,efp_fake_061493_songgen_07,songgen,fma_061493,,,,11.0,.flac
factorial_0476,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,clean_flac,holdout,,,,efp_fake_072070_musicgen_01,musicgen,fma_072070,,,,11.0,.flac
factorial_0477,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,stereo_wav,holdout,,,,efp_fake_145918_brev_02,brev,fma_145918,,,,11.0,.wav
factorial_0478,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,mp3_64k,holdout,,,,efp_fake_061491_songgen_07,songgen,fma_061491,,,,12.0,.mp3
factorial_0479,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,ogg_48k,holdout,,,,efp_fake_145918_brev_03,brev,fma_145918,,,,14.0,.ogg
factorial_0480,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,telephone_flac,holdout,,,,efp_fake_140922_diffrhythm_04,diffrhythm,fma_140922,,,,11.0,.flac
factorial_0481,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,noisy_flac,holdout,,,,efp_fake_130129_diffrhythm_03,diffrhythm,fma_130129,,,,14.0,.flac
factorial_0482,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,clean_flac,holdout,,,,efp_fake_140922_audioldm_02,audioldm,fma_140922,,,,14.0,.flac
factorial_0483,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,stereo_wav,holdout,,,,efp_fake_145918_suno_13,suno,fma_145918,,,,9.0,.wav
factorial_0484,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,mp3_64k,holdout,,,,efp_fake_145918_producer_12,producer,fma_145918,,,,11.0,.mp3
factorial_0485,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,ogg_48k,holdout,,,,efp_fake_127297_songgen_07,songgen,fma_127297,,,,12.0,.ogg
factorial_0486,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,telephone_flac,holdout,,,,efp_fake_098077_acestep_01,acestep,fma_098077,,,,8.0,.flac
factorial_0487,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,noisy_flac,holdout,,,,efp_fake_127297_songgen_07,songgen,fma_127297,,,,8.0,.flac
factorial_0488,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,clean_flac,holdout,,,,efp_fake_061493_audioldm_01,audioldm,fma_061493,,,,12.0,.flac
factorial_0489,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,stereo_wav,holdout,,,,efp_fake_127297_songgen_06,songgen,fma_127297,,,,14.0,.wav
factorial_0490,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,mp3_64k,holdout,,,,efp_fake_127297_songgen_06,songgen,fma_127297,,,,9.0,.mp3
factorial_0491,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,ogg_48k,holdout,,,,efp_fake_145918_brev_03,brev,fma_145918,,,,13.0,.ogg
factorial_0492,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,telephone_flac,holdout,,,,efp_fake_145918_producer_11,producer,fma_145918,,,,11.0,.flac
factorial_0493,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,noisy_flac,holdout,,,,efp_fake_098077_acestep_02,acestep,fma_098077,,,,13.0,.flac
factorial_0494,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,clean_flac,holdout,,,,efp_fake_145918_suno_13,suno,fma_145918,,,,11.0,.flac
factorial_0495,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,stereo_wav,holdout,,,,efp_fake_061491_diffrhythm_03,diffrhythm,fma_061491,,,,12.0,.wav
factorial_0496,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,mp3_64k,holdout,,,,efp_fake_061491_songgen_07,songgen,fma_061491,,,,13.0,.mp3
factorial_0497,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,ogg_48k,holdout,,,,efp_fake_145918_brev_02,brev,fma_145918,,,,14.0,.ogg
factorial_0498,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,telephone_flac,holdout,,,,efp_fake_145918_elevenlabs_06,elevenlabs,fma_145918,,,,8.0,.flac
factorial_0499,1,,1.0,0,1,music,music_only,music_fake,music_only__music_fake,noisy_flac,holdout,,,,efp_fake_061493_songgen_08,songgen,fma_061493,,,,12.0,.flac
factorial_0500,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,clean_flac,holdout,voice_real_jihye_extra_01,bonafide,jihye,efp_extra_real_090527,real,fma_090527,0.0,,,8.0,.flac
factorial_0501,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,stereo_wav,holdout,voice_real_jihye_target_00,bonafide,jihye,efp_extra_real_127913,real,fma_127913,0.0,,,8.0,.wav
factorial_0502,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,mp3_64k,holdout,voice_real_jian_target_01,bonafide,jian,efp_extra_real_053302,real,fma_053302,5.0,,,8.0,.mp3
factorial_0503,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,ogg_48k,holdout,voice_real_jihye_extra_00,bonafide,jihye,efp_extra_real_068531,real,fma_068531,5.0,,,8.0,.ogg
factorial_0504,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,telephone_flac,holdout,voice_real_jihye_extra_01,bonafide,jihye,efp_extra_real_037725,real,fma_037725,0.0,,,8.0,.flac
factorial_0505,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,noisy_flac,holdout,voice_real_jihye_target_00,bonafide,jihye,efp_extra_real_140421,real,fma_140421,0.0,,,8.0,.flac
factorial_0506,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,clean_flac,holdout,voice_real_jihye_extra_00,bonafide,jihye,efp_extra_real_140788,real,fma_140788,0.0,,,8.0,.flac
factorial_0507,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,stereo_wav,holdout,voice_real_jian_extra_01,bonafide,jian,efp_extra_real_141141,real,fma_141141,-10.0,,,8.0,.wav
factorial_0508,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,mp3_64k,holdout,voice_real_jian_target_00,bonafide,jian,efp_extra_real_056517,real,fma_056517,-10.0,,,8.0,.mp3
factorial_0509,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,ogg_48k,holdout,voice_real_minji_extra_01,bonafide,minji,efp_extra_real_131904,real,fma_131904,0.0,,,10.064,.ogg
factorial_0510,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,telephone_flac,holdout,voice_real_byungchul_extra_00,bonafide,byungchul,efp_real_072070,real,fma_072070,10.0,,,10.309,.flac
factorial_0511,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,noisy_flac,holdout,voice_real_jian_target_02,bonafide,jian,efp_real_061493,real,fma_061493,5.0,,,8.0,.flac
factorial_0512,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,clean_flac,holdout,voice_real_byungchul_extra_02,bonafide,byungchul,efp_extra_real_011781,real,fma_011781,0.0,,,8.0,.flac
factorial_0513,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,stereo_wav,holdout,voice_real_hayoon_extra_01,bonafide,hayoon,efp_real_140922,real,fma_140922,-10.0,,,11.584,.wav
factorial_0514,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,mp3_64k,holdout,voice_real_minji_extra_02,bonafide,minji,efp_extra_real_133446,real,fma_133446,0.0,,,11.559,.mp3
factorial_0515,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,ogg_48k,holdout,voice_real_jihye_extra_02,bonafide,jihye,efp_real_107616,real,fma_107616,5.0,,,8.0,.ogg
factorial_0516,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,telephone_flac,holdout,voice_real_jian_extra_02,bonafide,jian,efp_real_061491,real,fma_061491,-10.0,,,8.0,.flac
factorial_0517,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,noisy_flac,holdout,voice_real_jian_target_01,bonafide,jian,efp_real_140922,real,fma_140922,0.0,,,8.0,.flac
factorial_0518,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,clean_flac,holdout,voice_real_jihye_target_02,bonafide,jihye,efp_extra_real_131941,real,fma_131941,5.0,,,10.087,.flac
factorial_0519,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,stereo_wav,holdout,voice_real_minji_extra_02,bonafide,minji,efp_extra_real_133446,real,fma_133446,10.0,,,11.559,.wav
factorial_0520,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,mp3_64k,holdout,voice_real_byungchul_extra_02,bonafide,byungchul,efp_extra_real_069170,real,fma_069170,10.0,,,8.0,.mp3
factorial_0521,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,ogg_48k,holdout,voice_real_jihye_target_02,bonafide,jihye,efp_real_130129,real,fma_130129,-10.0,,,10.087,.ogg
factorial_0522,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,telephone_flac,holdout,voice_real_jian_extra_01,bonafide,jian,efp_extra_real_141141,real,fma_141141,5.0,,,8.0,.flac
factorial_0523,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,noisy_flac,holdout,voice_real_hayoon_target_02,bonafide,hayoon,efp_extra_real_053302,real,fma_053302,5.0,,,8.0,.flac
factorial_0524,0,0.0,0.0,1,1,mixed,concurrent,voice_real__music_real,concurrent__voice_real__music_real,clean_flac,holdout,voice_real_jian_extra_02,bonafide,jian,efp_extra_real_129054,real,fma_129054,0.0,,,8.0,.flac
factorial_0525,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,stereo_wav,holdout,voice_real_byungchul_target_00,bonafide,byungchul,efp_fake_145918_brev_03,brev,fma_145918,0.0,,,8.0,.wav
factorial_0526,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,mp3_64k,holdout,voice_real_minji_extra_02,bonafide,minji,efp_fake_061493_audioldm_01,audioldm,fma_061493,10.0,,,11.559,.mp3
factorial_0527,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,ogg_48k,holdout,voice_real_jihye_extra_00,bonafide,jihye,efp_fake_107616_acestep_00,acestep,fma_107616,0.0,,,8.0,.ogg
factorial_0528,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,telephone_flac,holdout,voice_real_jihye_extra_02,bonafide,jihye,efp_fake_061493_songgen_08,songgen,fma_061493,10.0,,,8.0,.flac
factorial_0529,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,noisy_flac,holdout,voice_real_jian_extra_00,bonafide,jian,efp_fake_145918_elevenlabs_07,elevenlabs,fma_145918,0.0,,,9.77,.flac
factorial_0530,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,clean_flac,holdout,voice_real_jian_extra_02,bonafide,jian,efp_fake_145918_mubert_08,mubert,fma_145918,5.0,,,8.0,.flac
factorial_0531,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,stereo_wav,holdout,voice_real_minji_extra_02,bonafide,minji,efp_fake_145918_suno_13,suno,fma_145918,0.0,,,11.559,.wav
factorial_0532,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,mp3_64k,holdout,voice_real_hayoon_target_02,bonafide,hayoon,efp_fake_145918_mubert_08,mubert,fma_145918,10.0,,,8.0,.mp3
factorial_0533,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,ogg_48k,holdout,voice_real_hayoon_target_01,bonafide,hayoon,efp_fake_145918_udio_15,udio,fma_145918,5.0,,,8.0,.ogg
factorial_0534,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,telephone_flac,holdout,voice_real_byungchul_extra_02,bonafide,byungchul,efp_fake_145918_elevenlabs_07,elevenlabs,fma_145918,10.0,,,8.0,.flac
