ID,SPEAR_BINARY_VOICE_PROB,SPEAR_BINARY_MUSIC_PROB,SPEAR_JOINT_VOICE_PROB,SPEAR_JOINT_MUSIC_PROB,SPEAR_JOINT_FILE_PROB,SPEAR_EXISTING_VOICE_PROB,SPEAR_EXISTING_MUSIC_PROB
yue_006_partial_overlap_v0_m0,0.068754405,0.4273363,0.029230874,0.068947226,0.098076165,0.7854145,0.49539262
yue_006_partial_overlap_v0_m1,0.23383255,0.99986804,0.13463578,0.9999617,0.99997103,0.94987583,0.9922322
yue_006_partial_overlap_v1_m0,0.9560454,0.9973152,0.9955614,0.98358727,0.99999285,0.77637726,0.91017383
yue_006_partial_overlap_v1_m1,0.99002695,1.0,0.99998415,1.0,1.0,0.86912906,0.9999311
yue_006_sequential_v0_m0,0.069186926,0.954441,0.006752408,0.8356084,0.83679914,0.78922313,0.70682216
yue_006_sequential_v0_m1,0.38235936,0.9999937,0.5479082,0.9999999,0.9999999,0.92371356,0.99765307
yue_006_sequential_v1_m0,0.986779,0.99906915,0.99958754,0.99988085,0.9999996,0.8147305,0.94418967
yue_006_sequential_v1_m1,0.989647,0.99999964,0.9998995,1.0,1.0,0.8683378,0.9999318
yue_007_concurrent_v0_m0,0.08363007,0.0012829521,0.5761028,2.8390832e-06,0.57610404,0.7536417,0.0017605944
yue_007_concurrent_v0_m1,0.0021353909,0.018338868,3.94688e-05,3.381112e-06,4.2796135e-05,0.8730202,0.58927256
yue_007_concurrent_v1_m0,0.42272598,1.8686965e-06,0.13995509,2.8509776e-08,0.1399551,0.2157559,2.162687e-05
yue_007_concurrent_v1_m1,0.9995596,0.9999764,0.9999933,0.99999994,1.0,0.67934996,0.9892784
yue_007_music_fake,0.9730656,1.0,0.9989642,0.99999994,1.0,0.87788635,0.97314906
yue_007_music_real,0.40556672,6.006616e-07,0.010595836,3.7820153e-06,0.0105957985,0.6586754,0.0023970387
yue_007_partial_overlap_v0_m0,0.37149665,6.747574e-05,0.10435691,1.0314938e-06,0.10435712,0.85043496,0.0064961305
yue_007_partial_overlap_v0_m1,0.11801856,0.007597136,0.0028618497,3.0473919e-05,0.0028919578,0.83952445,0.60994554
yue_007_partial_overlap_v1_m0,0.96735716,0.13329534,0.99586505,0.5469851,0.9960051,0.4219885,0.025816444
yue_007_partial_overlap_v1_m1,0.99856323,0.9986326,0.9999565,0.99998975,1.0,0.5477939,0.98739094
yue_007_sequential_v0_m0,0.047694597,1.4346969e-05,0.0036432939,9.544753e-08,0.0036433935,0.7441104,0.048253532
yue_007_sequential_v0_m1,0.2364072,0.9634398,0.5483325,0.95865345,0.9589273,0.8419821,0.83042216
yue_007_sequential_v1_m0,0.86817515,0.031475738,0.92039,0.6241922,0.9208529,0.6069768,0.36526966
yue_007_sequential_v1_m1,0.99472153,0.9999821,0.99984336,1.0,1.0,0.7034996,0.9851747
