KIND,SOURCE_ID,ARCHIVE_MEMBER,LOCAL_PATH,BYTES,SHA256,GROUP,POOL,LABEL,PARENT_ID,GENERATOR
voice,LA_E_6253660,unmixed_dataset/eval/RS_ASVspoof_LA_E_6253660.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_6253660.wav,61370,6f6384b39816ec002a405a08280730ed77777eff5767e5e166b095f7624e6d3a,lcs70_01,VR,0,pmv3_0056,bonafide
voice,LA_E_5327647,unmixed_dataset/eval/RS_ASVspoof_LA_E_5327647.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_5327647.wav,117510,8c883fb82dd5e0e5e25ababd061d73e581c1e5c04b41eba5785c4e6cb9660ecd,lcs70_02,VR,0,pmv3_0040,bonafide
voice,LA_E_2098989,unmixed_dataset/eval/RS_ASVspoof_LA_E_2098989.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_2098989.wav,95388,ddc1653cba3526b76411ae3f256a233603b37058e85bf1d445d0ac156af2fb3c,lcs70_02,VR,0,pmv3_0011,bonafide
voice,LA_E_9548904,unmixed_dataset/eval/RS_ASVspoof_LA_E_9548904.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_9548904.wav,103562,f27a3734c8124794bcaa784d56503b34c9633e1bf92f0bddf8094d0fc1913a66,lcs70_02,VR,0,pmv3_0010,bonafide
voice,LA_E_7765886,unmixed_dataset/eval/RS_ASVspoof_LA_E_7765886.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_7765886.wav,94142,cad487e237dc4928e892b815f52c4a1f50a139e982c7baf50b8d1f2f2cf176b8,lcs70_02,VR,0,pmv3_0012,bonafide
voice,LA_E_9104210,unmixed_dataset/eval/RS_ASVspoof_LA_E_9104210.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_9104210.wav,124216,0223dd888d6fbe513acf9b72d828ebfb67768cb28958213927207e174f9960c8,lcs70_02,VR,0,pmv3_0050,bonafide
voice,LA_E_7516959,unmixed_dataset/eval/RS_ASVspoof_LA_E_7516959.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_7516959.wav,185626,78bca8aa101edb7387a3a84b34844550d251be9f5f641f65c9eff62633bffcaa,lcs70_02,VR,0,pmv3_0048,bonafide
voice,LA_E_2880944,unmixed_dataset/eval/RS_ASVspoof_LA_E_2880944.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_2880944.wav,139126,0e33dbc45e4572f34a7acf428b81df709b07ca0a9d9dfad8d00570c145f21989,lcs70_03,VR,0,pmv3_0088,bonafide
voice,LA_E_3809139,unmixed_dataset/eval/RS_ASVspoof_LA_E_3809139.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_3809139.wav,125658,212632df1b7dc3088fade4788ab580a04b5c1a3786bfc786f87f9700706d3b00,lcs70_03,VR,0,pmv3_0042,bonafide
voice,LA_E_4048708,unmixed_dataset/eval/RS_ASVspoof_LA_E_4048708.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_4048708.wav,115966,4767d2e97cf8632bbf483939f483c22801e735f8c7d8022b336e889d16d2b445,lcs70_03,VR,0,pmv3_0002,bonafide
voice,LA_E_9549887,unmixed_dataset/eval/RS_ASVspoof_LA_E_9549887.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_9549887.wav,122938,e2ecc34cae03f6496c9728bd4e67e3c977c7c6f63a5c58ab679129f6380f823a,lcs70_03,VR,0,pmv3_0001,bonafide
voice,LA_E_2421137,unmixed_dataset/eval/RS_ASVspoof_LA_E_2421137.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_2421137.wav,86008,3414a14c7d8281b2eb201bd22ad55a17faa7dfbb5165d067ce7e6617f2debcc1,lcs70_03,VR,0,pmv3_0090,bonafide
voice,LA_E_3562839,unmixed_dataset/eval/RS_ASVspoof_LA_E_3562839.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_3562839.wav,75132,82badad7aa5bfd93bae0157d6a924c99f3ebf720f5c51af04731e0935f5c016d,lcs70_03,VR,0,pmv3_0083,bonafide
voice,LA_E_1350300,unmixed_dataset/eval/RS_ASVspoof_LA_E_1350300.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_1350300.wav,106252,b8f600ed1726ca2596eb113dcf192b186d7be6ed8a854c32637cd1fa3d9bb297,lcs70_04,VR,0,pmv3_0047,bonafide
voice,LA_E_6826863,unmixed_dataset/eval/RS_ASVspoof_LA_E_6826863.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_6826863.wav,154244,1de34438c461855f1495bf5e2a2c601d3333f998c71344796e401eec3fe4bc89,lcs70_04,VR,0,pmv3_0043,bonafide
voice,LA_E_1777813,unmixed_dataset/eval/RS_ASVspoof_LA_E_1777813.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_1777813.wav,62796,c229e1fedf77df5448608687fa242db91f29067537149a4d87d156903170b3e7,lcs70_04,VR,0,pmv3_0094,bonafide
voice,LA_E_9080915,unmixed_dataset/eval/RS_ASVspoof_LA_E_9080915.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_9080915.wav,124250,43086765ab0bcd5039dbc1929b817826bc13c0e1c709378ff8aa54bd9995bab7,lcs70_04,VR,0,pmv3_0006,bonafide
voice,LA_E_9881923,unmixed_dataset/eval/RS_ASVspoof_LA_E_9881923.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_9881923.wav,96748,e16327c2c437434087c6208a61e30a2401377bfb833e68611cddd24744cb7867,lcs70_04,VR,0,pmv3_0014,bonafide
voice,LA_E_6261172,unmixed_dataset/eval/RS_ASVspoof_LA_E_6261172.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_6261172.wav,114650,42d97e4f9c3bd156ca874c8de82116fee67f7c4b24ce08205eedbd944d0a6f09,lcs70_04,VR,0,pmv3_0087,bonafide
voice,LA_E_9818733,unmixed_dataset/eval/RS_ASVspoof_LA_E_9818733.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_9818733.wav,91478,718da0f4edfd0f72792e85b9d951518fdbf092abead29c4c97e097bd2b09ff74,lcs70_05,VR,0,pmv3_0007,bonafide
voice,LA_E_3759204,unmixed_dataset/eval/RS_ASVspoof_LA_E_3759204.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_3759204.wav,68248,f53498c5f36bbed7ccc88b502953fc78bd2dd680cf36bc2f4cff82d75aa419c5,lcs70_05,VR,0,pmv3_0044,bonafide
voice,LA_E_8672894,unmixed_dataset/eval/RS_ASVspoof_LA_E_8672894.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_8672894.wav,114698,2cef067e9a4616894faf89d16301703873b09971dc79d5dd245bb08f7462801f,lcs70_05,VR,0,pmv3_0091,bonafide
voice,LA_E_1596239,unmixed_dataset/eval/RS_ASVspoof_LA_E_1596239.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_1596239.wav,88578,538cdeadd72366f0e4ab82d54648d99f946adaa3a2a2f065f12ec03144302eef,lcs70_05,VR,0,pmv3_0082,bonafide
voice,LA_E_1653244,unmixed_dataset/eval/RS_ASVspoof_LA_E_1653244.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_1653244.wav,98114,bcf4493b6aafbae659d92f7e462df05b0a509cb9e40b8fcc31d37d300751e689,lcs70_05,VR,0,pmv3_0095,bonafide
voice,LA_E_7262697,unmixed_dataset/eval/RS_ASVspoof_LA_E_7262697.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_7262697.wav,74928,789d12064fe7037016fd2d7a2e59effc92a5b798c25bbae08fd08f134a739745,lcs70_05,VR,0,pmv3_0096,bonafide
voice,LA_E_2517084,unmixed_dataset/eval/RS_ASVspoof_LA_E_2517084.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_2517084.wav,76294,4430b8fdbd7952f24eac05cd4c1e7d0a5f7a8f63772bb5c9fb533ed0e1959ceb,lcs70_06,VR,0,pmv3_0013,bonafide
voice,LA_E_1790335,unmixed_dataset/eval/RS_ASVspoof_LA_E_1790335.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_1790335.wav,102392,8a14b303f13374e760e2d58bed045faa480dba427ef09f395dda1850fd4941d4,lcs70_06,VR,0,pmv3_0092,bonafide
voice,LA_E_5054360,unmixed_dataset/eval/RS_ASVspoof_LA_E_5054360.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_5054360.wav,131134,63afb5f62b503fd6c4a5b5765941cc99b02e027dc61705f203824ff3f90c3090,lcs70_06,VR,0,pmv3_0041,bonafide
voice,LA_E_4182764,unmixed_dataset/eval/RS_ASVspoof_LA_E_4182764.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_4182764.wav,98222,11c8ebd6264ff460f64cf6c2db883410c5002fc0c1cc2dbf12762a5ece306bb4,lcs70_06,VR,0,pmv3_0084,bonafide
voice,LA_E_6960912,unmixed_dataset/eval/RS_ASVspoof_LA_E_6960912.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_6960912.wav,156812,79d5b34ee8a0e91117a035337dbc343e2f9125ea6cc2afebfb0757abadae562b,lcs70_06,VR,0,pmv3_0093,bonafide
voice,LA_E_9127222,unmixed_dataset/eval/RS_ASVspoof_LA_E_9127222.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_9127222.wav,143354,e214ad641a608f233ff675793040cda5491c4cee30ad15e618ab9e7d3f0e4c68,lcs70_06,VR,0,pmv3_0081,bonafide
voice,LA_E_2036646,unmixed_dataset/eval/RS_ASVspoof_LA_E_2036646.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_2036646.wav,117404,1cb825600d476153d58a83d0b53f9f4dca7b653ed4d2a7963300faac788c371b,lcs70_07,VR,0,pmv3_0053,bonafide
voice,LA_E_9395892,unmixed_dataset/eval/RS_ASVspoof_LA_E_9395892.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_9395892.wav,141964,deb0b74127412968521bdccdccae0678a98f21263374cdfce3c82bb56d07125e,lcs70_07,VR,0,pmv3_0052,bonafide
voice,LA_E_7437876,unmixed_dataset/eval/RS_ASVspoof_LA_E_7437876.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_7437876.wav,128314,6778884ff3143ef26929049cc1bff7d8a324e27c3100fabf3baf769e2de6c114,lcs70_07,VR,0,pmv3_0055,bonafide
voice,LA_E_2912526,unmixed_dataset/eval/RS_ASVspoof_LA_E_2912526.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_2912526.wav,64130,7e178cabae4aa55626ccf24b5ed6eee8ad45b8b3420f651a77df9b14e5b45f62,lcs70_07,VR,0,pmv3_0046,bonafide
voice,LA_E_3372566,unmixed_dataset/eval/RS_ASVspoof_LA_E_3372566.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_3372566.wav,110520,b742bc6531e3f4d98a3a5ef30f67a01cacb5de5faba28c3157fcccf15209b693,lcs70_07,VR,0,pmv3_0080,bonafide
voice,LA_E_5483860,unmixed_dataset/eval/RS_ASVspoof_LA_E_5483860.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_5483860.wav,141728,f0c0f960a88804d1b958138f9c1d189e422d1ec0daac3adf9e432059ed3e041d,lcs70_07,VR,0,pmv3_0045,bonafide
voice,LA_E_6062170,unmixed_dataset/eval/RS_ASVspoof_LA_E_6062170.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_6062170.wav,95466,72705338564706c3b4c00caaaee7e169dfcc14169607d2b05bddaed919c8a750,lcs70_08,VR,0,pmv3_0054,bonafide
voice,LA_E_7412761,unmixed_dataset/eval/RS_ASVspoof_LA_E_7412761.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_7412761.wav,80470,3689907ca288586a679026dd0eceb2705ff65ad6301011c06aea3da7b6be6550,lcs70_08,VR,0,pmv3_0008,bonafide
voice,LA_E_9771425,unmixed_dataset/eval/RS_ASVspoof_LA_E_9771425.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_9771425.wav,87398,7db3a5b0dc627b64eb37357499aa647623cc0db4a5cd95d513d2940051609ca5,lcs70_08,VR,0,pmv3_0017,bonafide
voice,LA_E_4266061,unmixed_dataset/eval/RS_ASVspoof_LA_E_4266061.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_4266061.wav,76398,00131aa4a89afd8bd81a7d344ea3359227d1f6c925a901e4aab582efcd908b36,lcs70_08,VR,0,pmv3_0000,bonafide
voice,LA_E_8527263,unmixed_dataset/eval/RS_ASVspoof_LA_E_8527263.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_8527263.wav,55830,73081a90ac993b8641a77e22eba6e374235974f29fc1cfea6a33e8a79cf84523,lcs70_08,VR,0,pmv3_0089,bonafide
voice,LA_E_3536152,unmixed_dataset/eval/RS_ASVspoof_LA_E_3536152.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_3536152.wav,221090,df65990ccf01d84ec9de8424627521243f9948af3aa04c34e9d8f588aaebdbc5,lcs70_08,VR,0,pmv3_0004,bonafide
voice,LA_E_5809479,unmixed_dataset/eval/RS_ASVspoof_LA_E_5809479.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_5809479.wav,147246,3316f34ba280f7f272e702deeff8a7fa4c69bd76017d748b11cf137e36efbbd4,lcs70_09,VR,0,pmv3_0016,bonafide
voice,LA_E_3206572,unmixed_dataset/eval/RS_ASVspoof_LA_E_3206572.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_3206572.wav,134988,73c0159b2230df84b768810f4090dd97aa9e34f9eff2ef6366fe579befbcda0f,lcs70_09,VR,0,pmv3_0099,bonafide
voice,LA_E_8699699,unmixed_dataset/eval/RS_ASVspoof_LA_E_8699699.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_8699699.wav,128310,52ae59bece0df04e51b94f89623a9b8abe1be02b5e6775cf7f70477a34b2017f,lcs70_09,VR,0,pmv3_0098,bonafide
voice,LA_E_6458585,unmixed_dataset/eval/RS_ASVspoof_LA_E_6458585.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_6458585.wav,105104,19be28b93856aa3dec38a970669cb9f86f5658f2699ca990b5579197b55ce18d,lcs70_09,VR,0,pmv3_0097,bonafide
voice,LA_E_5608345,unmixed_dataset/eval/RS_ASVspoof_LA_E_5608345.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_5608345.wav,102412,a5a966cd733b3f8b88cea5a55f62e161ea820d35e7643b3f7341056a53b8e2f6,lcs70_09,VR,0,pmv3_0005,bonafide
voice,LA_E_5942271,unmixed_dataset/eval/RS_ASVspoof_LA_E_5942271.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/RS_ASVspoof_LA_E_5942271.wav,73832,88364170b66b4b64323bdc1d36acc0f102673d457482ffd7bf5ffb943a3640be,lcs70_09,VR,0,pmv3_0049,bonafide
voice,LA_E_6876015,unmixed_dataset/eval/FS_ASVspoof_LA_E_6876015.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/FS_ASVspoof_LA_E_6876015.wav,27382,461d0dbb5e8c960f86d5023cc9e843f3eef1aa5210de95a19e61963e26794a7b,lcs70_00,VF,1,pmv3_0070,A08
voice,LA_E_9797863,unmixed_dataset/eval/FS_ASVspoof_LA_E_9797863.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/FS_ASVspoof_LA_E_9797863.wav,147236,e8a8f89ed98cfed6fbc9f2247801e5272114316594ede4ed50f4b3c6c0d3c688,lcs70_00,VF,1,pmv3_0026,A19
voice,LA_E_4749354,unmixed_dataset/eval/FS_ASVspoof_LA_E_4749354.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/FS_ASVspoof_LA_E_4749354.wav,87738,500022394a091bb2ee92a0dcaec910f1443a29b0a5e8e427ed02d0261715759d,lcs70_00,VF,1,pmv3_0061,A16
voice,LA_E_3433335,unmixed_dataset/eval/FS_ASVspoof_LA_E_3433335.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/FS_ASVspoof_LA_E_3433335.wav,61330,946d1e8cb2cd918b4e23534c266a3dd49ecb4028991f660ba388978f9efc0bc2,lcs70_00,VF,1,pmv3_0037,A08
voice,LA_E_9131776,unmixed_dataset/eval/FS_ASVspoof_LA_E_9131776.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/FS_ASVspoof_LA_E_9131776.wav,48580,f56c3e3e0ec10664fe0280168ce86df351c5c4b938746023f38f3d4fc80d7e55,lcs70_00,VF,1,pmv3_0027,A11
voice,LA_E_5463890,unmixed_dataset/eval/FS_ASVspoof_LA_E_5463890.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/FS_ASVspoof_LA_E_5463890.wav,121474,0e2d7502950a7613eb3d7a8ad0f4bf37c04474b7955761868e143c75283c8440,lcs70_00,VF,1,pmv3_0020,A18
voice,LA_E_8542169,unmixed_dataset/eval/FS_ASVspoof_LA_E_8542169.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/FS_ASVspoof_LA_E_8542169.wav,79080,674b153b03d5772f92b3fd522db7504c022a4dcea844f98c2f4b3eb20718dfc5,lcs70_01,VF,1,pmv3_0079,A18
voice,LA_E_8740309,unmixed_dataset/eval/FS_ASVspoof_LA_E_8740309.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/FS_ASVspoof_LA_E_8740309.wav,66140,f526e8908f554ee140b1c72f7740bd54117c86234114751fd149a84212db3f3d,lcs70_01,VF,1,pmv3_0029,A09
voice,LA_E_6069332,unmixed_dataset/eval/FS_ASVspoof_LA_E_6069332.wav,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4_sources/MixFake/unmixed_dataset/eval/FS_ASVspoof_LA_E_6069332.wav,107078,507e11cb8e5360f14c58cda6d7fa05d6234f61f9f1de42f446dc2aa1ce1159cf,lcs70_01,VF,1,pmv3_0077,A12
