ID,CHANNEL,PEAK_NORMALIZED,GAIN,FILE_PROB
pmv3_0007__g722_wb,g722_wb,True,0.1,0.8882213830947876
pmv3_0007__g722_wb,g722_wb,True,1.0,0.8893054127693176
pmv3_0007__g722_wb,g722_wb,True,10.0,0.8880613446235657
pmv3_0007__opus_nb_8k,opus_nb_8k,False,0.1,0.7885087132453918
pmv3_0007__opus_nb_8k,opus_nb_8k,False,1.0,0.4865609109401703
pmv3_0007__opus_nb_8k,opus_nb_8k,False,10.0,0.8627779483795166
pmv3_0007__opus_nb_8k,opus_nb_8k,True,0.1,0.544502854347229
pmv3_0007__opus_nb_8k,opus_nb_8k,True,1.0,0.5444163680076599
pmv3_0007__opus_nb_8k,opus_nb_8k,True,10.0,0.543710470199585
pmv3_0007__transcode_g711_opus,transcode_g711_opus,False,0.1,0.5718831419944763
pmv3_0007__transcode_g711_opus,transcode_g711_opus,False,1.0,0.573956310749054
pmv3_0007__transcode_g711_opus,transcode_g711_opus,False,10.0,0.7725530862808228
pmv3_0007__transcode_g711_opus,transcode_g711_opus,True,0.1,0.5198904871940613
pmv3_0007__transcode_g711_opus,transcode_g711_opus,True,1.0,0.5205961465835571
pmv3_0007__transcode_g711_opus,transcode_g711_opus,True,10.0,0.5149047374725342
pmv3_0021__clean,clean,False,0.1,0.24514538049697876
pmv3_0021__clean,clean,False,1.0,0.40880346298217773
pmv3_0021__clean,clean,False,10.0,0.6233616471290588
pmv3_0021__clean,clean,True,0.1,0.5200201869010925
pmv3_0021__clean,clean,True,1.0,0.5154929161071777
pmv3_0021__clean,clean,True,10.0,0.515748918056488
pmv3_0021__g711_ulaw,g711_ulaw,False,0.1,0.2851555645465851
pmv3_0021__g711_ulaw,g711_ulaw,False,1.0,0.35594165325164795
pmv3_0021__g711_ulaw,g711_ulaw,False,10.0,0.20518992841243744
pmv3_0021__g711_ulaw,g711_ulaw,True,0.1,0.32878297567367554
pmv3_0021__g711_ulaw,g711_ulaw,True,1.0,0.32920512557029724
pmv3_0021__g711_ulaw,g711_ulaw,True,10.0,0.3244084119796753
pmv3_0021__g722_wb,g722_wb,False,0.1,0.3578701913356781
pmv3_0021__g722_wb,g722_wb,False,1.0,0.5475552678108215
pmv3_0021__g722_wb,g722_wb,False,10.0,0.637385904788971
pmv3_0021__g722_wb,g722_wb,True,0.1,0.7759868502616882
pmv3_0021__g722_wb,g722_wb,True,1.0,0.7760686874389648
pmv3_0021__g722_wb,g722_wb,True,10.0,0.7760732173919678
pmv3_0021__opus_nb_8k,opus_nb_8k,False,0.1,0.7267687320709229
pmv3_0021__opus_nb_8k,opus_nb_8k,False,1.0,0.5978820323944092
pmv3_0021__opus_nb_8k,opus_nb_8k,False,10.0,0.2014712393283844
pmv3_0021__opus_nb_8k,opus_nb_8k,True,0.1,0.4096453785896301
pmv3_0021__opus_nb_8k,opus_nb_8k,True,1.0,0.4151817560195923
pmv3_0021__opus_nb_8k,opus_nb_8k,True,10.0,0.4133964776992798
pmv3_0021__transcode_g711_opus,transcode_g711_opus,False,0.1,0.7814928889274597
pmv3_0021__transcode_g711_opus,transcode_g711_opus,False,1.0,0.8264083862304688
pmv3_0021__transcode_g711_opus,transcode_g711_opus,False,10.0,0.21860185265541077
pmv3_0021__transcode_g711_opus,transcode_g711_opus,True,0.1,0.6280387043952942
pmv3_0021__transcode_g711_opus,transcode_g711_opus,True,1.0,0.6276640295982361
pmv3_0021__transcode_g711_opus,transcode_g711_opus,True,10.0,0.6293209791183472
pmv3_0037__clean,clean,False,0.1,0.9915424585342407
pmv3_0037__clean,clean,False,1.0,0.9832847714424133
pmv3_0037__clean,clean,False,10.0,0.8840293288230896
pmv3_0037__clean,clean,True,0.1,0.9747747182846069
pmv3_0037__clean,clean,True,1.0,0.9747866988182068
pmv3_0037__clean,clean,True,10.0,0.9747598767280579
pmv3_0037__g711_ulaw,g711_ulaw,False,0.1,0.982298731803894
pmv3_0037__g711_ulaw,g711_ulaw,False,1.0,0.9225375652313232
pmv3_0037__g711_ulaw,g711_ulaw,False,10.0,0.6735497117042542
pmv3_0037__g711_ulaw,g711_ulaw,True,0.1,0.8585557341575623
pmv3_0037__g711_ulaw,g711_ulaw,True,1.0,0.8570945262908936
pmv3_0037__g711_ulaw,g711_ulaw,True,10.0,0.8568326234817505
pmv3_0037__g722_wb,g722_wb,False,0.1,0.9920336604118347
pmv3_0037__g722_wb,g722_wb,False,1.0,0.9869809746742249
pmv3_0037__g722_wb,g722_wb,False,10.0,0.8865199089050293
pmv3_0037__g722_wb,g722_wb,True,0.1,0.9817203283309937
pmv3_0037__g722_wb,g722_wb,True,1.0,0.9817208051681519
pmv3_0037__g722_wb,g722_wb,True,10.0,0.9822654724121094
pmv3_0037__opus_nb_8k,opus_nb_8k,False,0.1,0.9474695324897766
pmv3_0037__opus_nb_8k,opus_nb_8k,False,1.0,0.887035071849823
pmv3_0037__opus_nb_8k,opus_nb_8k,False,10.0,0.5417371392250061
pmv3_0037__opus_nb_8k,opus_nb_8k,True,0.1,0.9083352088928223
pmv3_0037__opus_nb_8k,opus_nb_8k,True,1.0,0.9093124866485596
pmv3_0037__opus_nb_8k,opus_nb_8k,True,10.0,0.9093127846717834
pmv3_0037__transcode_g711_opus,transcode_g711_opus,False,0.1,0.9194942712783813
pmv3_0037__transcode_g711_opus,transcode_g711_opus,False,1.0,0.8245557546615601
pmv3_0037__transcode_g711_opus,transcode_g711_opus,False,10.0,0.5802068710327148
pmv3_0037__transcode_g711_opus,transcode_g711_opus,True,0.1,0.7834205627441406
pmv3_0037__transcode_g711_opus,transcode_g711_opus,True,1.0,0.7820902466773987
pmv3_0037__transcode_g711_opus,transcode_g711_opus,True,10.0,0.7840564846992493
pmv3_0087__clean,clean,False,0.1,0.7187080979347229
pmv3_0087__clean,clean,False,1.0,0.815636932849884
pmv3_0087__clean,clean,False,10.0,0.6218406558036804
pmv3_0087__clean,clean,True,0.1,0.864067554473877
pmv3_0087__clean,clean,True,1.0,0.8642762899398804
pmv3_0087__clean,clean,True,10.0,0.8645842671394348
pmv3_0087__g711_ulaw,g711_ulaw,False,0.1,0.8297304511070251
pmv3_0087__g711_ulaw,g711_ulaw,False,1.0,0.5365114212036133
pmv3_0087__g711_ulaw,g711_ulaw,False,10.0,0.3479999303817749
pmv3_0087__g711_ulaw,g711_ulaw,True,0.1,0.3360137343406677
pmv3_0087__g711_ulaw,g711_ulaw,True,1.0,0.33638861775398254
pmv3_0087__g711_ulaw,g711_ulaw,True,10.0,0.3360929787158966
pmv3_0087__g722_wb,g722_wb,False,0.1,0.7682139873504639
pmv3_0087__g722_wb,g722_wb,False,1.0,0.8754138946533203
pmv3_0087__g722_wb,g722_wb,False,10.0,0.6329118013381958
pmv3_0087__g722_wb,g722_wb,True,0.1,0.9066302180290222
pmv3_0087__g722_wb,g722_wb,True,1.0,0.9061160087585449
pmv3_0087__g722_wb,g722_wb,True,10.0,0.9064714312553406
pmv3_0087__opus_nb_8k,opus_nb_8k,False,0.1,0.543827474117279
pmv3_0087__opus_nb_8k,opus_nb_8k,False,1.0,0.5612775683403015
pmv3_0087__opus_nb_8k,opus_nb_8k,False,10.0,0.6011379361152649
pmv3_0087__opus_nb_8k,opus_nb_8k,True,0.1,0.471957266330719
pmv3_0087__opus_nb_8k,opus_nb_8k,True,1.0,0.47040995955467224
pmv3_0087__opus_nb_8k,opus_nb_8k,True,10.0,0.4720039367675781
pmv3_0087__transcode_g711_opus,transcode_g711_opus,False,0.1,0.6232345700263977
pmv3_0087__transcode_g711_opus,transcode_g711_opus,False,1.0,0.5153146386146545
pmv3_0087__transcode_g711_opus,transcode_g711_opus,False,10.0,0.5165248513221741
pmv3_0087__transcode_g711_opus,transcode_g711_opus,True,0.1,0.3913087546825409
pmv3_0087__transcode_g711_opus,transcode_g711_opus,True,1.0,0.3923734724521637
pmv3_0087__transcode_g711_opus,transcode_g711_opus,True,10.0,0.39213117957115173
pmv3_0104__clean,clean,False,0.1,0.8992801308631897
pmv3_0104__clean,clean,False,1.0,0.9847303628921509
pmv3_0104__clean,clean,False,10.0,0.9965452551841736
pmv3_0104__clean,clean,True,0.1,0.9937624335289001
pmv3_0104__clean,clean,True,1.0,0.9937625527381897
pmv3_0104__clean,clean,True,10.0,0.9937626719474792
pmv3_0104__g711_ulaw,g711_ulaw,False,0.1,0.5962304472923279
pmv3_0104__g711_ulaw,g711_ulaw,False,1.0,0.8755496740341187
pmv3_0104__g711_ulaw,g711_ulaw,False,10.0,0.897084653377533
pmv3_0104__g711_ulaw,g711_ulaw,True,0.1,0.8971260190010071
pmv3_0104__g711_ulaw,g711_ulaw,True,1.0,0.8956785202026367
pmv3_0104__g711_ulaw,g711_ulaw,True,10.0,0.8942129611968994
pmv3_0104__g722_wb,g722_wb,False,0.1,0.9641101956367493
pmv3_0104__g722_wb,g722_wb,False,1.0,0.9821977019309998
pmv3_0104__g722_wb,g722_wb,False,10.0,0.9924824833869934
pmv3_0104__g722_wb,g722_wb,True,0.1,0.9876768589019775
pmv3_0104__g722_wb,g722_wb,True,1.0,0.9876766204833984
pmv3_0104__g722_wb,g722_wb,True,10.0,0.9872912764549255
pmv3_0104__opus_nb_8k,opus_nb_8k,False,0.1,0.6666361093521118
pmv3_0104__opus_nb_8k,opus_nb_8k,False,1.0,0.7611980438232422
pmv3_0104__opus_nb_8k,opus_nb_8k,False,10.0,0.9798226952552795
pmv3_0104__opus_nb_8k,opus_nb_8k,True,0.1,0.9032310843467712
pmv3_0104__opus_nb_8k,opus_nb_8k,True,1.0,0.9069284796714783
pmv3_0104__opus_nb_8k,opus_nb_8k,True,10.0,0.9005728960037231
pmv3_0104__transcode_g711_opus,transcode_g711_opus,False,0.1,0.6236000657081604
pmv3_0104__transcode_g711_opus,transcode_g711_opus,False,1.0,0.9765012860298157
pmv3_0104__transcode_g711_opus,transcode_g711_opus,False,10.0,0.9927164912223816
pmv3_0104__transcode_g711_opus,transcode_g711_opus,True,0.1,0.9851685762405396
pmv3_0104__transcode_g711_opus,transcode_g711_opus,True,1.0,0.9851686954498291
pmv3_0104__transcode_g711_opus,transcode_g711_opus,True,10.0,0.9856175780296326
