MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_SOURCE_KIND,MUSIC_AUDIO_SHA256,PANNS_ANY_VOICE_MAX,DEMUCS_VOCAL_TO_MIX_DB,PANNS_THRESHOLD,DEMUCS_THRESHOLD_DB,MUSIC_ABSENCE_PASS,VOCAL_PANNS_ANY_VOICE_MAX,VOCAL_PRESENCE_THRESHOLD,VOCAL_PRESENCE_PASS,SEMANTIC_SCREEN_PASS
sonics-music:FM_fake_songs_wav_fake_47792_suno_1,sonics:47792,sonics:chirp-v3.5,sonics_joint,379f82127362279c4f03eb6e0aded0a77ee2a0210448fd9fe22b7887838149bd,0.0317363515496254,-61.0483563448902,0.2,-1.5,True,0.21428678929805756,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_16967_udio_1,sonics:16967,sonics:udio-120s,sonics_joint,32f604f4e212fa1eaabece324420840eed2db44b69691179e28625859702fc80,0.09055972844362259,-48.66107671048602,0.2,-1.5,True,0.7046862244606018,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_20709_suno_0,sonics:20709,sonics:chirp-v2-xxl-alpha,sonics_joint,ed03c13f1578ae1e2939eef8c3e0a2c51727248f9fe89d4af2df951d2af58e4d,0.045544374734163284,-14.131889299275976,0.2,-1.5,True,0.22649423778057098,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_10571_udio_0,sonics:10571,sonics:udio-30s,sonics_joint,5c1e27f30250ade218a22c880d065be5a8bfd7b8735565ed6c72307433579519,0.09798327833414078,-58.966208095678525,0.2,-1.5,True,0.5840455889701843,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_50343_suno_1,sonics:50343,sonics:chirp-v3,sonics_joint,28cb66564af7aa2b65f4a4e4a35456c697532a4d55c9602f9b6fe5c030536f9a,0.08099392056465149,-36.690340947094604,0.2,-1.5,True,0.4881478548049927,0.2,True,True
032217,fma:32217,FMA,fma_instrumental,c8ac9e623a5bed35cc25de55e34e200a99f91b2bf8b32557d65f7d6c293dc10c,0.2525031268596649,-8.405429969499886,0.2,-1.5,False,,0.2,True,False
035394,fma:35394,FMA,fma_instrumental,639ac0205034ca50790070bbee607e72cc1277b3bc308432da6e712d6ce1c040,0.03537435457110405,-30.702010332989392,0.2,-1.5,True,,0.2,True,True
129673,fma:129673,FMA,fma_instrumental,cabffaaa14a23dc035ab1f25407cad25969630b072a7db3db90678863c767d3d,0.41008955240249634,-5.332381885606124,0.2,-1.5,False,,0.2,True,False
042865,fma:42865,FMA,fma_instrumental,85000c7e598ef8abf08e681e4a27a5394e30df7622d6d349ce81aca0c133edb3,0.33696481585502625,-3.24275574480545,0.2,-1.5,False,,0.2,True,False
001652,fma:1652,FMA,fma_instrumental,fdb74da3d406ad09c5ffa7361294958cf527d622e69f069249e2c55a75e163c5,0.1522982269525528,-5.674420810575671,0.2,-1.5,True,,0.2,True,True
112493,fma:112493,FMA,fma_instrumental,f4e0a03fdfb1f0c1bc2caeeece11007e6a3ac3989a715cb47d39080af7dd8dff,0.09104417264461517,-37.1983732837336,0.2,-1.5,True,,0.2,True,True
FM_MusicGen_medium_Ac4M-EkdkDs,fmc:Ac4M-EkdkDs,MusicGen_medium,fakemusiccaps_instrumental,fbecc501478b43e07c6d86c5d0f3fdb8503ee7941acb2340b85e19c179dc81e0,0.020500879734754562,-52.24635640277266,0.2,-1.5,True,,0.2,True,True
FM_musicldm_-_OzT7Xyvok,fmc:-_OzT7Xyvok,musicldm,fakemusiccaps_instrumental,f58b36968f117fe1ff308670cdad05c8f48fe1a65de6ca674f2010a6d9ff54e1,0.02592691034078598,-56.16277511353304,0.2,-1.5,True,,0.2,True,True
FM_audioldm2_XnMokzAE5kk,fmc:XnMokzAE5kk,audioldm2,fakemusiccaps_instrumental,bc66097ecdd944eaec6f7fc5efaf1ae97cd2446f462094be07bd78b4f25c024b,0.03458210080862045,-50.80834852245373,0.2,-1.5,True,,0.2,True,True
FM_mustango_hkWOAj09_dY,fmc:hkWOAj09_dY,mustango,fakemusiccaps_instrumental,969327e305255acac5973f72f798213dd16ade38ab361d01353d8cecb5be87fa,0.03197761997580528,-47.52963240830107,0.2,-1.5,True,,0.2,True,True
FM_stable_audio_open_cqeVEFFzz7E,fmc:cqeVEFFzz7E,stable_audio_open,fakemusiccaps_instrumental,d377efb09e7e9290ca2ebf2b22269c61aaf2f30b3e3d6ff067da0077628e8587,0.04467502981424332,-52.526154402429476,0.2,-1.5,True,,0.2,True,True
FM_MusicGen_medium_qp4Ubx7WOAQ,fmc:qp4Ubx7WOAQ,MusicGen_medium,fakemusiccaps_instrumental,2c9d453924ed68786a7555f86155812f9714fd9188f8f840d53281620a2fb1c2,0.03801962733268738,-30.268637827577933,0.2,-1.5,True,,0.2,True,True
098484,fma:98484,FMA,fma_instrumental,cf7905d2fdbd75d9f0648c801d9d9129d8c5699d736d783c60aae7949a2b3ed0,0.03488877788186073,-19.321897561323,0.2,-1.5,True,,0.2,True,True
109524,fma:109524,FMA,fma_instrumental,f73fba28a1b8c340fd15a9e67cd4c3675c783854d300b51a73502c7e609a481d,0.11390750855207443,-13.1609461441608,0.2,-1.5,True,,0.2,True,True
096695,fma:96695,FMA,fma_instrumental,f19ddadceb7f838c8133aa4695814f70f26a46ad68c3b5c0b51da3568bbe1ccc,0.14727550745010376,-6.27471944949015,0.2,-1.5,True,,0.2,True,True
071823,fma:71823,FMA,fma_instrumental,86ed0b85ceb42778ca85e2054fba4613cb0b1cc3edad9e564964a0e4a4ff54ad,0.028503790497779846,-11.549904108558223,0.2,-1.5,True,,0.2,True,True
136054,fma:136054,FMA,fma_instrumental,8e8655f6d6c3873f81d6e0bfe9e97d0ffbd71bd9269df5aa1e9ac5d1e0361e70,0.05944257229566574,-27.493059991189806,0.2,-1.5,True,,0.2,True,True
071812,fma:71812,FMA,fma_instrumental,745ff47ab2e49f26181fb81e5dde1f8b41fd2ef5a8b38b79d5fcb0fbfbb3d9b0,0.03406291827559471,-40.6261036846049,0.2,-1.5,True,,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_43454_suno_1,sonics:43454,sonics:chirp-v3.5,sonics_joint,49d5a4b4265b9aa54706d94ee332cfdf76995ff034df567ce4bc7c61c71b7ccb,0.06407377868890762,-29.53389351400855,0.2,-1.5,True,0.38578805327415466,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_39244_udio_1,sonics:39244,sonics:udio-120s,sonics_joint,e996f63cfe9ed48eaee6fa83c8297483456a3af83dcb5d40c295e9a3df4c5575,0.03699900582432747,-61.01641169146479,0.2,-1.5,True,0.3692910075187683,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_37356_suno_1,sonics:37356,sonics:chirp-v2-xxl-alpha,sonics_joint,c982ed224bebd9a2825b193a554e7fb2947c7cdf127fc64e4e9a0394a2dabca0,0.04299774765968323,-21.137443288063004,0.2,-1.5,True,0.24318036437034607,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_22178_udio_0,sonics:22178,sonics:udio-30s,sonics_joint,7b737d03612974b00e364a0ad472873840eb36d63096bbdff3bb6727e4914404,0.34064367413520813,-38.8463152007248,0.2,-1.5,False,0.8428303599357605,0.2,True,False
sonics-music:FM_fake_songs_wav_fake_11266_suno_1,sonics:11266,sonics:chirp-v3,sonics_joint,05b90634f5ce227d7ecc52d2668b10e71b59d227a849c7f3f7a1d6bd2369e647,0.030202103778719902,-56.685607122385456,0.2,-1.5,True,0.26064324378967285,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_15368_suno_1,sonics:15368,sonics:chirp-v3.5,sonics_joint,dd6cb13ccc58ea2396550559f6278bf5de34789fdab76ef4e1a64ce39bea37fe,0.022084306925535202,-48.71670221590138,0.2,-1.5,True,0.3053325116634369,0.2,True,True
100477,fma:100477,FMA,fma_instrumental,ca0e92477d6d3b7529df4218bd2ce46365105b3c081962048ae50b17ef359e7b,0.40359923243522644,-0.7838020966300009,0.2,-1.5,False,,0.2,True,False
059917,fma:59917,FMA,fma_instrumental,4923ca28a07432f2e45ac280ef2e3f6bd7906393ec5bb3fbe0ae2bc402e9c31d,0.036024607717990875,-18.072707237444956,0.2,-1.5,True,,0.2,True,True
072067,fma:72067,FMA,fma_instrumental,7b10f222a3766bb45395e554bcd0fad3813a40b14c8e347812582418babc6628,0.039343494921922684,-17.714403954530262,0.2,-1.5,True,,0.2,True,True
134052,fma:134052,FMA,fma_instrumental,fe176071834efc0ef61f6d9bbb09403b7b3e715f70aa12214e174b9d9105296f,0.07876037061214447,-50.961872405001294,0.2,-1.5,True,,0.2,True,True
132095,fma:132095,FMA,fma_instrumental,712570822386df206d7d466a6c15f280d734042dc0773359c22667c1d6dfb20e,0.393061101436615,-5.187551975682285,0.2,-1.5,False,,0.2,True,False
141164,fma:141164,FMA,fma_instrumental,52c8d7542c1e164137102eda658d1ed65b84b9fbd652f0c36e4d8c2f6151ad8d,0.4401286244392395,-7.906148429269137,0.2,-1.5,False,,0.2,True,False
FM_musicldm_INBx8CrIWcg,fmc:INBx8CrIWcg,musicldm,fakemusiccaps_instrumental,5d70a9c20ff079c932ae0a07c69d6736ce7dde416defa26e2c83933a557af2c7,0.02766149677336216,-53.045722422755134,0.2,-1.5,True,,0.2,True,True
FM_audioldm2_8hT2G2ew6-c,fmc:8hT2G2ew6-c,audioldm2,fakemusiccaps_instrumental,8fb9946fa981e0313dee77a10a85f0c9d12051136d0ab23ff3069af3f3a344ca,0.021551648154854774,-6.844833090783631,0.2,-1.5,True,,0.2,True,True
FM_mustango_Fy51z2RwH3E,fmc:Fy51z2RwH3E,mustango,fakemusiccaps_instrumental,78108303a49ea6026944415342d4cce2d350e2170448687a8f574eeae1ee465e,0.051056601107120514,-48.178147775074464,0.2,-1.5,True,,0.2,True,True
FM_stable_audio_open_mfZMcNmLxWM,fmc:mfZMcNmLxWM,stable_audio_open,fakemusiccaps_instrumental,368e41913a225adc3151f655e67256c3d213426da1e5ffc943c4f1114bcf3a83,0.03601272031664848,-37.184882280787946,0.2,-1.5,True,,0.2,True,True
FM_MusicGen_medium_SEHE3WGui30,fmc:SEHE3WGui30,MusicGen_medium,fakemusiccaps_instrumental,09223764b032d05a3a1d1299d7e24f8fb8c29cf7ccd32e3c312cc4ef965b4cef,0.028014227747917175,-56.055763169240464,0.2,-1.5,True,,0.2,True,True
FM_musicldm_9ZinCW4jTeE,fmc:9ZinCW4jTeE,musicldm,fakemusiccaps_instrumental,d32a52567dfeba4eb198c44f632f72623c8d290837ed8e61a1edfe8e40acb574,0.03535429760813713,-55.72221232327698,0.2,-1.5,True,,0.2,True,True
126622,fma:126622,FMA,fma_instrumental,14f0ce78dc650f7a0558e9ab8f9797a583c5586500ba40e591b47e591c8cb0b9,0.031168250367045403,-42.218850043422194,0.2,-1.5,True,,0.2,True,True
004264,fma:4264,FMA,fma_instrumental,2c6a83517a22769b7e92dbb017aa5adaacd88f4c44be4a716653d384cea90f7b,0.2754444181919098,-9.560784082646332,0.2,-1.5,False,,0.2,True,False
013596,fma:13596,FMA,fma_instrumental,1b5af15180f88faf5c9874999b2bd4df6faf14abaef136101374019ba901d121,0.12732940912246704,-9.479543596242257,0.2,-1.5,True,,0.2,True,True
146425,fma:146425,FMA,fma_instrumental,5bbf4ac6b15de6d5b47e05934a66ce401bd40a145b320a8e1fb147f68c9fdbc6,0.058710336685180664,-8.281779821695894,0.2,-1.5,True,,0.2,True,True
096901,fma:96901,FMA,fma_instrumental,6a37e8f2b3febb1c45b9579253dd73fe2834c481e2c3b15ea54811f86712f53c,0.6518912315368652,-11.49320967915916,0.2,-1.5,False,,0.2,True,False
097687,fma:97687,FMA,fma_instrumental,13266d4b1a150b413756a7258552a81221939de341ace61691472715d675041f,0.12101871520280838,-15.419122311255977,0.2,-1.5,True,,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_17683_udio_1,sonics:17683,sonics:udio-120s,sonics_joint,4d9adfcb0868ee626c230232cec81b3df4095d073a069e21fd07973d3dafb742,0.1303696483373642,-52.60005610063422,0.2,-1.5,True,0.6519889235496521,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_11891_suno_1,sonics:11891,sonics:chirp-v2-xxl-alpha,sonics_joint,0d82c9930209fb29ff40715b8578426fe3a0d349a6f130515ce5b1e9d8768228,0.054435472935438156,-42.6884192536535,0.2,-1.5,True,0.5275330543518066,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_48414_udio_1,sonics:48414,sonics:udio-30s,sonics_joint,7c35592965fc239844e6486feb2e770dcc98d8fe9213b7684d07da065920266b,0.0257734265178442,-61.590380897931276,0.2,-1.5,True,0.8577708005905151,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_12528_suno_0,sonics:12528,sonics:chirp-v3,sonics_joint,27a0d75767731b686d7cb9b462c67dc0fbbf8ff5c1ec25fb209b14e48a932f25,0.029921988025307655,-50.998736180251356,0.2,-1.5,True,0.5984787940979004,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_06204_suno_0,sonics:6204,sonics:chirp-v3.5,sonics_joint,b714f86234c508c7becca4af5407b6fe03a94f238d78e536d1061cd040e55e61,0.033541239798069,-40.72146424121836,0.2,-1.5,True,0.27200251817703247,0.2,True,True
sonics-music:FM_fake_songs_wav_fake_42889_udio_0,sonics:42889,sonics:udio-120s,sonics_joint,56df9a3c6df247de5a0e18e93ee7ea20cc1bc5c023d51a27f1dbea0cee0fe2f8,0.028770513832569122,-65.92507297947344,0.2,-1.5,True,0.5045057535171509,0.2,True,True
